[00:00:07.742 --> 00:00:08.626]  Another time.
[00:24:24.245 --> 00:24:28.067]  Coming up in the next segment, I'm going to go through the hurricane and how serious it is.
[00:24:28.067 --> 00:24:29.328]  This is not hype.
[00:24:29.328 --> 00:24:31.549]  Folks, no, I don't hype hurricanes unless they're really serious.
[00:24:31.549 --> 00:24:33.010]  This is serious.
[00:24:33.010 --> 00:24:35.091]  And I've got family directly in the line of it.
[00:24:35.091 --> 00:24:38.613]  I tend to have reporters down there covering it today and tomorrow.
[00:24:38.613 --> 00:24:39.893]  The aftermath is what's key.
[00:24:40.974 --> 00:24:46.678]  Our stories on DrugsReport.com, Hurricane Harvey hysteria, customers fight as stores sell out of water.
[00:24:46.678 --> 00:24:55.703]  See the videos, see the photos at InfoWars.com, NewsWars.com, and of course DrugsReport.com.
[00:24:55.703 --> 00:24:58.225]  The mighty Drugs Report.
[00:24:58.225 --> 00:25:00.126]  Boy, the globalists hate that that organization exists.
[00:25:01.923 --> 00:25:06.386]  We're also going to get into the total hysteria where Pelosi doesn't know where she is again.
[00:25:06.386 --> 00:25:18.633]  She's calling Trump George W. Bush again and says the Constitution does not say that a person can yell wolf in a crowded theater.
[00:25:18.633 --> 00:25:20.494]  I don't know who has worse dementia.
[00:25:20.494 --> 00:25:28.599]  I don't know if it's her or if it's Maxine Waters, but these people are out of their minds.
[00:25:30.051 --> 00:25:34.213]  And then they're the ones setting up a commission to look if Trump has dementia?
[00:25:34.213 --> 00:25:35.194]  I'm not kidding!
[00:25:35.194 --> 00:25:42.317]  In fact, there's Democrats, I saw it on CNN this morning, are saying that they're gonna be on this commission!
[00:25:42.317 --> 00:25:47.180]  And the question was, will they be bipartisan or fair?
[00:25:47.180 --> 00:25:49.321]  That's a joke!
[00:25:49.321 --> 00:25:54.464]  It's like, again, saying, will Hitler sit in judgment of himself at Nuremberg?
[00:25:54.464 --> 00:25:58.226]  But the question is, they're the ones that obviously
[00:25:59.548 --> 00:26:04.671]  They've had more Botox than anybody else in history and don't know what planet they're on!
[00:26:04.671 --> 00:26:10.454]  Aleppo is where, in Korea, where Putin attacked Korea.
[00:26:10.454 --> 00:26:14.757]  President Bush, he needs to learn that he's a problem!
[00:26:14.757 --> 00:26:18.999]  They don't know what planet they're on!
[00:26:18.999 --> 00:26:20.920]  So, that's coming up.
[00:26:20.920 --> 00:26:22.521]  So many clips.
[00:26:22.521 --> 00:26:23.482]  So many guests today.
[00:26:23.482 --> 00:26:25.343]  But first, let me get back to Gwyneth Paltrow.
[00:26:26.909 --> 00:26:33.650]  The poor thing, when I saw it, because these things go out in talking points from the Democratic Party and from Hillary and through Zucker and others.
[00:26:33.650 --> 00:26:35.231]  I mean, it's admitted.
[00:26:35.231 --> 00:26:39.492]  So the exact same scripts everywhere, every major comedy show, starting two months ago.
[00:26:39.492 --> 00:26:47.613]  Oh, look at Gwenda Paltrow, she's a kook, she's a nut, she's evil, supplements are bad, none of them work, you know, she's totally insane.
[00:26:47.613 --> 00:26:53.555]  Oh, and look, she sells some of the same type stuff that Alex Jones does.
[00:26:53.555 --> 00:26:54.935]  And I went, that poor thing.
[00:26:56.141 --> 00:27:02.346]  That poor thing, they've just chosen to burn her so that... Oh, we're not just singling out Alex Jones!
[00:27:02.346 --> 00:27:03.948]  Look, we got Gwyneth Paltrow too!
[00:27:05.265 --> 00:27:11.067]  They won't go after Bezos who owns Whole Foods and Amazon, the biggest seller of supplements, and some really bad ones.
[00:27:11.067 --> 00:27:14.948]  Whole Foods sells the highest quality right down to stuff that's known to be bad.
[00:27:14.948 --> 00:27:19.549]  I mean, hell, you can go to the big stores at the malls, we all know the name, they got sports enhancers.
[00:27:19.549 --> 00:27:26.271]  They've tested their stuff and they find amphetamines sometimes in the sports enhancers because I guess it works.
[00:27:26.271 --> 00:27:28.752]  They try to put stuff in there that works even though it's illegal.
[00:27:30.094 --> 00:27:35.616]  That's why they're always catching sports enhancement stuff, you know, filled with stuff, but that's not supplements, that's not nutrients.
[00:27:35.616 --> 00:27:40.237]  That's why they studied ours and said it's just really well-known herbs.
[00:27:40.237 --> 00:27:46.479]  In fact, none of it's really fancy or, you know, really complex.
[00:27:46.479 --> 00:27:51.781]  Yeah, it's staple, concentrated, cold-pressed, and other systems, exactly.
[00:27:52.648 --> 00:27:59.991]  And now, advertising watchdog files complaint against Gwyneth Paltrow's Goop, that's her company, for deceptive health claims.
[00:27:59.991 --> 00:28:02.232]  How dare she said some health and wellness events she put on?
[00:28:02.232 --> 00:28:06.134]  Don't want Hollywood to get into that, because only Bezos is allowed to make the money.
[00:28:08.226 --> 00:28:16.811]  In response, Goop says TINA.org provided limited information and made threats under arbitrary deadlines which were not reasonable under the circumstances.
[00:28:16.811 --> 00:28:36.381]  It goes on to say a Madison, Connecticut-based nonprofit that describes itself as dedicated to empowering consumers to protect themselves, and then it goes on from false advertising, cites 51 examples in which Goop touts products on her site either seriously or implicitly, and then it goes on to say that they've gone to two different
[00:28:39.727 --> 00:28:54.423]  Chief Attorneys, District Attorneys in two counties in California, just like they used Travis County to go after Republicans, and that they're calling for her to be indicted, basically, for criminal activity.
[00:28:54.423 --> 00:28:55.904]  That's what it says right here.
[00:28:58.024 --> 00:29:00.766]  It's like, oh, oh, we're not targeting Alex Jones.
[00:29:00.766 --> 00:29:03.568]  We indicted Gwyneth Paltrow first.
[00:29:03.568 --> 00:29:07.492]  And you've got all these Democrat TV shows saying, look at Gwyneth Paltrow, look at Alex Jones.
[00:29:07.492 --> 00:29:09.873]  Get them, get them, get them, get them, get them.
[00:29:09.873 --> 00:29:13.036]  They're not allowed to sell L-tryptophan.
[00:29:13.036 --> 00:29:15.138]  They're not allowed to sell melatonin.
[00:29:15.138 --> 00:29:20.222]  But I can walk in any Walgreens, anywhere else, and it just says right on the bottle, helps you have better sleep.
[00:29:21.340 --> 00:29:33.649]  Because it's just well-known fact, but in hundreds of studies, but we don't even say that, we just say, well, we've got melatonin and L-tryptophan and valerian root and all these other things, and boy, when I personally take it, it helps me sleep.
[00:29:33.649 --> 00:29:35.170]  They're like, arrest him!
[00:29:35.170 --> 00:29:37.912]  Good Lord, throw that man in jail!
[00:29:37.912 --> 00:29:39.753]  Can you believe what he did?
[00:29:39.753 --> 00:29:44.317]  Support us, buy the products, throw it in their face, infowarestore.com.
[00:29:44.317 --> 00:29:47.339]  Commit today to support us in the face of the enemy!
[00:29:48.291 --> 00:29:52.213]  We're on the march, the Empire's on the run.
[00:29:52.213 --> 00:29:59.917]  Alex Jones and the GCN Radio Network.
[00:29:59.917 --> 00:30:05.999]  Prepping for disaster and societal unrest has now gone so mainstream that even Realtor.com is writing about it.
[00:30:05.999 --> 00:30:15.264]  But the Realtors are still embarrassed to cover the subject and eager to set themselves apart from what they call Uncle Travis' guns and canned foods militia vision of preparedness.
[00:30:15.264 --> 00:30:17.605]  Well, the ants may have the last laugh
[00:30:17.805 --> 00:30:18.986]  On the grasshoppers.
[00:30:18.986 --> 00:30:22.230]  But the grasshoppers will still sing the tune, if they can make money.
[00:30:22.230 --> 00:30:28.937]  But maybe you don't have a Hollywood mansion where you can drop another million dollars to turn your home theater into a radiation-proof bunker.
[00:30:28.937 --> 00:30:33.401]  There are still very effective, low-tech, low-cost things you can do to prepare.
[00:30:33.401 --> 00:30:40.829]  In fact, even realizing that there's a need to prepare and doing anything to act on that realization increases your chances of survival.
[00:30:41.189 --> 00:30:49.633]  Things that you do to prepare for an Armageddon scenario will help you to weather storms, to absorb an economic shock, or to protect you from home invasion.
[00:30:49.633 --> 00:30:55.615]  Prepare for the worst-case scenario while you educate yourself and others and work for the best-case scenario.
[00:30:55.615 --> 00:30:58.497]  Get more information at InfoWars.com.
[00:30:58.497 --> 00:30:59.037]  I'm David Knight.
[00:30:59.932 --> 00:31:01.813]  It's not just our water we need to filter.
[00:31:01.813 --> 00:31:03.854]  It's not just our food that needs to be cleaned.
[00:31:03.854 --> 00:31:06.756]  It's the air we're breathing, especially for our children.
[00:31:06.756 --> 00:31:12.820]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[00:31:12.820 --> 00:31:22.005]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breathe.
[00:31:22.005 --> 00:31:26.868]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children.
[00:31:27.088 --> 00:31:29.533]  Do the best job you can to purify your air.
[00:31:29.533 --> 00:31:37.569]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most toxic effects for themselves.
[00:31:37.569 --> 00:31:38.550]  The general public doesn't.
[00:31:39.754 --> 00:31:43.678]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[00:31:43.678 --> 00:31:47.262]  One of these systems can keep 800 square feet incredibly clean.
[00:31:47.262 --> 00:31:53.969]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[00:31:53.969 --> 00:31:58.153]  Find out why this system is so revolutionary today at InfowarsStore.com.
[00:32:00.370 --> 00:32:06.858]  More than two years ago, InfoWars first told you about our research into what has been called the Iodine Conspiracy.
[00:32:06.858 --> 00:32:19.514]  I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ, and how the government knowingly started taking iodine out of the food and adding fluoride, a bad member of the halogen family, into the water.
[00:32:19.834 --> 00:32:23.496]  They took the good halogen out and put the deadly halogen in.
[00:32:23.496 --> 00:32:30.480]  And when the Fukushima crisis worsened, as it still is worsening today, I was there telling you how to prepare yourself and your family.
[00:32:30.480 --> 00:32:43.347]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[00:32:43.347 --> 00:32:44.888]  You can pull these studies up for yourself.
[00:32:45.188 --> 00:32:51.571]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[00:32:51.571 --> 00:32:56.514]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[00:33:16.988 --> 00:33:26.016]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[00:33:26.016 --> 00:33:28.097]  The Alex Jones Show.
[00:33:28.097 --> 00:33:30.619]  Because there is a war on for your mind.
[00:33:36.773 --> 00:33:41.461]  Everybody understands this fact, but I want you to really focus on it again.
[00:33:41.461 --> 00:33:46.208]  Because if they can take Trump down, or they can take me down, they can take you down.
[00:33:46.208 --> 00:33:47.891]  And they mean to take you down.
[00:33:47.891 --> 00:33:51.356]  They admit it, in all their publications, how much they hate you and your family.
[00:33:52.577 --> 00:34:01.081]  They admit they absolutely want to tear down God, tear down the family unit, and totally dominate the human species itself.
[00:34:01.081 --> 00:34:11.825]  That is the ultimate tyrant dream since the beginning of civilization, and they believe that they are now within grasp of that holy grail, of that satanic brass ring.
[00:34:14.036 --> 00:34:17.498]  And poor little Gwyneth Paltrow is not a mainline leftist.
[00:34:17.498 --> 00:34:19.139]  She's more of a libertarian.
[00:34:19.139 --> 00:34:20.059]  I've known for years.
[00:34:20.059 --> 00:34:23.181]  She was in a film exposing chemtrails made in Australia.
[00:34:23.181 --> 00:34:24.201]  I know folks that know her.
[00:34:24.201 --> 00:34:27.423]  They told me a decade ago that she was dialed in.
[00:34:27.423 --> 00:34:28.804]  Hollywood knows that.
[00:34:28.804 --> 00:34:33.326]  So they said, who are we going to burn and make an example of?
[00:34:33.326 --> 00:34:37.008]  What a burner!
[00:34:37.008 --> 00:34:39.750]  Because we've got to burn her before we burn Alex Jones.
