[00:00:07.577 --> 00:00:08.577]  Paul Watson reports.
[00:28:00.283 --> 00:28:03.045]  And I did a little bit of checking and found out that indeed that is the case.
[00:28:04.386 --> 00:28:09.350]  Jim died at 74 years of age, was born back in 1943.
[00:28:10.491 --> 00:28:11.752]  A classic Texan.
[00:28:12.773 --> 00:28:14.814]  He'd been a reporter for the Fort Worth Star-Telegram.
[00:28:15.939 --> 00:28:20.460]  Even before he finished college, he knew Jack Ruby, went to the same club as he did.
[00:28:21.440 --> 00:28:25.021]  He taught the first college course on the JFK assassination.
[00:28:25.861 --> 00:28:29.022]  He wrote countless New York Times bestselling books.
[00:28:29.722 --> 00:28:37.623]  A true investigative journalist, but also a fun guy to get a big old plate of Mexican food with and drink some beer.
[00:28:38.483 --> 00:28:39.664]  So I'm really, really sad that
[00:28:42.361 --> 00:28:50.686]  He's gone, but his work and his family and his great wife Carol will continue on and hopefully I can get her to come on the broadcast in the next few weeks.
[00:28:50.786 --> 00:28:53.488]  And I remember the great work of Jim Mars.
[00:28:54.028 --> 00:29:00.272]  But Jim Mars, 74 years of age, has made the jump into hyperspace and is now at another level.
[00:29:01.229 --> 00:29:03.310]  But as I said, his work continues on.
[00:29:04.010 --> 00:29:15.732]  There are so many videos, so many articles, so many films, so many books, so many interviews I've done with him, and documentaries I've made with him, that the few clips we're about to play just won't do it justice.
[00:29:16.213 --> 00:29:16.833]  So don't worry.
[00:29:17.193 --> 00:29:22.794]  Throughout the week of next week, we'll be airing excerpts of Jim Maher's interviews on my syndicated broadcast.
[00:29:23.734 --> 00:29:26.135]  George Norrie was able to interview him just last night.
[00:29:27.176 --> 00:29:36.104]  So we never know how long our friends and loved ones are going to be with us, but it's better to have loved and lost than to have never loved at all.
[00:29:36.124 --> 00:29:39.587]  And I certainly love the good cheer, humor, and wit of Jim Mars.
[00:29:40.308 --> 00:29:44.512]  So from myself and all your fans, Jim, happy trails, my friend.
[00:29:44.872 --> 00:29:45.533]  Vaya con Dios.
[00:29:46.613 --> 00:29:49.175]  Alright folks, we'll be right back on the other side.
[00:29:49.195 --> 00:29:52.398]  We'll also look at how they're trying to kill the Trump recovery and admitting they are.
[00:29:52.758 --> 00:29:53.659]  We're on the march.
[00:29:54.139 --> 00:29:55.721]  The empire's on the run.
[00:29:55.741 --> 00:29:59.344]  Alex Jones and the GCN Radio Network.
[00:30:04.091 --> 00:30:11.313]  A 44-year-old father was beat by a gang of teenagers and knocked out with a skateboard after he asked them to stop smoking marijuana on a Dallas train.
[00:30:11.913 --> 00:30:19.715]  The group of teenagers included young men and women who punched the father and threw him against the train's doors before arriving at the station near Deep Ellum in Dallas, Texas.
[00:30:20.375 --> 00:30:25.177]  In world news, 22.5% of the German population now has a migrant background.
[00:30:25.817 --> 00:30:29.898]  Migrants and their children make up an estimated 18.6 million people in Germany.
[00:30:30.678 --> 00:30:37.961]  According to the Federal Statistical Office, which attributed the shocking statistic to German Chancellor Angela Merkel and her open border policies.
[00:30:39.182 --> 00:30:46.024]  In contrast, President Trump plans to overhaul immigration laws in America as part of his wide-ranging agenda to tighten border security.
[00:30:46.785 --> 00:30:56.409]  The president is working with two senators to draft a bill to create a skills-based immigration program that gives priority to Americans by cutting down on work visa abuse, among other things.
[00:30:56.960 --> 00:31:01.042]  For more breaking news and reports, check back at InfoWars.com throughout the day.
[00:31:01.343 --> 00:31:02.503]  This is Kit Daniels reporting.
[00:31:03.384 --> 00:31:10.748]  Of the 30-plus proprietary products that we've developed for InfoWarsLife.com, DNA Force is the flagship.
[00:31:11.108 --> 00:31:19.673]  This highly advanced formula has been sold out for close to six months due to a worldwide shortage of the sought-after ingredients.
[00:31:20.033 --> 00:31:37.133]  Today I'm very excited to announce that we have received a limited shipment of DNA Force and despite the fact that we have been sold out for close to six months, I'm still discounting it 20% because I want listeners and viewers that haven't tried DNA Force yet to actually get a chance to see how amazing it is.
[00:31:37.273 --> 00:31:46.401]  You can't lose when you support the InfoWar and get great products at InfoWarsLife.com or by calling toll-free, 888-253-3139.
[00:31:46.982 --> 00:31:48.583]  DNA Force is back in stock.
[00:31:48.883 --> 00:31:53.727]  You can get an additional 10% off when you sign up for AutoShip, and you can cancel anytime.
[00:31:53.868 --> 00:31:58.091]  InfoWarsLife.com or 888-253-3139.
[00:31:58.271 --> 00:32:01.454]  And again, thank you for making the InfoWar possible.
[00:32:01.835 --> 00:32:03.216]  You are the InfoWar.
[00:32:03.576 --> 00:32:07.100]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[00:32:07.580 --> 00:32:13.606]  Nothing triggers safe space snowflakes more than this slogan and my face.
[00:32:14.027 --> 00:32:16.810]  It is the new t-shirt from InfoWarsStore.com.
[00:32:17.210 --> 00:32:20.213]  Conservatism is the new counterculture.
[00:32:20.413 --> 00:32:23.857]  You've seen how much this triggers the safe space snowflakes.
[00:32:24.197 --> 00:32:24.658]  The left
[00:32:25.178 --> 00:32:35.604]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[00:32:35.664 --> 00:32:38.066]  We are striking back in the culture war.
[00:32:38.546 --> 00:32:42.408]  This triggers snowflakes like nothing you've ever seen in your life.
[00:32:42.468 --> 00:32:50.553]  You've seen how much they absolutely hate the image of my face and that particular slogan, conservatism is the new counterculture.
[00:32:50.793 --> 00:32:53.495]  This t-shirt is not only a conversation starter,
[00:32:53.895 --> 00:32:57.037]  It will trigger the holy hell out of leftists.
[00:32:57.117 --> 00:32:58.797]  It will make me incredibly happy.
[00:32:58.957 --> 00:33:00.138]  It's available right now.
[00:33:00.458 --> 00:33:03.019]  Get yours at infowarsstore.com.
[00:33:10.503 --> 00:33:11.223]  Alex Jones.
[00:33:11.523 --> 00:33:12.684]  He was a nice guy, actually.
[00:33:12.704 --> 00:33:13.124]  You like him?
[00:33:14.488 --> 00:33:15.710]  Oh, that's good.
[00:33:15.870 --> 00:33:16.491]  Alex Jones.
[00:33:16.551 --> 00:33:16.972]  Nice guy.
[00:33:17.392 --> 00:33:25.103]  I know now, from top people, that you actually are for real, and you understand you're in danger, and you understand what you're doing, is epic.
[00:33:25.143 --> 00:33:26.625]  Your reputation's amazing.
[00:33:27.086 --> 00:33:28.447]  I will not let you down.
[00:33:28.588 --> 00:33:31.472]  You will be very, very impressed, I hope.
[00:33:32.012 --> 00:33:36.774]  And I think we'll be speaking a lot, but you'll be looking at me in a year and a year or two years.
[00:33:36.794 --> 00:33:39.475]  Let's give me a little bit of a time to run things.
[00:33:39.535 --> 00:33:43.937]  But a year into office, you'll be saying, wow, I remember that interview.
[00:33:43.957 --> 00:33:45.958]  He said he was going to do it, and he did a great job.
[00:33:45.998 --> 00:33:47.379]  You'll be very proud of our country.
[00:33:47.419 --> 00:33:49.039]  So while we're there, you probably read it.
[00:33:49.099 --> 00:33:49.820]  It was in Drudge.
[00:33:50.340 --> 00:33:51.160]  Who's great, by the way.
[00:33:51.180 --> 00:33:52.421]  Drudge is amazing.
[00:33:53.101 --> 00:33:56.683]  But the story in Drudge, and big story, it's all over the place now.
[00:33:57.404 --> 00:34:05.128]  Guys swimming across, and big bags of stuff, shrugs, swimming across the river, right?
[00:34:05.848 --> 00:34:06.629]  Swimming around the kids.
[00:34:07.189 --> 00:34:08.930]  We just caught these guys coming across the border.
[00:34:08.950 --> 00:34:11.331]  They're jumping in, they just jumped in the rafts.
[00:34:11.351 --> 00:34:15.594]  They're coming in 1, 2, 3, 4, they have big satchels.
[00:34:16.571 --> 00:34:22.177]  And actually the camera crew, or the reporters, were petrified because they thought they were going to be killed.
[00:34:22.977 --> 00:34:24.479]  Because they're showing this on camera.
[00:34:24.519 --> 00:34:26.080]  The guy's carrying bags of stuff.
[00:34:26.100 --> 00:34:26.601]  It was drugs.
[00:34:31.085 --> 00:34:33.568]  Thank you.
[00:34:33.588 --> 00:34:36.010]  Donald Trump, I hope you can help uncripple America.
[00:34:36.050 --> 00:34:36.971]  Thank you so much, sir.
[00:34:37.391 --> 00:34:39.193]  You will be attacked for coming on and we know you know that.
[00:34:39.233 --> 00:34:39.573]  Thank you.
[00:34:40.194 --> 00:34:40.775]  Thank you very much.
[00:34:41.944 --> 00:34:46.370]  Rallying patriots worldwide in defense of human liberty.
[00:34:46.971 --> 00:34:48.473]  It's Alex Jones.
[00:34:48.913 --> 00:34:49.534]  He's with me.
[00:34:50.135 --> 00:34:55.421]  Jason Carroll joins me now from New York, from Elkhorn, Wisconsin.
[00:35:01.221 --> 00:35:05.422]  Our moral obligation to protect our planet.
[00:35:05.882 --> 00:35:11.504]  I think one of the kind of the things that we really need to be looking at in this debate is that Bill Clinton is a rapist.
[00:35:11.624 --> 00:35:12.584]  Infowars.com.
[00:35:12.704 --> 00:35:13.724]  Infowars.com.
[00:35:13.764 --> 00:35:14.945]  Bill Clinton's a rapist.
[00:35:14.985 --> 00:35:16.445]  Bill Clinton is a rapist.
[00:35:16.545 --> 00:35:23.887]  I guess you could say it's an offensive image, certainly to the police officers.
[00:35:23.967 --> 00:35:27.628]  The most important job in any society, raising children,
[00:35:27.964 --> 00:35:30.405]  Here's the problem!
[00:35:30.465 --> 00:35:33.968]  Bill Clinton is a rapist!
[00:35:34.408 --> 00:35:36.409]  Infowars.com!
[00:35:38.110 --> 00:35:51.198]  I just want everyone to know about this big presidential campaign that Bill Clinton is a rapist, Infowars.com.
[00:35:53.099 --> 00:35:54.660]  Nobody can dispute the fact
[00:35:55.490 --> 00:35:56.110]  You're a rapist!
[00:35:56.170 --> 00:36:01.053]  Bill Clinton is a rapist!
[00:36:01.173 --> 00:36:04.514]  If you look at Bill Clinton, far worse.
[00:36:04.754 --> 00:36:06.435]  Minor words and his was action.
[00:36:07.015 --> 00:36:08.536]  His was what he's done to women.
[00:36:08.576 --> 00:36:14.259]  There's never been anybody in the history of politics in this nation that's been so abusive to women.
[00:36:14.479 --> 00:36:16.780]  Bill Clinton was abusive to women.
[00:36:17.140 --> 00:36:19.001]  Hillary Clinton attacked those same women.
[00:36:22.577 --> 00:36:29.902]  Here's the talking point that they've got on CNN, MSNBC, all the comedy shows, all the newspapers, and Fox News.
[00:36:29.962 --> 00:36:40.709]  I was just watching Fox News two minutes ago during the break, and they had this panel of women on there, and they were all saying, well, he's underwater now with his base.
[00:36:41.470 --> 00:36:42.891]  He's losing his base.
[00:36:43.831 --> 00:36:48.955]  It's a good thing he's out there speaking at town halls and things, because Trump's really unpopular.
[00:36:49.395 --> 00:36:52.017]  You know, he's the most unpopular president ever.
[00:36:53.257 --> 00:36:55.858]  They might as well say his approval rating is zero.
[00:36:57.899 --> 00:36:59.559]  Just like they did during the campaign.
[00:37:00.180 --> 00:37:02.320]  They said that Hillary was 15 to 20 points ahead.
[00:37:03.561 --> 00:37:05.602]  And Hillary was supposedly ahead of Bernie Sanders.
[00:37:06.322 --> 00:37:11.784]  And so she lost all those primaries and they just gave his delegates to her.
[00:37:12.404 --> 00:37:13.265]  The superdelegates.
[00:37:14.325 --> 00:37:17.946]  And the Republicans said we're going to give the delegates to other Republicans.
[00:37:17.986 --> 00:37:19.047]  We're going to give them to Ted Cruz.
[00:37:19.767 --> 00:37:21.808]  And the Republican base said no you're not.
[00:37:23.513 --> 00:37:28.314]  And so you went to their campaign events, and you went to the town halls, and you told them, you better stop it!
[00:37:30.695 --> 00:37:41.497]  Soros is trying to fund AstroTurf, fake grassroots all over the country to go out and stir up trouble, spew racist garbage, get in non-Neocon, non-Rhino Republicans' faces.
