[00:00:00.009 --> 00:00:00.329]  Tom.
[00:24:34.160 --> 00:24:38.784]  Look at how the Democrats are literally beyond Joseph McCarthy.
[00:24:38.824 --> 00:24:40.785]  We're 1,500 Hollywood people.
[00:24:41.386 --> 00:24:47.851]  The New York Times reported three weeks ago, are in a secret society of libertarians and conservatives.
[00:24:48.431 --> 00:24:52.675]  And now the IRS is trying to find out a list of names to persecute them.
[00:24:54.142 --> 00:24:56.543]  I knew about the secret society five years ago.
[00:24:57.024 --> 00:24:58.544]  They call it a secret society.
[00:24:59.145 --> 00:25:08.410]  All it is, is conservatives meeting in secret, talking about ways to try to put libertarian ideas, or really libertarians, into films, movies.
[00:25:09.470 --> 00:25:10.991]  I went and saw Nut Job.
[00:25:12.947 --> 00:25:16.328]  With my children a few weeks ago, and I guarantee you that's a libertarian made that.
[00:25:16.988 --> 00:25:21.168]  It's all about Agenda 21, all about the government controlling the food, all about food stamps.
[00:25:21.809 --> 00:25:23.949]  Really a good movie for your children to see, I think.
[00:25:24.809 --> 00:25:37.251]  And the fact is, if I was a liberal, communist, socialist, well-meaning person, not one of the social engineer types, I would be freaked out if libertarians and conservatives were being persecuted.
[00:25:38.511 --> 00:25:41.432]  When Bush did a little bit of persecution, I came out against him real hard.
[00:25:42.864 --> 00:25:45.265]  And I called for Bush's impeachment over the NSA spying.
[00:25:47.006 --> 00:25:47.686]  And things like that.
[00:25:47.706 --> 00:25:52.628]  It's just that now, who can deny that under Obama, it is just off the charts.
[00:25:53.788 --> 00:26:07.874]  And they want to have the moral high ground where they can run scam energy deals in Benghazi and persecute people with the NSA and the IRS and now they're back with the IRS persecuting people and have this reign of terror.
[00:26:10.393 --> 00:26:13.134]  And be arresting filmmakers and persecuting people.
[00:26:13.454 --> 00:26:14.214]  This is real.
[00:26:16.295 --> 00:26:16.995]  This is real.
[00:26:17.095 --> 00:26:18.715]  They want to keep media on a short leash.
[00:26:19.036 --> 00:26:21.076]  And we have the article up on Infowars.com.
[00:26:22.016 --> 00:26:29.779]  Where Jay Leno, Paul Watson asked the question, was Jay Leno canned by NBC for criticizing Obama?
[00:26:31.839 --> 00:26:34.680]  And I should call Watson and I'll go ahead and talk about this.
[00:26:34.860 --> 00:26:37.501]  We have the emails and the calls and I can prove it if people want me to.
[00:26:39.066 --> 00:26:44.181]  We were contacted by Jay Leno's people repeatedly a couple years ago and then late last year.
[00:26:45.550 --> 00:26:49.533]  And he was going to try to sneak me on there, try to get me on the schedule.
[00:26:50.053 --> 00:26:52.014]  He talked about me many times over the years.
[00:26:52.415 --> 00:27:02.241]  Jay Leno was the first national person, I've been on a few national shows, but in 1999 he talked about some of the stuff I was doing.
[00:27:02.261 --> 00:27:06.964]  It was very obscure, very weird, no one knew why I did it, no one knew who I was.
[00:27:07.505 --> 00:27:08.886]  Jay Leno obviously did it.
[00:27:08.906 --> 00:27:11.968]  Now I've learned in the last few years that Jay Leno, again, in the
[00:27:13.206 --> 00:27:22.092]  You know, we'll come back and visit people in the powder room, uh, in the, uh, oh, what do you call the areas they haven't... And that's not the green rooms, the dressing rooms.
[00:27:22.873 --> 00:27:28.697]  And they walk around and say hi to the guests in the dressing rooms, and he's brought me up to quite a few people.
[00:27:29.218 --> 00:27:37.223]  And again, it's not like the show's even that big a deal anymore in media, it's just that the ratings were actually going up compared to other shows, and the word is they can't name it, because again,
[00:27:38.223 --> 00:27:39.584]  He was not a total communist.
[00:27:39.924 --> 00:27:41.286]  He was not a total authoritarian.
[00:27:41.786 --> 00:27:42.907]  He was a free market guy.
[00:27:43.307 --> 00:27:44.008]  And they got rid of him.
[00:27:45.009 --> 00:27:46.150]  And this is what they do.
[00:27:46.350 --> 00:27:51.814]  Just like James Woods said, he's been told since he criticized Obama, he'll never work again.
[00:27:52.415 --> 00:27:54.957]  This is a guy that made 15, 20, 30 million dollars a year.
[00:27:55.518 --> 00:27:56.358]  This is a big deal.
[00:27:56.638 --> 00:28:03.905]  So when Rand Paul comes out and says Obama's a sexual predator, excuse me, Freudian slip, Clinton's a sexual predator,
[00:28:04.918 --> 00:28:15.325]  That's the type of rhetoric we need because it's true and it gives us the offensive instead of just laying there and taking it from these crooks that sit there and lecture us.
[00:28:15.505 --> 00:28:19.268]  What about how Bill Clinton keeps half the money on record from the charities?
[00:28:20.209 --> 00:28:23.411]  For his private jet fleet and his houses for kids in Haiti.
[00:28:23.871 --> 00:28:24.652]  He's a scumbag!
[00:28:24.712 --> 00:28:25.232]  Call him out!
[00:28:25.492 --> 00:28:27.254]  Here's Rand Paul talking about it on C-SPAN.
[00:28:27.950 --> 00:28:29.813]  Senator, let me follow up on two final points.
[00:28:29.873 --> 00:28:35.260]  First of all, you made some headlines when you referred to former President Bill Clinton as, quote, a sexual predator.
[00:28:35.300 --> 00:28:40.567]  And one of your colleagues, Senator Claire McCaskill, said that your comments were, in her words, infuriating.
[00:28:40.947 --> 00:28:41.528]  Your reaction?
[00:28:43.070 --> 00:28:48.775]  Senator McCaskill needs to remember what she had to say about Bill Clinton, that she wouldn't want her daughter in the same room with him.
[00:28:49.236 --> 00:28:50.937]  So they can't have it both ways.
[00:28:50.977 --> 00:29:07.652]  The Democrats can't say, we're the great defenders of women's rights in the workplace and we will defend you against some kind of abusive boss that uses their position of authority to take advantage of a young woman, when the leader of their party, the leading fundraiser in the country,
[00:29:08.252 --> 00:29:08.592]  I think?
[00:29:27.165 --> 00:29:35.151]  By all means do, but you can't do it and take it from a guy who is using his position of authority to take advantage of young women in the workplace.
[00:29:35.431 --> 00:29:47.521]  I mean, for goodness sakes, he paid an $800,000 fine for sexual harassment, so he admitted to it in one court case, and really, I think, has been convicted in the public place for the other sexual harassment.
[00:29:47.541 --> 00:29:55.367]  And because his crimes are so outrageous, no one will even talk about what came out in the news, settling cases for raping women, biting them, beating them up, choking them.
[00:29:56.067 --> 00:29:58.849]  I mean, we're gonna repost all those old articles from the 90s.
[00:29:59.269 --> 00:30:00.150]  We're on the march.
[00:30:00.670 --> 00:30:01.671]  The empire's on the run.
[00:30:01.691 --> 00:30:02.311]  Good job, Rand Paul.
[00:30:02.572 --> 00:30:03.372]  That's leadership, buddy.
[00:30:03.412 --> 00:30:05.374]  Alex Jones and the GCN Radio Network.
[00:30:05.394 --> 00:30:05.934]  Let's give them hell.
[00:30:06.174 --> 00:30:06.494]  Let's go!
[00:30:06.514 --> 00:30:06.935]  Let's go!
[00:30:06.995 --> 00:30:07.235]  Go!
[00:30:07.315 --> 00:30:07.595]  Go!
[00:30:07.855 --> 00:30:07.955]  Go!
[00:30:07.995 --> 00:30:08.075]  Go!
[00:30:08.115 --> 00:30:08.676]  Get aggressive!
[00:30:09.770 --> 00:30:20.117]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[00:30:20.457 --> 00:30:22.318]  Guess what else is in the halogen family?
[00:30:22.498 --> 00:30:23.199]  Fluoride!
[00:30:23.379 --> 00:30:24.980]  Ladies and gentlemen, Alex Jones here.
[00:30:25.320 --> 00:30:31.624]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[00:30:31.884 --> 00:30:36.665]  It's the good halogen on the periodic table, and the results are on record.
[00:30:36.805 --> 00:30:42.867]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[00:30:43.127 --> 00:30:45.287]  Bottom line, iodine is important.
[00:30:45.527 --> 00:30:48.168]  Unbound, clean, in a glycerin base.
[00:30:48.468 --> 00:30:51.829]  Nascent iodine was the answer for myself and my family.
[00:30:51.969 --> 00:30:57.194]  You will find Survival Shield Nascent Iodine exclusively at InfoWarsLife.com.
[00:30:57.415 --> 00:31:02.220]  InfoWars Life Survival Shield Nascent Iodine isn't just for emergencies.
[00:31:02.520 --> 00:31:03.561]  I take it every day.
[00:31:03.701 --> 00:31:06.564]  That's InfoWarsLife.com or call toll-free 888-253-3111.
[00:31:09.767 --> 00:31:12.509]  Alex Jones here with a message to fellow freedom lovers.
[00:31:12.789 --> 00:31:17.612]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:31:17.792 --> 00:31:24.977]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:31:25.117 --> 00:31:30.521]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:31:30.741 --> 00:31:34.484]  These are items that I did research on, that I personally use.
[00:31:34.764 --> 00:31:39.288]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:31:39.488 --> 00:31:44.712]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:31:44.952 --> 00:31:48.034]  Strategic Relocation, 3rd Edition by Joel Scalzin.
[00:31:48.174 --> 00:31:50.415]  When Disaster Strikes by Matthew Stein.
[00:31:50.695 --> 00:31:55.278]  Therosafe, used by Homeland Security to protect yourself during any radiological event.
[00:31:55.438 --> 00:31:57.899]  Hand-cranked shortwave AM FM radios.
[00:31:58.339 --> 00:32:05.343]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:32:05.543 --> 00:32:06.583]  We're getting prepared.
[00:32:06.804 --> 00:32:07.104]  Are you?
[00:32:20.609 --> 00:32:25.133]  It is the only one that does it and out of the gates, we have it discounted at 10% off with promo code water.
[00:32:25.313 --> 00:32:30.057]  This is the only system that in one unit helps reduce or remove pesticides, herbicides,
[00:32:49.853 --> 00:33:00.178]  Chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:33:00.498 --> 00:33:06.341]  Get your ProPure with the new Pro1 filters today at InfoWarstore.com or by calling 888-253-3139.
[00:33:06.441 --> 00:33:16.746]  This is an emergency transmission from FEMA Region 6 in Occupy
[00:33:23.473 --> 00:33:24.494]  There is a war.
[00:33:24.935 --> 00:33:25.936]  It's happening now.
[00:33:26.817 --> 00:33:28.599]  It will decide the fate of humanity.
[00:33:29.160 --> 00:33:30.962]  The time to choose sides has come.
[00:33:31.743 --> 00:33:33.185]  We are the resistance.
[00:33:33.645 --> 00:33:35.207]  We are the Infowar.
[00:33:40.541 --> 00:33:50.928]  Ladies and gentlemen, again, thank you so much for joining us on this live Friday, 7th day of February 2014.
[00:33:52.229 --> 00:33:54.310]  I'm going to be the big 40 next Tuesday.
[00:33:55.211 --> 00:33:58.293]  Wow, 40 years old, 40 years young.
[00:33:58.713 --> 00:34:02.075]  For a lot of people, that is super young to even get into media by the time you're 40.
[00:34:02.476 --> 00:34:06.438]  I've been doing this since I was 21 years old.
[00:34:07.039 --> 00:34:10.041]  So I'm kind of long in the tooth when it comes to media careers.
[00:34:11.181 --> 00:34:25.286]  Coming up from the very, very grassroots bottom, the true American success story, promoting ideas of liberty, reporting muckraking news stories that they call conspiracy theories that are now, unfortunately, all mainstream news.
[00:34:25.806 --> 00:34:26.666]  Simply amazing.
[00:34:27.547 --> 00:34:33.529]  Getting back, though, to Rand Paul and Bob Barr, who's going to really be a dynamite watch once he gets into Congress.
[00:34:34.309 --> 00:34:41.412]  And of course, I'm going to be encouraging him to be vicious, because in the face of viciousness, you've got to be vicious back.
[00:34:42.013 --> 00:34:50.917]  And the fake moral high ground of Bill Clinton and Obama and Michelle and just all of them, I'm sick of it.
[00:34:52.078 --> 00:35:00.282]  That, oh, they're the liberals, so they're allowed to keep half the money from the Haitian fund so Bill Clinton can have a fleet of $40 million jets paid for.
[00:35:01.142 --> 00:35:02.823]  It's not a fleet, he has like three of them, I was reading.
[00:35:04.062 --> 00:35:08.623]  A group they lease of three jets, so he has whole entourages on wide-body jets.
[00:35:08.643 --> 00:35:11.844]  They're like $100,000 per leg, basically.
[00:35:12.104 --> 00:35:13.644]  The most expensive stuff you can have.
[00:35:14.244 --> 00:35:18.205]  I mean, other than Google having brand new, you know, 777s or whatever.
[00:35:18.926 --> 00:35:21.806]  I mean, this is out of control.
[00:35:23.387 --> 00:35:25.067]  I guess Google just bought a Dreamliner, too.
