[00:00:00.049 --> 00:00:00.369]  I think so.
[00:24:23.570 --> 00:24:24.811]  MyPatriotSupply.com slash Alex.
[00:24:56.775 --> 00:24:59.017]  Yes, my friends, strange days have found us.
[00:25:00.578 --> 00:25:03.621]  To destroy us.
[00:25:04.341 --> 00:25:10.586]  I don't know if I agree with that statement, that strange days will destroy us.
[00:25:10.626 --> 00:25:22.857]  There's a new article out that if you are a pessimist, you are three times more likely to have dementia and basically get Alzheimer's.
[00:25:25.066 --> 00:25:37.354]  Being a cynic linked to triple risk of developing dementia, Finland's study finds, that's in the Financial Times of London and the National Post as well.
[00:25:39.536 --> 00:25:46.400]  And the reason I start this segment with that information before I get into really bad news is, I'm not being a pessimist and a defeatist.
[00:25:47.501 --> 00:25:54.546]  I'm admitting the bad in the world because I believe in good men and women standing up against it and changing it and making this a better world.
[00:25:55.419 --> 00:25:56.340]  I'm an optimist.
[00:25:57.080 --> 00:25:59.122]  People always say, man, you must be paranoid and scared.
[00:25:59.662 --> 00:26:01.764]  No, no, I challenge the corrupt and the evil.
[00:26:01.904 --> 00:26:02.605]  I have courage.
[00:26:04.306 --> 00:26:06.248]  I don't imagine people are after me.
[00:26:06.748 --> 00:26:13.233]  I know there's always been corrupt elites where they don't even think about other people and they just want total control.
[00:26:13.553 --> 00:26:16.696]  And I'm here saying, no, that's not the way this is going to be.
[00:26:18.305 --> 00:26:20.586]  We're going to admit there's a global elite that are tyrannical.
[00:26:20.806 --> 00:26:27.108]  We're going to admit there's an agenda 21 to shut down our economy and consolidate it in the hands of a few that are exempt from the regulations.
[00:26:27.448 --> 00:26:40.593]  We're going to admit there's a move to militarize police and use the military against the American people and they're deploying armored vehicles and tanks and helicopters and drones and we're going to show the documents and we're going to have a public debate about it and we're going to say no to it.
[00:26:41.434 --> 00:26:46.756]  Or even if they try to stage a false flag and use the military against us, the military is going to be so awake
[00:26:47.637 --> 00:26:52.720]  Because we've been targeting them with the truth, openly, that they're not going to go along with the narrative.
[00:26:54.081 --> 00:26:55.122]  That's called check.
[00:26:55.142 --> 00:26:57.764]  We're putting the globalists in check.
[00:26:59.044 --> 00:27:00.585]  That it's their move next.
[00:27:00.745 --> 00:27:03.167]  And here's the article up at Infowars.com.
[00:27:03.227 --> 00:27:14.034]  I've told Adon Salazar, I've told Kurt Nemo, I've told Kit Daniels, I've told all of our writers that are here to cover this from their own angle, but to point to all our research and all of our documents.
[00:27:14.294 --> 00:27:16.716]  Because as good as this Bill Gertz article is, and it's excellent,
[00:27:17.588 --> 00:27:19.469]  And it's up at DrudgeReport.com, linked in red.
[00:27:19.489 --> 00:27:23.990]  Department of Defense Directive number 3,225.18, just now declassified, December 29, 2010.
[00:27:24.070 --> 00:27:24.970]  Defense Support for Civil Disturbances.
[00:27:25.010 --> 00:27:25.330]  Directive.
[00:27:37.779 --> 00:27:39.721]  The story's also up on Infowars.com.
[00:27:39.741 --> 00:27:40.943]  We have it mirrored and archived.
[00:27:40.963 --> 00:27:45.028]  In fact, I don't usually take mainstream media or other media's stories whole hog.
[00:27:45.368 --> 00:27:46.049]  I just link to them.
[00:27:46.129 --> 00:27:47.371]  I want the whole article linked.
[00:27:47.791 --> 00:27:50.134]  Bill Gertz's article's so important, I want the whole thing mirrored.
[00:27:51.476 --> 00:27:53.398]  It's fair use, we can put a link to them, they don't care.
[00:27:53.498 --> 00:27:56.122]  I just wanna... We should get Bill Gertz on about this if he wants to come on.
[00:27:57.359 --> 00:28:15.005]  This is a big deal, and this is everything we've been telling you, because again, I'm going to say this again, if we have a debate about this, and then point out, oh by the way, in the manuals, it's not just domestic war they're preparing for and civil unrest, it's with the Tea Party, returning veterans, gun owners, conservatives, libertarians, that's about half the country.
[00:28:15.846 --> 00:28:22.108]  This is treason, it's illegal, and if there's a debate about it, and the public learns the military is being prepared for war,
[00:28:23.561 --> 00:28:27.084]  And that the military is being prepared that the Tea Party is going to blow up federal buildings everywhere.
[00:28:27.744 --> 00:28:33.269]  Everyone when Obama's handlers blow up a federal building are going to say, who stands to gain from this?
[00:28:33.649 --> 00:28:34.570]  Let's investigate.
[00:28:36.652 --> 00:28:38.954]  See, if there's no debate, they can get away with this.
[00:28:40.395 --> 00:28:46.620]  I hammer this every week because if we don't hammer it, they're going to win.
[00:28:48.762 --> 00:28:51.104]  And by the way, if you don't start hammering it, folks,
[00:28:52.748 --> 00:28:59.513]  If enough people don't start hammering this, you want me to tell you why I'm ready to literally wash Bill Gertz's car if you wanted me to?
[00:29:02.394 --> 00:29:07.958]  If we don't get more reporters covering this, I've studied this, this is the kind of thing they'd kill me over.
[00:29:07.978 --> 00:29:10.740]  Because they know the power of beating a drum.
[00:29:12.581 --> 00:29:14.663]  I do this constantly about the globalists.
[00:29:15.003 --> 00:29:16.764]  There's a global elite, they're tax exempt.
[00:29:16.984 --> 00:29:19.526]  They're the ones wanting your guns and to raise your taxes because they're exempt.
[00:29:19.806 --> 00:29:22.128]  Warren Buffett, here's McClatchy Newspaper, here's AP.
[00:29:23.510 --> 00:29:25.771]  They're training for a military takeover and an implosion.
[00:29:26.151 --> 00:29:28.652]  They'll stage a false flag to blame on us when they do it.
[00:29:31.133 --> 00:29:32.434]  And they're afraid you're going to start going.
[00:29:35.796 --> 00:29:37.616]  Joining me, more fist banging.
[00:29:39.117 --> 00:29:40.618]  We all start pointing our finger at them.
[00:29:43.456 --> 00:29:45.297]  You like the body snatchers pointing at humans and hiss?
[00:29:45.337 --> 00:29:46.237]  We should point at them and hiss.
[00:29:46.558 --> 00:29:48.078]  Because they're the people that are destroying humanity.
[00:29:48.659 --> 00:29:50.219]  Turn it back around on these body snatchers.
[00:29:50.860 --> 00:29:53.761]  We need to all point our finger and go, that's the one right there!
[00:29:54.061 --> 00:29:54.922]  They're the ones!
[00:29:55.462 --> 00:29:56.642]  They want to do all this in the dark?
[00:29:56.743 --> 00:29:57.943]  Ain't gonna happen, bud.
[00:29:58.463 --> 00:30:01.205]  Got your big ol' blue butt hanging out over the edge.
[00:30:02.285 --> 00:30:03.406]  You New World Order bluebloods.
[00:30:05.160 --> 00:30:06.240]  So, it's good.
[00:30:06.260 --> 00:30:07.180]  This is getting out there.
[00:30:07.240 --> 00:30:08.521]  I need to become passé.
[00:30:09.241 --> 00:30:10.561]  I need to become overrated.
[00:30:10.581 --> 00:30:12.461]  I need to get off the vanguard.
[00:30:12.521 --> 00:30:13.522]  Get off the tip of the spear.
[00:30:13.562 --> 00:30:17.482]  I mean, I have a duty to do it, but let me tell you, I can feel the danger.
[00:30:18.242 --> 00:30:20.083]  So, please, join me at the tip of the spear.
[00:30:20.663 --> 00:30:21.023]  Please.
[00:30:21.803 --> 00:30:22.103]  Please.
[00:30:22.203 --> 00:30:22.843]  I'm selfish.
[00:30:23.223 --> 00:30:24.104]  We'll be right back.
[00:30:25.044 --> 00:30:25.944]  We're on the march.
[00:30:26.444 --> 00:30:28.044]  The empire's on the run.
[00:30:28.964 --> 00:30:31.665]  Alex Jones and the GCN Radio Network.
[00:30:35.862 --> 00:30:38.705]  This is Leanne McAdoo for InfoWarsLife.com.
[00:30:38.965 --> 00:30:44.890]  I'm here with Dr. Edward Group, Master Herbologist and Chief Formulator behind the InfoWarsLife products.
[00:30:45.070 --> 00:30:49.514]  Dr. Group, what have you been hearing from women who've started taking Super Female Vitality?
[00:30:49.594 --> 00:30:56.160]  You know, we've heard the reviews and feedback from Super Male Vitality from emails to even excited callers on the radio.
[00:30:56.460 --> 00:30:58.341]  Now, the answer for women is here.
[00:30:58.481 --> 00:31:10.025]  A new formulation specifically designed for the female body, Super Female Vitality, delivers 10 key herbs that work synergistically to revitalize the unique biology of women.
[00:31:10.145 --> 00:31:12.146]  I'm so glad that you guys made this for women.
[00:31:12.166 --> 00:31:17.768]  When he brought me home, the bottle Super Female had tons of energy, tons of motivation, a lot of drive.
[00:31:17.788 --> 00:31:19.529]  My husband thinks I've been in a better mood.
[00:31:19.709 --> 00:31:21.630]  Our relationship, all I can say is, it's a lot better now.
[00:31:21.870 --> 00:31:26.012]  I've just started taking super female vitality from InfoWarsLife.com.
[00:31:26.212 --> 00:31:35.015]  Supplies are limited, so secure yours today at InfoWarsLife.com, InfoWarsStore.com, or dial 1-888-253-3139.
[00:31:35.795 --> 00:31:40.357]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:31:40.517 --> 00:31:42.838]  Why do we have the highest cancer rates on
[00:31:42.878 --> 00:31:43.178]  We're good.
[00:32:01.648 --> 00:32:03.950]  All of this has been engineered by design.
[00:32:04.210 --> 00:32:10.133]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:32:10.433 --> 00:32:13.175]  To learn more, visit InfoWarsHealth.com.
[00:32:13.395 --> 00:32:20.339]  The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[00:32:20.459 --> 00:32:26.223]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:32:26.503 --> 00:32:32.444]  When you visit Infowarshealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[00:32:32.684 --> 00:32:35.225]  And get free shipping when you sign up for AutoShip.
[00:32:35.605 --> 00:32:42.666]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[00:32:42.766 --> 00:32:44.927]  But it's not just the air outside that's toxic.
[00:32:45.107 --> 00:32:50.208]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[00:32:50.388 --> 00:32:55.389]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[00:32:55.549 --> 00:32:58.611]  There are more than 42 million smokers in the United States.
[00:32:58.871 --> 00:33:02.734]  Well over a thousand types of mold and mildew linked to numerous conditions.
[00:33:02.954 --> 00:33:07.197]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[00:33:07.277 --> 00:33:17.283]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[00:33:17.503 --> 00:33:20.025]  Made with organic and wild cultivated herbs,
[00:33:21.066 --> 00:33:28.274]  The new InfoWars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[00:33:28.414 --> 00:33:32.398]  Now available exclusively at InfoWarsLife.com or by calling toll free 888-253-3139.
[00:33:45.663 --> 00:33:52.010]  You are a programmable guy that goes and watches Olympus is Falling, and believes all this, and really thinks you're a hero.
[00:33:52.250 --> 00:33:52.851]  G.I.
[00:33:52.911 --> 00:33:54.913]  Joe, Great American Hero!
[00:33:55.214 --> 00:33:56.015]  Yo, Joe!
[00:33:56.395 --> 00:33:57.616]  You don't work for Joe!
[00:33:57.837 --> 00:33:58.998]  Joe got taken over!
[00:33:59.879 --> 00:34:00.399]  The G.I.
[00:34:00.439 --> 00:34:03.002]  Joe Command Base is run by Cobra!
[00:34:03.823 --> 00:34:04.643]  You understand that?
[00:34:05.023 --> 00:34:10.045]  And I use a child analogy to get through to you because that's your main programming template in North America.
[00:34:10.205 --> 00:34:11.145]  They're on record with that.
[00:34:11.565 --> 00:34:12.926]  That was all Pentagon directed.
[00:34:13.646 --> 00:34:15.206]  You understand you work for Cobra.
[00:34:15.486 --> 00:34:16.727]  You dress like Cobra.
[00:34:16.947 --> 00:34:18.387]  You have the tactics of Cobra.
[00:34:18.627 --> 00:34:19.727]  You are Cobra.
[00:34:19.887 --> 00:34:20.948]  Hail Cobra!
[00:34:21.828 --> 00:34:22.868]  You want to be little boys?
[00:34:22.888 --> 00:34:25.269]  Or do you want to really join the Republic?
[00:34:25.809 --> 00:34:30.710]  They know what's going on at the Bundy Ranch, and they won't even let a police information officer give us any information.
[00:34:30.930 --> 00:34:31.690]  That's a bunch of bull****.
[00:34:31.710 --> 00:34:33.511]  It's all these stupid G.I.
[00:34:33.571 --> 00:34:36.251]  Joe movies and stuff, where the White House is attacked.
