[00:01:14.400 --> 00:01:15.821]  Greetings, InfoWarriors.
[00:23:13.699 --> 00:23:20.024]  I mean, you know, Joe, you've been now to Ferguson on three different trips.
[00:23:20.684 --> 00:23:22.906]  I mean, you know this town inside and out.
[00:23:22.946 --> 00:23:27.029]  Do you think they've ever experienced anything like this or will ever after this?
[00:23:28.786 --> 00:23:29.407]  Ever again?
[00:23:30.327 --> 00:23:45.821]  The only thing I can think of, if it were to happen again, is if they convict him on manslaughter charges, then he goes back into court and continues, or they don't indict him at all, and there's still more investigations that are going on, from what I've heard.
[00:23:46.565 --> 00:23:48.867]  And then possibly conviction later on down the road.
[00:23:49.147 --> 00:23:51.909]  So, you know, there could be a celebration tonight.
[00:23:51.949 --> 00:23:52.749]  He could be indicted.
[00:23:53.030 --> 00:23:55.471]  And then later it goes on in and then nothing happens.
[00:23:55.711 --> 00:24:01.035]  And then there could be another riot or there could be a riot tonight because he doesn't get indicted today by anything.
[00:24:01.275 --> 00:24:04.157]  But then later on down the road, get something that could be a celebration.
[00:24:04.477 --> 00:24:08.100]  So I don't think the craziness is quite over yet.
[00:24:08.160 --> 00:24:11.402]  I think we still have a long time for this place to heal.
[00:24:11.983 --> 00:24:13.904]  And it's just something we're going to have to continue to watch.
[00:24:14.409 --> 00:24:17.610]  Yeah, boy, I can't get over the quality of that Ustream.
[00:24:17.670 --> 00:24:28.655]  I mean, being in this technology and working with it and trying to get it to work, it really is kind of like a breath of fresh air to see you guys out there being able to get the information out on a live basis.
[00:24:28.835 --> 00:24:34.677]  Earlier this week, you guys saw a journalist get arrested who was apparently standing on the sidewalk.
[00:24:35.319 --> 00:24:35.619]  I don't know.
[00:24:55.735 --> 00:24:56.275]  Go all in!
[00:24:56.295 --> 00:24:56.735]  Go all in!
[00:24:57.036 --> 00:24:58.876]  But I mean, that's a natural reaction though.
[00:24:58.916 --> 00:25:01.157]  He's just having this natural reaction.
[00:25:01.617 --> 00:25:02.637]  It wasn't my reaction.
[00:25:02.657 --> 00:25:03.678]  Mine was a little bit more vulgar.
[00:25:03.798 --> 00:25:04.178]  Yeah.
[00:25:04.798 --> 00:25:08.819]  And well, that's why we have Jakari there on the high quality camera.
[00:25:09.920 --> 00:25:11.780]  But you guys really are doing an outstanding job.
[00:25:11.800 --> 00:25:13.801]  You've been filing reports day after day.
[00:25:14.361 --> 00:25:21.403]  You know, just putting it all on the line, staying up till 2 a.m., you know, working on reports, putting reports together, editing.
[00:25:21.463 --> 00:25:23.724]  You know, after you guys leave, you guys are still working.
[00:25:25.025 --> 00:25:25.805]  Behind the scenes.
[00:25:25.825 --> 00:25:26.766]  You're not just standing around.
[00:25:26.806 --> 00:25:27.726]  You guys are tweeting.
[00:25:28.247 --> 00:25:31.629]  I think it's been great that you guys have been answering people's questions via the Ustream.
[00:25:31.989 --> 00:25:36.793]  But I want to go back to a report that you guys filed back the first time you went.
[00:25:36.993 --> 00:25:39.254]  You and Jakari and Josh Owens went.
[00:25:39.274 --> 00:25:41.216]  And then I'm going to have David Knight here in studio.
[00:25:41.516 --> 00:25:47.740]  But while we have David Knight here and we're talking about grand juries, I want to be showing on screen what's going on there now.
[00:25:47.800 --> 00:25:51.523]  Because anything could happen at any point in time, but we still want to be giving you guys
[00:25:51.903 --> 00:25:56.870]  More information, we're here in the InfoWars.com Central Texas Command Center.
[00:25:57.250 --> 00:26:04.861]  I'm your host, Rob Dew, and we're going to go to this first attack report where the cops show up in full riot gear with tanks.
[00:26:05.281 --> 00:26:08.546]  And this is what unfolded last time things got out of hand in Ferguson.
[00:26:17.520 --> 00:26:18.161]  We're good to go.
[00:26:42.622 --> 00:26:45.505]  Please turn off your video.
[00:26:45.545 --> 00:26:46.907]  What did they say?
[00:26:47.748 --> 00:26:49.930]  I think they said please turn off your video.
[00:26:50.751 --> 00:26:52.853]  That's what it sounded like to me.
[00:26:52.873 --> 00:26:56.637]  Did they just tell us to turn off, stop filming?
[00:26:57.038 --> 00:26:58.099]  I think that's what they said, honestly.
[00:26:58.259 --> 00:27:00.541]  It sounded like this is an out of the scene performance.
[00:27:00.561 --> 00:27:02.563]  They told us to turn off our recording.
[00:27:02.584 --> 00:27:03.785]  Trapping everybody in?
[00:27:03.825 --> 00:27:04.566]  They tried to.
[00:27:05.971 --> 00:27:12.555]  Front line of the InfoWars, Joe Biggs, Takari Jackson, Josh Owens, the front line as they advance on it.
[00:27:15.657 --> 00:27:17.278]  That is really hurting my ears up.
[00:27:17.358 --> 00:27:19.840]  Oh my God, they're coming at us right now.
[00:27:19.860 --> 00:27:21.241]  They're coming at us right now.
[00:27:36.921 --> 00:27:38.984]  That's a very peaceful solution, Oliver.
[00:27:39.004 --> 00:27:39.866]  All right.
[00:27:40.467 --> 00:27:42.290]  Go to JacksonInfoWars.com.
[00:27:42.330 --> 00:27:44.233]  They're probably not on the boat.
[00:27:44.894 --> 00:27:45.996]  Throw him back!
[00:27:46.116 --> 00:27:47.318]  Throw him back!
[00:28:05.541 --> 00:28:18.391]  Now notice, they want to talk about the rioters and the looters, and they're popping off smoke!
[00:28:18.551 --> 00:28:24.436]  My God, man!
[00:28:24.516 --> 00:28:25.196]  Get cover!
[00:28:25.236 --> 00:28:30.560]  Everybody get some cover!
[00:28:41.906 --> 00:28:43.928]  Man, somebody just threw a Molotov over here.
[00:28:45.209 --> 00:28:48.031]  I'm going to get back from that.
[00:28:48.131 --> 00:28:50.973]  Bro, they're the ones burning it down.
[00:28:51.013 --> 00:28:52.154]  You ain't got to do it for them.
[00:28:53.135 --> 00:28:55.477]  Whoever did that, man, don't do all that.
[00:28:56.738 --> 00:28:59.160]  Don't burn down your own freaking neighborhood.
[00:29:00.581 --> 00:29:01.722]  They popping smoke over here.
[00:29:05.948 --> 00:29:06.728]  Bro, quit!
[00:29:07.049 --> 00:29:07.409]  Stop!
[00:29:07.909 --> 00:29:08.369]  Stop!
[00:29:08.930 --> 00:29:09.830]  Bro, quit!
[00:29:11.371 --> 00:29:11.711]  Man!
[00:29:13.932 --> 00:29:17.554]  Why you gonna burn down somebody else's house?
[00:29:18.334 --> 00:29:18.855]  What is that?
[00:29:27.239 --> 00:29:27.779]  Golly.
[00:29:28.359 --> 00:29:30.981]  I don't know if you can see all this.
[00:29:31.001 --> 00:29:31.361]  Thank you!
[00:29:31.501 --> 00:29:32.722]  Thank you for putting that out, bro.
[00:29:32.762 --> 00:29:33.422]  All right?
[00:29:33.542 --> 00:29:33.862]  Thank you.
[00:29:38.072 --> 00:29:38.673]  Golly!
[00:29:39.033 --> 00:29:42.617]  Alright, so somebody put it, somebody lit a fire, but this dude put it out.
[00:29:42.717 --> 00:29:43.218]  Good luck, bro.
[00:29:43.418 --> 00:29:43.738]  Good luck.
[00:29:43.778 --> 00:29:45.921]  Because I don't want us to get the wrong image.
[00:29:45.961 --> 00:29:46.321]  That's right.
[00:29:46.341 --> 00:29:47.282]  Because they burning it down.
[00:29:47.302 --> 00:29:48.724]  They don't want to pop into flashbangs over here.
[00:29:48.744 --> 00:29:48.944]  Exactly.
[00:29:49.124 --> 00:29:49.424]  Hold up.
[00:29:51.346 --> 00:29:53.989]  Okay, once again, Ja'Kari Jackson in Fort Worth.com.
[00:29:54.029 --> 00:29:55.951]  This will likely be my last broadcast of the night.
[00:29:56.352 --> 00:29:57.313]  My phone's about to die.
[00:29:57.894 --> 00:29:59.215]  And they're shooting stuff at us.
[00:30:06.673 --> 00:30:07.894]  Infowars.com.
[00:30:08.654 --> 00:30:10.955]  The guys are coming in the trucks.
[00:30:11.776 --> 00:30:12.536]  They're coming to flank.
[00:30:12.716 --> 00:30:13.377]  What?
[00:30:13.397 --> 00:30:18.379]  I think you don't have to.
[00:30:18.419 --> 00:30:19.400]  All right.
[00:30:21.001 --> 00:30:22.362]  So, here they come.
[00:30:23.082 --> 00:30:25.143]  They're popping some big bangs.
[00:30:25.623 --> 00:30:27.224]  Joe Big's got shot with a rubber bullet.
[00:30:28.045 --> 00:30:29.025]  Now I'm running down the street.
[00:30:29.846 --> 00:30:31.867]  Man, quit shooting at me!
[00:30:34.188 --> 00:30:35.091]  Quit shooting at me!
[00:30:35.693 --> 00:30:37.018]  You see they shooting at us!
[00:30:37.800 --> 00:30:38.242]  You see that?
[00:30:53.874 --> 00:30:55.236]  So that is not what's going on now.
[00:30:55.276 --> 00:31:00.283]  That was a report that they filed, that the crew filed, Josh Owens, Jakari Jackson and Joe Biggs.
[00:31:00.323 --> 00:31:01.725]  They filed in St.
[00:31:01.765 --> 00:31:05.711]  Louis and Ferguson the first time they were there, pretty much when nobody was there.
[00:31:05.751 --> 00:31:09.937]  There was hardly any media, except for there was a local guy live streaming as well.
[00:31:10.538 --> 00:31:12.119]  But really a small media presence.
[00:31:40.798 --> 00:31:41.879]  Yeah, that's the point, Rob.
[00:31:42.519 --> 00:31:44.840]  Why do they even need to have a grand jury?
[00:31:44.880 --> 00:31:46.822]  Because the prosecutor doesn't need to have it.
[00:31:46.922 --> 00:31:49.263]  In half of the states, they don't use a grand jury system.
[00:31:50.163 --> 00:31:52.365]  In states where they do, they don't always call a grand jury.
[00:31:52.925 --> 00:31:59.229]  When the grand jury takes a look at the evidence, they can say that there's probable cause to move ahead with an indictment, but then again,
[00:32:00.149 --> 00:32:04.911]  Even if they say that there isn't, the prosecutor still has the discretion where he can go ahead with it.
[00:32:05.291 --> 00:32:08.312]  You need to understand that this is not a real trial.
[00:32:08.792 --> 00:32:18.436]  And I think that's the most important thing, Rob, is that people need to understand not only about the guilt or innocence of this police officer, they need to be affirmed that this system
[00:32:19.216 --> 00:32:23.257]  is innocent, that the system is working, that the system is not rigged.
[00:32:23.597 --> 00:32:28.938]  They're not going to see that in a closed, hidden proceeding like the Grand Jury.
[00:32:29.038 --> 00:32:29.538]  Exactly.
[00:32:29.578 --> 00:32:40.880]  They need to have an open, transparent trial with a judge, with a prosecutor, with a defense attorney, where everybody can see the facts that are being presented and see the facts that are not being presented.
[00:32:41.200 --> 00:32:44.481]  All of this is taking place in a closed, secretive thing
[00:32:44.761 --> 00:32:45.922]  With the prosecutor only.
[00:32:46.002 --> 00:32:50.024]  The judge only has the role in terms of giving a few instructions, then he's out of there.
[00:32:50.044 --> 00:32:52.726]  The prosecutor is running the show, and he's doing it in secret.
[00:32:52.766 --> 00:32:59.970]  It's almost as bad as the FISA court, where you got one judge, no adversarial relationship whatsoever, just rubber stamping whatever the government wants to do.
[00:33:00.450 --> 00:33:04.212]  Yeah, and I mean, we've drawn it out so much, we've had so much media presence down there.
[00:33:04.872 --> 00:33:06.693]  Why not just keep this going into trial?
[00:33:06.713 --> 00:33:10.415]  Why not just, let's start presenting the evidence so everybody can see the evidence?
[00:33:10.655 --> 00:33:11.456]  They've let this thing run for months.
[00:33:11.476 --> 00:33:13.297]  We don't know what they're going to show and what they're not going to show.
[00:33:13.337 --> 00:33:14.477]  Exactly, and we won't know.
[00:33:14.678 --> 00:33:18.540]  They're not going to release all this because grand jury proceedings are kept secretive.
[00:33:19.040 --> 00:33:19.920]  Why would they do this?
[00:33:20.020 --> 00:33:28.625]  Well, in many cases, the prosecutor will call a grand jury because he wants to know if he's got enough evidence that he can move forward and be successful in a trial.
