[00:00:18.888 --> 00:00:21.751]  Welcome to this live edition of the InfoWars Nightly News.
[01:29:26.018 --> 01:29:29.981]  What snake wrote that?
[01:29:30.382 --> 01:29:32.903]  The snake that wrote that was the Sheriff's Department.
[01:29:32.924 --> 01:29:43.011]  That was their news release, but their news release was put out without comment, without video, without getting any other side of the story by Fox News.
[01:29:43.051 --> 01:29:46.193]  They just parroted that news release from the Sheriff's Department.
[01:29:46.233 --> 01:29:53.579]  What I read you was what the Sheriff's Department put out there, and KTVI, Channel 2 News, Fox affiliate,
[01:29:54.079 --> 01:29:59.365]  Put this story out saying that merely they were just helping you guys to move to a safer area with your consent.
[01:29:59.805 --> 01:30:00.766]  Well, those guys are here.
[01:30:00.806 --> 01:30:02.168]  I need to go ask them a question then.
[01:30:02.188 --> 01:30:02.408]  You should.
[01:30:02.428 --> 01:30:04.210]  Because that is completely mind-blowing.
[01:30:04.230 --> 01:30:04.630]  You should.
[01:30:04.650 --> 01:30:07.693]  The fact that they would say something like that.
[01:30:07.914 --> 01:30:09.836]  You need to confront Fox News about that.
[01:30:09.856 --> 01:30:12.779]  That would be a great thing to do right after this with the live Ustream.
[01:30:13.439 --> 01:30:15.161]  Oh, I can't even believe.
[01:30:15.201 --> 01:30:15.822]  I haven't even seen that.
[01:30:15.842 --> 01:30:16.703]  That blows my mind.
[01:30:17.130 --> 01:30:19.131]  That they were assisting them take down their equipment?
[01:30:19.171 --> 01:30:23.772]  Yeah, they were destroying it and trying to ruin any evidence of the truth that was happening.
[01:30:24.052 --> 01:30:27.333]  The fact that they were brutally attacking people who were sitting there.
[01:30:27.513 --> 01:30:29.313]  There were babies on the front lines out there.
[01:30:29.413 --> 01:30:30.414]  There were little kids.
[01:30:30.694 --> 01:30:31.614]  That is ridiculous.
[01:30:31.854 --> 01:30:33.455]  There was no assisting whatsoever.
[01:30:33.735 --> 01:30:34.835]  The cops were out of control.
[01:30:34.855 --> 01:30:35.955]  It was complete lawlessness.
[01:30:36.415 --> 01:30:37.816]  That was tyranny to the T.
[01:30:38.581 --> 01:30:40.162]  That's why you're there.
[01:30:40.382 --> 01:30:51.149]  That's why we have InfoWars reporters there, because that's the kind of information, the kind of disinformation, the kind of lies that the mainstream media has been putting out in these past riots.
[01:30:51.569 --> 01:31:03.617]  That's why we have reporters now going to these different events, so that we can tell people what we see, so that we can record this and show the eyewitness video, stream it live, which you guys are going to continue to do tonight, right Joe?
[01:31:04.338 --> 01:31:05.159]  Roger that.
[01:31:05.399 --> 01:31:09.002]  You know, and it's funny, they're saying it's protect and serve, but they didn't protect anything.
[01:31:09.242 --> 01:31:13.726]  And the only thing they served was a handful of violence and just fear.
[01:31:14.907 --> 01:31:17.169]  It's... I just don't get it.
[01:31:17.509 --> 01:31:23.114]  You know, you know, the other day they were allowing the people to come into this town to loot.
[01:31:23.915 --> 01:31:25.136]  They didn't even try to stop.
[01:31:25.156 --> 01:31:30.500]  I can't believe it took this many days for them to pull this police force away from here.
[01:31:30.961 --> 01:31:32.382]  They allowed the looting and then
[01:31:32.935 --> 01:31:38.479]  They came out here with 70 guys and the guys had that look in their eye.
[01:31:38.559 --> 01:31:40.401]  I've seen that look before in combat.
[01:31:40.941 --> 01:31:45.385]  That is the look of wanting to shoot somebody to get that thrill from something.
[01:31:45.425 --> 01:31:46.826]  That's what I saw last night.
[01:31:47.106 --> 01:31:51.870]  The same eye I've seen in combat in Fallujah and different places in combat.
[01:31:52.110 --> 01:31:52.951]  That was ridiculous.
[01:31:52.991 --> 01:31:55.593]  We don't need to see something like that on the streets of America.
[01:31:55.773 --> 01:32:02.238]  And the sad thing is, is if we don't get up off our butts and do the right thing and start getting informed, it's gonna happen.
[01:32:03.356 --> 01:32:15.504]  Well, Joe, you witnessed with your own eyes them firing tear gas at people in their own yards and overhead, over buildings, just firing into neighborhoods.
[01:32:15.544 --> 01:32:17.185]  People are saying, where am I supposed to go?
[01:32:17.205 --> 01:32:18.326]  This is my house.
[01:32:18.366 --> 01:32:20.687]  That could have caught their home on fire.
[01:32:21.328 --> 01:32:30.074]  And basically, they just seemed like they could not wait to get to use all of this heavy military-grade equipment that they have been
[01:32:31.246 --> 01:32:33.527]  Gifted by the Department of Homeland Security.
[01:32:33.547 --> 01:32:35.528]  They just, they couldn't wait to use it.
[01:32:36.008 --> 01:32:37.669]  Well, our government got them all those toys.
[01:32:37.709 --> 01:32:39.209]  Of course, they wanted to go out and use them.
[01:32:40.170 --> 01:32:42.211]  You know, this was a play day.
[01:32:42.931 --> 01:32:48.373]  You know, they got their tanks, they got their guns, they got all their stuff, their machine guns, their flashbangs.
[01:32:48.613 --> 01:32:49.734]  Oh, it was a good old party.
[01:32:49.754 --> 01:32:51.375]  It was a great time.
[01:32:51.395 --> 01:32:54.056]  So you didn't consent to that shot to the kidney?
[01:32:54.076 --> 01:32:58.618]  Oh yeah, that, I completely, I said, I said, officer, you know what?
[01:32:59.915 --> 01:33:01.336]  This hasn't got chaotic enough.
[01:33:01.356 --> 01:33:05.498]  Could you please just shoot me right here while I'm running away from the tear gas?
[01:33:05.658 --> 01:33:06.078]  Yeah.
[01:33:06.198 --> 01:33:09.400]  You just weren't motivated enough to get out of the area to get somewhere safer.
[01:33:09.460 --> 01:33:14.482]  And of course, the question is, what was challenging your safety was the police themselves.
[01:33:14.562 --> 01:33:17.964]  I mean, there's a shot of Joe's injury there.
[01:33:18.524 --> 01:33:21.926]  That massive bruise there is from where he was shot with a rubber bullet.
[01:33:22.006 --> 01:33:24.847]  Meanwhile, Joe's been suffering with internal bleeding.
[01:33:24.867 --> 01:33:27.229]  Yeah, well that doesn't help out at all.
[01:33:28.206 --> 01:33:29.626]  You know, I hit the ground.
[01:33:29.666 --> 01:33:34.247]  I just took my breath out and literally right as I hit to the ground, people are like, Hey, are you okay?
[01:33:34.267 --> 01:33:34.767]  Are you okay?
[01:33:35.047 --> 01:33:38.208]  And two canisters, one went to the right of me and another to the left.
[01:33:38.228 --> 01:33:40.188]  And you can see the burn marks over here where I was at.
[01:33:40.669 --> 01:33:41.969]  It was just chaotic.
[01:33:42.049 --> 01:33:44.669]  And the next thing you know, I took a breathe in because I lost my breath.
[01:33:45.269 --> 01:33:47.730]  And then I'm sitting there just throwing up all over the place.
[01:33:49.570 --> 01:33:51.151]  No one needs to experience that stuff.
[01:33:51.191 --> 01:33:52.591]  I mean, that is just crazy.
[01:33:52.931 --> 01:33:56.932]  And I honestly feel bad for a lot of these younger kids who had to go through that last night.
[01:33:57.152 --> 01:33:57.732]  That's gotta be
[01:33:58.547 --> 01:34:02.454]  Terrifying for someone that age to not understand why this is happening.
[01:34:03.376 --> 01:34:11.120]  Right, well they wanted to make it very clear that we all have the right to remain silent while they stamp their boot down on our face.
[01:34:11.781 --> 01:34:12.881]  That's where our rights are at.
[01:34:13.181 --> 01:34:15.903]  Joe, I want to read you this quote from John F. Kennedy.
[01:34:16.043 --> 01:34:17.864]  So obviously this is going back decades.
[01:34:17.924 --> 01:34:24.527]  He says, those who make peaceful revolution impossible will make violent revolution inevitable.
[01:34:25.088 --> 01:34:28.149]  Is that what you experienced there on the front lines last night?
[01:34:28.429 --> 01:34:29.530]  People saw it escalate.
[01:34:30.110 --> 01:34:31.311]  That was definitely last night.
[01:34:32.284 --> 01:34:33.304]  Completely, Leanne.
[01:34:34.304 --> 01:34:42.766]  I mean, we have peaceful protesters being intimidated, having guns pointed directly at them and beams on them when their backs are turned.
[01:34:44.086 --> 01:34:44.987]  It was so cowardly.
[01:34:45.007 --> 01:34:47.647]  I just, I could not fathom.
[01:34:47.707 --> 01:34:48.807]  I couldn't grasp.
[01:34:49.328 --> 01:34:57.369]  I kept pinching myself saying, am I, am I having a dream, a flashback from something in combat and it's mixed up with something that could happen to you?
[01:34:57.589 --> 01:35:01.390]  And I kept sitting there and as I could finally see from my eyes not burning anymore,
[01:35:01.952 --> 01:35:05.356]  My eyes were completely swollen and I'm sitting there like, this is really happening.
[01:35:05.576 --> 01:35:10.041]  And then to my left, as I'm running, I'm hopping fences through this neighborhood back here.
[01:35:10.461 --> 01:35:12.163]  These kids are leading me and I'm hopping over.
[01:35:12.183 --> 01:35:16.728]  And all I can hear to my left are shot, like, you know, the shotguns, the explosions.
[01:35:16.928 --> 01:35:19.231]  I mean, it was pure, total chaos.
[01:35:19.291 --> 01:35:21.433]  It's what I've seen in urban combat.
[01:35:22.472 --> 01:35:33.034]  Well, Joe, thanks, and I'm interested to see you guys get some footage of confronting these Fox News people, that's KTVI, as well as talking to the Al Jazeera people.
[01:35:33.414 --> 01:35:42.616]  Ask them if they gave their consent to be shot at with rubber bullets, with tear gas canisters, if they gave their consent as they were running them out of the area.
[01:35:43.057 --> 01:35:45.037]  I think it'd be very interesting to talk to those people.
[01:35:45.097 --> 01:35:49.518]  And, of course, you guys are going to continue to be broadcasting live on Ustream.
[01:35:50.018 --> 01:35:55.202]  We're here live with the nightly news and we're going to conclude our live portion of our program right now.
[01:35:55.242 --> 01:35:56.243]  Thank you for joining us.
[01:35:56.823 --> 01:36:03.829]  Joe, be very careful there and see if you can get some comments from those guys about how grateful and thankful because that was the other thing they said.
[01:36:03.869 --> 01:36:09.333]  They said that Al Jazeera actually thanked their officers for doing that last night.
[01:36:10.014 --> 01:36:13.817]  I'm pretty sure they didn't use any words in that order that nightly.
[01:36:13.877 --> 01:36:14.337]  I doubt that.
[01:36:14.642 --> 01:36:16.143]  Thank you for burning my eyes!
[01:36:16.223 --> 01:36:23.826]  Well, thank you so much, and we'll be watching the live Ustream that you guys are going to be continuing on with tonight.
[01:36:24.286 --> 01:36:25.047]  Be careful there.
[01:36:25.647 --> 01:36:33.670]  And we've got, if you're not a subscriber to Prison Planet, this is a live broadcast of the nightly news, a very long extended broadcast.
[01:36:33.710 --> 01:36:35.251]  This one is an hour and a half tonight.
[01:36:35.651 --> 01:36:37.972]  This is something that you can share with other people.
[01:36:38.032 --> 01:36:39.633]  We've got more content coming up.
[01:36:40.013 --> 01:36:41.434]  We have a special report coming up.
[01:36:42.114 --> 01:36:47.699]  If you subscribe to Prison Planet TV, of course, you can share this stream with up to 11 other people.
[01:36:48.019 --> 01:36:51.782]  You can save a couple of months price if you get a one-year subscription to that.
[01:36:52.342 --> 01:36:56.225]  And, of course, you can also share all of Alex Jones' documentaries.
[01:36:56.265 --> 01:36:58.307]  Those are always available for someone to look at.
[01:36:58.347 --> 01:37:00.129]  It's a great way to keep people awake.
[01:37:00.229 --> 01:37:02.851]  Quite frankly, it's a very different situation in prison.
[01:37:03.291 --> 01:37:08.595]  Ferguson, Missouri tonight, and I think the reason for that is because of press coverage.
[01:37:09.016 --> 01:37:14.600]  And I don't think it's because of the kind of press coverage that we see from the mainstream media, from Fox News or anyone.
[01:37:14.620 --> 01:37:27.270]  I think it's because the kind of honest coverage that we're getting from Jokari and from Joe Biggs and Josh Owens, who are risking their lives there, who are standing and telling the truth about what's going on.
[01:37:27.910 --> 01:37:29.412]  That's what's making the difference.
[01:37:29.632 --> 01:37:32.414]  That's what's changed the rules of engagement tonight.
[01:37:32.594 --> 01:37:42.986]  And I just wanted to point out that the reason why having a Prison Planet subscription is so important is because at any time they can suspend our YouTube account.
[01:37:43.527 --> 01:37:45.529]  They can suspend our Twitter.
[01:37:46.450 --> 01:37:47.812]  They can take the videos down.
[01:37:51.018 --> 01:37:51.999]  And we saw that last night.
[01:37:52.039 --> 01:37:53.980]  We saw them messing with Facebook.
[01:37:54.020 --> 01:37:55.440]  We saw them messing with Twitter.
[01:37:55.500 --> 01:37:56.641]  We couldn't tweet things out.
[01:37:56.701 --> 01:38:03.045]  So it's very important that we have an alternative media outlet to our own independent media outlet.
[01:38:03.465 --> 01:38:11.129]  Your subscription helps to support that bandwidth, to help keep this organization going, to help pay for sending reporters into the field.
[01:38:12.110 --> 01:38:15.672]  They're willing to do this and report on it, but it's expensive to send them there.
[01:38:16.092 --> 01:38:18.513]  Now, that concludes our news portion of the broadcast.
[01:38:18.553 --> 01:38:19.374]  Of course, the Ustream
[01:38:20.014 --> 01:38:21.074]  We'll be live.
[01:38:21.114 --> 01:38:22.675]  They're still doing reports out there.
[01:38:22.695 --> 01:38:23.576]  You may see them.
[01:38:23.636 --> 01:38:33.560]  Hopefully they can get in contact with these Al Jazeera news people who were escorted out of the area by the police with tear gas and bullets using their consent.
[01:38:33.800 --> 01:38:37.722]  Maybe they can talk to the Fox News channel and say, what are you guys thinking?
[01:38:38.182 --> 01:38:41.123]  But we do have another special report coming up from Leanne.
[01:38:41.163 --> 01:38:42.544]  Leanne, tell us about your special report.
[01:38:43.004 --> 01:39:02.182]  Well, while we've got all of this chaos going on in Missouri, let's not forget the borders are still wide open, and this next report that I've got coming up next, I kind of wanted to break it down, and you know, this whole crisis has been sort of a slap in the face to a lot of different types of Americans, and this video will really help
[01:39:02.802 --> 01:39:26.481]  You can kind of share it with your friends to say this is why we're so upset about the way that they are trying to push through this amnesty for all these illegal immigrants and why we might be concerned about all of these people coming here and flooding this country because there are so many different types of people who are being insulted with the way the government is handling this current border crisis.
[01:39:26.561 --> 01:39:28.342]  They're trying to balkanize the population.
[01:39:28.382 --> 01:39:33.407]  You can see it in their coverage of this event here, trying to break people into groups.
[01:39:33.447 --> 01:39:34.307]  They don't worry about it.
[01:39:34.427 --> 01:39:35.989]  It's just out-of-control black people.
[01:39:36.349 --> 01:39:39.451]  You should stay in your homes and watch Dancing with the Stars or whatever.
[01:39:39.532 --> 01:39:40.412]  Don't get involved.
[01:39:40.492 --> 01:39:41.934]  It's just these troublemakers over here.
[01:39:42.274 --> 01:39:42.834]  They do that.
[01:39:42.894 --> 01:39:46.177]  They compartmentalize the different ethnic groups.
[01:39:46.217 --> 01:39:49.059]  They try to balkanize America, and that's a key part of this.
[01:39:49.119 --> 01:39:53.143]  The difference in the way that they're treating people right now is very evident.
[01:39:53.183 --> 01:39:54.264]  So that report is coming up.
[01:39:55.505 --> 01:39:57.008]  And let's cut to that report.
[01:39:57.068 --> 01:39:57.850]  That's it for tonight.
[01:39:57.950 --> 01:39:59.112]  Thanks for joining us.
[01:39:59.333 --> 01:40:03.541]  And please, if you're not a Prison Planet TV subscriber, please consider supporting our operation.
[01:40:03.841 --> 01:40:04.142]  Good night.
[01:40:04.182 --> 01:40:05.545]  We'll be back tomorrow at 7 central.
[01:40:27.888 --> 01:40:36.672]  It is only fitting that a free scream should sound the alarm against those who would destroy freedom.
[01:40:37.232 --> 01:40:44.956]  For in its power to deceive and inflame, or enlighten and inspire, the motion picture has no equal.
[01:40:54.827 --> 01:40:58.610]  City of Austin tap water versus filtered City of Austin tap water.
[01:40:59.030 --> 01:41:00.251]  I can, like, taste dirt in it.
[01:41:00.311 --> 01:41:01.432]  God knows what's in this.
[01:41:01.572 --> 01:41:02.572]  This has an aftertaste.
[01:41:02.613 --> 01:41:04.194]  Tastes like Austin water?
[01:41:04.434 --> 01:41:05.294]  Yeah, it does.
[01:41:05.354 --> 01:41:09.517]  These people just sampled City of Austin tap water straight from the faucet.
[01:41:09.758 --> 01:41:15.862]  Next, we had them try a sample of tap water filtered through the ProPure G2.0 filtration system.
[01:41:16.082 --> 01:41:16.823]  I call it H2O.
[01:41:16.843 --> 01:41:18.384]  That one is better.
[01:41:18.444 --> 01:41:19.444]  Tastes like nothing.
[01:41:19.725 --> 01:41:19.845]  Yep.
[01:41:19.865 --> 01:41:21.106]  I know what good water tastes like.
[01:41:21.166 --> 01:41:21.686]  It's good water.
[01:41:21.786 --> 01:41:30.316]  Most tap water contains added substances, like fluoride, chlorine, Monsanto's deadly pesticide, glyphosate, and many others.
[01:41:30.736 --> 01:41:38.225]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lowered IQ, and even cancer.
[01:41:38.525 --> 01:41:41.028]  It tastes like you're drinking out of the lake when you're drinking tap water.
[01:41:41.588 --> 01:41:43.931]  Yeah, it has that processed flavor to it.
[01:41:44.272 --> 01:41:53.844]  The ProPure® G2.0 filtration system removes these deadly substances and many more, leaving only fresh tasting, deliciously clean water.
[01:41:54.024 --> 01:41:55.606]  Okay, this is very tasty.
[01:41:55.646 --> 01:41:56.367]  It's good water.
[01:41:57.040 --> 01:41:57.480]  Refreshing.
[01:41:57.921 --> 01:41:58.281]  It's good.
[01:41:58.821 --> 01:42:01.143]  Go to InfoWarsStore.com today.
[01:42:01.563 --> 01:42:05.385]  Use promo code WATER and save 10% off your Pro Pure purchase.
[01:42:05.885 --> 01:42:09.207]  Again, that's InfoWarsStore.com or call 1-888-253-3139.
[01:42:27.414 --> 01:42:32.319]  The thing about it is they allowed everybody to loot something.
[01:42:32.979 --> 01:42:33.700]  Yeah, that's what I heard.
[01:42:33.760 --> 01:42:40.566]  One of the guys you spoke to earlier said the cops were blocking an area and literally letting the masses drive by and then go into the shopping center.
[01:42:40.626 --> 01:42:47.432]  They surrounded, they surrounded the entire community at each end and let everybody loot and do everything they wanted to do.
[01:42:47.952 --> 01:42:49.894]  Do what now?
[01:42:49.934 --> 01:42:52.336]  Oh no, I was just finishing.
[01:42:52.416 --> 01:42:53.677]  I mean, when it comes down to it,
[01:42:54.517 --> 01:43:00.582]  I mean this is all a ploy basically to make sure that everybody begins a war with the police.
[01:43:01.562 --> 01:43:21.137]  Even though they're rioting for a reason, for a cause, but of course they're going to try to use militia, they're going to try to use, you know, of course the facade version of America, you know what I'm saying, the facade version of America just sees a bunch of people running around, hectic, and just wanting to destroy their community and that's not what's going on right now.
[01:43:22.003 --> 01:43:28.308]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[01:43:28.668 --> 01:43:30.149]  I believe our research is conclusive.
[01:43:30.169 --> 01:43:31.550]  This is the best iodine out there.
[01:43:31.830 --> 01:43:32.931]  And I know this for a fact.
[01:43:33.491 --> 01:43:38.255]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[01:43:38.395 --> 01:43:42.478]  For a limited time, experience the ancient power of Survival Shield X2.
[01:43:42.658 --> 01:43:47.862]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[01:43:57.414 --> 01:44:11.161]  Well each week we're hearing more and more stories about how people entering this country illegally are being treated and oftentimes the news is a huge slap in the face to the rest of America and especially Americans who've been waiting for a bit of reprieve of their own.
[01:44:11.181 --> 01:44:16.324]  Now most recently we reported on this refurbished detention center near San Antonio.
[01:44:16.624 --> 01:44:20.006]  It's always been a detention facility but it recently got an upgrade and
[01:44:20.166 --> 01:44:29.833]  And all of the suites feature flat screen televisions, the whole facility got a new facelift, a good paint job, it has a soccer field, and of course a little ping pong action.
[01:44:30.053 --> 01:44:31.914]  Now, this is just one facility.
[01:44:32.354 --> 01:44:37.858]  Nationwide, illegal aliens are enjoying a slew of taxpayer subsidized benefits.
[01:44:38.178 --> 01:44:45.884]  This includes housing, food, vocational training, education, legal counsel, and also an allowance.
[01:44:46.364 --> 01:44:48.766]  Now, taking into consideration that San Antonio
[01:44:49.326 --> 01:44:54.068]  On any given night has about 3,000 homeless people in its city.
[01:44:54.388 --> 01:45:00.371]  Now do you think that these homeless people are enjoying a hot meal and flat-screen television and a little game of ping-pong?
[01:45:00.931 --> 01:45:01.951]  Absolutely not!
[01:45:02.292 --> 01:45:07.934]  Now here are just a few types of Americans who have it worse off than people who are in this country illegally.
[01:45:08.134 --> 01:45:19.720]  While illegal immigrants are enjoying free health care, shelter, and a hot meal at military bases across the country, there were nearly 60,000 homeless veterans on any given night in 2013.
[01:45:20.120 --> 01:45:29.405]  Now back in 2008, Barack Obama promised to make the VA a leader of health care reform so that our veterans could get the best care possible.
[01:45:29.445 --> 01:45:30.025]  Possible.
[01:45:30.426 --> 01:45:45.476]  Now, while Obama has promised to use his magic pen to pass sweeping immigration reform practically overnight, veterans are literally dying waiting for him to fulfill his promise to them six years later.
[01:45:45.496 --> 01:45:51.761]  And last December, Democrats rallied to reduce cost of living increases for veterans.
[01:45:52.121 --> 01:45:58.986]  Meanwhile, they blocked Senator Jeff Sessions' bill, which would have closed a tax loophole for illegal immigrants.
[01:45:59.346 --> 01:46:09.117]  This 4.2 billion dollar loophole allows illegal aliens to collect child tax credits from the IRS even if they pay no taxes.
[01:46:09.417 --> 01:46:14.843]  Now these fraudulent payments to illegal aliens would have offset the cuts to veterans benefits.
[01:46:16.385 --> 01:46:24.370]  And in 2013, the Department of Homeland Security released more than 36,000 known convicted criminal illegal aliens.
[01:46:24.730 --> 01:46:37.239]  These were illegal aliens that were convicted of crimes of sexual assault, homicide, vehicle convictions, dangerous drug convictions, and 16,000 drunk or drugged driving convictions.
[01:46:37.779 --> 01:46:45.244]  However, it is the veterans the Department of Homeland Security has listed as domestic extremists and threats to America.
[01:46:45.644 --> 01:46:47.286]  And the list goes on and on.
[01:46:47.727 --> 01:46:56.818]  After sacrificing so much for this country, veterans are clearly being mistreated, while illegal aliens breaking the law to enter this country, the red carpets rolled out for them.
[01:46:57.359 --> 01:46:59.061]  And it's not just our veterans.
[01:46:59.462 --> 01:47:03.006]  What about the children that actually are our responsibility?
[01:47:03.166 --> 01:47:04.388]  America's school children.
[01:47:04.568 --> 01:47:11.632]  Texas taxpayers are going to be shelling out approximately $45 million to educate foreign minors.
[01:47:11.852 --> 01:47:15.875]  In Texas alone, around 4,800 foreign minors have been set free.
[01:47:15.935 --> 01:47:24.019]  Now, assuming that these minors aren't immediately deported, which they won't be, they're going to be expected to enter the public school system come fall.
[01:47:24.399 --> 01:47:31.484]  Now, Texas Education Agency General Counsel David Anderson reportedly said that the state pays about $7,900 per student to districts.
[01:47:34.045 --> 01:47:41.629]  Now these children are going to come with certain needs like free or reduced lunch qualification, as well as bilingual or special needs.
[01:47:41.929 --> 01:47:47.832]  So we'll estimate about $9,500 per student to be paid to the districts for those students.
[01:47:48.392 --> 01:47:53.775]  Texas is going to shell out more than $45 million to educate these children.
[01:47:54.315 --> 01:48:01.720]  Now, take into consideration that for years, for years, we have been suffering with education budget cuts.
[01:48:02.060 --> 01:48:03.521]  Reduced free lunches.
[01:48:03.541 --> 01:48:06.983]  They don't have school buses to take their children to and from school.
[01:48:07.043 --> 01:48:12.587]  There's not enough teachers to teach the amount of kids that are in their classroom already, so they're getting subpar education.
[01:48:12.907 --> 01:48:20.109]  And more than two-thirds of states are providing less per-student funding for K-12 education than they did in fiscal year 2008.
[01:48:21.569 --> 01:48:36.333]  So this means at a time when it is so important to be developing technical and analytical skills for American students so we can compete globally, funding is being cut and schools are forced to scale back the educational services that they provide.
[01:48:36.733 --> 01:48:43.080]  So now all of a sudden states are going to be forking over millions of dollars to pay for these illegal alien children.
[01:48:43.280 --> 01:48:44.481]  What about our children?
[01:48:44.561 --> 01:48:47.464]  Who is going to be taking care of the children here in America?
[01:48:47.805 --> 01:48:56.413]  If there was ever any more proof that you needed that this country is quickly devolving into a third world status, look at how it educates its children.
[01:48:57.114 --> 01:49:00.978]  And not only that, but let's talk about the foster children in America.
[01:49:01.379 --> 01:49:10.668]  The federal government is desperate to find housing for all of these illegal immigrants, and they are willing to pay up to $40 a day for anyone who's willing to foster.
[01:49:11.048 --> 01:49:18.476]  You can make up to $7,400 a month, considering you can house up to six illegal aliens at any given time.
[01:49:19.437 --> 01:49:23.742]  Let's look at what states pay to foster your average American child.
[01:49:24.263 --> 01:49:29.489]  More than 250,000 children entered foster care in fiscal year 2012.
[01:49:30.910 --> 01:49:40.001]  But the average foster care reimbursement rates to foster an American child are less than half of what the government is willing to pay to shelter an illegal.
[01:49:40.541 --> 01:49:45.008]  Average rates are around $500 a month, far less in some states.
[01:49:45.348 --> 01:49:50.676]  Now the government is basically incentivizing the fostering of one group over another.
[01:49:50.696 --> 01:49:56.124]  And not only that, foster children in America age out of state care at the age of 18.
[01:49:57.265 --> 01:50:03.470]  Most of them are just put out into the world on their own without housing, financial assistance, or emotional support.
[01:50:03.831 --> 01:50:10.977]  Now compare that to this current illegal immigration effort where adults will be fostered up to age 23.
[01:50:11.317 --> 01:50:18.103]  Now this might be surprising given that the mainstream media has largely portrayed this border crisis as being only children.
[01:50:18.343 --> 01:50:24.108]  Now Nancy Pelosi just wants us to all think of these kids as refugee baby Jesus.
[01:50:24.528 --> 01:50:30.451]  But what about the fact that nearly one quarter of all of America's homeless were children in 2013?
[01:50:31.252 --> 01:50:38.956]  According to the most recent Annual Homeless Assessment Report to Congress, in 2013 there were about 610,000 homeless individuals in the United States, and more than 215,000 of them are living unsheltered.
[01:50:46.420 --> 01:50:54.582]  So where is the billion-dollar emergency fund to build these facilities for our citizens, most of whom are veterans, women, and children?
[01:50:55.022 --> 01:51:00.543]  And not to mention the fact that these facilities are used to house citizens in the event of an emergency.
[01:51:00.963 --> 01:51:08.285]  Now, earlier this year, Texas Governor Rick Perry voiced his concerns about what would happen in the event of an emergency, saying,
[01:51:09.025 --> 01:51:13.430]  If these illegal immigrants are in these detention facilities, citizens will have nowhere to go.
[01:51:13.790 --> 01:51:15.352]  Well, he was right to worry.
[01:51:15.752 --> 01:51:31.108]  National Weather Service Coordinator Barry Goldsmith told reporters, should a hurricane or other life-threatening catastrophic weather event impact South Texas, illegal aliens occupying various shelters will be first in line to get to safer ground.
[01:51:31.408 --> 01:51:35.209]  Women and children first, unless you are an American.
[01:51:35.709 --> 01:51:42.972]  And while we're talking about all these illegal immigrants, what about the people who have gone through the process of entering this country legally?
[01:51:43.392 --> 01:51:49.314]  Americans who came here through the legal immigration process have spent years waiting to qualify for U.S.
[01:51:49.434 --> 01:51:50.014]  citizenship.
[01:51:50.334 --> 01:51:54.156]  They have had to shuffle through years of paperwork, waiting periods, and fees.
[01:51:54.476 --> 01:52:00.698]  They must prove the ability to read, write, and speak basic English, prove they are free from contagious diseases,
[01:52:01.498 --> 01:52:15.323]  Those entering the country now in record numbers have already proven that they disregard the laws of this nation.
[01:52:15.583 --> 01:52:27.767]  And in fact, they don't care about entering this country illegally because they believe that they're going to be forgiven for breaking the law and then granted amnesty without having to go through the process of becoming a legal
[01:52:28.267 --> 01:52:28.848]  We're good.
[01:52:49.884 --> 01:52:55.746]  Now last summer, Judicial Watch reported that legislation crafted by the bipartisan Gang of Eight in the U.S.
[01:52:55.786 --> 01:53:03.528]  Senate would grant amnesty to illegal aliens with drunk driving, domestic violence, aggravated assault, and child abuse convictions.
[01:53:04.128 --> 01:53:11.630]  However, being guilty of these crimes would permanently bar an applicant from legally obtaining citizenship to the U.S.
[01:53:12.210 --> 01:53:19.656]  So will we begin to allow anyone with a checkered past to enter the United States or just those who entered the country illegally?
[01:53:19.877 --> 01:53:29.585]  Now according to top Virginia official Corey Stewart, he said it's ironic that under the Adam Walsh Child Protection and Safety Act, if you are a U.S.
[01:53:29.725 --> 01:53:33.748]  citizen and you are a sex offender, you are registered and you're tracked.
[01:53:34.128 --> 01:53:35.590]  But if you are an illegal alien,
[01:53:35.930 --> 01:53:40.595]  The local police have no way of knowing where you are because ICE will not tell you.
[01:53:40.915 --> 01:53:42.176]  The justification given?
[01:53:42.717 --> 01:53:43.397]  Privacy.
[01:53:43.417 --> 01:53:50.004]  Now of course this privacy means that illegal alien sexual offenders are free to repeat crimes.
[01:53:50.344 --> 01:53:50.845]  And they do.
[01:53:51.345 --> 01:54:00.350]  This chart compares the consequences for an array of crimes and discovers that while illegal immigrants might be exonerated and legalized, U.S.
[01:54:00.410 --> 01:54:10.055]  citizens and legal immigrants face years of incarceration or temporary expulsion from the country for committing the same crime.
[01:54:10.755 --> 01:54:15.320]  And of course there's the TSA who's supposed to be protecting us all from terrorists.
[01:54:15.641 --> 01:54:25.312]  Now they just love to exert their authority by sticking their hands down the pants of wheelchair-bound little girls or forcing American moms to drink their own breast milk.
[01:54:25.592 --> 01:54:30.217]  And they humiliate cancer victims all in the name of keeping America safe.
