[00:00:00.009 --> 00:00:01.270]  Broadcasting Network.
[00:25:12.538 --> 00:25:16.382]  Feminists too busy banning words here in the United States to care.
[00:25:16.422 --> 00:25:19.746]  They never criticize any radical Islamist.
[00:25:20.326 --> 00:25:27.874]  They only criticize men having muscles or being strong or fathers being manly or calling anybody bossy.
[00:25:29.654 --> 00:25:33.080]  UN tells us to eat bugs while elite live as kings.
[00:25:33.300 --> 00:25:36.545]  Very important special report that just posted on fullworks.com.
[00:25:36.906 --> 00:25:38.809]  Another report we're going to be playing here that's amazing.
[00:25:39.170 --> 00:25:41.233]  Shop by Southwest Trendies want to ban cars.
[00:25:42.262 --> 00:25:51.465]  I sent Kit Daniels, one of our great reporters, out to ask, hey, if people want to ban guns, when somebody kills a bunch of folks with guns, people use cars just as much for mass murder.
[00:25:51.485 --> 00:25:55.147]  In fact, there's more people that use cars every year to run over folks.
[00:25:55.347 --> 00:25:55.867]  It's over 200.
[00:25:56.207 --> 00:26:00.148]  It's 160-something that die in mass shootings every year, most of them gang-related.
[00:26:00.529 --> 00:26:01.649]  So should we ban cars?
[00:26:01.689 --> 00:26:05.230]  And I thought they would go, no, no, don't blame the inanimate object.
[00:26:05.270 --> 00:26:05.911]  Blame the driver.
[00:26:05.931 --> 00:26:07.831]  But a bunch of them said, no, ban cars.
[00:26:10.985 --> 00:26:17.430]  England is moving to make you get a license to have a butcher knife because the stabbings are up tenfold the last fifteen years since they banned guns.
[00:26:17.970 --> 00:26:19.291]  You can look that up in the BBC.
[00:26:19.331 --> 00:26:20.072]  They're very proud of it.
[00:26:20.112 --> 00:26:27.798]  With a straight face they say, ban butcher knives, unless you're a registered chef, because they are a deadly weapon.
[00:26:28.999 --> 00:26:30.140]  It is the butcher knife's fault.
[00:26:30.840 --> 00:26:31.841]  So there you go.
[00:26:31.901 --> 00:26:33.342]  Ban the cars, ladies and gentlemen.
[00:26:34.223 --> 00:26:36.605]  They certainly live in La La Land, don't they?
[00:26:37.885 --> 00:26:44.427]  And we're also going to get into a bunch of really important news.
[00:26:44.487 --> 00:26:49.749]  But you know, I mentioned this and I'm just going to finish up with this now and then get into all the other news.
[00:26:50.550 --> 00:26:51.150]  John Kerry.
[00:26:52.426 --> 00:26:57.750]  On the heels of the Chairman of the Joint Chiefs of Staff, Dempsey, saying they're prepared for military action any time they're ordered to do so.
[00:26:57.770 --> 00:27:03.975]  The Ukrainian government is mashing their one million man reserve army near the Crimean border.
[00:27:04.475 --> 00:27:12.642]  The Russians are mashing hundreds of thousands of troops and weapon systems, armored vehicles, helicopters, you name it, I guess to repel that attack.
[00:27:13.483 --> 00:27:15.104]  Russia has until Monday to reserve
[00:27:16.909 --> 00:27:19.551]  And reverse course on Ukraine, Kerry says.
[00:27:20.752 --> 00:27:33.362]  And don't forget that in 2008, on the start of the Olympics, when they thought Russia wouldn't respond, they launched attacks in South Ossetia and Abkhazia, both similar to Crimea, being zones along the Russian border.
[00:27:34.063 --> 00:27:37.786]  And they actually attacked Russian military bases and killed the people in the barracks.
[00:27:39.735 --> 00:27:41.997]  And then started putting NATO troops on the ground.
[00:27:42.377 --> 00:27:51.625]  Russia rolled medium-range mobile nukes in that can't be easily targeted by cruise missiles because they move every 10 minutes.
[00:27:52.586 --> 00:27:53.367]  And then re-target.
[00:27:54.087 --> 00:27:55.408]  Move 10 minutes, re-target.
[00:27:55.468 --> 00:27:56.689]  Move 10 minutes, re-target.
[00:27:57.290 --> 00:27:58.571]  Move 10 minutes, re-target.
[00:27:58.591 --> 00:28:00.313]  You know, the big missile trucks.
[00:28:01.233 --> 00:28:04.036]  They were targeting Western Europe, by the way, NATO bases.
[00:28:05.457 --> 00:28:06.318]  And the West backed off.
[00:28:07.588 --> 00:28:08.428]  But they're doing it again.
[00:28:09.429 --> 00:28:12.530]  Just to see, you know, just poke the grizzly bear, just see what it does.
[00:28:13.351 --> 00:28:15.752]  And now they've got a cattle prod out poking the grizzly bear.
[00:28:18.253 --> 00:28:25.237]  But don't worry, here at home, the Big Red One is domestically training to take on gun owners publicly in the Army's public manuals.
[00:28:25.757 --> 00:28:26.738]  It's total high treason.
[00:28:27.278 --> 00:28:33.281]  It's had the byproduct effect, the blowback effect, that the military's totally waking up, because they are being trained to take our guns.
[00:28:33.881 --> 00:28:35.282]  And they're freaking out.
[00:28:36.118 --> 00:28:37.579]  Because they're good patriots, on average.
[00:28:38.540 --> 00:28:40.822]  The most patriotic, most awake people are U.S.
[00:28:40.842 --> 00:28:41.222]  military.
[00:28:42.383 --> 00:28:46.126]  Active duty and non-commissioned officers are on fire for the Republic.
[00:28:47.427 --> 00:28:49.989]  Upwards of 90% are now awake.
[00:28:50.470 --> 00:28:51.691]  It was 80% six months ago.
[00:28:51.711 --> 00:28:52.611]  I'm getting chills right now.
[00:28:53.112 --> 00:28:57.595]  I don't know what the New World Order thinks they're going to pull, but they're going to fall on their face.
[00:28:57.936 --> 00:29:02.940]  The problem is it may turn the surface of the Earth into molten slag, so it won't matter.
[00:29:05.538 --> 00:29:10.763]  But the military is freaking out, folks, because they're training to take on the Tea Party.
[00:29:11.344 --> 00:29:14.967]  And that's not just Infowars.com that broke that, and drugs that amplified it.
[00:29:15.548 --> 00:29:19.852]  It's in Forbes, it's in the Washington Times, it's in the Army Times, it's in Stars and Stripes.
[00:29:21.094 --> 00:29:23.756]  But in Stars and Stripes, they try to report it just real calmly.
[00:29:24.937 --> 00:29:29.222]  Like, well, we don't like training, the colonel says, to pull triggers on Americans, but that's the new mission.
[00:29:31.280 --> 00:29:34.241]  You know what they did in the Army Times when that first was published four years ago?
[00:29:34.661 --> 00:29:38.183]  They went and pulled the colonel's quote, but we have the page saved.
[00:29:39.523 --> 00:29:41.084]  Yes, they're training for treason.
[00:29:42.284 --> 00:29:47.726]  And, you know, all the commie czars that run things think it's cool, but the military is waking up.
[00:29:51.547 --> 00:29:52.468]  We're on the march.
[00:29:52.948 --> 00:29:54.549]  The Empire's on the run.
[00:29:55.489 --> 00:29:58.170]  Alex Jones and the GCN Radio Network.
[00:30:03.129 --> 00:30:03.970]  The facts are in.
[00:30:04.150 --> 00:30:05.271]  The studies are legion.
[00:30:05.551 --> 00:30:12.917]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[00:30:13.057 --> 00:30:16.539]  So why are the social engineers adding it to the water?
[00:30:16.880 --> 00:30:17.300]  Simple.
[00:30:17.460 --> 00:30:21.864]  Dumb down the host population that the parasitic technocracy is feeding on.
[00:30:22.184 --> 00:30:27.628]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[00:30:27.888 --> 00:30:33.271]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield formulation.
[00:30:33.431 --> 00:30:43.898]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[00:30:44.218 --> 00:30:48.460]  Let's take a stand against the globalists by blocking their poisons with fluoride shield.
[00:30:48.780 --> 00:30:50.641]  I use fluoride shield every day.
[00:30:50.942 --> 00:30:56.244]  Secure your fluoride shield and other pioneering formulations at InfoWarsLife.com today.
[00:30:56.504 --> 00:31:00.747]  Let's start cleansing our bodies now and support the InfoWar at the same time.
[00:31:00.907 --> 00:31:02.768]  That's InfoWarsLife.com.
[00:31:03.008 --> 00:31:07.590]  Why does the United States spend the largest percentage of GDP in the world on health care?
[00:31:07.730 --> 00:31:08.931]  Why do we have the highest
[00:31:08.951 --> 00:31:16.077]  The highest cancer rates on the planet, the highest rates of diabetes, autism, and every other major disease.
[00:31:16.397 --> 00:31:18.059]  It all comes down to one thing.
[00:31:18.319 --> 00:31:19.660]  We are what we eat.
[00:31:19.960 --> 00:31:24.304]  Our food is devoid of nutrition and processed with poisons and additives.
[00:31:24.644 --> 00:31:28.608]  Our water is filled with toxic poisons and big pharma runoff.
[00:31:28.868 --> 00:31:31.190]  All of this has been engineered by design.
[00:31:31.430 --> 00:31:37.315]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:31:37.635 --> 00:31:40.356]  To learn more, visit InfoWarsHealth.com.
[00:31:40.596 --> 00:31:47.518]  The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[00:31:47.658 --> 00:31:53.479]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:31:53.720 --> 00:31:59.641]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[00:31:59.881 --> 00:32:02.382]  And get free shipping when you sign up for AutoShip.
[00:32:02.862 --> 00:32:04.504]  Introducing Pro-1.
[00:32:04.764 --> 00:32:08.267]  All of your filtration in one system, portable, on-the-go.
[00:32:08.407 --> 00:32:12.811]  No more do you have two or three filters to just reduce sodium fluoride.
[00:32:12.991 --> 00:32:18.936]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:32:19.056 --> 00:32:29.846]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[00:32:30.046 --> 00:32:36.368]  It is the only one that does it and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:32:36.529 --> 00:32:53.475]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:32:53.835 --> 00:32:57.497]  By the way, the Russian stance is preparation for war.
[00:32:57.557 --> 00:32:58.938]  They're not going to back down.
[00:33:21.630 --> 00:33:23.070]  You want to stop tyranny?
[00:33:23.311 --> 00:33:24.471]  Well, so does he.
[00:33:24.971 --> 00:33:29.512]  Live from the InfoWars.com studios, it's Alex Jones.
[00:33:31.213 --> 00:33:31.913]  It's real simple.
[00:33:32.333 --> 00:33:36.134]  The establishment serves tyranny.
[00:33:36.295 --> 00:33:36.975]  That's their god.
[00:33:37.535 --> 00:33:39.836]  Well, we serve liberty, and you know who the father of liberty is.
[00:33:41.296 --> 00:33:43.037]  Where there is the spirit of the Lord, there is liberty.
[00:33:43.757 --> 00:33:44.237]  Crank it up!
[00:33:47.197 --> 00:34:03.368]  The globalists are taking our republic, our energy, our name, and throwing us like a battering ram.
[00:34:03.468 --> 00:34:06.910]  Exploiting us to take down other sovereign nations.
[00:34:09.272 --> 00:34:10.473]  It's time to bring down the globalists.
[00:34:11.814 --> 00:34:13.335]  It's time to reduce their power.
[00:34:16.834 --> 00:34:18.675]  It's time to throw ourselves against them!
[00:34:20.495 --> 00:34:21.736]  It's time to bring them down!
[00:34:24.457 --> 00:34:27.458]  It's time to identify the real enemies of humanity.
[00:34:31.139 --> 00:34:42.784]  If you've found us, if you've come across us on the dial, whether you're listening on the AM and FM dial, Global Shortwave Satellite, AM and FM stations across the nation, you have found the tip of the spear.
[00:34:44.985 --> 00:34:45.385]  We wear
[00:34:46.998 --> 00:34:49.720]  Our bias on our sleeve.
[00:34:51.741 --> 00:34:52.381]  We want freedom.
[00:34:54.422 --> 00:34:55.143]  We want justice.
[00:34:56.363 --> 00:34:57.484]  We want transparency.
[00:34:59.385 --> 00:35:00.405]  We don't want to be slaves.
[00:35:01.526 --> 00:35:02.326]  We want to be free.
[00:35:03.647 --> 00:35:04.928]  It's all about free will.
[00:35:06.188 --> 00:35:07.229]  So join the pack!
[00:35:08.790 --> 00:35:09.610]  Feel the crack!
