[00:00:00.229 --> 00:00:00.590]  Call 888-253-3139.
[00:23:51.927 --> 00:23:59.949]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:24:04.551 --> 00:24:06.454]  That's 866-229-0927.
[00:24:06.634 --> 00:24:08.997]  Do business with someone who shares your values.
[00:24:09.277 --> 00:24:11.941]  BuyPatriotSupply.com slash Alex.
[00:24:40.296 --> 00:24:41.657]  Welcome back to the Alex Jones Show!
[00:24:41.677 --> 00:24:42.897]  I'm David Knight, filling in for Alex.
[00:24:42.917 --> 00:24:46.078]  We're going to be joined in just a few minutes with Paul Joseph Watson from the UK.
[00:24:46.138 --> 00:24:47.599]  We're going to be talking about the Ukraine.
[00:24:47.619 --> 00:24:53.901]  We're also going to be talking about some changes in the way parents are viewed in the UK.
[00:24:54.561 --> 00:24:56.542]  And that's the UK, not the Ukraine.
[00:24:56.602 --> 00:25:05.185]  So in England, we see that they're now going to have in Scotland, minders assigned to children at birth following them through 18 years of age.
[00:25:05.465 --> 00:25:08.086]  Very, very troubling assumption there that the state
[00:25:08.706 --> 00:25:15.090]  Not that parents has the best interest of the child at heart, that the state will make vital decisions about the child's life.
[00:25:15.310 --> 00:25:17.151]  We already see that happening in the United States.
[00:25:17.491 --> 00:25:23.375]  There's something underneath this, which is called the UN Convention on the Rights of the Child, that is actually calling for this.
[00:25:23.815 --> 00:25:36.063]  Now, the United States has not become a signatory to that treaty yet, but most other countries have, and we can see that in the UK, as the mayor of London is now talking about removing children if they think that their education is too radical.
[00:25:37.133 --> 00:25:38.694]  That's a very troubling thing.
[00:25:38.754 --> 00:25:45.656]  I can tell you as someone who homeschooled that my children got a radically different education than they would have gotten.
[00:25:45.916 --> 00:25:49.757]  They got a very different version of history, as you can imagine, than they would have gotten in the schools.
[00:25:50.137 --> 00:25:51.778]  Very different political perspective.
[00:25:52.659 --> 00:25:53.360]  That's okay.
[00:25:53.800 --> 00:25:56.603]  We ought to be able to have diversity in America.
[00:25:56.663 --> 00:25:59.186]  We ought to be able to discuss ideas openly.
[00:25:59.266 --> 00:26:02.289]  We shouldn't have a situation where the government shuts that down.
[00:26:02.309 --> 00:26:03.890]  So we're going to be talking to Paul Joseph Watson.
[00:26:04.411 --> 00:26:12.959]  We're also going to have Anthony Gucciardi on in the show and Kathleen Willey, one of the women that was sexually assaulted or attacked by Bill Clinton.
[00:26:14.102 --> 00:26:17.124]  She wants to give us her perspective on Hillary Clinton.
[00:26:17.385 --> 00:26:23.509]  This is all brought up again because Hillary Clinton looks like she's going to be running in 2016, looks very much like the frontrunner.
[00:26:24.030 --> 00:26:26.171]  There's a question of character.
[00:26:26.252 --> 00:26:28.213]  Does character matter anymore?
[00:26:28.753 --> 00:26:41.604]  I think if we look at what's happened in America under the Bush regime, if somebody can lie under oath, as Bill Clinton did, and people give him a pass, his popularity goes up,
[00:26:42.404 --> 00:26:44.485]  I think that that tells us something.
[00:26:44.625 --> 00:26:46.186]  It tells the leadership something, doesn't it?
[00:26:46.686 --> 00:26:48.626]  It tells them they can get away with lying.
[00:26:48.646 --> 00:26:53.968]  And then after that we saw a president lie about weapons of mass destruction and get us into a major war.
[00:26:54.349 --> 00:27:00.111]  Now we see a president who lies about indefinite detention without trial by the military.
[00:27:00.131 --> 00:27:02.272]  He says, oh, I don't want to do that.
[00:27:02.332 --> 00:27:03.632]  I'm not going to sign that.
[00:27:03.872 --> 00:27:07.914]  Signs it on midnight at New Year's Eve, late at night.
[00:27:08.654 --> 00:27:09.915]  Says, don't worry, I'm not going to use it.
[00:27:09.955 --> 00:27:10.315]  So I guess
[00:27:11.115 --> 00:27:13.878]  We can trust him after he's lied to us twice already on that.
[00:27:14.259 --> 00:27:24.030]  We see him using the IRS and the FBI against his political enemies and doing it openly, continually to do it after it's been exposed.
[00:27:24.711 --> 00:27:27.434]  See, Nixon and other presidents have done it, but they've done it covertly.
[00:27:28.168 --> 00:27:30.229]  When they did it and got caught, they got impeached.
[00:27:30.650 --> 00:27:32.491]  They got thrown out of office.
[00:27:32.711 --> 00:27:35.193]  Actually, Nixon resigned because the handwriting was on the wall.
[00:27:35.213 --> 00:27:36.094]  He was going to get thrown out.
[00:27:36.694 --> 00:27:54.687]  Now we have presidents who do that same sort of thing openly, continue to do it even after it's brought to light, because they know that the American people are so divided along this left-right spectrum, this Democrat-Republican spectrum, that they no longer care about
[00:27:55.487 --> 00:27:58.949]  The criminal actions of their guy, the guy that's on their team.
[00:28:00.070 --> 00:28:03.132]  As long as it's not the other side, they're going to excuse it.
[00:28:03.912 --> 00:28:06.754]  Let's take a look at some of the other articles that are up on Infowars.com.
[00:28:06.774 --> 00:28:09.535]  We've got Obama now brandishing his phone at Putin.
[00:28:09.575 --> 00:28:10.356]  This is pretty funny.
[00:28:10.436 --> 00:28:15.619]  There was a White House photo that was tweeted out where he looks like the man in charge.
[00:28:15.639 --> 00:28:17.360]  He's wearing a denim shirt and denim pants.
[00:28:17.400 --> 00:28:18.521]  He looks very Reagan-esque.
[00:28:19.501 --> 00:28:21.122]  People were having a lot of fun with it.
[00:28:23.109 --> 00:28:29.773]  One of them says that this picture of him on the phone for 90 minutes with Putin, but what he didn't tell us was that he was on hold for the first 87 minutes.
[00:28:30.653 --> 00:28:35.076]  Another one says, okay, he's got his phone, but did he threaten Putin with his pen?
[00:28:36.056 --> 00:28:37.477]  This is brinkmanship.
[00:28:38.458 --> 00:28:40.659]  This is very dangerous brinksmanship.
[00:28:40.979 --> 00:28:41.519]  This is like
[00:28:43.362 --> 00:28:48.407]  What Khrushchev did when he went to the UN and took off his shoe and pounded the podium saying, we will bury you.
[00:28:48.707 --> 00:28:53.452]  These types of things and then moving missiles right to the doorstep of Florida.
[00:28:53.532 --> 00:29:01.399]  These types of provocative movements that we see the Obama administration engaged in right now, that we see John Kerry engaged in right now.
[00:29:02.000 --> 00:29:04.522]  It's very difficult to understand what's going on in the Ukraine.
[00:29:04.543 --> 00:29:05.463]  As I mentioned on the
[00:29:06.124 --> 00:29:12.332]  Prison Planet TV, the nightly news last week, I spoke to someone from the Ukraine Gun Owners Association.
[00:29:12.553 --> 00:29:19.662]  There are people there who think just like we do, who want their independence, who want their freedom, who are fed up with corruption and government.
[00:29:20.323 --> 00:29:22.466]  And they want to be left alone.
[00:29:22.786 --> 00:29:23.407]  But there are also
[00:29:24.108 --> 00:29:31.053]  These groups that are coming in from international bankers as well as Putin's oligarchs, the corruption that's there is rampant.
[00:29:31.413 --> 00:29:32.613]  And we're seeing both sides of that.
[00:29:32.654 --> 00:29:33.614]  These people are caught in the middle.
[00:29:33.814 --> 00:29:36.156]  It's very difficult for us to know who the players are.
[00:29:36.576 --> 00:29:39.378]  It's difficult for the Ukrainians to know who the players are.
[00:29:39.778 --> 00:29:49.864]  What we do know is that we should not be going abroad seeking monsters to destroy and we should not be engaging in this kind of brinksmanship that could very well start World War III.
[00:29:50.865 --> 00:30:03.031]  Now stay tuned, we're going to be right back with Paul Joseph Watson, and we're going to talk about the Ukraine, we're going to talk about what's happening in the UK, the war against families, that's something that governments have always engaged in.
[00:30:03.731 --> 00:30:06.712]  We're on the march, the empire's on the run.
[00:30:07.653 --> 00:30:10.334]  Alex Jones and the GCN Radio Network.
[00:30:14.426 --> 00:30:16.067]  Introducing Pro-1.
[00:30:16.327 --> 00:30:19.830]  All of your filtration in one system, portable, on-the-go.
[00:30:19.970 --> 00:30:24.373]  No more do you have two or three filters to just reduce sodium fluoride.
[00:30:24.553 --> 00:30:30.517]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:30:30.637 --> 00:30:41.405]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:30:41.605 --> 00:30:47.928]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:30:48.108 --> 00:31:05.096]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:31:05.416 --> 00:31:09.798]  Get your ProPure with the new Pro1 filters today at InfoWarsTore.com.
[00:31:10.018 --> 00:31:12.379]  We're by calling 888-253-3139.
[00:31:12.979 --> 00:31:16.639]  Hi folks, Alex Jones here with some important information.
[00:31:16.899 --> 00:31:21.780]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[00:31:22.041 --> 00:31:29.902]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[00:31:30.142 --> 00:31:34.463]  Deciding to take action, a company run by Patriots for Patriots was born.
[00:31:34.683 --> 00:31:38.484]  MyPatriotSupply has never taken a loan or accepted outside funding.
[00:31:38.644 --> 00:31:44.346]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:31:44.586 --> 00:31:47.367]  It is rare to find companies who practice what they preach.
[00:31:47.767 --> 00:31:52.989]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:31:53.129 --> 00:32:01.252]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:32:01.312 --> 00:32:01.492]  That's 866-229-0927.
[00:32:08.134 --> 00:32:08.374]  I think?
[00:32:24.650 --> 00:32:27.771]  And other hormones and natural compounds that the body needs.
[00:32:28.071 --> 00:32:38.294]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula.
[00:32:38.634 --> 00:32:52.018]  Sourced from powerful organic herbs and then concentrated for maximum potency, super male vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:32:52.438 --> 00:32:58.519]  Supermail Vitality by InfoWarsLife is so powerful that I only take half the recommended dose.
[00:32:58.759 --> 00:33:07.381]  For a limited time, we are offering 15% off Supermail Vitality at InfoWarsLife.com to introduce you to this powerful supplement.
[00:33:07.501 --> 00:33:11.481]  Visit InfoWarsLife.com today to secure your Supermail Vitality.
[00:33:11.681 --> 00:33:12.542]  InfoWarsLife.com.
[00:33:12.622 --> 00:33:17.082]  So we have Ethan right there.
[00:33:17.102 --> 00:33:17.983]  What's his name?
