[00:00:07.090 --> 00:00:10.513]  Excuse me?
[01:32:40.417 --> 01:32:45.741]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds.
[01:32:45.741 --> 01:32:48.283]  It's reasonably priced and fully legal.
[01:32:48.283 --> 01:32:49.424]  But for how long?
[01:32:49.424 --> 01:32:51.646]  Go to infidelbodyarmor.com.
[01:32:51.646 --> 01:32:56.070]  Spelled I-N-F-I-D-E-L bodyarmor.com.
[01:32:56.070 --> 01:32:58.872]  Infidel Body Armor just won't quit.
[01:33:03.320 --> 01:33:17.672]  You're listening to The Alex Jones Show.
[01:33:17.672 --> 01:33:23.917]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:33:25.168 --> 01:33:28.571]  With Anthony Gucciardi and David Knight.
[01:33:28.571 --> 01:33:33.235]  Unbelievable that we're already into November here on this Sunday transmission.
[01:33:33.235 --> 01:33:34.896]  Okay, we only got two segments left.
[01:33:34.896 --> 01:33:35.597]  We've got to move quick.
[01:33:35.597 --> 01:33:37.619]  We've got a bunch of election fraud news.
[01:33:37.619 --> 01:33:39.660]  They've got ballot initiatives.
[01:33:39.660 --> 01:33:41.722]  Where foreigners can come here and vote.
[01:33:41.722 --> 01:33:43.483]  I mean, this is getting really naked.
[01:33:43.483 --> 01:33:44.785]  This is getting out in the open.
[01:33:44.785 --> 01:33:47.507]  But Anthony, finishing up with that stack of news articles.
[01:33:47.507 --> 01:33:50.650]  Wall Street Journal, Fox News, CNN.
[01:33:50.650 --> 01:33:53.172]  Admitting everything we've been telling everybody forever.
[01:33:53.993 --> 01:34:03.803]  That BPA and glyphosate and all of this stuff is absolutely targeting us, then why did government put it into the food chain?
[01:34:03.803 --> 01:34:05.004]  Anthony, finish up.
[01:34:05.004 --> 01:34:05.364]  Exactly.
[01:34:05.364 --> 01:34:07.186]  We're talking about the trifecta of attack.
[01:34:07.186 --> 01:34:15.655]  The three things I think are absolutely key that the government continues to push on us, admitted by Forbes, CNN, every single major news source basically, and federal government journals.
[01:34:16.315 --> 01:34:18.976]  All killing you, making you infertile, and making you stupid.
[01:34:18.976 --> 01:34:22.538]  And this ties directly into the question of why are they doing this with Ebola.
[01:34:22.538 --> 01:34:26.980]  The government could never possibly have any ill means towards us, and they want to save us.
[01:34:26.980 --> 01:34:27.580]  Totally untrue.
[01:34:27.580 --> 01:34:31.362]  That's why they injected black folks for 48 hours secretly with syphilis.
[01:34:31.362 --> 01:34:33.863]  Or why they radiated soldiers to death or foster children.
[01:34:33.863 --> 01:34:35.924]  They wanted to help them get into little pine boxes.
[01:34:36.124 --> 01:34:40.791]  That's why they give Monsanto speedy approval for their new GMOs and Roundup.
[01:34:40.791 --> 01:34:42.293]  So let's talk about Monsanto for a minute.
[01:34:42.293 --> 01:34:46.700]  Everyone hates Monsanto, but I don't think a lot of people understand what Roundup is.
[01:34:46.700 --> 01:34:47.641]  So it's their herbicide.
[01:34:47.641 --> 01:34:49.304]  It's the number one selling herbicide in the United States.
[01:34:49.304 --> 01:34:49.764]  It's estrogen!
[01:34:50.458 --> 01:34:53.279]  Basically, it's so many mimicres, it's insane.
[01:34:53.279 --> 01:34:57.041]  It's based on glyphosate, which is patented and owned by Monsanto.
[01:34:57.041 --> 01:35:00.122]  And the key thing about glyphosate is it's in all of our foods.
[01:35:00.122 --> 01:35:02.523]  It's in all of baby's blood.
[01:35:02.523 --> 01:35:04.184]  It's on all of the breast milk.
[01:35:04.184 --> 01:35:06.945]  Even if you're eating organic, you're still getting exposed to glyphosate.
[01:35:06.945 --> 01:35:07.845]  We're swimming in it.
[01:35:07.845 --> 01:35:09.266]  It's in basically all water supply.
[01:35:11.587 --> 01:35:13.008]  So what does glyphosate do?
[01:35:13.008 --> 01:35:14.468]  Well, basically it kills bugs.
[01:35:14.468 --> 01:35:17.210]  It kills weeds, mainly, since it's a herbicide.
[01:35:17.210 --> 01:35:18.130]  But it does kill bugs, too.
[01:35:18.130 --> 01:35:19.571]  They can use it as a pesticide.
[01:35:19.571 --> 01:35:22.112]  But what it mainly does... But killing a bug means it's good for us.
[01:35:22.112 --> 01:35:22.652]  Oh, of course.
[01:35:22.652 --> 01:35:25.373]  It's like BT corn grows its own pesticide that kills bugs.
[01:35:25.373 --> 01:35:27.855]  I mean, you eat something that kills bugs, I mean, it's... Right, right.
[01:35:27.855 --> 01:35:29.535]  And those are... Get a can of Raid, drink it.
[01:35:29.535 --> 01:35:30.336]  I mean, that would kill you, but...
[01:35:30.916 --> 01:35:31.596]  Oh, it's great, yeah.
[01:35:31.596 --> 01:35:32.897]  I'm being a conspiracy theorist.
[01:35:32.897 --> 01:35:37.538]  Well, you're a conspiracy theorist just like the Federal Government Journal admits that fluoride lowers your IQ and it kills you.
[01:35:37.538 --> 01:35:39.118]  And causes 25% enhanced tumor growth.
[01:35:39.118 --> 01:35:41.839]  But anyway... And a 7-fold increase in bone cancer in men.
[01:35:41.839 --> 01:35:46.360]  And the National Cancer Institute, Dr. Dean Burke, says one part per million can actually murder you and kill you.
[01:35:46.360 --> 01:35:48.160]  But anyway, so let's talk about this.
[01:35:48.160 --> 01:35:50.721]  So glyphosate kills the beneficial bacteria in your gut.
[01:35:50.721 --> 01:35:51.681]  And why is this important?
[01:35:51.741 --> 01:35:51.861]  That's
[01:36:24.363 --> 01:36:35.050]  The role of gut bacteria in the body may extend beyond the stomach and intestines all the way to the brain, a new study in mice suggests.
[01:36:35.050 --> 01:36:47.038]  The results show disrupting the normal gut flora of mice leads to changes in animals' behavior, making them less timid, more adventurous, as well as leading to changes in their brain chemistry.
[01:36:47.038 --> 01:36:49.840]  So overall, it actually makes them insane.
[01:36:49.840 --> 01:36:51.021]  And it's been linked to schizophrenia.
[01:36:51.121 --> 01:36:53.724]  Well, that's like in the study they covered the feds paid for.
[01:36:53.724 --> 01:36:56.967]  A little bit of Prozac in the water makes shrimp suicidal.
[01:36:56.967 --> 01:36:58.609]  They'll swim right up to a big fish.
[01:36:58.609 --> 01:36:59.250]  Yeah, well look at this.
[01:36:59.250 --> 01:37:08.700]  It says it's been associated with gastrointestinal disorders and gut flora disorders being associated with adverse behavior including depression and anxiety.
[01:37:08.700 --> 01:37:11.503]  Why are you racist against killing certain gut flora?
[01:37:11.874 --> 01:37:19.159]  Well, I'm racist against Monsanto causing suicides, and about one farmer every 30 minutes in India kills themselves because of Monsanto as well.
[01:37:19.159 --> 01:37:25.543]  But specifically, this means that when you're eating this glyphosate, and you're eating other things, and drinking alcohol, and all that stuff, you're killing your gut flora, right?
[01:37:25.543 --> 01:37:31.107]  And alcohol overall, if you're drinking sometimes, wouldn't be that bad, except you're drinking basically glyphosate every single day.
[01:37:31.107 --> 01:37:37.311]  Hold on, back up that statement, because it's well known that they planted the cotton, and then it messed them up, and so the farmers are saying that.
[01:37:37.671 --> 01:37:43.097]  Monsanto never did anything wrong with Agent Orange or Dioxin and I think they're great people.
[01:37:43.097 --> 01:37:43.738]  You're right, you're right.
[01:37:43.738 --> 01:37:52.908]  They paid 90 million in a settlement to a small town just because they wanted to be good people, not because they had harsh mutations that created like four-legged monster babies and everything like that.
[01:37:52.908 --> 01:37:54.149]  Everything was fine in Nitro.
[01:37:54.149 --> 01:37:54.630]  That's right.
[01:37:54.630 --> 01:37:55.371]  Everything was good.
[01:37:55.371 --> 01:37:58.915]  I think all I'm gonna eat is fast food owned by Monsanto.
[01:37:59.395 --> 01:38:01.016]  You know, the U.S.
[01:38:01.016 --> 01:38:07.519]  government agrees with you, and it brings me up to this Guardian article that's really powerful from Wikileaks, some information from cables.
[01:38:07.519 --> 01:38:08.840]  Called Wikileaks, U.S.
[01:38:08.840 --> 01:38:10.841]  targets EU over GM crops.
[01:38:10.841 --> 01:38:12.321]  And by the way, it's total whitewash.
[01:38:12.321 --> 01:38:22.046]  What actually happened was some of the diplomats in Spain and other areas from the United States said that if you don't keep selling Monsanto's biotech crops, we're going to have trade wars with you.
[01:38:22.426 --> 01:38:27.111]  We're going to put sanctions on you and destroy your economy if you don't sell Monsanto's crops.
[01:38:27.111 --> 01:38:28.352]  Gee, that's interesting.
[01:38:28.352 --> 01:38:37.982]  The government loves you, and they know that it's making you insane and causing schizophrenia and causing anxiety, depression, and suicide just eating some of their stuff, and the GMOs are dismantling your very genetic code.
[01:38:37.982 --> 01:38:43.287]  But if other countries refuse to sell it, the United States is going to put trade sanctions and issue trade wars against countries that...
[01:38:44.128 --> 01:38:48.629]  It's admitted that a lot of these BT corns and other things are changing our genetics.
[01:38:48.629 --> 01:38:49.769]  It's leaking into it.
[01:38:49.769 --> 01:38:50.730]  What's wrong with that?
[01:38:50.730 --> 01:38:55.051]  What's wrong with diabetes up 3,000% or cancer up in children 10,000%?
[01:38:55.051 --> 01:38:57.511]  Pediatric cancer is trendy.
[01:38:57.511 --> 01:38:58.592]  No, it's really cool.
[01:38:58.592 --> 01:38:59.792]  It's ripping holes in your gut.
[01:38:59.792 --> 01:39:00.752]  That's irritable bowel syndrome.
[01:39:00.752 --> 01:39:02.152]  It's destroying your colon.
[01:39:02.152 --> 01:39:04.933]  German studies killing honeybees that eat the pollen of the corn.
[01:39:04.933 --> 01:39:05.753]  What's wrong with that?
[01:39:05.753 --> 01:39:07.914]  Why are you racist against killing honeybees?
[01:39:08.294 --> 01:39:09.054]  Yeah, exactly.
[01:39:09.054 --> 01:39:10.735]  Why are you racist against causing schizophrenia?
[01:39:10.735 --> 01:39:11.576]  Well, good job.
[01:39:11.576 --> 01:39:19.519]  We cover it all on InfoWars.com, PrisonPlanet.com, StoryLeak.com, and we're fighting back with things like Survival Shield X2, nascent iodine.
[01:39:19.519 --> 01:39:20.600]  They want to put fluoride in.
[01:39:20.600 --> 01:39:22.821]  The good halogen is iodine that blocks it.
[01:39:22.821 --> 01:39:29.364]  InfoWarsLife.com, the lung shield, the colloidal silver, silver bullet, InfoWarsLife.com.
[01:39:29.364 --> 01:39:31.965]  Anthony, you'll be covering this more on InfoWars Nightly News on the show.
[01:39:31.965 --> 01:39:33.386]  We're going to break it a few minutes.
[01:39:33.386 --> 01:39:36.227]  I want to come back with election fraud in the final segment with David Knight.
[01:39:37.748 --> 01:39:39.610]  Who's here as we get ready to focus.
[01:39:39.610 --> 01:39:46.116]  Next Tuesday night we're going to broadcast for like 10 hours at Infowars.com separate from the radio show with election coverage.
[01:39:46.116 --> 01:39:49.219]  David Knight will be there quarterbacking that with myself and others.
[01:39:49.219 --> 01:39:52.462]  Sha'Carri Jackson, Leanne McAdoo, Darren McBreen, John Baum.
[01:39:53.423 --> 01:39:58.666]  And Don Salazar, and Kit Daniels, and Kurt Nemo, and so many others I haven't mentioned here.
[01:39:58.666 --> 01:40:03.128]  But briefly as we got a break though, I know you're an engineer by training a scientist.
[01:40:03.128 --> 01:40:08.851]  What is your take, David Knight, seeing all those articles about the glyphosates, the fluoride, and everything else?
[01:40:08.851 --> 01:40:10.832]  Are you a close-minded conspiracy theorist?
[01:40:10.832 --> 01:40:12.253]  Prove you're good.
[01:40:12.253 --> 01:40:16.515]  Eat a teaspoon of fluoride and die to prove that you want to die for the government.
[01:40:16.852 --> 01:40:29.322]  Well, you know, Alex, what I tell people, even before I get into the argument about what's good for you, what's bad for you, if fluoride is good for you, anything, why would you mass-medicate the public by dumping it into the water supply?
[01:40:29.322 --> 01:40:36.387]  Everyone knows, from just common sense, that you don't give the same dosage to a child, to a baby, that you do to an adult.
[01:40:36.787 --> 01:40:37.808]  It varies.
[01:40:37.808 --> 01:40:40.930]  And you can't control that when you dump it into the water supply.
[01:40:40.930 --> 01:40:46.293]  So if they're going to take anything and just dump it into the water, they can't control the dosage that anybody gets.
[01:40:46.293 --> 01:40:49.996]  And anything you take in the wrong dosage can be toxic.
[01:40:49.996 --> 01:40:57.261]  So certainly we know from this research that there's a lot of issues with fluoride, with glyphosate, with all these other things.
[01:40:57.901 --> 01:41:03.923]  You know, I try to filter it out as much as possible in my water, but you know, when you're traveling, it's very difficult to do that.
[01:41:03.923 --> 01:41:09.605]  And so, you know, you're going to get fluoride in your water, but why would you pay to have it dumped into your water?
[01:41:09.605 --> 01:41:13.407]  Well, that's another scam, is that the city of Austin pays millions a year.
[01:41:13.407 --> 01:41:14.047]  Yeah.
[01:41:14.047 --> 01:41:16.528]  And it's not even sodium fluoride that you do need some of.
[01:41:16.528 --> 01:41:17.068]  Right.
[01:41:17.068 --> 01:41:20.789]  It is the electrified hydrofluorosilicic acid.
[01:41:20.789 --> 01:41:22.070]  Calcium fluoride you need some of, yeah.
[01:41:22.290 --> 01:41:22.490]  Yeah.
[01:41:22.490 --> 01:41:23.431]  You know why they're doing it.
[01:41:23.431 --> 01:41:24.071]  That's right.
[01:41:24.071 --> 01:41:25.833]  It's calcium fluoride, not sodium fluoride.
[01:41:25.833 --> 01:41:26.433]  Thank you.
[01:41:26.433 --> 01:41:31.998]  The point is, is that they're dumping electrified, deadly stuff in with hundreds of other chemicals.
[01:41:31.998 --> 01:41:35.600]  You know, most of our fluoride comes from China, and it's over 300 chemicals.
[01:41:35.600 --> 01:41:37.502]  It's lead, mercury, arsenic.
[01:41:37.502 --> 01:41:38.422]  It's a huge joke.
[01:41:38.422 --> 01:41:40.004]  They dump toxic waste in the water.
[01:41:40.464 --> 01:41:44.226]  They would have to pay a lot of money to dispose of this toxic waste.
[01:41:44.226 --> 01:41:46.847]  This started back with the aluminum companies.
[01:41:46.847 --> 01:41:48.848]  It picked up speed with the nuclear industry.
[01:41:48.848 --> 01:41:53.611]  They had these toxic waste byproducts from what they were doing in their industrial processes.
[01:41:53.611 --> 01:41:59.714]  Instead of disposing it safely, what they did was they convinced everybody that they needed it for their health and then had us pay
[01:41:59.994 --> 01:42:01.454]  To have it dumped into our water.
[01:42:01.454 --> 01:42:02.555]  That's it.
[01:42:02.555 --> 01:42:06.035]  And how dare you have history, common sense, analysis.
[01:42:06.035 --> 01:42:07.676]  I want to apologize to the listeners.
[01:42:07.676 --> 01:42:09.876]  Drink extra fluoride.
[01:42:09.876 --> 01:42:13.617]  Drink the hydrofluorosilic acid totally deadly.
[01:42:13.617 --> 01:42:17.338]  Many times more deadly in the studies than just regular sodium fluoride.
[01:42:17.338 --> 01:42:20.239]  The government loves you.
[01:42:20.239 --> 01:42:21.439]  Take all the shots.
[01:42:21.439 --> 01:42:22.819]  Eat GMO.
[01:42:22.819 --> 01:42:23.759]  Submit to them.
[01:42:23.759 --> 01:42:26.640]  There, that's some fairness in broadcasting there.
[01:42:26.980 --> 01:42:38.047]  When I was in Bilderberg, I actually had a guy come over, talk to me privately, and say, you know, I follow you guys all the time, I try to tell my friends here about you, and he goes, this one guy, he would not believe that you guys were legit.
[01:42:38.047 --> 01:42:40.348]  He said, nobody would dump fluoride into the water.
[01:42:40.348 --> 01:42:41.028]  They don't do it there.
[01:42:41.028 --> 01:42:42.969]  He couldn't believe that a government would do that.
[01:42:42.969 --> 01:42:45.931]  So, because we talk about that, we're absolutely crazy.
[01:42:45.931 --> 01:42:48.893]  He wouldn't listen to the fact that they put fluoride in the water here.
[01:42:48.893 --> 01:42:50.354]  He thought it was such an absurd idea.
[01:42:50.734 --> 01:42:52.599]  That's right, we sent you over to Copeland hanging to cover that.
[01:42:52.599 --> 01:42:54.122]  You did a great job with your wife.
[01:42:54.122 --> 01:42:57.170]  We'll be right back with David Knight on all the election news.
[01:42:57.170 --> 01:43:00.197]  I'm Alex Jones, InfoWars.com extremist.
[01:43:01.551 --> 01:43:11.217]  Using unparalleled research in the development of a synergistic formulation based around the key concepts of super oxygenation, the next level in cleansing is here.
[01:43:11.217 --> 01:43:21.142]  With key ingredients backed by real clinical studies, the new Oxy Powder, available through InfoWars Life, was invented during Dr. Group's research on the toxification of our bodies.
[01:43:21.142 --> 01:43:24.064]  Many herbal colon cleansers are harsh on the body,
[01:43:24.264 --> 01:43:24.885]  I think so.
[01:43:39.241 --> 01:43:39.481]  We're good.
[01:44:01.514 --> 01:44:02.755]  Another major health threat.
[01:44:02.755 --> 01:44:07.739]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[01:44:07.739 --> 01:44:10.421]  Ohio's governor declaring a state of emergency.
[01:44:10.421 --> 01:44:17.467]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[01:44:17.467 --> 01:44:20.450]  If there's a water emergency, will you be prepared?
[01:44:20.450 --> 01:44:23.412]  Panicked residents forming long lines throughout the day.
[01:44:23.412 --> 01:44:25.434]  We're here at a supermarket in Toledo.
[01:44:25.434 --> 01:44:28.276]  You can see the shelves empty where water once was.
[01:44:28.336 --> 01:44:34.059]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[01:44:34.059 --> 01:44:37.581]  Water which will not be available at your local grocery store.
[01:44:37.581 --> 01:44:40.682]  There's a mad dash on right now to stock up on supplies.
[01:44:40.682 --> 01:44:47.986]  The ProPure Pro1 G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[01:44:47.986 --> 01:44:51.208]  Protect your family's safety during an emergency.
[01:44:51.208 --> 01:44:57.491]  Go to InfoWarsTore.com today to purchase your ProPure Pro1 G2.0 Water Filtration System.
[01:44:57.611 --> 01:44:59.513]  Or call 1-888-253-3139.
[01:44:59.513 --> 01:45:08.381]  When you're out on the road, the last place you want to be is on the road.
[01:45:08.381 --> 01:45:13.525]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:45:13.525 --> 01:45:22.273]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[01:45:22.273 --> 01:45:24.114]  They sew pride in every stitch.
[01:45:26.314 --> 01:45:28.259]  Guarantee you love the way they fit.
[01:45:28.259 --> 01:45:34.573]  They put a diamond gusset in the crotch where you need it most.
[01:45:40.399 --> 01:45:42.560]  We turn jeans inside out.
[01:45:42.560 --> 01:45:44.341]  Diamond Gusset Jeans.
[01:45:44.341 --> 01:45:47.222]  Made in the USA with unparalleled quality.
[01:45:47.222 --> 01:45:51.464]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection.
[01:45:51.464 --> 01:45:53.846]  So you can ride all day with confidence.
[01:45:53.846 --> 01:45:56.547]  Order yours at gusset.com.
[01:45:56.547 --> 01:45:58.128]  Diamond Gusset Jeans.
[01:45:58.128 --> 01:45:58.928]  Got it.
[01:45:58.928 --> 01:45:59.408]  Others don't.
[01:46:01.079 --> 01:46:03.020]  Aging starts at the cellular level.
[01:46:03.020 --> 01:46:07.542]  When cells become toxic, they die early, and aging sets in.
[01:46:07.542 --> 01:46:12.003]  In the past decade, we have witnessed unparalleled scientific discoveries.
[01:46:12.003 --> 01:46:19.306]  During that period, key patented compounds have focused on mitochondrial growth, nerve growth, and rejuvenation.
[01:46:19.306 --> 01:46:28.390]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:46:28.610 --> 01:46:34.153]  We now have the synergistic solution, DNA Force, just one of the key compounds.
[01:46:34.153 --> 01:46:41.738]  BioPQQ is backed by major clinical studies and over 175 PubMed-listed published studies.
[01:46:41.738 --> 01:46:44.319]  You want the best that's out there at the lowest price anywhere?
[01:46:44.319 --> 01:46:49.422]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the InfoWarp.
[01:46:49.802 --> 01:46:57.688]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[01:46:57.688 --> 01:47:03.832]  DNA Force from InfoWarsLife.
[01:47:03.832 --> 01:47:17.062]  You're listening to the Alex Jones Show.
[01:47:17.062 --> 01:47:18.703]  Broadcasting worldwide,
[01:47:24.426 --> 01:47:29.311]  Defending the Republic from enemies foreign and domestic.
[01:47:29.311 --> 01:47:32.814]  It's Alex Jones.
[01:47:32.814 --> 01:47:36.137]  Rising up to the challenge of our day.
[01:47:36.137 --> 01:47:41.642]  With a big steaming cup of fluoride, roach poison.
[01:47:41.642 --> 01:47:43.203]  I apologize for what we said earlier.
[01:47:43.203 --> 01:47:45.265]  The government loves you, do whatever they say.
[01:47:45.265 --> 01:47:47.106]  And don't listen to Infowars.com.
[01:47:47.106 --> 01:47:48.287]  Don't listen to David Knight right now.
[01:47:49.252 --> 01:47:56.384]  About the open borders, the illegals all being told they can vote everywhere, the Attorney General suing Texas who just wants you to have some form of ID.
[01:47:56.384 --> 01:47:57.266]  Do what the government says.
[01:47:57.266 --> 01:47:57.686]  They care.
[01:47:57.686 --> 01:47:59.089]  Everything's fine.
[01:47:59.089 --> 01:48:01.072]  That's why Congress has a 7% approval rating.
[01:48:02.048 --> 01:48:02.849]  I think that's wrong.
[01:48:02.849 --> 01:48:04.931]  I think those are traitors that don't love Congress.
[01:48:04.931 --> 01:48:06.814]  And I think we should worship any government out there.
[01:48:06.814 --> 01:48:09.557]  Romans 13, Kim Jong-un should be our president.
[01:48:09.557 --> 01:48:10.979]  Of course, I'm being sarcastic.
[01:48:10.979 --> 01:48:13.021]  David Knight, in the last 10 minutes, you have the floor.
[01:48:13.021 --> 01:48:18.608]  Get into this cornucopia of election fraud news we're already seeing as the Democrats pull out all the stops.
[01:48:18.608 --> 01:48:19.749]  I'm nonpartisan.
[01:48:19.749 --> 01:48:21.912]  I'm just reporting the facts on that front.
[01:48:22.537 --> 01:48:27.582]  We know, Alex, on issue after issue after issue, we see that it comes back to open borders.
[01:48:27.582 --> 01:48:33.187]  Now, Obama said that he wanted to remake our country, to fundamentally transform it.
[01:48:33.187 --> 01:48:35.229]  That's the way he's really doing it.
[01:48:35.229 --> 01:48:38.492]  You know, back when Clinton was running, they said it's the economy, stupid.
[01:48:38.492 --> 01:48:39.993]  Well, it's the border, stupid.
[01:48:39.993 --> 01:48:47.841]  We see it on issue after issue, whether it's Ebola and we can't control our borders with that, whether it's crime, and also now we see with voting.
[01:48:48.021 --> 01:48:49.823]  It's going to affect the economy as well.
[01:48:49.823 --> 01:48:54.047]  It's that Cloward and Piven effect that's going to be down the road.
[01:48:54.047 --> 01:49:02.336]  People aren't feeling that immediately, but right now they can see what's happening, the effect of open borders with Ebola, with crime, and now with voting.
[01:49:02.336 --> 01:49:03.157]  But they're fine with that.
[01:49:03.217 --> 01:49:11.788]  Remember, it was just last week that Obama said, he's telling people, hey, I'm from Chicago, we vote often, or whatever, vote early, vote often, whatever.
[01:49:11.788 --> 01:49:14.431]  I mean, Chicago is famous for the corruption.
[01:49:14.431 --> 01:49:19.037]  Even going back to the Nixon JFK election, that was very...
[01:49:20.038 --> 01:49:24.241]  Very prominent in that election, but they've always had a reputation for corruption.
[01:49:24.241 --> 01:49:29.644]  Now we've got the Illinois legislature, and there's a measure before the voters on the ballot in Illinois.
[01:49:29.644 --> 01:49:33.286]  This has already passed both houses of the Illinois legislature.
[01:49:33.286 --> 01:49:34.967]  Yeah, this isn't just some quack deal.
[01:49:34.967 --> 01:49:36.588]  I mean, this could pass.
[01:49:36.588 --> 01:49:41.411]  This is coming from the legislators wanting this to be affirmed by the voters.
[01:49:41.411 --> 01:49:42.752]  It passed the House 109 to 5.
[01:49:42.752 --> 01:49:45.554]  It passed the Senate unanimously.
[01:49:45.554 --> 01:49:46.535]  And this is what they're saying.
[01:49:46.535 --> 01:49:47.175]  This is treason.
[01:49:47.395 --> 01:49:48.795]  Yes, this is what they're saying.
[01:49:48.795 --> 01:49:57.718]  And when they put this up for the election, the state representatives, the state senators were saying, this is about voter ID.
[01:49:57.718 --> 01:49:59.279]  We want to kill voter ID.
[01:49:59.279 --> 01:50:00.259]  This is what this is about.
[01:50:00.259 --> 01:50:01.539]  But listen to how they unpack it.
[01:50:01.539 --> 01:50:07.661]  They say, no person will be denied the right to register or vote based on, and they'll have a whole list of things.
[01:50:07.661 --> 01:50:08.182]  Here's some of the ones.
[01:50:09.562 --> 01:50:13.786]  Status as a member of a language minority or national origin.
[01:50:13.786 --> 01:50:15.187]  I mean, why would we?
[01:50:15.187 --> 01:50:16.087]  Unbelievable.
[01:50:16.087 --> 01:50:21.272]  It's saying we'll let foreigners vote or people that are here illegally or folks that aren't citizens.
[01:50:21.272 --> 01:50:22.193]  That is treason.
[01:50:22.193 --> 01:50:22.753]  That's essential.
[01:50:22.753 --> 01:50:30.359]  My God, I mean, if they can do that, they can bring in 10 million people, 20 million, and then break any deadlock, vote, take our guns, you name it.
[01:50:30.359 --> 01:50:30.980]  That's their plan.
[01:50:31.320 --> 01:50:32.201]  Absolutely.
[01:50:32.201 --> 01:50:35.103]  If you want to destroy the country, a country is defined by its borders.
[01:50:35.103 --> 01:50:44.150]  If you don't have any borders, you can bring in any voting bloc from any other country and fundamentally trans- And give them free welfare, pay them off to vote for you.
[01:50:44.150 --> 01:50:46.752]  This is how they're using our system to bring us down.
[01:50:46.752 --> 01:50:47.772]  This is outrageous.
[01:50:47.772 --> 01:50:53.557]  I mean, I can't believe they're this big a traitor to the Democratic Party and that people like Boehner are protecting them.
[01:50:53.557 --> 01:50:58.000]  It's these neocon fake conservatives that are just the scum of the
[01:50:58.640 --> 01:51:02.462]  There's been a fight this entire year just to get voter ID.
[01:51:02.462 --> 01:51:05.824]  And of course we're told that it's racist if you act for voter ID.
[01:51:05.824 --> 01:51:08.906]  Where do you not have to show any kind of a photo ID?
[01:51:08.906 --> 01:51:10.426]  You have to show it if you're cashing a check.
[01:51:10.426 --> 01:51:15.109]  Every interaction you have... And this is the show that you registered and that this is where you live.
[01:51:15.109 --> 01:51:17.590]  And of course, I mean, it's ridiculous.
[01:51:17.590 --> 01:51:19.011]  And Texas allows eight forms.
[01:51:19.591 --> 01:51:22.192]  You could use anything you want.
[01:51:22.192 --> 01:51:25.094]  They didn't even require any ID.
[01:51:25.094 --> 01:51:37.681]  And that's why La Raza, which means the race, and in my view is the Hispanic Ku Klux Klan organization funded by big corporations that want to break the country up and take it over, they published voter guides this week on where to vote where there's no ID.
[01:51:38.081 --> 01:51:38.662]  Absolutely.
[01:51:38.662 --> 01:51:40.243]  On the Washington Post, they had it.
[01:51:40.243 --> 01:51:42.104]  I tabulated this by percentage.
[01:51:42.104 --> 01:51:47.868]  You know, you really, it's only 14% of the states where you have a photo ID is required to vote.
[01:51:47.868 --> 01:51:49.469]  Only 14%.
[01:51:49.469 --> 01:51:53.692]  In 39%, there's absolutely no identification whatsoever.
[01:51:53.692 --> 01:51:59.757]  The rest of them, you can have an ID, but no photo, or they might request an ID, but you don't have to necessarily provide it.
[01:52:00.097 --> 01:52:07.219]  So you can just basically walk in, in North Carolina, you've been able to walk in, give them a name and an address, and they let you vote.
[01:52:07.219 --> 01:52:08.480]  You don't have to be that person.
[01:52:08.480 --> 01:52:10.400]  And with extended... Over and over again.
[01:52:10.400 --> 01:52:10.920]  Exactly.
[01:52:10.920 --> 01:52:15.562]  With extended voting periods, people can, as they say, vote early, vote often.
[01:52:15.562 --> 01:52:20.543]  And remember Obama saying to all his people, listen, I don't want you to cheat, but you can vote over and over again.
[01:52:20.543 --> 01:52:22.864]  I mean, basically, that was a very creepy statement.
[01:52:23.703 --> 01:52:27.844]  Just this last week, there was a group called the Virginia Voter Alliance.
[01:52:27.844 --> 01:52:38.406]  They filed a lawsuit because they found that in just one county, in Frederick County, they found that there were thousands, thousands of people who were getting out of jury duty.
[01:52:38.406 --> 01:52:42.667]  And they, of course, they pulled the jury duty roster from the voters registration list.
[01:52:42.667 --> 01:52:46.068]  So there was all these people that were on the voter registration list that had been voting.
[01:52:46.068 --> 01:52:48.849]  They called them up for jury duty and they said, I'm not a citizen.
[01:52:49.429 --> 01:52:52.493]  It's like, well, what are you doing on the voter registration list?
[01:52:52.493 --> 01:52:55.837]  And that's thousands of people in just one Virginia county.
[01:52:55.837 --> 01:52:56.859]  And that's the other issue.
[01:52:56.859 --> 01:52:58.481]  Is there above the law with DWIs?
[01:52:58.481 --> 01:53:00.183]  Is there above the law with crime?
