[00:00:20.051 --> 00:00:22.873]  Welcome to the InfoWars Nightly News live coverage.
[00:22:14.660 --> 00:22:18.002]  That was when it was stopped back at the end of June.
[00:22:18.302 --> 00:22:25.247]  They also said in Oklahoma, over 8,000 vehicles valued at $150 million being used by Oklahoma fire departments.
[00:22:25.267 --> 00:22:27.368]  So what they did was, they lied about it.
[00:22:27.728 --> 00:22:28.369]  What a surprise.
[00:22:28.709 --> 00:22:31.633]  Okay, they lied about it and they said, all right, all right, we'll change the rules.
[00:22:31.673 --> 00:22:36.199]  Instead of giving it to you, we'll keep it on loan and then that will get around the EPA requirements.
[00:22:36.440 --> 00:22:38.082]  You guys are supposed to protect and serve.
[00:22:38.122 --> 00:22:43.870]  I mean, how often is it you're driving down the road and you look in your rearview mirror and see a cop and go, oh my God, I feel a lot safer.
[00:22:44.230 --> 00:22:50.634]  No, you feel a little nervous because the way these guys act nowadays, you don't know if they're going to pull you over something bogus and then you're going to get shot.
[00:22:50.974 --> 00:22:55.537]  Because we saw it happen in South Carolina when that guy reached for his ID, he shot him up at the gas station.
[00:22:55.797 --> 00:22:57.018]  These guys are out of control.
[00:22:57.318 --> 00:22:59.960]  I mean, another thing are these no-knock raids that are going on.
[00:23:00.400 --> 00:23:06.023]  That is something that's got to stop because their intel is off a lot of times.
[00:23:06.043 --> 00:23:08.885]  They go to the wrong houses and people pay the price.
[00:23:09.045 --> 00:23:10.286]  Babies, things like that.
[00:23:10.746 --> 00:23:11.387]  It's gotta stop.
[00:23:28.700 --> 00:23:46.452]  And that's what it always comes down to, whether it's Ferguson, in the city of Houston I believe it was, where a little girl, well not a little girl, a teenage girl was on her cell phone in the school, the cops come in, they throw her down, she's 14 years old, 100 pounds, soaking wet, and they throw her down on the ground and put a knee on her face because that's their policy.
[00:23:47.572 --> 00:23:51.695]  It's the policies that need to change because so often when these things happen, it's our policies.
[00:23:51.715 --> 00:23:57.679]  Because they've gone into a complete and total military aspect of how they approach all their situations.
[00:23:57.979 --> 00:24:01.682]  Any call they go on, it's a shoot first, ask questions later mentality now.
[00:24:01.962 --> 00:24:03.623]  That's something that they do in the military.
[00:24:04.003 --> 00:24:05.244]  They used to, they don't even do anymore.
[00:24:05.524 --> 00:24:11.849]  Now in the military, ever since I think it was around 2008 in Afghanistan, you had to be fired at.
[00:24:12.349 --> 00:24:12.870]  Oh yeah.
[00:24:12.890 --> 00:24:13.290]  On a taser.
[00:24:33.269 --> 00:24:34.710]  On the taser, ready to hit me.
[00:24:35.011 --> 00:24:38.453]  And I was showing him my press pass saying, hey, I just need to get back to the media area.
[00:24:38.734 --> 00:24:39.294]  What can I do?
[00:24:39.354 --> 00:24:42.477]  And this guy, automatically, that's something that he feels threatened by.
[00:24:42.497 --> 00:24:46.940]  Yeah, and then, you know, I was with Biggs when that happened and he looks at me and he's like, where's your press pass?
[00:24:46.960 --> 00:24:49.783]  I was like, well, I lost it when you guys were shooting at me when I was running down the street.
[00:24:50.063 --> 00:24:53.866]  You know, it's just completely ridiculous how, you know, they approach things, even media.
[00:24:54.347 --> 00:24:56.749]  You know, they'll come out there and try to silence the media like that.
[00:24:56.809 --> 00:25:01.693]  But, you know, beyond Ferguson, we look at other aspects like, you know, like the use of tasers.
[00:25:02.253 --> 00:25:06.375]  You know, it happened right here in the city of Bastrop, right outside the city of Austin.
[00:25:06.915 --> 00:25:09.716]  And there's a young man who broke up a fight, and it's on video.
[00:25:09.776 --> 00:25:12.697]  You know, local news has released it, as well as other news outlets.
[00:25:13.117 --> 00:25:16.059]  And the young man breaks up a fight, then the cop just comes up and tases him from behind.
[00:25:16.079 --> 00:25:17.319]  He falls down and busts his head open.
[00:25:17.639 --> 00:25:22.421]  You know, we've had his attorney on the show who talked about this, and the cops say, you know, we did nothing wrong.
[00:25:22.441 --> 00:25:29.504]  I was like, how can you say you did nothing wrong when you'd tase somebody who was not only not a threat to you, but was helping diffuse the situation?
[00:25:29.824 --> 00:25:34.548]  Well, and of course earlier this year we saw out in New Mexico that homeless man that shot the video of that.
[00:25:34.568 --> 00:25:41.933]  And then just last week we saw eight cops unload their weapons into one man, 49 years old, standing off at a distance from them.
[00:25:42.253 --> 00:25:44.035]  So the question is, what do we do about this?
[00:25:44.115 --> 00:25:54.843]  Because there is nobody that I know of that is talking about how do we stop this control of law enforcement, this changing the rules of engagement, this brainwashing at the federal level.
[00:25:55.263 --> 00:25:57.345]  How do we disincentivize that?
[00:25:57.605 --> 00:25:58.906]  There's no penalty.
[00:25:59.366 --> 00:26:00.608]  For the cops who do this.
[00:26:00.688 --> 00:26:02.911]  Basically, the police union is standing there for them.
[00:26:03.652 --> 00:26:05.735]  The federal government wants them to do that.
[00:26:05.836 --> 00:26:11.364]  There is no personal liability, essentially, for them in most cases that's going to stop that.
[00:26:11.384 --> 00:26:14.909]  We don't even see the budget of that police department being cut.
[00:26:15.109 --> 00:26:25.337]  I think that whenever you've got a lawsuit, when they act egregious like that, and there's an award of a couple million dollars to surviving relatives, I think that ought to come out of the police department.
[00:26:25.417 --> 00:26:25.657]  I agree.
[00:26:25.677 --> 00:26:28.799]  I think there's got to be something that comes out of the cops who actually did that.
[00:26:29.079 --> 00:26:30.861]  I think they should have some skin in the game for that.
[00:26:30.881 --> 00:26:37.426]  Well, you're seeing more and more of these police officers get hemmed up, get put in their place, because citizens are starting to film the police.
[00:26:37.806 --> 00:26:37.966]  Yeah.
[00:26:38.206 --> 00:26:42.329]  At the traffic stops, anything like that, they are starting to film everything when they
[00:26:43.476 --> 00:26:43.796]  When they get
[00:27:01.323 --> 00:27:02.663]  About watching each other's backs.
[00:27:02.703 --> 00:27:04.884]  They show up when somebody's getting a ticket.
[00:27:05.544 --> 00:27:09.465]  They actually have a patrol where they go around and help people.
[00:27:09.485 --> 00:27:13.085]  They call it the Robin Hood Patrol, where they help people to keep them from getting parking tickets.
[00:27:13.385 --> 00:27:15.146]  So that's one of the things we're going to talk about.
[00:27:15.566 --> 00:27:18.706]  And that is, what can you do to transcend the system?
[00:27:18.726 --> 00:27:19.866]  We're going to talk about that tonight.
[00:27:19.906 --> 00:27:21.687]  We'll also be talking about that tomorrow.
[00:27:21.727 --> 00:27:25.547]  We've got some interviews coming up tomorrow with the Free State Project.
[00:27:25.868 --> 00:27:28.028]  There are things that you can do that are, I think,
[00:27:28.368 --> 00:27:31.192]  More effective than the election system, of course.
[00:27:31.252 --> 00:27:39.882]  We want to participate in every way that we can to try to stick it down the throat of the globalists and the people who are trying to destroy this country.
[00:27:40.203 --> 00:27:42.345]  I want to go now to Leanne McAdoo.
[00:27:42.405 --> 00:27:45.950]  She's at our Twitter desk and she's looking at some of the things that people have tweeted.
[00:27:46.731 --> 00:27:47.632]  Leanne, what have you got there?
[00:27:49.249 --> 00:27:49.809]  Thanks, David.
[00:27:49.849 --> 00:27:55.273]  Well, first of all, I want to give a shout out to Joe, Joe012594.
[00:27:55.394 --> 00:28:04.560]  He is trolling the dinosaur media for us, basically using this election 2014 hashtag to go ahead and troll the dinosaur media.
[00:28:04.600 --> 00:28:07.022]  And everyone else just saying, hey, come on over to InfoWars.
[00:28:07.042 --> 00:28:09.964]  We're going to be here covering live tonight from 7 p.m.
[00:28:09.984 --> 00:28:12.866]  to 10 starting tomorrow evening at 6 p.m.
[00:28:12.986 --> 00:28:14.828]  until we shut it down.
[00:28:15.628 --> 00:28:17.450]  But Terry Henry here, McDubious,
[00:28:17.970 --> 00:28:24.711]  He wants to know, what would we say to, if voting changed anything, it would have been outlawed years ago?
[00:28:25.191 --> 00:28:39.994]  Now, I think this is a sentiment that a lot of young people are certainly feeling that their vote doesn't matter, and it seems, you know, we're seeing so much voter fraud, election fraud, now of course with the electronic voting machines.
[00:28:40.074 --> 00:28:46.715]  I mean, it does sort of seem, really, the system seems rigged, but just the fact that they are encouraging voter fraud.
[00:28:46.835 --> 00:28:47.095]  I don't
[00:29:17.656 --> 00:29:20.758]  Just make sure you don't go out and vote for the lesser of two evils.
[00:29:21.138 --> 00:29:22.639]  Just get rid of that mindset.
[00:29:22.759 --> 00:29:24.741]  That's the mentality I've been seeing a lot of.
[00:29:25.261 --> 00:29:28.483]  A lot of people are going to that whole, you know, my vote's not going to count.
[00:29:28.543 --> 00:29:29.204]  What's the point?
[00:29:29.244 --> 00:29:35.869]  Why should I take the time out of my day to get off work and go vote for something where the system doesn't work?
[00:29:35.929 --> 00:29:37.970]  And like you said, you're picking the lesser of two evils.
[00:29:38.390 --> 00:29:42.093]  So that's the same mentality I've been seeing amongst a lot of people nowadays.
[00:29:42.233 --> 00:29:45.735]  Listen, I think we should be skeptical, but I don't think we should be cynical about it.
[00:29:46.795 --> 00:29:48.756]  There are some places where we can make a difference.
[00:29:49.196 --> 00:29:55.800]  There are going to be a lot of races, like presidential races in particular, where there's going to be just so much corruption.
[00:29:55.860 --> 00:29:59.061]  It's going to be the old expression, they stole it fair and square.
[00:29:59.101 --> 00:30:02.543]  I think that might have been from the Nixon camp during the JFK-Nixon election.
[00:30:03.143 --> 00:30:05.344]  You know, that's what's happening at those levels.
[00:30:05.384 --> 00:30:12.126]  And of course, they can reach into any race that they consider to be very important, and they can do that at the governor level.
[00:30:12.146 --> 00:30:14.547]  They can even go down ballot and do it in certain areas.
[00:30:14.587 --> 00:30:20.449]  But I don't believe that we have the situation yet where they are that interested in all of the races.
[00:30:20.509 --> 00:30:23.810]  And so, I think if you overwhelmingly support something,
[00:30:24.210 --> 00:30:29.391]  It gets to the point where I think they will basically back off and hope that they can corrupt the person after they get into office.
