[00:00:00.009 --> 00:00:02.199]  You're listening to the Alex Jones Show!
[00:23:52.605 --> 00:23:53.445]  You should be too.
[00:23:53.945 --> 00:23:55.106]  The answer is really simple.
[00:23:55.686 --> 00:23:58.628]  Get your Ghost AR-15 at Guns80.com.
[00:23:58.768 --> 00:24:00.870]  The big sale is on right now.
[00:24:00.990 --> 00:24:01.611]  Go to Guns80.com.
[00:24:01.651 --> 00:24:02.371]  That's Guns80.com.
[00:24:02.411 --> 00:24:02.551]  Guns 8-0.
[00:24:02.571 --> 00:24:03.552]  The number is 8-0.com.
[00:24:26.365 --> 00:24:27.646]  Welcome back to the Alex Jones Show.
[00:24:27.726 --> 00:24:30.849]  I'm David Knight, your host on this Friday, December 19th, 2014.
[00:24:32.010 --> 00:24:33.792]  Alex is going to be joining us in the next hour.
[00:24:33.832 --> 00:24:36.515]  Paul Joseph Watson is going to be joining us in the next segment.
[00:24:47.305 --> 00:25:09.673]  Interview the new Sony movie, but also a ten-year-old movie Parodying another North Korean leader that some of the theaters are going to show in its place and then the absurd narrative that we're being fed from the GOP in this country the guardians of peace the neocons who want to control everything who want to Turn all of this into an attack on their enemies
[00:25:10.776 --> 00:25:20.939]  Now there's been a lot of talk about what should be done about the CIA torture report and of course the media has been feeding us the line with their polls.
[00:25:20.979 --> 00:25:31.442]  I don't know if these polls are genuine or not or are they maybe push polls because you know you can get a poll done to support any point of view that you want to make appear to be the mainstream thought.
[00:25:32.302 --> 00:25:39.784]  They're telling us that Americans have increasingly come to recognize that the things that the CIA is doing in our name are torture.
[00:25:40.560 --> 00:25:43.342]  And they've increasingly come to the point that they're good with it.
[00:25:44.503 --> 00:25:49.626]  Well, you know, we've seen some pretty disturbing stuff out of the CIA report, but the most disturbing stuff has not come yet.
[00:25:49.867 --> 00:25:51.748]  There's a story from Antimedia.com.
[00:25:51.928 --> 00:25:53.069]  Actually, .org, I'm sorry.
[00:25:53.129 --> 00:25:53.729]  Antimedia.org.
[00:25:54.898 --> 00:25:57.158]  Classified evidence says that U.S.
[00:25:57.218 --> 00:25:59.759]  soldiers raped boys in front of their mothers.
[00:26:00.879 --> 00:26:11.181]  They point out, according to a number of global mainstream media sources, the Pentagon is covering up a disturbing video that was never made public with the rest of the recent torture report.
[00:26:11.201 --> 00:26:17.863]  This is a video that goes back to Abu Ghraib, and they point out that well-respected journalists like Seymour Hersh have been talking about this.
[00:26:17.903 --> 00:26:19.263]  He went before the ACLU
[00:26:20.171 --> 00:26:23.834]  Just recently, and talked about what he has seen.
[00:26:24.355 --> 00:26:38.447]  He was talking about the release of the torture report, and he said that while this video has remained under wraps, he said it's only a matter of time before it comes out, and he said that it's going to be far more disturbing than anything we have seen in the torture report.
[00:26:39.848 --> 00:26:40.168]  He says,
[00:26:41.246 --> 00:26:45.651]  He's been debating about whether to talk about it, but he says some of the worst things that happen to you, you don't know about.
[00:26:45.691 --> 00:26:45.932]  Okay?
[00:26:46.192 --> 00:26:46.652]  Videos.
[00:26:47.273 --> 00:26:48.374]  There are women there.
[00:26:48.855 --> 00:26:53.601]  Some of you may have read that they were passing out letters, communications to their men.
[00:26:53.901 --> 00:26:55.423]  He said this was Abu Ghraib.
[00:26:56.043 --> 00:27:01.169]  The women were passing messages out saying, please come and kill me because of what's happened here.
[00:27:02.136 --> 00:27:11.263]  And he said, basically what happened is that those women who were arrested with young boys, children in cases that have been recorded, the boys were sodomized by U.S.
[00:27:11.644 --> 00:27:13.786]  soldiers with the cameras rolling.
[00:27:14.987 --> 00:27:21.152]  And worst, above all, is that the soundtrack of the boys screeching that your government has.
[00:27:22.292 --> 00:27:23.313]  They're in total terror.
[00:27:24.274 --> 00:27:25.235]  And that is going to come out.
[00:27:25.955 --> 00:27:29.538]  It's impossible to say to yourself, how did we get here?
[00:27:30.441 --> 00:27:31.342]  Who are we?
[00:27:32.242 --> 00:27:33.503]  What has this country come to?
[00:27:34.263 --> 00:27:38.306]  When we have sadistic people like that, who can not only do it, but record it.
[00:27:39.387 --> 00:27:40.187]  Let's go to that break.
[00:27:41.048 --> 00:27:41.408]  Let's go do it.
[00:27:41.428 --> 00:27:43.769]  But, you know, when Republicans say, you know, why now?
[00:27:43.829 --> 00:27:44.530]  Why this timing?
[00:27:44.730 --> 00:27:45.550]  Why not this timing?
[00:27:45.570 --> 00:27:47.211]  Because no time is a good time.
[00:27:47.231 --> 00:27:48.072]  No, that's not true.
[00:27:48.132 --> 00:27:49.593]  She's leaving her chairmanship.
[00:27:49.693 --> 00:27:52.174]  So Dianne Feinstein wants to get this off her desk.
[00:27:52.515 --> 00:27:53.615]  And look, I agree with you.
[00:27:53.835 --> 00:27:56.397]  The United States of America is awesome.
[00:27:56.757 --> 00:27:57.718]  We are awesome.
[00:27:58.038 --> 00:27:59.360]  But we've had this discussion.
[00:27:59.580 --> 00:28:01.602]  We've closed the book on it and we've stopped doing it.
[00:28:01.782 --> 00:28:05.327]  And the reason they want to have this discussion is not to show how awesome we are.
[00:28:05.647 --> 00:28:10.012]  This administration wants to have this discussion to show us how we're not awesome.
[00:28:10.212 --> 00:28:12.455]  I can't take anymore of her.
[00:28:13.096 --> 00:28:13.916]  We are not awesome.
[00:28:14.639 --> 00:28:18.762]  And we have not had this discussion, and this evidence has been covered up, and it will come out.
[00:28:18.863 --> 00:28:19.743]  It will be talked about.
[00:28:20.364 --> 00:28:35.697]  This is a lie, just like the stuff that is coming out about autism being linked to particulate pollution, just like this false Sony hack that they're using to try to justify taking control of the Internet, shutting down freedom of speech.
[00:28:35.917 --> 00:28:37.558]  Everything they tell us is a lie.
[00:28:37.798 --> 00:28:38.539]  I'm so fed up with this.
[00:28:38.559 --> 00:28:40.220]  Look at this cartoon that we got on our desk.
[00:28:40.541 --> 00:28:41.021]  Pull this up.
[00:28:42.342 --> 00:28:46.949]  A great cartoon Buckley gave me just before we came in here, and it's like headlines people are looking at.
[00:28:47.009 --> 00:28:55.521]  You see a headline, Rectal Feeding of Navy Seals, shows up on the top of the newspaper and the guy walks by and says, well I'm sure they were just patriots defending their caliphate.
[00:28:55.881 --> 00:28:57.624]  In other words, the shoe is on the other foot.
[00:28:58.291 --> 00:29:01.754]  They say, an army ranger was chained to the ceiling and kept awake for a week.
[00:29:02.014 --> 00:29:05.638]  And the person says, well, that's just enhanced interrogation and not torture.
[00:29:05.778 --> 00:29:09.041]  Well, would they say that if it was American soldiers that this was happening to?
[00:29:09.061 --> 00:29:13.885]  Another one, an American was doused with water, left to die of hypothermia on the dungeon floor.
[00:29:13.925 --> 00:29:18.989]  And the lady watching the news says, in fairness, you have to consider the whole context of the report.
[00:29:19.370 --> 00:29:20.391]  Context of the time.
[00:29:21.021 --> 00:29:22.622]  That was what we were told by John Yoo.
[00:29:22.642 --> 00:29:27.205]  He said, well, if they did this kind of stuff, that would be illegal because we wouldn't have approved that.
[00:29:28.005 --> 00:29:30.967]  But I just don't believe that was the entire context of the report.
[00:29:31.487 --> 00:29:32.848]  If it's in the report, they did it!
[00:29:33.808 --> 00:29:34.649]  They admitted they did it.
[00:29:36.152 --> 00:29:45.375]  And Seymour Hersh is telling us that he's seen a video of children screaming that our sadistic government recorded and kept.
[00:29:45.835 --> 00:29:46.975]  That video is going to come out.
[00:29:47.695 --> 00:29:51.196]  We'll be right back with Paul Joseph Watson talking about the other silly thing that's going on.
[00:29:51.896 --> 00:29:56.798]  Sony Pictures and all the Hollywood studios begging for CISPA.
[00:29:56.878 --> 00:29:57.978]  We'll be right back.
[00:29:58.718 --> 00:29:59.618]  We're on the march.
[00:30:00.119 --> 00:30:01.719]  The empire's on the run.
[00:30:02.639 --> 00:30:05.320]  Alex Jones and the GCN Radio Network.
[00:30:09.545 --> 00:30:20.688]  Sold out for weeks due to the difficult and extensive proprietary process behind its creation, the exclusive InfoWars Life Secret 12 formulation is now back in stock in the last limited shipment of 2014.
[00:30:20.909 --> 00:30:28.871]  The most bioactive form that has been created with our proprietary process, this ultra-clean Vitamin B12 nutraceutical has been carefully crafted and developed.
[00:30:29.091 --> 00:30:34.714]  Over the last two years, and is based on cellular science of how your body actively absorbs essential nutrients.
[00:30:35.134 --> 00:30:38.015]  Secret 12 is taken by mouth, right on the tongue, and then swallowed.
[00:30:38.235 --> 00:30:39.416]  No needles, no injections.
[00:30:39.656 --> 00:30:43.698]  Vitamin B12 deficiency is linked to scores of serious problems.
[00:30:43.978 --> 00:30:48.820]  And Secret 12 is a fusion of two organic, proprietary forms of Vitamin B12.
[00:30:49.660 --> 00:30:53.161]  Bringing you a true nutraceutical quality Vitamin B12.
[00:30:53.621 --> 00:30:54.301]  Secret 12.
[00:30:54.682 --> 00:30:59.923]  Secret 12 is an excellent Christmas gift and is tailor-made to boost your New Year's resolutions.
[00:31:00.323 --> 00:31:02.404]  Supplies of Secret 12 are very limited.
[00:31:02.684 --> 00:31:10.386]  Secure yours today at InfoWarsLife.com or by calling toll free 888-253-3139.
[00:31:10.406 --> 00:31:16.928]  2015 is almost here and with it comes those New Year's resolutions to finally transform your body the way you want it.
[00:31:17.188 --> 00:31:20.993]  There's a reason over 88% of New Year's resolutions fail.
[00:31:21.133 --> 00:31:22.494]  Make this year different.
[00:31:22.775 --> 00:31:24.817]  By equipping yourself with Oxy Powder.
[00:31:24.957 --> 00:31:27.240]  The next level in cleansing the body naturally.
[00:31:27.600 --> 00:31:29.082]  Using Super Oxygenation.
[00:31:29.282 --> 00:31:30.023]  Oxy Powder.
[00:31:30.243 --> 00:31:32.125]  Available through Infowarslife.com.
[00:31:32.226 --> 00:31:33.407]  Gently cleanses the body.
[00:31:33.567 --> 00:31:41.512]  While you sleep with easy capsules, tens of thousands of individuals have used oxy powder to cleanse their bodies and aid in their transformations.
[00:31:41.912 --> 00:31:47.215]  Even InfoWars Nightly News director Rob Dew has been using oxy powder with incredible success.
[00:31:47.535 --> 00:31:49.877]  Took it that first day, then I took it for six more days after that.
[00:31:50.057 --> 00:31:51.898]  Twelve pounds melted off in about a week.
[00:31:51.958 --> 00:31:52.519]  I'd say a week.
[00:31:52.679 --> 00:31:53.119]  Seven days.
[00:31:53.679 --> 00:31:55.300]  2015 can be different.
[00:31:55.420 --> 00:31:58.362]  Diet and exercise are important, but a lot of us have already tried that.
[00:31:58.642 --> 00:32:00.443]  Oxy-Powder flushes it out.
[00:32:00.844 --> 00:32:03.565]  Secure your Oxy-Powder at Infowarslife.com.
[00:32:03.826 --> 00:32:05.687]  That's Infowarslife.com or 888-253-3139.
