[00:00:00.109 --> 00:00:00.990]  Well, so does he.
[00:29:59.986 --> 00:30:08.770]  Ethanol, that was supposed to reduce petroleum use and fuel prices, hit a 30-month high in February, and pump prices are expected to reach $5 a gallon.
[00:30:09.010 --> 00:30:16.914]  Because of shipping costs, food is being priced out of the reach of millions of Americans, with an expected 35% jump in the next 60 days.
[00:30:17.274 --> 00:30:19.115]  Move quickly while you can still afford it.
[00:30:19.315 --> 00:30:20.036]  We're good to go.
[00:30:52.822 --> 00:30:53.743]  Tyranny is here.
[00:30:54.083 --> 00:30:57.806]  The grim future foretold in 1984 has become reality.
[00:30:57.946 --> 00:31:00.268]  It really says that the state is God.
[00:31:00.408 --> 00:31:05.692]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:31:06.112 --> 00:31:12.357]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:31:12.777 --> 00:31:18.322]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:31:18.762 --> 00:31:22.445]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:31:22.926 --> 00:31:26.949]  Prepare to enter the secretive world of emergency dictatorship.
[00:31:27.230 --> 00:31:32.734]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[00:31:33.175 --> 00:31:36.157]  It's only the beginning of the New World Order's hellish plan.
[00:31:36.738 --> 00:31:38.179]  The police state isn't coming.
[00:31:38.699 --> 00:31:39.140]  It's here.
[00:31:39.800 --> 00:31:46.801]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:31:48.942 --> 00:31:54.423]  When you're out on the road, the last place you want to be is on the road.
[00:31:55.603 --> 00:32:00.364]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:32:00.744 --> 00:32:07.425]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:32:09.465 --> 00:32:15.837]  They sew pride in every stitch Guarantee you love the way they fit
[00:32:17.947 --> 00:32:21.830]  They put a diamond gusset in the crotch where you need it most.
[00:32:22.551 --> 00:32:25.673]  Blue diamond gussets got it.
[00:32:26.394 --> 00:32:27.195]  Others don't.
[00:32:27.635 --> 00:32:29.496]  We turn jeans inside out.
[00:32:29.777 --> 00:32:31.278]  Diamond gusset jeans.
[00:32:31.558 --> 00:32:34.120]  Made in the USA with unparalleled quality.
[00:32:34.440 --> 00:32:40.705]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[00:32:41.066 --> 00:32:43.268]  Order yours at gusset.com.
[00:32:43.768 --> 00:32:45.810]  Diamond gusset jeans got it.
[00:32:46.150 --> 00:32:47.011]  Others don't.
[00:33:08.487 --> 00:33:12.089]  We're back on the Alex Jones Show with me, Paul Joseph Watson.
[00:33:12.109 --> 00:33:19.433]  So, the wonderful post-revolutionary administration in Egypt has just passed a law banning protest.
[00:33:20.013 --> 00:33:32.739]  The army in Egypt, who are now in control, were just caught raping and torturing female Egyptians who were involved in the protest to oust Mubarak, and we're talking about stuff worse than Abu Ghraib.
[00:33:34.460 --> 00:33:44.643]  You know, beatings, torture, rape of the very activists who were at the forefront of the protest who oust Mubarak over his so-called brutality.
[00:33:45.123 --> 00:33:47.884]  Now they're getting a taste of something a lot worse.
[00:33:48.624 --> 00:33:55.966]  So, it's perfectly understandable why the US military-industrial complex and the media-industrial complex
[00:33:56.906 --> 00:34:01.172]  He's completely in love with this post-Egypt revolutionary government.
[00:34:01.232 --> 00:34:03.294]  I mean, protest is illegal.
[00:34:03.635 --> 00:34:05.738]  Anyone that protests is tortured and raped.
[00:34:06.399 --> 00:34:11.765]  And, you know, it's very democratic, and it's surely a great example for the rest of the Middle East to follow.
[00:34:12.707 --> 00:34:14.649]  And so, then we turn to Libya.
[00:34:15.510 --> 00:34:35.547]  Contrary to the propaganda that, you know, people everywhere are rejoicing and welcoming the airstrikes with glee, we've got Muslims in Sri Lanka today rioting and stamping on effigies of Obama to protest against this attack, which of course was sold on the foundation of three massive lies.
[00:34:36.688 --> 00:34:38.230]  A. The no-fly zone.
[00:34:38.250 --> 00:34:42.473]  I mean, if you've ever heard a more Orwellian term, then
[00:34:43.430 --> 00:34:48.473]  Be sure to tell me about it because, you know, Orwell's literally rolling at his grave as we speak.
[00:34:49.314 --> 00:34:50.214]  No-fly zone.
[00:34:50.234 --> 00:34:56.938]  It means you can't fly over the country unless you're in a French, British or American fighter jet dropping bombs on the country.
[00:34:57.879 --> 00:34:59.920]  So, you know, just a no-fly zone.
[00:35:00.280 --> 00:35:02.842]  And of course all the Liberals applauded it with glee.
[00:35:03.202 --> 00:35:04.083]  No-fly zone.
[00:35:04.323 --> 00:35:06.744]  You know, very democratic, very humanitarian.
[00:35:07.865 --> 00:35:14.414]  Of course, nothing more than a euphemism for an aggressive bombing campaign that's now into its sixth, seventh day.
[00:35:16.052 --> 00:35:23.237]  The second lie, the great lie on which this war was sold, that there would be no boots on the ground.
[00:35:23.957 --> 00:35:25.498]  That's what the UN resolution said.
[00:35:25.598 --> 00:35:26.879]  No invasion force.
[00:35:27.480 --> 00:35:35.145]  When it's documented that SAS and US Special Forces were in the country weeks before the resolution.
[00:35:35.505 --> 00:35:37.686]  And look at this headline from today's Daily Mail.
[00:35:46.212 --> 00:35:50.394]  Squadron of SAS and SBS troops have been in the country for a month!
[00:35:51.635 --> 00:35:52.576]  Oh, have they now?
[00:35:52.596 --> 00:35:58.759]  That'll be before the actual resolution for a no-fly zone with no boots on the ground was passed.
[00:36:00.376 --> 00:36:05.420]  Hundreds of British troops have been deployed inside Libya targeting Colonel Gaddafi's forces.
[00:36:05.740 --> 00:36:06.061]  Oh, really?
[00:36:06.101 --> 00:36:07.822]  I thought it was to protect the protesters.
[00:36:08.463 --> 00:36:10.124]  And more are on standby.
[00:36:10.544 --> 00:36:22.714]  While Chancellor George Osborne repeated that UK ground troops would not be involved, the Daily Mail can reveal there are an estimated 350 already mounting covert operations.
[00:36:23.695 --> 00:36:23.875]  So...
[00:36:25.020 --> 00:36:28.725]  No boots on the ground turns out to be another pack of lies.
[00:36:29.646 --> 00:36:31.409]  Could you have anticipated it?
[00:36:32.250 --> 00:36:41.463]  Um, you know, but I'm sure those SAS boys who were there a month ago are just there to protect the protesters in their tanks and fighter jets.
[00:36:43.223 --> 00:36:51.866]  And the third massive lie on which this, quote, humanitarian war was based is that, the claim that it was a humanitarian mission.
[00:36:52.766 --> 00:37:01.930]  That's why they sent hundreds of troops in a month ago, whose training solely revolves around killing people and training others to kill people.
[00:37:03.330 --> 00:37:05.471]  But I forgot, again, they're just protesters.
[00:37:05.971 --> 00:37:07.832]  Right, just gotta get that into my head.
[00:37:09.474 --> 00:37:15.995]  And so if it's just a humanitarian mission, why were 350 SAS troops on the ground a month ago?
[00:37:17.096 --> 00:37:19.476]  And now we have this headline out of Sky News.
[00:37:20.176 --> 00:37:23.177]  US may supply Gaddafi rebels with weapons.
[00:37:23.637 --> 00:37:31.599]  Western diplomatic sources have confirmed to Sky News that the US is considering the legality of arming the Libyan rebels.
[00:37:32.099 --> 00:37:32.719]  Now of course,
[00:37:33.619 --> 00:37:46.886]  Again, around a month ago, at the same time as those SAS troops were going in, in Bloomberg News, Hillary Clinton basically admitted that they were already arming the Libyan rebels, not protesters.
[00:37:48.347 --> 00:37:56.212]  We featured an article earlier this week from Tony Cartolucci about how they were already arming the rebels through Egypt.
[00:37:56.932 --> 00:38:01.935]  So again, everything that they prepare the public to accept, they're already doing it.
[00:38:02.675 --> 00:38:05.358]  SAS troops have already been there for a month.
[00:38:05.378 --> 00:38:07.260]  They've already been arming the rebels.
[00:38:08.001 --> 00:38:13.067]  Why do you think they've got, you know, car boots full of rocket-propelled grenade launchers?
[00:38:14.368 --> 00:38:15.810]  They're already being armed.
[00:38:16.270 --> 00:38:19.874]  But again, they're just protesters, just protecting the people.
[00:38:21.736 --> 00:38:22.257]  Now, of course,
[00:38:23.834 --> 00:38:28.419]  We have the same groups in Libya at the moment working against Gaddafi.
[00:38:28.859 --> 00:38:34.164]  And again, Gaddafi's a monster, but compared to what these people are gonna get, you ain't seen nothing yet.
[00:38:34.745 --> 00:38:40.951]  And of course, they're the same people who worked with Osama bin Laden to try and assassinate Gaddafi in 1996.
[00:38:42.913 --> 00:38:46.694]  Paid for, of course, by the CIA and MI6.
[00:38:46.714 --> 00:38:52.535]  $100,000 wire to bin Laden and al-Qaeda to help them get rid of Gaddafi 15 years ago.
[00:38:53.316 --> 00:39:02.118]  And now these groups that help them do that are the same forces who want to impose draconian Sharia law in Libya.
[00:39:03.118 --> 00:39:08.420]  So we have the rampant hypocrisy of both the left and the right amongst those who support this war.
[00:39:09.040 --> 00:39:20.344]  On the right you have people supporting the airstrikes who just a few months ago were screaming bloody murder at Muslims trying to build a mosque in Ground Zero in New York.
[00:39:21.264 --> 00:39:25.246]  When the people that they now support through their support of these airstrikes
[00:39:27.017 --> 00:39:33.179]  Are the very people who want to impose a draconian extremist Muslim dictatorship in Libya.
[00:39:33.199 --> 00:39:46.284]  So all those so-called conservative right-wingers who love this war, they're actually supporting the radical Al-Qaeda Muslims, which is why the Libyan Al-Qaeda leader has come out over a week ago
[00:39:46.684 --> 00:40:08.771]  And gave his complete approval for the airstrikes, said he wants to get rid of Gaddafi, which is why you had the London Telegraph article headlined, the West and Al-Qaeda on the same side, just as they were on the same side with Bill Clinton in Serbia, and just as they were on the same side when MI6 and CIA paid Bin Laden and Al-Qaeda $100,000.
[00:40:10.652 --> 00:40:12.853]  to assassinate Gaddafi in 1996.
[00:40:13.994 --> 00:40:29.782]  Now they're giving it another go as part of this effort to continue the domination of the Middle East via these regime changes which are nothing more than aggressive coup d'etats sold as humanitarian lies.
[00:40:31.212 --> 00:40:52.586]  And then on the flip side, you've got the left, who are, you know, bought the humanitarian pretext, hook, line and sinker, completely ignorant of the fact that when these rebels do come to power, if they do, they're going to impose a doctrine that will ensure total persecution of women and all minorities in the country.
[00:40:53.507 --> 00:40:57.808]  And it's basically going to make Gaddafi look like Nelson Mandela in comparison.
[00:40:59.008 --> 00:41:03.749]  And yet all these, you know, liberal humanitarians are graciously applauding it.
