[00:00:00.009 --> 00:00:00.189]  I think?
[00:27:59.759 --> 00:28:05.582]  They had a topic called social networking from the Obama campaign to the Iranian revolution.
[00:28:05.602 --> 00:28:11.265]  And if that doesn't underscore quite a bit of everything that's happening in the Middle East, I don't know what does.
[00:28:11.285 --> 00:28:16.188]  And they've been concerned also for years about the growing influence of cyber technology.
[00:28:16.728 --> 00:28:22.772]  And they've had on people not only like Bill Gates and the Facebook founder, but Craig J. Mundy of Microsoft.
[00:28:23.752 --> 00:28:26.794]  They've got a managing partner of the Founders Fund.
[00:28:27.234 --> 00:28:28.735]  They've got Eric Schmidt of Google.
[00:28:29.994 --> 00:28:41.157]  Peter Thiel, who's on the Bilderberg Steering Committee and is also the PayPal executive and really intimately involved with Facebook to boot, as well as nanotech and future stuff.
[00:28:41.637 --> 00:28:47.359]  But then they also have Christine Varney, Assistant Attorney General for Antitrust, Paul.
[00:28:47.959 --> 00:28:51.460]  So you can see where they're clamping down on camera use in the U.S.
[00:28:52.060 --> 00:28:53.981]  because of supposedly copyright issues.
[00:28:54.021 --> 00:28:55.101]  You might be at a concert.
[00:28:55.581 --> 00:29:04.397]  Trying to bootleg copyrighted music, but at the same time they're covertly sponsoring revolutionary groups using these new medias, Paul.
[00:29:05.740 --> 00:29:07.704]  We've kind of covered that, but it's important.
[00:29:08.686 --> 00:29:25.524]  Well yeah, and also we had the presence of Peter Mandelson, who was of course behind the Digital Economy Act of 2010 in the UK, which was very similar to some of the cyber security laws that they're now pushing through in the US, which is about
[00:29:26.124 --> 00:29:35.511]  Uh, basically declaring everything as copyright and pursuing people, going after people on the flimsiest of pretexts, um, for this copyright violation.
[00:29:35.551 --> 00:29:45.337]  Of course, now YouTube says that if they get a request from the government, they don't investigate it, they get a request to remove content, they immediately remove it.
[00:29:45.357 --> 00:29:51.522]  And that's what happened in Britain with the recent protest of the, uh, council tax, with the whole Freeman issue.
[00:29:52.142 --> 00:29:59.964]  Up there in Birkenhead, and it's the same in the United States, YouTube is now removing content, not even for copyright, just via government requests.
[00:30:00.004 --> 00:30:08.967]  So, you had Mandelson there, who was this big player behind censorship of the internet in the United Kingdom last year, also attending Bilderberg.
[00:30:09.387 --> 00:30:15.729]  But you also mentioned the European Union, which of course was a topic of discussion at last year's meeting in Spain.
[00:30:17.890 --> 00:30:29.317]  And again, in the very days after this year's conference, it's become very apparent that Bilderberg's goal to prevent the break-up of the European Union is very much failing.
[00:30:29.397 --> 00:30:30.237]  It's on the ropes.
[00:30:30.817 --> 00:30:35.300]  Because this Greek debt situation is just going to drag on and on.
[00:30:35.961 --> 00:30:46.247]  And it exposes the fact that this system of regional currency blocks, which is ultimately planned to become the global currency, is only ever as strong as its weakest member.
[00:30:47.392 --> 00:31:09.421]  And in fact you had Bilderbergers writing in the Financial Times beforehand and after that if they don't rescue this Greek debt situation, if Greece defaults on its debt, it could spell the end for the Euro and eventually the plan for a global currency with the EU member states returning to their own nominal national currencies.
[00:31:10.822 --> 00:31:28.529]  But according to the information leaked from inside this year's Bilderberg Group conference, the globalists are going to try to make lemonade out of lemons by pushing through what is being called, quote, a massive power grab that would give the EU itself the authority to punish
[00:31:29.669 --> 00:31:33.311]  Countries that don't follow its strict economic mandate.
[00:31:33.351 --> 00:31:43.476]  So they want to create this EU Ministry of Finance to prevent another Greece situation from threatening the cherished stability of their Eurozone.
[00:31:44.076 --> 00:31:52.740]  So we're basically talking about a central economic government with executive powers that would cover the whole of Europe.
[00:31:54.281 --> 00:31:57.664]  Any economic sovereignty of individual member states would be crushed.
[00:31:57.684 --> 00:31:58.764]  It would cease to exist.
[00:31:58.804 --> 00:32:07.531]  So our tax money, as Europeans, would go directly to this centralised planning committee, who would then decide how to spend it.
[00:32:08.051 --> 00:32:14.776]  Which is no surprise, given the fact that the President of the EU, Herman Van Rompuy, who was there in St.
[00:32:14.816 --> 00:32:15.657]  Moritz last week,
[00:32:16.297 --> 00:32:32.028]  was picked for that very position by Bilderberg after a Bilderberg dinner in 2009, one of these offshoot groups, because he advocated an EU centralised tax that we would all pay, an additional tax, to fund the EU.
[00:32:32.788 --> 00:32:35.011]  So they want to exploit this Greece situation.
[00:32:35.052 --> 00:32:48.131]  They not only want to rescue it, but they want to exploit it to create this centralised economic dictatorship which would directly tax all EU citizens to fund the beast system, the European Union itself.
[00:32:49.229 --> 00:32:49.569]  Wow.
[00:32:50.671 --> 00:32:55.997]  It's really one of those situations of global solution out of the global crisis.
[00:32:56.037 --> 00:32:57.478]  They started the whole thing.
[00:32:57.899 --> 00:33:01.243]  They were ahead of most of the banks that got bailed out, especially in Europe.
[00:33:02.484 --> 00:33:07.310]  And they've really set it in motion so that Greek was forced to confront this debt situation.
[00:33:07.950 --> 00:33:08.932]  We have Pop Andrew.
[00:33:09.512 --> 00:33:13.936]  Reconfiguring the Greek government this week and preparing to step down.
[00:33:14.016 --> 00:33:17.699]  He's a Bilderberger, so are a lot of the main financial ministers.
[00:33:18.459 --> 00:33:32.911]  And we have Edney Davignon writing in 2009, really kind of acknowledging tacitly how they started or set in motion or let fall this economic crisis, but that it was a little bit out of control even after one year.
[00:33:33.731 --> 00:33:45.178]  The austerity protests alone threatening their ability to consolidate on the exact kind of global and European based centralized solution that you were just describing Paul.
[00:33:45.218 --> 00:33:46.759]  Can you go in more into that?
[00:33:48.510 --> 00:33:57.196]  Yeah, basically, the whole European economic system emerged out of the steel and coal system post-World War II.
[00:33:57.776 --> 00:34:14.187]  And in the 1955 Bilderberg archives, you can see where individual members advocate not only a European economic community, which eventually became the European Union after the Treaty of Rome in 57, but also a single currency, the euro.
[00:34:14.427 --> 00:34:18.210]  And this was over 50 years before it actually came into being.
[00:34:18.990 --> 00:34:24.115]  Um, so it's their baby, it's their brainchild, that's why they're so desperate to rescue it.
[00:34:24.535 --> 00:34:31.200]  Last year in Spain they said, we need to save the euro, it's going downhill, and that was at a time when it was around 1.19 to the dollar.
[00:34:31.621 --> 00:34:37.345]  They managed to prop it back up, back up again to the point of, you know, 1.40 against the dollar, which is where it is now.
[00:34:38.246 --> 00:34:41.188]  But this Greece debt situation is still rolling on.
[00:34:41.208 --> 00:34:46.192]  You had an emergency meeting last month with the finance ministers there.
[00:34:46.212 --> 00:34:48.753]  Der Spiegel reported on it at the time.
[00:34:49.374 --> 00:35:03.143]  So they're petrified that this... Paul, we're going on to break, but we're going to get right back into the stuff on the other side and even more detail into how they're managing the geopolitical crisis, the euro crisis and the larger financial situation.
[00:35:04.344 --> 00:35:06.507]  Simply greater global control.
[00:35:07.028 --> 00:35:08.270]  I'm Aaron Dyke sitting in.
[00:35:08.310 --> 00:35:09.952]  This is InfoWars.com.
[00:35:10.373 --> 00:35:11.074]  Stay tuned.
[00:35:11.194 --> 00:35:12.375]  Coming up, Bob Chapman.
[00:35:17.481 --> 00:35:22.065]  Phase one of the Insiders' plan for a one-world government has been initiated with the recent bailout.
[00:35:22.386 --> 00:35:29.592]  International bankers and power brokers have engineered the current crisis to create a new currency and a new world bank to act as savior.
[00:35:29.833 --> 00:35:31.234]  But we've only seen the beginning.
[00:35:31.454 --> 00:35:35.338]  Their next engineered crisis will be on a scale never before seen in modern times.
[00:35:35.598 --> 00:35:36.319]  We're good to go.
[00:35:50.933 --> 00:35:51.734]  We're good to go.
[00:36:13.473 --> 00:36:14.954]  That's 877-327-0365.
[00:36:14.994 --> 00:36:21.399]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:36:21.700 --> 00:36:22.320]  Number one.
[00:36:22.620 --> 00:36:25.763]  New climate legislation could easily double or triple your electric bill.
[00:36:26.043 --> 00:36:26.624]  Number two.
[00:36:26.904 --> 00:36:31.467]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:36:31.808 --> 00:36:32.248]  It's true.
[00:36:32.548 --> 00:36:37.092]  Total government control of electricity in the name of smart grid technology is coming.
[00:36:37.412 --> 00:36:37.933]  Number 3.
[00:36:38.233 --> 00:36:41.516]  In some areas of the country, the power grid is dangerously overloaded.
[00:36:41.817 --> 00:36:45.561]  And now, new socialist legislation is only compounding the problem.
[00:36:45.741 --> 00:36:46.281]  Number 4.
[00:36:46.522 --> 00:36:48.904]  Dangerous weather is always a threat to local grids.
[00:36:49.284 --> 00:36:52.688]  Every year, thousands of families lose their power from weather-related outages.
[00:36:52.968 --> 00:36:53.189]  Number 5.
[00:36:53.749 --> 00:36:57.670]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:36:57.890 --> 00:37:02.651]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:37:02.951 --> 00:37:06.972]  You can get more information at www.mysolarbackup.com.
[00:37:07.112 --> 00:37:08.672]  That's mysolarbackup.com.
[00:37:08.912 --> 00:37:13.493]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[00:37:16.954 --> 00:37:21.976]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[00:37:22.176 --> 00:37:31.320]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[00:37:31.540 --> 00:37:45.585]  The Berkey light systems include a set of self-sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[00:37:45.865 --> 00:37:53.817]  Order the Berkey Light System today, complete with two black Berkey elements for only $231, and the Berkey Guy will ship your order free of charge.
[00:37:53.997 --> 00:37:59.565]  With the purchase of a Berkey Light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only $39.99.
