[00:00:00.209 --> 00:00:01.469]  You've got it, brother.
[01:36:10.304 --> 01:36:11.505]  I'm not a mark.
[01:36:11.505 --> 01:36:13.467]  I'm not here to be a slave.
[01:36:13.467 --> 01:36:15.688]  I'm not here to be an idiot.
[01:36:15.688 --> 01:36:21.133]  I know what's going on because it's in my face and I don't like it!
[01:36:21.133 --> 01:36:22.194]  Alright, I said I'm going to your calls.
[01:36:23.666 --> 01:36:26.788]  But I'm like somebody who goes through a buffet and puts too much on the plate.
[01:36:26.788 --> 01:36:29.089]  Called Aaron in here, had him on about two minutes.
[01:36:29.089 --> 01:36:31.930]  Luke Radowsky on, founder of We Are Change, great patriot.
[01:36:31.930 --> 01:36:35.592]  He's reported for some large national news outlets like RT and others.
[01:36:35.592 --> 01:36:37.293]  He's on with us right now.
[01:36:37.293 --> 01:36:41.175]  He's been in and out of the week-long demonstrations there in New York.
[01:36:41.175 --> 01:36:42.416]  There were a bunch of arrests.
[01:36:42.416 --> 01:36:43.616]  Some say 80, some say 100, some say 20.
[01:36:45.117 --> 01:36:45.597]  I don't know.
[01:36:45.597 --> 01:36:47.719]  I've got a bunch of articles about it.
[01:36:47.719 --> 01:36:49.180]  I know you've been there off and on.
[01:36:49.180 --> 01:36:50.921]  Peaceful people trying to demonstrate.
[01:36:50.921 --> 01:36:54.304]  Nowhere in lower Manhattan is it allowed, just like China.
[01:36:54.304 --> 01:36:56.265]  But oh, it's okay because we're America.
[01:36:56.265 --> 01:36:57.926]  And so you don't protest Wall Street.
[01:36:57.926 --> 01:37:01.269]  And the media is calling them communists, and certainly some of them are communists.
[01:37:01.269 --> 01:37:05.232]  But nobody's a bigger communist than Wall Street with their tens of trillions of bailout money.
[01:37:05.532 --> 01:37:10.059]  Stealing our cash and Wall Street funding socialism to steal our money.
[01:37:10.059 --> 01:37:13.884]  So yeah, there's some dumb commies on the ground protesting their bosses, yes.
[01:37:13.884 --> 01:37:18.191]  But I'm told, Luke, most of these people are in the fetters that really know what's going on.
[01:37:18.191 --> 01:37:19.513]  Luke Radowsky, tell us what's happening.
[01:37:20.043 --> 01:37:25.067]  Most of these people are caring, loving Americans who want this system to end, screwing everybody over.
[01:37:25.067 --> 01:37:32.474]  Sadly, when all the action was going on yesterday, I was actually on the other side of town, but I ran to Union Square where all the arrests were happening.
[01:37:32.474 --> 01:37:42.402]  I actually got an interview with one of the people who survived the police beatings and escaped those orange nets, those orange nets that the NYPD hasn't used ever since the Republican National Convention.
[01:37:42.922 --> 01:37:43.563]  I don't think so.
[01:38:02.043 --> 01:38:02.484]  We're good to go.
[01:38:25.445 --> 01:38:29.048]  So right now, what I hope to see is a larger number of people who are going to fight back.
[01:38:29.048 --> 01:38:34.172]  We're going to come out to Liberty Plaza right now, and they're going to show people that we're not going to stand down.
[01:38:34.172 --> 01:38:38.655]  The more numbers we have, the better the situation is going to be out there, and they can't stop all of us.
[01:38:38.655 --> 01:38:43.419]  Well, what's amazing is, Luke, this was going on before you even came to Austin on Monday and Tuesday.
[01:38:43.419 --> 01:38:48.723]  You'd already filed video reports of demonstrations a week and a half ago, and they would block most of lower...
[01:38:51.127 --> 01:38:53.929]  Manhattan around Wall Street so he couldn't get into it.
[01:38:53.929 --> 01:38:58.972]  Now, for over a week, they've been trying to stop any demonstrations anywhere.
[01:38:58.972 --> 01:39:04.857]  And our government criticized China for blocking protests.
[01:39:04.857 --> 01:39:07.138]  How can the New York police act like this?
[01:39:07.138 --> 01:39:09.520]  I know you've even gotten permits before.
[01:39:09.520 --> 01:39:13.062]  I've been with you when New York cops say, we don't care if you have a permit.
[01:39:13.062 --> 01:39:14.143]  You're not going to demonstrate.
[01:39:14.143 --> 01:39:16.805]  I mean, this is really a shameful situation.
[01:39:17.290 --> 01:39:25.778]  I mean, the NYPD is getting orders from high-level government officials to stop and quail this movement, this resistance, and that's why they're acting this way.
[01:39:25.778 --> 01:39:37.669]  Many officers, I mean, the people there are giving the officers coffee, water, even food, and they're telling them, you know, you are a part of that 99% who's being screwed over by the 1%, and we are here standing with you.
[01:39:37.669 --> 01:39:39.231]  Your pensions are going away.
[01:39:39.231 --> 01:39:41.473]  Sadly, that message has not been heard, and people are
[01:39:41.833 --> 01:39:45.296]  So you go up and give the cop coffee and then they beat your head in and laugh at you?
[01:39:45.296 --> 01:39:50.780]  Well don't worry, the cops are going to lose their pensions and they'll love it.
[01:39:50.780 --> 01:39:54.303]  It'll all go to foreign banks and that's what they want.
[01:39:54.303 --> 01:39:57.445]  And they want the dollar devalued, so?
[01:39:57.445 --> 01:40:01.488]  They're like, here I can beat your head in, don't matter Rothschild, take my money.
[01:40:04.152 --> 01:40:05.733]  It's ridiculous what's happening right now.
[01:40:05.733 --> 01:40:12.918]  There's some signs of good things happening, of police officers secretly letting some people let go when other officers aren't watching.
[01:40:12.918 --> 01:40:16.641]  So not all police officers are that bad, but what we saw is the worst yesterday.
[01:40:16.641 --> 01:40:29.029]  And we're trying to show people, you know, this has to stop, and this can only stop if... But look, just to confirm here, Luke Radowsky on the ground in the middle of all this, off and on the last week and a half, um, Luke,
[01:40:30.239 --> 01:40:35.566]  Because they're reporting peaceful demonstrators are being drug off.
[01:40:35.566 --> 01:40:36.828]  Yeah.
[01:40:36.828 --> 01:40:39.632]  Grabbed by the hair, some even pepper sprayed.
[01:40:39.632 --> 01:40:41.214]  You can see the videos online.
[01:40:41.738 --> 01:40:50.784]  Total draconian, total police abuse of power with people who are just wanting to stand in the street, who want to just walk and get their message heard.
[01:40:50.784 --> 01:40:55.227]  Our message does not get heard by the corporate mainstream media, but now we're finally getting attention.
[01:40:55.227 --> 01:40:59.530]  So this is going to backfire on the NYPD because of their brutality.
[01:40:59.530 --> 01:41:03.112]  And I hope more people come out, more people hear about what's happening and make a stand.
[01:41:03.112 --> 01:41:05.033]  Because the bigger the numbers, the safer we are.
[01:41:05.033 --> 01:41:07.875]  I learned this from Barcelona when they were doing similar movements.
[01:41:08.155 --> 01:41:13.117]  Whenever there was a low turnout, the police would come and beat the crap out of everybody and kick everybody out.
[01:41:13.117 --> 01:41:16.458]  And we've got word that they're planning on doing this soon in New York City.
[01:41:16.458 --> 01:41:21.360]  But they can't get rid of thousands of people if we're all there at once, peacefully standing.
[01:41:21.360 --> 01:41:25.501]  Okay, so this is going to happen right now, all info warriors in the New York area.
[01:41:25.501 --> 01:41:26.742]  Where do they converge again, Luke?
[01:41:27.361 --> 01:41:31.184]  Liberty Plaza by City Hall, right by, right in between Wall Street.
[01:41:31.184 --> 01:41:35.928]  We're all there, you can't- What do you think, you're gonna stand at the Liberty Plaza?
[01:41:35.928 --> 01:41:38.310]  What do you think this is, America?
[01:41:38.310 --> 01:41:41.073]  Let's beat the people up at the Liberty Plaza!
[01:41:42.170 --> 01:41:44.632]  I hope to see as many people out there as I can.
[01:41:44.632 --> 01:41:47.114]  There's so many amazing people from all walks of life.
[01:41:47.114 --> 01:41:49.836]  And I have to say, this is not even a protest, but it's a movement.
[01:41:49.836 --> 01:41:50.476]  It's a culture.
[01:41:50.476 --> 01:41:56.381]  It's a new way of life of people coming together, helping each other, living side-by-side, feeding each other, clothing each other.
[01:41:56.381 --> 01:41:58.022]  Very un-American to demonstrate.
[01:41:58.022 --> 01:41:59.583]  I can't believe you're doing this, Luke.
[01:41:59.583 --> 01:42:03.466]  Luke Rudowsky, fire out the websites for folks to find out more about WeAreChange.
[01:42:03.466 --> 01:42:09.811]  Just go to youtube.com forward slash wearechange and we're going to be following your reports about what's happening in Occupy Wall Street as it happens.
[01:42:10.646 --> 01:42:11.486]  Well done, my friend.
[01:42:11.486 --> 01:42:12.127]  Appreciate you.
[01:42:12.127 --> 01:42:13.927]  We'll talk to you tomorrow more on this.
[01:42:13.927 --> 01:42:17.069]  Okay, I gotta get to at least 10 of these calls or so.
[01:42:17.069 --> 01:42:19.710]  Everybody's been patiently holding.
[01:42:19.710 --> 01:42:21.551]  The very same banksters are imploding.
[01:42:21.551 --> 01:42:23.312]  Europe noticed each bailout.
[01:42:23.312 --> 01:42:25.493]  They only need more money after that.
[01:42:25.493 --> 01:42:26.973]  Things only get worse.
[01:42:26.973 --> 01:42:28.334]  Six weeks to save the euro.
[01:42:28.334 --> 01:42:32.215]  Chancellor's warning after another day of financial turmoil.
[01:42:32.215 --> 01:42:35.497]  All over Europe, they're running around not going along with this.
[01:42:35.497 --> 01:42:39.519]  No matter how many pensions you get rid of or how much government you cut,
[01:42:40.598 --> 01:42:43.279]  You're not ever gonna get rid of the derivatives.
[01:42:43.279 --> 01:42:47.181]  The bankers set this up to hold the world hostage.
[01:42:47.181 --> 01:42:48.641]  And the same thing's happening here.
[01:42:48.641 --> 01:42:53.443]  When we come out of break, I'm giving each caller one minute to make their peace.
[01:42:53.443 --> 01:42:54.024]  I'm moving on.
[01:42:54.024 --> 01:42:58.926]  I will get the Barry, TJ, Jim, Benjamin, Jerry, Will, Kathy, Brian on the other side.
[01:43:00.831 --> 01:43:02.012]  A very wealthy U.S.
[01:43:02.012 --> 01:43:08.939]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[01:43:08.939 --> 01:43:11.501]  He says it will change everything about our lives.
[01:43:11.501 --> 01:43:16.886]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[01:43:16.886 --> 01:43:19.929]  Now this man has made some outrageous predictions over the years.
[01:43:19.929 --> 01:43:22.231]  The crazy part is, he's usually right.
[01:43:22.231 --> 01:43:25.574]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac.
[01:43:25.774 --> 01:43:28.475]  And America's biggest mall owner, General Growth Properties.
[01:43:28.475 --> 01:43:31.856]  In fact, Barron's called his work a dire prophecy.
[01:43:31.856 --> 01:43:37.638]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[01:43:37.638 --> 01:43:39.278]  And it's a real eye-opener.
[01:43:39.278 --> 01:43:40.579]  I can't stress this enough.
[01:43:40.579 --> 01:43:43.240]  You should at least watch this free video online today.
[01:43:43.240 --> 01:43:47.461]  He explains everything you need to know, including simple steps you can take to protect yourself.
[01:43:47.461 --> 01:43:50.042]  You can find the video at www.barron.com.
[01:43:50.182 --> 01:43:54.267]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:43:54.267 --> 01:43:58.131]  Number one, new climate legislation could easily double or triple your electric bill.
[01:43:58.131 --> 01:43:58.632]  Number two,
[01:44:10.285 --> 01:44:15.189]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:44:15.189 --> 01:44:15.930]  It's true.
[01:44:15.930 --> 01:44:20.794]  Total government control of electricity in the name of smart grid technology is coming.
[01:44:20.794 --> 01:44:21.635]  Number 3.
[01:44:21.635 --> 01:44:25.218]  In some areas of the country, the power grid is dangerously overloaded.
[01:44:25.218 --> 01:44:29.121]  And now, new socialist legislation is only compounding the problem.
[01:44:29.121 --> 01:44:29.922]  Number 4.
[01:44:29.922 --> 01:44:32.684]  Dangerous weather is always a threat to local grids.
[01:44:32.684 --> 01:44:36.367]  Every year, thousands of families lose their power from weather-related outages.
[01:44:36.367 --> 01:44:36.608]  Number 5.
[01:44:37.148 --> 01:44:41.291]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:44:41.291 --> 01:44:46.335]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:44:46.335 --> 01:44:50.518]  You can get more information at www.mysolarbackup.com.
[01:44:50.518 --> 01:44:52.299]  That's mysolarbackup.com.
[01:44:52.299 --> 01:44:56.903]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[01:45:00.365 --> 01:45:01.947]  Hello friends, Alex Jones here.
[01:45:01.947 --> 01:45:05.390]  You all know I've worked for years with Steve Shank and eFoods Direct.
[01:45:05.390 --> 01:45:07.973]  I have eFoods for my own emergency food supply.
[01:45:07.973 --> 01:45:11.036]  You know Steve, life is different now for all of us, isn't it?
[01:45:11.036 --> 01:45:11.836]  Very different.
[01:45:11.836 --> 01:45:15.340]  People are using this great food to survive the present hurricane season.
[01:45:15.640 --> 01:45:21.781]  And we've already had $40 billion worth of damage from floods, storms, quakes, and droughts.
[01:45:21.781 --> 01:45:24.022]  And that's just the first eight months of this year.
[01:45:24.022 --> 01:45:28.123]  Natural disasters are newsworthy, but only touch a few of us Americans.
[01:45:28.123 --> 01:45:31.784]  The huge issue of the greatest depression is on everyone's mind.
[01:45:31.784 --> 01:45:38.145]  The unemployment, the loss of homes, lost businesses, and skyrocketing food costs are hitting every American.
[01:45:38.145 --> 01:45:40.005]  So everyone needs food security.
[01:45:40.005 --> 01:45:42.346]  Folks, this month you will get free shipping on every food
[01:45:42.446 --> 01:45:44.528]  That's right.
[01:45:44.528 --> 01:45:47.131]  Every order gets free shipping starting September 6th.
[01:45:47.131 --> 01:45:53.437]  Get stocked up with the best storable foods out there with eFoods Direct and be prepared for any emergency before it happens.
[01:45:53.437 --> 01:45:56.099]  To take advantage of this special call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[01:46:01.311 --> 01:46:03.032]  Hi folks, this is Alex Jones.
[01:46:03.032 --> 01:46:08.335]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:46:08.335 --> 01:46:09.876]  Saving means to make money.
[01:46:09.876 --> 01:46:18.661]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:46:19.401 --> 01:46:26.923]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:46:26.923 --> 01:46:34.924]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:46:34.924 --> 01:46:42.325]  If you want something better, if you want something you've never had before, you had to do something you've never done before, getting a free catalog is easy by calling 800-340-7091.
[01:46:45.066 --> 01:46:45.906]  Coast to Coast.
[01:46:45.906 --> 01:46:47.747]  Direct from Austin.
[01:46:47.747 --> 01:46:50.808]  You're listening to the Alex Jones Broadcasting Network.
[01:47:10.891 --> 01:47:17.035]  From the front lines of the information war, it's Alex Jones.
[01:47:17.035 --> 01:47:19.697]  You bet your bottom devalued dollar it is.
[01:47:19.697 --> 01:47:22.779]  By the way, I went over to Romeo's to eat Italian food with some of the crew.
[01:47:23.865 --> 01:47:24.906]  Let's go ahead and go to Barry in Texas.
[01:47:45.990 --> 01:47:47.871]  Go ahead, sir.
[01:47:47.871 --> 01:47:48.871]  Welcome.
[01:47:48.871 --> 01:47:49.931]  Okay, hello, yeah.
[01:47:49.931 --> 01:47:50.592]  Good to talk to you.
[01:47:50.592 --> 01:47:54.653]  I met you at the, uh, PSA, uh, protest at the state capitol.
[01:47:54.653 --> 01:47:55.733]  It was awesome.
[01:47:55.733 --> 01:47:57.094]  The storming of the capitol?
[01:47:57.094 --> 01:47:57.574]  Yes.
[01:47:57.574 --> 01:47:58.454]  Yeah, exactly.
[01:47:58.454 --> 01:48:01.396]  We didn't get a pyramid and grovel outside.
[01:48:01.396 --> 01:48:02.236]  We stormed it.
[01:48:03.055 --> 01:48:06.018]  It was awesome when we saw Chupacabra Dewhurst there.
[01:48:06.018 --> 01:48:16.310]  I was just going to just underline something he said about Ron Paul that, you know, people that work a lot will bring up politics and say, yeah, I would vote for Ron Paul, you know, except they say he can't win.
[01:48:17.029 --> 01:48:19.790]  And obviously, you know, I take an opportunity to explain to him, but why not?
[01:48:19.790 --> 01:48:23.771]  You know, I mean, he's, uh, he's either number two or three, depending on which poll you look at.
[01:48:23.771 --> 01:48:27.352]  And, uh, I kind of try to explain to him that they're just basically going along with what they've been told.
[01:48:27.352 --> 01:48:31.774]  It's like telling a child Santa Claus isn't real or it's a magician trick.
[01:48:31.774 --> 01:48:35.675]  The magician is not really putting swords through his beautiful assistant.
[01:48:35.675 --> 01:48:45.418]  And when they say Ron Paul can't win when he's number one, number two, or number three in every scientific poll, is a total mind game, and the people doing it are scum!
[01:48:46.399 --> 01:48:48.564]  And the people buying it are idiots!
[01:48:48.564 --> 01:48:49.305]  I'm sorry.
[01:48:49.305 --> 01:48:54.076]  I'm just sick of pe- I'm like, that's a scam, it's a parlor trick, wake up to it!
[01:48:54.076 --> 01:48:55.279]  I'm sorry, go ahead and finish up, Barry.
[01:48:55.913 --> 01:48:58.515]  Well, the other thing I was going to say, the co-worker told me a story about his wife.
[01:48:58.515 --> 01:49:00.176]  He and his wife went in for a routine check-up.
[01:49:00.176 --> 01:49:01.457]  She was six months pregnant.
[01:49:01.457 --> 01:49:08.941]  And the doctor there, who saw his wife, he knew, walking out, that he was going to be lambasted with pressure to get a vaccine.
[01:49:08.941 --> 01:49:12.444]  Because it just was sign after sign, get your vaccine, get your vaccine, get your vaccine.
[01:49:12.444 --> 01:49:14.005]  So he went in there, he was prepared.
[01:49:14.005 --> 01:49:16.987]  He told his wife, look, we're not going to get the vaccine they're going to offer to us.
[01:49:16.987 --> 01:49:18.047]  And she was like, well, why?
[01:49:18.047 --> 01:49:23.571]  And he tried to explain it to her, you know, because I don't want the baby to be exposed to any toxins or the preservatives, whatever.
[01:49:24.051 --> 01:49:32.778]  But the doctor became very upset and she said, well, you're going to have to sign a waiver and if anything happens, you're going to be responsible because the baby's going to be born during flu season, et cetera, et cetera.
[01:49:32.778 --> 01:49:34.800]  And he said, OK, fine, we'll sign the waiver.
[01:49:34.800 --> 01:49:35.581]  You shouldn't have.
[01:49:35.581 --> 01:49:40.304]  Listen, listen, I've had dozens of medical doctors on until three years ago.
[01:49:40.304 --> 01:49:43.087]  They always said, don't give a pregnant woman a vaccine.
[01:49:43.087 --> 01:49:45.128]  It causes miscarriages and brain damage.
[01:49:45.128 --> 01:49:47.330]  And now they say, give it to pregnant women.
[01:49:47.330 --> 01:49:48.111]  It's on the day.
[01:49:48.111 --> 01:49:50.713]  It's on the insert not to give it to the women.
[01:49:50.933 --> 01:49:56.256]  You don't have to sign a waiver saying you've done something wrong with that piece of garbage doctor.
[01:49:56.256 --> 01:49:57.517]  They're like Nazis, though.
[01:49:57.517 --> 01:50:01.400]  They've committed this evil, like leeches and everything else, for so long.
[01:50:01.400 --> 01:50:03.761]  They're going to defend it as it gets more and more brazen.
[01:50:03.761 --> 01:50:09.065]  But you notice with Perry, it's now a national issue, him sitting there with the forced inoculation.
[01:50:09.065 --> 01:50:09.925]  I'm sorry, finish up.
[01:50:09.925 --> 01:50:10.906]  So what happened with the doctor?
[01:50:11.687 --> 01:50:23.817]  Well, yeah, so she tried to make him feel really guilty and as soon as they stepped out to get another procedure done, she saw one of the technicians, I guess, who gives the vaccine and the doctor said, hey, she needs a vaccine and pointed at his wife.
[01:50:23.817 --> 01:50:31.224]  And the wife just looked at her husband and he kind of was like, he said he didn't want to blow up in front of everybody, but he was furious and he looked at the doctor like, we just talked about this.
[01:50:32.044 --> 01:50:33.805]  They treat you like animals!
[01:50:33.805 --> 01:50:36.507]  They tell you it's the law to take it in school when it's not!
[01:50:36.507 --> 01:50:37.728]  They're criminals!
[01:50:37.728 --> 01:50:47.354]  They admit that the seasonal flu shot doesn't even protect you from flu, and doubles your chances of getting the next season flu, and three consecutive shots doubles your chance of Alzheimer's.
[01:50:47.354 --> 01:50:48.494]  Look it up!
[01:50:48.494 --> 01:50:49.675]  This is eugenics!
[01:50:49.675 --> 01:50:51.056]  I appreciate your call, Barry.
[01:50:51.056 --> 01:50:53.478]  TJ in Minnesota, hosting on 93.5 Shortwave.
[01:50:53.478 --> 01:50:54.098]  Go ahead, TJ.
[01:50:54.098 --> 01:50:54.418]  Go ahead, TJ!
[01:50:59.991 --> 01:51:00.872]  Yeah, can you hear me?
[01:51:00.872 --> 01:51:02.533]  Yes sir, welcome.
[01:51:02.533 --> 01:51:06.856]  Yeah, I'll say my piece in 45 seconds or less.
[01:51:06.856 --> 01:51:08.857]  I wasn't mad at you, I'm mad about the doctor.
[01:51:08.857 --> 01:51:16.743]  I'm mad about the doctor lying and saying take a flu shot when that criminal knows the insert says it'll probably kill that baby better to hammer.
[01:51:16.743 --> 01:51:22.968]  And the government now recommends you give pregnant women shots because it's a form of forced abortion and sterilization.
[01:51:22.968 --> 01:51:24.188]  It's eugenics!
[01:51:24.188 --> 01:51:25.870]  I'm sorry, they're murdering us!
[01:51:25.870 --> 01:51:27.171]  Go ahead, I'm sorry, TJ.
[01:51:28.444 --> 01:51:31.085]  That's okay, I only wanted 45 seconds.
[01:51:31.085 --> 01:51:33.146]  Go ahead!
[01:51:33.146 --> 01:51:36.068]  I got two points, the second one's more important than the first.
[01:51:36.068 --> 01:51:42.031]  I'm very apolitical and you and I and most of your listeners know that our vote doesn't count.
[01:51:42.031 --> 01:51:45.972]  I've met Ron Paul, he's a nice guy, but does he have a standing army?
[01:51:45.972 --> 01:51:47.053]  A fort?
[01:51:47.620 --> 01:51:52.603]  Air defense artillery to keep him working if he was to be a president?
[01:51:52.603 --> 01:51:55.125]  Okay, listen, he'll be injecting ideas.
[01:51:55.125 --> 01:51:56.726]  Ideas are bulletproof.
[01:51:56.726 --> 01:51:59.989]  And so by him running, we win, exposing the whole system.
[01:51:59.989 --> 01:52:02.190]  If you just have an attitude, one guy's got to fix it all.
[01:52:02.190 --> 01:52:03.491]  It's never going to happen.
[01:52:03.491 --> 01:52:07.534]  Ron Paul, by running, is illustrating all their dirty tricks.
[01:52:07.534 --> 01:52:14.739]  Okay, I want to go to the second point, because you said it the other day, and it's more important than politics ever was.
[01:52:14.739 --> 01:52:16.580]  I believe, and I've watched
[01:52:17.662 --> 01:52:25.108]  populations and censuses and I fly over Asia and Mexico and the U.S.
[01:52:25.108 --> 01:52:41.980]  We've been depopulated heavily for 10 or 15 years to an Armageddon-like state and you said that the other day and you're the only man I've ever heard say that with authority and I think that you and I are correct.
[01:52:41.980 --> 01:52:45.823]  All you've got to do is start reading obituaries and looking at the birth columns or
[01:52:47.757 --> 01:52:50.038]  Sir, I gotta jump, but look, the U.S.
[01:52:50.038 --> 01:52:51.959]  life expectancy has dropped.
[01:52:51.959 --> 01:52:55.741]  And that's with all the drugs they do to keep you alive, it's still dropped.
[01:52:55.741 --> 01:52:59.423]  And then before, about 30% or more of babies died.
[01:52:59.423 --> 01:53:07.247]  So now when you take the average of the high infant mortality rate out and add it back in, our life expectancy's dropped by more than 15 years.
[01:53:07.247 --> 01:53:14.871]  Okay, to quantify that, if you made it past being a young child in the old times, then you live longer on average, if you go back 100 years ago.
[01:53:16.091 --> 01:53:18.112]  Let's go ahead and talk to Jim in Arkansas.
[01:53:18.112 --> 01:53:18.972]  Jim, you're on the air.
[01:53:18.972 --> 01:53:19.892]  Go ahead.
[01:53:19.892 --> 01:53:21.433]  Hi, Alex.
[01:53:21.433 --> 01:53:25.134]  Did I understand you earlier this week to say that you were in Hot Springs last Sunday?
[01:53:25.134 --> 01:53:26.674]  Yeah.
[01:53:26.674 --> 01:53:30.055]  You didn't buy a local paper, did you?
[01:53:30.055 --> 01:53:43.119]  Last Sunday's Arkansas Democrat Gazette has a front page article below the fold that talks about the state legislature has just passed a law requiring all water systems serving 5,000 or more people to install fluoridation systems.
[01:53:43.812 --> 01:53:44.853]  No, I didn't see that.
[01:53:44.853 --> 01:53:47.755]  And of course, you have some of the best water in the country in Arkansas.
[01:53:47.755 --> 01:53:50.496]  Those deep aquifers, volcanic aquifers.
[01:53:50.496 --> 01:53:55.639]  But that's because all these cities are pulling the fluoride out, so then they try to pass a law.
[01:53:55.639 --> 01:53:59.102]  Guys, Google that.
[01:53:59.102 --> 01:54:02.644]  Arkansas legislature passes law requiring fluoridation.
[01:54:02.644 --> 01:54:07.367]  It's Act 197 of 2011.
[01:54:07.367 --> 01:54:10.729]  Well, I tell you, they want to make you... Listen, it's a fact.
[01:54:11.536 --> 01:54:14.517]  That the fluoride is massively increasing cancer.
[01:54:14.517 --> 01:54:17.078]  Just search fluoride cancer increase.
[01:54:17.078 --> 01:54:23.599]  And earlier, I got mad about the doctor saying to a pregnant woman, take your flu shot, when they're nothing but big farmer reps.
[01:54:23.599 --> 01:54:30.641]  The stinking flu shot has been proven to cause brain damage, birth defects, and spontaneous miscarriage.
[01:54:30.641 --> 01:54:34.802]  The stinking insert says don't give it to pregnant women.
[01:54:34.802 --> 01:54:36.843]  It's like a test to see what they can get away with.
[01:54:36.843 --> 01:54:38.123]  Yeah, there's the act.
[01:54:38.123 --> 01:54:40.024]  Wow, this is passed now in Arkansas?
[01:54:40.632 --> 01:54:42.914]  Yeah, this was in last Sunday's paper.
[01:54:42.914 --> 01:54:43.834]  Well, you know why?
[01:54:43.834 --> 01:54:47.877]  All over Canada, all over the US, all over Europe, they're pulling fluoridation.
[01:54:47.877 --> 01:54:52.221]  It's like five, six towns a week, cities, big cities are doing it.
[01:54:52.221 --> 01:54:55.103]  And so they're panicking and trying to make it the law.
[01:54:55.103 --> 01:54:58.005]  Wow, are folks upset about that in Arkansas?
[01:54:58.596 --> 01:55:04.839]  I haven't heard a whole lot, and I've started a new job, so I'm kind of out of touch right now, but I'm surprised I haven't heard more about it.
[01:55:04.839 --> 01:55:06.140]  Alright, I gotta jump.
[01:55:06.140 --> 01:55:07.040]  I'll cover this more.
[01:55:07.040 --> 01:55:07.681]  Wow.
[01:55:07.681 --> 01:55:09.622]  State-level forced fluoridation.
[01:55:09.622 --> 01:55:11.182]  That's not just a federal regulation.
[01:55:11.182 --> 01:55:12.403]  That's forced.
[01:55:12.403 --> 01:55:14.504]  These criminal scumbags.
[01:55:14.504 --> 01:55:15.585]  Oh, man.
[01:55:15.585 --> 01:55:17.226]  Benjamin in Kansas, you're on the air.
[01:55:17.226 --> 01:55:17.606]  Go ahead.
[01:55:18.376 --> 01:55:20.578]  Yeah, they tried to do that to my sister.
[01:55:20.578 --> 01:55:26.425]  She was nine weeks pregnant, and they had two separate nurses come in and ask her, would you like the flu shot?
[01:55:26.425 --> 01:55:27.466]  No, okay, they walked out.
[01:55:27.466 --> 01:55:28.347]  Would you like the flu shot?
[01:55:28.347 --> 01:55:29.388]  Another one came in.
[01:55:29.388 --> 01:55:30.109]  No.
[01:55:30.109 --> 01:55:36.136]  Then the doctor came in, and he said, well, you're gonna get deathly ill if you don't take this flu shot.
[01:55:36.136 --> 01:55:38.198]  And I guess they were just trying to murder her and her baby.
[01:55:38.198 --> 01:55:39.139]  I guess, I don't know.
[01:55:39.139 --> 01:55:39.860]  I'm sick of it, though.
[01:55:40.373 --> 01:55:43.874]  Well, what they are is little control freaks who've bought in.
[01:55:43.874 --> 01:55:45.774]  Doctors are just like technicians now.
[01:55:45.774 --> 01:55:50.075]  They do whatever Big Pharma tells them through the American Medical Association.
[01:55:50.075 --> 01:55:55.196]  Just like doctors 80 years ago sterilized over 500,000 people under orders.
[01:55:55.196 --> 01:55:57.716]  Hitler got all those eugenics from the U.S.
[01:55:57.716 --> 01:56:02.477]  You wonder why in New York just five years ago they would test pesticide on poor children until they died.
[01:56:02.477 --> 01:56:03.757]  That's New York Daily News.
[01:56:03.757 --> 01:56:04.718]  The doctors were ordered to do it.
[01:56:04.718 --> 01:56:05.898]  They murdered little black kids.
[01:56:05.898 --> 01:56:06.298]  They love it.
[01:56:06.798 --> 01:56:09.282]  I mean, it's this power trip.
[01:56:09.282 --> 01:56:12.186]  Hitler's tyranny started through a medical tyranny.
[01:56:12.186 --> 01:56:15.491]  And it's all about forcing it on people.
[01:56:16.598 --> 01:56:17.738]  Well, I've never taken a flu shot.
[01:56:17.738 --> 01:56:19.179]  For some reason, I'm still alive.
[01:56:19.179 --> 01:56:20.240]  I don't think I need it.
[01:56:20.240 --> 01:56:25.142]  Sir, they're coming out with hundreds of new vaccines and trying to have government mandated.
[01:56:25.142 --> 01:56:26.042]  Look at Rick Perry.
