[00:00:00.613 --> 00:00:01.216]  Oh, no!
[00:23:11.128 --> 00:23:14.610]  Traditional metal lids are single-use throwaways containing BPA.
[00:23:14.610 --> 00:23:19.613]  But Tadler Reusable Canning Lids are guaranteed to last a lifetime when used as design for home canning.
[00:23:19.613 --> 00:23:26.536]  Tadler Lids are made with a USDA and FDA approved food grade plastic, safe for direct food contact, and contain no BPA.
[00:23:26.536 --> 00:23:30.438]  Tadler Lids are dishwasher safe, usable with standard pressure or water bath canning,
[00:23:30.558 --> 00:23:32.678]  Eliminate food spoilage from acid corrosion.
[00:23:32.678 --> 00:23:34.019]  Fit standard mason jars.
[00:23:34.019 --> 00:23:37.399]  Are indefinitely reusable and are proudly made in the USA.
[00:23:37.399 --> 00:23:40.060]  Place orders at ReusableCanningLids.com or call 1-877-747-2793.
[00:23:40.060 --> 00:23:40.120]  877-747-2793.
[00:23:40.120 --> 00:23:41.200]  Call 877-747-2793 or go to ReusableCanningLids.com.
[00:23:41.200 --> 00:23:43.241]  That's ReusableCanningLids.com for Tadler Reusable Canning Lids.
[00:23:43.241 --> 00:23:44.201]  The original since 1976.
[00:24:09.599 --> 00:24:16.047]  Do you realize how deadly dangerous it is in shows like 24 in the last eight years?
[00:24:16.047 --> 00:24:18.951]  Glorified torture.
[00:24:18.951 --> 00:24:20.193]  When the media pushed it.
[00:24:20.193 --> 00:24:23.617]  When Rumsfeld talked about how great it was.
[00:24:23.617 --> 00:24:25.980]  When Bush wrote a book last year bragging about it.
[00:24:27.045 --> 00:24:32.788]  They are selling you on evil so that you will accept being part of an evil empire.
[00:24:32.788 --> 00:24:37.270]  And so you will accept your neighbors being abused and yourself being abused.
[00:24:37.270 --> 00:24:44.473]  They are destroying every basic protection against oppression and slavery.
[00:24:44.473 --> 00:24:48.574]  Things are serious, focused, hardcore.
[00:24:48.574 --> 00:24:50.455]  Forefathers understood.
[00:24:50.455 --> 00:24:51.996]  They'd been through oppression.
[00:24:51.996 --> 00:24:54.137]  They'd been through a war against the greatest empire.
[00:24:56.431 --> 00:24:57.552]  I'm getting chills right now.
[00:24:57.552 --> 00:24:59.953]  It's so sad how far we've slumped.
[00:24:59.953 --> 00:25:17.362]  The lies about how this is humanitarian, about how Qaddafi was going up against peaceful crowds, when on record it was NATO, British, French, U.S.-backed special forces in there commanding al-Qaeda out of Saudi Arabia and Egypt.
[00:25:17.362 --> 00:25:19.103]  Not even debated!
[00:25:19.103 --> 00:25:25.327]  And now... I mean, there's al-Qaeda, who was used against the Serbs, used against the Russians, being used again.
[00:25:26.246 --> 00:25:28.507]  And the public doesn't even put two and two together.
[00:25:28.507 --> 00:25:32.488]  It's in mainstream news, CNN, London Telegraph.
[00:25:32.488 --> 00:25:48.134]  As a footnote, going back four years ago, and then again two years ago, the White House put out public statements saying they were using four rebel groups on the eastern border of Iraq with Persia, with Iran, to launch attacks in the country, and that U.S.
[00:25:48.134 --> 00:25:50.835]  Special Forces were on the ground in Iran.
[00:25:50.835 --> 00:25:51.736]  Acts of war!
[00:25:53.615 --> 00:25:56.799]  Telling us that Iran's gonna launch terror attacks on us.
[00:25:56.799 --> 00:25:58.281]  This isn't our government.
[00:25:58.281 --> 00:25:59.943]  This isn't our military.
[00:25:59.943 --> 00:26:02.647]  Your son or daughter may be in the military, may be a great person.
[00:26:02.647 --> 00:26:05.811]  It'd be like a nice person who was German in the German military in 1940.
[00:26:07.412 --> 00:26:10.133]  Okay, the country is run by crooks.
[00:26:10.133 --> 00:26:11.934]  It's not America doing this.
[00:26:11.934 --> 00:26:13.915]  And we better hit our knees and repent.
[00:26:13.915 --> 00:26:17.636]  And also publicly say, not in our name, what's going on.
[00:26:17.636 --> 00:26:20.037]  Yeah, Gaddafi's been in power for 41 years.
[00:26:20.037 --> 00:26:22.018]  He looks like a goofball.
[00:26:22.018 --> 00:26:25.119]  But he's a strong man who's handed out millions of guns to his people.
[00:26:25.119 --> 00:26:26.640]  He's preparing for invasion.
[00:26:26.640 --> 00:26:28.441]  They're clearly got an invasion set.
[00:26:28.441 --> 00:26:31.062]  There's special forces there, admittedly, for over a month.
[00:26:32.861 --> 00:26:47.855]  The invasion forces are off the coast and the way they're acting is they may stage a terror attack and blame it on Qaddafi and then legitimize a crackdown domestically and more police state as we go into the depression.
[00:26:47.855 --> 00:26:51.459]  What did RAND Corporation say three years ago that Paul Watson wrote about?
[00:26:51.459 --> 00:26:54.221]  Made big national news.
[00:26:54.221 --> 00:26:56.984]  Because we're some of the only people that'll actually read government reports and write about it.
[00:26:57.745 --> 00:27:05.807]  Rand Corporation said in the next few years to get out of the depression we need a large war, bigger than Iraq, a full regional war.
[00:27:05.807 --> 00:27:07.128]  How do they do it?
[00:27:07.128 --> 00:27:11.469]  They fund radical groups who sure, I'm sure have beefs with the government.
[00:27:11.469 --> 00:27:17.670]  These are corrupt Arab governments, every one of them a dictatorship, either whether it's run by royalty or an oligarchy.
[00:27:17.670 --> 00:27:25.693]  And they fund them in Saudi Arabia, in Bahrain, in Egypt, in Libya, in Jordan.
[00:27:25.693 --> 00:27:26.633]  Friends and enemies.
[00:27:28.226 --> 00:27:33.488]  And by the way, the Bahrainian government, big allies with the West, are now saying it's a Western plot.
[00:27:33.488 --> 00:27:35.289]  Well, of course it's a Western plot!
[00:27:35.289 --> 00:27:37.189]  They want that whole place on fire.
[00:27:37.189 --> 00:27:44.092]  They want to put radicals in, because then the globalists can invade and clean out the radicals in each country and fully take it over.
[00:27:44.092 --> 00:27:50.554]  And then roll in with the sterilants, the vaccines, the fluoride, the water, the GMO crops like they've done in Iraq.
[00:27:50.554 --> 00:27:52.575]  And give them the same death they're giving us.
[00:27:52.575 --> 00:27:56.176]  They want a captured group where they can brainwash them with Western media.
[00:27:58.117 --> 00:27:59.178]  BBC and the U.S.
[00:27:59.178 --> 00:28:02.982]  government just merged as a way to launch propaganda internationally.
[00:28:02.982 --> 00:28:04.744]  They were already merged.
[00:28:04.744 --> 00:28:05.785]  Google.
[00:28:05.785 --> 00:28:08.649]  The head of Google now, they're saying, is going to be the head of the Commerce Department.
[00:28:08.649 --> 00:28:10.070]  It's all government.
[00:28:10.070 --> 00:28:15.676]  You read SPP, North American Union, internal documents the Judicial Watch student got four years ago?
[00:28:16.437 --> 00:28:26.189]  At those meetings, the Fortune 100 order the Presidents and the Secretary of States and the heads of the Energy and Commerce Departments of every major nation.
[00:28:26.189 --> 00:28:28.632]  They tell them, do this, and they ratify it.
[00:28:28.632 --> 00:28:30.294]  They take direct orders!
[00:28:33.046 --> 00:28:36.188]  The liberals are like, good, tax the corporations and give it to the people.
[00:28:36.188 --> 00:28:39.370]  That just goes to the government and goes to the offshore corporations.
[00:28:39.370 --> 00:28:41.411]  These corporations are government.
[00:28:41.411 --> 00:28:42.892]  They are the government.
[00:28:42.892 --> 00:28:46.254]  The illegitimate, stinking corporate government.
[00:28:46.254 --> 00:28:56.420]  200 years ago, the British East India Company was a private government running India and countless other possessions across the Pacific.
[00:28:56.420 --> 00:28:59.923]  It's the British East India, Dutch East India Company model.
[00:29:00.819 --> 00:29:02.960]  Okay, that's what globalism is.
[00:29:02.960 --> 00:29:06.042]  That's what the New World Order is.
[00:29:06.042 --> 00:29:06.782]  Here it is.
[00:29:06.782 --> 00:29:08.483]  Wave of unrest shakes Syria.
[00:29:08.483 --> 00:29:10.244]  Crowds torch Party HQ.
[00:29:10.244 --> 00:29:14.466]  Definitely special force-led, just like it was a month ago in Libya.
[00:29:14.466 --> 00:29:16.588]  Are we going to now have our government tell us?
[00:29:16.588 --> 00:29:19.729]  Our corporate government we've got to invade?
[00:29:19.729 --> 00:29:22.611]  You notice the ceremonial Congress wasn't even involved in this.
[00:29:22.611 --> 00:29:26.753]  The corporate UN, set up by the Rockefellers, ordered it last Thursday.
[00:29:26.753 --> 00:29:27.414]  It happened in 48 hours.
[00:29:29.278 --> 00:29:37.002]  Will the corporate UN, prancing around posing as liberals, running genocide, will they now call for an invasion of Syria?
[00:29:37.002 --> 00:29:39.483]  What about Bahrain?
[00:29:39.483 --> 00:29:40.624]  CNBC?
[00:29:40.624 --> 00:29:44.746]  I know good ol' boys are like, good, kill them, but Bahrain's our allies, Dumbo.
[00:29:44.746 --> 00:29:47.907]  Bahrain King says forces have foiled foreign plot.
[00:29:47.907 --> 00:29:51.029]  It's all coming up.
[00:29:51.029 --> 00:29:52.429]  We're on the march.
[00:29:52.429 --> 00:29:54.951]  The empire's on the run.
[00:29:54.951 --> 00:29:57.652]  Alex Jones and the GCN Radio Network.
[00:30:00.776 --> 00:30:02.418]  Hello friends, this is Alex Jones.
[00:30:02.418 --> 00:30:05.801]  You've heard me talk about Calden 5 Star Soaps for years.
[00:30:05.801 --> 00:30:11.006]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[00:30:11.006 --> 00:30:14.449]  You can buy factory direct, shipped via UPS right to your door.
[00:30:14.449 --> 00:30:16.791]  Check them out on the web at 5starsoap.com.
[00:30:17.412 --> 00:30:20.955]  Or call 800-340-7091.
[00:30:20.955 --> 00:30:22.096]  Take my word for it.
[00:30:22.096 --> 00:30:24.739]  Once you've used pure soap, you won't buy anything else.
[00:30:24.739 --> 00:30:31.264]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[00:30:31.264 --> 00:30:32.766]  Buy American and stay clean.
[00:30:32.766 --> 00:30:36.069]  As well as support InfoWars, visit 5StarsSoap.com today.
[00:30:36.069 --> 00:30:36.469]  Or call 1-800-340-7091.
[00:30:36.469 --> 00:30:37.810]  Well, Marty, what do you have to say?
[00:30:41.078 --> 00:30:49.005]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback!
[00:30:49.005 --> 00:30:52.408]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[00:30:52.408 --> 00:30:52.689]  Thank you!
[00:31:01.661 --> 00:31:05.685]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:31:05.685 --> 00:31:08.929]  This is our last chance to not relive history.
[00:31:08.929 --> 00:31:13.754]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[00:31:13.754 --> 00:31:20.141]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[00:31:20.141 --> 00:31:22.364]  I think it's incumbent upon all of us
[00:31:22.904 --> 00:31:23.204]  Tim Geithner?
[00:31:23.204 --> 00:31:23.724]  Bernanke?
[00:31:23.724 --> 00:31:24.504]  They're arsonists!
[00:31:24.504 --> 00:31:25.665]  They're asking for more matches!
[00:31:25.665 --> 00:31:27.905]  And the Congress is saying, who do we make the check out to?
[00:31:41.809 --> 00:31:43.651]  Today seems like nobody does care.
[00:31:43.651 --> 00:31:49.078]  And right now in Washington, D.C., we have seen a fall of the republic.
[00:31:49.078 --> 00:31:58.210]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[00:32:01.542 --> 00:32:08.585]  Alex has told you that the Mideast uprisings over food prices and shortages caused by fuel costs are spreading worldwide.
[00:32:08.585 --> 00:32:11.246]  We're seeing the impact right here in the United States.
[00:32:11.246 --> 00:32:20.289]  Ethanol, that was supposed to reduce petroleum use and fuel prices, hit a 30-month high in February, and pump prices are expected to reach $5 a gallon.
[00:32:20.289 --> 00:32:28.552]  Because of shipping costs, food is being priced out of the reach of millions of Americans, with an expected 35% jump in the next 60 days.
[00:32:28.552 --> 00:32:29.192]  Move quickly!
[00:32:29.292 --> 00:32:33.475]  Well, you can still afford it, and eFoodsDirect will pay your shipping costs for you.
[00:32:33.475 --> 00:32:40.639]  For the best tasting long-term storable food, you pay nothing for shipping, and can put every dollar into food at today's prices.
[00:32:40.639 --> 00:32:45.342]  eFoodsDirect, food so delicious you can serve it tonight, or save it for the future.
[00:32:45.342 --> 00:32:47.564]  Take advantage of free shipping by calling 800-409-5633.
[00:32:47.564 --> 00:32:50.766]  On the web, eFoodsDirect.com slash Alex.
[00:32:50.766 --> 00:32:53.087]  800-409-5633, or eFoodsDirect.com slash Alex.
[00:33:13.538 --> 00:33:14.122]  Control.
[00:33:36.477 --> 00:33:42.121]  What have we told you in the last few years that the globalist stratagem was?
[00:33:42.121 --> 00:33:54.710]  That as they build towards the world meltdown of financial markets by design and the public birth of private corporate world government issuing the new global currency, the SDR.
[00:33:57.617 --> 00:34:01.320]  What have we broken down that they would do?
[00:34:01.320 --> 00:34:09.686]  What did Webster Tarpley say the Brzezinski model was?
[00:34:09.686 --> 00:34:12.048]  He's written countless white papers, books.
[00:34:12.048 --> 00:34:13.609]  He's told us what he would do.
[00:34:13.609 --> 00:34:17.633]  He's running foreign affairs for Obama for behind the scenes.
