[00:00:00.049 --> 00:00:01.415]  War on Corruption.
[00:25:51.755 --> 00:25:52.696]  What happened to our futures?
[00:25:53.536 --> 00:25:54.557]  Because Ron Paul is right.
[00:25:54.597 --> 00:25:57.419]  He is the only guy there that makes any sense.
[00:25:57.459 --> 00:26:11.688]  And I gotta say, I am honored today to be here hosting the Alex Jones Show and to be part of the Infowars effort to enlighten people, to awaken people, because we want to prevent tyranny and prevent the enslavement of the people.
[00:26:12.068 --> 00:26:13.049]  We want freedom.
[00:26:13.729 --> 00:26:14.910]  And we want peace!
[00:26:15.510 --> 00:26:15.790]  Alright?
[00:26:15.850 --> 00:26:22.694]  Ron Paul wants to bring those soldiers home and close those bases where we are meddling with the foreign affairs of these other nations.
[00:26:23.135 --> 00:26:26.317]  Bring those soldiers home and have peace and have our family together.
[00:26:26.737 --> 00:26:27.357]  Wouldn't that be nice?
[00:26:27.377 --> 00:26:34.241]  To have a Thanksgiving and a Christmas with your family where you don't have TSA searching your underwear at the airport.
[00:26:34.281 --> 00:26:40.665]  Where you don't have TSA checkpoints on the road as you're traveling from place to place in what's supposed to be a free country.
[00:26:41.266 --> 00:26:43.187]  Let me read you a couple more quotes from Ron Paul.
[00:26:44.491 --> 00:26:56.159]  In responding to a question about where Newt Gingrich says that we've got to have more police and we've got to have more security, again I'm paraphrasing, but he's saying we've got to have the Patriot Act, you know, give it even more power.
[00:26:56.779 --> 00:27:05.125]  Ron Paul says in response to that, this is like saying we need a policeman in every house, a camera in every house because we want to prevent wife beating.
[00:27:06.061 --> 00:27:17.529]  If you advocate the police state, yes, you can have security and you might prevent a crime, but the crime will then be against the American people and against our freedoms.
[00:27:18.089 --> 00:27:19.670]  And he's absolutely right about that.
[00:27:20.251 --> 00:27:21.591]  You can keep clamping down.
[00:27:21.631 --> 00:27:23.273]  You can put police on every corner.
[00:27:23.313 --> 00:27:26.114]  You can have checkpoints on every interstate and every highway.
[00:27:26.575 --> 00:27:35.821]  You can hire government thugs to feel you up and feel you down and put you down in every airport and every football stadium and every church and every school in the country.
[00:27:36.242 --> 00:27:40.297]  But you won't stop terrorism and you won't have any freedom left.
[00:27:41.431 --> 00:27:42.812]  That's the truth of the matter.
[00:27:42.832 --> 00:27:48.295]  And if you don't get that out there, folks, if you don't get this point, then I'm sorry.
[00:27:48.335 --> 00:27:53.379]  You are going down with the end of freedom in America today.
[00:27:53.659 --> 00:27:54.499]  You need to wake up.
[00:27:54.580 --> 00:27:55.520]  And Ron Paul says that.
[00:27:55.560 --> 00:27:56.161]  He's got a quote.
[00:27:56.181 --> 00:28:00.363]  He says, this is a road to disaster when he's talking about military spending.
[00:28:00.623 --> 00:28:03.185]  He says, we better wake up.
[00:28:03.806 --> 00:28:06.507]  If we don't wake up, this is all history.
[00:28:07.048 --> 00:28:08.889]  The Bill of Rights is about to become history.
[00:28:10.219 --> 00:28:15.228]  Your Fourth Amendment rights are eroding at an astonishing rate.
[00:28:15.348 --> 00:28:16.610]  It is very, very concerning.
[00:28:17.830 --> 00:28:29.318]  And I stand here, well I sit here in Alex Jones' chair today, but I stand here firmly on this principle that we must restore the rights that made this country great.
[00:28:29.578 --> 00:28:36.603]  That we must get the government out of our lives, out of our pants, off of our highways, out of our homes, stop with the secret surveillance.
[00:28:36.623 --> 00:28:38.625]  We've got more news about surveillance going on up here.
[00:28:38.885 --> 00:28:39.605]  Did you know that
[00:28:40.566 --> 00:28:51.870]  That stores now, retailers on Black Friday coming up in just two days, they're going to be tracking you by monitoring your cell phone signals as you move from store to store?
[00:28:51.890 --> 00:28:52.930]  Yeah!
[00:28:53.390 --> 00:28:54.691]  I'm not making this up, folks.
[00:28:55.471 --> 00:28:57.172]  Search this online if you don't believe me.
[00:28:57.192 --> 00:29:00.953]  They're going to be tracking you moving from point to point and they think it's all okay.
[00:29:02.031 --> 00:29:02.331]  Why?
[00:29:02.411 --> 00:29:03.992]  Because again, trickle-down tyranny.
[00:29:04.312 --> 00:29:15.835]  If the federal government is monitoring everything that you're doing and reading your emails and monitoring your Facebook posts and checking you on the highway, why shouldn't the local retailers do it too?
[00:29:16.115 --> 00:29:17.216]  Why shouldn't everybody do it?
[00:29:17.496 --> 00:29:28.619]  Let's all just become a police state of cattle tails and Janet Napolitano spy masters who spy on each other and run around paranoid.
[00:29:28.639 --> 00:29:29.880]  Oh my goodness!
[00:29:31.055 --> 00:29:33.156]  The retailers are tracking us, it must be good!
[00:29:33.176 --> 00:29:40.159]  Maybe they're going to give us a coupon for 50 cents off an iPad, which will also track you as you carry it around your home.
[00:29:41.320 --> 00:29:42.340]  Yeah, it's all coming up.
[00:29:42.680 --> 00:29:44.341]  Stay with us here on the Alex Jones Show.
[00:29:44.361 --> 00:29:48.843]  We'll be right back after this break with Paul Craig Roberts and much more.
[00:29:48.903 --> 00:29:49.744]  Don't go away!
[00:29:55.826 --> 00:29:56.727]  We're on the march.
[00:29:57.207 --> 00:29:58.708]  The Empire's on the run.
[00:29:59.722 --> 00:30:02.543]  Alex Jones and the GCN Radio Network.
[00:30:06.585 --> 00:30:14.429]  A very wealthy US citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:30:14.669 --> 00:30:16.970]  He says it will change everything about our lives.
[00:30:17.230 --> 00:30:22.432]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:30:22.613 --> 00:30:25.394]  Now this man has made some outrageous predictions over the years.
[00:30:25.654 --> 00:30:27.715]  The crazy part is, he's usually right.
[00:30:27.955 --> 00:30:33.900]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:30:34.220 --> 00:30:37.422]  In fact, Barron's called his work a dire prophecy.
[00:30:37.582 --> 00:30:43.126]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[00:30:43.367 --> 00:30:44.688]  And it's a real eye-opener.
[00:30:45.008 --> 00:30:46.189]  I can't stress this enough.
[00:30:46.309 --> 00:30:48.851]  You should at least watch this free video online today.
[00:30:48.991 --> 00:30:53.034]  He explains everything you need to know, including simple steps you can take to protect yourself.
[00:30:53.214 --> 00:30:55.796]  You can find the video at www dot
[00:30:55.996 --> 00:30:57.700]  End of America 3.com.
[00:30:57.820 --> 00:31:00.285]  That's End of America, the number 3.com.
[00:31:00.405 --> 00:31:04.133]  Watch the free video at www.EndOfAmerica3.com.
[00:31:04.293 --> 00:31:05.295]  That's EndOfAmerica3.com.
[00:31:08.117 --> 00:31:11.758]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:31:12.078 --> 00:31:20.200]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:31:20.940 --> 00:31:24.961]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:31:25.581 --> 00:31:36.383]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:31:37.023 --> 00:31:46.026]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[00:31:46.526 --> 00:31:51.568]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:31:51.968 --> 00:31:59.131]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:31:59.451 --> 00:32:02.212]  That's www.SilverLungs.com.
[00:32:07.313 --> 00:32:10.957]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:32:11.317 --> 00:32:14.340]  This is our last chance to not relive history.
[00:32:14.580 --> 00:32:19.344]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[00:32:19.364 --> 00:32:25.610]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[00:32:25.770 --> 00:32:28.013]  I think it's incumbent upon all of us
[00:32:28.533 --> 00:32:28.813]  Tim Geithner?
[00:32:28.833 --> 00:32:29.253]  Bernanke?
[00:32:29.353 --> 00:32:29.714]  They're arsonists!
[00:32:29.734 --> 00:32:30.634]  They're asking for more matches!
[00:32:30.674 --> 00:32:32.815]  And the Congress is saying, who do we make the check out to?
[00:32:47.441 --> 00:32:49.282]  Today seems like nobody does care.
[00:32:49.582 --> 00:32:54.344]  And right now in Washington, D.C., we have seen a fall of the republic.
[00:32:54.704 --> 00:33:04.648]  Get your copy of Fall of the Republic on DVD at Infowars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[00:33:07.209 --> 00:33:16.093]  While you were sleeping, they came and took it all away.
[00:33:24.283 --> 00:33:27.767]  And we are back on the Alex Jones Show!
[00:33:27.867 --> 00:33:29.889]  Thank you and Happy Thanksgiving!
[00:33:32.080 --> 00:33:34.521]  Yeah, it was an inside job.
[00:33:34.581 --> 00:33:43.946]  All those FBI terror plots that are now being used to justify discussions about expanding the Patriot Act even more.
[00:33:44.966 --> 00:33:45.967]  Lock it in, long term.
[00:33:45.987 --> 00:33:47.968]  Hey, who needs a Bill of Rights, huh?
[00:33:48.428 --> 00:33:50.089]  It only worked for a couple hundred years.
[00:33:50.129 --> 00:33:53.170]  Let's ditch it now, I guess, is what these people are thinking.
[00:33:53.950 --> 00:33:54.471]  Unbelievable.
[00:33:55.489 --> 00:34:00.253]  We do have Paul Craig Roberts coming up here in just a couple minutes, but quick, before then we're going to cover a little bit of news.
[00:34:01.133 --> 00:34:02.234]  Bring that graphic back up.
[00:34:02.494 --> 00:34:07.739]  BPA spikes 1,200% after eating canned soup.
[00:34:08.159 --> 00:34:13.443]  For those of you watching on PrisonPlanet.tv, you can see the visuals here.
[00:34:13.943 --> 00:34:24.252]  A new study shows that people who ate canned soup for five days straight saw their urinary levels of the chemical bisphenol A, that's the hormone mimicking chemical that has a lot of people concerned about
[00:34:25.000 --> 00:34:25.480]  Cancer.
[00:34:26.541 --> 00:34:30.505]  Ooh, a little bit of breast augmentation for males there.
[00:34:31.326 --> 00:34:34.448]  Not something that a lot of people want to do, understandably.
[00:34:34.989 --> 00:34:35.409]  That spikes 1,200%.
[00:34:36.430 --> 00:34:41.194]  BPA 1,200% higher in the blood of those who are eating canned soup for five days straight.
[00:34:42.515 --> 00:34:47.399]  This is the first study to quantify BPA levels in humans after the ingestion of canned foods.
[00:34:48.866 --> 00:34:50.807]  Here's an interesting fact you may not know about this.
[00:34:51.628 --> 00:34:57.510]  There is no such thing as a canned food that has a liner in it which is free of BPA.
[00:34:57.831 --> 00:34:59.371]  To my knowledge, I checked.
[00:34:59.752 --> 00:35:08.096]  We called all the major can manufacturers throughout the industry to ask, is there a liner, an enamel inside cans that is free of BPA?
[00:35:08.116 --> 00:35:10.537]  And the answer we were told is no.
[00:35:11.077 --> 00:35:14.359]  No such thing at the moment, but they're working feverishly on it.
[00:35:15.776 --> 00:35:19.199]  But then the other question is, what other chemicals are going to be in there besides the BPA?
[00:35:19.239 --> 00:35:25.845]  See, maybe it's BPA-free in the future, but it's got some other chemical that we don't even know about yet.
[00:35:26.085 --> 00:35:33.932]  Just make up three random letters, C, K, J, that's going to be the next chemical that they find in these cans.
