[00:00:00.009 --> 00:00:00.749]  Radio Network.
[00:24:52.995 --> 00:25:10.885]  We know that because it got leaked out of the army and out of the different medical centers where the autopsies were done that they all had bullet holes in their heads and they even had the caliber and then the media tried to whitewash that so the head coroner, a colonel went public.
[00:25:10.905 --> 00:25:11.846]  You remember all that.
[00:25:12.706 --> 00:25:13.087]  I don't
[00:25:31.906 --> 00:25:43.731]  Rammed through NAFTA and GATT, top globalist, and his brother helped get behind, of course, Obama, and another little pea that was in the same pod, Blagojevich.
[00:25:43.771 --> 00:25:45.011]  They got him in and his governor.
[00:25:45.391 --> 00:25:50.173]  You know, they get their people in everywhere, and that's how they control society.
[00:25:50.833 --> 00:25:54.415]  And then as soon as they get in, they say, oh, there's thousands of Chevy dealerships.
[00:25:55.115 --> 00:26:00.057]  If you haven't been contributors to the Democratic Party and haven't paid protection money, or if you don't give money right now,
[00:26:01.035 --> 00:26:04.339]  We're going to take your dealership worth millions of dollars and give it to somebody else.
[00:26:04.379 --> 00:26:04.779]  And they did.
[00:26:05.580 --> 00:26:12.167]  And now if you're not an insider and don't give money, well, you don't get the waiver to not have to buy insurance for your employees.
[00:26:12.708 --> 00:26:18.754]  So your hamburger shop or your auto body shop or your factory, you don't have to get health care for your people.
[00:26:19.795 --> 00:26:22.357]  But all your competitors, they do.
[00:26:22.877 --> 00:26:24.819]  So you get to undercut them.
[00:26:25.059 --> 00:26:27.680]  That's really what NAFTA and GATT is on a global scale.
[00:26:28.121 --> 00:26:31.723]  They can have all these tariffs on us overseas, but we can't have any on them.
[00:26:31.763 --> 00:26:34.545]  Then there's no environmental standards, no carbon taxes.
[00:26:34.565 --> 00:26:40.108]  There's many different forms of tariffs that we put on ourselves, not on foreign goods.
[00:26:40.148 --> 00:26:41.349]  That's all part of globalism.
[00:26:41.549 --> 00:26:45.352]  Then the insiders get to write the law where they're exempt, and you wonder,
[00:26:46.668 --> 00:26:52.472]  Why their main retailer, now more than 40% of global retail sales, Death Mart, with the telescreens going in it.
[00:26:53.073 --> 00:26:56.095]  And by the way, I saw the first video of them actually going in.
[00:26:56.615 --> 00:27:03.340]  TV screens right there above the magazines at the checkout counter, with Big Sis, with a AP News feed under it.
[00:27:04.372 --> 00:27:05.913]  So it looks like a TV show.
[00:27:06.253 --> 00:27:07.394]  That's the only thing that's been altered.
[00:27:07.434 --> 00:27:10.837]  It's Big Sis saying, watch everybody, spy on other patrons.
[00:27:11.397 --> 00:27:12.358]  I mean, super creepy.
[00:27:12.378 --> 00:27:13.418]  We're going to play that later.
[00:27:13.438 --> 00:27:16.781]  I think Steve Watson's doing a report on that.
[00:27:16.821 --> 00:27:18.942]  So they're now actually being phased in.
[00:27:19.303 --> 00:27:22.165]  9,000 locations, not just 844 Walmarts.
[00:27:22.225 --> 00:27:23.285]  I mean, this is getting crazy.
[00:27:24.446 --> 00:27:26.348]  But looking into the law,
[00:27:27.546 --> 00:27:32.251]  It is clearly influence peddling, and that's what this whole operation is.
[00:27:33.071 --> 00:27:36.415]  And, of course, all of this other thieving is just icing on the cake.
[00:27:36.455 --> 00:27:51.910]  The big one is the trillions being given to the foreign offshore banks, and Congress being buffaloed, I guess a Jedi mind trick's the best term, where the Federal Reserve Chairman and the Treasury Chairman and others just get up there and say, we're not going to tell you where the money went.
[00:27:52.532 --> 00:27:57.354]  In hearing, after hearing in the House and Senate Banking Committee, it's happened hundreds of times now.
[00:27:58.254 --> 00:28:01.295]  Two years ago it was big news when they do it, a year ago it was still big news.
[00:28:01.635 --> 00:28:07.038]  Now we've again been conditioned that just, well, some crooks in suits all mobbed up.
[00:28:07.098 --> 00:28:10.259]  They just tell us they won't, you know, get into where the money went.
[00:28:10.279 --> 00:28:12.400]  And in case you think it's a partisan issue, it's not.
[00:28:12.940 --> 00:28:18.142]  Remember the two trillion missing the day before the World Trade Center's got blown up, Associated Press.
[00:28:19.442 --> 00:28:21.524]  Uh, headline, two trillion missing from Pentagon.
[00:28:22.085 --> 00:28:27.989]  By the time they had congressional hearings in 2005, it was four plus trillion, and the word is now it's over seven trillion.
[00:28:28.530 --> 00:28:34.935]  And some people didn't send me emails, they don't look up the news article to find out I'm telling them the truth, or the congressional hearings that are on, uh, YouTube.
[00:28:35.516 --> 00:28:38.178]  Uh, they, you can just type in, trillions missing from Pentagon.
[00:28:38.738 --> 00:28:42.600]  into YouTube, Google, you'll get articles, video clips, hearings about it.
[00:28:43.560 --> 00:28:44.760]  People just say it's not true.
[00:28:44.800 --> 00:28:48.402]  They say, oh, the whole defense budget's only a trillion a year.
[00:28:48.462 --> 00:28:49.962]  How could they be stealing trillions a year?
[00:28:50.263 --> 00:28:53.724]  They stole the Pentagon Pension Fund investments.
[00:28:55.646 --> 00:28:58.549]  And that came out 10 years ago, even ahead of 9-11.
[00:28:59.290 --> 00:29:02.673]  And it's now come out last year in Bloomberg and AP and Reuters.
[00:29:03.053 --> 00:29:11.862]  Just, oh, Prudential and other insurance carriers 11 years ago in 99 made deals to take veterans' death benefits when they die.
[00:29:12.263 --> 00:29:13.244]  The money's all gone.
[00:29:13.504 --> 00:29:15.005]  Your Social Security's gone.
[00:29:15.706 --> 00:29:20.408]  The death benefits, the health care, you're going to get euthanasia death panels in its place.
[00:29:20.788 --> 00:29:25.510]  But not before they trick you and say, get behind raising taxes and you'll still get your handouts.
[00:29:25.750 --> 00:29:27.230]  You're not going to get the money you put in.
[00:29:27.270 --> 00:29:27.651]  You got it?
[00:29:28.071 --> 00:29:29.291]  You're not going to get any of it.
[00:29:29.631 --> 00:29:31.412]  You're going to get a boot stomping on your face.
[00:29:31.632 --> 00:29:32.953]  We don't throw this mafia out.
[00:29:34.773 --> 00:29:35.694]  We're on the march.
[00:29:36.174 --> 00:29:37.774]  The Empire's on the run.
[00:29:38.715 --> 00:29:41.396]  Alex Jones and the GCN Radio Network.
[00:29:44.386 --> 00:29:47.828]  Diamond Gusset is proud to announce the anthem of the Patriot movement.
[00:29:48.228 --> 00:29:52.271]  They're offering a free CD, t-shirt, and bumper sticker with a qualifying purchase.
[00:29:52.491 --> 00:29:57.174]  Diamond Gusset offers great products at great prices while keeping Americans working.
[00:29:57.194 --> 00:30:02.377]  I'm looking for a factory where a man can feed his family.
[00:30:03.138 --> 00:30:06.340]  Not worried about them moving south.
[00:30:06.800 --> 00:30:10.182]  Closing the doors and shutting her down tomorrow.
[00:30:12.922 --> 00:30:16.664]  I'm looking for America.
[00:30:16.704 --> 00:30:19.866]  We're American and be proud.
[00:30:20.086 --> 00:30:22.808]  Go to gusset.com forward slash America.
[00:30:22.848 --> 00:30:26.870]  Land of the free and the home of the brave.
[00:30:27.311 --> 00:30:31.453]  Seems like I just woke up one day and it was gone.
[00:30:38.877 --> 00:30:43.450]  Again, go to gusset.com forward slash America Today.
[00:30:44.090 --> 00:30:48.333]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:30:48.653 --> 00:30:49.253]  Number 1.
[00:30:49.553 --> 00:30:52.715]  New climate legislation could easily double or triple your electric bill.
[00:30:52.976 --> 00:30:53.536]  Number 2.
[00:30:53.836 --> 00:30:58.399]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:30:58.739 --> 00:30:59.180]  It's true.
[00:30:59.480 --> 00:31:04.043]  Total government control of electricity in the name of smart grid technology is coming.
[00:31:04.343 --> 00:31:04.883]  Number 3.
[00:31:05.183 --> 00:31:08.465]  In some areas of the country, the power grid is dangerously overloaded.
[00:31:08.766 --> 00:31:12.468]  And now, new socialist legislation is only compounding the problem.
[00:31:12.668 --> 00:31:13.208]  Number 4.
[00:31:13.469 --> 00:31:15.830]  Dangerous weather is always a threat to local grids.
[00:31:16.231 --> 00:31:19.613]  Every year, thousands of families lose their power from weather-related outages.
[00:31:19.894 --> 00:31:20.114]  Number 5.
[00:31:20.694 --> 00:31:24.617]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:31:24.837 --> 00:31:29.601]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:31:29.881 --> 00:31:33.908]  You can get more information at www.mysolarbackup.com.
[00:31:34.068 --> 00:31:35.630]  That's mysolarbackup.com.
[00:31:35.851 --> 00:31:37.914]  Remember, the government doesn't own the sun.
[00:31:38.094 --> 00:31:40.438]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:31:44.790 --> 00:31:59.262]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[00:32:00.263 --> 00:32:03.946]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[00:32:04.952 --> 00:32:16.962]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[00:32:17.723 --> 00:32:24.989]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[00:32:25.669 --> 00:32:35.277]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[00:32:36.038 --> 00:32:39.321]  As well, we are always ready to answer any questions you may have.
[00:32:39.961 --> 00:32:43.084]  That's www.SilverLungs.com
[00:32:54.076 --> 00:32:57.502]  On the march, the Empire is on the run.
[00:32:58.243 --> 00:33:02.008]  Alex Jones and the GCN Radio Network.
[00:33:03.391 --> 00:33:08.759]  Yes, the Empire is on the run, but it's in its dangerous, frothing,
[00:33:09.898 --> 00:33:30.291]  Death throes flailing around right now, and the question is, can we salvage any of the Republic during this process, or are the criminals fully aware of what they've done in stealing everything, even nailed down, going to be able to put a high-tech police state in place to further suck us dry?
[00:33:30.711 --> 00:33:32.512]  So getting back to the open
[00:33:33.513 --> 00:33:34.834]  Mafia system in front of us.
[00:33:35.455 --> 00:33:42.480]  You know, almost every other nation on earth has a tiny rich elite and a giant underclass.
[00:33:43.473 --> 00:33:52.917]  You look at Mexico, you look at Argentina, you look at Brazil, you look at Eastern Europe, you look at many areas of Asia, Africa, and Americans always laugh.
[00:33:53.838 --> 00:33:54.918]  Oh, look at the foreigners.
[00:33:54.958 --> 00:33:55.918]  They're so corrupt.
[00:33:56.339 --> 00:34:04.682]  You know, they've got cops with machine guns on the streets in Brazil or Mexico or Nigeria or Eastern Europe.
[00:34:05.162 --> 00:34:06.043]  Oh, look at them.
[00:34:06.163 --> 00:34:08.844]  Their government devalues their currency.
[00:34:09.264 --> 00:34:12.506]  You know, those folks in Mexico, they just can't figure it out.
[00:34:13.286 --> 00:34:20.851]  Well, the United States isn't perfect, but the mainstream media spends a lot of time demonizing what was America, what did work with America.
[00:34:21.132 --> 00:34:23.793]  Because they don't want you to know the antidote to their poison.
[00:34:24.554 --> 00:34:28.196]  They want to try to discredit things that are common sense and we know work.
[00:34:28.817 --> 00:34:33.500]  How did 5% of the world population get roughly half the world's wealth?
[00:34:34.661 --> 00:34:35.281]  How did we do that?
