[00:00:00.229 --> 00:00:01.550]  ...storable food can be.
[01:31:46.075 --> 01:31:46.675]  We're good to go!
[01:32:13.061 --> 01:32:17.028]  Excellent source of natural plant-based silica with 14 trace minerals.
[01:32:17.028 --> 01:32:19.953]  Order some today at FreshwaterOrganics.com.
[01:32:19.953 --> 01:32:22.798]  Again, that's FreshwaterOrganics.com or call 888-949-3570.
[01:32:26.812 --> 01:32:34.878]  How many times have you been in the dark looking for a flashlight, only to find the one that you have is broken, the batteries are dead, or it's just not bright enough?
[01:32:34.878 --> 01:32:36.499]  You need the Paclite!
[01:32:36.499 --> 01:32:44.704]  The Paclite is the longest-lasting flashlight on the market, and simply snaps onto any 9-volt battery, and uses two high-powered LED lights.
[01:32:44.704 --> 01:32:48.287]  It's small enough to carry in your pocket, car, garage, and home.
[01:32:48.287 --> 01:32:53.110]  The Paclite can survive severe impact, be frozen solid, and still work flawlessly.
[01:32:53.110 --> 01:32:54.371]  The Paclite is so durable,
[01:32:54.631 --> 01:32:59.472]  Soldiers overseas rely on them, and it's been featured in the New York Times and Backpacker Magazine.
[01:32:59.472 --> 01:33:04.134]  The PackLite comes with a 25-year warranty, and prices start at just $12.99.
[01:33:04.134 --> 01:33:11.116]  To learn more and see for yourself just how incredible this small flashlight can be, visit 9voltlite.com.
[01:33:11.116 --> 01:33:13.697]  That address again is 9voltlite.com.
[01:33:15.117 --> 01:33:16.238]  Call us today at 877-715-4448.
[01:33:16.238 --> 01:33:16.558]  That's 877-715-4448.
[01:33:16.558 --> 01:33:18.139]  Thank you for listening to GCN.
[01:33:18.139 --> 01:33:19.459]  Visit GCNlive.com today.
[01:33:19.459 --> 01:33:19.559]  Yeah.
[01:33:44.435 --> 01:33:52.380]  Yeah, you let the military-industrial complex get in control, and now the bankers are gonna steal you blind.
[01:33:52.380 --> 01:33:55.302]  These people are razor-sharp.
[01:33:55.302 --> 01:34:06.048]  And if they get their way, they will slice you apart!
[01:34:06.048 --> 01:34:09.891]  We are back live, ladies and gentlemen.
[01:34:09.891 --> 01:34:11.612]  And if the New World Order gets your name,
[01:34:12.811 --> 01:34:23.220]  Well, you might not make it back.
[01:34:23.220 --> 01:34:29.726]  The New World Order likes to kill in their wake.
[01:34:29.726 --> 01:34:34.330]  You see dead bodies, burning cities, and now they want to bring down the U.S.
[01:34:36.559 --> 01:34:39.903]  But of course, you'll hail them while they steal you blind.
[01:34:39.903 --> 01:34:46.191]  You'll hail them as they bring down the Republic!
[01:34:46.191 --> 01:34:49.175]  And they haven't even turned on the juice yet, ladies and gentlemen.
[01:34:49.175 --> 01:34:53.721]  They haven't even released the bio-weapons yet.
[01:34:53.721 --> 01:34:55.503]  But when the clock strikes midnight...
[01:35:07.901 --> 01:35:08.721]  All right, we're back live.
[01:35:08.721 --> 01:35:10.522]  Thank you for joining us.
[01:35:10.522 --> 01:35:12.102]  Let's go back to your phone calls.
[01:35:12.102 --> 01:35:17.383]  You know, I can sit around and joke about this, but this is deadly dangerous real.
[01:35:17.383 --> 01:35:18.443]  They're going for broke.
[01:35:18.443 --> 01:35:21.324]  They wouldn't have stole four trillion from the Pentagon.
[01:35:21.324 --> 01:35:29.065]  They wouldn't have stolen almost nine trillion that we know of, of taxpayer money the last nine weeks, if they weren't planning to go for broke.
[01:35:29.065 --> 01:35:30.365]  You got that?
[01:35:30.365 --> 01:35:30.825]  You understand?
[01:35:30.825 --> 01:35:33.466]  They're going to pose up there on the media like your saviors.
[01:35:34.352 --> 01:35:48.123]  With all these international bankers, the very culprits, the very authors of what we see happening, selling you on their next solution, which is military occupation and the government running every facet of your life.
[01:35:48.123 --> 01:35:58.732]  And as society breaks down and the crime rate explodes, they'll tell you, hey, we got some heroes in uniform, turn your guns into them, they'll take good care of you, and if you do, we'll feed you.
[01:35:58.732 --> 01:36:01.815]  Now that's how bad it's going to get if we don't say no to these folks.
[01:36:01.815 --> 01:36:03.416]  I want to cover some other news items, but let's continue.
[01:36:03.800 --> 01:36:05.520]  With your phone calls.
[01:36:05.520 --> 01:36:09.902]  Let's talk to Shaneen, Ann Austin, you're on the air, then Chris and others.
[01:36:09.902 --> 01:36:11.082]  Go ahead, Shaneen.
[01:36:11.082 --> 01:36:12.482]  Yes, thank you so much.
[01:36:12.482 --> 01:36:14.143]  It's Shaheen, actually.
[01:36:14.143 --> 01:36:15.003]  Shaheen!
[01:36:15.003 --> 01:36:17.344]  Yes, thank you so much for having me on.
[01:36:17.344 --> 01:36:20.665]  I'm half Iranian, but not that that matters.
[01:36:20.665 --> 01:36:24.646]  I just was very upset, and thank you so much for having your show.
[01:36:24.646 --> 01:36:27.947]  I'm just very upset with what's happening in the Gaza right now.
[01:36:29.068 --> 01:36:30.849]  I grew up in Saudi Arabia.
[01:36:30.849 --> 01:36:39.052]  My father was with Ramco very early on, and I got to know the Palestinian people and their story.
[01:36:39.052 --> 01:36:45.515]  Unfortunately, I think in this country we're misled as to who's the good guys and who's the bad guys.
[01:36:45.515 --> 01:36:49.596]  I am not anti-Semitic.
[01:36:49.596 --> 01:36:53.958]  Well, actually, being Arab is Semitic, so why would you be against yourself?
[01:36:55.248 --> 01:36:57.590]  I mean, Semitic just means Semitic people.
[01:36:57.590 --> 01:36:59.431]  No, no, you're exactly right.
[01:36:59.431 --> 01:37:01.953]  We're all like cousins and stuff.
[01:37:01.953 --> 01:37:03.714]  No, I agree with you totally, Alex.
[01:37:03.714 --> 01:37:04.515]  Totally, totally.
[01:37:04.515 --> 01:37:05.775]  That's totally right.
[01:37:05.775 --> 01:37:11.540]  But I just think that this whole drama, we just can't have this happen.
[01:37:11.540 --> 01:37:12.880]  I mean, it's biblical.
[01:37:12.880 --> 01:37:17.944]  It's not even like, you know, it's just not a good thing.
[01:37:17.944 --> 01:37:22.087]  Well, every time the Middle East gets bombed, people think it's the end of the world.
[01:37:22.087 --> 01:37:24.929]  It's kind of a cop-out, you know, with all these kids dying.
[01:37:25.804 --> 01:37:29.448]  But regardless, it's wrong what's going on over there.
[01:37:29.448 --> 01:37:32.110]  Thank you so much for taking my call, I appreciate it.
[01:37:32.110 --> 01:37:34.912]  Sure, do you have any comments about what's happening over there?
[01:37:34.912 --> 01:37:47.163]  Well, I think that Americans are kind of like, they're just more intelligent now, or whatever, maybe the economic crisis or whatever, they're getting more in tune with it.
[01:37:47.163 --> 01:37:51.387]  And if they would just understand the whole Arab-Israeli conflict,
[01:37:52.162 --> 01:37:57.205]  And kind of see what happened in the 1950s and get more educated about it.
[01:37:57.205 --> 01:38:11.151]  It doesn't have to be anti-Israeli or anti-Arab or whatever, but we would have all this drama and all this horrible terrorist issues and all this stuff would just be, just basically... Well, you know, there's four different types of terrorism.
[01:38:11.151 --> 01:38:16.274]  There's real terrorism, then there's provocateur terrorism, there's staged terrorism,
[01:38:17.032 --> 01:38:17.613]  You are so intelligent.
[01:38:47.185 --> 01:39:02.657]  There is a growing group of Americans, I'd say more than 50%, that are informed, that do know what's going on, that are non-partisan, that know our government's been hijacked, that know the New World Order's real, who know how to read, you know, the globalists when they openly say they're setting up world government.
[01:39:02.657 --> 01:39:13.626]  But of the 50% that aren't awake, you've got mainline liberals, mainline conservatives, that are so bought into the false paradigm, that even as the mainstream media admits that that was a false paradigm, they won't wake up.
[01:39:14.534 --> 01:39:18.875]  And a lot of Americans, you know, say nuke Pakistan, you know, nuke the Middle East.
[01:39:18.875 --> 01:39:21.056]  Pakistan isn't in the Middle East.
[01:39:21.056 --> 01:39:23.177]  It's in Central Asia.
[01:39:23.177 --> 01:39:29.099]  So the problem is a lot of Americans are about as dumb as this lady.
[01:39:29.099 --> 01:39:31.819]  I personally believe that U.S.
[01:39:31.819 --> 01:39:36.481]  Americans are unable to do so because some
[01:39:37.455 --> 01:39:54.241]  People out there in our nation don't have that, and I believe that our education, like such as in South Africa and the Iraq, everywhere like such as, and I believe that they should, our education over here in the U.S.
[01:39:54.241 --> 01:40:02.925]  should help the U.S., or should help South Africa, and should help the Iraq and the Asian countries, so we will be able to build up our future.
[01:40:05.000 --> 01:40:15.582]  Now, the establishment knows that they've got a bunch of schmucks who will believe whatever they're told in this nation, so that's why we're being used and abused.
[01:40:15.582 --> 01:40:29.305]  I mean, an example of this is, 91% of Americans in three separate Gallup polls I've seen, that number always comes up in the last four years, want our borders controlled and don't want even more legal visas issued.
[01:40:29.305 --> 01:40:31.546]  Much less illegal.
[01:40:31.546 --> 01:40:32.386]  People allowed in here.
[01:40:33.442 --> 01:40:34.482]  What do both parties do?
[01:40:34.482 --> 01:40:44.826]  They both push for amnesty, and then Congress, remember a year ago, said, oh, we're going to make this new immigration bill secret, immigration reform, just trust us it is an amnesty.
[01:40:44.826 --> 01:40:50.467]  And then Senator Sessions leaked the bill, and there were 21 loopholes.
[01:40:50.467 --> 01:40:54.288]  And in a way, it was true, it wasn't amnesty.
[01:40:54.288 --> 01:40:54.949]  It was worse.
[01:40:54.949 --> 01:41:00.550]  It said aggravated felons were legal, if they just signed a pledge to not do it again.
[01:41:00.550 --> 01:41:02.431]  So it was a pardon for felons.
[01:41:03.180 --> 01:41:08.061]  An unlimited legalization and amnesty for nine years.
[01:41:08.061 --> 01:41:09.442]  Seven guaranteed.
[01:41:09.442 --> 01:41:11.402]  You could sign an extension.
[01:41:11.402 --> 01:41:15.964]  So the government says, trust us, we won't lie to you, this will end illegal immigration.
[01:41:15.964 --> 01:41:19.405]  But we won't show you the bill.
[01:41:19.405 --> 01:41:28.207]  And then now, if Congress won't pass a Banker Takeover Bill, they're told by the executive, we will just declare martial law then.
[01:41:30.151 --> 01:41:39.617]  Under the John Warner Defense Authorization Act, and Senator Inhofe goes on TV and radio, Congressman Waters and a bunch of others, I had them on the radio!
[01:41:39.617 --> 01:41:42.818]  I didn't just get the C-SPAN clips and play them on my radio show.
[01:41:42.818 --> 01:41:45.740]  We called and got them on the show!
[01:41:45.740 --> 01:41:51.824]  And I had people emailing me saying it was fake interviews that we didn't interview.
[01:41:51.824 --> 01:41:58.147]  I mean, I've got a... I was on YouTube watching a video, somebody put up a clip of my PrisonPlanet.tv
[01:42:00.003 --> 01:42:01.084]  Show up there.
[01:42:01.084 --> 01:42:02.044]  Trying to find it now.
[01:42:02.044 --> 01:42:03.045]  Oh, I had it here in the stack.
[01:42:03.045 --> 01:42:04.445]  Oh, here it is.
[01:42:04.445 --> 01:42:13.330]  And this guy, it's Peter Sheff on Alex Jones TV, Ponzi scheme, one of three is the name of the video.
[01:42:13.330 --> 01:42:14.870]  On YouTube.
[01:42:14.870 --> 01:42:15.831]  And it's been up a few days.
[01:42:15.831 --> 01:42:18.832]  It's got 10,000 views.
[01:42:18.832 --> 01:42:28.557]  And down here it says, it says, but this, but it's a good bet that this is all untrue unless there's some evidence
[01:42:28.885 --> 01:42:38.428]  For the contrary and there's no evidence outside the paranoid ramblings of nuts for the New World Order and all the conspiracy theorists can actually agree on is a conspiracy.
[01:42:38.428 --> 01:42:41.948]  It's a good bet that Occam's razor is being used correctly in this instance.
[01:42:41.948 --> 01:42:45.209]  And then there's a talk earlier about how I'm a liar and it's all made up.
[01:42:45.209 --> 01:42:46.690]  There's no New World Order.
[01:42:46.690 --> 01:42:51.351]  Sir, hundreds of books have been written with the title New World Order calling for world government.
[01:42:51.761 --> 01:42:59.984]  Hundreds of newspaper articles in the last two months have said, yes, world government's being set up, buy the banks, she'll pay a carbon tax to them.
[01:42:59.984 --> 01:43:01.564]  Everything I told you they do.
[01:43:01.564 --> 01:43:11.467]  Everything I told you years ago, they would have an economic collapse, they'd use terrorism as a pretext to take our freedoms, and that when they finally brought it to a head, they'd put troops on the streets of America.
[01:43:13.403 --> 01:43:15.364]  Now how did everything I say come true?
[01:43:15.364 --> 01:43:22.245]  Because I was reading the Club of Rome, reading the CFR, reading the Rand Corporation, public stuff!
[01:43:22.245 --> 01:43:24.666]  Can you imagine what we don't know?
[01:43:24.666 --> 01:43:42.271]  And this guy, this guy just... Now that the election is over and the shock is beginning to wear off, Ready Reserve Foods, in an effort to get as many Americans prepared for the promised changes of the new administration, and to help you and your family survive the global economic crash, Ready Reserve is offering the pre-inauguration special.
[01:43:42.911 --> 01:43:50.116]  Between now and January 20, 2009, all food units U1 through U7 are being offered at wholesale prices.
[01:43:50.116 --> 01:43:51.978]  That's a 33% savings.
[01:43:51.978 --> 01:43:55.680]  A year's supply of meals starts as low as 73 cents per meal.
[01:43:55.680 --> 01:44:03.326]  Ready Reserve Food offers only the highest quality dehydrated food, packed in double enameled cans in an inert nitrogen atmosphere, allowing a 50%
[01:44:05.998 --> 01:44:06.198]  I think so.
[01:44:26.164 --> 01:44:29.685]  Before you throw away your used batteries, you need to listen to this.
[01:44:29.685 --> 01:44:31.606]  Now, going green can save money.
[01:44:31.606 --> 01:44:37.148]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:44:37.148 --> 01:44:44.851]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:44:45.171 --> 01:44:57.976]  Invented by legendary audio genius John Bedini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives, increasing capacity and maintaining cell integrity.
[01:44:57.976 --> 01:45:03.178]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:45:03.178 --> 01:45:08.700]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:45:08.700 --> 01:45:09.821]  Save your money.
[01:45:09.821 --> 01:45:10.741]  Save the environment.
[01:45:11.121 --> 01:45:14.144]  Visit us online at r-charge.com.
[01:45:14.144 --> 01:45:16.366]  That's r-charge.com.
[01:45:16.366 --> 01:45:17.146]  Or call us at 989-637-4179.
[01:45:17.146 --> 01:45:17.607]  That's 989-637-4179.
[01:45:17.607 --> 01:45:18.928]  Be a part of the revolution today!
[01:45:26.767 --> 01:45:30.992]  Are you one of the people who think, I have plenty of time, nothing's ever gonna happen bad to me.
[01:45:30.992 --> 01:45:36.437]  Do you believe that when your cupboards are bare, our corporate controlled government will jump right in to feed you and yours?
[01:45:36.437 --> 01:45:39.340]  Do you have at least a year's supply of food for your family?
[01:45:39.340 --> 01:45:42.123]  This is Kurt, the armchair survivalist heard on this network.
[01:45:42.123 --> 01:45:43.905]  Survival Enterprises sells real food.
[01:45:47.705 --> 01:45:47.985]  Oh my God!
[01:46:28.507 --> 01:46:32.588]  How would you like to save up to 90% on your phone bill?
[01:46:32.588 --> 01:46:35.589]  It can be done thanks to Empire One Telecom.
[01:46:35.589 --> 01:46:41.430]  EOT offers voice over IP technology that will allow you to make phone calls from your home or business without the high cost.
[01:46:42.310 --> 01:46:47.195]  Take advantage of EOT's most popular plan, which includes unlimited long distance throughout the U.S.
[01:46:47.195 --> 01:46:54.082]  and Canada, and 360 minutes of international calling for only $19.95 a month.
[01:46:54.082 --> 01:47:01.950]  Plus, all calling plans include over 40 special features, including call waiting, caller ID, and three-way calling, free!
[01:47:01.950 --> 01:47:03.131]  Take your phone number on the road
[01:47:06.014 --> 01:47:10.557]  Simply plug your adapter into any internet connection and start making phone calls.
[01:47:10.557 --> 01:47:11.957]  It's that easy!
[01:47:11.957 --> 01:47:19.721]  So if you have a high-speed internet connection and are ready to dramatically lower your monthly phone bill, choose your plan now at EOTTech.com.
[01:47:19.721 --> 01:47:21.923]  That's EOTTech.com!
[01:47:21.923 --> 01:47:29.266]  EOTTech.com!
[01:47:29.266 --> 01:47:34.069]  You're listening to GCN, the Genesis Communications Radio Network.
[01:47:37.366 --> 01:47:47.432]  Look, for everybody out there who's in denial about world government, private families that control the central banks, that control the brokerage firms, it's just a Ponzi scheme.
[01:47:47.432 --> 01:47:48.873]  It's a scam.
[01:47:48.873 --> 01:47:52.315]  But they're so big, their Ponzi schemes don't fail.
[01:47:52.315 --> 01:47:59.079]  They buy off your military, they buy off your governments, with the trillions of dollars they've got that taxpayers have to pay back later.
[01:47:59.079 --> 01:48:01.761]  That's the little hitch.
[01:48:01.761 --> 01:48:05.323]  And they're just setting up tyranny, and they've been openly bragging about it.
[01:48:05.323 --> 01:48:06.424]  They all need to be arrested.
[01:48:06.954 --> 01:48:13.417]  They're all a bunch of Madoffs, but instead they're hailed as our saviors on the news.
[01:48:13.417 --> 01:48:15.538]  Oh, let's cut to this brokerage front head.
[01:48:15.538 --> 01:48:17.839]  He'll tell us how to save the economy.
[01:48:17.839 --> 01:48:25.762]  Well, you give the bankers unlimited power and regulatory power and we'll fix it when they're the ones that did it.
[01:48:25.762 --> 01:48:28.843]  And things are only going to get worse until we turn this around.
[01:48:28.843 --> 01:48:34.946]  And I mean, as for New World Order, you can go to Google News and type in New World Order and see hundreds of mainstream news articles.
[01:48:35.538 --> 01:48:38.140]  It's telling you how great it is and how good it is.
[01:48:38.140 --> 01:48:40.261]  And then meanwhile, people are telling me it doesn't exist.
[01:48:40.261 --> 01:48:43.384]  Listen, stop sucking your thumbs.
[01:48:43.384 --> 01:48:48.747]  Stop denying world governments here and exist.
[01:48:48.747 --> 01:48:54.251]  All it is, is a global consortium, a global corporate takeover of sovereign countries.
[01:48:54.251 --> 01:48:58.594]  And they transfer the nation-state power into illegitimate, unelected boards.
[01:48:58.594 --> 01:49:02.717]  Like the IMF, the World Bank, the World Trade Organization.
[01:49:02.717 --> 01:49:04.278]  The International Bank of Settlements.
[01:49:04.278 --> 01:49:05.079]  Grow up!
[01:49:07.318 --> 01:49:09.599]  You know, good government is small and protects freedom.
[01:49:09.599 --> 01:49:13.080]  Bad government attacks freedom and loots the public.
[01:49:13.080 --> 01:49:18.862]  I mean, I've got all these articles about all the bureaucrats they're creating and the way they're harassing landowners and the American people.
[01:49:18.862 --> 01:49:20.922]  I mean, this is... And they know you're going to revolt.
[01:49:20.922 --> 01:49:22.863]  They know you're not going along with it.
[01:49:22.863 --> 01:49:25.544]  They're going to make examples out of people.
[01:49:25.544 --> 01:49:27.865]  But they're going to end up getting their hind ends kicked.
[01:49:27.865 --> 01:49:30.105]  I mean, look at this story here.
[01:49:30.105 --> 01:49:30.946]  All over the U.S.
[01:49:30.946 --> 01:49:34.687]  and England, they're putting cameras and microphones in the school bathrooms.
[01:49:35.083 --> 01:49:42.446]  Big Brother CCTV to Spy on Pupils, age 4, complete with CPS evidence kit.
[01:49:42.446 --> 01:49:47.948]  This is out of the Globe and Mail online, Daily Mail in the UK.
[01:49:47.948 --> 01:49:50.169]  It admits it's happening here in the U.S.
[01:49:50.169 --> 01:49:50.649]  as well.
[01:49:50.649 --> 01:49:53.971]  It says that it's in the school bathrooms everywhere.
[01:49:53.971 --> 01:49:54.931]  I'm just sick of it.
[01:49:54.931 --> 01:49:57.412]  They're training your kids how to be prisoners.
[01:49:57.412 --> 01:49:59.593]  The state is trying to make you its property.
[01:50:01.694 --> 01:50:02.615]  I'm sick of it.
[01:50:02.615 --> 01:50:05.257]  Let's talk to Lee in Austin, Texas.
[01:50:05.257 --> 01:50:06.658]  Lee, you're on the air.
[01:50:06.658 --> 01:50:07.959]  Welcome.
[01:50:07.959 --> 01:50:08.800]  Hi, how are you?
[01:50:08.800 --> 01:50:09.620]  Good.
[01:50:09.620 --> 01:50:11.822]  It's good to hear you.
[01:50:11.822 --> 01:50:14.724]  I listen to your program, but this is the first time I've called.
[01:50:14.724 --> 01:50:15.805]  Welcome.
[01:50:15.805 --> 01:50:19.408]  I only have one, well actually three statements to make.
[01:50:19.408 --> 01:50:30.357]  Number one, when is this country going to wake up and read the Constitution, the Declaration of Independence, and remember where, why, and how we were founded?
[01:50:30.999 --> 01:50:38.024]  Number two, when are we going to learn to read about the people that are elected before we push the button?
[01:50:38.024 --> 01:50:53.994]  And number three, when are we going to get out the incumbents and actually put people in that are going to listen to us, that are going to protect our rights, that are going to keep Big Brother at bay, and really do care about the American people?
[01:50:53.994 --> 01:51:00.699]  Well, you know, 30 years ago, 20 years ago, if the polls showed that 90% of people wanted something and it was constitutional,
[01:51:01.411 --> 01:51:02.412]  Government wouldn't do it.
[01:51:02.412 --> 01:51:07.014]  Why do you think now 80% want out of the war, the war continues.
[01:51:07.014 --> 01:51:09.955]  91% want to control the borders, it doesn't happen.
[01:51:09.955 --> 01:51:13.657]  You know, 80 plus percent want to end the drug war, it continues.
[01:51:13.657 --> 01:51:22.161]  That's happening because of the electronic voting machines that are basically CIA run, the big four companies, and so they're heading us off at the pass.
[01:51:22.161 --> 01:51:23.301]  It's called tyranny.
[01:51:23.301 --> 01:51:26.603]  That's why they're moving into the final phase of troops, but go ahead.
[01:51:26.603 --> 01:51:28.864]  Here's a true fact for you.
[01:51:30.800 --> 01:51:47.925]  All these Mexicans, illegal aliens, and other people that are coming into this country, when we were living in Las Vegas, Nevada, we watched them at a huge rally, state about how much they wanted to be Americans, while they waved huge Mexican flags.
[01:51:47.925 --> 01:51:51.306]  If you want to be an American, where is your American flag?
[01:51:51.306 --> 01:51:55.727]  Hi, Harriet, I appreciate your call, good to hear from you.
[01:51:55.727 --> 01:51:58.708]  Look, everybody made a big deal about giving poor children
[01:52:00.003 --> 01:52:04.085]  Chinese slave-made toys that break in one hour and give them lead poisoning.
[01:52:04.085 --> 01:52:05.725]  How about we give our children a future?
[01:52:05.725 --> 01:52:08.887]  Liberty, freedom, without foreign bankers ruling over us.
[01:52:08.887 --> 01:52:09.607]  Freedom!
[01:52:09.607 --> 01:52:15.629]  A bill of rights, due process, a constitution, an even playing field.
[01:52:15.629 --> 01:52:17.930]  It's what our children need.
[01:52:17.930 --> 01:52:19.451]  But they've taken our heroes away.
[01:52:19.451 --> 01:52:24.073]  I mean, I'm not against sports, but those aren't real heroes.
[01:52:24.073 --> 01:52:27.594]  See, they've taken our heroes as well, because they don't want a hero to be somebody
[01:52:27.875 --> 01:52:31.997]  That stands up against tyranny or somebody that fights City Hall or Rosa Parks.
[01:52:31.997 --> 01:52:35.478]  They want to make the hero somebody that hits a ball.
[01:52:35.478 --> 01:52:38.059]  Because that is an issue that doesn't matter.
[01:52:38.059 --> 01:52:41.380]  So they'll... Again, they've taken our role models away.
[01:52:41.380 --> 01:52:42.340]  They have done it all.
[01:52:42.340 --> 01:52:43.541]  And absolutely, the U.S.
[01:52:43.541 --> 01:52:50.563]  government, the criminals they are, not our legitimate government, for 60 years has paid for textbooks in Mexico teaching the children that the U.S.
[01:52:50.563 --> 01:52:51.904]  belongs to Mexico and the U.S.
[01:52:51.904 --> 01:52:53.204]  is evil.
[01:52:53.204 --> 01:52:55.105]  And then the PR firm that got Bush elected
[01:52:56.159 --> 01:52:57.159]  Rob Allen and co.
[01:52:57.159 --> 01:52:57.800]  up in Dallas.
[01:52:57.800 --> 01:52:59.720]  This was in the Dallas Morning News, by the way.
[01:52:59.720 --> 01:53:03.222]  It ran all those illegal alien demonstrations of two years ago.
[01:53:03.222 --> 01:53:06.123]  That was all White House-run by a Republican front grid.
[01:53:06.123 --> 01:53:09.384]  Of course, the Democrats are for it, too.
[01:53:09.384 --> 01:53:12.385]  Because the globalists want to destroy wages and break this country down.
[01:53:12.385 --> 01:53:16.226]  So they handed out the American flags to the illegal aliens out of the backs of trucks.
[01:53:16.226 --> 01:53:17.727]  But the illegals didn't want that.
[01:53:17.727 --> 01:53:22.708]  They wanted to wave their Mexican flags and say, Viva la Raza, which means up with the race.
[01:53:22.708 --> 01:53:24.709]  And I know it feels good to all be into your race.
[01:53:25.404 --> 01:53:32.810]  You know, and the point is I've had to transcend that to understand divide and conquer.
[01:53:32.810 --> 01:53:42.798]  But I'm not going to sit here like a schmuck and play along that La Raza or The Race or all these other groups aren't New World Order controlled.
[01:53:42.798 --> 01:53:44.299]  Mexico's New World Order controlled.
[01:53:44.299 --> 01:53:46.180]  It's a narco-terrorist state.
[01:53:46.180 --> 01:53:48.102]  And I don't blame people wanting to come up here and get a better life.
[01:53:48.857 --> 01:53:52.678]  But I do blame them buying into New World Order propaganda about bringing down the U.S.
[01:53:52.678 --> 01:53:54.278]  The globalists want to bring the U.S.
[01:53:54.278 --> 01:53:54.538]  down.
[01:53:54.538 --> 01:53:55.959]  They're done with the U.S.
[01:53:55.959 --> 01:53:58.039]  They've used us to build their world government.
[01:53:58.039 --> 01:54:01.960]  Now they're bringing in their world government and they want us to be a third world nation.
[01:54:01.960 --> 01:54:02.620]  The U.S.
[01:54:02.620 --> 01:54:05.281]  is being sucked dry by offshore banks.
[01:54:05.281 --> 01:54:07.081]  The globalists want open borders.
[01:54:07.081 --> 01:54:08.622]  They want to break up our families.
[01:54:08.622 --> 01:54:10.342]  They want to destroy the middle class.
[01:54:10.342 --> 01:54:13.063]  Whether you're Hispanic, white, black, it doesn't matter.
[01:54:13.063 --> 01:54:17.604]  So anything the globalists are for, anything the CFR is for, you need to be against.
[01:54:18.655 --> 01:54:32.221]  And when they play that mind game of telling you, hey, there's no such thing as a New World Order, you need to get angry at them and say, listen, dirtbag criminal, I can read the hundreds of government documents and the hundreds of news articles telling me there's a world government and telling me how good it is.
[01:54:32.221 --> 01:54:40.685]  And the minute I say I don't want your world government, you laugh at me and patronize me, patronize me, and tell me it doesn't exist.
[01:54:40.685 --> 01:54:43.307]  That's a mind game!
[01:54:43.307 --> 01:54:45.007]  What a sick joke!
[01:54:45.007 --> 01:54:46.108]  You people are discredited!
[01:54:47.375 --> 01:54:50.276]  They're still spewing the old propaganda of denying it.
[01:54:50.276 --> 01:54:52.737]  Meanwhile, their bosses are announcing it is here.
[01:54:52.737 --> 01:54:54.878]  And it is happening.
[01:54:54.878 --> 01:54:56.699]  Let's talk to Kyle and Bastrop.
[01:54:56.699 --> 01:54:57.820]  Kyle, you're on the air.
[01:54:57.820 --> 01:54:59.240]  Welcome.
[01:54:59.240 --> 01:55:01.781]  Welcome.
[01:55:01.781 --> 01:55:05.663]  And George Bush, you tried for treason.
[01:55:05.663 --> 01:55:10.005]  George Bush is a mindless, petty, nobody puppet, just like Barack Obama.
[01:55:10.740 --> 01:55:18.426]  He's a front man, so everybody focuses on him while the bankers in the back room financially rape us.
[01:55:18.426 --> 01:55:24.431]  And when you kill 3,000 people just to go to war?
[01:55:24.431 --> 01:55:32.158]  Back in the 40s, Adolf Hitler killed 6 million Jews and we went to war with him.
[01:55:32.158 --> 01:55:33.499]  Listen, I appreciate your call.
[01:55:33.499 --> 01:55:35.620]  Hitler killed more than that.
[01:55:35.620 --> 01:55:37.842]  At least 20 million people died during World War II.
[01:55:37.842 --> 01:55:38.643]  Jews, Poles.
[01:55:39.766 --> 01:55:44.529]  Russians, French, North Africans, was absolutely horrible.
[01:55:44.529 --> 01:55:48.251]  And again, Hitler was financed by the U.S.
[01:55:48.251 --> 01:55:49.231]  It's declassified.
[01:55:49.231 --> 01:55:53.033]  The Milner Group, mainline British history books teach it.
[01:55:53.033 --> 01:55:54.514]  The British Empire and the U.S.
[01:55:54.514 --> 01:55:56.475]  put him in power to wreck Europe.
[01:55:56.475 --> 01:56:03.199]  You know, they set him up knowing what he would do, then told him to take Europe, told him to attack the Russians, and then set him up.
[01:56:03.199 --> 01:56:06.721]  So see, who's more evil, Hitler or the people that set Hitler up?
[01:56:06.721 --> 01:56:07.301]  Remember that.
[01:56:08.806 --> 01:56:10.512]  Let's talk to Roger in Georgetown.
[01:56:10.512 --> 01:56:11.998]  You're on the air Roger.
[01:56:11.998 --> 01:56:13.844]  Hi Alex, good to talk to you man.
[01:56:13.844 --> 01:56:14.406]  Good to talk to you.
[01:56:15.303 --> 01:56:18.744]  All of this begs the question, well, what can we do as individuals?
[01:56:18.744 --> 01:56:21.125]  Well, I've got a garden.
[01:56:21.125 --> 01:56:23.205]  I'm buying gold and silver coins.
[01:56:23.205 --> 01:56:26.906]  And the lady before said, well, why don't people read the Constitution?
[01:56:26.906 --> 01:56:31.528]  Well, I read the part that says the state shall make no law with respect to private contracts.
