[00:00:00.669 --> 00:00:01.770]  Government cover-ups.
[00:20:27.659 --> 00:20:32.682]  If you'd like to take a look at gold for your retirement, call 800-686-2237.
[00:20:33.462 --> 00:20:37.585]  Don't get left behind by rising inflation and low return on your paper investments.
[00:20:37.985 --> 00:20:38.245]  Call 800-686-2237.
[00:20:38.265 --> 00:20:40.086]  Make sure that you secure your future.
[00:20:43.328 --> 00:20:43.589]  Call 800-686-2237.
[00:20:43.609 --> 00:20:43.809]  That's 1-800-686-2237.
[00:20:54.164 --> 00:20:56.046]  Gas prices are out of control!
[00:20:56.487 --> 00:21:00.151]  Fight back by doing what thousands of listeners to the Alex Jones Show have done.
[00:21:00.371 --> 00:21:03.114]  Developed by a major oil company, a product that really works.
[00:21:03.435 --> 00:21:07.039]  Introducing SFR's Protecta Complete fuel system and engine treatment.
[00:21:07.199 --> 00:21:09.762]  Just one bottle increases mileage for up to six months.
[00:21:09.942 --> 00:21:13.486]  Fleet tested by major oil companies showing improvements in every car tested.
[00:21:13.706 --> 00:21:17.207]  Stop paying mechanics your hard-earned money to have your injection system cleaned.
[00:21:17.407 --> 00:21:23.089]  Protecta cleans up to 95% of new injector condition in just one tankful and is safe for all cars.
[00:21:23.269 --> 00:21:30.472]  Tests conducted by General Motors conclude fuel injectors can partially plug in as little as 5,000 miles due to poor gasoline quality.
[00:21:30.732 --> 00:21:37.575]  Fight high fuel prices by purchasing a Protecta fuel system treatment for only $9.95 and receive an engine treatment free at $12.95 value.
[00:21:38.775 --> 00:21:45.341]  Satisfaction guaranteed or your money back, go to oilcompanysecret.com, that's oilcompanysecret.com, or call 888-USE-SFR1.
[00:21:45.461 --> 00:21:45.641]  That's 888-873-7371.
[00:21:53.550 --> 00:22:03.976]  When I learned that the accumulation of acidic waste was the likely cause of my painful joints, lack of energy, and weight gain, I knew I would have to change to a more alkaline diet, but it just seemed so difficult.
[00:22:04.296 --> 00:22:13.761]  Then a friend suggested I try a Jupiter water ionizer from SnyderHealth.com and detox my body even before I changed my diet by drinking alkaline ionized water.
[00:22:14.121 --> 00:22:14.882]  Drinking water?
[00:22:15.382 --> 00:22:16.683]  Now that's something I can handle.
[00:22:17.063 --> 00:22:22.426]  The guys at Snyder Health took the time to explain all of the different options and help me choose the ionizer that was right for me.
[00:22:22.726 --> 00:22:25.048]  I use my new Jupiter ionizer for everything.
[00:22:25.148 --> 00:22:34.533]  For drinking, for cooking, and since I've been drinking the water, I have more energy, my joint pains are gone, and I already lost 7 pounds, and my skin looks great!
[00:22:34.833 --> 00:22:37.475]  Give them a call today at 877-356-2508 to find out which ionizer is right for you.
[00:22:41.857 --> 00:22:46.506]  They offer a full 30-day money-back guarantee and free shipping, so there's absolutely no risk.
[00:22:46.727 --> 00:22:49.272]  You can visit them on the web at SnyderHealth.com.
[00:22:49.572 --> 00:22:52.137]  That's S-N-Y-D-E-R Health dot com.
[00:22:53.177 --> 00:22:55.238]  May I have everybody's attention, please?
[00:22:55.338 --> 00:22:57.740]  I've come with a message of information.
[00:22:57.760 --> 00:22:59.901]  9-11 was an inside job.
[00:23:00.061 --> 00:23:01.562]  Do you like being a puppet, sir?
[00:23:01.582 --> 00:23:03.183]  Do you like being a puppet for the New World Order?
[00:23:03.283 --> 00:23:06.085]  How do the American people know that 9-11 was a state?
[00:23:06.105 --> 00:23:10.568]  It wasn't engineered by you, David Rockefeller, the Trilateral Commission, the CFR, the...
[00:23:12.509 --> 00:23:19.438]  The day that we stop asking questions is the day that we have allowed the seeds of despotism to grow at our own door.
[00:23:19.478 --> 00:23:23.964]  Seven years after the attacks of September 11th, a global awakening has taken place.
[00:23:24.004 --> 00:23:25.506]  An inside job.
[00:23:28.163 --> 00:23:30.424]  How dare you?
[00:23:30.585 --> 00:23:35.648]  If you know that there's treason going on, you can be held accountable for treason yourself.
[00:23:35.668 --> 00:23:38.089]  All hell is breaking loose on 6th Avenue.
[00:23:38.129 --> 00:23:44.973]  And if the government has not told the truth in five years, we will be here on the 10th anniversary of... Truth Rising.
[00:23:45.033 --> 00:23:47.615]  Download the film at PrisonPlanet.tv right now.
[00:23:47.875 --> 00:23:49.876]  Or get the DVD at Infowars.com.
[00:23:50.136 --> 00:23:52.598]  It's now time to take the revolution to the next level.
[00:23:55.970 --> 00:23:57.952]  Come, your master's at war.
[00:23:57.972 --> 00:24:02.376]  He'll build the big guns.
[00:24:04.758 --> 00:24:07.160]  He'll build the death planes.
[00:24:09.081 --> 00:24:11.043]  He'll build all the bombs.
[00:24:13.425 --> 00:24:15.887]  He'll hide behind walls.
[00:24:17.749 --> 00:24:19.851]  He'll hide behind disks.
[00:24:21.969 --> 00:24:26.152]  I just want you to know I can see through your masks.
[00:24:28.534 --> 00:24:34.899]  You that never done nothing but build to destroy.
[00:24:37.261 --> 00:24:43.486]  You play with my world like it's your little toy.
[00:24:45.748 --> 00:24:47.930]  You put a gun in my hand
[00:24:50.163 --> 00:24:52.426]  And you hide from my eyes.
[00:24:54.568 --> 00:24:58.833]  And you turn and run farther when the fast bullets fly.
[00:24:59.213 --> 00:25:00.474]  Alright folks, we're back!
[00:25:01.215 --> 00:25:03.277]  Like a Judas of old.
[00:25:03.297 --> 00:25:04.819]  It's the 4th of July.
[00:25:05.019 --> 00:25:06.080]  Not like a little villain, huh?
[00:25:06.100 --> 00:25:07.522]  You lie and deceive.
[00:25:07.542 --> 00:25:11.847]  A world war can be won.
[00:25:12.819 --> 00:25:13.299]  You know it.
[00:25:14.020 --> 00:25:17.602]  Folks, it's a day for barbecues.
[00:25:17.662 --> 00:25:18.522]  It's a day for family.
[00:25:18.542 --> 00:25:19.623]  It's a day for hot dogs.
[00:25:20.463 --> 00:25:24.906]  It's a day for fireworks.
[00:25:25.886 --> 00:25:29.869]  It's a day where we can all get together.
[00:25:29.889 --> 00:25:32.890]  But for me, it's a day for the truth to rise.
[00:25:32.950 --> 00:25:34.151]  It's time to rise up.
[00:25:34.651 --> 00:25:35.872]  It's time to get busy.
[00:25:38.681 --> 00:25:42.823]  We are T-minus two days away from another attack by the BBC.
[00:25:43.603 --> 00:25:44.283]  Alright?
[00:25:44.303 --> 00:25:45.124]  Let me say that again.
[00:25:45.324 --> 00:25:50.786]  We're T-minus two more days away from an attack by the BBC.
[00:25:51.986 --> 00:25:58.949]  And I just want to shout out to that punk, Mike Rudin, who's putting out this blog already trying to make us look bad.
[00:25:58.989 --> 00:26:00.209]  This guy, yo.
[00:26:01.830 --> 00:26:03.490]  First of all, he's the one that interviewed Dylan.
[00:26:03.890 --> 00:26:05.651]  Apparently he's the producer of this piece.
[00:26:06.542 --> 00:26:10.683]  I talked to him for about a half an hour when we were out in Colorado.
[00:26:11.624 --> 00:26:12.404]  And he's total scum.
[00:26:13.124 --> 00:26:13.985]  I'll say that right now.
[00:26:14.045 --> 00:26:15.345]  I have no respect for the man.
[00:26:15.745 --> 00:26:17.006]  He is a cover-up artist.
[00:26:17.086 --> 00:26:19.286]  I guarantee this piece is not going to be fair.
[00:26:19.506 --> 00:26:24.208]  They're going to explain to us how damage caused Building 7 come down.
[00:26:24.368 --> 00:26:27.009]  Whether that's true or not, that's what he's going to explain.
[00:26:27.069 --> 00:26:27.789]  That is his goal.
[00:26:28.249 --> 00:26:29.330]  Do not fool yourselves.
[00:26:29.870 --> 00:26:30.190]  Alright?
[00:26:30.990 --> 00:26:32.311]  I've read a lot of these comments.
[00:26:33.283 --> 00:26:38.104]  Uh, blogger, and even over on InfoWars about certain things, and let me tell you something right now.
[00:26:38.184 --> 00:26:39.484]  The BBC is not our friend.
[00:26:39.724 --> 00:26:41.305]  Stop acting like they're our friend.
[00:26:42.205 --> 00:26:42.505]  Okay?
[00:26:42.525 --> 00:26:43.365]  Because they're not!
[00:26:44.165 --> 00:26:46.866]  The conspiracy files are not our friend!
[00:26:46.886 --> 00:26:50.527]  When are you gonna wake up, people?
[00:26:52.167 --> 00:26:54.268]  You really think they're gonna give a legit shot to us?
[00:26:54.368 --> 00:26:54.888]  I mean, really?
[00:26:54.968 --> 00:26:58.288]  After that horrifying hit piece of total lies?
[00:26:59.629 --> 00:27:00.449]  Let me give an example.
[00:27:01.269 --> 00:27:07.074]  A really simple example of how they totally and completely distorted their first 9-11 special.
[00:27:08.675 --> 00:27:20.524]  Okay, they go to, they act like we all went to Google Maps or MapQuest and mapped out where Indian Lake was in relation to the Flight 93 Shanksville crash.
[00:27:22.206 --> 00:27:22.406]  Right?
[00:27:22.706 --> 00:27:23.106]  Remember that?
[00:27:24.467 --> 00:27:27.570]  And they said, yeah, it's a six to eight mile drive.
[00:27:28.559 --> 00:27:30.480]  But it's really only one to two miles away.
[00:27:30.560 --> 00:27:31.081]  Debunked!
[00:27:32.361 --> 00:27:32.602]  No.
[00:27:33.322 --> 00:27:34.643]  Let's go over the real facts.
[00:27:35.143 --> 00:27:39.826]  They didn't want to go over the fact there is no plane in an open field in Shanksville, Pennsylvania.
[00:27:40.046 --> 00:27:40.407]  Period.
[00:27:40.787 --> 00:27:41.307]  Let me say it again.
[00:27:41.487 --> 00:27:45.050]  There is no plane in an open field in Shanksville, Pennsylvania.
[00:27:45.510 --> 00:27:46.450]  There are no engines.
[00:27:47.171 --> 00:27:49.292]  There are no pieces of fuselage.
[00:27:49.733 --> 00:27:50.353]  There's nothing.
[00:27:50.953 --> 00:27:52.374]  There's no bodies.
[00:27:53.095 --> 00:27:53.355]  Okay?
[00:27:53.635 --> 00:27:56.677]  Both Ernie Stahl, the mayor of Shanksville when he got there,
[00:27:57.498 --> 00:28:00.719]  was told that the plane disintegrated on impact into the ground.
[00:28:00.939 --> 00:28:01.179]  Okay?
[00:28:01.199 --> 00:28:02.020]  That's what they told him.
[00:28:03.960 --> 00:28:10.202]  The mayor of Indian Lake, when he got there, who we interviewed ourselves, said he wouldn't have known a plane had crashed there unless they told him.
[00:28:11.303 --> 00:28:11.623]  Okay?
[00:28:11.903 --> 00:28:12.603]  Let me go over it again.
[00:28:14.804 --> 00:28:22.907]  Even when Lifetime Network did their little Flight 93 movie, when the FBI agents get there, they ask the firefighters where the plane is.
[00:28:23.367 --> 00:28:24.767]  And they go, we don't know.
[00:28:25.008 --> 00:28:26.148]  Maybe you can help us find it.
[00:28:26.753 --> 00:28:27.694]  It's a plane!
[00:28:27.934 --> 00:28:28.655]  It's a seven!
[00:28:28.675 --> 00:28:29.676]  Oh my God!
[00:28:29.816 --> 00:28:30.757]  It's a jumbo jet!
[00:28:31.017 --> 00:28:31.537]  Oh my God!
[00:28:33.079 --> 00:28:35.321]  And then you have these little smaller debris areas.
[00:28:36.281 --> 00:28:43.528]  And then you have reports of smaller debris falling eight miles away over a mountain ridge in New Baltimore.
[00:28:43.548 --> 00:28:44.528]  Let me say it again.
[00:28:45.790 --> 00:28:50.794]  Eight miles away over a mountain ridge in New Baltimore.
[00:28:53.516 --> 00:28:54.337]  They didn't bring that up.
[00:28:56.206 --> 00:28:57.646]  But you're right, the BBC's our buddy.
[00:28:57.747 --> 00:28:58.607]  They're gonna be awesome.
[00:29:01.628 --> 00:29:02.628]  Keep dreaming, folks.
[00:29:03.508 --> 00:29:04.549]  Keep dreaming.
[00:29:05.429 --> 00:29:12.571]  They had... Listen, they had Davin Coburn and James Meggs as two of their main experts.
[00:29:13.191 --> 00:29:18.813]  James Meggs is the ex, uh, chief editor of Entertainment Weekly.
[00:29:19.373 --> 00:29:24.035]  So you can drool over your television set and your movie theater when you're not even there when you're reading.
[00:29:24.713 --> 00:29:25.974]  Yeah, that sounds real constructive.
[00:29:26.074 --> 00:29:27.195]  James Meigs is an expert.
[00:29:28.475 --> 00:29:29.316]  We'll be back after this.
[00:29:29.376 --> 00:29:31.697]  It's the Alex Jones Show with Philly 9-11 Truth.
[00:29:31.997 --> 00:29:33.238]  Truth Rising is out!
[00:29:33.418 --> 00:29:34.859]  PrisonPlanet.tv!
[00:29:43.484 --> 00:29:44.385]  We're on the march.
[00:29:44.885 --> 00:29:46.486]  The Empire's on the run.
[00:29:47.407 --> 00:29:50.108]  Alex Jones and the GCN Radio Network.
[00:29:54.207 --> 00:29:55.868]  Life has changed.
[00:29:56.268 --> 00:29:57.729]  We're not 21 anymore.
[00:29:58.109 --> 00:29:59.850]  We have responsibilities.
[00:30:01.271 --> 00:30:03.752]  That's why there's drinkin' made hangover defense.
[00:30:04.212 --> 00:30:05.813]  Sure, we've done our share of partying.
[00:30:05.893 --> 00:30:06.634]  Yeah, dude.
[00:30:06.694 --> 00:30:10.256]  Now, kickin' back with the neighbors and a few beers is more our style.
[00:30:10.836 --> 00:30:16.239]  But let's face it, as we get older, even that can leave us feeling run down the next morning.
[00:30:17.185 --> 00:30:21.827]  With Drink and Mate, you can have a few drinks tonight without waking up feeling like you had a few.
[00:30:22.167 --> 00:30:33.351]  Drink and Mate's patented and proven formula of guava leaf extract has antioxidants and other unique properties that help prevent the headache, queasy stomach, and dehydration even a few drinks can leave behind.
[00:30:33.871 --> 00:30:37.432]  Just dissolve one Drink and Mate in water and take it before bed.
[00:30:37.713 --> 00:30:38.313]  It's that easy!
[00:30:39.181 --> 00:30:41.502]  The next morning, bring on the responsibilities!
[00:30:43.103 --> 00:30:46.565]  Drink and Mate Hangover Defense is available at retailers nationwide.
[00:30:46.925 --> 00:30:47.765]  Pick up some today!
[00:30:48.606 --> 00:30:51.387]  Remember your Drink and Mate, and wake up feeling great!
[00:30:52.972 --> 00:30:54.833]  Heart disease is on the rise.
[00:30:54.953 --> 00:31:00.134]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[00:31:00.315 --> 00:31:01.655]  But the symptoms are there.
[00:31:01.915 --> 00:31:10.098]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:31:10.318 --> 00:31:16.040]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
