[00:00:06.092 --> 00:00:06.392]  He's here.
[00:24:38.680 --> 00:24:51.853]  We've got Willie Nelson for another thirty minutes, five minutes into the next hour, then Naomi Wolf joins us to talk about what the military industrial complex is up to and the positive solution to expose that so people understand the agenda so they can't carry it out.
[00:24:51.873 --> 00:24:58.500]  And the good news is, and all the polls and the troops I've talked to on the street, they are with us against this corrupt world banking system.
[00:24:59.001 --> 00:25:00.302]  And so that is the good news.
[00:25:01.123 --> 00:25:01.743]  Willie Nelson
[00:25:03.015 --> 00:25:13.200]  There are so many other things going on in this country that need to be addressed, but during the break we were talking about more positive solutions.
[00:25:13.780 --> 00:25:19.082]  What are other positive things that you and folks you're working with are trying to do to make the world a better place?
[00:25:22.244 --> 00:25:30.248]  Well, I think probably most of the things we do, and you do, we just do subconsciously because that's the way we think.
[00:25:31.658 --> 00:25:35.981]  Whatever we do at the moment, anything that we can do to promote peace, we should do it.
[00:25:36.021 --> 00:25:42.646]  We should talk about how peace is more prosperous to us than war.
[00:25:42.726 --> 00:25:44.808]  War only benefits one or two percent.
[00:25:45.728 --> 00:25:52.073]  But peace, you know, we are the biggest, I guess, bullet bomb maker in the world.
[00:25:52.273 --> 00:25:54.695]  Arms dealing is what we do best, I guess.
[00:25:54.775 --> 00:25:56.156]  Produce half the weapons in the world, yeah.
[00:25:59.185 --> 00:26:04.414]  Yeah, so there's a lot of people who think we start wars and then sell bullets and bombs to both sides.
[00:26:05.736 --> 00:26:10.924]  I can see how a guy with an evil intent would think that way.
[00:26:13.729 --> 00:26:16.291]  Absolutely, but I mean, the war is unpopular.
[00:26:16.371 --> 00:26:18.833]  Over 75% of the American people want it to end.
[00:26:18.853 --> 00:26:24.558]  We're almost six years into it, and it looks like Barack Obama's going to win.
[00:26:24.578 --> 00:26:41.572]  I certainly hope that he ends it, as he said he will do, but he also said he was going to end the wiretapping, but then voted for it, so I'm not holding my breath, but I guess like you said, we can just keep pushing for it and hope it happens.
[00:26:42.594 --> 00:26:48.518]  Yeah, that's the only thing we can do is just to get that good positive picture in our minds.
[00:26:48.538 --> 00:26:53.182]  I think, you know, as simple as it sounds, it's like the golf swing.
[00:26:53.202 --> 00:26:56.364]  You've got to visualize it, and that's what we have to do.
[00:26:59.571 --> 00:27:07.293]  Willie, we have this event coming up Sunday, and it's special for a lot of reasons, because a lot of people around the world and the country can't be there.
[00:27:07.333 --> 00:27:11.335]  We're going to be streaming it, thanks to you, doing that free over the internet.
[00:27:11.375 --> 00:27:15.456]  It'll be linked up at InfoWars.com and TruthNews.us.
[00:27:15.496 --> 00:27:18.297]  We'll send a link over to your webmaster, so it'll probably be
[00:27:18.937 --> 00:27:24.102]  Well, first of all, Tim O'Connor and I go all the way back to Castle Creek, and in my opinion, he's one of the best
[00:27:45.362 --> 00:27:51.705]  Music promoters, managers of bars and places where people come for entertainment.
[00:27:52.446 --> 00:27:56.308]  You know that I've been around, and I've been around a lot of good promoters.
[00:27:57.148 --> 00:27:59.930]  And I like the way you can depend on what he says.
[00:28:00.330 --> 00:28:04.172]  We went from Castle Creek to several different other places.
[00:28:05.133 --> 00:28:06.974]  Music Hall and Backyard.
[00:28:09.275 --> 00:28:12.617]  I think whatever Tim wants to do, I'm all for it.
[00:28:14.841 --> 00:28:19.965]  Boy, that's going to be an amazing event with Willie Nelson, Jesse Ventura, Alex Jones, and I know Jimmy Vaughn's coming.
[00:28:20.505 --> 00:28:23.308]  Just a whole bunch of other great people are going to be there, Willie.
[00:28:24.408 --> 00:28:28.552]  Yeah, I hear Johnny Knoxville might show up.
[00:28:29.212 --> 00:28:33.916]  He is a piece of work, and I don't know if you've ever met him or not, but you should.
[00:28:35.297 --> 00:28:40.321]  No, I haven't met him, but I look forward to meeting him at the event.
[00:28:42.242 --> 00:28:43.724]  Some of the other issues
[00:28:46.719 --> 00:28:47.759]  Let's get into Farm Aid.
[00:28:47.779 --> 00:28:49.679]  How long have you been doing Farm Aid?
[00:28:49.800 --> 00:28:53.201]  And what are some of the things that Farm Aid is focusing in on?
[00:28:53.221 --> 00:28:56.242]  What did you guys focus in on this year?
[00:28:57.322 --> 00:29:00.163]  Well, it's still local sustainable agriculture.
[00:29:01.043 --> 00:29:02.944]  The first Farm Aid was, I think, 1984.
[00:29:03.064 --> 00:29:10.966]  And it came about, I was in Chicago or St.
[00:29:11.006 --> 00:29:13.887]  Louis, maybe, and it was the State Fair.
[00:29:14.870 --> 00:29:21.733]  And me and Big Jim Thomas, the governor, had sort of a ritual every year when I'd come play the State Fair.
[00:29:21.773 --> 00:29:43.023]  We'd have a bowl of chili and a beer on the bus, and we were talking about how bad the farmer was getting it, and how he used to do pretty good, but now the farmers were losing them at an alarming rate, and we decided that we would do the first Farm Aid.
[00:29:44.824 --> 00:29:47.228]  Hats off to Big Jim for helping us do that.
[00:29:47.769 --> 00:29:51.956]  I think 21 days later, Champaign, Illinois is when we had the first farm aid.
[00:29:55.066 --> 00:30:01.850]  Willie, I know you don't like talking about yourself, but people that know you know what a kind, gentle, real person.
[00:30:02.170 --> 00:30:11.835]  I've talked to a lot of celebrities who've met you and know you or are friends with you over the years, and they say Willie Nelson is the most down-to-earth, real person that you'll find.
[00:30:11.975 --> 00:30:15.277]  Fame and fortune and being a global icon, there aren't many, and you're one of them.
[00:30:16.058 --> 00:30:18.119]  Not just of music, but just of culture, period.
[00:30:18.919 --> 00:30:20.700]  Changes a lot of people.
[00:30:22.481 --> 00:30:26.003]  And, I mean, you have so many people who I wouldn't even call fans.
[00:30:26.043 --> 00:30:28.825]  They just really appreciate who you are and love who you are.
[00:30:28.845 --> 00:30:31.787]  I mean, talk about yourself a little bit.
[00:30:32.147 --> 00:30:39.672]  Growing up and your metamorphosis, I mean, were you always this centered, always this calm?
[00:30:39.692 --> 00:30:49.158]  You know, you're somebody who, you know, wrote a whole bunch of the famous Patsy Cline songs and songs that Elvis and everybody else sung and would sell them for $25, you know, $50.
[00:30:51.419 --> 00:30:53.420]  You've been a radio talk show host, DJ.
[00:30:53.480 --> 00:31:03.082]  You didn't get, though you had all those huge accomplishments, the real fame until the 70s, and then it's just built from there.
[00:31:03.542 --> 00:31:10.743]  Was it the fact that fame came later in life that helped you stay centered and not have it go to your head?
[00:31:11.763 --> 00:31:12.984]  That's a lot there I threw out.
[00:31:14.224 --> 00:31:20.388]  Well, first of all, I come from Abbott, Texas, a little farm and ranch town, and I found out real early that farming was hard, ranching was a little easier.
[00:31:20.408 --> 00:31:22.549]  So that was one of the first lessons that I learned.
[00:31:44.036 --> 00:31:53.661]  Also learned by hanging out with the farmers and ranchers and local folks there in Abbott that a town survived by taking care of itself.
[00:31:53.762 --> 00:31:56.003]  And the farmers were the ones who sustained us.
[00:31:56.103 --> 00:31:57.684]  They grew our cotton and corn.
[00:31:58.564 --> 00:32:02.526]  And I learned a lot from the guys who, you know, who grew things.
[00:32:03.467 --> 00:32:12.172]  And throughout the years, I think I can say that I owe a lot to Abbott and the education that I got just growing up there.
[00:32:14.611 --> 00:32:23.215]  But continuing through your life, what was it like seeing song after song you wrote being number one hits?
[00:32:23.295 --> 00:32:29.538]  I mean, that's true that you sold one of Patsy Cline's biggest hits for $50, or was it $100?
[00:32:29.578 --> 00:32:37.762]  No, actually, I started out writing poems when I was five or six years old, and then I learned to play guitar.
[00:32:38.763 --> 00:32:40.604]  My grandparents raised me.
[00:32:41.488 --> 00:32:45.910]  I learned, and we learned, me and my sister learned music real early.
[00:32:45.930 --> 00:32:51.273]  I would learn a lot from her, but I would play the guitar and write songs.
[00:32:52.153 --> 00:32:55.395]  And then I got a, I was working on the farm.
[00:32:55.475 --> 00:32:57.776]  I was making very little money.
[00:32:57.816 --> 00:32:59.497]  I was bailing hay, picking cotton.
[00:33:00.538 --> 00:33:09.362]  And on Saturdays, I'd go down and shine shoes at the barber shop, and also had my guitar there, so I'd sing a song.
[00:33:10.188 --> 00:33:17.810]  So I started out playing, so music has always been a big part of what I did and still is.
[00:33:18.950 --> 00:33:32.333]  Didn't your grandmother order a self-taught catalog or book on guitar playing through the mail and basically you were somewhat self-taught?
[00:33:33.474 --> 00:33:34.154]  Pretty much.
[00:33:34.494 --> 00:33:37.815]  I learned a few chords and by playing with
[00:33:39.127 --> 00:33:39.507]  I think so.
[00:34:06.860 --> 00:34:11.262]  Now is it true that you got on the radio when you were 13 years old?
[00:34:12.563 --> 00:34:14.763]  Yeah, on KHBR Hillsborough.
[00:34:15.464 --> 00:34:22.087]  Me and my sister and her husband at the time and my football coach who played trombone.
[00:34:22.107 --> 00:34:24.288]  We had a radio show up there on Saturdays.
[00:34:26.389 --> 00:34:27.689]  That's amazing, Willie.
[00:34:29.870 --> 00:34:36.153]  I think it's safe to say you've probably lived one of, already and so much more ahead of you, a full life.
[00:34:38.183 --> 00:34:39.764]  Well, yeah.
[00:34:41.245 --> 00:34:43.346]  I think you could easily say that.
[00:34:43.927 --> 00:34:47.910]  You know, there's that song that Johnny Cash and others have sung, I've Been Everywhere Man.
[00:34:47.930 --> 00:34:51.412]  Do you think you've probably been more places than Johnny Cash?
[00:34:52.573 --> 00:34:57.336]  Well, I don't know about that, but that's what we do.
[00:34:57.396 --> 00:35:04.761]  We travel and we've been to most places once and a lot of them several times.
[00:35:06.909 --> 00:35:08.769]  What's your favorite venue to play?
[00:35:10.490 --> 00:35:11.150]  Do you have one?
[00:35:11.790 --> 00:35:12.830]  Yeah, I do.
[00:35:12.930 --> 00:35:17.831]  There is a place in Morrison, Colorado, Red Rock Amphitheater.
[00:35:19.731 --> 00:35:21.592]  It's an incredible place to play.
[00:35:22.332 --> 00:35:31.493]  And then, naturally after that, there's been places around Austin through the years, mainly because of the crowds.
[00:35:33.013 --> 00:35:35.934]  But as far as venues are concerned,
[00:35:36.693 --> 00:35:39.555]  Red Rocks Amphitheater, I think, is the best one.
[00:35:40.555 --> 00:35:42.096]  Willie, when did you move to Austin?
[00:35:46.278 --> 00:36:03.228]  I had been coming here for years, playing music, and my sister had moved here, and I had planned on... This is way back there, come to think of it.
[00:36:04.862 --> 00:36:17.585]  We were going to get an apartment in Houston or buy a condo or something, and then I drove up to Austin to visit with my sister, and that's when I decided that this was really the place where I wanted to be.
[00:36:18.645 --> 00:36:22.546]  But the year had to be, what, 75, I guess.
[00:36:23.906 --> 00:36:27.467]  Boy, I tell you, and Willie Nelson and Austin sure went together well, didn't they?
[00:36:28.900 --> 00:36:29.440]  Oh, it was, yeah.
[00:36:29.500 --> 00:36:44.010]  You know, the university is here, Darryl Royal is here, you know, Joe Jamal come up a lot, and we just had a lot of fun just listening to the music and going to football games.
[00:36:45.331 --> 00:36:48.232]  Those were great times back in Austin in those days.
[00:36:48.933 --> 00:36:49.413]  Amazing.
[00:36:52.341 --> 00:36:53.922]  My grandparents, of course, lived in Austin.
[00:36:53.942 --> 00:37:01.167]  We'd come down here and visit from Dallas when I was a little kid, and then I moved here in high school, and I remember always telling my parents, I want to live in Austin!
[00:37:01.207 --> 00:37:02.248]  I want to live in Austin!
[00:37:02.688 --> 00:37:03.068]  It's a lot.
[00:37:03.088 --> 00:37:04.149]  I might bash in Dallas.
