[00:00:01.291 --> 00:00:02.873]  You want answers?
[00:24:30.262 --> 00:24:32.864]  Just a network note, we're going to continue and skip this break.
[00:24:32.864 --> 00:24:37.266]  For Infowars.com listeners and PrisonPlanet.tv viewers, coming up to our next main break.
[00:24:37.266 --> 00:24:38.847]  We'll be at 50 after.
[00:24:38.847 --> 00:24:47.972]  Jordan Maxwell, let's start off with, you get there with, you know, less than 20 bucks in your pocket in LA when you're 13 years old.
[00:24:47.972 --> 00:24:57.277]  Go through your life, your awakening process, some of the people you ran into over the years, and what that awakening was like.
[00:24:58.160 --> 00:25:02.703]  Well, yeah, I was 18 when I came to Los Angeles, and I had no idea why.
[00:25:02.703 --> 00:25:04.725]  I just felt I had to go somewhere.
[00:25:04.725 --> 00:25:11.970]  Originally, I'm from the South, I'm from Florida, and I ended up in Los Angeles back in 59.
[00:25:11.970 --> 00:25:21.717]  And I had no idea why I was here or what I was going to do with my life, but I just was drawn to the fact that I wanted to know.
[00:25:22.717 --> 00:25:26.140]  And so many people today just don't want to know.
[00:25:26.140 --> 00:25:28.942]  And so that's what drove me.
[00:25:28.942 --> 00:25:46.756]  And I've done what I have done with nothing for so many years because I have always appreciated the people who made themselves available for me by doing tapes and records and lectures and teachers who I could go to to learn.
[00:25:47.655 --> 00:26:10.596]  The things that I was, my heart was burning to know and I would, I would attend all the lectures I could, read everything I could get my hands on because I wanted to know and I really appreciated those people many years ago that were there out on the front lines like you are today making the information available so that I could learn.
[00:26:11.460 --> 00:26:22.449]  And so that's what I wanted to do with my life at 19 years old, is to gather up as much information as possible and make it available to all that wanted to hear.
[00:26:22.449 --> 00:26:26.272]  And so I was very idealistic about that.
[00:26:26.272 --> 00:26:28.034]  But I discovered something.
[00:26:28.034 --> 00:26:30.235]  I'll tell you a big secret that I discovered.
[00:26:30.235 --> 00:26:32.858]  It took me many years to figure it out.
[00:26:32.858 --> 00:26:38.022]  But people will always support what they want to hear.
[00:26:38.812 --> 00:26:41.714]  They will not support what they don't want to hear.
[00:26:41.714 --> 00:26:45.416]  And if you like country music, you're not going to pay money for an opera.
[00:26:45.416 --> 00:26:50.220]  If you like classical music, you're not going to pay money to go to an acid rock concert.
[00:26:50.220 --> 00:26:53.942]  So people will always support what they want to hear.
[00:26:53.942 --> 00:26:58.225]  And so I always assumed as a young person that people were like me.
[00:26:58.225 --> 00:27:00.366]  They wanted to know the truth.
[00:27:00.366 --> 00:27:08.432]  And so I later on discovered that no, most of the time people do not want to know the truth.
[00:27:09.670 --> 00:27:27.820]  They will look at something, see that it's wrong, and then prefer to, as Churchill said, every now and then you'll stumble on the truth, but then you'll pick yourself up, brush yourself off, and go on, act like you never saw it, and just go on and live your life, and go to the ballgame, and have a good time.
[00:27:27.820 --> 00:27:31.602]  And one day, what comes around goes around.
[00:27:31.602 --> 00:27:36.105]  One day, what you should have looked at, you should have been concerned about,
[00:27:36.886 --> 00:27:46.192]  Well, when it comes to you, finally, and you finally have to see what you, you know, what you could have seen years ago, but you didn't want to.
[00:27:46.192 --> 00:27:53.657]  Well, that's what I wanted to do, is to make this kind of information that I was interested in available to everyone.
[00:27:53.657 --> 00:27:56.339]  And you mentioned John Birch Society.
[00:27:56.339 --> 00:28:03.904]  As far back as 19... I think they were founded in 1959 in Belmont, Massachusetts, where I used to
[00:28:05.209 --> 00:28:14.171]  Send research articles to Belmont back in 1961, 62, and 63 to the Bird Society as they're just getting going.
[00:28:14.171 --> 00:28:24.234]  I was doing a lot of research on my own on fascism, Nazism, communism, all of the different movements of the bankers, etc.
[00:28:24.234 --> 00:28:31.856]  So I was just sending in articles and sometimes I'd see some of my work being incorporated into their literature.
[00:28:32.700 --> 00:28:43.864]  And then I began to connect with all kinds of researchers and writers, and the more I learned, the more I realized how much I don't know.
[00:28:43.864 --> 00:28:59.089]  And I realized, too, that most people don't want to know, and that's what really frightened me, because now we're faced with something that is just absolutely beyond most people's ability to even grasp.
[00:29:00.106 --> 00:29:14.113]  And I have no words for it because I know that this country and this republic cannot be saved as long as there's a flaw in the thinking of the people.
[00:29:14.113 --> 00:29:19.696]  Look at your decisions in life are only as good as your information.
[00:29:19.696 --> 00:29:24.999]  And if you are not willing to look at all of the truth, then you don't have it yet.
[00:29:25.678 --> 00:29:30.162]  And as long as you don't have it all, any attorney will tell you before going in the court.
[00:29:30.162 --> 00:29:34.226]  If you don't have everything going for you, then don't go.
[00:29:34.226 --> 00:29:39.611]  Don't even try, because you're not going to win, because you don't know the facts yet.
[00:29:39.611 --> 00:29:42.154]  So that's what I'm trying to do.
[00:29:42.154 --> 00:29:43.555]  We're on the march.
[00:29:43.555 --> 00:29:46.077]  The Empire's on the run.
[00:29:46.077 --> 00:29:48.780]  Alex Jones and the GCN Radio Network.
[00:29:51.997 --> 00:29:53.938]  Our beloved Republic is on her knees.
[00:29:53.938 --> 00:29:57.560]  The forces of globalism are destroying national sovereignty worldwide.
[00:29:57.560 --> 00:30:00.022]  But in Liberty's darkest hour, there is hope.
[00:30:00.022 --> 00:30:03.064]  The first time in modern history, the people are beginning to wake up.
[00:30:03.064 --> 00:30:08.787]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[00:30:08.787 --> 00:30:12.710]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:30:13.030 --> 00:30:18.232]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:30:18.232 --> 00:30:21.273]  PrisonPlanet.tv is a vault of forbidden information.
[00:30:21.273 --> 00:30:28.497]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[00:30:28.497 --> 00:30:34.479]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[00:30:34.479 --> 00:30:38.981]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[00:30:39.281 --> 00:30:42.143]  The Info War is waiting for you to set it free.
[00:30:42.143 --> 00:30:44.205]  Join PrisonPlanet.TV.
[00:30:44.205 --> 00:30:46.186]  Burn the info bombs to disk.
[00:30:46.186 --> 00:30:48.328]  Put them on the file sharing networks.
[00:30:48.328 --> 00:30:50.109]  Bring down the New World Order.
[00:30:50.109 --> 00:30:51.851]  PrisonPlanet.TV.
[00:30:51.851 --> 00:30:55.273]  You ever have one of those days where everything goes right?
[00:30:55.273 --> 00:30:57.595]  First, I get the best parking space at work.
[00:30:57.595 --> 00:31:00.898]  Tonight, I have a date with a very lovely Rachel.
[00:31:00.898 --> 00:31:07.323]  And today, I gave a killer presentation in Sydney, finalized a contract in London, and demoed our new product in Boston.
[00:31:07.743 --> 00:31:10.385]  Online from my desk with Webex.
[00:31:10.385 --> 00:31:13.667]  Webex lets me take meetings and give presentations from my desk.
[00:31:13.667 --> 00:31:18.469]  I just talk to clients on the phone and they watch what's happening on my desktop from their desktop.
[00:31:18.469 --> 00:31:22.392]  So I can travel the world and still be here for my date tonight with Rachel.
[00:31:22.392 --> 00:31:24.033]  Travel less, meet online.
[00:31:24.033 --> 00:31:26.694]  Go to Webex.com and try Webex free.
[00:31:26.694 --> 00:31:32.618]  Just click the radiographic and enter promo code 500 to get a free trial and a free webcam too.
[00:31:32.618 --> 00:31:36.380]  Remember that code 500 to qualify for the free webcam.
[00:31:36.380 --> 00:31:36.700]  Webex.
[00:31:37.000 --> 00:31:41.044]  Now part of Cisco and used by more than five and a half million people every month.
[00:31:41.044 --> 00:31:42.005]  Give it a try.
[00:31:42.005 --> 00:31:42.605]  Free.
[00:31:42.605 --> 00:31:45.087]  Go to WebEx.com and enter the promo code 500.
[00:31:45.087 --> 00:31:48.030]  W-E-B-E-X.com.
[00:31:48.030 --> 00:31:49.471]  Free webcams available while supplies last.
[00:31:49.471 --> 00:31:50.412]  Terms and restrictions apply.
[00:31:50.412 --> 00:31:51.253]  See website for details.
[00:31:52.600 --> 00:31:56.423]  Attention, this is an extremely urgent self-reliant news bulletin.
[00:31:56.423 --> 00:32:03.529]  If you have ever wanted to produce your own cheaper-than-dirt survival food, this is going to be the most important message you will ever hear.
[00:32:03.529 --> 00:32:04.970]  Here is why.
[00:32:04.970 --> 00:32:14.819]  This network has just learned of a new video course that reveals the secrets of how to safely prepare and store all types of survival foods in an event of social unrest and food shortages here in the U.S.
[00:32:15.419 --> 00:32:18.161]  Grain shortages and hunger are spreading across the globe.
[00:32:18.161 --> 00:32:20.283]  Will troops guard the food supplies in the U.S.
[00:32:20.283 --> 00:32:21.264]  this fall?
[00:32:21.264 --> 00:32:22.165]  Don't wait.
[00:32:22.165 --> 00:32:26.128]  Learn the food shortage skills that can keep you and your family alive in a crisis.
[00:32:26.128 --> 00:32:29.471]  Get the details at FoodShortageUSA.com.
[00:32:29.471 --> 00:32:32.154]  That's FoodShortageUSA.com.
[00:32:32.154 --> 00:32:33.935]  Or you can call toll-free 877-327-0365.
[00:32:33.935 --> 00:32:35.236]  Don't wait for empty shelves.
[00:32:38.659 --> 00:32:42.526]  Go to FoodShortageUSA.com while you still have time.
[00:32:42.526 --> 00:32:46.533]  www.FoodShortageUSA.com or toll free at 877-327-0365.
[00:32:46.533 --> 00:32:46.854]  Act now!
[00:33:09.824 --> 00:33:11.967]  Jordan Maxwell is our guest.
[00:33:11.967 --> 00:33:17.195]  We're going to talk more about his awakening, his process of awakening, that journey.
[00:33:18.906 --> 00:33:35.476]  And then we're going to get into, basically, the biggest secrets he discovered, the bottom line on how it works, and what the Globalist New World Order, Occult Kingdom, Occult Theocracy's master plan is, with Jordan Maxwell.
[00:33:35.476 --> 00:33:38.358]  Today, the website jordanmaxwell.com.
[00:33:38.358 --> 00:33:47.203]  A lot of books, very old books that he owns the copyright to, that really break down how they run and control things are there available at jordanmaxwell.com.
[00:33:49.605 --> 00:33:54.188]  Before we end the show, we'll also get out a number where you can call and get some of those books and videos.
[00:33:54.188 --> 00:33:56.951]  There's also a lot of free videos and things in the download section.
[00:33:56.951 --> 00:33:57.991]  Just be sure and check it out.
[00:33:57.991 --> 00:34:03.095]  A picture gallery, great website, jordanmaxwell.com.
[00:34:03.095 --> 00:34:08.439]  Uh, you know, I took off last week and went with my family to the Texas beach to spend a few days with them.
[00:34:08.439 --> 00:34:11.982]  And while I was out on the beach, I wrote notes.
[00:34:11.982 --> 00:34:16.125]  About 20 pages of notes of what I thought was most important in life.
[00:34:17.265 --> 00:34:23.971]  And one of the things I wrote in here is that I was really thinking about what makes me up, who I am.
[00:34:23.971 --> 00:34:38.043]  And I thought about being a young man and being ego driven and wanting to be tough and good looking and wanting to get in fights with bullies and you know, kind of those base type things you do when you're young, but that's normal.
[00:34:38.043 --> 00:34:39.805]  It's a hierarchy of needs.
[00:34:39.805 --> 00:34:41.006]  It's a journey we're all on.
[00:34:41.829 --> 00:34:47.574]  And I thought about how I still fall back into ego sometimes, but less and less.
[00:34:47.574 --> 00:34:51.778]  It's almost like a long-lost, uh, forgotten friend.
[00:34:51.778 --> 00:34:54.681]  Because it's a great source of energy, ego, but it also blinds you.
[00:34:55.854 --> 00:34:58.236]  And I remember decades ago, people would tell me about ego.
[00:34:58.236 --> 00:35:06.122]  I couldn't even grasp the concept, even in psychology class, because I was still so controlled by ego when I was 18, 19 years old.
