[00:00:00.369 --> 00:00:04.051]  Alex Jones on the GCN Radio Network.
[01:46:55.808 --> 01:47:01.672]  And, you know, courts have spoken to this issue over and over again for hundreds of years,
[01:47:02.153 --> 01:47:17.778]  And that is that there is a man's home is his castle, and there's a certain amount of dignity and privacy that people are allowed to be entitled to in the home, and that prohibits these kind of Russian, forced, paramilitary-style raids unless they're absolutely necessary.
[01:47:18.198 --> 01:47:26.461]  And they're necessary either where there's imminent danger that the evidence is going to be destroyed, or where there's imminent danger to the police because people might go for their guns.
[01:47:27.121 --> 01:47:28.682]  Here, there was no allegation of that.
[01:47:28.862 --> 01:47:31.603]  And more and more common, we're seeing these kinds of raids on people
[01:47:32.219 --> 01:47:42.229]  Where there is no worry about evidence and no worry about danger, and we believe that that actually violates people's Fourth Amendment rights because even if you get a search warrant, the search and seizure has to be
[01:47:42.802 --> 01:47:46.385]  Conducted reasonably, and we think that's inherently unreasonable.
[01:47:46.405 --> 01:47:48.967]  So finish up with what happened in the house and where you're going from now.
[01:47:49.488 --> 01:47:49.748]  Sure.
[01:47:49.988 --> 01:48:02.119]  Well, the authorities come in, they seize all the family's personal food supply, and they take a bunch of other food that actually belongs to other members of the co-op who haven't picked it up yet, since it had been delivered perhaps.
[01:48:03.820 --> 01:48:10.326]  They keep the family for six hours in this small part of the house as they do all these things, small children.
[01:48:11.222 --> 01:48:19.124]  Who never, being homeschooled, are used to a peaceful environment, never experienced such a thing, and are still a little bit shook up, not to mention how the parents view it.
[01:48:19.704 --> 01:48:23.545]  Well, they take all these things, and they take off eventually.
[01:48:23.565 --> 01:48:26.886]  They took computers, too, right?
[01:48:27.226 --> 01:48:28.567]  They took the family's personal computer.
[01:48:28.587 --> 01:48:35.749]  They took the computers that the homeschool lessons are on, and they took the computers that the daughter uses to talk to her husband, who's fighting for our country in Iraq.
[01:48:37.329 --> 01:48:40.110]  They took all the family's personal cell phones.
[01:48:40.629 --> 01:48:45.691]  They took way more than they had a justification to take, and this happens pretty commonly.
[01:48:46.071 --> 01:48:49.752]  Again, these are drug war tactics, and this was a drug war style raid.
[01:48:49.812 --> 01:48:51.633]  Well, they're going to turn the loose on everything.
[01:48:51.813 --> 01:48:53.713]  Right, we're seeing the expansion of those tactics.
[01:48:53.793 --> 01:48:56.954]  And you were telling me they won't give the food back now, so who knows what's happened to it.
[01:48:57.194 --> 01:48:57.855]  Where does this go?
[01:48:57.895 --> 01:48:58.755]  You're suing them now.
[01:48:58.795 --> 01:48:59.715]  What are you suing them for?
[01:48:59.735 --> 01:49:00.876]  How do we support you?
[01:49:01.336 --> 01:49:02.656]  Well, here's what's important.
[01:49:02.916 --> 01:49:05.037]  The family is a religious, peaceful family.
[01:49:05.357 --> 01:49:06.538]  They're not out for blood.
[01:49:06.558 --> 01:49:07.698]  They're not even out for money.
[01:49:08.483 --> 01:49:15.024]  Arguably, they have a strong Section 1983 action for money from the officers for violation of their constitutional rights, but they want two things.
[01:49:15.584 --> 01:49:26.406]  We're suing for an injunction declaring that these kinds of paramilitary raids on peaceful people are inherently unconstitutional and have to be stopped.
[01:49:26.546 --> 01:49:29.067]  We're suing for the court to declare that.
[01:49:29.447 --> 01:49:36.328]  We're also suing for a declaration that small family farms and co-ops do not require a government permission slip.
[01:49:36.844 --> 01:49:43.716]  Are in fact exempt from the licensure law or need to be exempt under the licensure law because under equal protection
[01:49:44.352 --> 01:49:48.695]  These kinds of licensures were required for a large Giant Eagle or a Wal-Mart produce.
[01:49:48.735 --> 01:49:49.495]  What are they going to do?
[01:49:49.515 --> 01:49:52.917]  Start raiding guys selling firewood or beef jerky or watermelons?
[01:49:53.437 --> 01:49:54.518]  How about lemonade stands?
[01:49:54.738 --> 01:49:55.759]  I mean it could be anything.
[01:49:55.799 --> 01:49:57.179]  Fire up the website.
[01:49:57.199 --> 01:50:00.641]  I want to have you back up for a full hour after the holidays to track what's happening.
[01:50:00.681 --> 01:50:02.883]  Fire up the Buckeye Institute so folks can support it.
[01:50:03.263 --> 01:50:07.305]  It's www.buckeyeinstitute.org.org.
[01:50:07.725 --> 01:50:09.887]  We do need help with cases like this.
[01:50:09.907 --> 01:50:11.908]  We want to bring more of these cases in the future.
[01:50:12.461 --> 01:50:18.143]  So, any donations are great, and we can also donate to the family of people at your market for that purpose.
[01:50:18.663 --> 01:50:23.065]  We're happy to take on these cases, and we're happy to hear from people who have similar cases.
[01:50:23.085 --> 01:50:25.646]  And there's a video from Stowers, and our legal filings are there, too.
[01:50:26.226 --> 01:50:27.327]  BuckeyeInstitute.org?
[01:50:28.047 --> 01:50:28.387]  Correct.
[01:50:28.787 --> 01:50:29.268]  Thank you, sir.
[01:50:29.288 --> 01:50:30.228]  We'll talk to you again soon.
[01:50:30.268 --> 01:50:30.928]  Have a great weekend.
[01:50:31.128 --> 01:50:32.149]  And all of you, have a great weekend.
[01:50:32.169 --> 01:50:33.949]  We'll see you back live, 4 to 6 p.m.
[01:50:33.969 --> 01:50:35.430]  Sunday, and back here live on Monday.
[01:50:35.630 --> 01:50:37.551]  Rebroadcast starts now on InfoWars.com.
[01:50:38.571 --> 01:50:39.812]  You are listening to GCN.
[01:50:42.091 --> 01:50:44.393]  Visit GCNlive.com today.
[01:50:47.355 --> 01:50:50.477]  A day unlike any other in the long course of American history.
[01:50:50.577 --> 01:50:53.659]  A terrorist act of war against this country.
[01:50:54.040 --> 01:50:55.701]  The enemy struck America on September 11th.
[01:50:56.673 --> 01:50:57.694]  But who is the enemy?
[01:50:58.215 --> 01:50:58.735]  Bin Laden.
[01:50:59.036 --> 01:50:59.996]  This is his MO.
[01:51:00.017 --> 01:51:01.338]  We have to look to the Middle East.
[01:51:01.378 --> 01:51:03.040]  We have to look to Osama Bin Laden.
[01:51:03.380 --> 01:51:10.147]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[01:51:10.527 --> 01:51:10.968]  Some U.S.
[01:51:11.028 --> 01:51:16.694]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[01:51:17.355 --> 01:51:20.820]  I'm aware that some Israeli citizens have been detained.
