[00:00:00.049 --> 00:00:01.430]  SprayYourPlate.com.
[01:36:40.450 --> 01:36:52.612]  He was arrested on a fake warrant that had been hooked up by Beau Biden, the corrupt, nepotist son of Joe Biden, currently the Democratic vice presidential candidate.
[01:36:52.612 --> 01:36:54.212]  Larry Sinclair was dragged off.
[01:36:54.212 --> 01:36:58.853]  He spent the next four or five days... And by the way, it came out it was fake later.
[01:36:58.853 --> 01:36:59.713]  In the D.C.
[01:36:59.713 --> 01:37:00.134]  jail.
[01:37:00.134 --> 01:37:01.014]  Fake arrests now.
[01:37:01.014 --> 01:37:03.974]  Please don't arrest me, police, when I leave here if we're talking about Obama.
[01:37:03.974 --> 01:37:05.214]  I mean, this country's gone, man.
[01:37:05.214 --> 01:37:08.375]  Yeah, well, this is why Obama really is worse.
[01:37:08.755 --> 01:37:11.857]  I mean, McCain has all kinds of problems, I'd be the first to say.
[01:37:11.857 --> 01:37:15.300]  But I don't see this kind of enemies list operation.
[01:37:15.300 --> 01:37:15.860]  No, that's it.
[01:37:15.860 --> 01:37:17.642]  McCain will have no support.
[01:37:17.642 --> 01:37:19.423]  Everybody will hate him day one.
[01:37:19.423 --> 01:37:20.684]  The state will have no power.
[01:37:20.684 --> 01:37:21.184]  But you're right.
[01:37:21.184 --> 01:37:24.206]  The system loves somebody tattling.
[01:37:24.206 --> 01:37:27.148]  I mean, if a neighbor says they did something to their kid, no evidence.
[01:37:27.148 --> 01:37:28.349]  The cops will take it.
[01:37:28.349 --> 01:37:29.050]  You know, the child.
[01:37:31.151 --> 01:37:34.957]  I mean, why does the police state love having the citizens involved?
[01:37:34.957 --> 01:37:36.359]  Well, because it gives them less coverage.
[01:37:36.359 --> 01:37:37.401]  Just a couple of examples.
[01:37:37.401 --> 01:37:40.565]  Harold Simmons has got this group called American Issues.
[01:37:40.565 --> 01:37:45.693]  He's a rich right-winger, and he wanted to put some very useful ads on television about Obama.
[01:37:46.753 --> 01:37:52.836]  And it really is true that he's neck deep in all these known terrorists.
[01:37:52.836 --> 01:37:53.176]  Absolutely.
[01:37:53.176 --> 01:37:55.637]  Bill Ayers is a weatherman, terrorist, bomber.
[01:37:55.637 --> 01:37:57.338]  Actually a cop killer, I would say.
[01:38:02.040 --> 01:38:07.286]  Obama owes his career to Bill Ayers, who made him the head of the Chicago Analysts.
[01:38:07.286 --> 01:38:08.027]  But that's okay!
[01:38:08.027 --> 01:38:09.408]  The cops are going to love him because he's a cop.
[01:38:09.408 --> 01:38:12.332]  This is all in my book, Barack H. Obama, The Unauthorized Biography.
[01:38:12.332 --> 01:38:22.443]  So, when Harold Simmons puts these things on television, the Obama campaign writes to the Justice Department saying, we want you to arrest Harold Simmons and the people at this 527 group.
[01:38:23.564 --> 01:38:25.385]  For criminal violations.
[01:38:25.385 --> 01:38:27.006]  We've already gone through Palin's email.
[01:38:27.006 --> 01:38:29.327]  We've gone through the Missouri case.
[01:38:29.327 --> 01:38:30.387]  WGN Chicago.
[01:38:30.387 --> 01:38:31.227]  This is very interesting.
[01:38:31.227 --> 01:38:34.969]  Milt Rosenberg is a former professor at the University of Chicago.
[01:38:34.969 --> 01:38:39.011]  He has a very intellectual, cerebral talk show at night.
[01:38:39.011 --> 01:38:40.891]  He has a guy on called Stanley Kurtz.
[01:38:40.891 --> 01:38:44.253]  He's a neocon from the National Review Online.
[01:38:44.253 --> 01:38:50.796]  And that guy has been going through the Obama, I'm sorry, the Chicago Annenberg Challenge Foundation papers.
[01:38:52.536 --> 01:38:57.318]  The Chicago Annenberg Challenge was a divide and conquer thing.
[01:38:57.318 --> 01:39:00.940]  They wanted to play the black parents against the black teachers union against the government.
[01:39:00.940 --> 01:39:03.120]  Oh, you're talking about one specific Annenberg program, I understand.
[01:39:03.120 --> 01:39:05.301]  Yeah, this is the Chicago Annenberg Challenge.
[01:39:18.146 --> 01:39:20.810]  And they wouldn't allow the documents to come out.
[01:39:20.810 --> 01:39:22.151]  They withheld the documents.
[01:39:22.151 --> 01:39:25.676]  Kurtz made a big stink about it with the help of others, including myself.
[01:39:25.676 --> 01:39:29.841]  He went there and went through the papers, and he wanted to go on this program.
[01:39:29.841 --> 01:39:34.848]  So there's a thing called the Obama Action Line that put out this emergency call
[01:39:35.308 --> 01:39:36.630]  Oh yeah, that's the other issue!
[01:39:36.630 --> 01:39:38.272]  They want the Fairness Doctrine, which will shut down
[01:39:51.647 --> 01:39:53.088]  He's going to shut down all these radio shows.
[01:39:53.088 --> 01:39:53.568]  Exactly.
[01:39:53.568 --> 01:39:57.269]  And he said he's going to shut down the internet as well.
[01:39:57.269 --> 01:39:58.430]  So is McCain.
[01:39:58.430 --> 01:40:00.250]  We're going to have censorship.
[01:40:00.250 --> 01:40:06.052]  We're going to have political correctness under left cover with hate crimes and all the rest of this stuff.
[01:40:06.052 --> 01:40:09.534]  Anyway, they tried to shut down Milt Rosenberg on WGN.
[01:40:09.534 --> 01:40:20.718]  Let me also point out, and people may be listening can confirm this, in Texas, for the Texas Democratic Caucuses, as well as in the Iowa Caucuses and in other caucuses,
[01:40:21.158 --> 01:40:28.643]  There's a whole book full of hooligan activities by the Obama campaign.
[01:40:28.643 --> 01:40:32.545]  Locking people out, seizing control of caucuses.
[01:40:32.545 --> 01:40:48.716]  Well, remember in Berlin, everywhere they said no one is allowed to have signs, even supporting them so they couldn't have anti-Obama signs, and so there was no free speech there, and anybody who did pull another Hillary sign or Ron Paul out was arrested.
[01:40:49.389 --> 01:40:54.934]  There's another dimension which is Obama has three convicted felons that are his godfathers.
[01:40:59.796 --> 01:41:03.517]  And this guy, Nadhimi Aouchi-Rizko, is this gangster friend.
[01:41:03.517 --> 01:41:06.157]  And it is true, his mother wasn't continually in the U.S.
[01:41:06.157 --> 01:41:09.858]  long enough to be able to have him in Kenya, so he is not eligible for the presidency.
[01:41:09.858 --> 01:41:11.458]  Yeah, but that's the Berkshire.
[01:41:11.458 --> 01:41:12.258]  We'll get to that in a minute.
[01:41:12.258 --> 01:41:14.419]  But just these three guys, right?
[01:41:14.419 --> 01:41:22.760]  Aouchi, Nadhimi Aouchi, has a lawyer who is threatening people, threatening websites, threatening investigative journalists.
[01:41:22.760 --> 01:41:27.381]  You're not allowed to tell anything about Aouchi and his relations to Obama.
[01:41:27.381 --> 01:41:28.901]  Aouchi is involved in the biggest
[01:41:29.481 --> 01:41:36.223]  Yeah, everybody knows about Resco and all the communists and the rest of it and the house swapping and the rest of it, but look, the bottom line here is
[01:41:51.736 --> 01:41:54.158]  You've got McCain mobbed up with his wife.
[01:41:54.158 --> 01:41:55.479]  You've got him Keating 5.
[01:41:55.479 --> 01:41:58.101]  You've got him saying, use troops to confiscate guns.
[01:41:58.101 --> 01:42:03.466]  I mean, McCain's really bad, New World Order, open border promoting, you know, tax and spend guy.
[01:42:03.466 --> 01:42:06.868]  But, I mean, it is true, he is not the Hollywood type.
[01:42:06.868 --> 01:42:09.731]  He isn't, you know, sexy as the ad agencies say.
[01:42:10.331 --> 01:42:15.341]  And with this Obama, you literally do have a cult following.
[01:42:15.341 --> 01:42:20.191]  And anybody that I know, some of the websites that went after him have been shut down.
[01:42:20.191 --> 01:42:21.092]  What about you Webster?
[01:42:21.092 --> 01:42:21.734]  What's happened to you?
[01:42:23.046 --> 01:42:31.990]  I'm still here so far, but I would say that the criterion you have to use is, who has a fascist mass movement or reasonable facsimile thereof?
[01:42:31.990 --> 01:42:33.051]  It's Obama.
[01:42:33.051 --> 01:42:35.552]  McCain is a garden variety reactionary.
[01:42:35.552 --> 01:42:37.092]  Nothing special.
[01:42:37.092 --> 01:42:38.073]  Nothing out of the ordinary.
[01:42:38.073 --> 01:42:40.554]  Similar to Bush in many ways.
[01:42:40.554 --> 01:42:45.836]  You're saying Obama could really have a Hitlerian dynamism.
[01:42:45.836 --> 01:42:50.038]  He would be able to lean on a fascist mass movement of Kool-Aid drinkers and fanatics.
[01:42:50.718 --> 01:42:51.999]  Yeah, well, I know this.
[01:42:51.999 --> 01:42:54.901]  He is a gun grabber, and I don't like him for that alone.
[01:42:54.901 --> 01:42:57.423]  We'll be right back to talk about how Obama got arrested.
[01:42:57.423 --> 01:42:59.525]  Stay with us.
[01:42:59.525 --> 01:43:00.366]  Question.
[01:43:00.366 --> 01:43:05.109]  Is the world getting better, or vastly worse?
[01:43:05.109 --> 01:43:09.593]  A world economic collapse could come any day.
[01:43:09.593 --> 01:43:10.433]  Question.
[01:43:10.433 --> 01:43:15.697]  Are you prepared, or are you ignoring the signs?
[01:43:15.697 --> 01:43:16.478]  Question.
[01:43:16.478 --> 01:43:20.041]  Do you have seven years of healthy food for your family?
[01:43:25.339 --> 01:43:28.344]  Go to survivalistseeds.com now.
[01:43:28.344 --> 01:43:33.853]  12,000 seeds giving you 5,000 pounds of food for just four pennies a pound.
[01:43:33.853 --> 01:43:37.499]  Without a long-term food solution, your choices are limited.
[01:43:37.995 --> 01:43:42.938]  Visit SurvivalistSeeds.com and check out our Doomsday Water Filter System.
[01:43:42.938 --> 01:43:44.699]  Without water, you die.
[01:43:44.699 --> 01:43:48.322]  It's all online at SurvivalistSeeds.com.
[01:43:48.322 --> 01:43:49.382]  Are you prepared?
[01:43:49.382 --> 01:43:51.964]  That's SurvivalistSeeds.com.
[01:43:51.964 --> 01:43:54.205]  Go to SurvivalistSeeds.com.
[01:43:54.205 --> 01:43:58.148]  Do it now or become property of the New World Order.
[01:43:59.622 --> 01:44:02.883]  Do you want to pay for the government bailout of Fannie Mae and Freddie Mac?
[01:44:02.883 --> 01:44:04.844]  You may have no choice.
[01:44:04.844 --> 01:44:08.045]  Obviously, taxpayers are on the hook for over $6 trillion.
[01:44:08.045 --> 01:44:12.606]  That's right, trillion dollars in mortgages held by these two corporations.
[01:44:12.606 --> 01:44:18.568]  The part that most people don't realize is that this bailout can have significant adverse effects on their 401ks and IRAs.
[01:44:20.208 --> 01:44:25.411]  Unless you're planning to help pay for this bailout with your personal retirement funds, you need to act now.
[01:44:25.411 --> 01:44:29.294]  The solution is to fund a self-directed IRA with gold and silver.
[01:44:29.294 --> 01:44:33.196]  Put your retirement money beyond the reach of government financiers today by calling 1-866-323-5665.
[01:44:33.196 --> 01:44:35.257]  SafeGrow IRAs are just a phone call away.
[01:44:35.257 --> 01:44:35.558]  That's 1-866-323-5665.
[01:44:35.558 --> 01:44:38.759]  Microgem at Midas Resources can help you protect your retirement nest egg.
[01:44:47.981 --> 01:44:52.924]  Get informed and ask for our free report on the unseen fallout of the Fannie Freddie rescue.
[01:44:52.924 --> 01:44:59.428]  Call 1-866-323-5665.
[01:44:59.428 --> 01:44:59.908]  Fact.
[01:44:59.908 --> 01:45:05.912]  Rapid industrialization has resulted in environmental pollution and its curse on world health is staggering.
[01:45:05.912 --> 01:45:10.234]  We live in a toxic world that is bombarded by seven new chemicals each day.
[01:45:10.234 --> 01:45:17.699]  The human body is amazing and efficient in design, but because of the polluted world in which we live, is unable to remove all toxins.
[01:45:17.739 --> 01:45:17.899]  Yes.
[01:45:17.899 --> 01:45:18.659]  The solution.
[01:45:18.659 --> 01:45:22.861]  Detoxification integrated with Electro Qi Premier Energy Foot Spa.
[01:45:22.861 --> 01:45:31.963]  The Electro Qi Premier Energy Foot Spa helps to aid in cleansing the body of harmful toxins while energizing and oxygenating your entire body at the cellular level.
[01:45:31.963 --> 01:45:44.627]  Detoxification works with the Electro Qi Premier Energy Foot Spa because it addresses the needs of individual cells, the building blocks of human life, for mental clarity, restored vitality, a stronger immune system, clear skin,
[01:45:44.867 --> 01:45:45.227]  We're good.
[01:46:03.422 --> 01:46:05.283]  The stock market is crazy.
[01:46:05.283 --> 01:46:08.223]  The chemtrails are spraying us with their chemicals.
[01:46:08.223 --> 01:46:10.544]  It's time to think about what is important.
[01:46:10.544 --> 01:46:13.465]  Most forget just how important life is.
[01:46:13.465 --> 01:46:20.387]  Life Change Tea removes toxins, chemicals, parasites, and bacteria that store up in your body.
[01:46:20.387 --> 01:46:23.688]  It cleanses you and gives you results in hours.
[01:46:23.688 --> 01:46:27.669]  And one of the wonderful side effects from this product is you lose weight.
[01:46:28.329 --> 01:46:29.010]  That's right!
[01:46:29.010 --> 01:46:30.050]  You lose weight!
[01:46:30.050 --> 01:46:34.232]  And on top of that, there's a 45-day money-back guarantee.
[01:46:34.232 --> 01:46:35.253]  So why wait?
[01:46:35.253 --> 01:46:35.893]  Call now.
[01:46:35.893 --> 01:46:37.154]  Operators are standing by.
[01:46:37.154 --> 01:46:39.635]  928-308-0408.
[01:46:39.635 --> 01:46:44.378]  I'll say it again.
[01:46:44.378 --> 01:46:45.218]  928-308-0408.
[01:46:45.218 --> 01:46:51.222]  Or order online at GetTheTeam.com.
[01:46:51.222 --> 01:46:53.803]  That's GetTheTeam.com.
[01:46:53.803 --> 01:46:57.365]  Now remember, the stock market may crash, but you don't have to go with it.
[01:47:03.112 --> 01:47:05.614]  Thank you for listening to GCN.
[01:47:05.614 --> 01:47:17.865]  Be sure to visit GCNlive.com today.
[01:47:17.865 --> 01:47:24.410]  You know, most of the time, my wife is very upset that I do a Sunday show for two hours.
[01:47:24.410 --> 01:47:26.412]  But me, I'm upset it's not three or four hours.
[01:47:26.412 --> 01:47:28.014]  Maybe I should try to expand it.
[01:47:28.014 --> 01:47:30.135]  Because it's at times like these,
[01:47:31.258 --> 01:47:38.304]  I could go over 3 or 4 hours talking about this and I know the phones have been loaded the whole show and I haven't taken one phone call yet.
[01:47:38.304 --> 01:47:45.611]  Webster, I've got to have you back up next week on this particular show to finish up on this discussion and I want to go to a few callers.
[01:47:45.611 --> 01:47:49.374]  Some of them are hopping mad at you.
[01:47:49.374 --> 01:47:53.698]  They're so angry they can't even articulate but it has to do with Obama.
[01:47:53.698 --> 01:47:55.079]  One of them is Trooper from Austin.
[01:47:56.115 --> 01:47:57.576]  And a few others I want to go to.
[01:47:57.576 --> 01:48:08.861]  But I want to point out that Webster Tarpley is what you'd call a classical liberal, more of a FDR type.
[01:48:08.861 --> 01:48:11.082]  I mean, he's not a right-winger.
[01:48:11.082 --> 01:48:13.263]  I don't get into the whole left-right business.
[01:48:13.263 --> 01:48:18.025]  As you know, I'm more of a libertarian, and I've tried to sit out on this last election.
[01:48:18.025 --> 01:48:22.107]  Four years ago, I did as well because I'm dealing with issues.
[01:48:22.107 --> 01:48:25.449]  But Obama has something that no one's had since Reagan.
[01:48:26.460 --> 01:48:34.290]  And that's this cause celeb, this dynamic personality that they can lead.
[01:48:34.290 --> 01:48:37.254]  And it is true, there's more corporate money going to Obama.
[01:48:37.254 --> 01:48:44.763]  And now Obama's coming out and his campaign is saying, yeah, we decide if something isn't true, and then we have police who work for us come arrest you.
[01:48:45.629 --> 01:48:49.231]  And boy, I mean, that is hardcore tyranny.
[01:48:49.231 --> 01:48:55.314]  And you can really see the establishment lining things up to get rid of Bush, give you the Democrat, and move this in.
[01:48:55.314 --> 01:48:58.695]  But let's put Tarpley up and let's go to Trooper.
[01:48:58.695 --> 01:48:59.676]  Now, Trooper, be nice.
[01:48:59.676 --> 01:49:01.877]  You were saying a lot of mean things about Webster.
[01:49:01.877 --> 01:49:05.138]  You're on air with him, but let's keep this civil.
[01:49:05.138 --> 01:49:06.979]  Go ahead and make your comment.
[01:49:06.979 --> 01:49:10.801]  Corsi, his friend, is a chicken-hawk swift boater.
[01:49:11.525 --> 01:49:16.069]  Tarpley is nothing but a scum-sucking swiftboater.
[01:49:16.069 --> 01:49:24.395]  And the reason you're so upset is because we're not going to sit back and let y'all swiftboat Obama the way you did Kerry.
[01:49:24.395 --> 01:49:25.817]  It's not going to happen.
[01:49:25.817 --> 01:49:27.118]  Hold on, Trooper.
[01:49:27.118 --> 01:49:29.379]  People, this is a serious call.
[01:49:29.379 --> 01:49:32.782]  I've run into Trooper at events over about 15 years.
[01:49:32.782 --> 01:49:34.764]  Trooper, he lives here in Austin.
[01:49:34.764 --> 01:49:39.908]  Trooper, you're telling me right now you agree with them arresting people for their speech?
[01:49:41.069 --> 01:49:44.311]  I just found out from your screener that he's not in the studio.
[01:49:44.311 --> 01:49:49.854]  I was personally going to come down there and arrest him for hate crimes.
[01:49:49.854 --> 01:49:50.835]  Is this a joke?
[01:49:50.835 --> 01:49:51.695]  No, it's no joke.
[01:49:51.695 --> 01:49:54.617]  Look, these people have to be stopped.
[01:49:54.617 --> 01:49:57.538]  They're the worst.
[01:49:57.538 --> 01:49:59.239]  Do you understand, Tripper?
[01:49:59.239 --> 01:50:00.860]  Hold on, Tripper.
[01:50:00.860 --> 01:50:05.042]  Hold on, put him on hold for a second.
[01:50:05.042 --> 01:50:06.083]  Hold on just a minute.
[01:50:07.552 --> 01:50:11.774]  Listen, it's prima facie evidence of evil.
[01:50:11.774 --> 01:50:16.256]  When they say you don't have a First Amendment, and if you criticize him, you get arrested.
[01:50:16.256 --> 01:50:18.657]  And now we... These are not lies.
[01:50:18.657 --> 01:50:23.038]  They never counter Dr. Corsi on any of the things he's claimed.
[01:50:23.038 --> 01:50:31.742]  They only attack him for something he said on the... Let me tell you, this is getting scary, Webster, because I... Let me also point out, I think Corsi has done some valuable things.
[01:50:32.322 --> 01:50:33.704]  I'm different from Corsi, though.
[01:50:33.704 --> 01:50:36.987]  I don't say that Obama is a communist or a Muslim.
[01:50:36.987 --> 01:50:40.350]  I say that he's a foundation operative, which is his career.
[01:50:40.350 --> 01:50:42.532]  He's a fake liberal fraud for the CIA.
[01:50:42.532 --> 01:50:46.876]  It's essentially the domestic counterinsurgency and counterintelligence apparatus.
[01:50:47.316 --> 01:50:49.799]  Obama is an agent of finance capital.
[01:50:49.799 --> 01:50:53.022]  Yeah, all you neocons that love government and love... Hold on, hold on.
[01:50:53.022 --> 01:50:54.123]  Rockefeller Soros & Company.
[01:50:54.123 --> 01:50:55.925]  Exactly, Rockefeller Soros & Company.
[01:50:55.925 --> 01:51:05.235]  For those that like secret prison camps and attacking innocent countries and think it's cute that Bush spies on us and has destroyed America, you should love Obama, shouldn't they?
[01:51:05.993 --> 01:51:08.854]  I mean, for those that love Bush, shouldn't they love Obama?
[01:51:08.854 --> 01:51:16.458]  The irony is that the people who have been fighting Bush this whole time have turned themselves into the post-modern fascists that they accused Bush of being.
[01:51:16.458 --> 01:51:18.178]  In the name of fighting that evil.
[01:51:18.178 --> 01:51:20.319]  Meanwhile, Bush never ran anything and was a puppet.
[01:51:20.319 --> 01:51:22.900]  Okay, Trooper, I'm gonna give you the last word on this.
[01:51:22.900 --> 01:51:27.963]  But, uh... Let's go ahead and bring him back up.
[01:51:27.963 --> 01:51:29.944]  There's a reason I can't hear Trooper.
[01:51:29.944 --> 01:51:30.544]  Trooper, are you there?
[01:51:30.544 --> 01:51:31.584]  Yeah, go ahead.
[01:51:31.584 --> 01:51:33.525]  Those are twisted lies.
[01:51:33.525 --> 01:51:35.346]  And the way I can explain it to you is this.
[01:51:36.340 --> 01:51:39.702]  You went to the Democratic Convention, and you protested.
[01:51:39.702 --> 01:51:44.224]  And I was so proud to hear you on the megaphone saying 9-11 was an inside job.
[01:51:44.224 --> 01:51:48.487]  But you couldn't go to the Republican one, or they'd bust your head and throw you in jail.
[01:51:48.487 --> 01:51:49.287]  That's true.
[01:51:49.287 --> 01:51:52.249]  Now that's who the real fascists are, not Obama.
[01:51:52.249 --> 01:52:02.594]  What about that point that he just made, and it's a bit tenuous because every city's different and every event's different, but I mean it is true that we've had hyper-police state under the Republicans.
[01:52:02.594 --> 01:52:03.635]  I think Tarpley's saying
[01:52:04.255 --> 01:52:07.058]  You know, they're shifting gears now to another party.
[01:52:07.058 --> 01:52:14.646]  If you go back to 1922 or 1933, a lot of people said, oh, we thought it couldn't get any worse.
[01:52:14.646 --> 01:52:17.049]  We thought we were already under fascism.
[01:52:17.049 --> 01:52:18.751]  And then we went off the cliff.
[01:52:18.751 --> 01:52:21.394]  The top-down plea state stuff, of course, is bad.
[01:52:21.394 --> 01:52:21.954]  I'm against it.
[01:52:22.535 --> 01:52:35.337]  But the gutter movement, the mass movement of anti-establishment fanatics, in other words, the Obamazoid fanatics, the Kool-Aid drinkers, and this lemming cult that he has, that's worse!
[01:52:35.337 --> 01:52:36.598]  Hey, hey, hey, Trooper!
[01:52:36.598 --> 01:52:37.038]  Trooper!
[01:52:37.038 --> 01:52:37.638]  Trooper!
[01:52:37.638 --> 01:52:38.298]  Trooper!
[01:52:38.298 --> 01:52:38.958]  Hold on, Trooper!
[01:52:38.958 --> 01:52:39.778]  I don't know you!
[01:52:39.778 --> 01:52:40.658]  Hold on, Trooper!
[01:52:40.658 --> 01:52:42.639]  Put him back on hold!
[01:52:42.639 --> 01:52:48.440]  Now, Trooper, I don't know you really well, but I've probably run into you maybe ten times at events and football games over the years, and you're an Austin character.
[01:52:49.338 --> 01:52:53.501]  And you seem like a nice fella, but you're proving Webster Tarpley's point here.
[01:52:53.501 --> 01:53:06.469]  If you're really saying right now that you wish you could come physically arrest Webster Tarpley for what he's saying, even if it was a lie, even if it was wrong, it's his First Amendment, Trouper.
[01:53:06.469 --> 01:53:07.530]  Don't you understand?
[01:53:07.530 --> 01:53:09.171]  You're proving Tarpley's point right now.
[01:53:09.471 --> 01:53:10.552]  It's not fire in a theater.
[01:53:10.552 --> 01:53:13.674]  You can't slander people and lie like they're doing.
[01:53:13.674 --> 01:53:15.136]  Yeah, absolutely, Trooper.
[01:53:15.136 --> 01:53:17.577]  I appreciate your call, but absolutely you can.
[01:53:17.577 --> 01:53:20.900]  Number one, everything Tarpley's saying I've seen documented.
[01:53:20.900 --> 01:53:26.625]  Number two, it is not fire in a theater to say that Barack Obama wants to ban all .308 cartridges and .223.
[01:53:30.310 --> 01:53:33.031]  There's also a case to be made that Obama's a liar.
[01:53:33.031 --> 01:53:37.693]  If you look at issues like Iraq, FISA... Yeah, he said he was against the war, but now he's for it.
[01:53:37.693 --> 01:53:42.895]  He said he was against FISA, and Warren was spying, and pardons for the criminals.
[01:53:42.895 --> 01:53:43.956]  Now he's for it.
[01:53:43.956 --> 01:53:45.716]  But I guess we should be arrested, Webster.
[01:53:45.716 --> 01:53:46.176]  You know something?
[01:53:46.176 --> 01:53:47.817]  He just proved your point, Webster.
[01:53:47.817 --> 01:53:49.958]  There's also this point about Christianity.
[01:53:49.958 --> 01:53:52.519]  He says he became a Christian through Reverend Wright.
[01:53:52.519 --> 01:53:57.201]  I would have to say Reverend Wright preaches a religion of hatred, which is incompatible to Christianity.
[01:53:57.201 --> 01:53:59.622]  Well, I actually agree with a lot of what Wright says about AIDS and stuff.
[01:54:00.322 --> 01:54:00.862]  Hold on.
[01:54:00.862 --> 01:54:01.483]  Not hatred.
[01:54:01.483 --> 01:54:03.844]  Goddamn America is where I draw the line.
[01:54:03.844 --> 01:54:05.025]  That's a religion of hatred.
[01:54:05.025 --> 01:54:05.625]  Okay, stop, stop.
[01:54:05.625 --> 01:54:06.846]  And Christianity does not allow hatred.
[01:54:06.846 --> 01:54:08.027]  The show's almost over, Webster.
[01:54:08.027 --> 01:54:08.947]  Gotta cut it off there.
[01:54:08.947 --> 01:54:10.808]  We're gonna get some more calls in here.
[01:54:10.808 --> 01:54:12.630]  Let's talk to Sue in Missouri.
[01:54:12.630 --> 01:54:13.750]  We should have gone to calls earlier.
[01:54:13.750 --> 01:54:14.791]  This is crazy.
[01:54:14.791 --> 01:54:16.672]  Sue, you got a comment on the thing.
[01:54:16.672 --> 01:54:20.154]  Now listen, you're in Missouri and we've got KCXL and a few other affiliates there.
[01:54:20.154 --> 01:54:23.756]  You're gonna be arrested right now if you talk about about him, but what's on your mind?
[01:54:23.756 --> 01:54:25.777]  No, I live for you.
[01:54:25.777 --> 01:54:29.219]  I listen to you and you listen.
[01:54:29.219 --> 01:54:30.040]  I'm a neutral person.
[01:54:30.200 --> 01:54:34.384]  Well, you're in Missouri, and it's also happening in Illinois, where police are going out.
[01:54:34.384 --> 01:54:39.588]  If they say you lied about Obama, they decide, then they arrest you.
[01:54:39.588 --> 01:54:41.530]  Do you have comments on that?
[01:54:41.530 --> 01:54:43.111]  I would be horrified.
[01:54:59.693 --> 01:55:06.178]  Well then you should please look at this Vermont case, because that's exactly, this guy was really arrested and thrown in jail for 36 hours.
[01:55:06.178 --> 01:55:07.900]  But that's my point!
[01:55:07.900 --> 01:55:10.181]  Trooper calls up, I know this guy!
[01:55:10.181 --> 01:55:15.626]  You know, I don't know him well, but I know he's an Austin fixture, and he's saying he believes in it!
[01:55:15.626 --> 01:55:21.771]  That they really, this is like, this is like Night of the Living Brain Dead!
[01:55:21.771 --> 01:55:25.013]  I mean, I'm not trying to be mean to people here, but come on!
[01:55:25.013 --> 01:55:25.714]  Like zombies!
[01:55:28.419 --> 01:55:29.620]  Anything else, Sue?
[01:55:29.620 --> 01:55:31.302]  God Almighty.
[01:55:31.302 --> 01:55:38.128]  I'm just horrified and I'm concerned and I'm completely neutral and apolitical prior to any of, you know, these things.
[01:55:38.128 --> 01:55:38.868]  No, I hear you.
[01:55:38.868 --> 01:55:42.231]  And listen, when I first heard this and saw this Friday, I thought it was a stunt.
[01:55:42.231 --> 01:55:45.254]  I made a bunch of phone calls yesterday and today.
[01:55:45.254 --> 01:55:47.216]  Friday and Saturday.
[01:55:47.216 --> 01:55:48.077]  And it's true.
[01:55:48.077 --> 01:55:52.761]  They get on the phone with you and say, yeah, do you know anybody that's talking bad about him?
[01:55:52.761 --> 01:55:54.142]  We want to get him.
[01:55:54.142 --> 01:55:54.462]  You just heard.
[01:55:55.603 --> 01:55:58.784]  Webster, I think you're really on to something here and probably too late.
[01:55:58.784 --> 01:56:00.225]  It's probably all over.
[01:56:00.225 --> 01:56:03.406]  He'll probably put us all... Alex, here's what I believe.
[01:56:03.406 --> 01:56:07.887]  I think the American people are still anti-fascist to the core.
[01:56:07.887 --> 01:56:09.948]  This is an anti-fascist country.
[01:56:10.686 --> 01:56:16.428]  We've never had fascism, and I urge people, if you don't want to have fascism now, mobilize.
[01:56:16.428 --> 01:56:17.049]  Let's go to Joe.
[01:56:17.049 --> 01:56:18.409]  Let's go to Joe in California.
[01:56:18.409 --> 01:56:19.030]  Joe, you're on the air.
[01:56:19.030 --> 01:56:20.090]  We'll have Sir Darby.
[01:56:20.090 --> 01:56:29.834]  Hey Webster, hey Alex, listen, trooper and people that think like him, they should go back to Civics 101 and read the Bill of Rights.
[01:56:29.834 --> 01:56:30.715]  It's disgusting.
[01:56:30.715 --> 01:56:32.315]  It's pathetic.
[01:56:32.315 --> 01:56:33.356]  What about the cops?
[01:56:33.356 --> 01:56:35.837]  They're out arresting people that talk about Obama!
[01:56:36.617 --> 01:56:37.457]  Absolutely, Ryan.
[01:56:37.457 --> 01:56:38.678]  I'll tell you another thing.
[01:56:38.678 --> 01:56:53.443]  Kudos to Mr. Tarpley, and hopefully Alex, you can bring on Larry Sinclair and the preacher that's had their videos on YouTube with respect to his lying about drug use, since he says he hasn't used drugs since he was in college.
[01:56:53.443 --> 01:56:55.464]  And in fact, he did it in 2000, I believe it was 2001, with Sinclair.
[01:56:59.245 --> 01:57:00.345]  The other is 99.
[01:57:00.345 --> 01:57:07.048]  That would be Reverend David Manning, one of the biggest black churches in Harlem and New York City, and I strongly recommend him.
[01:57:07.048 --> 01:57:08.328]  Well look, we're out of time.
[01:57:08.328 --> 01:57:24.254]  Go to InfoWars.com, get Tarpley's books, InfoWars.com, go read the article, and you can go read stories with his quotes and videos of him saying ban most types of rifles, and you know the bottom line is I've stayed out of this, but anytime somebody comes on air,
[01:57:25.026 --> 01:57:32.392]  And anytime somebody calls the police, and anytime cops come on TV and say, we're going to arrest you for your speech, well, guess what?
[01:57:32.392 --> 01:57:39.739]  A John McCain sticker is about to go on my car right now, unless Barack Obama comes out and denounces all of this.
