[00:00:27.172 --> 00:00:28.052]  News.
[00:25:07.672 --> 00:25:11.334]  That's what they do in a lot of these schools now, they lower the passing grades so more kids can pass.
[00:25:11.334 --> 00:25:20.597]  More kids pass, the school looks good, everybody's happy, the IQ of the country slips another two or three points, and pretty soon all you'll need to get into college is a pencil!
[00:25:20.597 --> 00:25:21.198]  Got a pencil?
[00:25:21.198 --> 00:25:21.998]  Get in there, it's physics.
[00:25:23.260 --> 00:25:27.623]  Then everyone wonders why 17 other countries graduate more scientists than we do.
[00:25:27.623 --> 00:25:28.983]  Education!
[00:25:28.983 --> 00:25:30.144]  Politicians know that word.
[00:25:30.144 --> 00:25:31.285]  They use it on you.
[00:25:31.285 --> 00:25:34.487]  Politicians have traditionally hidden behind three things.
[00:25:34.487 --> 00:25:37.068]  The flag, the Bible, and children.
[00:25:37.068 --> 00:25:38.549]  No child left behind.
[00:25:38.549 --> 00:25:39.830]  No child left behind.
[00:25:39.830 --> 00:25:40.830]  Oh, really?
[00:25:40.830 --> 00:25:43.732]  Well, it wasn't long ago you were talking about giving kids a head start.
[00:25:43.732 --> 00:25:44.392]  Head start?
[00:25:44.392 --> 00:25:45.333]  Left behind?
[00:25:45.333 --> 00:25:46.754]  Someone's losing ground here.
[00:25:48.661 --> 00:25:49.482]  But there's a reason.
[00:25:49.482 --> 00:25:50.403]  There's a reason.
[00:25:50.403 --> 00:25:51.304]  There's a reason for this.
[00:25:51.304 --> 00:25:53.646]  There's a reason education sucks.
[00:25:53.646 --> 00:25:57.590]  And it's the same reason that it will never, ever, ever be fixed.
[00:25:57.590 --> 00:25:59.171]  It's never going to get any better.
[00:25:59.171 --> 00:26:00.312]  Don't look for it.
[00:26:00.312 --> 00:26:01.914]  Be happy with what you got.
[00:26:01.914 --> 00:26:05.537]  Because the owners of this country don't want that.
[00:26:05.537 --> 00:26:07.499]  I'm talking about the real owners now.
[00:26:07.499 --> 00:26:09.421]  The big, the wealthy.
[00:26:11.372 --> 00:26:17.399]  The real owners, the big wealthy business interests that control things and make all the important decisions.
[00:26:17.399 --> 00:26:18.741]  Forget the politicians.
[00:26:18.741 --> 00:26:20.263]  They're irrelevant.
[00:26:20.263 --> 00:26:24.448]  The politicians are put there to give you the idea that you have freedom of choice.
[00:26:24.448 --> 00:26:24.869]  You don't.
[00:26:25.663 --> 00:26:27.004]  You have no choice.
[00:26:27.004 --> 00:26:28.245]  You have owners.
[00:26:28.245 --> 00:26:29.786]  They own you.
[00:26:29.786 --> 00:26:31.307]  They own everything.
[00:26:31.307 --> 00:26:33.309]  They own all the important land.
[00:26:33.309 --> 00:26:35.090]  They own and control the corporations.
[00:26:35.090 --> 00:26:38.593]  They've long since bought and paid for the Senate, the Congress, the State Houses, the City Halls.
[00:26:38.593 --> 00:26:40.495]  They got the judges in their back pockets.
[00:26:40.495 --> 00:26:47.460]  And they own all the big media news, all the big media companies, so they control just about all of the news and information you get to hear.
[00:26:47.460 --> 00:26:49.622]  They got you by the balls!
[00:26:49.622 --> 00:26:53.705]  They spend billions of dollars every year lobbying, lobbying,
[00:26:54.617 --> 00:26:56.759]  To get what they want.
[00:26:56.759 --> 00:26:58.301]  Well, we know what they want.
[00:26:58.301 --> 00:27:01.064]  They want more for themselves and less for everybody else.
[00:27:01.064 --> 00:27:02.926]  But I'll tell you what they don't want.
[00:27:02.926 --> 00:27:06.430]  They don't want a population of citizens capable of critical thinking.
[00:27:06.430 --> 00:27:10.374]  They don't want well-informed, well-educated people capable of critical thinking.
[00:27:10.374 --> 00:27:11.616]  They're not interested in that.
[00:27:11.616 --> 00:27:12.937]  That doesn't help them.
[00:27:12.937 --> 00:27:14.799]  That's against their interest.
[00:27:14.799 --> 00:27:15.800]  That's right.
[00:27:15.800 --> 00:27:16.421]  You know something?
[00:27:17.682 --> 00:27:23.970]  They don't want people who are smart enough to sit around the kitchen table and figure out how badly they're getting by a system that threw them overboard 30 years ago.
[00:27:23.970 --> 00:27:24.650]  They don't want that.
[00:27:24.650 --> 00:27:25.772]  You know what they want?
[00:27:25.772 --> 00:27:28.335]  They want obedient workers.
[00:27:28.335 --> 00:27:30.137]  Obedient workers.
[00:27:30.137 --> 00:27:36.885]  People who are just smart enough to run the machines and do the paperwork and just dumb enough to passively accept all these increasingly
[00:27:37.425 --> 00:27:44.587]  Jobs with the lower pay, the longer hours, the reduced benefits, the end of overtime, and the vanishing pension that disappears the minute you go to collect it.
[00:27:44.587 --> 00:27:48.128]  And now they're coming for your social security money.
[00:27:48.128 --> 00:27:49.968]  They want your retirement money.
[00:27:49.968 --> 00:27:51.589]  They want it back.
[00:27:51.589 --> 00:27:54.469]  So they can give it to their criminal friends on Wall Street.
[00:27:54.469 --> 00:27:55.190]  And you know something?
[00:27:55.190 --> 00:27:55.850]  They'll get it.
[00:27:55.850 --> 00:27:57.770]  They'll get it all from you sooner or later.
[00:27:57.770 --> 00:27:59.451]  Because they own this place.
[00:27:59.451 --> 00:28:01.331]  It's a big club.
[00:28:01.331 --> 00:28:03.652]  And you ain't in it.
[00:28:03.652 --> 00:28:04.232]  You and I.
[00:28:05.188 --> 00:28:10.512]  George Carlin, dad at 71, died of heart failure last night.
[00:28:10.512 --> 00:28:13.775]  And I agreed with about 90% of what George Carlin had to say.
[00:28:13.775 --> 00:28:20.720]  His dad was a big ad exec for an entire chain of major newspapers and public relations.
[00:28:20.720 --> 00:28:22.041]  And so he's talked about it.
[00:28:22.041 --> 00:28:27.465]  He grew up seeing how they were BSing people when he was a little kid 60 years ago.
[00:28:27.465 --> 00:28:29.767]  His dad was a head spin doctor.
[00:28:29.767 --> 00:28:32.809]  And so he was told how things really ran when he was a child.
[00:28:33.960 --> 00:28:40.244]  And George, on top of the fluoride and the mercury, that's the main reason they physically can't learn.
[00:28:40.244 --> 00:28:44.186]  Those of us that would have been geniuses are just normal.
[00:28:44.186 --> 00:28:46.107]  People that would have been normal are morons.
[00:28:46.107 --> 00:28:50.230]  People that would have been morons are retarded now.
[00:28:50.230 --> 00:28:52.191]  Chemically, not chromosomal.
[00:28:53.286 --> 00:28:54.828]  It is a fact.
[00:28:54.828 --> 00:28:57.510]  I found hundreds of more quotes of Margaret Sanger and H.G.
[00:28:57.510 --> 00:29:01.775]  Wells saying, kill all blacks, kill all Latin Americans.
[00:29:01.775 --> 00:29:04.517]  Can you get blacks and Latin Americans to fight the New World Order?
[00:29:04.517 --> 00:29:06.139]  No, they love it!
[00:29:06.139 --> 00:29:08.642]  They love it, just like the dumb white people do.
[00:29:08.642 --> 00:29:09.743]  They love dying!
[00:29:09.743 --> 00:29:12.706]  They love taking their kid in and having him shot up with cancer viruses.
[00:29:13.780 --> 00:29:16.664]  Does the jackass nurse or doctor know it's in there?
[00:29:16.664 --> 00:29:17.205]  No!
[00:29:17.205 --> 00:29:24.916]  They're another chump who thinks because they're a nice sweet person that visits their grandma and plays golf twice a week and goes to church that the world's a nice place.
[00:29:24.916 --> 00:29:25.937]  It ain't a nice place!
[00:29:27.028 --> 00:29:31.270]  The CIA wrote manuals on raping children because they like to rape children.
[00:29:31.270 --> 00:29:31.950]  You understand?
[00:29:31.950 --> 00:29:35.131]  The people that like to rape little kids run our government.
[00:29:35.131 --> 00:29:37.192]  You understand these crooks bring the drugs in?
[00:29:37.192 --> 00:29:38.572]  You understand they run it all?
[00:29:38.572 --> 00:29:40.313]  They're building more prisons?
[00:29:40.313 --> 00:29:47.116]  They got brainwashed, Prozac-head, nutcase military coming back, filling the ranks of cops so fast it'll make your head spin?
[00:29:47.896 --> 00:29:48.997]  You think these cops care?
[00:29:48.997 --> 00:29:52.520]  They don't care if they get shot up with cancer and drink deadly poison fluoride.
[00:29:52.520 --> 00:29:56.023]  As long as they get to strut around and act tough, they're happy too!
[00:29:56.023 --> 00:29:57.204]  You want to die.
[00:29:57.204 --> 00:29:59.146]  Most of you want to be slaves and die.
[00:29:59.146 --> 00:29:59.666]  Well, guess what?
[00:29:59.666 --> 00:30:01.007]  You're going to get to have it.
[00:30:01.007 --> 00:30:04.250]  By the way, they've got an attack pattern that'll completely destroy the web.
[00:30:04.250 --> 00:30:05.991]  I told you they were going to do this.
[00:30:05.991 --> 00:30:08.093]  Huge new developments.
[00:30:08.093 --> 00:30:10.575]  Giant 9-11 developments.
[00:30:10.575 --> 00:30:11.936]  Mark Dyson, 30 minutes.
[00:30:11.936 --> 00:30:13.778]  Burma's in the next segment.
[00:30:13.778 --> 00:30:15.359]  Ultra-massive transmission.
[00:30:15.359 --> 00:30:15.880]  Stay with us.
[00:30:21.208 --> 00:30:22.969]  We're on.
[00:30:22.969 --> 00:30:26.972]  It's time to think outside the box with your host Alex Ansari from 1 p.m.
[00:30:26.972 --> 00:30:27.573]  to 3 p.m.
[00:30:27.573 --> 00:30:31.355]  Central every Saturday right here on We The People Radio Network.
[00:30:32.489 --> 00:30:33.310]  Collectors.
[00:30:33.310 --> 00:30:34.751]  Outdoor enthusiasts.
[00:30:34.751 --> 00:30:35.652]  Survivalists.
[00:30:35.652 --> 00:30:39.135]  The Army-Navy store from your memory as a child is just that, a memory.
[00:30:39.135 --> 00:30:43.480]  But there is still one place to find everything from gas masks to ammo cans and find it cheap.
[00:30:43.480 --> 00:30:44.841]  MainMilitary.com.
[00:30:44.841 --> 00:30:51.407]  Get hard-to-find objects like real-world blankets for under $20, canteens for just $2, or trioxane fuel for just $1 a box.
[00:30:51.407 --> 00:30:53.029]  MAINMilitary.com.
[00:30:53.029 --> 00:30:54.731]  With free shipping on items over $150.
[00:30:56.232 --> 00:30:57.293]  Not including heavy items!
[00:31:26.192 --> 00:31:26.752]  We're good to go.
[00:31:50.845 --> 00:31:54.769]  Enterfood is easy to prepare and cheaper than a cup of coffee to take every day.
[00:31:54.769 --> 00:31:59.975]  And speaking of coffee, Enterfood.com has the best all-organic fresh coffee ever.
[00:31:59.975 --> 00:32:08.524]  It's fair trade coffee infused with rainforest polysaccharides to, like Enterfood, improve your immune system and not destroy it.
[00:32:08.524 --> 00:32:11.728]  If coffee's not your thing, try the all-organic Coco Mojo.
[00:32:12.952 --> 00:32:15.255]  Enterfood is spelled E-N-E-R.
[00:32:15.255 --> 00:32:18.579]  Enterfood.com or give them a call at 866-762-9238.
[00:32:18.579 --> 00:32:25.387]  Mention WTPRN and save 10%.
[00:32:25.387 --> 00:32:28.832]  Try Enterfood because you can't be awake when you're always falling asleep.
[00:32:33.134 --> 00:32:36.336]  Hi, my name is August from ASAP Organics.
[00:32:36.336 --> 00:32:44.701]  ASAP Organics makes an OMRI-listed Organic Plant Fertilizer, containing all 14 essential microminerals to grow delicious, healthy food.
[00:32:44.701 --> 00:32:47.083]  ASAP Plant Minerals.
[00:32:47.083 --> 00:32:51.185]  Have you noticed a lack of taste in grocery store produce compared to the old days?
[00:32:51.185 --> 00:32:52.806]  I'm sure you have.
[00:32:52.806 --> 00:32:57.469]  That's because today crops are grown in huge fields that have been stripped of microminerals.
[00:32:57.469 --> 00:33:01.252]  Crops need microminerals to construct nutrient phytochemicals and flavor.
[00:33:01.992 --> 00:33:03.274]  It's that simple.
[00:33:03.274 --> 00:33:05.516]  Like ASAP Plant Minerals.
[00:33:05.516 --> 00:33:12.664]  ASAP Plant Minerals delivers the exact minerals to soil that all plants need to construct the phytonutrients we need.
[00:33:12.664 --> 00:33:13.725]  Just like the old days.
[00:33:14.571 --> 00:33:16.452]  Look for the Big Green Cross.
[00:33:16.452 --> 00:33:19.273]  We do for plants what the Red Cross does for people.
[00:33:19.273 --> 00:33:23.634]  Find us online at ASAPOrganics.com or call us at 877-596-2727.
[00:33:23.634 --> 00:33:24.095]  That's 877-596-ASAP.
[00:33:24.095 --> 00:33:24.995]  You'll be glad you did.
[00:33:50.222 --> 00:34:03.068]  We are live at PrisonPlanet.TV for viewers right now and we'll be streaming video for the full two hours with Jordan Maxwell coming up in the third and fourth hour today.
[00:34:03.068 --> 00:34:15.774]  Mark Dice is coming up in 30 minutes with a quick 10 minute report on the latest developments with Michael Reagan coming out and saying murdered children by putting hand grenades into their... I can't even say it on air.
[00:34:15.774 --> 00:34:17.295]  It's total perverts what they're into.
[00:34:18.334 --> 00:34:20.156]  You'll see that mantra in all their documents.
[00:34:20.156 --> 00:34:20.776]  They're torture.
[00:34:20.776 --> 00:34:21.617]  It's an obsession.
