[00:00:00.189 --> 00:00:03.351]  So does he.
[01:38:48.971 --> 01:38:51.833]  It's not just with arming the police with superweapons.
[01:38:52.193 --> 01:38:55.815]  It's not just putting the, you know, HAARP technology and microwave technology.
[01:38:56.711 --> 01:39:05.055]  ...installing that on the satellites so that they have a complete police state, global village situation in which no nation or no person can operate independently, you see.
[01:39:05.395 --> 01:39:10.077]  And then they troubleshoot this, they check it out in the terrestrial wars that are going on on the planet.
[01:39:10.798 --> 01:39:14.139]  These block operations that have been exposed... Yeah, they call them laboratories.
[01:39:14.179 --> 01:39:15.260]  They call it a laboratory.
[01:39:15.480 --> 01:39:16.860]  They call a war a laboratory.
[01:39:17.781 --> 01:39:18.081]  That's it.
[01:39:18.501 --> 01:39:22.103]  So they want this particular being, you know, magnetized,
[01:39:22.660 --> 01:39:29.223]  Vaccinated, you know, injected, and completely, you know, digitized so that they can then control every aspect of what you're doing.
[01:39:29.263 --> 01:39:32.425]  Here's one microcosm example.
[01:39:32.805 --> 01:39:40.628]  The GMO milk, the GMO food, the plastics, and there's hundreds of types of plastics they pick for worldwide distribution over 90% of the plastic cups.
[01:39:41.089 --> 01:39:47.071]  The one type of plastic that sheds the estrogen-mimicking hormones, it's a documented fact.
[01:39:47.432 --> 01:39:49.333]  They chose it 40 years ago for that reason.
[01:39:49.373 --> 01:39:49.873]  That's come out.
[01:39:50.373 --> 01:40:02.355]  And then three-year-old girls, four-year-old girls, by the tens of thousands, by the millions at seven, eight, nine, are going into puberty early, then they get breast cancer early, you know, they get sick early, and then they know all that.
[01:40:02.755 --> 01:40:07.036]  And when they go to the doctor, they don't say, quit drinking GMO milk, they don't say, quit drinking out of plastic.
[01:40:07.356 --> 01:40:19.038]  They say, oh, we're going to give you hardcore, complex hormonal injections that then suppress that, but then also give you Cushing's disease and fry all your glands.
[01:40:20.418 --> 01:40:21.699]  So again, they engineer that.
[01:40:21.739 --> 01:40:23.380]  The local doctor is compartmentalized.
[01:40:23.440 --> 01:40:24.201]  He doesn't know.
[01:40:24.501 --> 01:40:26.322]  And they give the little girl something that's far worse.
[01:40:26.582 --> 01:40:33.727]  Meanwhile, our boys are on so much estrogen that now they've got 10, 12, 14, 15-year-old boys whose testicles haven't dropped.
[01:40:33.787 --> 01:40:35.948]  And I hate to get technical, but they're like ovaries.
[01:40:35.968 --> 01:40:36.969]  They're still inside the body.
[01:40:37.409 --> 01:40:42.170]  Absolutely, I couldn't agree more, and it goes to this whole idea of the heart of tyranny, the origin of tyranny, and that the human race
[01:41:05.228 --> 01:41:05.388]  Yeah.
[01:41:19.716 --> 01:41:20.096]  Quiet.
[01:41:20.136 --> 01:41:23.580]  They know that there is an awakening taking place, so these guys just don't let that happen.
[01:41:23.980 --> 01:41:40.396]  They have to also, you know, arm themselves to react against the awakening that this... Well, I had one of them on earlier, where they're going to put all these satellite trackers in all the cars to Texas, and from a government study, and he was going, it's okay, it's not coming for a long time, it may not even happen, this is good for you.
[01:41:40.416 --> 01:41:42.698]  I mean, and it's always the same script.
[01:41:44.031 --> 01:41:47.033]  It's always the same script, and I tie it into The Awakening.
[01:41:47.053 --> 01:42:00.642]  You know, I said this in one of my talks entitled Origins of Evil, and in the first ten minutes of that talk I said that, look, as the human child starts to awaken and tries to gain back his spirit, that is exactly at the point where the monster, the vampire comes in.
[01:42:00.922 --> 01:42:06.686]  They're waiting there to infuse you with more, you know, toxicity so that you again fall into your
[01:42:06.886 --> 01:42:07.987]  But see, that's it.
[01:42:08.007 --> 01:42:11.029]  They want you to fall into the sleep, and that's why you're affected, why I'm affected.
[01:42:11.049 --> 01:42:13.331]  We're shaking them, going, no, wake up!
[01:42:13.391 --> 01:42:14.312]  Don't even believe me!
[01:42:14.572 --> 01:42:21.998]  You're being manipulated by Madison Avenue, by the culture, by the propaganda, and if you can't even admit that when it's admitted, there's much more advanced things.
[01:42:22.299 --> 01:42:26.322]  We're shocking them, saying, you need to realize what's going on.
[01:42:26.722 --> 01:42:29.945]  There needs to be that urgency for people to get out
[01:42:30.345 --> 01:42:33.049]  You know, like, I knew cell phones were frying my brain, but I kept using them.
[01:42:33.109 --> 01:42:35.832]  I finally got to where I check my messages about once a day on it.
[01:42:36.112 --> 01:42:37.214]  I keep it far away from me.
[01:42:37.434 --> 01:42:38.976]  My wife isn't using hers anymore.
[01:42:39.196 --> 01:42:40.057]  We're living without it.
[01:42:40.358 --> 01:42:40.918]  It tracks us.
[01:42:40.999 --> 01:42:41.519]  It hurts us.
[01:42:41.780 --> 01:42:43.261]  You know, I could break my habit.
[01:42:43.622 --> 01:42:46.485]  We can all do this, and it takes the urgency, Michael.
[01:42:47.478 --> 01:43:01.646]  Yeah, but when you have a media that turns around and shows you Bill Gates' wife is, you know, injecting her dog with a microchip and then suddenly it's not the dog anymore, it's the children, just like you showed on Road to Tyranny, you have that stupid, gormless LA family who goes, this is just wonderful, I can't wait!
[01:43:02.130 --> 01:43:06.472]  You know, it's going to save abduction, it's going to save kidnapping, it's going to save your dog.
[01:43:06.752 --> 01:43:10.674]  You know, the human race is dumb enough to be turning around and going, yeah, I want one too, where can I get it?
[01:43:10.874 --> 01:43:21.580]  By the way, it turns out that was all fake, and the family worked for Applied Digital Solution, an IBM front directorate, and then magically, magically members of the family started dying.
[01:43:22.864 --> 01:43:23.405]  How about that?
[01:43:23.505 --> 01:43:24.746]  Well, this is the casualty list.
[01:43:24.786 --> 01:43:29.330]  They never publicized that about all the, like they said, with the estrogen that they're pumping into the girls.
[01:43:29.751 --> 01:43:35.917]  And then these court cases that are backed up because there's been so much, you know, reactions in these children and these young people.
[01:43:35.957 --> 01:43:38.299]  I'm very concerned about this whole medicated child bit.
[01:43:38.839 --> 01:43:40.441]  I do a lot of work on that and a lot of research on that.
[01:43:40.461 --> 01:43:43.325]  But see, that's what the HPV is, a live cancer virus.
[01:43:43.645 --> 01:43:47.610]  It's killing a bunch of people, maiming tens of thousands, and they knew it would do that.
[01:43:47.670 --> 01:43:57.843]  They rolled it out as a test of how to cover it up, how to suppress it, how to have these soft kill weapons being openly used out in the public and testing how to compartmentalize it and cover it up.
[01:43:58.976 --> 01:44:00.897]  And they tried on different populations of the world.
[01:44:01.137 --> 01:44:05.980]  Remember, one type of virus is not going to work well on different kinds of nations, different kinds of people.
[01:44:06.360 --> 01:44:16.986]  I can tell you, you know, and I know you know this, that from the AIDS virus down, from the bird flus, and from all of this other stuff, these are rehearsals for the worldwide plague.
[01:44:17.066 --> 01:44:20.188]  They're testing how soft kills move.
[01:44:20.208 --> 01:44:21.589]  Go ahead, absolutely right.
[01:44:22.629 --> 01:44:24.950]  Yeah, they're ready to unleash a global plague.
[01:44:24.990 --> 01:44:27.792]  You know, the science fiction writers have already written about it and tried to warn people.
[01:44:28.317 --> 01:44:29.377]  And this is the perfect way.
[01:44:29.417 --> 01:44:29.958]  Through food.
[01:44:30.058 --> 01:44:30.638]  It's through food.
[01:44:30.678 --> 01:44:33.979]  There's an old statement that says that people are three meals away from revolution.
[01:44:34.399 --> 01:44:36.660]  This was brought out in movies like Three Days of the Condor.
[01:44:37.220 --> 01:44:38.900]  Some people have used it in the context of oil.
[01:44:39.201 --> 01:44:49.624]  But oil is a hell of a lot less important than the food, you know, sort of Damocles that these people are going to use because they're sequestering the organic seeds now just like in some sort of hideous, you know,
[01:44:50.428 --> 01:44:51.750]  Uh, Noah's Ark experiment.
[01:44:52.290 --> 01:44:53.351]  We've got the facts on this.
[01:44:53.371 --> 01:44:54.292]  We've got the proof on this.
[01:44:54.352 --> 01:44:55.474]  They're working overtime on it.
[01:44:55.494 --> 01:44:57.356]  Well, James Bond was Ian Fleming.
[01:44:57.736 --> 01:44:59.638]  OSS and then MI6.
[01:44:59.958 --> 01:45:01.300]  And they love to throw it in your face.
[01:45:01.340 --> 01:45:06.866]  And every one of those movies, later, some manifestation of reality would then be shown.
[01:45:07.346 --> 01:45:11.831]  And remember Moonraker, where the global elitists want to kill everybody and then repopulate the Earth.
[01:45:12.762 --> 01:45:18.809]  That's right, all the way from the first one, Her Majesty's Secret Service, all the way up to the Moonraker.
[01:45:18.849 --> 01:45:20.711]  You're right, they're whistleblowing this through the films.
[01:45:20.731 --> 01:45:21.492]  They want to tell.
[01:45:21.772 --> 01:45:23.454]  Because remember, this is a ritual situation.
[01:45:23.474 --> 01:45:27.619]  You need to tell the sacrificial goat what on earth is happening here.
[01:45:27.639 --> 01:45:28.800]  That's the lesser magic.
[01:45:29.941 --> 01:45:31.903]  Yeah, that's the lesser magic.
[01:45:31.923 --> 01:45:33.065]  They have to do that first, yeah.
[01:45:34.211 --> 01:45:36.554]  I totally agree with it, and that's what basically our job is.
[01:45:36.614 --> 01:45:44.603]  Our job is not to territorialize knowledge, not to jump through hoops, but to try and collate a lot of this information, present it for people, you know, in an unbiased way.
[01:45:44.724 --> 01:45:47.086]  And the enemy are in their own prison.
[01:45:47.387 --> 01:45:48.668]  They are habitualized.
[01:45:48.988 --> 01:45:50.570]  They are very obsessive-compulsive.
[01:45:50.831 --> 01:45:52.973]  They do everything the same over and over again.
[01:45:53.233 --> 01:45:54.515]  I think that's their weakness, Michael.
[01:45:55.598 --> 01:45:55.978]  Well, right.
[01:45:56.018 --> 01:46:00.500]  Remember earlier on you said that there's something wrong with them, there's something sort of inhuman about them?
[01:46:00.641 --> 01:46:09.285]  This, I believe, ties into an experimentation that happened in ancient times, in which certain beings were created, these are the world rulers today, and they don't even have
[01:46:09.781 --> 01:46:11.723]  What we would refer to as spirit or soul.
[01:46:11.743 --> 01:46:23.094]  So we've got to understand that we're talking about people here who are, you know, connected to sorcery and to dynastic concerns that have sworn themselves to this kind of control for years.
[01:46:23.174 --> 01:46:25.476]  They look at us like some people look at the pets.
[01:46:25.777 --> 01:46:29.700]  Like the laboratory, you know, doctor looks at the rats in the maze.
[01:46:29.740 --> 01:46:31.342]  That is exactly how the human race
[01:46:31.892 --> 01:46:35.894]  is to them, and it's something that needs to be controlled, and there's not, in their mind, any question about it.
[01:46:35.974 --> 01:46:59.168]  That's the way it has to go, because they look at us as untidy, unruly, you know, they look at us as just like cannon fodder, they always have done, and people need to understand that the movement of imperialism, the movement of tyranny, involves this invasion of our particular biological sovereignty, and our mental and spiritual sovereignty, just as much as it does working on a legal, political sphere of action.
[01:46:59.208 --> 01:47:00.429]  People tend to focus on that,
[01:47:01.344 --> 01:47:09.592]  You know, what's happening now is I hope that people can start to see the spiritual components of this and realize that there is an occult war taking place and it's on everything that is good.
[01:47:09.973 --> 01:47:16.559]  Well, the bottom line is, folks, you can believe us or not, but war is being waged against you by the technocratic elite.
[01:47:16.940 --> 01:47:18.861]  Whether it's real or not, they're all in the occult.
[01:47:18.921 --> 01:47:19.782]  They believe into it.
[01:47:19.802 --> 01:47:21.444]  You know, they believe what they're saying.
[01:47:21.484 --> 01:47:22.605]  What Michael's telling you is true.
[01:47:22.625 --> 01:47:24.447]  I mean, I don't know how true it would be.
[01:47:24.867 --> 01:47:26.367]  It is in facts, but they believe it.
[01:47:26.627 --> 01:47:31.589]  They believe they're another species, and they believe your baby is a piece of crap that needs to be killed.
[01:47:32.109 --> 01:47:33.529]  And they're coming for us.
[01:47:33.549 --> 01:47:34.489]  They're already attacking us.
[01:47:34.509 --> 01:47:35.589]  They brainwashed the cops.
[01:47:35.910 --> 01:47:37.190]  The military, they brainwashed.
[01:47:37.250 --> 01:47:38.150]  A lot of them are waking up.
[01:47:38.730 --> 01:47:39.870]  We didn't make it this way.
[01:47:40.271 --> 01:47:41.911]  Everything we've told you has come true so far.
[01:47:41.951 --> 01:47:46.152]  We're telling you it's going to get a lot more crazy, and you better realize this is life and death.
[01:47:46.412 --> 01:47:47.332]  Let's take some calls.
[01:47:47.552 --> 01:47:48.773]  Mick in Pennsylvania.
[01:47:49.053 --> 01:47:50.433]  You're on the air with Michael Tesarian.
[01:47:51.161 --> 01:47:51.762]  Thank you very much.
[01:48:07.560 --> 01:48:15.784]  Perhaps through the use of their own fairness doctrine, because we don't have much... Yeah, but they're going to selectively enforce that and use that to shut me down.
[01:48:15.824 --> 01:48:17.645]  That was always selectively used.
[01:48:17.665 --> 01:48:23.088]  We need to intensify the web, not let them take it over, not take it for granted while we still have it right now.
[01:48:24.289 --> 01:48:25.970]  Just real quick, in all his research,
[01:48:46.531 --> 01:48:54.155]  The Israeli identity message of the European race is actually being the supposedly lost tribes of Israel.
[01:48:54.515 --> 01:48:56.956]  Yes, that goes back to what I said earlier.
[01:48:57.497 --> 01:49:00.538]  Let me get Michael to comment on that.
[01:49:01.339 --> 01:49:14.545]  We told you the Queen of England is coronated on the Stone of Jacob, where supposedly Abraham was going to sacrifice him, and so yes, they believe that... This goes back to the Merovingian line.
[01:49:14.585 --> 01:49:15.326]  Do you want to explain this?
[01:49:16.553 --> 01:49:17.494]  Well, you're totally right.
[01:49:17.554 --> 01:49:26.044]  I was just going to say that, that we are in the hands of people who are dynastically linked to these Merovingians, who themselves, their ancestry goes all the way back into Egypt.
[01:49:26.565 --> 01:49:36.496]  And Mick, you know, if you pick up my book on the Irish origins of civilization, you'll have an enlightening experience, because you see, when people like yourself ask questions like this, it's very important to identify the terms.
[01:49:37.000 --> 01:49:39.821]  There's the real tribes and then there's the counterfeit.
[01:50:03.803 --> 01:50:04.223]  You bet.
[01:50:04.384 --> 01:50:04.564]  Yeah.
[01:50:04.724 --> 01:50:06.005]  And we've been handed the counterfeit.
[01:50:06.045 --> 01:50:12.913]  The time has come now to look behind the passion play and find out who is really operating behind these sort of, you know, as you say, the lost tribes.
[01:50:12.933 --> 01:50:17.197]  You know, it's a fascinating story of who the real Jews are, who the real Judaics are.
[01:50:17.558 --> 01:50:21.582]  We're using those terms as has been handed down to us from the establishment.
[01:50:21.622 --> 01:50:23.103]  They're not even the correct terms.
[01:50:23.203 --> 01:50:25.466]  So often when we're banding terms around like this,
[01:50:25.922 --> 01:50:28.543]  We're not even using them as their true, occult definition.
[01:50:28.583 --> 01:50:29.563]  This is the biggest problem.
[01:50:29.904 --> 01:50:36.606]  What does a Jew, the word mean to a Freemason, is a totally different meaning of that word than it is to, say, the layman on the street, you see.
[01:50:36.626 --> 01:50:43.689]  So the definition of terms is a research, is a time to study, to find out, you know, first of all, we're not even using the right definition.
[01:50:43.709 --> 01:50:46.370]  All right, Michael Desarian, final segment coming up.
[01:50:46.710 --> 01:50:48.411]  More of your phone calls straight ahead.
[01:50:48.491 --> 01:50:49.771]  Stay with us.
[01:50:50.552 --> 01:50:51.312]  We're going to skip this break.
[01:50:51.912 --> 01:50:52.552]  More than seven.
[01:50:52.572 --> 01:50:54.353]  Okay, I'm going to go back to calls right now.
[01:50:54.433 --> 01:50:56.413]  Let's talk to Michael in Texas.
[01:50:56.773 --> 01:50:57.894]  You're on the air, Michael.
[01:50:57.934 --> 01:50:58.374]  Go ahead.
[01:50:58.394 --> 01:50:58.994]  Thank you.
[01:51:00.094 --> 01:51:00.574]  Go ahead, sir.
[01:51:01.895 --> 01:51:03.095]  Alex?
[01:51:03.375 --> 01:51:03.775]  Yes, sir.
[01:51:03.915 --> 01:51:05.196]  Thank you so much for taking my call.
[01:51:06.276 --> 01:51:07.997]  Michael, I sure appreciate the work you do, too.
[01:51:11.398 --> 01:51:18.680]  Since the beginning of these thought forms of this oligarchy, as you said earlier, around 1500 B.C., the civilizations that have followed
[01:51:20.256 --> 01:51:33.426]  The reason why they've been able to continue this is because we've never been able to rise above their low-level vibration that they so cleverly sustained through their rituals that you were speaking about a while ago.
[01:51:33.446 --> 01:51:38.330]  My question is, how do we go about addressing that and those rituals?
[01:51:38.370 --> 01:51:43.694]  Is it something that we can do through our own meditations?
[01:51:46.030 --> 01:51:54.734]  Like, you know, for instance, covering the world with golden light, so as to... Well, see, I don't get into all the New Age stuff, and I appreciate your call.
[01:51:54.754 --> 01:51:56.315]  I'm going to let Michael comment on that.
[01:51:56.335 --> 01:51:57.615]  This is action.
[01:51:57.655 --> 01:51:58.416]  This is action.
[01:51:58.456 --> 01:51:59.376]  This is in the streets.
[01:51:59.616 --> 01:52:01.597]  I mean, let's say you're spiritually awake and alive.
[01:52:01.877 --> 01:52:03.558]  It is going to physically manifest.
[01:52:03.598 --> 01:52:06.900]  Look at India, where they're all filling it with golden light, and it's a hellhole.
[01:52:07.280 --> 01:52:09.401]  Now, I don't know if Michael agrees with that, but Michael, you want to comment?
[01:52:10.478 --> 01:52:16.302]  Yeah, I do agree with that, because what we have to understand, Michael, is that there is a two-pronged approach to this.
[01:52:16.342 --> 01:52:22.526]  You first have to secure your own spiritual and your own moral and your own mental sovereignty.
[01:52:22.967 --> 01:52:25.248]  And that, remember, is different for every person.
[01:52:25.288 --> 01:52:31.473]  That's why I do not, you know, subscribe to A to Z, fix all, one-size-fits-all, you know, systems here.
[01:52:31.753 --> 01:52:33.734]  This is a very individualistic study.
[01:52:33.774 --> 01:52:34.975]  It's an individualistic work.
[01:52:35.315 --> 01:52:39.118]  You have to use deconstructive models, just as much as you have to have
[01:52:39.560 --> 01:52:40.521]  Constructive models.
[01:52:40.961 --> 01:52:44.483]  You have to study your enemy to know what weapons they're using and how they're employing it.
[01:52:44.924 --> 01:52:52.328]  And it very much starts... See, I do never, I never separate any of this that we're talking about from spiritual activity.
[01:52:52.449 --> 01:52:54.970]  It is all part of... Yeah, let me make a point here.
[01:52:55.010 --> 01:52:56.571]  Let me make a point of your take on it, Michael.
[01:52:57.452 --> 01:53:06.178]  Whenever I'm threatened by the new world order, whenever things seem dark, I cannot even look at my own children, other people's children, innocence, goodness, beauty, a green field, the sky, the stars.
[01:53:06.818 --> 01:53:12.502]  And I know I'm part of something bigger, and I'm not trying to grasp and hold and be greedy, even with my own life.
[01:53:12.862 --> 01:53:23.029]  And then with that, a great peace comes over me, and I realize that I'm on the path of goodness and righteousness, not that I'm perfect, and so there's no more fear, but it's the willingness to fight.
[01:53:23.069 --> 01:53:24.970]  People say, oh, just don't be scared, go along with it.
[01:53:25.191 --> 01:53:29.393]  That's the ultimate form of surrender to evil.
[01:53:29.694 --> 01:53:34.457]  No, it is because I have love, and because I don't have fear, that I do stand up against evil.
[01:53:34.477 --> 01:53:35.998]  Do you see the point I'm making?
[01:53:37.174 --> 01:53:41.297]  I see it perfectly, and we owe a debt to all those individuals of the past.
[01:53:41.317 --> 01:53:53.945]  This is one of my strong motives, is that we owe a debt to all those people, all those children, even of our own family lines, who suffered in the mines, who suffered in the factories, who lost hands, who were maimed, who starved, who fought... Stay there!
[01:53:53.965 --> 01:53:54.365]  Start over!
[01:53:54.385 --> 01:53:55.506]  We've got to come back to the full audience.
[01:53:55.546 --> 01:53:55.806]  Here we go.
[01:54:02.105 --> 01:54:08.451]  Man, I would go into overdrive right now, but I've got to tape an interview with Tex Mars, myself, for his show, right when the show ends.
[01:54:08.471 --> 01:54:10.553]  I was on Man Cal this morning.
[01:54:13.268 --> 01:54:14.409]  They say no rest for the wicked.
[01:54:14.449 --> 01:54:15.349]  I'm not very wicked.
[01:54:15.369 --> 01:54:16.550]  I don't get very much rest.
[01:54:16.610 --> 01:54:17.630]  It's kind of the opposite.
[01:54:18.290 --> 01:54:27.655]  Michael Massarian, I was bringing up standing up against evil, how that is empowering, how once you just love humanity, that I think that's a big part of the solution.
[01:54:27.695 --> 01:54:33.978]  Just that mindset and idea, that truly turns loose of the fear, and then that empowers you, and you were making a key point.
[01:54:34.979 --> 01:54:41.342]  Well, see, Michael needs to come to understand that before you can help another person, you must be strong in yourself.
[01:54:41.863 --> 01:54:50.546]  And then from your model, pretty much like Alex, what you are walking an example of is by your model, people have the egalitarian right then to either do as you do or not to do as you do.
[01:54:50.866 --> 01:54:53.167]  You know, you can't force anything down people's throats.
[01:54:53.227 --> 01:54:54.807]  It's the example, it's the standard.
[01:54:55.768 --> 01:54:56.728]  It's the standard, exactly.
[01:54:56.788 --> 01:55:02.110]  And people who are sovereign within, who've understood that they can find their center, they can find their own inner truth.
[01:55:02.458 --> 01:55:04.380]  And as I said, that's not one-size-fits-all.
[01:55:04.480 --> 01:55:07.782]  It is not going to work on a social level where, you know, because again, that's regimentation.
[01:55:07.822 --> 01:55:08.883]  That's the fascist model.
[01:55:09.223 --> 01:55:12.746]  It's one-size-fits-all for all people, as we say, as we do, not as we act.
[01:55:13.207 --> 01:55:21.073]  So the most important thing is to realize that, yeah, you've got to go within yourself, into the sanctity and the kingdom of your own being, you know, and find your own center.
[01:55:21.113 --> 01:55:27.778]  And then from that place, in a total state of fearlessness and passion, take on the rival or the adversary, you know.
[01:55:28.219 --> 01:55:29.840]  And like I often say in my work,
[01:55:30.342 --> 01:55:38.104]  When you are so strong, I mean this is pretty much borrowed from martial arts, when you are so inherently strong that your enemy cannot destroy you, then your enemy has lost.
[01:55:38.544 --> 01:55:41.204]  You can't go after them using the tools that they've provided for you.
[01:55:41.484 --> 01:55:46.845]  You can't enter into this duel with the swords and the guns that they have primed and offered you.
[01:55:47.085 --> 01:55:49.506]  That has been tried in the past centuries and it hasn't worked.
[01:55:49.886 --> 01:55:58.508]  We have not been able to overcome this tyrant, this Leviathan, for the reasons that you mentioned, because we've not been able to break the spell of their particular kind of sorcery.
[01:55:58.548 --> 01:55:59.448]  That's absolutely right.
[01:55:59.668 --> 01:56:07.815]  But sir, you were bringing up before the break, when we were coming out, I want the full audience to hear it, about we owe it to our ancestors and the enslavement they went through.
[01:56:08.056 --> 01:56:08.716]  Finish that point.
[01:56:09.557 --> 01:56:13.961]  Well this is what my particular motive is, is that even if a person is not humanitarian enough, Alex,
[01:56:14.457 --> 01:56:15.838]  To do it for the rest of humanity?
[01:56:16.098 --> 01:56:16.698]  That's alright.
[01:56:17.018 --> 01:56:19.359]  Do it at least for the dead within your own family.
[01:56:19.439 --> 01:56:26.381]  The mothers, the grandparents, the grandfathers, the ancestors who died on the fields, who plowed, who suffered, who was murdered in wars.
[01:56:26.822 --> 01:56:28.662]  Wars of ritual, wars of blood.
[01:56:28.962 --> 01:56:29.142]  Right?
[01:56:29.202 --> 01:56:30.303]  These are your own ancestors.
[01:56:30.323 --> 01:56:33.924]  For goodness sake, people should be motivated to do it for your own lineage.
[01:56:34.184 --> 01:56:37.025]  The people who cried into the night saying, why is this happening to us?
[01:56:37.105 --> 01:56:39.046]  Why are we living in this month of abject poverty?
[01:56:39.366 --> 01:56:42.549]  Why are our sons and daughters dying on the field of these tyrants?
[01:56:42.569 --> 01:56:44.230]  So we should be motivated just by that.
[01:56:44.511 --> 01:56:53.438]  The incredible sorrow, the glee the enemy had at ripping babies apart, and enslaving, and the nobles loving the people, starving beneath them.
[01:56:54.999 --> 01:56:57.582]  The raw enjoyment of depriving people.
[01:56:57.922 --> 01:57:00.344]  I can't imagine that, but that's the enemy's soul.
[01:57:00.564 --> 01:57:01.525]  They love greed.
[01:57:01.565 --> 01:57:02.686]  They love hurting you.
[01:57:02.906 --> 01:57:04.788]  They are control freaks.
[01:57:05.993 --> 01:57:08.054]  And they can't wait to find another more innocent.
[01:57:08.074 --> 01:57:11.195]  You know, just like the 20 million Inca that were killed in South America.
[01:57:11.595 --> 01:57:12.836]  Or the Irish Genocide.
[01:57:13.116 --> 01:57:14.857]  Or the South African Genocide, you see.
[01:57:15.157 --> 01:57:19.759]  Or the opening of the British East India Company and the terrible degradation they did in India.
[01:57:20.099 --> 01:57:21.740]  They want to subjugate the entire world.
[01:57:21.760 --> 01:57:23.941]  They're trying it now over there in Iraq and Iran.
[01:57:24.321 --> 01:57:28.065]  You see, they don't look at you as an Iranian or as a... if you read their own works.
[01:57:28.305 --> 01:57:40.496]  If people go to their own works and go to the works of these people like the Albert Pike... They look at you as cattle, as an animal, as an insect that is to be eradicated and their religion is viciously tearing you apart.
[01:57:41.277 --> 01:57:41.637]  That's right.
[01:57:41.737 --> 01:57:43.778]  I mean, how many jugglers can you fit into one room?
[01:57:43.858 --> 01:57:46.099]  It doesn't matter, you see, who juggles what ball.
[01:57:46.219 --> 01:57:49.021]  Islamic, Judaic, Christian, Conservative, Labour.
[01:57:49.341 --> 01:57:51.582]  That is all for the juggling act of the world.
[01:57:51.702 --> 01:57:53.103]  It doesn't mean a thing to these people.
[01:57:53.143 --> 01:57:58.906]  They just look at you as basically fodder that can be ritually murdered whenever the time or the particular astrological...
[01:57:59.466 --> 01:58:02.788]  Michael, let me set you up the next few weeks for a part two, okay?
[01:58:16.445 --> 01:58:19.989]  Well let me get the, we're going to release our DVD and I'll make sure you get one and we can talk about that.
