[00:00:05.074 --> 00:00:05.714]  This agenda.
[01:45:18.092 --> 01:45:19.633]  Or call us today at 877-715-4448.
[01:45:19.653 --> 01:45:19.833]  That's 877-715-4448.
[01:45:30.529 --> 01:45:34.110]  When you're out driving this holiday season, keep in mind you're being watched.
[01:45:34.410 --> 01:45:40.272]  Whether you know it or not, red light and speed cameras are everywhere ready to snap a photo of your license plate.
[01:45:40.912 --> 01:45:47.353]  One simple, harmless error could end up costing you over $500, quickly putting an end to your holiday cheer.
[01:45:47.814 --> 01:45:49.274]  Fight back with Photoblocker.
[01:45:49.674 --> 01:45:51.856]  Simply spray your plate once, and you're done.
[01:45:52.416 --> 01:45:56.919]  Any photos of your license plate will appear overexposed, making them virtually unreadable.
[01:45:57.279 --> 01:46:01.322]  See the newscast showing just how Photoblocker works against traffic cameras.
[01:46:01.662 --> 01:46:06.626]  Christmas is here, and the economy is in bad enough shape without spending hundreds of dollars in fees.
[01:46:07.026 --> 01:46:07.766]  Hello, I'm Steve Schenke.
[01:46:32.796 --> 01:46:38.981]  For the past several months, folks have constantly asked me to give them the date as to when they should be finished stocking up on food.
[01:46:39.762 --> 01:46:49.911]  We've been so beaten up by stock market banking, housing, and unemployment crashes that we're desensitized and frozen inactive like the frog being unknowingly cooked in gradually increasingly hot water.
[01:46:50.391 --> 01:46:51.292]  Well, snap out of it.
[01:46:51.332 --> 01:46:52.333]  We now have a deadline.
[01:46:52.833 --> 01:46:54.314]  Joe Biden said it's going to happen.
[01:46:54.875 --> 01:46:58.318]  Former Secretary of State Colin Powell went on CBS Meet the Press
[01:46:58.877 --> 01:47:06.180]  And pointed to about January 22nd as the time a major international incident would force the new president to make unpopular decisions.
[01:47:06.740 --> 01:47:12.443]  Well, I take the general at his word and my best advice is to have your food in your possession prior to the inauguration.
[01:47:12.883 --> 01:47:17.765]  Contact efoodsdirect.com for your supplies prior to this deadline for disaster.
[01:47:18.325 --> 01:47:22.087]  Ask yourself, is it better to have too much too soon or too little too late?
[01:47:22.647 --> 01:47:23.868]  Call 800-409-5633 or on the web efoodsdirect.com.
[01:47:32.805 --> 01:47:37.926]  You're listening to GCN, the Genesis Communications Radio Network.
[01:47:45.669 --> 01:47:49.130]  I tell you, time really flies when you're fighting the New World Order.
[01:47:49.170 --> 01:47:52.390]  Gerald Salente is our guest for another ten minutes.
[01:47:54.811 --> 01:47:57.712]  Then we have a very special guest in studio coming up, Tex Mars.
[01:48:01.255 --> 01:48:09.503]  Gerald, I want to go back to as many of the calls as we can, but I had one other question for you dealing with all of this.
[01:48:11.064 --> 01:48:24.717]  Again, a lot of people are looking forward to having shooting wars with the police and military, and I believe the globalists actually are looking forward to that, because then that will destroy confidence further, and then they can consolidate the economy even more.
[01:48:26.084 --> 01:48:31.726]  But when the police are out confiscating guns and arresting people and shooting the public and the military's doing that, what do they expect?
[01:48:31.806 --> 01:48:35.008]  I mean, I know I'm not relishing this.
[01:48:35.048 --> 01:48:36.348]  I know you're not relishing this.
[01:48:37.409 --> 01:48:41.350]  And I wonder what the rules of engagement for the American people should be through all of this.
[01:48:42.911 --> 01:48:53.415]  Well, you know, I think you hit upon one before when we were talking about who will be the first likely groups who will fire the first shots, who will protest.
[01:48:54.065 --> 01:48:59.188]  And what we saw in Chicago with those workers refusing to leave.
[01:48:59.208 --> 01:49:02.070]  I think we're going to see more of that kind of thing.
[01:49:02.570 --> 01:49:04.952]  Where people are just going to say, no, I have nowhere else to go.
[01:49:05.032 --> 01:49:05.912]  I'm staying here.
[01:49:06.193 --> 01:49:09.314]  And hothead cops are going to come in and crack their skulls and it's going to start.
[01:49:10.075 --> 01:49:10.715]  Exactly.
[01:49:10.735 --> 01:49:16.199]  And as I said, if it becomes something that's overtly brutal, look what happened with Katrina.
[01:49:16.699 --> 01:49:18.880]  I mean, look how it was covered up for so long.
[01:49:18.920 --> 01:49:22.923]  I mean, people forget how for days, you know, they kept saying that things were under,
[01:49:23.388 --> 01:49:23.529]  Okay.
[01:49:34.730 --> 01:49:37.132]  I think we're going to see the same kind of thing happen here.
[01:49:37.152 --> 01:49:56.468]  Well, that was actually a cold-blooded laboratory where they shot off the power and the water, jammed the police radios, cut their lines, and the local parish in New Orleans had to come with guns and literally, at gunpoint, take FEMA off of the command centers that they were hijacking and cutting the lines because FEMA wanted it to be a disaster to get more funds.
[01:49:56.508 --> 01:49:59.190]  I mean, that's how cold-blooded these people are, and I agree with you.
[01:49:59.771 --> 01:50:00.732]  That's what's going to happen here.
[01:50:01.172 --> 01:50:01.973]  Let's take some calls.
[01:50:02.053 --> 01:50:02.633]  Ben in Virginia.
[01:50:02.653 --> 01:50:05.695]  You're on the air with legendary trends forecaster, Gerald Cilente.
[01:50:05.735 --> 01:50:06.735]  Ben, go ahead in Virginia.
[01:50:07.436 --> 01:50:08.176]  Hey, how you doing?
[01:50:08.436 --> 01:50:09.357]  I love the show, Alex.
[01:50:09.537 --> 01:50:19.823]  I just wanted to ask where he thought banks like the Free Lakota Bank is going to play out in this new conflict, because the Lakota have actually started their own gold-based currency bank.
[01:50:23.024 --> 01:50:31.813]  Banks that come out and say that their assets, your deposits are backed by gold, are going to be one of the biggest businesses that anybody could ever imagine.
[01:50:33.115 --> 01:50:44.086]  Oh, by the way, here's a scenario that we're also, relative to banks, we believe that being that they're putting the mantle of FDR on Obama,
[01:50:44.480 --> 01:50:53.289]  It is highly probable that they're going to call a bank holiday, as FDR did also, after he was inaugurated.
[01:50:53.329 --> 01:50:54.470]  Is that the surprise?
[01:50:54.530 --> 01:51:00.736]  Is that the surprise, Biden saying, that on the 21st or 22nd, Obama's going to do something next month that people aren't going to like?
[01:51:01.653 --> 01:51:11.979]  It could very well be, because we believe that the banking system cannot sustain itself in its current form the way things are going now.
[01:51:12.119 --> 01:51:16.022]  And a bank holiday, for those that don't know, means you can't get your money out and they devalue your money.
[01:51:16.542 --> 01:51:16.802]  Yeah.
[01:51:17.142 --> 01:51:18.483]  And I love the words they use.
[01:51:18.583 --> 01:51:19.644]  Holiday.
[01:51:20.004 --> 01:51:22.105]  You know, like, let's have a holiday.
[01:51:22.125 --> 01:51:23.166]  The Patriot Act.
[01:51:23.346 --> 01:51:25.087]  The New Freedom Initiative.
[01:51:25.407 --> 01:51:27.148]  Homeland Security USA.
[01:51:27.369 --> 01:51:28.189]  The Fatherland.
[01:51:28.609 --> 01:51:29.570]  Anything else, Ben?
[01:51:30.976 --> 01:51:31.456]  That's just about it.
[01:51:31.516 --> 01:51:34.598]  I just really think that this Free Lakota Bank is going to be huge.
[01:51:35.339 --> 01:51:36.740]  Let's talk to Mike in Wyoming.
[01:51:36.760 --> 01:51:38.180]  You're on the air with Gerald Cilente.
[01:51:39.902 --> 01:51:40.222]  Hello?
[01:51:40.442 --> 01:51:41.242]  Yes, Mike, go ahead.
[01:51:42.003 --> 01:51:42.503]  Yeah, hi.
[01:51:42.523 --> 01:51:43.304]  How are you guys doing?
[01:51:43.384 --> 01:51:43.644]  Good.
[01:51:45.065 --> 01:51:58.233]  Yeah, Mr. Cilente, it sounds like to me that you believe that we will avoid the sort of technocratic Orwellian nightmare that a lot of people think may
[01:51:58.908 --> 01:52:00.829]  Come down the pipe here pretty soon.
[01:52:02.150 --> 01:52:10.194]  It also sounds like you also believe that we will avoid a Mad Max post-apocalyptic type of scenario.
[01:52:10.794 --> 01:52:20.739]  And we're going to go back to more of this sort of regionalism you were talking about and locally community-based lifestyle.
[01:52:21.179 --> 01:52:26.882]  And I guess I'm wondering, do you see the United States maintaining its territorial integrity?
[01:52:28.912 --> 01:52:32.174]  Are we going to just go into a factionalism?
[01:52:33.194 --> 01:52:35.156]  I think we're going to go into a factionalism.
[01:52:35.476 --> 01:52:40.319]  And again, the Mad Max scenario and the techno takeover, they may happen.
[01:52:40.939 --> 01:52:42.820]  We're not ruling that out completely.
[01:52:43.261 --> 01:52:55.949]  But what we're saying, for instance, on the techno level is that there's too many independent people out there that are more skilled technologically than the government people are in a lot of ways.
[01:52:56.474 --> 01:53:00.316]  And there are more of them that could break down the systems of control.
[01:53:00.796 --> 01:53:01.996]  That's a possibility.
[01:53:02.456 --> 01:53:07.658]  The Mad Max may turn into that in different parts of the country.
[01:53:08.119 --> 01:53:09.079]  It may look like that.
[01:53:09.099 --> 01:53:13.081]  And by the way, the globalists have said they would like to use the crisis to break the country up.
[01:53:13.381 --> 01:53:18.583]  So we have to watch out for false revolutions and false revolutionary leaders that actually call for that.
[01:53:18.603 --> 01:53:20.363]  I do not want to break the United States up.
[01:53:20.404 --> 01:53:21.344]  They've got top Russian
[01:53:22.104 --> 01:53:23.826]  People projecting that that's going to happen.
[01:53:24.286 --> 01:53:26.128]  The Pentagon's projecting that could happen.
[01:53:26.568 --> 01:53:27.549]  We don't want to let the U.S.
[01:53:27.569 --> 01:53:31.812]  be broken up like China was 150 years ago by the European powers.
[01:53:31.872 --> 01:53:32.553]  Gerald, do you agree?
[01:53:33.253 --> 01:53:36.596]  I think we're going to look more like when Russia broke up after communism.
[01:53:38.938 --> 01:53:41.360]  More where the states start ruling themselves again.
[01:53:41.400 --> 01:53:43.862]  There's still a central government, but it implodes.
[01:53:45.283 --> 01:53:46.024]  All right, stay there.
[01:53:46.064 --> 01:53:47.625]  Final segment with Gerald Cilente.
[01:53:47.925 --> 01:53:49.366]  Back in 70 seconds.
[01:53:49.446 --> 01:53:49.967]  Stay with us.
[01:53:52.887 --> 01:54:00.071]  They'll be live at PrisonPlanet.tv in T-minus eight minutes for all the viewers watching live at PrisonPlanet.tv.
[01:54:03.153 --> 01:54:04.673]  Final five minutes with Gerald Cilente.
[01:54:04.753 --> 01:54:05.874]  I want to thank him for coming on.
[01:54:05.914 --> 01:54:07.695]  Go to his website, TrendsResearch.com.
[01:54:07.775 --> 01:54:11.977]  You should subscribe to his Trends Report that comes out.
[01:54:12.338 --> 01:54:14.459]  How often does that Trends Report come out, Gerald?
[01:54:14.839 --> 01:54:16.740]  Well, the Trends Journal is a quarterly.
[01:54:17.160 --> 01:54:20.922]  And this issue, by the way, it's bigger than we've ever written before.
[01:54:21.002 --> 01:54:22.203]  You know, it's 20 pages.
[01:54:23.054 --> 01:54:24.455]  Of trends that are in the making.
[01:54:24.755 --> 01:54:29.939]  But what we also do, and I want to make this very clear, is that we provide profit opportunities.
[01:54:30.379 --> 01:54:34.281]  Because, you know, we look at the trend and say, here's the dangers, here are the opportunities.
[01:54:34.641 --> 01:54:50.011]  Because during this time of destruction, there's going to be, you know, there may not, and may well there not should be, these huge mega-millionaires and billionaires, but people are going to be able to make very healthy livings during these times.
[01:54:50.584 --> 01:55:01.368]  And, again, is it going to be, we think, with the break-up of the too-big-to-fails at many levels, particularly retail, there's going to be a lot of entrepreneurial opportunities.
[01:55:01.729 --> 01:55:06.030]  And then what we do is we come out with trend alerts on a need-to-know basis.
[01:55:06.571 --> 01:55:07.951]  Alright, folks, you should check that out.
[01:55:08.852 --> 01:55:11.613]  We also have links up on InfoWars.com to your fine site.
[01:55:12.093 --> 01:55:15.034]  Let's go a little bit closer to home for you, Gerald.
[01:55:15.294 --> 01:55:16.255]  Matt in New York.
[01:55:16.335 --> 01:55:17.215]  You're on the air, Matt.
[01:55:17.819 --> 01:55:18.259]  Hi, Alex.
[01:55:18.299 --> 01:55:18.800]  Hi, Gerald.
[01:55:18.820 --> 01:55:21.222]  This is Matt from MobilizeThePeople.com.
[01:55:21.262 --> 01:55:23.863]  First of all, I want to commend both of you doing an outstanding job.
[01:55:23.903 --> 01:55:25.425]  Gerald, very important work.
[01:55:25.785 --> 01:55:29.507]  Alex, very important you getting it across to the people as well as helping Gerald get it out.
[01:55:30.168 --> 01:55:34.951]  When the elected officials of the people fail to do the bidding on behalf of the people, the people must mobilize.
[01:55:35.392 --> 01:55:36.813]  Gerald, I have a question for you.
[01:55:37.033 --> 01:55:43.998]  Have you done any trending on the mass acceleration and growth of the Patriot Movement groups and the role they will play out in the future?
[01:55:44.927 --> 01:55:46.608]  Not on that particularly.
[01:55:46.989 --> 01:55:50.852]  As I said, what we have been looking at closely are the secessionist movements.
[01:55:51.312 --> 01:55:53.274]  And we see those growing as well.
[01:55:53.654 --> 01:55:59.318]  The people won't be mobilized until it hurts them in their pocketbook, their heart, they're cold and they're hungry.
[01:55:59.338 --> 01:56:01.000]  Yeah, when their stomachs are empty, look out.
[01:56:01.020 --> 01:56:01.760]  Appreciate the call.
[01:56:01.800 --> 01:56:02.421]  Moving fast.
[01:56:02.761 --> 01:56:03.582]  Ron in Arizona.
[01:56:03.602 --> 01:56:04.742]  You're on the air with Gerald Cilente.
[01:56:04.782 --> 01:56:08.445]  Go ahead.
[01:56:08.485 --> 01:56:11.908]  Good afternoon, Gerald and Alex and your two million listeners.
[01:56:12.446 --> 01:56:19.109]  I believe that the New World Order gang is putting clues into movies about future false flags.
[01:56:19.149 --> 01:56:20.429]  I'll give you two examples.
[01:56:20.449 --> 01:56:33.435]  1996, the movie Enemy of the State, the character played by Gene Hackman hacks into the NSA database to find info on John Boyd.
[01:56:34.102 --> 01:56:42.166]  And his birthday is 9-11, and Fox ran the lone gunman, where the government hijacks planes to plot in the World Trade Center for martial law, and to attack Afghanistan six months before.
[01:56:42.547 --> 01:56:48.430]  And the long kiss goodnight, where the government bombs the World Trade Center in 93, and then wants to bomb it again for martial law.
[01:56:48.710 --> 01:56:51.091]  Yeah, hundreds of... Gerald, why do they put this in movies?
[01:56:51.111 --> 01:56:54.833]  We know there's propaganda placement by the government in media.
[01:56:54.893 --> 01:56:58.435]  Why do we see them loving to flaunt what they're going to do beforehand?
[01:56:59.269 --> 01:57:07.193]  Well, you know, I would assume, and I don't know, you know, but I would say to get the people prepared for it, get prepared for the worst.
[01:57:07.754 --> 01:57:13.977]  So when somebody relates to a Mad Max, they know what it looks like and see how ugly it is.
[01:57:13.997 --> 01:57:17.099]  So, you know, again, look what the movies did during the
[01:57:18.611 --> 01:57:24.932]  World War II, I mean, you know, the propaganda, you know, not negative propaganda, maybe some, yes, maybe no.
[01:57:25.092 --> 01:57:29.673]  Notice there was all this war propaganda right before 9-11, all these big movies.
[01:57:29.713 --> 01:57:30.034]  Go ahead.
[01:57:31.054 --> 01:57:34.615]  Yeah, no, as I said, you know, 9-11 came as no surprise to us.
[01:57:34.695 --> 01:57:38.415]  We'd been predicting a major terrorist strike against the United States.
[01:57:38.915 --> 01:57:44.237]  So, again, though, I don't think that's the major flag.
[01:57:47.092 --> 01:57:48.949]  And people forget things as well.
[01:57:49.815 --> 01:57:55.837]  When there's chaos, anything that they did before to control people, it really all breaks down immediately.
[01:57:55.937 --> 01:57:56.537]  Absolutely.
[01:57:56.577 --> 01:57:58.218]  Well, we're going into very interesting times.
[01:57:58.598 --> 01:57:59.298]  Thank you, Ron.
[01:57:59.318 --> 01:58:00.198]  Sorry to the other callers.
[01:58:00.238 --> 01:58:02.479]  You can hold and talk to our next guest if you like.
[01:58:02.499 --> 01:58:09.001]  Gerald Cilente, thank you for spending so much time with us, and I look forward to talking to you next year as all this unfolds.
[01:58:09.581 --> 01:58:10.982]  Thank you so much for having me on.
[01:58:11.222 --> 01:58:11.962]  An amazing individual.
[01:58:11.982 --> 01:58:16.763]  We'll have him back on for a full show about solutions next time he joins us.
[01:58:16.783 --> 01:58:18.124]  All right, there goes Gerald Cilente.
[01:58:20.453 --> 01:58:24.676]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:58:24.816 --> 01:58:27.618]  Now you can do even more to hear Genesis shows in your area.
[01:58:27.718 --> 01:58:32.141]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:58:32.261 --> 01:58:32.802]  It's easy.
[01:58:32.982 --> 01:58:39.507]  Log on to GCNlive.com or call us toll free 877-807-4048.
[01:58:39.587 --> 01:58:40.267]  Make a difference.
[01:58:40.347 --> 01:58:45.711]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[01:58:45.731 --> 01:58:46.091]  Call today.
[01:58:51.502 --> 01:58:52.463]  Looking for profit?
[01:58:52.583 --> 01:58:53.983]  Looking for safety and security?
[01:58:54.244 --> 01:58:57.365]  The $10 Olympic Commemorative Gold Coin offers both.
[01:58:57.566 --> 01:59:05.130]  This low-mintage collector coin, with a total series mintage under $600,000, has sold at four times its current price.
[01:59:05.190 --> 01:59:08.912]  Falling dollar values and inflation make this likely to happen again.
[01:59:08.952 --> 01:59:10.453]  Secure your position today.
[01:59:10.773 --> 01:59:11.994]  Call Midas Resources at 1-800-686-2237.
[01:59:12.014 --> 01:59:12.294]  That's 1-800-686-2237.
[01:59:20.373 --> 01:59:29.479]  Did you know that it's a documented fact 80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection?
[01:59:29.639 --> 01:59:37.665]  You may be one of millions of people suffering from one of dozens of debilitating chronic diseases from these parasites and your doctor would never know it.
[01:59:37.805 --> 01:59:42.328]  In fact, clinically detected parasites account for only 1% of all cases.
[01:59:42.408 --> 01:59:45.010]  Don't continue to suffer from pain due to misdiagnosis.
[01:59:45.170 --> 01:59:48.012]  Now you can fight internal parasites, heavy metal poisoning,
[01:59:48.172 --> 01:59:48.633]  I think?
