[00:00:00.009 --> 00:00:01.170]  Saudi Arabian connection.
[01:37:09.960 --> 01:37:11.081]  Where do you think that money's going?
[01:37:11.541 --> 01:37:14.163]  You know, just use the initial icebreaker.
[01:37:14.183 --> 01:37:15.504]  Well, here's an example.
[01:37:16.045 --> 01:37:19.147]  Are you glad that the war is going to continue for at least three more years?
[01:37:19.187 --> 01:37:20.108]  And they're like, no.
[01:37:20.649 --> 01:37:24.912]  You know, 80% of the American people say, well, did you know that Obama says he's going to continue it?
[01:37:25.212 --> 01:37:30.457]  Then they instantly wake up that Obama's bad instead of, Obama's bad and I'm going to tell you why.
[01:37:30.817 --> 01:37:31.898]  Then they're going to argue with you.
[01:37:32.717 --> 01:37:33.437]  Right, absolutely.
[01:37:33.457 --> 01:37:35.498]  Then, initially, they're just going to put up their dukes, right?
[01:37:35.518 --> 01:37:37.359]  And they're ready for a big debate or an argument.
[01:37:37.399 --> 01:37:49.223]  And our job, you know, as a Christian, I look at it and think, well, all these end times prophecies that we see unfolding before our eyes, we know that the day is going to come when there will be a new world order.
[01:37:49.263 --> 01:37:50.423]  There will be a world government.
[01:37:50.463 --> 01:37:52.304]  There will be a one world currency.
[01:37:52.344 --> 01:37:54.744]  There will be an implant of a chip.
[01:37:54.824 --> 01:37:58.886]  And, you know, back today on your website, I read about Microsoft working with Verichip, right?
[01:37:59.557 --> 01:38:01.798]  You know, the stage is being set for all that to happen.
[01:38:01.839 --> 01:38:04.460]  The Bible says it's going to happen, therefore I believe it to be true.
[01:38:04.961 --> 01:38:13.066]  So we can't really stop it from happening, but what we can do is be faithful farmers and sow that information, sow that seed of information to people.
[01:38:13.106 --> 01:38:18.869]  And then, once again, remember that, hey, don't take it as rejection if they say no to you.
[01:38:18.990 --> 01:38:20.991]  They're not rejecting you, they're rejecting the material.
[01:38:21.961 --> 01:38:23.802]  It's really not your job to wake them up.
[01:38:23.842 --> 01:38:29.124]  Your job is to give them good information, and then that's the rest is between them and God, or their own conscience.
[01:38:29.404 --> 01:38:34.667]  Well, it's our responsibility to warn people and reach out to them, and the Bible is full of that.
[01:38:34.767 --> 01:38:36.287]  Common Sense just states that.
[01:38:37.208 --> 01:38:41.370]  Darrell, breaking off for a minute, because you've been involved heavily with Christian ministries.
[01:38:41.410 --> 01:38:44.891]  You've gotten thrown out of public places.
[01:38:45.151 --> 01:38:50.794]  It's been in the newspapers in Dallas, trying to give people tracts, and then made big cases out of that to defend the First Amendment.
[01:38:51.894 --> 01:38:55.176]  Well, I think a lot of it just stems from the fact that people are apathetic.
[01:39:13.536 --> 01:39:14.997]  You know, they're just plain apathetic.
[01:39:15.017 --> 01:39:15.978]  They just don't care.
[01:39:15.998 --> 01:39:18.459]  It stems back to love.
[01:39:18.579 --> 01:39:21.301]  Once again, if they truly loved others, then they would reach out to those people.
[01:39:21.341 --> 01:39:22.102]  They'd help those people.
[01:39:22.122 --> 01:39:25.244]  They couldn't turn a blind eye to the needs that people have.
[01:39:25.344 --> 01:39:28.126]  But yet, sometimes I wonder if they're even saved.
[01:39:28.546 --> 01:39:29.587]  You know, truly saved.
[01:39:29.747 --> 01:39:34.890]  You know, they may say they're a Christian, but the fruit that comes from their life may dictate otherwise.
[01:39:34.990 --> 01:39:37.272]  So, Jesus says, you'll know them by their fruit.
[01:39:37.892 --> 01:39:41.595]  And, in fact, Matthew 24 and 25, when he talks about all the warning signs,
[01:39:41.920 --> 01:39:42.160]  I don't
[01:40:02.543 --> 01:40:05.383]  disguised their Christianity under Romans 13.
[01:40:05.444 --> 01:40:07.564]  They say, oh, we've got to submit to authority.
[01:40:07.604 --> 01:40:09.144]  We've got to submit to the people.
[01:40:09.164 --> 01:40:13.425]  You've got all these pastors and people telling people when martial law comes, just submit to authority.
[01:40:13.445 --> 01:40:31.308]  But if that was true, then Jesus, when what he stood for, when he stood up to all the leaders of the day and called them sons of hell and brood of vipers and hypocrites and told them that they would, that the drunkards and the prostitutes that he was ministering to would enter the kingdom of heaven even before them, because they were religious.
[01:40:32.267 --> 01:40:37.790]  But they didn't have any relationship, and they were all about, you know, power and money and fame and control.
[01:40:37.870 --> 01:40:40.011]  And, you know, we see a lot of that in the church today.
[01:40:40.031 --> 01:40:44.253]  It reminds me of an old book about these two guys that get stranded on an island, right?
[01:40:44.293 --> 01:40:47.595]  And the first guy looks around and finds out there's no food or water.
[01:40:47.615 --> 01:40:49.516]  He comes to the other guy and says, Hey, man, we're going to die.
[01:40:49.556 --> 01:40:50.496]  There's no food or water.
[01:40:50.837 --> 01:40:51.957]  The guy says, Hey, don't worry about it.
[01:40:51.997 --> 01:40:52.517]  I make $100,000 a week.
[01:40:52.557 --> 01:40:55.019]  The other guy says, Hey, wait a minute.
[01:40:55.039 --> 01:40:55.879]  I don't think you understand, dude.
[01:40:55.899 --> 01:40:56.539]  There's no food.
[01:40:56.920 --> 01:40:57.600]  There's no water.
[01:40:57.940 --> 01:41:00.482]  What good's $100,000 a week going to do us on a deserted island?
[01:41:00.522 --> 01:41:01.342]  I mean, there's no stores.
[01:41:01.946 --> 01:41:07.310]  He says, look, man, I make a hundred grand a week, and I'm a Christian, and I faithfully give ten percent to the church.
[01:41:07.530 --> 01:41:09.251]  I know my pastor will find us.
[01:41:11.593 --> 01:41:14.055]  And I think that's a lot of it, you know?
[01:41:14.095 --> 01:41:20.059]  The pastors don't preach the truth today, because they're afraid they're going to lose that money that people are giving, and they're caught into the things of the world.
[01:41:20.099 --> 01:41:26.925]  Yeah, they're little glitter bugs, and then people, like they're buying an indulgence from the Catholic Church five hundred years ago, go, and then they
[01:41:27.887 --> 01:41:30.349]  They give that money, and so they think, oh, it's all handled.
[01:41:30.409 --> 01:41:33.992]  Meanwhile, there's people and families falling apart all around them.
[01:41:34.292 --> 01:41:36.234]  The government's abusing people all around them.
[01:41:36.714 --> 01:41:42.158]  And I'm sorry, folks, if you're not putting yourself up against evil and tyranny, if you're not being persecuted, you're not in the right spot.
[01:41:42.218 --> 01:41:48.824]  This is not supposed to be fun, and it's not supposed to, you know, just all be a bed of roses, but it's rewarding.
[01:41:49.104 --> 01:41:51.025]  You know, not that I'm some high or mighty or good person.
[01:41:51.065 --> 01:41:51.566]  I'm terrible.
[01:41:52.206 --> 01:41:53.707]  But, you know, growing up,
[01:41:54.969 --> 01:42:01.734]  I never understood, you know, going to church or whatever, why they said being persecuted was a blessing.
[01:42:02.154 --> 01:42:16.424]  But then you know you're doing the right thing, and it's such a blessing to be fighting evil and saving people and waking people up and doing that, that it's a blessing when you're attacked because you see the anger in the enemy.
[01:42:16.444 --> 01:42:21.327]  You see them hopping up and down, realizing that you're over the target, bombing the hell out of them.
[01:42:22.116 --> 01:42:24.677]  That's right, if you're not getting flack, you're not over the target, right?
[01:42:24.757 --> 01:42:29.658]  So, when I see people mock me, make fun of me, you know, persecute me, I rejoice.
[01:42:29.678 --> 01:42:33.419]  Jesus says, rejoice in that day and leap for joy, because great is your reward in heaven.
[01:42:33.499 --> 01:42:38.341]  Just as they crucified Him, you know, they're going to do other things to His servants.
[01:42:38.401 --> 01:42:43.162]  So, and it's not even, even if you're not a Christian, if you have, once again, any love, any compassion for other people,
[01:42:44.326 --> 01:42:45.787]  And the facts are the facts.
[01:42:45.868 --> 01:42:48.369]  I mean, the things you report on your show are accurate.
[01:42:48.509 --> 01:42:49.370]  You're not a prophet.
[01:42:49.390 --> 01:42:50.451]  You're not predicting the future.
[01:42:50.471 --> 01:42:57.296]  You're just doing your homework, and you know history, and you know history repeats itself, and you see the way the New World Order is positioning themselves.
[01:42:57.376 --> 01:43:01.239]  And so, once again, even if you're not a Christian, you should care enough about your fellow man
[01:43:02.134 --> 01:43:03.075]  To try to wake them up.
[01:43:03.155 --> 01:43:06.917]  Now, once again, it's not your responsibility whether they wake up or not.
[01:43:06.937 --> 01:43:09.198]  It's your responsibility to give them the information.
[01:43:09.379 --> 01:43:10.779]  I agree.
[01:43:10.919 --> 01:43:18.164]  Darrell, I want to talk more about that in future shows and more before you leave us today, but right now I want to go to Ron in New York.
[01:43:18.784 --> 01:43:31.149]  Because he's a caller we've been holding for about an hour, and then he's got some info for us, and then we'll get back into ways to reach out, ways to be more effective, and we're going to make some little videos for YouTube, maybe even this weekend, of examples of you and I doing this.
[01:43:31.350 --> 01:43:36.492]  You're a lot better at it than I am at actually getting folks to stop and listen.
[01:43:36.732 --> 01:43:42.094]  And how to build a crowd, how to get folks around you, how to really be effective, and we appreciate you doing that.
[01:43:42.774 --> 01:43:43.595]  Ron in New York.
[01:43:43.675 --> 01:43:44.475]  Ron, you're on the air.
[01:43:44.515 --> 01:43:44.835]  Welcome.
[01:43:45.476 --> 01:43:46.276]  Yes, hello Alex.
[01:43:47.190 --> 01:43:59.136]  Alex, one of the things I want to speak about today is the nomination of Eric Holder for Attorney General of the United States and the way the mainstream press or establishment press has treated it.
[01:44:00.057 --> 01:44:11.083]  I find it rather ironic that the only thing that they could mention about him was his involvement with the pardon of Mark Rich when he was at the Justice Department under Bill Clinton.
[01:44:11.843 --> 01:44:15.565]  Now, while that is certainly something that should be examined in a transgression,
[01:44:16.587 --> 01:44:21.913]  By comparative analysis, it's the least of his transgressions, and the greater ones are not mentioned.
[01:44:22.734 --> 01:44:29.061]  Eric Holder was instrumentally involved in the incineration, or what I prefer to call the murder, at Waco.
[01:44:29.910 --> 01:44:30.591]  Those children.
[01:44:30.671 --> 01:44:33.793]  He was an upper echelon member of the Justice Department at that time.
[01:44:34.033 --> 01:44:47.382]  They're appointing the worst people, not just people from the Clinton administration, the very worst from that administration, and the Bush administration, and slumlords and gangsters, I mean folks, they're gonna hurt us bad.
[01:44:48.303 --> 01:44:50.664]  Holder's record is even worse than that.
[01:44:51.405 --> 01:44:53.767]  Holder, he's a funny guy.
[01:44:53.807 --> 01:44:55.488]  He made a statement a few days ago
[01:44:56.272 --> 01:45:10.581]  About how he wants to restore the United States to a level of respect for human and civil rights, yet as a stooge for the Bush administration in 2005, he came up with strategies to help them have the infamous Patriot Act renewed.
[01:45:11.321 --> 01:45:13.223]  So this man is like totally mercenary.
[01:45:13.683 --> 01:45:22.388]  In addition, any of your listeners who are over 15 years of age should remember Holder going before congressional committees in the early nineties, 1993-94, to defend
[01:45:25.529 --> 01:45:27.870]  The behavior at Waco and at Ruby Ridge.
[01:45:28.350 --> 01:45:30.311]  I'll never forget this man's testimony.
[01:45:30.371 --> 01:45:33.732]  He was dripping with indifference and arrogance to the murder of children.
[01:45:34.773 --> 01:45:36.133]  Well, hold on.
[01:45:36.153 --> 01:45:38.694]  You're a retired New York cop, so there's a lot of good info over the years.
[01:45:39.214 --> 01:45:41.855]  What do you think about everything that's unfolding and happening right now?
[01:45:42.575 --> 01:45:47.737]  Well, what I think about is that it's everything that anyone with a logical and dialectic mind could have predicted.
[01:45:48.638 --> 01:45:51.959]  Like you call it the New World Order, the globalists had their plan in effect.
[01:45:52.495 --> 01:45:55.616]  And it's unraveling now, and it's coming to its complete fruition.
[01:45:56.256 --> 01:45:56.936]  That's what I think.
[01:45:56.976 --> 01:45:58.117]  It's something that you saw.
[01:45:58.237 --> 01:46:04.378]  I saw many people who had their eyes open, should have seen at least 10 or 15 years ago coming.
[01:46:05.158 --> 01:46:09.920]  And I think that what they're trying to do, basically, is collapse the Republic, and they're just about there.
[01:46:11.240 --> 01:46:18.822]  I think also, in part, I have to blame largely, and I always do this, and I've done it before on your broadcast, well, I blame these evils.
[01:46:20.158 --> 01:46:23.921]  I don't want to call them leaders, let's say evil powers, alright, for doing this.
[01:46:24.641 --> 01:46:32.989]  I, into some portion, blame the American people for being apathetic and pursuing, as was said earlier on a tape, hedonistic pleasures.
[01:46:33.469 --> 01:46:38.774]  Well, they should have been concerned with their survival and their nation and their self-respect and dignity.
[01:46:39.194 --> 01:46:40.735]  I blame them in part for that, too.
[01:46:41.696 --> 01:46:44.959]  Now, the next thing I want to move on to was these bailouts.
[01:46:46.024 --> 01:46:50.286]  Well, I do agree that we shouldn't just give the auto industry a bailout, okay?
[01:46:50.326 --> 01:46:51.046]  And it's correct.
[01:46:54.788 --> 01:46:55.068]  Loan.
[01:46:55.708 --> 01:47:06.492]  How come such a level of concern about a $25 billion loan, but they handed the banks at least $700 billion, no questions asked, with a blindfold on?
[01:47:07.553 --> 01:47:10.694]  I mean, something is wrong when you do the comparative analysis there.
[01:47:11.935 --> 01:47:15.156]  I have my theories as to why they did that.
[01:47:15.990 --> 01:47:19.013]  But, uh, I'm surprised that doesn't strike most people as strange.
[01:47:19.674 --> 01:47:25.120]  Make a big hollow blue over $25 billion, and it's correct that they should, I'm not against that, but nothing over $700 billion.
[01:47:25.140 --> 01:47:25.280]  Hello?
[01:47:29.346 --> 01:47:29.646]  Hello?
[01:47:30.146 --> 01:47:30.606]  Yes, Ron.
[01:47:30.646 --> 01:47:31.466]  I'm sorry.
[01:47:31.767 --> 01:47:34.367]  I mean, once I start interrupting, you'll never be able to get a word out.
[01:47:35.847 --> 01:47:40.608]  But listen, I appreciate your call, and I want to go to some other callers before the show has to end.
[01:47:40.628 --> 01:47:43.189]  But, Darrell Rundis, your comments.
[01:47:43.249 --> 01:47:45.669]  I mean, it's a culture of corruption.
[01:47:47.610 --> 01:47:48.410]  Absolutely, Alex.
[01:47:48.470 --> 01:47:52.151]  In fact, you know, you and I were talking about this, and I mean, this is Economics 101.
[01:47:53.675 --> 01:47:54.075]  I don't know.
[01:48:05.768 --> 01:48:13.335]  Look, you don't take 350 billion, 700 billion, a trillion, whatever it is, and just give it to the same banks that squandered the money.
[01:48:13.355 --> 01:48:16.517]  That's the equivalent of me saying, hey Alex, give me 10 grand.
[01:48:16.878 --> 01:48:18.119]  I'll hold it for you.
[01:48:18.139 --> 01:48:18.859]  I'll take care of it.
[01:48:18.879 --> 01:48:21.342]  And when you need it, I'm going to give it back to you plus 10%.
[01:48:21.382 --> 01:48:24.444]  And when you come to get the money, I say, hey Alex, I'm sorry.
[01:48:24.464 --> 01:48:26.246]  I made some bad choices.
[01:48:26.306 --> 01:48:27.387]  I made some bad investments.
[01:48:27.447 --> 01:48:28.368]  I squandered your money.
[01:48:28.388 --> 01:48:29.469]  I'm really sorry.
[01:48:29.489 --> 01:48:30.209]  I feel really bad.
[01:48:30.249 --> 01:48:30.830]  So I tell you what,
[01:48:31.334 --> 01:48:36.496]  Go take out a loan for ten grand, give it to me, and then I'll give it back to you.
[01:48:36.516 --> 01:48:37.436]  That's ridiculous.
[01:48:37.476 --> 01:48:38.536]  Nobody would stand for that.
[01:48:38.576 --> 01:48:41.357]  But all they had to do was give the money to the people.
[01:48:41.397 --> 01:48:45.058]  Because if I give you a check for twenty grand, where's the first place you're going to take that check?
[01:48:45.078 --> 01:48:45.959]  You're going to take it to the bank.
[01:48:45.999 --> 01:48:46.799]  You're going to deposit it.
[01:48:46.839 --> 01:48:48.019]  There's no liquidity issue.
[01:48:48.379 --> 01:48:49.520]  Crisis solved.
[01:48:49.580 --> 01:48:58.843]  And they can loan that out ten times through fractional reserve banking, but instead they're investing in China, they're investing in Europe, they're investing in infrastructure, buying it up.
[01:48:59.623 --> 01:49:04.728]  That's in the news today that some of the bailout money from Bank of America is being invested in China.
[01:49:04.768 --> 01:49:06.289]  I mean, it's incredible!
[01:49:07.070 --> 01:49:09.692]  Well, that's because they don't care about the people.
[01:49:09.712 --> 01:49:17.139]  I mean, I think it's time, and that's why we need to do this boot camp, because I think that the American people and the politicians have forgotten who they work for.
[01:49:17.879 --> 01:49:17.999]  Us.
[01:49:18.560 --> 01:49:24.345]  I mean, personally, if I ran my business the way they run the government, I'd have been broke a long time ago, or I'd have been replaced.
[01:49:24.365 --> 01:49:25.066]  I'd have been fired.
[01:49:25.971 --> 01:49:30.273]  You know, why we don't rise up and say, hey, we're not going to take it anymore, you're fine.
[01:49:31.033 --> 01:49:33.314]  You know, we're bringing in some new people or a new system.
[01:49:33.654 --> 01:49:43.238]  In fact, the best system that I've ever thought of that I think would be great would solve all these problems, but it'll never happen because they don't want to give up their power, is to give the power truly back to the people.
[01:49:43.278 --> 01:49:46.919]  You know, maybe once a quarter, have everybody go vote on the issues.
[01:49:46.959 --> 01:49:48.540]  Do you think marijuana should be legal?
[01:49:48.580 --> 01:49:49.500]  Let the people vote on it.
[01:49:49.520 --> 01:49:50.400]  Should abortion be legal?
[01:49:50.640 --> 01:49:51.601]  Let the people vote on it.
[01:49:52.501 --> 01:49:57.285]  Have their politician, their representative, go back to Congress and vote the way they're supposed to vote.
[01:49:57.325 --> 01:50:01.187]  Well, they can't let us do that because almost 70% are against abortion.
[01:50:01.247 --> 01:50:01.828]  It'd be banned.
[01:50:01.848 --> 01:50:04.950]  80-something percent are against marijuana being illegal.
[01:50:05.010 --> 01:50:05.931]  It would be legalized.
[01:50:06.571 --> 01:50:07.892]  I mean, it's really weird.
[01:50:08.773 --> 01:50:16.358]  The Constitution and what's common sense and what the people want is actually what's popular, but they never allow it.
[01:50:17.199 --> 01:50:19.780]  That's right, because then they would have to relinquish their power.
[01:50:19.860 --> 01:50:23.681]  See, it's the same reason why when the Jews turned Jesus over to be crucified.
[01:50:23.721 --> 01:50:26.042]  That's why Christians should believe in conspiracies.
[01:50:26.102 --> 01:50:27.983]  I mean, they've happened throughout the course of history.
[01:50:28.023 --> 01:50:32.184]  The Jews conspired to kill Jesus in the middle of the night.
[01:50:32.404 --> 01:50:37.086]  But they did it, and they lied about it, and tried to cover it up later because they didn't want to relinquish their power.
[01:50:37.346 --> 01:50:37.726]  Hold on, stay there.
[01:50:37.766 --> 01:50:38.186]  Here we go, folks.
[01:50:38.206 --> 01:50:39.247]  I'm going to skip this break, too.
[01:51:01.377 --> 01:51:15.442]  I'm going to skip this right now on the internet so we can get some of these calls in and we'll come back to the full audience with Daryl so we can finish that thought so it's congruent, Daryl, about the $2 billion bucks with all the special interest total and McCain spent about $800 million.
[01:51:18.203 --> 01:51:21.504]  Let's go ahead and go back to the calls.
[01:51:21.984 --> 01:51:25.025]  Eric in Illinois and then Max and others who are still there.
[01:51:25.105 --> 01:51:25.705]  Eric, go ahead.
[01:51:25.725 --> 01:51:28.046]  Hello, Alex.
[01:51:28.206 --> 01:51:28.466]  Yes, sir.
[01:51:29.184 --> 01:51:32.546]  Yes, I had a question about private mortgage insurance.
[01:51:33.566 --> 01:51:40.730]  My understanding is that private mortgage insurance is supposed to take care of your loan if you default on it.
[01:51:42.130 --> 01:51:43.791]  So, why a big bailout?
[01:51:45.472 --> 01:51:55.016]  Well, because the insurance, the insurers themselves, AIG and others, they have all been running scams and selling derivatives.
[01:51:55.036 --> 01:51:55.957]  Darrell, do you want to explain that?
[01:51:57.768 --> 01:51:58.408]  Well, exactly.
[01:51:58.448 --> 01:52:00.430]  They just don't have the money to pack the insurance.
[01:52:00.530 --> 01:52:13.898]  And so, in fact, when we were talking about this, Alex, on another kind of scammish kind of thing, you have all these local governments, you know, city government and county government and state government, who have sold municipal bonds.
[01:52:13.918 --> 01:52:18.220]  They've sold tons of bonds that now they can't, you know, when these bonds come mature, they can't pay them.
[01:52:18.621 --> 01:52:20.522]  And so they're going to have to go deeper in debt to do it.
[01:52:20.942 --> 01:52:22.143]  And if they don't get their loans,
[01:52:22.683 --> 01:52:23.623]  They're going to go bankrupt.
[01:52:23.783 --> 01:52:33.145]  And not only that, what you're going to see, and I've seen this tons of times already, just on the way to Hawaii when we drove from Denton to DFW Airport, I saw 10 cops giving out tickets.
[01:52:33.225 --> 01:52:37.266]  I mean, you're going to have the IRS sending people notices saying you owe money, even though you don't.
[01:52:37.286 --> 01:52:39.366]  You're going to have local, city, counties, and governments.
[01:52:39.406 --> 01:52:42.747]  I mean, people check your housing appraisal.
[01:52:42.807 --> 01:52:48.928]  The value of your house has gone up as far as tax purposes go, even though all reports show that housing prices have
[01:52:50.489 --> 01:52:51.090]  Absolutely.
[01:52:51.190 --> 01:52:51.850]  Challenge it.
[01:52:52.231 --> 01:52:53.352]  Demand they lower it.
[01:52:53.972 --> 01:52:54.693]  You're absolutely right.
[01:52:54.713 --> 01:52:56.855]  And by the way, Daryl, what you're saying is in the news.
[01:52:56.955 --> 01:52:59.598]  The police are riding more tickets, squeezing.
[01:53:00.238 --> 01:53:08.686]  Now, because property taxes are going down, even when they still try to rig them, they're now just doing general assessments saying, well, our small town is going to have to fix the roads.
[01:53:08.706 --> 01:53:08.966]  $20,000 per family.
[01:53:10.808 --> 01:53:11.970]  And people are like, we don't have it.
[01:53:12.010 --> 01:53:13.333]  They go, we'll just take your house then.
[01:53:13.353 --> 01:53:14.896]  I mean, what are they going to do?
[01:53:14.976 --> 01:53:19.605]  Just be like piggish government people sitting on top of thousands of empty houses?
[01:53:20.126 --> 01:53:21.428]  I mean, they're just such bastards.
[01:53:22.213 --> 01:53:31.055]  Well, exactly, and the fact of the matter is, look, if you're a scam artist, okay, and you give me ten grand, I don't care if you want your ten grand back.
[01:53:31.115 --> 01:53:32.075]  I'm not going to give it to you.
[01:53:32.495 --> 01:53:38.717]  And when I got all the power and authority and autonomy to do whatever I want, no accountability, what recourse do you have?
[01:53:38.797 --> 01:53:39.977]  You're going to go tell the cops?
[01:53:40.017 --> 01:53:40.897]  The cops are bought off.
[01:53:41.117 --> 01:53:42.038]  Eric, anything else?
[01:53:42.618 --> 01:53:44.738]  Yeah, well, I was one of those crazy people.
[01:53:44.798 --> 01:53:51.400]  I put ten percent down on my house when I bought it, and then I called the bank and I said, you know, hey, I looked at my escrow statement and I said, hey,
[01:53:52.139 --> 01:54:00.161]  I understand that I'm paying principal, I'm paying interest, I'm paying taxes, and insurance for the house, you know, if it burns down or something.
[01:54:00.201 --> 01:54:01.522]  I said, what's this PMI?
[01:54:02.062 --> 01:54:03.322]  So they told me what it was.
[01:54:03.422 --> 01:54:06.643]  So since then, I went ahead and I paid the other 10%.
[01:54:06.683 --> 01:54:08.303]  So now I own 20% of my house.
[01:54:08.784 --> 01:54:12.184]  I'm not paying private mortgage insurance, but most people are.
[01:54:12.405 --> 01:54:14.965]  And even if you don't default, you're still paying that insurance.
[01:54:15.005 --> 01:54:19.106]  It's just like if you're paying insurance for your house and it doesn't... Listen, we're out of time.
[01:54:19.126 --> 01:54:19.666]  We're out of time.
[01:54:19.687 --> 01:54:20.927]  I need a five-hour show.
[01:54:30.575 --> 01:54:34.981]  You know, I want to go to Max and Abraham and Nick, but we're out of time.
[01:54:35.001 --> 01:54:47.197]  Darrell, I'm going to have to have you back up next week for a full hour, not just 30 minutes, to talk about what you witnessed, what you saw in the Fed going on, and we're going to be out at the JFK Memorial.
[01:54:47.877 --> 01:54:48.757]  Hey Alex, how's it going?
[01:54:48.777 --> 01:54:49.077]  Hey, I've been
[01:55:14.764 --> 01:55:16.747]  I just wanted to compliment you for your great work.
[01:55:16.767 --> 01:55:19.751]  I've been following you for like seven years now.
[01:55:19.871 --> 01:55:20.212]  Thank you.
[01:55:20.713 --> 01:55:25.520]  And since you were talking about Eric Holder, I just wanted to say something real quick.
[01:55:25.780 --> 01:55:31.128]  I heard the other day on, I think it was Democracy Now!, he's also defending the Chiquita Corporation.
[01:55:32.165 --> 01:55:37.007]  For allegedly financing some paramilitary groups, like 1.7 million dollars?
[01:55:37.287 --> 01:55:37.567]  Yes.
[01:55:37.787 --> 01:55:48.552]  Down in Columbia, so yeah, that was just... No, no, they want gangsters as the Attorney General, and this is basically the Clinton and Bush administration merging.
[01:55:49.392 --> 01:55:49.772]  Absolutely.
[01:55:49.952 --> 01:55:52.473]  Daryl, is that horrifying you, to see what Obama's doing?
[01:55:53.274 --> 01:55:54.074]  Oh yeah, I agree.
[01:55:55.057 --> 01:55:56.037]  I'll tell you the truth, Alex.
[01:55:56.458 --> 01:55:59.579]  They're all a bunch of puppets whose strings are pulled by the power.
[01:55:59.819 --> 01:56:04.860]  You know, so I think, in fact, within the power structure, you really have two different classes.
[01:56:05.001 --> 01:56:20.786]  You know, you have, like, the Builder Burger socialist type of class, and that's why you saw Barack Obama and Hillary Clinton get together in their little secret meeting earlier this year when Obama abandoned the press on his airplane, and it just so happened when you were there in town, they were having Builder Burgers in Virginia, that that all happened.
[01:56:20.826 --> 01:56:23.227]  But then I think you got the Bush side of things,
[01:56:23.727 --> 01:56:31.732]  Which is more the, you know, let's say, you've got the socialists on Barack's side, and then you've got the more fascist, corporatist, you know, type of side.
[01:56:31.772 --> 01:56:37.896]  I think those two factions kind of war against each other for power, or, you know, to kind of have their agenda pushed.
[01:56:38.377 --> 01:56:41.999]  But in the end, it's all the same big group that's controlling everything.
[01:56:42.159 --> 01:56:42.639]  Absolutely.
[01:56:42.659 --> 01:56:43.600]  Anything else, Max?
[01:56:44.120 --> 01:56:45.741]  Yeah.
[01:56:45.801 --> 01:56:50.705]  I wanted to make a comment about what you guys were talking about yesterday, about War Trade Center No. 7.
[01:56:52.083 --> 01:56:53.326]  And I've seen a lot of that.
[01:56:53.366 --> 01:56:54.468]  I've done my own research.
[01:56:54.548 --> 01:56:57.092]  I've seen all of the movies that are out there and everything.
[01:56:57.553 --> 01:57:04.726]  And I was surprised that nobody ever tried to connect the flight that went down in Pennsylvania.
[01:57:05.737 --> 01:57:06.597]  Hey Alex, how are you doing?
[01:57:06.617 --> 01:57:08.558]  I just wanted to ask your advice about something.
[01:57:08.578 --> 01:57:10.939]  I'm going to be going before the city council up here where I live to get a
[01:57:36.294 --> 01:57:36.554]  We're good.
[01:57:47.987 --> 01:57:48.967]  I want to know how to approach that.
[01:57:49.007 --> 01:57:52.048]  They're also interested in stuff to repeal the Patriot Act.
[01:57:52.608 --> 01:57:55.029]  Okay, well, I mean, it's just a declaration of the Bill of Rights.
[01:57:55.249 --> 01:57:56.710]  It's still alive in their town.
[01:57:56.770 --> 01:57:59.891]  Eight hundred plus cities in seven states have passed it.
[01:58:00.151 --> 01:58:01.391]  You can Google that, pull it up.
[01:58:02.772 --> 01:58:08.854]  And I would just point out that it's going to be used to surveil and control the people, that they have studies in England and in D.C.
[01:58:08.894 --> 01:58:15.956]  and New York that surveillance cameras do not deter crime, and that it's associated for some strange reason with higher crime.
[01:58:16.576 --> 01:58:17.937]  And so that's basically what I tell them.
[01:58:17.977 --> 01:58:19.617]  You can Google those terms and pull them up.
[01:58:19.817 --> 01:58:22.078]  Appreciate your call, Abraham.
[01:58:22.438 --> 01:58:23.538]  Back live tomorrow, folks.
[01:58:23.578 --> 01:58:25.739]  Rebroadcast starts now at InfoWars.com.
[01:58:26.039 --> 01:58:28.220]  Daryl Rundas, I'm going to see you this weekend, buddy.
[01:58:29.180 --> 01:58:29.881]  All right, can't wait.
[01:58:30.481 --> 01:58:33.362]  I guess I'll meet you at the Grassy Knoll around 11 from the sound of it.
[01:58:33.502 --> 01:58:34.042]  Absolutely.
[01:58:34.082 --> 01:58:35.082]  We'll see you then, my friend.
[01:58:35.122 --> 01:58:35.503]  Take care.
[01:58:35.543 --> 01:58:36.363]  There goes Daryl Rundas.
[01:58:36.683 --> 01:58:39.284]  Rebroadcast starts now at InfoWars.com on the streams.
