[00:14:10.250 --> 00:14:11.692]  You, Alex, are fearless.
[00:35:55.898 --> 00:35:56.739]  It's extraordinary.
[00:35:57.159 --> 00:36:02.602]  This guy has to dip into his children's college, you know, savings fund, try to stay alive.
[00:36:03.422 --> 00:36:07.784]  Yesterday, day before yesterday, pulled in by Robert Mueller.
[00:36:09.161 --> 00:36:14.525]  We don't have the details of that, but Caputo's press stand-ups I think were very effective.
[00:36:14.545 --> 00:36:15.745]  He called it exactly.
[00:36:40.120 --> 00:36:44.901]  This looking into torture by the CIA, no consequences whatsoever.
[00:36:45.122 --> 00:36:48.022]  Also, purged himself about it when asked under oath.
[00:36:48.142 --> 00:36:49.303]  And they purged themselves.
[00:36:49.363 --> 00:36:50.763]  And you're going to be hosting continually.
[00:36:51.063 --> 00:36:56.345]  Just to be clear here, we're going to go to Zach here briefly, but ladies and gentlemen, this is all cut and dry.
[00:36:56.645 --> 00:36:57.645]  They're making their move.
[00:36:57.705 --> 00:36:58.806]  They're not going to stop.
[00:36:59.086 --> 00:37:00.226]  They're not going to back down.
[00:37:00.246 --> 00:37:01.066]  They're not going to quit.
[00:37:01.407 --> 00:37:02.447]  You advise the president.
[00:37:02.927 --> 00:37:04.328]  Of course they want to know about your private conversations.
[00:37:04.348 --> 00:37:05.470]  There, they recorded the whole damn thing.
[00:37:05.490 --> 00:37:06.471]  They're never about Russiagate.
[00:37:06.731 --> 00:37:08.192]  But I know, don't trust them.
[00:37:08.212 --> 00:37:09.274]  They're never going to back down.
[00:37:09.314 --> 00:37:10.194]  They're never going to stop.
[00:37:10.455 --> 00:37:11.095]  They're criminals.
[00:37:11.135 --> 00:37:12.056]  You must prosecute them.
[00:37:12.217 --> 00:37:13.918]  They've got my phone calls recorded to the President.
[00:37:14.639 --> 00:37:20.085]  And, you know, I'm telling him every time, just, sir, you don't have to call up and wish me and my wife that we're getting married.
[00:37:20.425 --> 00:37:20.765]  Please.
[00:37:21.526 --> 00:37:24.910]  All I want to tell you is, you need to know they're never going to stop.
[00:37:25.390 --> 00:37:27.591]  They're never going to quit because you're removing their coup.
[00:37:27.651 --> 00:37:28.432]  I know you know that.
[00:37:28.712 --> 00:37:33.135]  That they hate your guts because you actually are self-made and came to power as a maverick.
[00:37:33.175 --> 00:37:39.699]  They are the disgusting, arrogant mental patients and they hate you and they're going to tell you that this thing's going to be all over.
[00:37:39.779 --> 00:37:40.440]  It's lies.
[00:37:40.520 --> 00:37:41.100]  It's lies.
[00:37:41.120 --> 00:37:42.541]  Your lawyers are lying to you.
[00:37:42.701 --> 00:37:43.521]  They are lying to you.
[00:37:43.822 --> 00:37:44.842]  Okay, okay, Alex.
[00:37:44.882 --> 00:37:45.703]  Yes, yes, I get it.
[00:37:45.943 --> 00:37:49.785]  Yeah, McCain, he's not too good of a guy, is he?
[00:37:50.306 --> 00:37:51.987]  And now he understands though, doesn't he, Roger?
[00:37:53.024 --> 00:37:55.024]  I really think he has seen the light.
[00:37:55.745 --> 00:37:57.845]  I think he's gotten his sea legs as president.
[00:37:58.405 --> 00:37:59.365]  He got rid of H.R.
[00:37:59.385 --> 00:38:04.546]  McMaster, the National Security Advisor who was direct pipeline to George Soros.
[00:38:05.246 --> 00:38:14.808]  Came from a foundation financed by Soros to his- And by the way, I'm not bragging the reason we got dead marks on our head, Roger and I. We blew that operation.
[00:38:14.848 --> 00:38:15.768]  We got that to Trump.
[00:38:15.808 --> 00:38:16.829]  We exposed the whole thing.
[00:38:17.209 --> 00:38:18.349]  We blew McMaster out.
[00:38:19.842 --> 00:38:20.483]  No question.
[00:38:20.623 --> 00:38:36.652]  Once we went public with the fact that he drunkenly at a public dinner said the president was a moron, that he had the intelligence of a child, and that he and McMaster, his job was to stop Donald Trump from blowing up the Earth.
[00:38:37.092 --> 00:38:46.298]  Hey, McMaster, Donald Trump just engineered peace in North Korea, something Bill Clinton told people was literally impossible, could not be done.
[00:38:47.602 --> 00:38:57.844]  Now the president's gotten rid of the other globalist lightweight Rex Tillerson, who thought the Iran deal was just peachy keen.
[00:38:57.864 --> 00:39:01.805]  And we're going to come back to you on that, why they hate Trump, because they're the agents of chaos.
[00:39:01.845 --> 00:39:03.666]  They know they can fix things if they wanted to.
[00:39:03.946 --> 00:39:04.866]  They've been continuing this.
[00:39:04.926 --> 00:39:05.506]  Roger, stay there.
[00:39:05.526 --> 00:39:06.046]  We'll put you on hold.
[00:39:06.266 --> 00:39:08.087]  Coming back, Zach, thanks for holding for 30 minutes.
[00:39:08.367 --> 00:39:12.588]  We've had major technical difficulties, obviously, with huge tornado storms blasting everything out.
[00:39:12.628 --> 00:39:13.808]  Our backup system's failing.
[00:39:13.828 --> 00:39:14.828]  We've got engineers in here.
[00:39:15.369 --> 00:39:17.029]  Thanks to all the TV and radio folks for staying with us.
[00:39:17.349 --> 00:39:21.052]  We're getting better systems in, but we need lesser support, obviously, to be able to do that.
[00:39:21.713 --> 00:39:26.156]  You've got big breaking news, but just on the ongoing coup against the American people.
[00:39:26.176 --> 00:39:27.257]  This is a coup against America.
[00:39:27.297 --> 00:39:27.938]  That's what they should be.
[00:39:28.498 --> 00:39:30.520]  Clinton-Mueller coup against America.
[00:39:30.580 --> 00:39:32.121]  Deep state coup against America.
[00:39:33.162 --> 00:39:35.824]  What do you make of the current intel and what's your information?
[00:39:35.844 --> 00:39:39.307]  And then we're going to get into the laser attacks on our aircraft and more.
[00:39:40.928 --> 00:39:41.489]  Absolutely, Alex.
[00:39:41.549 --> 00:39:42.851]  It's great to be back on with you.
[00:39:42.911 --> 00:39:44.633]  I mean, just an amazing time to be alive.
[00:39:44.673 --> 00:39:45.794]  We are in the fight as we speak.
[00:39:45.814 --> 00:39:51.141]  We have volcanoes erupting, massive storms moving across the U.S., firefights going on in Saudi Arabia, where the U.S.
[00:39:51.201 --> 00:39:52.523]  is protecting their investments there.
[00:39:52.543 --> 00:39:53.284]  Listen,
[00:39:54.691 --> 00:39:56.432]  Not to mention a coup d'etat in the White House.
[00:39:57.053 --> 00:40:06.639]  All while you have that intellectual snake in the grass, Ben Shapiro, slithering out there in the ether, trying to stop free thinkers from perpetuating what's going to happen inevitably.
[00:40:06.959 --> 00:40:11.082]  There's a real problem with the Ben Shapiro thing, but there's so much news in the forefront that I've got to get into the intel.
[00:40:11.782 --> 00:40:14.604]  And I've got to get back to Ben Shapiro, because that's a real problem.
[00:40:14.644 --> 00:40:17.686]  We have a mutual POC there, a mutual point of contact with Joe Rogan.
[00:40:17.846 --> 00:40:19.988]  I'm calling out Ben Shapiro right now, and I want him to hear this.
[00:40:21.036 --> 00:40:22.196]  It needs to be this right now.
[00:40:22.256 --> 00:40:26.318]  It needs to be Jones vs. Shapiro, a full debate, and Joe Rogan as the moderator.
[00:40:26.438 --> 00:40:28.218]  Joe Rogan knows Ben very well.
[00:40:28.678 --> 00:40:29.659]  He respects Ben.
[00:40:29.999 --> 00:40:31.019]  And he is friends with you.
[00:40:31.279 --> 00:40:32.340]  That has to happen.
[00:40:32.640 --> 00:40:33.820]  It has to happen.
[00:40:33.940 --> 00:40:36.081]  That little intellectual snake in the grass.
[00:40:36.321 --> 00:40:37.961]  And I'll stop right there and we'll get into the intel.
[00:40:38.001 --> 00:40:38.601]  I just had to say that.
[00:40:38.621 --> 00:40:39.102]  I'm sorry.
[00:40:39.922 --> 00:40:40.162]  Go ahead.
[00:40:41.536 --> 00:40:51.269]  Okay, so what we have, all while this coup d'etat and all hell is breaking loose in the White House and around the world, we have the Pentagon confirming that Chinese have fired lasers at U.S.
[00:40:51.309 --> 00:40:52.290]  pilots in Djibouti.
[00:40:52.570 --> 00:40:55.214]  Okay, this is the official line coming out of the White House.
[00:40:55.234 --> 00:40:56.736]  You said that on air a couple months ago.
[00:40:56.796 --> 00:40:59.680]  You said they were firing lasers at our satellites and at our aircraft.
[00:41:01.179 --> 00:41:10.603]  So Dana White, the press secretary for the Pentagon, releases the information that the number of incidents is more than two, but less than ten of the laser firings that took place in recent weeks.
[00:41:10.943 --> 00:41:12.783]  How the hell is that possible?
[00:41:12.823 --> 00:41:18.005]  So we strike Syria over false flags, but China's shooting down our airmen with lasers and nothing happens.
[00:41:18.266 --> 00:41:20.706]  Meanwhile, Sessions and the FBI is compromised in our country.
[00:41:20.927 --> 00:41:21.987]  What the hell is going on?
[00:41:22.387 --> 00:41:23.468]  It's brilliant.
[00:41:38.928 --> 00:41:39.428]  Yeah, exactly.
[00:41:39.448 --> 00:41:43.830]  $2.3 trillion are missing the day before 9-11 happens, folks.
[00:41:43.850 --> 00:41:48.052]  This weekend is going to be as active as it can be, and this is not all happening in a vacuum.
[00:41:48.072 --> 00:41:52.174]  This is coordinated, this is a problem, this is a flanking maneuver, and we are under big attack here.
[00:41:52.314 --> 00:41:53.214]  This is unprecedented.
[00:41:53.454 --> 00:41:54.755]  There's so much going on at once.
[00:41:57.532 --> 00:42:01.655]  I know there's been discussions reportedly by the President if they try a coup against him.
[00:42:02.095 --> 00:42:03.857]  And we know the military is already in D.C.
[00:42:04.397 --> 00:42:05.618]  I mean, I'm not looking for this.
[00:42:05.658 --> 00:42:08.320]  They're the ones that have a police state where they want to overthrow our elected government.
[00:42:08.700 --> 00:42:13.244]  I mean, I think like George Washington, Trump needs to take the gloves off now against these coup plotters.
[00:42:14.885 --> 00:42:16.066]  I don't think if or when.
[00:42:16.086 --> 00:42:16.766]  I think it's happening.
[00:42:16.786 --> 00:42:18.147]  I think we're in it right now.
[00:42:19.048 --> 00:42:21.970]  We're so close to the elephant, we don't know what we're looking at here.
[00:42:22.551 --> 00:42:23.932]  What's going on right now?
[00:42:24.913 --> 00:42:25.573]  We're in it.
[00:42:25.593 --> 00:42:25.573]  100%.
[00:42:25.734 --> 00:42:27.494]  It's happening right now.
[00:42:27.955 --> 00:42:29.275]  And we're hinting at it.
[00:42:29.295 --> 00:42:29.996]  We're getting at it.
[00:42:30.516 --> 00:42:32.357]  They hinted that Tillerson has been removed.
[00:42:32.697 --> 00:42:33.677]  Of course he's been removed.
[00:42:33.717 --> 00:42:34.638]  But what about Sessions?
[00:42:34.758 --> 00:42:35.458]  What about Mueller?
[00:42:35.738 --> 00:42:37.519]  He is the chief executive.
[00:42:37.779 --> 00:42:38.079]  Period.
[00:42:38.360 --> 00:42:39.380]  Go in there and fire him.
[00:42:39.520 --> 00:42:40.681]  This is our time in history.
[00:42:40.741 --> 00:42:42.882]  It has to be done.
[00:42:42.982 --> 00:42:44.262]  We'll be back with Zach.
[00:42:44.322 --> 00:42:49.365]  Roger Stone exclusively here with the big giant news here in the InfoWars bunker.
[00:42:49.645 --> 00:42:50.645]  InfoWars.com.
[00:42:50.705 --> 00:42:51.486]  NewsWars.com.
[00:42:56.141 --> 00:42:58.642]  And Nigel Farage joins us for the next 10 minutes.
[00:42:58.722 --> 00:43:01.783]  You can follow him at Twitter, Nigel underscore Farage.
[00:43:01.843 --> 00:43:04.123]  He's helped lead the populist movement.
[00:43:04.744 --> 00:43:06.224]  What is the latest from the UK?
[00:43:06.324 --> 00:43:14.886]  Look, remember that in 2013, it was in fact British public opinion that shifted our politicians, that stopped us getting involved in Syria.
[00:43:14.906 --> 00:43:19.088]  And don't forget, the object of the government at the time was to arm the rebels.
[00:43:19.128 --> 00:43:22.029]  Alex, if we'd done that, we'd have armed ISIS!
[00:43:22.109 --> 00:43:23.449]  It would have been mad!
[00:43:24.049 --> 00:43:31.735]  And actually, it was British public opinion affecting our politicians that stopped Obama and America from getting involved in this.
[00:43:31.775 --> 00:43:34.196]  So, I'm a great believer actually with all these things.
[00:43:34.757 --> 00:43:36.498]  Trust Middle England.
[00:43:36.918 --> 00:43:38.379]  Trust Middle America.
[00:43:38.399 --> 00:43:42.162]  They tend to get it right more than London or Washington DC.
[00:43:42.502 --> 00:43:46.385]  Now, Mrs May does appear keen to get involved militarily.
[00:43:46.945 --> 00:43:47.826]  All I can tell her
[00:43:48.606 --> 00:43:57.192]  is be careful because public opinion now against intervention is probably even stronger than it was four years ago.
[00:43:57.212 --> 00:43:58.272]  Let's put it like this.
[00:43:58.812 --> 00:44:07.658]  If it wasn't Assad that did it, you know, you can make arguments about the deep state doing it, but equally don't forget that ISIS themselves a couple of years ago
[00:44:08.158 --> 00:44:13.501]  We're on record for using chemical weapons no fewer than 52 times.
[00:44:13.941 --> 00:44:26.788]  ISIS could quite easily have done this, hoping the world would blame Assad and the Russians, particularly in the wake of the arguments that are still going on about the poisonings that took place in Salisbury, England.
[00:44:26.828 --> 00:44:28.969]  So, the answer is, we don't know.
[00:44:29.109 --> 00:44:30.210]  You're a leading expert on this.
[00:44:30.290 --> 00:44:32.171]  Why is the left allied with radical Islam?
[00:44:32.431 --> 00:44:33.412]  Why are they trying to flood?
