[00:00:02.165 --> 00:00:03.590]  We are drugged out!
[01:29:46.181 --> 01:29:50.846]  And, you know, I'm pro-Trump, and I've been interested in politics my entire life.
[01:29:51.006 --> 01:29:56.592]  I kind of got, by accident, politically active because of the presidential elections.
[01:29:56.912 --> 01:30:00.436]  But, you know, obviously they define us as all sorts of things.
[01:30:00.516 --> 01:30:02.558]  I don't even bother fighting back against it anymore.
[01:30:02.578 --> 01:30:03.779]  I mean, they call Trump Hitler, so...
[01:30:05.004 --> 01:30:06.306]  You just can't trust these people.
[01:30:06.827 --> 01:30:15.018]  But regarding what happened to us, it seemed like some kind of coordinated effort, because you saw they went after Lauren Southern right after my boyfriend and me.
[01:30:15.719 --> 01:30:21.467]  And it's one thing to hear about the lack of freedom of speech in the UK, but it's quite another to experience it.
[01:30:22.526 --> 01:30:25.589]  It's not only been eye-opening for us, but I think for many people.
[01:30:25.969 --> 01:30:29.693]  And I really hope that it will encourage people to speak out against this.
[01:30:29.753 --> 01:30:33.997]  I've gotten so many messages from people in the UK, like, I'm just embarrassed for my country.
[01:30:34.077 --> 01:30:34.678]  Embarrassed.
[01:30:35.078 --> 01:30:37.501]  Because, you know, Britain used to be so great.
[01:30:37.521 --> 01:30:39.623]  They're saying, well, not so much anymore.
[01:30:40.163 --> 01:30:54.227]  And you also have to question, you know, how much they put into shutting down people like myself, my boyfriend Martin Sellner, Lauren Southern, and then things like this Telford scandal that just broke, like the biggest child sex abuse scandal in the history of Britain.
[01:30:55.008 --> 01:30:57.768]  Over the past 40 years, up to like a thousand children abused.
[01:30:58.169 --> 01:31:03.190]  One girl, I believe she was about 15 years old, she was gotten pregnant six times over the course of four years.
[01:31:03.630 --> 01:31:08.892]  It's absolutely unacceptable, especially after Rotherham, how they could dare to allow this to happen again.
[01:31:09.252 --> 01:31:12.036]  So their priorities are just all out of whack right now.
[01:31:12.697 --> 01:31:14.840]  It's really infuriating.
[01:31:14.920 --> 01:31:21.609]  So if enough people in the Western world will just say, just get over their fear.
[01:31:21.669 --> 01:31:24.633]  Stop living in this mental prison.
[01:31:25.654 --> 01:31:27.936]  In, you know, basically having no ideological freedom.
[01:31:28.276 --> 01:31:32.580]  If they can find the courage to do this, I think then we will be okay.
[01:31:33.020 --> 01:31:44.269]  But it's just, like, even after what happened in the UK, I still don't believe the UK is lost, and it really perturbs me when people say that, you know, France is lost, the UK is lost, Sweden's lost, Germany's lost, whatever.
[01:31:44.889 --> 01:31:45.390]  Not yet.
[01:31:45.850 --> 01:31:46.831]  There's still a chance.
[01:31:47.071 --> 01:31:50.053]  So I think that it's going to come down just to the average people.
[01:31:50.954 --> 01:31:54.717]  And if they're not willing to do that in time, then
[01:31:55.782 --> 01:31:56.994]  You know, we just might be lost.
[01:32:01.192 --> 01:32:02.894]  Electrify your day with Secret 12.
[01:32:03.494 --> 01:32:04.815]  It's like lightning in a bottle.
[01:32:05.055 --> 01:32:08.598]  We all have days in which we just can't seem to perform at the level we'd like to.
[01:32:08.959 --> 01:32:16.685]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[01:32:16.905 --> 01:32:21.709]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[01:32:21.869 --> 01:32:27.354]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[01:32:27.674 --> 01:32:35.220]  Secret 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[01:32:35.460 --> 01:32:39.903]  It pairs two forms of vitamin B12 into one explosive formula.
[01:32:40.163 --> 01:32:48.990]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes, but it also assists with many other functions of the body.
[01:32:49.190 --> 01:32:52.494]  Electrify your mind and body and take your health to the next level.
[01:32:52.755 --> 01:32:56.440]  Experience the power of Secret 12 at InfoWarsLife.com.
[01:32:56.640 --> 01:32:58.722]  That's InfoWarsLife.com.
[01:33:04.670 --> 01:33:07.294]  You're listening to the Alex Jones Show.
[01:33:23.286 --> 01:33:24.607]  The answer to 1984 is 1776.
[01:33:25.067 --> 01:33:33.693]  You're listening to The Alex Jones Show.
[01:33:33.733 --> 01:33:35.815]  So everyone's heard of social engineers.
[01:33:36.875 --> 01:33:39.477]  But do we ever ask, who programs the engineering?
[01:33:39.837 --> 01:33:43.520]  What do the big mega banks, the foundations, the universities, what do they want?
[01:33:44.787 --> 01:33:47.569]  Well, we know what they want, those of us that have studied it.
[01:33:47.889 --> 01:33:54.254]  And InfoWars is about getting you, believing in you, to simply look at that information and to become part of the debate.
[01:33:55.455 --> 01:34:04.921]  You've got the globalist depopulation, human austerity, humans don't go to space, some new species comes out of us, the Silicon God that Elon Musk warns of.
[01:34:05.242 --> 01:34:06.022]  That's the plan.
[01:34:06.403 --> 01:34:08.024]  The people running things now have that plan.
[01:34:08.865 --> 01:34:10.626]  Their plan's going cattywampus.
[01:34:10.686 --> 01:34:11.907]  It's getting derailed right now.
[01:34:12.248 --> 01:34:12.868]  It's in trouble.
[01:34:12.908 --> 01:34:15.570]  But you can't just counter a plan with no plan.
[01:34:16.070 --> 01:34:16.971]  What is our plan?
[01:34:17.792 --> 01:34:20.834]  So, Zach, great Dalton Patriot with a lot of amazing sources.
[01:34:21.314 --> 01:34:21.975]  I know who you are.
[01:34:22.015 --> 01:34:22.916]  The listeners won't soon.
[01:34:22.936 --> 01:34:23.956]  You'll reveal who you are on air.
[01:34:24.757 --> 01:34:27.359]  What is the bigger plan that Kanye West talks about?
[01:34:29.801 --> 01:34:31.042]  We are going to the stars.
[01:34:32.006 --> 01:34:38.869]  The people who try to keep us held down and pinned at each other's necks don't realize this idea.
[01:34:38.889 --> 01:34:44.171]  It is explained and realized that the universe is infinite.
[01:34:44.572 --> 01:34:47.533]  And the idea of infinite makes them very uncomfortable.
[01:34:48.293 --> 01:34:52.915]  Because when you have a victim, you have to keep them held down.
[01:34:53.415 --> 01:34:55.676]  You have to keep them to a small proximity.
[01:34:55.917 --> 01:34:58.978]  You have to keep on feeding them a narrative of why they are a victim.
[01:35:00.310 --> 01:35:03.012]  But the reality becomes is that we're God sent.
[01:35:04.793 --> 01:35:05.554]  This is our time.
[01:35:06.655 --> 01:35:07.756]  We will be connected.
[01:35:08.136 --> 01:35:09.457]  There is not racism.
[01:35:09.697 --> 01:35:11.639]  We are one race, the human race.
[01:35:11.939 --> 01:35:20.906]  And that idea that we are one race, the human race stifles everything that they've done for hundreds of years to keep us down.
[01:35:22.026 --> 01:35:22.627]  That is it.
[01:35:23.894 --> 01:35:24.495]  That is it.
[01:35:25.055 --> 01:35:31.022]  And that is very uncomfortable if you've made your bones and made your momentum and your life's work based on being
[01:35:33.351 --> 01:35:38.715]  And notice, they say that great truth that we all know, but then they exacerbate the differences.
[01:35:39.035 --> 01:35:44.379]  They go, oh, we're for everybody being unified, but they ignore Martin Luther King and then promote the total division.
[01:35:44.439 --> 01:35:45.359]  It's completely clear.
[01:35:45.840 --> 01:35:50.283]  And thanks to Kanye, like you said, just, you know, full spectrum reality.
[01:35:50.903 --> 01:35:56.287]  One of those key terms you were talking about, about the real reality TV show of the universe, full spectrum drama.
[01:35:57.475 --> 01:36:11.160]  Full-spectrum drama, because politicians should have been the most effective individual leaders and attention-getters, but unfortunately through social media, or maybe fortunately, who knows, evolution happens, it happens to be celebrities.
[01:36:11.969 --> 01:36:19.411]  So with celebrities getting the most attention at the time, and the most ears here, and the most eyes here, and the most, you know, attention, it's celebrities.
[01:36:20.252 --> 01:36:21.952]  And it's not just you telling me this.
[01:36:22.052 --> 01:36:26.034]  I've talked to other sources that Trump, five, six years ago, met with Kanye.
[01:36:26.054 --> 01:36:27.354]  They planned all this out.
[01:36:27.794 --> 01:36:28.815]  They didn't even want to do this.
[01:36:28.855 --> 01:36:29.875]  They hoped it would get better.
[01:36:29.895 --> 01:36:38.918]  And now, the courage of Kanye and his wife going, and the way she breaks the ice about letting blacks out of prison, that we're given unfair sentences.
[01:36:40.038 --> 01:36:41.039]  I'll leave you guys with this.
[01:36:41.099 --> 01:36:43.200]  I don't want to take too much more of Corsi's time.
[01:36:43.220 --> 01:36:43.820]  I'll leave you with this.
[01:36:44.321 --> 01:36:52.105]  Once we go multi-planetary, the race card's out the window, there's one race, the human race, and if you think Kanye's the last celebrity to come out in the next two months, you're wrong.
[01:36:52.145 --> 01:36:53.645]  You'll be shocked in the next two months.
[01:36:53.985 --> 01:36:59.488]  I've sat down in meetings with individuals, which we'll reveal here shortly, me and yourself, in Austin, Texas.
[01:36:59.528 --> 01:37:04.191]  I will reveal my identity, but the idea of what's occurring will come to fruition.
[01:37:05.111 --> 01:37:31.062]  And let's just be clear, Elon Musk is involved, all of this, and just a pro-human, pro-growth future, where we're not all nasty and we don't depopulate everybody and we can go to the stars, that's what's being discussed here, that's what's being promoted, and that's why they're so upset, and that's why Obama's on record with Jay-Z saying, get to all the rappers, don't let them meet with Trump, they are really scared right now.
[01:37:31.102 --> 01:37:31.962]  Where is Obama?
[01:37:32.402 --> 01:37:33.503]  He's radio silent.
[01:37:34.238 --> 01:37:35.278]  He's radio silent.
[01:37:35.298 --> 01:37:36.819]  He's supposed to be this messiah?
[01:37:36.959 --> 01:37:37.699]  I don't think so.
[01:37:38.019 --> 01:37:39.199]  He doesn't speak for the community.
[01:37:39.219 --> 01:37:40.600]  He doesn't speak for the culture.
[01:37:40.620 --> 01:37:42.240]  But make no mistake, the culture will speak.
[01:37:43.481 --> 01:37:44.281]  Culture will speak.
[01:37:44.321 --> 01:37:44.881]  God bless you.
[01:37:45.281 --> 01:37:46.802]  Zach, you're coming for a full hour this week.
[01:37:47.002 --> 01:37:47.322]  Thank you.
[01:37:48.422 --> 01:37:49.042]  Godspeed, brother.
[01:37:50.043 --> 01:37:50.243]  All right.
[01:37:51.523 --> 01:37:54.764]  Now, Dr. Jerome Corsi has written three number one New York Times bestsellers.
[01:37:55.464 --> 01:37:57.445]  He has predicted so much of what's going on.
[01:37:57.485 --> 01:37:58.925]  He's got amazing White House sources.
[01:37:59.525 --> 01:38:01.546]  And then he said in a recent report
[01:38:02.648 --> 01:38:04.829]  That Sean Hannity is the next target of the Deep State.
[01:38:04.869 --> 01:38:06.910]  And Hannity says, well of course he's credible.
[01:38:07.250 --> 01:38:09.131]  He has a best-selling book, The Killing of the Deep State.
[01:38:10.232 --> 01:38:11.992]  But, you know, am I really a target?
[01:38:12.012 --> 01:38:12.273]  I don't know.
[01:38:12.293 --> 01:38:13.273]  They raided your lawyer.
[01:38:13.633 --> 01:38:14.934]  They're throwing out your sponsors.
[01:38:14.994 --> 01:38:16.755]  So I wanted to get in with him here.
[01:38:17.731 --> 01:38:27.900]  As we play a clip of Hannity, yes, Hannity's the target because if they can get Alex Jones, Sean Hannity, as media personalities, they can get everybody.
[01:38:27.920 --> 01:38:32.123]  And that's why all these other media personalities think Hannity's their competition or I am.
[01:38:32.744 --> 01:38:33.545]  It's not like that.
[01:38:34.755 --> 01:38:41.179]  We stand together for free speech with Google listing the entire Republican Party as Nazi, or they're going to get us all.
[01:38:41.979 --> 01:38:44.921]  So I feel good that Hannity's huge, and number one.
[01:38:45.241 --> 01:38:47.603]  I don't go, oh God, I could be a bigger man if Hannity was, you know.
[01:38:48.083 --> 01:38:51.285]  No, he's under attack because he's promoting free market and Americana.
[01:38:51.525 --> 01:38:52.005]  Here's a clip.
[01:38:52.025 --> 01:38:52.766]  We'll go to Dr. Corsi.
[01:38:53.524 --> 01:39:01.548]  Remember when Senator Chuck Schumer said that you better not mess with the Intel community because they're going to get you six ways to Sunday?
[01:39:01.568 --> 01:39:03.148]  This is great news for me.
[01:39:03.408 --> 01:39:06.530]  Best-selling author Jerome Corsi, he's the author of this book.
[01:39:06.570 --> 01:39:10.251]  It's out now in bookstores on Amazon.com, Barnes and Noble.com.
[01:39:10.272 --> 01:39:11.752]  It's called Killing the Deep State.
[01:39:12.032 --> 01:39:12.973]  You might remember him.
[01:39:12.993 --> 01:39:13.893]  He was back.
[01:39:13.913 --> 01:39:17.815]  Remember the group against John Kerry, Vietnam Bets for Truth?
[01:39:18.255 --> 01:39:18.855]  He was one of them.
[01:39:19.256 --> 01:39:19.756]  He's saying
[01:39:20.416 --> 01:39:25.979]  That yours truly, that I, Sean Hannity, am the next target of the Deep State.
[01:39:26.940 --> 01:39:36.825]  Wow, isn't it so great to know that these corrupt officials with their backs against the wall, that are desperate, desperate people... Alright, he goes on all the time, Andrew, he's already played it, to say he's never backing down, he's never giving up.
[01:39:36.865 --> 01:39:37.846]  That's the commitment we need.
[01:39:38.326 --> 01:39:40.767]  Show, again, they're scared.
[01:39:40.807 --> 01:39:47.251]  Dr. Corsi, give us your intel with the specifics so folks get more specifics on the intel you've got about their targeting of Sean Hannity.
[01:39:48.405 --> 01:39:56.575]  Well, it's the same kind of plan that was used to target any number of conservatives to get them off the Lou Dobbs is one good example.
[01:39:57.356 --> 01:40:00.980]  And what the plan is, is to go after the sponsors.
[01:40:01.924 --> 01:40:15.779]  And you know, knowing there's a change in leadership within Fox that the going after the sponsors because Hannity is one of the most effective speakers against every day with his monologue.
[01:40:15.919 --> 01:40:18.261]  Well, he's the number one guy on TV.
[01:40:18.962 --> 01:40:19.182]  Right.
[01:40:19.803 --> 01:40:21.285]  And Alex, you're a target, too.
[01:40:21.365 --> 01:40:22.646]  I mean, you've got to understand.
[01:40:22.666 --> 01:40:23.147]  I know.
[01:40:23.167 --> 01:40:23.407]  Yeah.
[01:40:23.979 --> 01:40:33.304]  I mean, you know, with the Mueller investigation, in terms of looking at now Alex, you know, Alex Jones would be right after Roger Stone.
[01:40:33.344 --> 01:40:36.265]  I mean, these are the... Well, no, they're bringing this up now, but I agree with you.
[01:40:36.285 --> 01:40:38.787]  Well, tell us about your intel sources, because you're right.
[01:40:39.027 --> 01:40:40.388]  I mean, they want to get Hannity.
[01:40:40.448 --> 01:40:41.408]  They hate his ass.
[01:40:42.209 --> 01:40:43.929]  Right, and the intel sources are very clear.
[01:40:43.969 --> 01:40:46.771]  I mean, the intelligence people are saying, watch out.
[01:40:47.575 --> 01:40:54.681]  You know, this deep state is after anyone who speaks out effectively in support of Donald Trump.
[01:40:55.321 --> 01:40:59.965]  And Alex, you've been the most disruptive media in the world against the mainstream media.
[01:41:00.445 --> 01:41:01.106]  They know this.
[01:41:01.166 --> 01:41:02.547]  I mean, your audience is huge.
[01:41:03.147 --> 01:41:06.350]  What we've done at InfoWars is constantly bring up the truth.
[01:41:07.131 --> 01:41:09.011]  And the Deep State can't stand the truth.
[01:41:09.072 --> 01:41:12.812]  They don't want the truth broadcast, just as you were doing with Zach.
[01:41:13.333 --> 01:41:34.258]  You know, the Deep State plan... I agree, but they particularly hate that Trump watches Hannity every day, tapes him when he can't see him, watches him in the morning, and they hate the fact that Hannity interfaces with the President and gives him sucker, gives him aiding and abetting.
[01:41:34.278 --> 01:41:35.898]  They really don't want Hannity.
[01:41:36.815 --> 01:41:49.360]  Well, you know, it's also, I mean, it's clear that the deep state, because of Hannity's ties to Donald Trump, the fact that Donald Trump listens to Fox, and he keys off much of what Fox says, and, you know, my book Killing... Exactly!
[01:41:49.400 --> 01:41:52.861]  They've tried to block Hannity, they've tried to... The fact is, we're winning at Fox.
[01:41:52.881 --> 01:41:54.922]  That's why I'm saying, it's not about me.
[01:41:54.982 --> 01:41:56.062]  Let's get past... Exactly.
[01:41:56.102 --> 01:41:57.043]  It's Hannity, Hannity.
[01:41:57.283 --> 01:42:00.924]  Because if they can get him, they've got a plan to shut me down in the next few years.
[01:42:00.984 --> 01:42:01.565]  It's going to fail.
[01:42:01.585 --> 01:42:05.086]  But they can't have immediacy with Hannity, because he doesn't control Fox.
[01:42:05.956 --> 01:42:15.600]  Right, and in fact, you know, the entire plan from Google and the others to eliminate conservatives before the midterm, but I was blocked for Google.
[01:42:15.680 --> 01:42:18.562]  They put me off until we seriously objected.
[01:42:19.102 --> 01:42:25.725]  President Trump said that there's going to be regulation in the Federal Trade Commission of all... Let's be clear, they banned your channel.
[01:42:26.425 --> 01:42:26.625]  Yes.
[01:42:26.766 --> 01:42:29.469]  And said it was Nazi until you threatened to sue and they put it back.
[01:42:29.809 --> 01:42:33.033]  Just like they just called the entire Republican Party in California Nazi.
[01:42:33.394 --> 01:42:34.816]  When we come back we're going to talk about that.
[01:42:34.836 --> 01:42:36.117]  And that's what I'm saying, folks.
[01:42:36.478 --> 01:42:38.120]  They'll pick whoever they think is the most colorful.
[01:42:38.600 --> 01:42:39.942]  Whoever they think they can misrepresent.
[01:42:39.962 --> 01:42:40.282]  Like me.
[01:42:40.783 --> 01:42:42.745]  I said a lot of stuff out of context they can do.
[01:42:42.825 --> 01:42:43.146]  Okay?
[01:42:43.246 --> 01:42:43.626]  I admit it.
[01:42:44.360 --> 01:42:45.041]  I don't have a filter.
[01:42:45.401 --> 01:42:51.786]  They take that and they admit once they get me, it's Limbaugh, it's Hannity, it's Corsi, it's Drudge, it's everybody.
[01:42:52.147 --> 01:42:52.967]  So let's be clear.
[01:42:53.268 --> 01:42:54.989]  Hang together, hang separate.
[01:42:55.289 --> 01:42:57.811]  We'll be back with Dr. Corsi on the other side.
[01:42:57.831 --> 01:42:58.212]  Stay with us.
[01:43:02.065 --> 01:43:06.607]  Patrick, in the great nation of Australia, you're on the air worldwide.
[01:43:06.627 --> 01:43:07.148]  Thanks for holding.
[01:43:07.208 --> 01:43:08.128]  Hey Alex, mate.
[01:43:08.628 --> 01:43:12.210]  I've been following you since I was 14 and I'm 32 now.
[01:43:12.250 --> 01:43:20.995]  I remember back when InfoWars and Prison Planet, it was just blue text on a white screen and I had to load down the page on my dial-up internet and I thought it was
[01:43:21.035 --> 01:43:37.269]  That's pretty cool and read all the books and seen all the DVDs and followed all you get and I've been using your product since the first iteration of Survival Shield and since then I'm on the X2, the Super Male Vitality, the Caveman, the Real Red Pill, Micro ZX Body, it's all amazing.
[01:43:37.769 --> 01:43:46.298]  Yeah, and I wanted to say that by following you so much, it's like you're just detoxing the mind, you're detoxing the body, you're detoxing the spirit.
[01:43:46.378 --> 01:43:51.143]  And it's just the more you know God, the more you fear God, but the more you chase God.
[01:43:51.283 --> 01:43:56.528]  And I wanted to say that it's an honor to stand side by side with you, the crew, and the listeners out there, 1776 Worldwide.
[01:44:03.175 --> 01:44:21.466]  Over a year in the making, produced by one of the top organic firms in the country, that if you want proven studies and documentation, I can speak for hours just on the files I have here, of what this is proven to do, the ingredients in this, this is the ultimate immune system boost for this time of year, any time of the year.
[01:44:21.566 --> 01:44:27.490]  But immune wall is incredible, and folks, other formulas that aren't even as good are $70, $80.
[01:44:27.850 --> 01:44:28.531]  It's a great deal at $39.
[01:44:28.651 --> 01:44:31.793]  Immune wall, beta-glucans, olive leaf,
[01:44:32.453 --> 01:44:33.433]  And so much more.
[01:44:33.974 --> 01:44:35.114]  It is concentrated.
[01:44:35.334 --> 01:44:37.055]  You need to go read what is in here.
[01:44:37.075 --> 01:44:42.777]  The mushroom blend of the most expensive, highest quality mushrooms that just incredibly accelerate.
[01:44:42.877 --> 01:44:44.077]  A citrus peel blend.
[01:44:44.097 --> 01:44:46.038]  I mean, this is the next level.
[01:44:46.118 --> 01:44:48.498]  It's now available, ladies and gentlemen, Immune Wall.
[01:44:48.699 --> 01:44:49.959]  I think it's beyond seasonal.
[01:44:50.139 --> 01:44:51.940]  Beta, glucan, olive leaf, and more.
[01:44:52.500 --> 01:44:53.100]  Immune Wall.
[01:44:53.220 --> 01:44:54.521]  Infowarsstore.com.
[01:44:54.641 --> 01:44:55.821]  Infowarslife.com or 888-253-3139.
[01:45:01.201 --> 01:45:04.382]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:45:04.843 --> 01:45:06.163]  Introducing Pollen Block.
[01:45:06.644 --> 01:45:18.069]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:45:18.869 --> 01:45:27.776]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:45:28.197 --> 01:45:34.042]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[01:45:34.062 --> 01:45:38.886]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:45:39.406 --> 01:45:41.726]  Pollen Block is natural and effective.
[01:45:42.067 --> 01:45:43.407]  It is not an antihistamine.
[01:45:43.807 --> 01:45:53.409]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:45:53.529 --> 01:45:55.649]  Go outside and enjoy the air you breathe.
[01:45:56.209 --> 01:46:01.090]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[01:46:01.270 --> 01:46:03.251]  Frank in North Carolina, thanks for holding so long.
[01:46:03.331 --> 01:46:03.651]  Go ahead.
[01:46:04.102 --> 01:46:06.164]  Yeah, Alec, I just have to say something, man.
[01:46:06.184 --> 01:46:09.206]  It seems like every time I turn on your broadcast, you're bragging.
[01:46:10.027 --> 01:46:11.128]  It just gets old, man.
[01:46:11.468 --> 01:46:13.189]  I'm gonna shut you down right now, okay?
[01:46:13.890 --> 01:46:15.972]  We're taking calls about your nomination.
[01:46:16.212 --> 01:46:20.215]  Do you understand they're having congressional hearings trying to shut us down?
[01:46:20.235 --> 01:46:22.717]  Do you understand I'm ringing the alarm?
[01:46:23.518 --> 01:46:25.840]  If that was happening to anybody else, I'd be freaked out.
[01:46:25.860 --> 01:46:27.321]  I mean, what's it gonna take?
[01:46:27.561 --> 01:46:28.442]  Us being shut down?
[01:46:28.682 --> 01:46:29.723]  Is that what you want, Frank?
[01:46:30.143 --> 01:46:31.184]  You know what, Alex?
[01:46:31.224 --> 01:46:32.305]  Put him on pause again.
[01:46:32.325 --> 01:46:33.145]  Hey, Frank!
[01:46:33.425 --> 01:46:38.789]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[01:46:39.090 --> 01:46:43.373]  As much bagging as I do, we can barely pay the bills and grow in the face of this.
[01:46:43.613 --> 01:46:46.475]  I'm not going to just stop growth and let them start pushing us backwards.
[01:46:46.755 --> 01:46:47.135]  You understand?
[01:46:47.215 --> 01:46:48.476]  I need your help, Frank!
[01:46:48.857 --> 01:46:50.017]  I need your help, Frank!
[01:46:50.978 --> 01:46:55.922]  Go to Infowarsstore.com right now and help fund the Infowars.
[01:46:56.882 --> 01:46:57.543]  Do you understand?
[01:46:57.563 --> 01:46:58.764]  I need your help, Frank!
[01:47:04.592 --> 01:47:08.775]  You're listening to The Alex Jones Show.
[01:47:23.105 --> 01:47:27.248]  Defending the republic from enemies, foreign and domestic.
[01:47:27.949 --> 01:47:29.470]  It's Alex Jones.
[01:47:32.728 --> 01:47:46.717]  Remember the globalists, the big mega-banks, the big tax-exempt guys worth hundreds of billions, who are anti-free market, allied with communist China, are betting on the fact that we don't rally behind each other.
[01:47:46.877 --> 01:47:48.538]  I don't think of myself as an individual.
[01:47:48.638 --> 01:47:49.498]  I'm an individualist.
[01:47:50.079 --> 01:47:56.182]  When I look at other libertarian, nationalist, conservative hosts, the enemy's trying to shut down, I've got basic instinct.
[01:47:56.663 --> 01:48:00.885]  When they're trying to shut down Sean Hannity or anybody else, they're trying to shut us down.
[01:48:01.165 --> 01:48:02.086]  And God knows they are.
[01:48:03.390 --> 01:48:14.620]  But Dr. Corsi's talked to his intel sources and they say the next big target's Hannity to try to bring down Fox during this merger that's happening with the new Foxes, they're calling it, versus the split off with Entertainment and Disney.
[01:48:15.939 --> 01:48:17.859]  And Corsi's never steered me wrong on his sources.
[01:48:17.939 --> 01:48:30.242]  So, we have to stand together here and realize what's going on because if they can knock down a big domino like Hannity, they believe they can get all the dominoes going with their political correctness.
[01:48:31.362 --> 01:48:40.284]  And at the same time, they can hire somebody like Roseanne and say she's a conservative and destroy her, try to set that precedent, but people see through it.
[01:48:40.304 --> 01:48:44.245]  So Dr. Corsi, let's roll through this and then other big developments that are happening.
[01:48:45.117 --> 01:48:47.677]  Well, it's very clear that there's a concerted attack.
[01:48:47.697 --> 01:48:56.679]  The intelligence source, that's why I went public with it, is because I wanted to warn Hannity that he has been targeted by the Deep State.
[01:48:56.699 --> 01:48:59.140]  There's going to be a direct attack on the advertisers.
[01:48:59.160 --> 01:49:02.260]  There's going to be a direct attack to get Hannity off the air.
[01:49:02.840 --> 01:49:08.021]  And with new control coming into Fox, the main target is to get Hannity gone.
[01:49:08.521 --> 01:49:09.462]  Hannity's gone.
[01:49:09.562 --> 01:49:11.902]  The Deep State believes they can control the narrative.
[01:49:12.689 --> 01:49:13.790]  This is an info war.
[01:49:13.830 --> 01:49:25.534]  It's clearly an info war and Hannity's a threat because Hannity every night is exposing and showing the American people what the Deep State has done in this coup d'etat to remove Donald Trump from the office of president.
[01:49:26.224 --> 01:49:32.049]  And it's a threat, because Hannity, like Alex Jones, like us, have a great audience.
[01:49:32.569 --> 01:49:38.735]  So the Deep State has targeted that the next person to remove from the air, from Fox, is Hannity.
[01:49:38.795 --> 01:49:43.339]  And it's a real threat, and I'm pleased that Hannity listened to it and broadcasted it on the air.
[01:49:43.419 --> 01:49:43.799]  Of course.
[01:49:43.819 --> 01:49:45.380]  He knows how credible you are in your history.
[01:49:45.881 --> 01:49:48.203]  So, our only credibility is our credibility.
[01:49:48.803 --> 01:49:49.404]  What about
[01:49:51.681 --> 01:50:00.651]  Google censoring everybody that's, you know, right of Hillary, and then now listing the Republican Party as Nazis.
[01:50:01.673 --> 01:50:05.757]  I mean, that should show the President and everybody, it's time to break them up.
[01:50:05.897 --> 01:50:07.700]  For economic reasons, they're already monopolies.
[01:50:08.877 --> 01:50:12.379]  Google's 92% of search functions was 93%.
[01:50:12.859 --> 01:50:19.003]  But just the fact that they're such bastards, they're so corrupt, they're such liars.
[01:50:19.943 --> 01:50:22.184]  I mean, we have to move against these people.
[01:50:22.264 --> 01:50:23.685]  It's not like we're trying to get a free speech.
[01:50:24.086 --> 01:50:25.226]  They're trying to take our speech.
[01:50:25.726 --> 01:50:26.947]  They're all organized.
[01:50:27.327 --> 01:50:28.428]  Apple's moved to China.
[01:50:28.828 --> 01:50:30.709]  China's got the codes to everybody's phones.
[01:50:30.769 --> 01:50:32.710]  I mean, I'm not mad at Trump.
[01:50:32.730 --> 01:50:33.131]  He's great.
[01:50:34.071 --> 01:50:37.572]  He can't be afraid to move on the offense when we're already under attack.
[01:50:37.952 --> 01:50:39.372]  What should we do about this?
[01:50:40.112 --> 01:50:43.913]  Well, I think Donald Trump is increasingly realizing the powers of the presidency.
[01:50:44.433 --> 01:50:48.134]  And I think he's going to continue, first of all, to get rid of Mueller.
[01:50:48.194 --> 01:50:49.094]  Mueller has got to go.
[01:50:49.694 --> 01:50:51.995]  But this deep state... And I agree.
[01:50:52.035 --> 01:50:56.415]  Before they cook up some... He's got to use it when the economy's going, when people are behind him.
[01:50:56.456 --> 01:50:58.276]  He's got to use the power now.
[01:50:59.136 --> 01:51:00.417]  Against these foreign forces.
[01:51:00.657 --> 01:51:02.618]  It's not like he's fighting some internal forces.
[01:51:02.919 --> 01:51:05.440]  These are frickin' CHICOM forces!
[01:51:05.721 --> 01:51:06.941]  They own Hollywood now!
[01:51:07.162 --> 01:51:10.023]  I mean, the President could do anything at this point!
[01:51:11.084 --> 01:51:15.627]  And the CIA and the Department of Justice still remain under deep state control.
[01:51:16.188 --> 01:51:19.930]  Rosenstein and Sessions are completely ineffective.
[01:51:20.430 --> 01:51:27.135]  Rosenstein is running the Department of Justice and the CIA is still anti-Trump at a deep, deep level.
[01:51:28.322 --> 01:51:33.405]  The Googles, all of the Facebooks, hate any conservatives or libertarians.
