[00:00:00.349 --> 00:00:01.770]  Okay, last time.
[01:35:25.233 --> 01:35:27.395]  We haven't got rid of Jones completely because it's too obvious.
[01:35:27.415 --> 01:35:28.475]  We can have an antitrust suit.
[01:35:28.976 --> 01:35:32.358]  Facebook would make a martyr by banning InfoWars, TechCrunch.
[01:35:33.139 --> 01:35:36.961]  Facebook won't ban InfoWars for good reason, like both sides do it.
[01:35:37.141 --> 01:35:38.663]  And what about YouTube?
[01:35:39.263 --> 01:35:40.224]  That's New York Magazine.
[01:35:40.604 --> 01:35:42.425]  But they have already banned us.
[01:35:42.445 --> 01:35:42.806]  They say 80%.
[01:35:43.846 --> 01:35:44.827]  What did I say a month ago?
[01:35:45.207 --> 01:35:46.228]  I said, we can look at the graph.
[01:35:46.268 --> 01:35:46.528]  It's 80%.
[01:35:47.429 --> 01:35:48.450]  They don't let you share it.
[01:35:49.150 --> 01:35:50.431]  They peg our live feeds.
[01:35:51.132 --> 01:35:52.834]  We used to have live feeds with 3 million viewers.
[01:35:52.894 --> 01:35:53.695]  I just do it for my house.
[01:35:53.895 --> 01:35:54.956]  They don't let you have it.
[01:35:54.976 --> 01:35:55.837]  They kick you off.
[01:35:56.798 --> 01:35:58.079]  They don't even know what I'm talking about.
[01:35:58.119 --> 01:35:58.800]  They just censor.
[01:35:59.040 --> 01:36:06.588]  So this segment and the next, Mike Adams, who's an engineer, computer programmer, naturalnews.com, has over 300 sites, best-selling author.
[01:36:08.009 --> 01:36:10.531]  Watson's writing a report tomorrow that's a boil-down, but Mike's
[01:36:11.741 --> 01:36:24.304]  Take on the challenge, because I've been talking to folks who are aware of what's going on, and they say, well, Alex, what's the full architecture of how they're already shadowbanning the president, how they're already not letting most of his push notifications on Twitter go out?
[01:36:24.584 --> 01:36:25.585]  And they go, what do we do?
[01:36:25.625 --> 01:36:30.106]  Well, I'm like, well, let's lay out the problem, then let's talk about the solution, antitrust.
[01:36:30.646 --> 01:36:45.864]  Let's talk about just exposing it and making them stop because they're doing it ahead of the midterms and thank God CNN, the Washington Post, and thousands of other dying dinosaur media got greedy and said, we don't just want them strangled quietly, we want their heads cut off with guillotines publicly.
[01:36:46.656 --> 01:36:49.238]  Our legs are cut off, they don't want us to put tourniquets on.
[01:36:49.998 --> 01:36:57.924]  Facebook's smart, but see, the left wants to haul us up and pillory us in public and burn us at the stake, and that's where they'll fail.
[01:36:58.184 --> 01:36:59.245]  And again, Facebook said that.
[01:36:59.285 --> 01:37:02.707]  They said, listen, you understand it's illegal what we're doing.
[01:37:04.248 --> 01:37:09.692]  So Mike Adams, you've got your big report coming out tomorrow morning, naturalnews.com, infowars.com.
[01:37:09.732 --> 01:37:10.633]  Paul will have his as well.
[01:37:10.653 --> 01:37:12.174]  They'll both link to each other.
[01:37:12.514 --> 01:37:13.515]  This is an executive
[01:37:14.491 --> 01:37:16.472]  Well thank you Alex, it's good to join you today.
[01:37:16.512 --> 01:37:19.034]  My condolences to your crew for the loss of a valued staff member.
[01:37:39.021 --> 01:37:42.490]  Uh, he would want us to, of course, keep fighting, and that's what we're doing right now.
[01:37:42.590 --> 01:37:46.941]  This report, the working title is the Censorship Master Plan Decoded.
[01:37:48.057 --> 01:37:57.340]  It is subtitled, The Blueprint for How Tech Giants Covertly Silence Online Speech and How America Can Fight Back Against Corporate Tech Monopolists.
[01:37:57.560 --> 01:38:11.585]  And this document really lays out, I mean you know I have a software background and a tech background, this document lays out both the technical methods of censorship but also the psychological methods of lynch mob
[01:38:12.285 --> 01:38:33.054]  Oppression that goes along with that censorship because as you know, it's a it's a trifecta I mean, it's a it's a three-branch censorship demonize you they have to legitimize it They have to stir up the hysteria and that's and by the way since you announced this because they'll probably I'm glad you did Why don't you go ahead and publish it natural news tonight in case they try to steal that headline?
[01:38:33.394 --> 01:38:34.875]  So everybody can now go and get it tonight.
[01:38:34.915 --> 01:38:38.577]  Look, I mean, let's go ahead and do a soft launch tonight We'll post it on info wars the morning.
[01:38:38.617 --> 01:38:39.077]  How's that sound?
[01:38:40.219 --> 01:38:41.720]  Well, that's great.
[01:38:41.740 --> 01:38:42.501]  I'll do that tonight.
[01:38:42.921 --> 01:38:50.527]  I'm going to have a formal PDF put up tomorrow, but I'll get it out early on National News Tonight in an article form.
[01:38:50.627 --> 01:38:52.729]  Also, videos will be posted, of course, about it.
[01:38:53.149 --> 01:39:00.775]  But in addition to laying out the censorship methods, both covert and overt censorship, which include things that have not really been discussed that much before,
[01:39:01.515 --> 01:39:03.016]  Such as doubt interrupts.
[01:39:03.676 --> 01:39:10.339]  Doubt interrupts are ways that the tech giants cast doubt upon your website when a user is trying to share a link about you.
[01:39:10.759 --> 01:39:12.940]  They try to create doubt, and then they do character assassination.
[01:39:12.960 --> 01:39:16.601]  They intercess, like you're on the phone with your neighbor, and they go, don't really listen to Bob.
[01:39:16.661 --> 01:39:19.202]  This is literal, real-time interfacing.
[01:39:19.222 --> 01:39:19.402]  Right.
[01:39:20.522 --> 01:39:22.563]  There's also email interruptions.
[01:39:22.623 --> 01:39:24.484]  So you have an email newsletter,
[01:39:25.288 --> 01:39:46.852]  You probably know, I'm sure your tech people can confirm, that when people subscribe from Gmail, that Gmail will single you out for a specific severe type of censorship, as if they were walking down the street, accosting the mailman, and grabbing all the letters from InfoWars and ripping them to shreds to make sure that people can't receive the mail that they've asked for.
[01:39:47.372 --> 01:39:48.832]  So that's also going on as well.
[01:39:48.892 --> 01:39:51.433]  So a high-tech version of what went on in the Soviet Union?
[01:39:52.763 --> 01:39:53.283]  Absolutely.
[01:39:54.044 --> 01:40:05.851]  But more importantly, this report, Alex, lays out what I believe is a detailed intellectual argument that demolishes the attempted internal justifications for censorship that are currently being invoked by these tech giants.
[01:40:05.871 --> 01:40:15.537]  Because let's be clear, you are breaking down and we're breaking down a blueprint of how they're doing it so Congress, who are not tech experts and others, the President, can take action.
[01:40:15.637 --> 01:40:21.861]  Every claim you make in this big piece that's coming out, you know, like a week in the making, is their own admissions.
[01:40:21.901 --> 01:40:22.261]  Continue.
[01:40:23.491 --> 01:40:23.951]  That's right.
[01:40:24.272 --> 01:40:28.534]  It's well-documented and well-cited, the entire document, which is about 40 pages.
[01:40:29.654 --> 01:40:32.316]  I'm just doing a final review of it tonight to get it online.
[01:40:32.356 --> 01:40:46.443]  It's intended to be reviewed by lawmakers and regulators who must take a role in this if we are going to take back America and this platform of free speech, take it back from the tech giants that have become very dangerous monopolists.
[01:40:46.983 --> 01:41:09.554]  Who assert their quote right to censor you and others like myself because they they assert that you are hate speech or that you the things that you talk about such as wanting to protect your nation's own borders are inherently hateful or racist which is of course an absurd idea so I dismantle all of those logical fallacies
[01:41:10.274 --> 01:41:29.836]  I also show how these tech giants are outsourcing the censorship efforts to third-party companies, moderators, so-called trusted flaggers, so that the companies themselves can claim, well, we're not censoring anyone, we outsource that job to these other people, but all those other people are radical left-wing organizations such as the SPLC.
[01:41:30.777 --> 01:41:32.658]  So all of this is laid out in the document.
[01:41:32.819 --> 01:41:33.939]  It's going to be bombshell.
[01:41:34.180 --> 01:41:35.681]  It's going to open the eyes of a lot of people.
[01:41:35.961 --> 01:41:39.904]  And it's coming out, you know, in less than, I don't know, 16 hours or whatever.
[01:41:40.284 --> 01:41:41.225]  It'll be out tomorrow morning.
[01:41:42.429 --> 01:42:00.664]  Amazing and the reason we're so serious here and the time is short is they're going to a new level where they're calling for complete internet de-platforming system-wide within lawsuits to shut down our sites themselves and then obviously targeting the servers to kick us off.
[01:42:00.965 --> 01:42:05.889]  I mean this is the big move ahead of the midterms and something big they're planning against Trump.
[01:42:07.031 --> 01:42:21.217]  Well, you're exactly right, and one thing I point out in the report is that Robert Mueller himself declared that the Russians attempted to defraud the United States of America through very small, monetized attempts to interfere with the election.
[01:42:21.597 --> 01:42:30.421]  Well, by that very same logic, Google, Facebook, YouTube, Twitter, and others are massively defrauding the United States of America in this run-up to the midterm elections.
[01:42:30.781 --> 01:42:33.702]  They are selectively censoring voices that are pro-Trump.
[01:42:34.222 --> 01:42:38.506]  Pro-America, pro-Constitution, conservative voices, pro-Christian voices, and so on.
[01:42:38.826 --> 01:42:41.128]  And this is fraudulent.
[01:42:41.168 --> 01:42:44.231]  This is an actual... It's an organized criminal operation.
[01:42:44.251 --> 01:42:47.073]  When you come back, run through, first look at this key report.
[01:42:47.093 --> 01:42:55.400]  But understand, folks, what's different is they're in literally hundreds of articles, thousands that are out there, I can't read them all, admitting they want to silence everybody.
[01:42:55.740 --> 01:42:57.442]  And admitting InfoWars is the test case.
[01:43:02.341 --> 01:43:09.843]  The year is 1995, and InfoWars launches the last of America's counter-globalist probes.
[01:43:10.343 --> 01:43:23.427]  In a freak mishap, InfoWars.com and Alex Jones are blown out of their trajectory into an orbit which freezes his life support systems and returns Alex Jones to Earth 25 years later.
[01:43:24.867 --> 01:43:28.210]  Trans-dimensionally over the space-time continuum through full space.
[01:43:28.691 --> 01:43:32.814]  Where people are extremely lazy, the social engineers are there laughing.
[01:43:33.014 --> 01:43:36.978]  What we envisioned a hundred years ago, twenty years ago, is now reality.
[01:43:37.810 --> 01:43:53.941]  While the society unravels, men run around totally frantic, not knowing how to be men, and women run around frantic, not knowing how to be women, and they don't understand that it's an animating contest of life, and that it's fulfilling to be informed, it's fulfilling to be involved, it's fulfilling.
[01:43:54.141 --> 01:43:54.841]  InfoWars.
[01:43:55.222 --> 01:43:56.723]  Tomorrow's news, today.
[01:43:57.463 --> 01:44:03.484]  The scientists at Infowars Life have created a powerful formula for inflammatory support and joint support.
[01:44:03.844 --> 01:44:06.445]  Discover the power of ancient medicine with Bades.
[01:44:07.065 --> 01:44:10.506]  Bades contains one of the most potent forms of turmeric available.
[01:44:10.766 --> 01:44:15.047]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[01:44:15.467 --> 01:44:18.708]  It is well known in traditional medicine for its soothing properties.
[01:44:19.628 --> 01:44:29.874]  Our pure turmeric extract plus piperine from Black Pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[01:44:30.634 --> 01:44:39.159]  Regular turmeric root from the store only contains 1-5% of active ingredients, but our turmeric root extract contains over 95% of the active ingredients.
[01:44:40.800 --> 01:44:49.344]  Bodies combines turmeric with organic herbs such as spearmint, sage, lemon balm, and thyme to work synergistically for full body support.
[01:44:49.844 --> 01:44:54.127]  Try Bodies today at infowarslife.com or call us at 1-888-253-3139.
[01:44:57.429 --> 01:45:00.610]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:45:01.071 --> 01:45:02.371]  Introducing Pollen Block.
[01:45:02.872 --> 01:45:14.317]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:45:15.097 --> 01:45:24.001]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:45:24.401 --> 01:45:35.106]  They began studying this effect in published trials, and decades later, we now have the fruit of this research, a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:45:35.626 --> 01:45:37.948]  Pollen block is natural and effective.
[01:45:38.288 --> 01:45:39.629]  It is not an antihistamine.
[01:45:40.029 --> 01:45:49.636]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:45:49.756 --> 01:45:51.897]  Go outside and enjoy the air you breathe.
[01:45:52.438 --> 01:45:57.321]  Head to Infowarslife.com and grab a pack of our Pollen Block Chewable Tablets.
[01:45:57.501 --> 01:45:59.483]  Frank in North Carolina, thanks for holding so long.
[01:45:59.583 --> 01:45:59.883]  Go ahead.
[01:46:00.525 --> 01:46:02.366]  Yeah, Alec, I just have to say something, man.
[01:46:02.386 --> 01:46:05.427]  It seems like every time I turn on your broadcast, you're bragging.
[01:46:06.247 --> 01:46:07.387]  It just gets old, man.
[01:46:07.688 --> 01:46:09.408]  I'm gonna shut you down right now, okay?
[01:46:10.108 --> 01:46:12.189]  We're taking calls about your nomination.
[01:46:12.429 --> 01:46:16.431]  Do you understand they're having congressional hearings trying to shut us down?
[01:46:16.451 --> 01:46:18.931]  Do you understand I'm ringing the alarm?
[01:46:19.752 --> 01:46:22.073]  If that was happening to anybody else, I'd be freaked out.
[01:46:22.093 --> 01:46:23.553]  I mean, what's it gonna take?
[01:46:23.793 --> 01:46:24.673]  Us being shut down?
[01:46:24.914 --> 01:46:25.934]  Is that what you want, Frank?
[01:46:26.374 --> 01:46:27.415]  You know what, Alex?
[01:46:27.455 --> 01:46:28.535]  Hey, put him on pause again.
[01:46:28.555 --> 01:46:29.395]  Hey, Frank!
[01:46:29.636 --> 01:46:35.018]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[01:46:35.318 --> 01:46:39.600]  As much bagging as I do, we can barely pay the bills and grow in the face of this.
[01:46:39.840 --> 01:46:42.701]  I'm not gonna just stop growth and let them start pushing us backwards.
[01:46:42.721 --> 01:46:43.342]  Do you understand?
[01:46:43.442 --> 01:46:44.702]  I need your help, Frank!
[01:46:45.062 --> 01:46:46.243]  I need your help, Frank!
[01:46:47.203 --> 01:46:52.126]  Go to Infowarsstore.com right now and help fund the Infowars.
[01:46:53.066 --> 01:46:53.766]  Do you understand?
[01:46:53.786 --> 01:46:54.967]  I need your help, Frank!
[01:47:01.954 --> 01:47:04.736]  You're listening to the Alex Jones Show.
[01:47:11.200 --> 01:47:17.664]  One, two, one, two, three, four.
[01:47:17.684 --> 01:47:19.005]  On the road again.
[01:47:19.185 --> 01:47:22.407]  Just can't wait to get on the road again.
[01:47:27.065 --> 01:47:29.089]  The great Texan Willie Nelson bringing us in.
[01:47:29.690 --> 01:47:31.814]  Mike Adams is our guest right now.
[01:47:31.834 --> 01:47:32.956]  We'll go back to him in just a second.
[01:47:34.773 --> 01:47:49.764]  What's been missing is a blueprint, a layout, of how Big Tech, the Democratic Party, Soros, and the Globalist are admitting in their own publications, like we're idiots, how they're already censoring nationalists, conservatives, classical liberals, anybody they don't agree with.
[01:47:49.844 --> 01:47:55.868]  And now they've ratcheted up to over 80% of our posts, our emails, everything being intercepted, being blocked.
[01:47:56.529 --> 01:47:58.930]  It's beyond anything that the East Germans ever did.
[01:47:59.691 --> 01:48:01.993]  It's beyond what the NSA's been doing.
[01:48:02.513 --> 01:48:03.514]  But now Mike Adams.
[01:48:05.091 --> 01:48:12.414]  Engineer, computer programmer, best-selling author, researcher, working with InfoWars, is going to publish a big 40-page report tomorrow.
[01:48:12.774 --> 01:48:21.017]  Paul Watson has one as well, because I was talking to people in Congress, folks in the campaign, the White House, and they said, we know what's going on.
[01:48:21.397 --> 01:48:23.198]  We're looking at some antitrust busting.
[01:48:23.638 --> 01:48:25.559]  We're looking at, you know, other areas.
[01:48:26.339 --> 01:48:27.260]  What's the full scope?
[01:48:28.320 --> 01:48:30.924]  Just last week, the Democrats came out and admitted their plan.
[01:48:30.964 --> 01:48:31.826]  Just ban everybody.
[01:48:31.846 --> 01:48:32.987]  They've already shadow-banned us.
[01:48:33.388 --> 01:48:36.012]  So they've already jumped the shark here.
[01:48:36.352 --> 01:48:38.876]  They've already made the First Amendment a martyr, in their own words.
[01:48:39.994 --> 01:48:45.136]  They've already really upset a lot of people, but they bought off all the leftist so-called free speech protectors.
[01:48:45.876 --> 01:48:51.098]  The Electronic Frontier Foundation, the... I mean, we have the top lawyers of the First Amendment who are big liberals.
[01:48:51.118 --> 01:48:56.800]  They go, oh no, nobody does it now, but maybe Mark Rondazza and Alan Dershowitz and a few others.
[01:48:56.920 --> 01:49:00.682]  Everybody else is scared or on Soros payroll like the...
[01:49:01.542 --> 01:49:06.586]  Southern Poverty Law Center or the folks over there with the ACLU.
[01:49:06.666 --> 01:49:11.030]  So it's up to us, the Libertarian Conservatives, the Nationalists, to put a report out.
[01:49:11.490 --> 01:49:17.655]  This report will be out in one version tonight, naturalnews.com, then fullwars.com early in the morning, a PDF version.
[01:49:17.955 --> 01:49:18.756]  Hammer Congress.
[01:49:18.816 --> 01:49:19.817]  Hammer talk radio.
[01:49:20.217 --> 01:49:20.858]  Hammer everything.
[01:49:20.878 --> 01:49:26.182]  Because the fights now, again, they start with InfoWars, they demonize it, they get a mob mentality, they try to take it all down.
[01:49:26.462 --> 01:49:27.385]  We got eight and a half minutes.
[01:49:27.826 --> 01:49:28.869]  Mike Adams, I'm going to shut up.
[01:49:28.889 --> 01:49:29.570]  You've got the floor.
[01:49:29.992 --> 01:49:33.521]  Break down what's in this report, why it's so important, where we are right now.
[01:49:34.238 --> 01:49:40.163]  Okay, this report is, as you mentioned, intended to be a primer for legislators.
[01:49:40.423 --> 01:49:41.764]  You know, many people in Washington D.C.
[01:49:41.784 --> 01:49:47.408]  don't have a strong tech background, and they don't understand exactly how this censorship is happening, or even how to fight back against it.
[01:49:48.049 --> 01:49:58.837]  For example, there are hidden algorithms that Google uses, search down ranking algorithms, manual penalties, you know, punitive measures that are sort of black box measures that no one can see.
[01:49:59.237 --> 01:50:02.960]  So there's a lack of transparency, even in the way that the censorship is happening,
[01:50:03.360 --> 01:50:03.880]  We're good to go.
[01:50:14.554 --> 01:50:14.674]  Yeah.
[01:50:45.274 --> 01:50:47.395]  No, no, no.
[01:50:48.055 --> 01:50:49.396]  I was just agreeing with you.
[01:50:49.976 --> 01:50:50.416]  I'm sorry.
[01:50:51.757 --> 01:50:53.638]  Joining remotely, sometimes I hear sound effects.
[01:50:53.658 --> 01:50:55.519]  I thought you were about to speak on something.
[01:50:55.559 --> 01:50:57.699]  No, you're doing a great job, Mike, and great job on your report.
[01:50:57.940 --> 01:50:58.380]  Continue.
[01:50:59.360 --> 01:50:59.680]  Yeah.
[01:51:00.681 --> 01:51:08.864]  Also, along with this are very important intellectual arguments that can be cited by legislators or even judicial decision makers.
[01:51:08.984 --> 01:51:13.366]  This is a roadmap in their own words that they're censoring us and laughing about it.
[01:51:15.091 --> 01:51:17.712]  That everyone can see in their own prima facie words?
[01:51:19.813 --> 01:51:34.939]  Absolutely, but also modernized with the understanding, the context that today we live in a hyper-connected online society and that the ability to express yourself through online platforms is now an essential means of participation in a modern society.
[01:51:34.979 --> 01:51:39.880]  It's like blacks having the right to get on buses or go to a restaurant or use a bathroom or a hotel.
[01:51:40.240 --> 01:51:44.122]  They are utilities in their own words, they're monopolies and they're denying us access.
[01:51:45.191 --> 01:52:01.390]  And the left's justification of saying that they have the right to cut you off because they don't like the color of your speech is essentially the same as if they were to say, well, an electrical company could cut off your electricity because you're using that electricity to run a computer to post comments that are endorsing Donald Trump.
[01:52:01.830 --> 01:52:02.890]  Well, that would be absurd.
[01:52:03.210 --> 01:52:12.413]  Or if a company said, uh, you don't have the right to receive radio because you're tuning to, you know, InfoWars or Sean Hannity or whatever.
[01:52:12.833 --> 01:52:17.854]  You shouldn't have the right to receive radio signals because we don't like the content of the signals that you're receiving.
[01:52:17.954 --> 01:52:21.395]  So we're going to surround your house with a radio blocker technology.
[01:52:21.715 --> 01:52:24.776]  This is the sort of equivalent of what they're doing today.
[01:52:24.916 --> 01:52:30.878]  Or imagine if 30 years ago when the physical public square, or let's say the neighborhood sidewalk,
[01:52:31.318 --> 01:52:32.099]  That's what Google is doing today.
[01:52:32.119 --> 01:52:33.940]  That's what Facebook is doing, YouTube, Twitter, many others.
[01:52:52.092 --> 01:53:03.202]  These are gross violations of fundamental human rights, human dignity, and even, I believe, constitutional protections, but they must be asserted by the government.
[01:53:03.463 --> 01:53:09.348]  And the assertion of the protection of free speech is, of course, already enshrined in federal law.
[01:53:10.320 --> 01:53:19.168]  The federal government could right now indict the executives of let's say Facebook for engaging in racketeering violations of the RICO Act.
[01:53:19.828 --> 01:53:21.029]  They also don't have to go that far.
[01:53:21.109 --> 01:53:27.255]  They could right now invoke antitrust regulation action and they could break apart these companies.
[01:53:27.275 --> 01:53:28.215]  These are monopolies.
[01:53:28.816 --> 01:53:32.639]  Some of them have 80 or 90 percent market share of their respective service areas.
[01:53:32.719 --> 01:53:32.980]  Like Google.
[01:53:33.000 --> 01:53:33.780]  They could break them apart.
[01:53:34.181 --> 01:53:34.581]  Exactly.
[01:53:35.682 --> 01:53:36.763]  People need to have options.
[01:53:37.043 --> 01:53:46.267]  The other very important point, Alex, this is a crucial logic point to the argument of all of this, is that these giants achieved monopoly dominance through fundamental fraud.
[01:53:46.507 --> 01:53:50.589]  When they were launched, they pretended that they would be open platform for widespread participation.
[01:53:50.629 --> 01:53:53.050]  Don't be evil, we'll always be open, we're a utility.
[01:53:53.370 --> 01:53:56.512]  They broke their public trust, they broke their social contract.
[01:53:57.366 --> 01:54:00.847]  That's exactly it, and I even used that term, the social contract.
[01:54:01.207 --> 01:54:18.653]  But you see, now, after they have achieved market dominance and monopoly status, power, and influence on the internet, they now then selectively ban conservatives, but they don't even give the reasons for, they don't even tell the truth, that they're banning you because you're talking about cannabis.
[01:54:18.673 --> 01:54:22.774]  Well, they brag in all these undercover videos that, oh, the slaves don't even know we've banned them.
[01:54:23.494 --> 01:54:24.395]  And so here's the deal.
[01:54:24.455 --> 01:54:25.855]  They think Congress is dumb.
[01:54:26.376 --> 01:54:27.696]  They think the President's dumb.
[01:54:27.736 --> 01:54:28.777]  They think we're dumb.
[01:54:29.177 --> 01:54:32.719]  They've gone so far, though, that they will be defeated now.
[01:54:32.799 --> 01:54:34.380]  And again, go back to the media.
[01:54:34.660 --> 01:54:42.584]  The leftist old dinosaur media that's being, you know, shut down by the big tech, they're bitching, saying, give us access, shut everybody down.
[01:54:43.244 --> 01:54:44.965]  They're already force-feeding mainstream news.
[01:54:44.985 --> 01:54:46.126]  They're like, shut up!
[01:54:46.426 --> 01:54:47.326]  We're already censoring them.
[01:54:47.606 --> 01:54:52.669]  Isn't it beautiful how CNN and the New York Times and the Washington Post just blew the whole thing wide open?
[01:54:53.652 --> 01:55:13.922]  Well, yeah, it's fascinating, too, because as I outline in this report, CNN is essentially asserting this absurd truism where if you work for CNN, you are magically transformed into a god-like, omniscient being who can see reality with absolute clarity and has no personal bias whatsoever.
[01:55:14.402 --> 01:55:17.384]  You are distortion-free if your paycheck is signed by CNN.
[01:55:18.044 --> 01:55:31.812]  Well, this assertion, by the way, reminds us of the pre-Magna Carta days when the king said that I, the king, am the representative of God, and thus my word is the word of God, and thus I define what is right and wrong.
[01:55:32.212 --> 01:55:38.116]  CNN is invoking the same argument as these kings of ancient times, saying that they define
[01:55:38.576 --> 01:55:44.799]  Well, I mean, it's just like the Southern Poverty Law Center and all these groups that now run PolitiFact and all that.
[01:55:45.179 --> 01:55:47.100]  These are the most discredited groups.
[01:55:47.180 --> 01:55:48.080]  CNN's discredited.
[01:55:48.360 --> 01:55:51.541]  How are they, like the high and mighty Supreme Court, deciding this?
[01:55:51.561 --> 01:55:52.262]  And look at this headline.
[01:55:52.282 --> 01:55:53.342]  I love the New American, but they're wrong.
[01:55:53.862 --> 01:55:56.623]  CNN upset that Facebook hasn't censored InfoWars.
[01:55:57.084 --> 01:55:58.824]  Facebook said, we censor him 80%.
[01:55:59.645 --> 01:56:02.346]  They said, we just don't want them to know.
[01:56:02.626 --> 01:56:03.886]  We are being censored.
[01:56:03.926 --> 01:56:04.887]  That's the whole point.
[01:56:06.440 --> 01:56:15.524]  Well, the fact that CNN is calling for censorship of a competing news organization, your organization, really exposes that CNN is fraudulent from the get-go.
[01:56:15.884 --> 01:56:20.866]  It exposes the lack of any kind of intellectual honesty in their position.
[01:56:21.306 --> 01:56:26.088]  And again, CNN pretends that they have a unique divine power.
[01:56:26.708 --> 01:56:37.595]  ...to discern truth, and that this power is not accessible to anyone else, and yet they never explain how this power came to be acquired solely by CNN or other left-wing media outlets.
[01:56:37.675 --> 01:56:40.677]  What gave them this divine line of kings that you're talking about?
[01:56:40.717 --> 01:56:53.886]  I mean, they had hundreds of articles last month saying, ban my old videos on Amazon documentaries, saying they're not documentaries, ban them, and they called in-game Nazi when the whole film is against eugenics and Nazis.
[01:56:55.211 --> 01:56:55.572]  Right, right.
[01:56:55.692 --> 01:56:55.993]  Of course.
[01:56:56.394 --> 01:56:57.476]  Well, this is the thing.
[01:56:57.856 --> 01:57:00.963]  The news narrative is not about news.
[01:57:01.403 --> 01:57:04.570]  Mainstream news narratives are about controlling and shaping reality.
[01:57:05.567 --> 01:57:06.787]  News is the cover story.
[01:57:07.387 --> 01:57:10.248]  They pretend to be providing information that's in the interest of the public.
[01:57:10.268 --> 01:57:13.929]  And the general public is rebelling, so now they're taking the velvet glove off, going iron fist.
[01:57:14.349 --> 01:57:17.269]  MikeAdamsNaturalNews.com, InfoWars.com.
[01:57:17.289 --> 01:57:19.490]  The big report comes out in the morning.
[01:57:19.990 --> 01:57:21.110]  Everybody, get it.
[01:57:21.590 --> 01:57:22.150]  Get it out.
[01:57:22.230 --> 01:57:23.051]  Get it to Congress.
[01:57:23.071 --> 01:57:24.331]  We'll have an email list on there.
[01:57:24.371 --> 01:57:24.911]  The President.
[01:57:25.311 --> 01:57:29.612]  Media, hammer it, because they're going to shut down all media, all independent media.
[01:57:29.872 --> 01:57:31.432]  InfoWars is only the litmus test.
[01:57:31.932 --> 01:57:32.493]  God bless you.
[01:57:32.513 --> 01:57:33.253]  Thank you, Mike Adams.
[01:57:33.273 --> 01:57:33.693]  Great job.
[01:57:34.233 --> 01:57:34.453]  Thank you.
[01:57:36.443 --> 01:57:38.265]  Alright folks, that's it for this live transmission.
[01:57:38.925 --> 01:57:39.866]  InfoWars.com.
[01:57:39.906 --> 01:57:40.967]  Tomorrow's news today.
[01:57:48.498 --> 01:57:56.486]  ExtendoWise, the latest product from Infowarslife.com, fuses all the known compounds that have been proven to be good for our hearts and cardiovascular system.
[01:57:56.766 --> 01:57:59.088]  And listen, everybody's got a heart.
[01:57:59.709 --> 01:58:05.074]  Well, actually maybe Hillary and George Soros don't, but everybody else has a heart and this product is amazing.
[01:58:05.155 --> 01:58:06.236]  So, if you have a heart,
[01:58:06.756 --> 01:58:12.101]  You want the very best product out there that's designed to aid a healthy heart, cardiovascular system?
[01:58:12.642 --> 01:58:16.065]  It's ExtendoWise, available at InfoWarsLife.com.
[01:58:16.285 --> 01:58:24.313]  And like all of our products are game changers, this baby is the most souped-up, awesome version that top form and letters can come up with and still be affordable.
[01:58:24.893 --> 01:58:26.655]  It's one of the very best heart pills out there.
[01:58:26.955 --> 01:58:27.736]  It's XtendoWise.
[01:58:27.936 --> 01:58:30.639]  So, get some for yourself and family and friends.
[01:58:31.039 --> 01:58:34.083]  It's got the very best fish oil from the Fjords.
[01:58:34.123 --> 01:58:39.488]  It's very, very pure, very, very clean and has the EPA type that is specifically good for the heart, cardiovascular system.
[01:58:40.149 --> 01:58:43.672]  It's got the properly formulated type of CoQ10 and more.
[01:58:43.993 --> 01:58:45.574]  It is XtendoWise.
[01:58:45.614 --> 01:58:47.777]  Now available at m4warslife.com.
[01:58:52.955 --> 01:58:56.084]  Let's go ahead and go to Lloyd in Washington.
[01:58:56.104 --> 01:58:57.166]  You're on the air, thanks for holding.
