[00:00:09.844 --> 00:00:11.406]  Dragon Energy activates!
[00:23:50.939 --> 00:23:52.240]  You'll never get them to come in out of the cold.
[00:23:52.260 --> 00:23:53.881]  You'll never get them to free their people.
[00:23:53.921 --> 00:23:54.501]  Ha ha ha!
[00:23:54.762 --> 00:24:02.166]  And I watch Hollywood and the left and these cynical, evil people laughing at America and doing all these evil things.
[00:24:05.242 --> 00:24:10.525]  Oh yeah, China's the new IMF, the new World Bank, they're the new robber baron, they're the new economic hitmen.
[00:24:10.585 --> 00:24:15.907]  They go in, they're the Goldman Sachs, JPMorgan Albright last year, they said, you'll never save America.
[00:24:16.428 --> 00:24:23.011]  China's, we're giving them unlimited money, they've built dozens of cities bigger than Austin, Texas, that no one even lives in.
[00:24:23.211 --> 00:24:24.852]  There's just huge, empty buildings.
[00:24:28.293 --> 00:24:29.054]  And it's for the West.
[00:24:29.674 --> 00:24:31.175]  They say, when we collapse America,
[00:24:32.230 --> 00:24:34.672]  The rich Americans will come here and join the party.
[00:24:34.912 --> 00:24:35.453]  And they've done it!
[00:24:36.614 --> 00:24:38.515]  They've bet on 1.5 billion slaves.
[00:24:39.336 --> 00:24:42.999]  They've bet on China that didn't even have running water 60 years ago.
[00:24:43.039 --> 00:24:46.462]  Didn't even have sewage in 90 plus percent.
[00:24:46.522 --> 00:24:47.964]  Now they have everything.
[00:24:48.484 --> 00:24:49.665]  All our secrets, everything.
[00:24:51.106 --> 00:24:54.810]  And this is what they've done to our country.
[00:24:56.007 --> 00:25:04.995]  And then I sit there and I watch these people piss on our desperate deathbed struggle, rallying, like I saw my grandmother rally a month before she died.
[00:25:05.215 --> 00:25:07.156]  She lost, she went down to like 80 pounds.
[00:25:07.577 --> 00:25:10.339]  She looked like the Crip Keeper, a beautiful woman.
[00:25:10.359 --> 00:25:11.760]  My mother said, look, I can't believe it.
[00:25:12.281 --> 00:25:13.702]  She came back from the dead, basically.
[00:25:14.122 --> 00:25:16.344]  And then she wanted to talk to us, wanted to talk about things.
[00:25:16.784 --> 00:25:18.686]  And then she died about a month later.
[00:25:18.726 --> 00:25:20.007]  She gained some weight back, but then died.
[00:25:20.908 --> 00:25:22.109]  And, you know, I really think
[00:25:23.697 --> 00:25:26.299]  The communists and the globalists, all of them might just win actually.
[00:25:26.939 --> 00:25:30.321]  They're going to bankrupt the country and have race wars and the left won't even care, they don't even know.
[00:25:30.741 --> 00:25:38.126]  Because they were trained like ducks, like baby goslings, baby goose, ducklings, baby, baby ducks.
[00:25:39.212 --> 00:25:40.733]  They imprinted on hating America.
[00:25:40.753 --> 00:25:52.960]  They were brought up that their ideology, because they were intellectual elites, even though they have nothing and are nothing, was hating God, hating America, hating John Wayne, hating at least those ideals of George Washington, because they're such beta followers.
[00:25:53.401 --> 00:25:54.541]  And they sold them on a system.
[00:25:54.581 --> 00:25:55.402]  You can be a traitor.
[00:25:56.442 --> 00:25:57.443]  You can be a scumbag.
[00:25:57.823 --> 00:25:58.884]  You can be a piece of filth.
[00:26:00.228 --> 00:26:11.817]  And if you just go along with the system, you can then take all those alpha males, and all those guys with the big barrel chests, and the good-looking wives, and then the guys that built all this, and you can rule over them.
[00:26:14.599 --> 00:26:23.386]  And then you're run by the Communist Chinese, and the big CFR Rockefeller Foundation that he wrote in the New York Times when Mao died.
[00:26:23.967 --> 00:26:24.887]  The editorial's online.
[00:26:24.907 --> 00:26:27.790]  It's type in David Rockefeller's praise for Mao Zedong when he died in the late 70s.
[00:26:29.480 --> 00:26:31.281]  And he says China is the model for the future.
[00:26:31.981 --> 00:26:34.423]  China is what we're going to do to America.
[00:26:34.443 --> 00:26:35.843]  But America will serve China.
[00:26:35.923 --> 00:26:37.344]  And I just admire Chairman Mao.
[00:26:38.104 --> 00:26:42.387]  Even though Chairman Mao was hated by the Chinese communists when they removed him and put his wife in prison.
[00:26:43.267 --> 00:26:52.332]  And he died on house arrest because they learned he was a CIA OSS agent and was actually planning their long-term sabotage as well.
[00:26:53.332 --> 00:26:56.734]  And a triple-cross secret nuclear attack with Russia.
[00:26:59.864 --> 00:27:01.005]  And it's true what Trump said.
[00:27:01.025 --> 00:27:04.867]  The Chinese communists have outmaneuvered our elites.
[00:27:04.907 --> 00:27:07.349]  Because our elites just think in 10-year cycles, not 50 or 100.
[00:27:07.389 --> 00:27:11.652]  And so they hated America because they were trained to hate America.
[00:27:11.672 --> 00:27:14.894]  Because the robber barons 120 years ago couldn't beat the American spirit.
[00:27:15.074 --> 00:27:16.695]  So they said, we'll finance public school.
[00:27:16.935 --> 00:27:18.236]  We'll make people hate America.
[00:27:18.977 --> 00:27:21.859]  And so they were just tailor-made with this education system.
[00:27:23.288 --> 00:27:27.850]  To be overtaken by foreign enemies that will slit their throats in a minute.
[00:27:28.310 --> 00:27:29.271]  The minute the U.S.
[00:27:29.291 --> 00:27:38.515]  goes down, in that whole process, China's gonna get all these globalists to run over there, and then within a decade, they'll take everything they've got as well.
[00:27:40.056 --> 00:27:49.401]  Just the cold-blooded, psychotic, almost robot, reptilian-like evil of communism melded with the
[00:27:51.024 --> 00:28:05.271]  Worst attributes of the lesser angels of Chinese culture has created the ultimate abomination.
[00:28:12.915 --> 00:28:14.155]  God help us is all I can say.
[00:28:15.316 --> 00:28:15.856]  God help us.
[00:28:15.896 --> 00:28:16.977]  We are under total attack.
[00:28:17.717 --> 00:28:19.278]  This is our country under total attack.
[00:28:21.904 --> 00:28:29.986]  And 150 years ago, royalty was being thrown out in Europe, so they financed the communists to con the serfs who were being freed off the land back into another communal system.
[00:28:31.326 --> 00:28:36.807]  And the poor peasants bought it up, like putting cyanide in baby's milk.
[00:28:36.827 --> 00:28:37.587]  The baby doesn't know.
[00:28:40.108 --> 00:28:43.548]  So, this is where we stand.
[00:28:43.568 --> 00:28:46.949]  I want to go to a few more of these clips, but... Alright, we're going to break here.
[00:28:47.892 --> 00:28:51.155]  We're gonna have Alex Jones on the other side, breaking it all down.
[00:28:51.295 --> 00:28:54.138]  Again, though, we need your support at InfoWarsTore.com.
[00:28:54.218 --> 00:28:55.959]  Huge discounts happening right now.
[00:28:56.500 --> 00:29:00.163]  During this break, go to InfoWarsTore.com, get yourself some Brain Force Plus.
[00:29:02.565 --> 00:29:13.415]  Any student of military history, in all of recorded time, will tell you that stealth and sneak attack is absolutely critical in any offensive war.
[00:29:14.761 --> 00:29:31.795]  The Democrats, the CHICOM's funding them, Hollywood, the whole EU unelected bureaucracy is in a combine against nation states and against free market capitalism in a global corporate takeover backed up by paramilitary UN force.
[00:29:32.555 --> 00:29:33.476]  NATO is their army.
[00:29:33.976 --> 00:29:34.377]  Right now!
[00:29:35.077 --> 00:29:37.278]  The Democrats are making their move.
[00:29:38.279 --> 00:29:47.064]  For the last year and a half, in policy papers, they said we're going to overthrow the President using the military, or using 25th Amendment, and we're going to build the case through made-up Russia collusion.
[00:29:47.564 --> 00:29:55.469]  When I would point out the white papers, they'd say, oh, that's crazy, it doesn't exist, because they wanted to build up their forces and get geared up and get ready to make their move.
[00:29:55.749 --> 00:30:00.452]  Now, that President Trump's been in a little over a year and a half, and we enter the summer of rage,
[00:30:01.332 --> 00:30:14.158]  Congressmen, Senators, former CIA Deputy Directors, FBI Deputy Directors, you name it, former CIA Directors, they're all over the news saying, we're making our move, Trump is a Russian agent, we're going to remove him from office.
[00:30:14.578 --> 00:30:25.623]  This is insane, and they've got a bunch of cowardly Republicans who want to sit on the fence, in case this coup is successful, going, oh yeah, maybe it is bad he met with Putin, maybe he is selling us out.
[00:30:26.463 --> 00:30:29.424]  Trump has been crushing Russia with our energy deals.
[00:30:29.845 --> 00:30:35.167]  Trump has been crushing Russia shipping heavy anti-tank weapons into Ukraine against the Russians.
[00:30:35.627 --> 00:30:37.448]  Trump has been putting massive sanctions on them.
[00:30:37.768 --> 00:30:42.110]  But his rhetoric is friendly to make Russia capitulate and make a deal.
[00:30:42.491 --> 00:30:45.792]  And quite frankly, it's offensive and probably not right what the president's doing.
[00:30:46.112 --> 00:30:49.574]  But you could see it in America's interest, but kind of in an imperial way.
[00:30:50.074 --> 00:30:52.277]  Trump is so pro-America, it's insane.
[00:30:52.337 --> 00:30:53.959]  The country's coming back from the dead.
[00:30:54.159 --> 00:30:55.400]  The economy's turning around.
[00:30:55.761 --> 00:31:01.928]  The traitors of globalism in the Democratic Party and the blue-blood Republicans are the ones that are anti-nation-state.
[00:31:02.268 --> 00:31:05.092]  They're the ones transferring power to the UN and the TPP.
[00:31:05.572 --> 00:31:06.693]  All the things Trump's killed.
[00:31:06.913 --> 00:31:14.579]  America was basically wearing a ball and chain, and Trump has removed it, and he's returning power back to the states, back to the people.
[00:31:14.799 --> 00:31:16.360]  He's acting as our real president.
[00:31:16.721 --> 00:31:19.283]  Even if you don't agree with some of what he says or does, it doesn't matter.
[00:31:19.583 --> 00:31:20.824]  He really is the president now.
[00:31:21.204 --> 00:31:28.330]  And the bureaucracy, and the lobbyists, and the globalists, and the chi-coms that own our debt and control Hollywood, thought they had this country.
[00:31:28.670 --> 00:31:33.894]  The communist Chinese newspapers admit they're at war with us right now, economically and building up militarily.
[00:31:34.194 --> 00:31:34.995]  They're the big threat.
[00:31:35.535 --> 00:31:37.876]  Russia can't even keep its own country together.
[00:31:38.176 --> 00:31:40.477]  It's being targeted by Soros just like we are.
[00:31:40.978 --> 00:31:45.740]  And that's the only truth in the Russian collusion, is that Russia has the same enemies that America has.
[00:31:46.220 --> 00:31:48.361]  And Russia is being targeted just like we are.
[00:31:48.641 --> 00:31:51.923]  And they're making their move against the President right now.
[00:31:52.563 --> 00:31:59.552]  They've been hyping it and, you know, pushing that they're going to remove him so long to get you punch drunk before they finally make their move.
[00:31:59.912 --> 00:32:05.480]  But all of us, as Americans, need to understand they tried to create race wars, class wars, sex wars.
[00:32:05.540 --> 00:32:07.182]  They tried to divide us every way they can.
[00:32:07.462 --> 00:32:08.463]  They admit they're doing it.
[00:32:08.824 --> 00:32:09.725]  They are the globalists.
[00:32:09.785 --> 00:32:10.406]  They are the enemy.
[00:32:10.606 --> 00:32:25.481]  And it's up to us to call Congress, to call talk radio, to get involved more now than ever against all the internet censorship that they're trying to bring in ahead of a coup against the president and a coup against the electorate in this country that elected him.
[00:32:25.921 --> 00:32:34.370]  This is a war against America trying to have its own self-determination, just like Theresa May is trying to say they're not going to follow the vote for Brexit right now in England.
[00:32:34.850 --> 00:32:36.271]  Or Catalan in Spain.
[00:32:36.632 --> 00:32:38.133]  This fight is humanity's fight.
[00:32:38.353 --> 00:32:39.014]  It's your fight.
[00:32:39.214 --> 00:32:41.896]  And I stand with you at the brink of history.
[00:32:42.196 --> 00:32:44.598]  We're winning, but the enemy is counter-striking.
[00:32:44.959 --> 00:32:52.545]  Whatever you do, take action and spread the link to InfoWars.com forward slash show and let people know the battle to save America is happening now.
