[00:00:00.209 --> 00:00:00.750]  We've got it.
[00:24:03.523 --> 00:24:06.867]  It's unbelievable the mind control they try to engage in.
[00:24:06.947 --> 00:24:08.929]  It's ridiculous, is what it is.
[00:24:12.056 --> 00:24:21.202]  The president came out and responded because they were pressuring the White House to come out and apologize to Acosta and have Sanders apologize for putting out a Paul Joseph Watson Infowars tweet.
[00:24:21.322 --> 00:24:22.403]  How dare you?
[00:24:22.883 --> 00:24:24.084]  How dare you?
[00:24:24.364 --> 00:24:29.427]  So Trump went and looked at it and said, properly, because he's worked in television for decades, no, they blew it up.
[00:24:29.727 --> 00:24:30.548]  They zoomed in.
[00:24:30.868 --> 00:24:32.109]  That's not doctoring.
[00:24:32.429 --> 00:24:35.491]  Doctoring is changing something to make it look like something else.
[00:24:35.911 --> 00:24:38.452]  Zooming in is making it clearer!
[00:24:38.972 --> 00:24:40.673]  Zooming in is transparency!
[00:24:41.013 --> 00:24:42.714]  Zooming in is investigating!
[00:24:43.074 --> 00:24:44.734]  Zooming in is checking!
[00:24:46.035 --> 00:24:52.177]  When you read the newspaper and you look closer at the print, are you doctoring or are you investigating?
[00:24:53.140 --> 00:24:54.460]  We were clarifying.
[00:24:54.861 --> 00:24:56.301]  We were making it clearer.
[00:24:56.661 --> 00:24:57.981]  We were zooming in.
[00:24:58.342 --> 00:24:59.942]  We were doing the opposite of lying.
[00:25:00.002 --> 00:25:01.162]  We were revealing.
[00:25:01.362 --> 00:25:02.403]  What does sunshine do?
[00:25:02.583 --> 00:25:03.403]  It reveals.
[00:25:03.943 --> 00:25:04.984]  What does a curtain do?
[00:25:05.024 --> 00:25:07.164]  Like mainstream media, it brings darkness.
[00:25:07.424 --> 00:25:08.545]  You stumble in the dark.
[00:25:08.565 --> 00:25:12.766]  So here's the president defending Paul Watson and Infowars and reality.
[00:25:13.506 --> 00:25:15.467]  The taped video of Costa?
[00:25:17.082 --> 00:25:17.883]  What are you talking about?
[00:25:19.043 --> 00:25:19.664]  All that was?
[00:25:20.164 --> 00:25:21.445]  Nobody manipulated it.
[00:25:21.485 --> 00:25:22.306]  Give me a break.
[00:25:22.666 --> 00:25:24.387]  See, that's just dishonest reporting.
[00:25:24.667 --> 00:25:26.008]  All that is is a close-up.
[00:25:26.409 --> 00:25:29.311]  See, that's just dishonest reporting.
[00:25:29.731 --> 00:25:30.412]  I watched that.
[00:25:30.472 --> 00:25:31.532]  I heard that last night.
[00:25:31.853 --> 00:25:33.093]  They made it close-up.
[00:25:33.133 --> 00:25:34.294]  They showed it close-up.
[00:25:34.675 --> 00:25:36.656]  And he was not nice to that young woman.
[00:25:36.696 --> 00:25:37.637]  I don't hold him for that.
[00:25:38.437 --> 00:25:41.018]  Because it wasn't overly, you know, horrible.
[00:25:41.558 --> 00:25:45.059]  But it was, but all that was, when you say doctor, you're a dishonest guy.
[00:25:45.279 --> 00:25:46.519]  Because it wasn't doctors.
[00:25:46.819 --> 00:25:48.260]  They gave a close-up view.
[00:25:48.480 --> 00:25:50.721]  That's not doctoring.
[00:25:55.062 --> 00:25:56.102]  No, I wish her well.
[00:25:57.302 --> 00:25:57.963]  So there you go.
[00:25:57.983 --> 00:25:59.323]  The video's up on Infowars.com.
[00:25:59.463 --> 00:26:01.424]  I'll probably say that's a fake video we just showed.
[00:26:01.704 --> 00:26:02.584]  It's all they've got.
[00:26:02.624 --> 00:26:03.144]  They're caught.
[00:26:03.824 --> 00:26:04.564]  They're known liars.
[00:26:04.624 --> 00:26:05.205]  No, no, no.
[00:26:05.765 --> 00:26:06.185]  Coming up...
[00:26:07.935 --> 00:26:19.825]  Owen's walking down the street, he's at the Smithsonian talking about Black History Month and how black unemployment is the lowest ever recorded and how Trump loves black people, and some weird leftist black people come over and start pushing him saying, get out of here.
[00:26:21.367 --> 00:26:23.989]  He goes, that's not very nice, and leaves.
[00:26:24.289 --> 00:26:28.713]  They edited it to say, Owen Schroyer attacks innocent black family.
[00:26:29.534 --> 00:26:30.675]  Now you want to see doctoring.
[00:26:32.145 --> 00:26:35.407]  We're going to show you criminal-level doctoring.
[00:26:36.087 --> 00:26:41.809]  The reason it's criminal is they're trying to then use it in a nationwide campaign right now, in newspapers everywhere, to take us off the air.
[00:26:42.130 --> 00:26:47.072]  Watch Jones' attack dog, white supremacist, bully black family.
[00:26:49.605 --> 00:26:51.286]  They mean BIDNESS.
[00:26:51.806 --> 00:26:55.487]  I mean that is, this is just getting crazier and crazier.
[00:26:55.507 --> 00:26:59.468]  It says we dehumanize and harass a black family.
[00:27:00.088 --> 00:27:02.389]  America must act now to stop the evil.
[00:27:02.429 --> 00:27:03.009]  That's coming up.
[00:27:04.570 --> 00:27:07.031]  Now this next piece you're gonna see is a bit of satire, but it's not.
[00:27:07.051 --> 00:27:13.453]  They said Koren Lewandowski basically brutalized and tried to rip a woman's arm out of her socket like Beowulf did Grendel.
[00:27:14.113 --> 00:27:16.393]  Six frames, barely brushed beside her.
[00:27:17.274 --> 00:27:17.774]  Acosta
[00:27:19.201 --> 00:27:22.829]  Slaps, pushes down her arm hard, pulls away, and she lets go.
[00:27:24.485 --> 00:27:28.567]  That's kind of a little tussle, but I wouldn't say she'd get arrested for it.
[00:27:29.047 --> 00:27:31.248]  Now, under Democrat rules, he murdered her.
[00:27:31.628 --> 00:27:34.910]  He was Godzilla coming out of the water, vaporizing D.C.
[00:27:35.470 --> 00:27:35.830]  Okay?
[00:27:35.891 --> 00:27:49.077]  So, under Democrat rules, you're about to see Millie Weaver, just a few months ago, at one of the Trump events, and she's trying to talk to Acosta, being very polite, and the bodyguard Godzilla attacks and kills her.
[00:27:49.777 --> 00:27:51.898]  Her head's cut off, blood sprays, she dies.
[00:27:52.158 --> 00:27:52.939]  Now, that didn't really happen.
[00:27:53.519 --> 00:27:58.806]  But according to Democrat level, like touching someone, if it's a Republican to a woman, it's devastating assault.
[00:27:59.386 --> 00:28:02.630]  So, compared to Lewandowski, this is death.
[00:28:03.131 --> 00:28:03.671]  Here's the footage.
[00:28:04.953 --> 00:28:09.018]  Sir, are you okay with news being censored?
[00:28:09.038 --> 00:28:11.441]  You're okay with media organizations being censored?
[00:28:11.684 --> 00:28:12.865]  You really have nothing to worry about.
[00:28:12.905 --> 00:28:15.387]  Sir, are you okay with news being censored?
[00:28:15.467 --> 00:28:19.391]  You just saw Billy Weaver killed by Jim Acosta's security.
[00:28:19.451 --> 00:28:20.772]  Murdered!
[00:28:21.012 --> 00:28:23.014]  Now, I'm being sarcastic, that's satire.
[00:28:23.455 --> 00:28:26.697]  I don't think the guy, he was nice at first, she was nice.
[00:28:27.318 --> 00:28:32.843]  She got a little, you know, reporter-y and there was no need to push the thing back because it wasn't in his face.
[00:28:33.283 --> 00:28:34.665]  But okay, I'm not saying it's assault.
[00:28:35.245 --> 00:28:39.166]  But according to Democrats, Jim Acosta murdered Millie Weaver, our reporter.
[00:28:39.346 --> 00:28:40.126]  He murdered her.
[00:28:40.686 --> 00:28:41.867]  And then he ate her body.
[00:28:42.307 --> 00:28:44.087]  He chopped her head off and drank her blood.
[00:28:44.507 --> 00:28:46.608]  And then, yeah, well, of course it's not real.
[00:28:47.028 --> 00:28:48.328]  But see, I'm trying to be like CNN now.
[00:28:48.748 --> 00:28:51.089]  Joe, our reporter was murdered by Jim Acosta's people.
[00:28:52.069 --> 00:28:52.889]  Of course, that's not true.
[00:28:52.909 --> 00:28:53.569]  Let me be clear.
[00:28:53.649 --> 00:28:56.090]  I'm illustrating, if I was like them, what I would be saying.
[00:28:56.310 --> 00:28:56.830]  We'll be right back.
[00:29:03.846 --> 00:29:12.574]  If the Deep State and Robert Mueller and his allies now in the Democratic House succeed in destroying me, who will be next?
[00:29:13.055 --> 00:29:20.061]  You see, I've been targeted because I stood up for America, because I stood up for our president and his reform agenda.
[00:29:20.482 --> 00:29:23.264]  And now I have no choice but to appeal to you.
[00:29:24.185 --> 00:29:30.928]  I am very grateful to all those Americans who have stepped forward to help me so far in this extraordinary legal struggle.
[00:29:31.228 --> 00:29:33.770]  But now I need your help as never before.
[00:29:34.210 --> 00:29:37.031]  Please go to StoneDefenseFund.com.
[00:29:37.371 --> 00:29:39.052]  Help me stand up for America.
[00:29:39.252 --> 00:29:42.274]  Because if they get Roger Stone, you may be next.
[00:29:43.214 --> 00:29:50.178]  The real truth can be found at InfoWars.com, StoneColdTruth.com, NewsWars.com.
[00:29:51.667 --> 00:29:52.348]  InfoWars.
[00:29:52.988 --> 00:29:54.629]  Tomorrow's news, today.
[00:29:58.332 --> 00:30:00.113]  Fueling your body is hard work.
[00:30:00.673 --> 00:30:05.857]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[00:30:06.457 --> 00:30:14.503]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[00:30:14.883 --> 00:30:17.105]  There's no better way to power your body.
[00:30:17.625 --> 00:30:24.170]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[00:30:24.531 --> 00:30:35.059]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[00:30:35.680 --> 00:30:42.586]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[00:30:43.106 --> 00:30:48.749]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[00:30:49.269 --> 00:30:52.831]  Don't miss out on the chance to fuel your body and support recovery.
[00:30:53.111 --> 00:30:56.253]  Try the InfoWars Life Daily Digestive Pack today!
[00:30:59.369 --> 00:31:01.370]  Introducing Ultimate Bone Broth Formula.
[00:31:01.450 --> 00:31:06.213]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[00:31:06.353 --> 00:31:09.976]  Ultimate Bone Broth to help you stay big on this new product and stock up.
[00:31:09.996 --> 00:31:12.477]  We're dropping the price to $19.95.
[00:31:12.717 --> 00:31:16.500]  Our previous supplier was unable to get the incredible ingredients.
[00:31:16.820 --> 00:31:23.804]  While keeping the cost low, since we wanted to make sure that you got the best value possible, we've now switched to a new supplier with even better ingredients.
[00:31:23.884 --> 00:31:26.246]  That's why it's now the ultimate bone broth formula.
[00:31:26.286 --> 00:31:31.729]  The incredible ingredients included in the ultimate bone broth formula include chicken bone broth, turmeric root,
[00:31:31.969 --> 00:31:37.032]  Chicago mushroom, bee pollen, goji berry, and alfalfa herb powder.
[00:31:37.172 --> 00:31:38.272]  And even more, of course.
[00:31:38.412 --> 00:31:47.937]  These powerful ingredients are going to help you get the most out of your workout by supporting your healthy muscles, digestion, tendons, and ligaments, while also supporting your body's fight against free radicals.
[00:31:48.217 --> 00:31:55.121]  It's time to take advantage and pick up your bottle of an updated favorite formula with ultimate bone broth from InfoWars Life.
[00:31:55.321 --> 00:31:55.741]  Thank you!
[00:31:57.688 --> 00:32:03.430]  For months and months and months, CNN, BuzzFeed and others lobbied to have Alex Jones removed from social media.
[00:32:03.710 --> 00:32:07.732]  He was removed from basically all the major social media platforms apart from Twitter.
[00:32:08.192 --> 00:32:10.393]  And then they said, oh, you're not being banned.
[00:32:10.413 --> 00:32:12.553]  You still have a platform on Twitter.
[00:32:12.894 --> 00:32:14.894]  You still have an app in the App Store.
[00:32:15.414 --> 00:32:15.654]  Boom!
[00:32:15.955 --> 00:32:18.195]  Banned by Twitter, banned by the App Store.
[00:32:18.536 --> 00:32:20.116]  Oh, but you still have a website.
[00:32:20.176 --> 00:32:21.977]  You still have InfoWars Store.
[00:32:22.037 --> 00:32:23.157]  You still have a shopfront.
[00:32:23.357 --> 00:32:24.138]  And then what do we see?
[00:32:24.438 --> 00:32:25.178]  Washington Post.
[00:32:25.738 --> 00:32:28.860]  Oh my god, traffic to Alex Jones' InfoWars store has increased by 50%!
[00:32:30.241 --> 00:32:33.343]  Maybe now we should look at that all the way down the line.
[00:32:33.363 --> 00:32:36.205]  They literally want to sabotage people's right to commerce.
[00:32:36.505 --> 00:32:41.928]  They will not stop, which is why we need your support right now by getting the products at InfoWarsStore.com.
[00:32:42.228 --> 00:32:49.233]  And again, we're not funded by giant fat checks from George Soros, like Media Matters is, to fund these de-platforming campaigns.
[00:32:49.553 --> 00:32:52.955]  We're not funded by Dolph State dictatorships, like CNN is,
[00:32:53.215 --> 00:32:56.796]  We're only funded by you, by getting the products at infootballstore.com.
[00:33:02.238 --> 00:33:04.898]  You're listening to the Alex Jones Show.
[00:33:20.131 --> 00:33:24.113]  Defending the Republic from enemies, foreign and domestic.
[00:33:24.993 --> 00:33:26.574]  It's Alex Jones.
[00:33:41.941 --> 00:33:48.204]  So, Jim Acosta is the guy that said that he was at the hospital and President Trump did not visit Congressman Scalise.
