[00:00:13.002 --> 00:00:16.625]  It's funny.
[00:24:53.915 --> 00:24:55.836]  And Tillerson has been removed.
[00:24:57.377 --> 00:24:59.758]  Tillerson has been a double dealer.
[00:25:00.458 --> 00:25:03.239]  Trump's assistant has also been let go, and a bunch of other people.
[00:25:04.140 --> 00:25:07.401]  He had Pompeo, legally and lawfully, because they are agents of Globalist.
[00:25:10.014 --> 00:25:16.956]  Looking into folks at the White House, and we're now into year number two, and Trump knows who's loyal, and Trump knows who isn't.
[00:25:17.696 --> 00:25:21.997]  And so, let me just say, we're gonna give you as good as you give us.
[00:25:22.857 --> 00:25:25.257]  So enjoy yourselves, everyone.
[00:25:26.958 --> 00:25:32.439]  Because Trump has just decided to take full command of the White House, and it's on.
[00:25:34.244 --> 00:25:36.948]  We're going to play some of Trump coming up in the next segment.
[00:25:37.068 --> 00:25:40.492]  I've got a ton of clips to get to here, but let me tell you something.
[00:25:40.872 --> 00:25:42.114]  We got calls days ago.
[00:25:43.171 --> 00:25:47.114]  They were trying to bully Leanne McAdoo and telling her they were going to sue her and all this stuff.
[00:25:47.134 --> 00:25:55.702]  They've really tried to pressure her and do a lot of things to her the last few years to get her to make stuff up about this operation and she's just such a good person she never did it.
[00:25:56.162 --> 00:26:00.426]  And her grandmother had a brain tumor and she's been taking care of her but still been working and she's here right now.
[00:26:00.826 --> 00:26:07.913]  That just so happened that she comes about three or four times a year from Florida and she was just here when all this came down and they really put the drill bits to her.
[00:26:09.125 --> 00:26:13.808]  She just had Lee Stranahan on, who teaches at journalism school, and never said anything.
[00:26:13.828 --> 00:26:20.653]  He just said, look how they picked people who are Democrat-connected to sit there and parrot talking points all over the news.
[00:26:21.613 --> 00:26:23.174]  And, you know, it says that in this lawsuit.
[00:26:23.214 --> 00:26:31.339]  It says, from Vegas to Parkland, Florida, you know, Jones says nobody died and it's all fake.
[00:26:31.820 --> 00:26:32.840]  That's not true!
[00:26:33.461 --> 00:26:38.084]  The lawsuit itself is a defamatory screed of propaganda.
[00:26:39.909 --> 00:26:49.895]  And that's what, you understand, we got two lawsuits dismissed this week, and I'm allowed to reveal the stuff, but the lawyers are still looking at whether I should.
[00:26:49.915 --> 00:26:58.421]  We gotta send a letter to the Fury guy with the frog, because we have to do that before we sue him, and they just, it's open and shut.
[00:26:58.841 --> 00:27:00.322]  And my lawyers don't tell me that unless it is.
[00:27:00.342 --> 00:27:03.024]  I mean, it's anti-slapback provision, open and shut.
[00:27:03.044 --> 00:27:03.985]  The problem is it's gonna take money.
[00:27:05.305 --> 00:27:07.487]  But now they've got a taxpayer-funded
[00:27:10.166 --> 00:27:10.786]  University?
[00:27:13.907 --> 00:27:15.588]  Suing, trying to end the free speech?
[00:27:16.228 --> 00:27:18.629]  And you've got Sadiq Khan yesterday at UT.
[00:27:18.689 --> 00:27:19.769]  We were going to go cover that.
[00:27:20.169 --> 00:27:22.510]  Or at South by Southwest, down by UT.
[00:27:24.450 --> 00:27:30.852]  The London stand mayor who wants to get rid of free speech, who lets Antifa beat people up, who's banning images of women in bathing suits.
[00:27:30.872 --> 00:27:32.153]  He's bringing Sharia law in.
[00:27:32.433 --> 00:27:34.033]  And the guy is a nightmare!
[00:27:35.654 --> 00:27:37.814]  And he says get rid of free speech, calling it hate speech.
[00:27:38.395 --> 00:27:38.955]  London mayor,
[00:27:39.980 --> 00:27:42.682]  Sadiq Khan tells Silicon Valley to censor hate speech.
[00:27:42.702 --> 00:27:43.803]  And that means us.
[00:27:44.584 --> 00:27:46.005]  They're coming for the First Amendment.
[00:27:46.025 --> 00:27:46.345]  It's here.
[00:27:46.846 --> 00:27:47.666]  Let's play that clip.
[00:27:48.867 --> 00:28:00.057]  A handful of the largest global tech companies have managed to amass an enormous amount of power over how information is consumed.
[00:28:01.405 --> 00:28:11.189]  In some cases, these new platforms have been used to exacerbate, fuel and deepen the divisions within our communities.
[00:28:12.050 --> 00:28:17.732]  We've already seen evidence of elections and referendums being influenced.
[00:28:17.752 --> 00:28:23.275]  A rise in online abuse, misogyny and religious hatred.
[00:28:24.600 --> 00:28:27.582]  Fake news spreading misinformation.
[00:28:28.722 --> 00:28:34.125]  Algorithms blinkering us from different points of view and pushing people to extremes.
[00:28:34.846 --> 00:28:45.372]  And terrorists and far-right groups using social media to not only conspire but to radicalize and brainwash others.
[00:28:47.481 --> 00:28:48.921]  Everything he said is back on him.
[00:28:48.981 --> 00:28:53.382]  He literally protects known members of ISIS and Al-Qaeda and lets them come back to the country and attack people.
[00:28:53.802 --> 00:28:54.763]  He is a monster.
[00:28:55.043 --> 00:29:00.064]  And of course, Twitter, Facebook, and Google work with Pakistan to arrest Blasphemers and have them executed.
[00:29:00.644 --> 00:29:02.344]  So that's what, you know.
[00:29:02.364 --> 00:29:04.345]  Frank in North Carolina, thanks for holding so long.
[00:29:04.425 --> 00:29:04.765]  Go ahead.
[00:29:05.045 --> 00:29:07.245]  Yeah, Alec, I just have to say something, man.
[00:29:07.265 --> 00:29:10.266]  It seems like every time I turn on your broadcast, you're bragging.
[00:29:11.115 --> 00:29:12.216]  It just gets old, man.
[00:29:12.557 --> 00:29:14.278]  I'm gonna shut you down right now, okay?
[00:29:14.979 --> 00:29:17.041]  We're taking calls about your nomination.
[00:29:17.301 --> 00:29:21.285]  Do you understand they're having congressional hearings trying to shut us down?
[00:29:21.305 --> 00:29:23.788]  Do you understand I'm ringing the alarm?
[00:29:24.609 --> 00:29:26.931]  If that was happening to anybody else, I'd be freaked out.
[00:29:27.291 --> 00:29:28.412]  I mean, what's it gonna take?
[00:29:28.653 --> 00:29:29.533]  Us being shut down?
[00:29:29.774 --> 00:29:30.795]  Is that what you want, Frank?
[00:29:31.235 --> 00:29:32.275]  You know what, Alex?
[00:29:32.315 --> 00:29:33.396]  Hey, put him on pause again!
[00:29:33.416 --> 00:29:34.236]  Hey, Frank!
[00:29:34.516 --> 00:29:39.877]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[00:29:40.177 --> 00:29:44.458]  As much bagging as I do, we can barely pay the bills and grow in the face of this.
[00:29:44.698 --> 00:29:47.559]  I'm not gonna just stop growth and let them start pushing us backwards.
[00:29:47.819 --> 00:29:48.199]  You understand?
[00:29:48.299 --> 00:29:49.559]  I need your help, Frank!
[00:29:49.940 --> 00:29:51.060]  I need your help, Frank!
[00:29:52.060 --> 00:29:56.984]  Go to Infowarsstore.com right now and help fund the InfoWars.
[00:29:57.544 --> 00:29:59.426]  I had a caller about two weeks ago named Frank.
[00:29:59.446 --> 00:30:01.007]  I've been calling him for over a decade.
[00:30:01.548 --> 00:30:02.428]  And he was mad.
[00:30:02.448 --> 00:30:06.572]  He goes, I'm sick of you talking about you brag how you're under attack and you know how important you are.
[00:30:06.612 --> 00:30:07.993]  And I'm like, dude, I'm not doing that.
[00:30:08.193 --> 00:30:11.656]  They're having congressional hearings saying they want me completely banned.
[00:30:11.876 --> 00:30:13.277]  The Democrats want me arrested.
[00:30:13.317 --> 00:30:14.118]  They're suing me.
[00:30:14.358 --> 00:30:15.499]  I'm under attack, Frank!
[00:30:16.019 --> 00:30:17.740]  Okay, they banned us off Google Ads.
[00:30:17.780 --> 00:30:19.200]  We were bringing five million in a year.
[00:30:19.220 --> 00:30:20.461]  It cost a lot to run this.
[00:30:20.621 --> 00:30:22.502]  They're just chopping off all my tentacles.
[00:30:22.742 --> 00:30:27.484]  I keep growing more as fast as I can, and as fast as I cut them off, I'm shooting out tentacles.
[00:30:27.784 --> 00:30:29.325]  Tell Frank why we need support.
[00:30:29.345 --> 00:30:29.925]  Tell him right there.
[00:30:29.945 --> 00:30:30.245]  Frank!
[00:30:30.505 --> 00:30:31.066]  Hey, Frank!
[00:30:31.306 --> 00:30:32.566]  Frank, this is not bragging.
[00:30:32.967 --> 00:30:38.169]  We don't say, oh, we're under attack for attention or because we like the attention, although of course everybody likes a little bit of attention.
[00:30:38.189 --> 00:30:38.529]  It's nice.
[00:30:38.749 --> 00:30:49.052]  But I can't do TV, and I can't do radio, and I can't publish books, and I can't sell anything, and I can't do live events, because they systematically strangle you out of existence using every... We're the heretics!
[00:30:49.172 --> 00:30:51.933]  Yeah, exactly, using every resource at their disposal.
[00:30:51.973 --> 00:30:55.834]  So it's not bragging, it's a daily reality, and that's why you've got to support things like Infowars and...
[00:30:56.474 --> 00:30:58.656]  Sure, and we didn't do it for the last hour and thirty-something minutes.
[00:30:58.676 --> 00:30:59.196]  We're doing it now.
[00:30:59.277 --> 00:31:00.398]  Infowarsstore.com.
[00:31:00.438 --> 00:31:01.198]  Go get a t-shirt.
[00:31:01.238 --> 00:31:01.559]  Get a book.
[00:31:01.819 --> 00:31:02.760]  Sign up for auto-ship.
[00:31:02.780 --> 00:31:05.902]  Get an additional 10% off on any of these things.
[00:31:05.922 --> 00:31:09.325]  That makes a lot of them loss of liters, and then that way, each month, it reships to you.
[00:31:09.586 --> 00:31:10.907]  Cancel any time for free.
[00:31:11.247 --> 00:31:13.930]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[00:31:14.170 --> 00:31:14.430]  Listen.
[00:31:16.812 --> 00:31:17.934]  Everybody wants somebody to fight?
[00:31:18.474 --> 00:31:19.115]  We're fighting!
[00:31:19.356 --> 00:31:20.697]  And we love you and we appreciate you.
[00:31:20.758 --> 00:31:25.024]  All we're saying is, we kicked their ass, but they're doubling down on us to make examples of us.
[00:31:25.344 --> 00:31:28.849]  If you make examples of us and fund us, we will be victorious and you win.
[00:31:28.869 --> 00:31:29.630]  Do you understand?
[00:31:29.650 --> 00:31:30.832]  I need your help, Frank!
[00:31:32.472 --> 00:31:34.073]  You think our information's hardcore?
[00:31:34.453 --> 00:31:35.693]  You think our focus is brutal?
[00:31:35.913 --> 00:31:37.474]  Try our nutraceuticals.
[00:31:37.754 --> 00:31:38.534]  Try our supplements.
[00:31:38.814 --> 00:31:41.455]  We've taken BrainForce and made it BrainForce Plus.
[00:31:41.675 --> 00:31:45.456]  Now at 20% more in the bottle and an even more hardcore formula.
[00:31:45.877 --> 00:31:48.237]  You owe it to yourself to get these products.
[00:31:48.277 --> 00:31:50.758]  They really have worked for myself, my family.
[00:31:50.778 --> 00:31:52.919]  They have five-star reviews by the thousands.
[00:31:53.519 --> 00:31:57.060]  Secure your BrainForce Plus today at InfoWarsLife.com.
[00:31:57.080 --> 00:31:57.400]  Now 20% stronger.
[00:31:57.420 --> 00:31:58.361]  Again, InfoWarsLife.com.
[00:32:02.202 --> 00:32:03.583]  Clean, pure drinking water.
[00:32:03.863 --> 00:32:05.144]  You can't survive without it.
[00:32:05.344 --> 00:32:06.244]  But where do you get it?
[00:32:06.564 --> 00:32:12.327]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:32:12.547 --> 00:32:18.270]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:32:18.450 --> 00:32:35.318]  Pairing the unprecedented superfiltration power of an all-new gravity block core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:32:35.698 --> 00:32:37.839]  Filter capacity up to 5,000 gallons.
[00:32:38.200 --> 00:32:39.400]  Stainless steel construction.
[00:32:39.661 --> 00:32:40.441]  Easy assembly.
[00:32:40.701 --> 00:32:41.342]  Low maintenance.
[00:32:41.622 --> 00:32:43.443]  Replacement filters are simple to install.
[00:32:43.723 --> 00:32:50.827]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[00:32:50.987 --> 00:32:56.010]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[00:32:56.191 --> 00:32:58.752]  Go to InfowarsStore.com or call 888-253-3139.
[00:33:06.465 --> 00:33:10.949]  You're listening to the Alex Jones Show.
[00:33:13.671 --> 00:33:20.056]  I'm picking up a fake transmission.
[00:33:20.096 --> 00:33:22.197]  I think it's Alex Jones calling.
[00:33:22.258 --> 00:33:22.658]  On screen.
[00:33:22.678 --> 00:33:24.439]  But here's the good news, chumps.
[00:33:26.161 --> 00:33:32.506]  You think you're gonna assassinate Trump, or shoot down the infinity and bully a bunch of us into going along with you?
[00:33:34.516 --> 00:33:35.597]  I'd like reserve power.
[00:33:35.657 --> 00:33:35.937]  Now.
[00:33:36.097 --> 00:33:37.818]  ...willing to have a fight.
[00:33:38.139 --> 00:33:39.379]  Wanting one at this point.
[00:33:39.599 --> 00:33:44.943]  And only the dumbest morons buy into your SJW globalist George Soros droppings.
[00:33:45.063 --> 00:33:45.723]  Stabilizer.
