[00:00:27.375 --> 00:00:28.155]  Blast off!
[00:27:09.800 --> 00:27:11.900]  It's like people want to make this big... Oh my gosh!
[00:27:12.120 --> 00:27:13.160]  This YouTuber was censored!
[00:27:13.320 --> 00:27:13.800]  Oh my gosh!
[00:27:13.941 --> 00:27:14.841]  This YouTuber was censored!
[00:27:15.041 --> 00:27:15.481]  Oh my gosh!
[00:27:15.621 --> 00:27:16.961]  That person was kicked off Facebook!
[00:27:17.501 --> 00:27:18.601]  Like it's some breaking news.
[00:27:20.042 --> 00:27:21.182]  And that's what it is.
[00:27:22.742 --> 00:27:27.543]  People tend to not care about what's happening until it hits their front door.
[00:27:27.583 --> 00:27:28.864]  So yeah, Alex Jones got centered.
[00:27:28.904 --> 00:27:29.684]  Most people didn't care.
[00:27:30.124 --> 00:27:31.685]  People don't tweet about InfoWars.
[00:27:31.705 --> 00:27:33.485]  People don't post about InfoWars.
[00:27:33.505 --> 00:27:34.145]  They're afraid to.
[00:27:34.265 --> 00:27:35.366]  Oh, Alex Jones, that guy?
[00:27:35.386 --> 00:27:35.926]  Yeah, good.
[00:27:35.986 --> 00:27:36.586]  Banned, whatever.
[00:27:37.006 --> 00:27:37.326]  Oh no!
[00:27:37.586 --> 00:27:38.927]  Now my favorite person got banned!
[00:27:39.647 --> 00:27:40.027]  Oh no!
[00:27:40.327 --> 00:27:42.188]  Now the person I f- Oh no, now I got banned!
[00:27:43.488 --> 00:27:43.608]  Oh.
[00:27:45.068 --> 00:27:46.529]  Remember what happened to InfoWars?
[00:27:47.789 --> 00:27:47.889]  Oh.
[00:27:49.090 --> 00:27:50.250]  Oh, that's none of my business.
[00:27:55.928 --> 00:28:11.497]  So, you know, it's kind of just, I think, the worldly part of me that's just naturally human, just to kind of have a chip on my shoulder and it's like, man,
[00:28:12.620 --> 00:28:14.421]  I got banned from YouTube and Facebook.
[00:28:14.601 --> 00:28:15.982]  You guys didn't say boo.
[00:28:16.542 --> 00:28:19.884]  Infowars got totally censored from live streaming on all these platforms.
[00:28:20.224 --> 00:28:21.285]  We're getting hit with everything.
[00:28:21.305 --> 00:28:22.485]  You guys didn't say boo.
[00:28:22.906 --> 00:28:29.049]  So, you know, I just, there's just a part of me that just kind of, like I said, picks up my glass and says, oh, you got censored too now?
[00:28:29.429 --> 00:28:30.630]  I guess that's none of my business.
[00:28:32.691 --> 00:28:35.873]  But no, I say that facetiously because we do all have to stand together against censorship.
[00:28:37.498 --> 00:28:42.484]  We're able to exist and continue at InfoWars.com because of your support at InfoWarsStore.com.
[00:28:42.684 --> 00:28:43.545]  And that's the key here.
[00:28:44.446 --> 00:28:48.551]  So, when you continue to support us, we'll continue to exist at InfoWars.com.
[00:28:48.611 --> 00:28:54.458]  And what you've noticed is, we give this platform to people that are getting censored.
[00:28:55.802 --> 00:28:59.725]  So that's how we beat the censorship, is you supporting us at InfoWarsStore.com.
[00:28:59.765 --> 00:29:02.186]  So we have this broadcast at InfoWars.
[00:29:13.470 --> 00:29:16.611]  I've got good news for the people of America and the people of the world.
[00:29:17.411 --> 00:29:22.633]  Trump has been totally exonerated from the entire Russian gate attempted coup d'etat takedown.
[00:29:23.393 --> 00:29:27.395]  And now he's going on the offense with the big executive order of a week ago.
[00:29:28.755 --> 00:29:32.176]  The word is Apple and Facebook and Twitter, they're all being
[00:29:53.453 --> 00:29:59.139]  Talked to by the President over the telephone, and private meetings are being set up where he's going to lay down the law.
[00:29:59.639 --> 00:30:09.990]  That they're not going to side with authoritarian foreign powers, and that they're going to either abide by the Constitution and Bill of Rights and not be authoritarians, or he's going to take action against them.
[00:30:10.310 --> 00:30:12.312]  That is everything we've needed to hear.
[00:30:12.753 --> 00:30:14.515]  Now let's make sure the President follows through.
[00:30:15.015 --> 00:30:16.416]  Now, Infowars, as you know,
[00:30:17.157 --> 00:30:19.860]  Well ladies and gentlemen, this is the last few days of the sale.
[00:30:34.477 --> 00:30:35.978]  Some of our best-selling items have sold out.
[00:30:36.098 --> 00:30:37.279]  Others are close to selling out.
[00:30:37.539 --> 00:30:41.021]  We've got to end the sale coming up early next week.
[00:30:41.361 --> 00:30:47.144]  If only leaves four or five days left in this super sale at InfoWarsStore.com or InfoWarsLife.com.
[00:30:47.424 --> 00:30:55.348]  Get store-wide free shipping and 50 to 60% off all these best-selling items and fund the InfoWar all at the same time.
[00:30:55.408 --> 00:30:56.369]  A total 360 win.
[00:30:56.689 --> 00:30:57.990]  The same for the First Amendment.
[00:30:58.770 --> 00:31:00.991]  Super sale at InfoWarsStore.com.
[00:31:01.271 --> 00:31:02.092]  Only a few days left.
[00:31:03.726 --> 00:31:04.006]  E.T.
[00:31:04.206 --> 00:31:05.147]  on in Texas.
[00:31:05.187 --> 00:31:05.948]  You're on the air.
[00:31:06.568 --> 00:31:07.028]  Go ahead.
[00:31:33.946 --> 00:31:37.167]  And I hope to hear from you again, and I will always keep in touch with you all.
[00:31:37.307 --> 00:31:38.547]  God bless you, Etian.
[00:31:38.687 --> 00:31:39.827]  I never plug Icarin.
[00:31:39.907 --> 00:31:43.508]  All we do is go out and see what is the best product already out there, and make it even stronger and better.
[00:31:43.528 --> 00:31:44.488]  What has the best ratings, name it.
[00:31:44.508 --> 00:31:47.949]  So for kidney and liver, Icarin as a flush, it's powerful.
[00:31:47.989 --> 00:31:50.670]  But if you're already in a weird state, consult a physician.
[00:31:50.690 --> 00:31:54.911]  A lot of companies have a bunch of marketing, but they sell kind of filler because they're scared of real supplements.
[00:31:54.951 --> 00:31:59.892]  I mean, real supplements can really help you, but also, you know, if you're in a weird place, you can get crazy.
[00:31:59.912 --> 00:32:01.332]  So Icarin and InfoWareStore.com.
[00:32:05.444 --> 00:32:08.125]  When it comes to rebuilding your energy, convenience is key.
[00:32:08.465 --> 00:32:14.366]  While coffee, candy, and other sugary products can give you a short boost, the crash can leave you more tired than ever.
[00:32:14.906 --> 00:32:26.909]  Turbo Force from InfoWars Life is a powerful mix-in energy packet that utilizes vitamins, amino acids, and extracts used for hundreds of years to provide you focus, clarity, and a boost of energy on the go.
[00:32:30.370 --> 00:32:34.111]  Simply take a packet, mix it into the indicated amount of water, and enjoy!
[00:32:35.925 --> 00:32:42.048]  With 14 servings per box for a two week or more supply, this is the formula to stock up on whenever you need a boost.
[00:32:43.989 --> 00:32:49.912]  Perfect for work, in the car, or at home, Turbo Force is the ultimate answer to a sluggish day.
[00:32:50.392 --> 00:32:51.813]  Don't let your day slow you down.
[00:32:52.393 --> 00:32:55.235]  Perk up with Turbo Force at infowarstore.com.
[00:33:06.986 --> 00:33:09.707]  You're listening to The Alex Jones Show.
[00:33:14.490 --> 00:33:19.412]  The answer to 1984 is 1776.
[00:33:19.452 --> 00:33:23.054]  You're listening to The Alex Jones Show.
[00:33:23.114 --> 00:33:25.875]  And now, your host, Owen Troyer.
[00:33:43.117 --> 00:33:47.724]  Alright, ladies and gentlemen, welcome back to the Alex Jones Show, brought to you by InfoWarsStore.com.
[00:33:48.285 --> 00:33:50.068]  Dan Lyman is going to be joining me at noon.
[00:33:50.168 --> 00:33:53.173]  He's got the latest story at InfoWars Europe.
[00:33:54.867 --> 00:34:00.830]  How there is a new alliance forming with nationalists.
[00:34:02.150 --> 00:34:04.751]  And so he's going to be joining us at noon.
[00:34:05.172 --> 00:34:10.654]  And then Alex Jones is going to be coming on with us after that at 1230.
[00:34:11.895 --> 00:34:13.696]  So that's coming up here shortly.
[00:34:13.836 --> 00:34:23.240]  In the meantime, let me just bear down and get into some of these stacks of news.
[00:34:24.867 --> 00:34:35.894]  And kind of finish what I'm talking about with Omar, but you know, this is, uh... Honestly, it's a long time coming, folks.
[00:34:37.535 --> 00:34:39.156]  For us to face the music of 9-11 and the lies.
[00:34:41.570 --> 00:34:48.932]  And so, you'll see the finger-pointing at Jews, you'll see the finger-pointing at Muslims, you'll see the finger-pointing at Bush, you'll see all the finger-pointing.
[00:34:48.952 --> 00:34:50.013]  It's all happening right now.
[00:34:50.613 --> 00:34:52.614]  And I want to be clear.
[00:34:52.954 --> 00:34:54.514]  I can't stand Ilhan Omar.
[00:34:54.534 --> 00:34:56.455]  When I see her, I see a snake.
[00:34:57.975 --> 00:35:03.117]  But, if a snake tells you 1 plus 1 equals 2, you have to give the snake credit.
[00:35:03.357 --> 00:35:03.837]  Snake's right.
[00:35:04.458 --> 00:35:07.759]  So when Ilhan Omar insinuates, we were lied to about 9-11, she's right!
[00:35:09.952 --> 00:35:13.675]  Now when Ilhan Omar wants to bring radical Islam into the West, she's wrong.
[00:35:15.396 --> 00:35:16.377]  But that's who she is.
[00:35:18.739 --> 00:35:28.106]  So I'm just at a crossroads here, and I apologize that I can't get over this, and I promise I'm going to, but it's just like, again, I can't stand Ilhan Omar.
[00:35:28.407 --> 00:35:29.528]  Please do not get me wrong.
[00:35:30.268 --> 00:35:33.431]  But I recognize that what she's doing
[00:35:35.418 --> 00:35:39.885]  The conversation that she's spurring right now is long overdue.
[00:35:41.807 --> 00:35:45.352]  And I'm getting sick of something else too because...
[00:35:46.605 --> 00:35:49.528]  All I'm gonna hear about now is how poor the Jews are.
[00:35:49.988 --> 00:35:50.909]  Oh, the poor Jews.
[00:35:51.550 --> 00:35:52.591]  Oh, the anti-Semites.
[00:35:53.051 --> 00:35:53.912]  I'm American!
[00:35:54.352 --> 00:35:55.433]  Israel's our ally.
[00:35:55.633 --> 00:35:56.554]  We have their back.
[00:35:56.854 --> 00:35:57.655]  It works fine.
[00:35:57.935 --> 00:35:58.856]  Jews assimilate.
[00:35:58.996 --> 00:36:00.137]  They get along in America.
[00:36:00.417 --> 00:36:01.118]  It's all good!
[00:36:01.418 --> 00:36:08.104]  But don't sit here and complain about anti-Semitism all day long when we've got anti-Americans in office!
[00:36:10.947 --> 00:36:13.309]  But again, this is all gonna come to a head.
[00:36:15.050 --> 00:36:16.531]  And Ilhan Omar is spurring it!
[00:36:17.552 --> 00:36:20.655]  But all you're going to hear is, Oh, who's she blaming?
[00:36:21.055 --> 00:36:23.137]  Oh, how could she say it's an inside job?
[00:36:23.577 --> 00:36:24.478]  Oh, it was Bush!
[00:36:24.798 --> 00:36:25.779]  Oh, it was the Jews!
[00:36:25.799 --> 00:36:26.720]  Oh, it was this!
[00:36:26.920 --> 00:36:27.220]  Oh, it was that!
[00:36:27.421 --> 00:36:29.482]  Well, let's actually maybe find out who it was.
[00:36:29.783 --> 00:36:38.090]  But if we're going to be so upset over anti-Semitism in Congress and make that a crime, what about anti-Americanism?
[00:36:40.011 --> 00:36:41.833]  You know, I'm getting sick and tired of this because
[00:36:43.347 --> 00:36:45.969]  The Democrats are now pushing for reparations for slavery.
[00:36:46.229 --> 00:36:57.534]  Do you realize that Americans, most Americans, A, didn't have slaves, B, Americans, white in skin color, died during the Civil War.
[00:36:58.015 --> 00:37:02.297]  Should their families pay reparations because they fought to free slaves?
[00:37:04.798 --> 00:37:09.661]  It's all ridiculous and it's all coming to a head at once.
[00:37:10.632 --> 00:37:12.813]  Along with a series of other issues.
[00:37:13.054 --> 00:37:14.334]  The border being wide open.
[00:37:14.614 --> 00:37:16.035]  Disease coming across the border.
[00:37:16.275 --> 00:37:18.037]  The Russian collusion narrative failing.
[00:37:18.237 --> 00:37:19.077]  The censorship.
[00:37:20.538 --> 00:37:22.499]  Potential world war breaking out.
[00:37:22.519 --> 00:37:30.664]  The President has his hands full, no doubt.
[00:37:33.646 --> 00:37:34.707]  He has to shut the border down.
[00:37:35.547 --> 00:37:38.309]  We're in a damn national emergency right now.
[00:37:39.659 --> 00:37:40.920]  The border needs to be shut down.
[00:37:40.961 --> 00:37:41.641]  This is a joke.
[00:37:43.363 --> 00:37:44.304]  This is a damn joke.
[00:37:47.067 --> 00:37:48.229]  But let me just focus here.
[00:37:51.913 --> 00:37:52.754]  Let me just focus here.
[00:37:54.896 --> 00:38:00.923]  And get into the rest of this kind of cultural news here.
[00:38:03.075 --> 00:38:12.637]  Try to put the Ilhan Omar radical Islamic terror attack thwarted in Maryland thing behind me and move on to this from the ACLU.
[00:38:15.877 --> 00:38:16.697]  The ACLU.
[00:38:17.958 --> 00:38:18.458]  Breaking!
[00:38:20.018 --> 00:38:27.099]  We and partners have issued a travel advisory urging immigrants and people of color to use extreme caution when traveling in Florida.
[00:38:28.099 --> 00:38:31.260]  That's a real message from the ACLU.
[00:38:32.335 --> 00:38:37.778]  The state is on the verge of passing a draconian anti-immigrant bill which will endanger our communities.
[00:38:38.019 --> 00:38:42.942]  Do you realize the level of fake news right here from the ACLU?
[00:38:44.022 --> 00:38:47.905]  This is off the charts fake news.
[00:38:50.847 --> 00:38:53.068]  Travel advisory for immigrants?
[00:38:53.749 --> 00:38:56.550]  What in the hell are you talking?
[00:38:56.891 --> 00:38:57.391]  Oh, oh, oh!
[00:39:02.842 --> 00:39:07.806]  It says, it's warning people of color against traveling in Florida.
[00:39:08.166 --> 00:39:09.967]  What the hell does that even mean?
[00:39:11.248 --> 00:39:12.950]  Don't go to Florida if you're black?
[00:39:13.310 --> 00:39:15.171]  Don't go to Florida if you're Latino?
[00:39:15.592 --> 00:39:16.592]  What, are you joking?
[00:39:16.612 --> 00:39:20.856]  There's parts of Florida that are mostly Latino.
[00:39:21.456 --> 00:39:24.258]  There's parts of Florida that only speak Spanish.
