[00:00:18.674 --> 00:00:24.037]  Ladies and gentlemen,
[00:27:26.627 --> 00:27:33.972]  Announces that they're having a symposium to, quote, shut down anything viral and Matt Drudge.
[00:27:34.032 --> 00:27:34.732]  These are quotes.
[00:27:36.033 --> 00:27:36.433]  I'm sorry.
[00:27:36.914 --> 00:27:37.794]  Get Drudge.
[00:27:38.375 --> 00:27:39.595]  We gonna get ya.
[00:27:41.957 --> 00:27:42.757]  And why shouldn't they be?
[00:27:43.538 --> 00:27:45.659]  They chastise people in Congress every month.
[00:27:45.719 --> 00:27:48.821]  I see a new video going, Alex Jones is still online.
[00:27:48.841 --> 00:27:49.702]  We want him shut down.
[00:27:49.762 --> 00:27:50.943]  We're working on it, sir.
[00:27:52.103 --> 00:27:54.205]  Senator Blumenthal's like, good, get it done quicker.
[00:27:57.984 --> 00:28:00.404]  And they're doing it to everybody now.
[00:28:02.745 --> 00:28:14.827]  Down to Facebook announcing that they're experimenting getting rid of likes because they don't like the fact that you can tell people as a human what you like.
[00:28:15.247 --> 00:28:16.167]  Talk about tyranny!
[00:28:16.387 --> 00:28:20.888]  Someone in a prison can, through the bars, up or down their fingers.
[00:28:21.268 --> 00:28:24.489]  Or can boo if they don't get their lunch or dinner.
[00:28:25.128 --> 00:28:29.952]  But you won't have the rights of a prisoner in a maximum security prison!
[00:28:33.654 --> 00:28:39.099]  And these arrogant technocrats believe they've already broken away from humanity and we're in the post-human world!
[00:28:40.097 --> 00:28:40.597]  InfoWars
[00:29:09.454 --> 00:29:12.195]  The most banned network in the world.
[00:29:12.375 --> 00:29:18.196]  The brand new Super Silver Skin Cream at InfoWarsStore.com.
[00:29:18.336 --> 00:29:19.596]  Two different sizes.
[00:29:19.816 --> 00:29:22.017]  Check it out for yourself, the ingredients.
[00:29:22.117 --> 00:29:24.398]  Research it for yourself and you will find out why.
[00:29:24.558 --> 00:29:30.659]  The crew here and the people behind this are so excited about Super Silver Skin Cream at InfoWarsStore.com.
[00:29:30.839 --> 00:29:32.120]  It's all thanks to this audience.
[00:29:32.300 --> 00:29:33.261]  I cannot thank you enough.
[00:29:33.341 --> 00:29:34.382]  I cannot salute you enough.
[00:29:34.582 --> 00:29:37.405]  You make InfoWars go by shopping at InfoWarsStore.com.
[00:29:37.445 --> 00:29:38.505]  But don't just support InfoWars.
[00:29:38.566 --> 00:29:41.168]  Support yourself by stopping at InfoWarsStore.com.
[00:29:41.208 --> 00:29:45.031]  Support yourself by trying the all-new SuperSilver Skin Cream.
[00:29:45.051 --> 00:29:45.671]  Support yourself.
[00:29:45.711 --> 00:29:46.492]  Support your skin.
[00:29:46.572 --> 00:29:50.836]  Support the biggest organ, your skin, by getting the new SuperSilver Skin Cream at InfoWarsStore.com.
[00:29:50.956 --> 00:29:51.476]  I look forward to it.
[00:29:51.496 --> 00:29:52.137]  This is brand new.
[00:29:52.297 --> 00:29:54.619]  I haven't tested this yet, so I look forward to testing this.
[00:29:54.799 --> 00:29:58.222]  But I've tried all the other supplements, and they are great, ladies and gentlemen.
[00:29:58.382 --> 00:30:00.043]  Now we've got multiple options.
[00:30:00.083 --> 00:30:02.485]  The grapefruit, the lavender scent, or unscented.
[00:30:02.525 --> 00:30:04.887]  It's the Super Silver Skin Cream.
[00:30:05.147 --> 00:30:06.208]  And it's already 25% off.
[00:30:06.228 --> 00:30:10.811]  This is a really good price here for such a, I'm sure, advanced product.
[00:30:10.851 --> 00:30:12.392]  The Super Silver Skin Cream.
[00:30:12.472 --> 00:30:13.713]  Probably nothing else like it.
[00:30:13.813 --> 00:30:15.955]  Much like the Super Silver Wound Dressing Gel.
[00:30:15.975 --> 00:30:21.659]  So support yourself at InfowarsStore.com and support free speech by shopping at InfowarsStore.com.
[00:30:21.899 --> 00:30:25.362]  Another brand new exclusive product only at InfowarsStore.com.
[00:30:41.611 --> 00:30:46.754]  Josh in Washington.
[00:30:46.774 --> 00:30:47.274]  You're on the air.
[00:30:47.314 --> 00:30:47.614]  Go ahead.
[00:30:47.874 --> 00:30:49.035]  Alex, God bless you.
[00:30:49.175 --> 00:30:51.536]  I have an idea for a new InfoWars t-shirt.
[00:30:51.616 --> 00:30:57.419]  Instead of, this is your brain, this is your brain on drugs, this is your brain, this is your brain on 5G.
[00:30:57.439 --> 00:30:58.199]  Ooh, yeah.
[00:30:58.239 --> 00:30:59.560]  Showing your brain getting fried.
[00:30:59.600 --> 00:31:01.401]  Then I have some comments on your supplements, man.
[00:31:01.461 --> 00:31:02.341]  Totally changed my life.
[00:31:02.501 --> 00:31:05.563]  I use TurboForce, BodyEase, AlphaPower, BrainForce.
[00:31:05.763 --> 00:31:08.024]  Well, you're right that all of these things are known to
[00:31:23.490 --> 00:31:24.110]  To be incredible.
[00:31:24.150 --> 00:31:30.793]  Whether it's turmeric, or whether it's the fish oil, or the krill oil, or whether it's the DNA force with the CoQ10 and BioPQQ and all the rest of it.
[00:31:30.933 --> 00:31:33.335]  All of these are things that are like rocket fuel in the body.
[00:31:33.415 --> 00:31:35.816]  People think just dumping energy drinks on it will do something.
[00:31:35.836 --> 00:31:37.677]  No, if your base isn't there, none of it works.
[00:31:37.697 --> 00:31:40.938]  But you take these bases together, then you have your foundation.
[00:31:40.998 --> 00:31:42.679]  Now you can build the big, strong temple.
[00:31:42.699 --> 00:31:43.759]  It's not that I'm perfect either.
[00:31:43.779 --> 00:31:44.840]  I've tricked my body really bad.
[00:31:44.880 --> 00:31:49.022]  But with these products I take, and I religiously remember to take them, it makes my life so much better.
[00:31:49.042 --> 00:31:51.803]  And then it funds the information war, which is so critical.
[00:31:51.883 --> 00:31:52.544]  Thank you so much.
[00:31:52.564 --> 00:31:53.104]  God bless you.
[00:32:02.523 --> 00:32:15.476]  Thomas Jefferson predicted, over 240 years ago, that when our republic was in trouble in the future, it'd be the farmers that were close to the ground, close to reality, who actually worked for a living, that would end up saving the nation.
[00:32:15.696 --> 00:32:18.239]  And today, the communist Chinese have banned all U.S.
[00:32:18.619 --> 00:32:24.044]  farming goods a week ago, and we've seen massive increases in polls to support for the president.
[00:32:24.665 --> 00:32:28.608]  And what he's doing in this trade war wants China to put pressure on our farmers.
[00:32:29.228 --> 00:32:29.789]  That's beautiful.
[00:32:30.249 --> 00:32:31.810]  Americans aren't going to be bullied.
[00:32:32.170 --> 00:32:33.171]  And we aren't going to back down.
[00:32:33.771 --> 00:32:41.136]  So to the Joaquin Cruises and the Hillary Clintons of the world that want to intimidate people and tell us to back down, we're never going to give up.
[00:32:41.356 --> 00:32:43.318]  And all you've done is awaken the human spirit.
[00:32:43.678 --> 00:32:47.561]  And the human spirit lives at InfoWars.com and NewsWars.com.
[00:32:47.861 --> 00:32:48.782]  And I'm asking listeners,
[00:32:49.562 --> 00:32:53.385]  Whatever you do, spread those links because we are the light in the dark of the night.
[00:32:53.705 --> 00:32:54.566]  We are the resistance.
[00:32:54.786 --> 00:33:01.291]  We are 1776 worldwide.
[00:33:05.655 --> 00:33:11.560]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:22.443 --> 00:33:24.445]  Waging war on corruption.
[00:33:24.846 --> 00:33:26.187]  It's Alex Jones.
[00:33:30.252 --> 00:33:31.353]  I'm Alex Jones, your host.
[00:33:32.617 --> 00:33:36.559]  We're here live every Monday through Friday from 11 a.m.
[00:33:36.599 --> 00:33:37.079]  to 3 p.m.
[00:33:37.119 --> 00:33:37.359]  Central.
[00:33:37.379 --> 00:33:39.060]  I come back Sundays 4 to 6 p.m.
[00:33:39.080 --> 00:33:45.203]  We kick off the live shows here every weekday morning with a powerful transmission with David Knight, The David Knight Show.
[00:33:45.223 --> 00:33:47.223]  And of course after I go off at 3 p.m.
[00:33:47.263 --> 00:33:53.706]  Central, Owen Troyer knocking out of the park with The War Room and new shows to be announced just here in the next four or five days.
[00:33:54.166 --> 00:33:55.127]  So get ready for that.
[00:33:55.627 --> 00:33:57.168]  Infowars.com, Newswars.com.
[00:33:57.908 --> 00:34:02.474]  So I've kind of set the table the last couple segments with some of the history, the basic facts.
[00:34:03.775 --> 00:34:17.070]  There is an arms race, you could say, for who will control the technocracy, what company can get its robot in your house that spies on you and tracks you and sells data on you.
[00:34:18.659 --> 00:34:25.085]  And which robot can get you to use it as an assistant to buy the products directly from that robot?
[00:34:25.205 --> 00:34:27.447]  That's what Amazon's whole model is.
[00:34:27.928 --> 00:34:31.931]  It says it on the plastic bags they give you at Whole Foods and so on by Amazon.
[00:34:31.951 --> 00:34:37.977]  Hey, when you eat avocados, tell Alexa, Alexa, I need avocados.
[00:34:38.598 --> 00:34:40.279]  That's all part of the Alexa training.
[00:34:41.760 --> 00:34:43.082]  But Alexa's training you.
[00:34:44.298 --> 00:34:44.398]  Yes.
[00:35:03.510 --> 00:35:08.373]  Like Control-F, that was 20 years ago, 30 years ago with NSA technology with these systems.
[00:35:08.813 --> 00:35:12.716]  Now, AI tells them which areas to look at and it's all highlighted.
[00:35:12.736 --> 00:35:18.379]  And if they wish to hear the actual audio, I've talked to people that work there at Amazon and Google.
[00:35:18.419 --> 00:35:23.242]  You just click on the word at the point it starts playing the audio from that point.
[00:35:23.963 --> 00:35:25.203]  And a lot of these have video now.
[00:35:26.024 --> 00:35:26.904]  A lot of these assistants.
[00:35:27.004 --> 00:35:30.807]  So, they click it and it's all there on the timeline.
[00:35:32.196 --> 00:35:34.357]  And then they report on bugs, glitches, problems.
[00:35:35.257 --> 00:35:36.898]  And so here's my message to the President.
[00:35:38.119 --> 00:35:43.141]  Mr. President, I understand that the architecture of the world is a technocracy.
[00:35:43.161 --> 00:35:45.682]  I understand that 50 years ago it was decided to build this.
[00:35:46.482 --> 00:35:48.043]  I understand that everything's wired into it.
[00:35:48.543 --> 00:35:54.726]  I understand now it's a race between us and the Chinese and a few corporations for who will have the most powerful AI.
[00:35:56.451 --> 00:36:01.476]  That is a trap, and I'll use the Lord of the Rings analogy, the allegory, but we have mainline historical ones.
[00:36:02.176 --> 00:36:06.920]  You've got the rings handed out that have all these powers to the men, to the dwarves, to the elves.
[00:36:08.682 --> 00:36:12.545]  But, of course, in the dark, one ring is forged to rule them.
[00:36:13.308 --> 00:36:14.309]  And in the darkness, bind them.
[00:36:15.150 --> 00:36:16.932]  And all of these things have backdoors.
[00:36:17.152 --> 00:36:21.016]  All of these things are older technologies that are already obsolete that were given.
[00:36:21.296 --> 00:36:27.022]  And there's way more advanced systems that are admitted to, and many that aren't admitted to, that are taking place and going on.
[00:36:27.042 --> 00:36:29.885]  It's like I told you 25 years ago about human-animal clones.
[00:36:30.165 --> 00:36:31.086]  That was in the literature.
[00:36:31.126 --> 00:36:31.726]  It was going on.
[00:36:32.495 --> 00:36:32.795]  Okay?
[00:36:33.155 --> 00:36:34.636]  And it said 20 years before.
[00:36:35.017 --> 00:36:40.360]  That's 45 years ago, MIT admits human-animal clones in the test tube.
[00:36:40.901 --> 00:36:45.023]  Now obviously, they put them inside cows and gestated them and grew them, and that's now admitted as well.
[00:36:48.470 --> 00:36:50.072]  Everything's 30, 40 years advanced.
[00:36:50.412 --> 00:36:57.339]  And as the singularity accelerates, I call it a cascade of singularities, sub-singularities, but I do believe in the singularity.
[00:36:58.039 --> 00:36:59.441]  Not in this dimension, but higher dimensions.
[00:36:59.461 --> 00:37:00.702]  It'll take a lot longer than they're saying.
[00:37:01.022 --> 00:37:04.405]  But there will be chain reaction singularities that cause major disruptions.
