[00:00:12.792 --> 00:00:13.237]  Let's go!
[00:25:35.252 --> 00:25:39.216]  I swear I'm gonna find a mom-and-pop company and I'm gonna get them as a sponsor on this.
[00:25:40.297 --> 00:25:44.922]  Everyone must absolutely dump Gillette and let them know because they make it a joke.
[00:25:45.183 --> 00:25:45.843]  It's not a joke.
[00:25:46.284 --> 00:25:54.433]  In fact, it's a deadly serious ad showing men themselves as inherently evil to create a huge debate and fight amongst ourselves.
[00:25:55.998 --> 00:26:03.904]  You've got Alexandra Cortez coming out saying CBS is racist and bad because they didn't send a black reporter to cover her for Congress.
[00:26:04.845 --> 00:26:07.107]  But she says, better get better next time.
[00:26:08.008 --> 00:26:12.311]  That's why to counter her, and to get back in her face whenever she said that Don Jr.
[00:26:12.652 --> 00:26:17.155]  might face prison time for making the point that, you know, she loves Venezuela so much.
[00:26:17.435 --> 00:26:18.837]  In Venezuela, they eat their dogs.
[00:26:19.117 --> 00:26:21.979]  In capitalist countries like America, we walk our dogs.
[00:26:22.620 --> 00:26:22.740]  So.
[00:26:24.528 --> 00:26:26.289]  I came up with the idea for this little baby.
[00:26:27.569 --> 00:26:30.351]  And we have this as a limited edition, but I want it to be a bestseller.
[00:26:31.091 --> 00:26:32.312]  This is the first limited edition.
[00:26:32.332 --> 00:26:33.452]  We have another design coming out.
[00:26:33.712 --> 00:26:36.594]  There's only a few thousand of these, but we want this to be a huge seller.
[00:26:36.874 --> 00:26:40.756]  We want to put 50,000, 100,000 out of these like we've done Hillary for President.
[00:26:41.376 --> 00:26:45.218]  And it says, capitalists walk their dogs, socialists eat them.
[00:26:46.038 --> 00:26:50.360]  And it's got an American flag that's very triggering to her, saying InfoWars.com.
[00:26:50.980 --> 00:26:51.701]  So there it is.
[00:26:52.882 --> 00:26:55.143]  It is on InfoWars.com.
[00:26:55.743 --> 00:26:59.884]  There's links to it on InfoWars.com, to InfoWarsStore.com.
[00:27:02.124 --> 00:27:04.925]  Capitalists walk their dog, socialists eat them shirt.
[00:27:06.245 --> 00:27:18.928]  This is triggering, this is powerful, and it shows her with an enlarged cartoon head with giant ears, looking like a dog foaming at the mouth, because that's what she looks like, is a dog on methamphetamine.
[00:27:19.758 --> 00:27:21.219]  She's probably on methamphetamine.
[00:27:21.299 --> 00:27:22.040]  I mean, what is she on?
[00:27:22.060 --> 00:27:22.800]  We should ask the question.
[00:27:23.040 --> 00:27:23.801]  She used to be good-looking.
[00:27:23.841 --> 00:27:26.022]  She's lost so much weight and has meth mouth.
[00:27:26.603 --> 00:27:29.165]  So you could call it the Alexandra Cortez meth mouth.
[00:27:29.505 --> 00:27:37.490]  Because she dares to threaten people with jail time and subpoenas if they make fun of the fact that capitalists walk their dogs, socialists eat them.
[00:27:38.651 --> 00:27:44.716]  And she looks meth, you know, out of her brain now, like she's flying on planet Pop-Tart.
[00:27:45.583 --> 00:27:47.846]  And so, get the hottest shirt on the internet.
[00:27:47.866 --> 00:27:48.647]  We know it's been the hottest.
[00:27:48.928 --> 00:27:51.992]  No reviews yet, because we're just launching it in the last few days.
[00:27:52.152 --> 00:27:55.276]  Infowarsstore.com, Infowarslive.com, or 888-253-3139.
[00:27:55.316 --> 00:27:56.939]  And listen, we need your support.
[00:27:59.773 --> 00:28:01.675]  We want these to blow off the shelf.
[00:28:01.795 --> 00:28:02.756]  I want to reorder them.
[00:28:03.497 --> 00:28:05.819]  We're going to have a slightly different design each time.
[00:28:05.919 --> 00:28:10.864]  I want to have 10 different limited editions sell out in the next six months of this.
[00:28:11.684 --> 00:28:15.668]  And I want this everywhere, because she's the new symbol of the Democratic Party.
[00:28:16.249 --> 00:28:19.692]  And it points out, capitalists walk their dogs, socialists eat them.
[00:28:20.052 --> 00:28:23.035]  And when people say, man, well, why are you showing her as a dog?
[00:28:23.295 --> 00:28:24.437]  Because, ladies and gentlemen,
[00:28:25.393 --> 00:28:30.635]  In the final equation of communism, people eat people and are made lower than dogs.
[00:28:31.095 --> 00:28:35.837]  And she is an absolute tyrant wanting to arrest people that make fun of her.
[00:28:36.118 --> 00:28:40.079]  And so we're going to show her how America works and throw it back in her face.
[00:28:40.359 --> 00:28:45.422]  Because she, show her when we come back or tag on to this live video later when we upload it.
[00:28:45.822 --> 00:28:48.503]  Her dancing a few years ago, she was good looking and looked healthy.
[00:28:49.083 --> 00:28:50.203]  What drugs are she on?
[00:28:50.243 --> 00:28:51.784]  We need an intervention.
[00:28:51.864 --> 00:28:52.744]  Methamphetamine?
[00:28:52.804 --> 00:28:54.565]  Or is it Adderall?
[00:28:54.805 --> 00:28:55.765]  What is she snorting?
[00:28:56.085 --> 00:28:57.866]  We need to help Alexandra Cortez.
[00:28:58.046 --> 00:28:58.706]  Get the t-shirt.
[00:28:58.906 --> 00:28:59.866]  InfoWarsaw.com.
[00:28:59.946 --> 00:29:00.266]  Do it!
[00:29:02.387 --> 00:29:11.890]  Alex Jones has been behind several right-wing conspiracy theories.
[00:29:19.754 --> 00:29:20.335]  I'm coming.
[00:29:21.356 --> 00:29:30.884]  Paul and Frank Stringini are a pair of brothers who have a YouTube channel featuring humors, animations, and songs that are sometimes provocative and offensive.
[00:29:31.005 --> 00:29:33.287]  They are artists with a message to corporate censors.
[00:29:33.347 --> 00:29:34.728]  Censor us and we will destroy you.
[00:29:34.808 --> 00:29:39.572]  They're also creators of a real video game they made called Alex Jones vs. the NPCs.
[00:29:39.993 --> 00:29:45.098]  You can find the Stringini bros on YouTube, StringiniBrothers.com.
[00:29:45.598 --> 00:29:51.082]  Creating art, creating literature, creating images, creating ideas is what the establishment's most scared of.
[00:29:51.222 --> 00:29:52.343]  So you guys are the cure.
[00:29:52.443 --> 00:29:54.864]  And what's on your mind here on Christmas Eve, my friends?
[00:29:55.025 --> 00:29:58.267]  Well, the thing that is most on our mind is freedom of speech.
[00:29:58.627 --> 00:30:02.610]  There are all these conglomerates, corporations that want to shut people down, like you.
[00:30:02.630 --> 00:30:08.894]  One of the reasons we were inspired to make the game was because of what they did to you and the way they distorted the truth.
[00:30:09.595 --> 00:30:12.977]  They're supposed to be the people who give us the truth.
[00:30:13.672 --> 00:30:15.712]  But they're spreading lies and misinformation.
[00:30:16.373 --> 00:30:19.973]  And part of what this game is supposed to portray, it's saying a lot of things.
[00:30:20.694 --> 00:30:27.275]  But we are not going to sit by while they take away our freedoms and they tell us what we're allowed to hear or listen to.
[00:30:27.775 --> 00:30:28.615]  We're explorers.
[00:30:28.655 --> 00:30:31.576]  We want to explore the world and know what's out there.
[00:30:32.056 --> 00:30:36.657]  And I'm not going to allow any corporation to tell me I can't hear something like Alex Jones.
[00:30:37.265 --> 00:30:39.566]  If I want to listen to Alex Jones, I'm going to listen to Alex Jones.
[00:30:39.726 --> 00:30:42.287]  The dangerous thing is that they don't realize the danger is.
[00:30:42.587 --> 00:30:46.149]  If they don't allow people to speak, what are people left with?
[00:30:46.349 --> 00:30:47.209]  What comes next?
[00:30:47.469 --> 00:30:48.810]  And so they can't be allowed to win.
[00:30:48.850 --> 00:30:50.851]  And that's why in this game, you can't lose.
[00:30:50.971 --> 00:30:52.151]  Because we're not allowed to lose.
[00:30:52.351 --> 00:30:53.592]  We must win this fight.
[00:30:53.712 --> 00:30:57.033]  You can't kill Alex Jones in this game because we are going to win.
[00:30:57.233 --> 00:30:59.174]  There's no one in the studio right now.
[00:30:59.194 --> 00:31:00.515]  I don't know where they got this.
[00:31:01.415 --> 00:31:02.555]  Crazy tomahawk.
[00:31:03.156 --> 00:31:04.956]  Seriously, what are these doing around the office?
[00:31:05.616 --> 00:31:08.857]  But there's camera 5 about 30 feet away.
[00:31:09.597 --> 00:31:12.138]  The question is, can I hit camera 5?
[00:31:12.178 --> 00:31:14.059]  No framing.
[00:31:14.799 --> 00:31:17.459]  The problem is, I can definitely get it, but that light's in my way.
[00:31:17.479 --> 00:31:18.120]  That's alright.
[00:31:20.375 --> 00:31:20.996]  Hit the light.
[00:31:21.717 --> 00:31:23.419]  See, I told you the light was in the way.
[00:31:23.700 --> 00:31:25.122]  Hey, I get three chances.
[00:31:25.142 --> 00:31:26.464]  Bring the hatchet back, please.
[00:31:26.624 --> 00:31:29.348]  Let me see if I can get camera five now, because I was gonna get it.
[00:31:29.909 --> 00:31:31.011]  It's a good 30 feet away.
[00:31:33.493 --> 00:31:34.834]  Dang, I hit the TV that time.
[00:31:34.854 --> 00:31:37.376]  Alright, we gotta keep going here.
[00:31:37.476 --> 00:31:39.097]  Alright, this is the final shot.
[00:31:39.798 --> 00:31:41.179]  If I can't make it now, I'm no good.
[00:31:41.199 --> 00:31:44.482]  Alright, stuck in the wall but I didn't get it.
[00:31:44.642 --> 00:31:48.505]  Alright, actually it was all 3D, none of it was real.
[00:31:48.745 --> 00:31:53.649]  He's not allowed to make new accounts anymore and he is permanently kicked off the platform.
[00:31:54.930 --> 00:31:55.891]  My heart's big!
[00:31:56.051 --> 00:31:58.172]  It's got hot blood going through it fast!
[00:32:03.260 --> 00:32:06.923]  Super Silver Wound Gel uses SilverSol technology.
[00:32:07.224 --> 00:32:10.647]  There's been extensive research on SilverSol technology.
[00:32:11.007 --> 00:32:20.536]  This research includes 20 plus safety reports and test series, as well as the first ever double-blind FDA-cleared human ingestion toxicity test.
[00:32:21.056 --> 00:32:21.436]  ...study.
[00:32:21.736 --> 00:32:24.477]  This formula is 24 ppm.
[00:32:24.817 --> 00:32:29.779]  That's 32 ppm version is FDA cleared as a prescription medical device.
[00:32:29.839 --> 00:32:32.219]  Similar products sell for $40 or more.
[00:32:32.479 --> 00:32:37.121]  It's one of the only OTC products that direct claims against MRSA.
[00:32:37.141 --> 00:32:37.741]  Ah, you don't want that.
[00:32:38.141 --> 00:32:41.942]  And VRE, two of the most deadly forms of bacteria that can cause infection.
[00:32:42.162 --> 00:32:44.822]  Great for first and second degree burns, including sunburn.
[00:32:45.102 --> 00:32:48.403]  The Super Silver Wound Gel is essential armor for your wounds.
[00:32:48.783 --> 00:32:54.064]  The barrier protection can last up to three days on the skin, helping to eliminate the chance of infection.
[00:32:54.144 --> 00:32:58.285]  It's perfect for athletes of all ages in all areas of sports.
[00:32:59.145 --> 00:33:01.826]  Super Silver Wound Gel.
[00:33:06.966 --> 00:33:09.688]  You're listening to the Alex Jones Show.
[00:33:22.119 --> 00:33:31.288]  Defending the Republic from enemies foreign and domestic, it's Alex Jones.
[00:33:45.351 --> 00:33:45.771]  You know what?
[00:33:45.891 --> 00:33:46.872]  I'm going to do this now.
[00:33:47.732 --> 00:33:49.112]  And the next segment is even longer.
[00:33:49.172 --> 00:33:56.295]  I'm going to play the sickening Gillette commercial that some people said was a joke.
[00:33:56.335 --> 00:33:56.855]  It's not a joke.
[00:33:56.895 --> 00:33:57.995]  It's very, very serious.
[00:33:58.595 --> 00:34:05.698]  Showing boys as bad and that classic masculinity is abusive and aggressive and offensive.
[00:34:06.058 --> 00:34:07.778]  No, masculinity just stands up.
[00:34:08.838 --> 00:34:11.799]  And then there's always going to be bad, aggressive people that are men and women.
[00:34:11.859 --> 00:34:13.240]  And then it's the most aggressive.
[00:34:14.344 --> 00:34:20.525]  Most dominant individuals in history, time and time again, that are actually the winners, who are actually good.
[00:34:20.545 --> 00:34:25.347]  And that's what builds good, strong civilization, is moral, upright groups.
[00:34:25.967 --> 00:34:30.868]  What always brings civilization down is groups that are not moral, not upright.
[00:34:31.448 --> 00:34:34.389]  Did we get the piece that I asked for earlier?
[00:34:34.409 --> 00:34:40.050]  As I say a lot, I know you guys can miss some of it, as I shout out orders up here on air, directing my own show live.
[00:34:42.526 --> 00:34:44.687]  We do have the Crossfire Hurricane John Bowne report.
[00:34:45.647 --> 00:34:49.908]  I want to play that right now because, and then I want to play a Fox News clip that I just saw during the break.
[00:34:49.928 --> 00:34:51.209]  That's why I changed course here.
[00:34:52.289 --> 00:34:55.610]  So I meant to say this when I started the show today because I was looking at it this morning.
