[00:00:30.834 --> 00:00:31.954]  It's Sunday, August 25th.
[01:28:08.183 --> 01:28:11.364]  Yeah, you know, you gotta get that fluoridated water out of your life, man.
[01:28:11.464 --> 01:28:14.045]  I've been drinking it my whole life, I know.
[01:28:14.065 --> 01:28:15.085]  It's not too late.
[01:28:15.125 --> 01:28:16.446]  Yeah, I guess it's not.
[01:28:16.466 --> 01:28:17.126]  We're gonna get you...
[01:28:18.104 --> 01:28:22.254]  Alright, we're gonna get you a Survival Shield X2, Nascent Iodine.
[01:28:22.274 --> 01:28:24.058]  I was on vacation.
[01:28:24.078 --> 01:28:25.903]  I probably didn't have the best health.
[01:28:26.604 --> 01:28:27.667]  I may have had a Bud Light.
[01:28:28.687 --> 01:28:31.848]  And I don't think, I doubt that beer companies filter their water.
[01:28:31.888 --> 01:28:32.368]  Maybe they do.
[01:28:33.048 --> 01:28:35.049]  So I took a bunch of nascent iodine this morning.
[01:28:35.709 --> 01:28:43.712]  You gotta get the Survival Shield X2 nascent iodine that fights the bad halogen, the fluoride, and hopefully it's not too late.
[01:28:43.752 --> 01:28:45.292]  We can give you your pineal gland back.
[01:28:45.312 --> 01:28:46.193]  Oh, that would be lovely.
[01:28:46.213 --> 01:28:46.813]  Would you like that?
[01:28:46.993 --> 01:28:47.933]  I would, thank you very much.
[01:28:48.533 --> 01:28:49.674]  Alright, you know what?
[01:28:50.334 --> 01:28:53.295]  We're gonna get the Survival Shield X2 from TheForestStore.com.
[01:28:53.795 --> 01:28:55.956]  We're gonna bathe Sargon of Akkad in it.
[01:28:57.037 --> 01:29:00.539]  He's just going to take a shower in masonite iron from inforestore.com.
[01:29:02.861 --> 01:29:10.746]  I think that with the Trump election, in fact with elections all across the world starting with Modi in India, we had the upper hand.
[01:29:13.087 --> 01:29:14.468]  Through social media we had the upper hand.
[01:29:15.849 --> 01:29:21.693]  For years, the media and the government and the establishment have been able to dictate what people think and how they think.
[01:29:22.640 --> 01:29:24.341]  Now all of a sudden people can give their own voice.
[01:29:25.462 --> 01:29:29.325]  And now the establishment are trying to take back the power.
[01:29:30.686 --> 01:29:31.386]  And that's what you're witnessing.
[01:29:31.866 --> 01:29:37.951]  Before, if a politician or someone said something about me on Twitter, I'd go on and I'd comment and I'd put them right about the lies they're telling.
[01:29:38.511 --> 01:29:39.672]  Right now, there's no way to do that.
[01:29:40.492 --> 01:29:41.153]  They're allowed to lie.
[01:29:41.929 --> 01:29:45.592]  And then there's many comments underneath it, and no one gets to see the other side of the story.
[01:29:46.152 --> 01:29:47.813]  You don't get a right to reply on any of it.
[01:29:48.113 --> 01:29:50.195]  And that's what their sole intention was.
[01:29:51.396 --> 01:29:54.238]  So that they, again, could have the power to tell people who you are.
[01:29:54.558 --> 01:30:02.323]  Right now, anyone on Twitter can tell the public on Twitter, or the people on Twitter, who I am, what I stand for, without me having an opportunity to put them right on the lies they're telling.
[01:30:03.664 --> 01:30:06.086]  And it's simply not right, it's not fair, and the public see that.
[01:30:06.726 --> 01:30:09.308]  They shouldn't be able to censor or delete people from everyday life.
[01:30:09.428 --> 01:30:09.969]  That's what they're doing.
[01:30:10.876 --> 01:30:12.157]  It's part of society.
[01:30:12.977 --> 01:30:20.261]  And if you're deleted off of Facebook, off of Instagram, off of Twitter, off of YouTube, it's like you're removed from society.
[01:30:21.321 --> 01:30:22.642]  They shouldn't be allowed to do that.
[01:30:22.762 --> 01:30:28.645]  There should be some sort of Bill of Rights from media giants and tech giants that should prevent them from doing that.
[01:30:29.185 --> 01:30:31.326]  If people aren't committing crimes, we have laws.
[01:30:31.846 --> 01:30:34.488]  We have many laws in this country to prevent people from motoring hatred.
[01:30:35.008 --> 01:30:36.809]  If I was breaching any of those laws, I'd be arrested.
[01:30:37.569 --> 01:30:38.830]  So I'm not promoting any hate.
[01:30:39.390 --> 01:30:43.832]  You're just using, you're using that word in order to remove people.
[01:30:43.932 --> 01:30:46.974]  No one has given me... PayPal couldn't give me an example of why they've removed me.
[01:30:47.874 --> 01:30:51.056]  Twitter's example was irrelevant because it was a fact.
[01:30:51.336 --> 01:30:52.837]  I wasn't even given my opinion.
[01:30:53.337 --> 01:30:53.958]  It was a fact.
[01:30:54.638 --> 01:30:59.420]  And then one of the other tweets that they'd already previously warned me for was saying that Islam promotes killing people.
[01:31:00.001 --> 01:31:03.923]  Every imam in the world would agree that Islam promotes killing people.
[01:31:04.663 --> 01:31:06.004]  It promotes murder and war.
[01:31:07.179 --> 01:31:07.619]  It's a fact.
[01:31:08.320 --> 01:31:08.920]  That's not hatred.
[01:31:08.940 --> 01:31:10.021]  That's factual.
[01:31:10.402 --> 01:31:15.205]  So I was released from prison by the highest judge in the country who accepted that everything that happened was unlawful.
[01:31:15.686 --> 01:31:19.309]  That I hadn't even been asked to plead guilty and not guilty.
[01:31:20.129 --> 01:31:23.092]  So I was released from prison, but I was released pending another trial.
[01:31:24.673 --> 01:31:39.444]  I then went to the Old Bailey three times, and then it went before the head judge of the Old Bailey, where I wrote out a letter the night before, where I listed all of the unlawful things they were still doing, and the evidence that I'd give would expose all of these things.
[01:31:39.764 --> 01:31:46.449]  So, and then when that judge read that, the day he was due to start the trial, he refused to start the trial, and he sent it back to the government.
[01:31:47.552 --> 01:31:49.013]  So then it's been with the Attorney General.
[01:31:49.514 --> 01:31:56.099]  Now, one week before I went, before Christmas, I was sent a letter and an email by the Attorney General saying that they were reviewing further charges.
[01:31:56.880 --> 01:32:01.684]  I believe this is being left hanging over me in order to act as some sort of mental torture.
[01:32:05.407 --> 01:32:08.029]  It's just heavy, heavy, heavy.
[01:32:08.849 --> 01:32:12.052]  Make no mistake, it's... We're not in Kansas anymore.
[01:32:12.893 --> 01:32:13.894]  We're not in Kansas anymore.
[01:32:16.963 --> 01:32:21.106]  If you have a corrupt media, you don't have a democracy.
[01:32:21.607 --> 01:32:24.349]  I don't think we've seen division like this in America since Vietnam.
[01:32:24.729 --> 01:32:25.750]  It's a form of fascism.
[01:32:25.770 --> 01:32:30.394]  The high court will examine free speech rights and social media.
[01:32:30.474 --> 01:32:37.199]  Multiple online platforms have now taken down content associated with Alex Jones and InfoWars.
[01:32:41.823 --> 01:32:45.246]  First they come for Alex Jones, everyone else like Davos would fall.
[01:32:53.394 --> 01:32:54.655]  We're not in Kansas anymore.
[01:32:57.377 --> 01:32:58.378]  You can't watch this.
[01:32:58.718 --> 01:33:02.121]  The movie available now at InfoWarsStore.com.
[01:33:06.345 --> 01:33:08.967]  You're listening to the Alex Jones Show.
[01:33:19.184 --> 01:33:23.105]  You are listening to an InfoWars.com Frontline Report.
[01:33:23.545 --> 01:33:27.467]  If you are receiving this transmission, you are the resistance.
[01:33:28.167 --> 01:33:31.228]  And now, your host, Owen Troyer.
[01:33:32.988 --> 01:33:34.909]  Just looking at some of the headlines here.
[01:33:34.929 --> 01:33:37.930]  It's like Trump said.
[01:33:39.170 --> 01:33:44.692]  The biggest question he gets asked when he meets with world leaders, why does the mainstream media hate America so much?
[01:33:44.712 --> 01:33:48.113]  I don't know, they seem to like China.
[01:33:49.585 --> 01:33:54.353]  This story is from the Hill, headline, Trump roasts media for criticizing pullout of U.S.
[01:33:54.394 --> 01:33:55.516]  companies from China.
[01:33:56.621 --> 01:33:56.861]  Yeah.
[01:33:57.621 --> 01:34:01.103]  Yeah, stay in China where, you know, you can pay people a nickel a day.
[01:34:01.543 --> 01:34:05.785]  Stay in China where you can pay somebody a bag of rice so that they can feed their family.
[01:34:06.105 --> 01:34:11.208]  Stay in China where you can work at a factory where they have suicide nets and abortuaries on site.
[01:34:11.868 --> 01:34:18.571]  Stay in China where they get away with tax-free institutions, working with the government, they sell trade secrets, they sell technology secrets.
[01:34:19.031 --> 01:34:19.872]  Stay in China!
[01:34:19.912 --> 01:34:20.712]  Screw America!
[01:34:20.732 --> 01:34:22.633]  Hmm.
[01:34:22.653 --> 01:34:24.314]  That's good for that bottom line.
[01:34:25.703 --> 01:34:26.403]  Isn't that funny?
[01:34:26.643 --> 01:34:28.784]  But you see, the mainstream news in America wants that.
[01:34:28.844 --> 01:34:29.045]  Why?
[01:34:29.085 --> 01:34:31.245]  Because again, most of their advertisers probably moved to China.
[01:34:33.226 --> 01:34:34.067]  So that's how that works.
[01:34:35.807 --> 01:34:36.928]  We were just looking at this.
[01:34:38.249 --> 01:34:42.470]  Third local dengue fever case confirmed in Miami-Dade.
[01:34:42.671 --> 01:34:44.391]  It's the third locally transmitted one.
[01:34:44.411 --> 01:34:45.852]  They've had at least four others.
[01:34:46.252 --> 01:34:48.373]  Mosquito transmitted disease.
[01:34:49.193 --> 01:34:50.194]  No vaccines for it yet.
[01:34:50.214 --> 01:34:52.395]  They'll probably come out with one tomorrow and sell it for the top dollar.
[01:34:54.312 --> 01:34:59.195]  Hey, we've got all-natural bug spray at Infowars.com, so publish that story, Forbes!
[01:34:59.575 --> 01:35:06.539]  Infowars hosts reports on a mosquito-transmitted disease and then tries to sell you bug spray.
[01:35:07.079 --> 01:35:09.140]  Uh, yeah, what's the point of bug spray?
[01:35:09.160 --> 01:35:15.583]  It's like, yeah, we're trying to sell organic bug spray that doesn't have the DEET in it that causes cancer.
[01:35:15.904 --> 01:35:16.124]  In fact,
[01:35:17.162 --> 01:35:18.042]  This is kind of what we were talking about.
[01:35:18.363 --> 01:35:22.825]  I had a buddy who worked at a... I won't say the name of the company.
[01:35:22.865 --> 01:35:26.046]  It's one of the biggest bug spray manufacturers.
[01:35:26.066 --> 01:35:27.007]  I mean, you can pretty much guess.
[01:35:27.767 --> 01:35:34.490]  When they go in with some of these chemicals to put it all together and get it ready for the final stage, they're literally in hazmat suits.
[01:35:35.011 --> 01:35:36.691]  Like the people you're saying up on the 5G.
[01:35:36.751 --> 01:35:37.392]  It's the same thing.
[01:35:37.412 --> 01:35:37.912]  But then, oh!
[01:35:38.412 --> 01:35:39.273]  Go spray it on your skin.
[01:35:41.214 --> 01:35:41.794]  Nothing to see here.
[01:35:43.823 --> 01:35:51.630]  So, I can't help but notice you've got an article there about AOC and the Electoral College being affirmative action.
[01:35:52.371 --> 01:35:55.374]  I've seen the headlines of this, but I haven't managed to have a look at it yet.
[01:35:55.894 --> 01:35:56.575]  Here, take a look.
[01:35:56.755 --> 01:35:57.996]  Yeah, please, if you don't mind.
[01:35:58.036 --> 01:36:00.599]  That's the dumbest woman in the history of government right there.
[01:36:01.613 --> 01:36:04.956]  She's not that dumb, she's more really, really, really partisan.
[01:36:07.298 --> 01:36:08.378]  It's hard to tell the difference.
[01:36:08.438 --> 01:36:11.141]  I'm gonna change your mind right here.
[01:36:11.181 --> 01:36:16.305]  Guys, can we pull up the brand new AOC video where she's playing with a penguin at the zoo, please?
[01:36:17.526 --> 01:36:17.666]  What?
[01:36:19.299 --> 01:36:20.119]  No, no, you tell me.
[01:36:20.619 --> 01:36:27.061]  Let's get a look at this Congresswoman and her, and her immaturity, excuse me, her maturity level and her IQ clearly skyrocketing.
[01:36:27.901 --> 01:36:33.122]  Guys, if we could just, it's okay, it's on her Twitter, on the official Cortez Twitter.
[01:36:33.943 --> 01:36:35.483]  The crew is going to have it for us in no time.
[01:36:36.003 --> 01:36:37.364]  You won't believe this video.
[01:36:37.664 --> 01:36:39.084]  And I'm telling you, she's done things.
[01:36:39.244 --> 01:36:47.051]  You've seen the things where she's sitting on her hands and knees, drinking wine, eating grapes, building furniture.
[01:36:47.791 --> 01:36:48.932]  She does all this weird stuff.
[01:36:48.972 --> 01:36:52.835]  You wonder... They drug tested Trump.
[01:36:52.895 --> 01:36:54.717]  I'd like them all to get drug tested.
[01:36:55.037 --> 01:36:55.538]  Let's just know.
[01:36:55.978 --> 01:36:56.819]  What medicine are you on?
[01:36:57.039 --> 01:36:58.520]  I don't even care if you take medicine.
[01:36:58.760 --> 01:36:59.961]  Hell, you can be doing meth.
[01:37:00.482 --> 01:37:01.483]  I just think that people need to know.
[01:37:02.867 --> 01:37:07.208]  Wait till you see this video, because... So here's the story though, with the Electoral College.
[01:37:07.328 --> 01:37:10.550]  They're basically saying, oh, it's built for... Okay, alright, they have the video now.
[01:37:10.570 --> 01:37:11.470]  Let's look at the video.
[01:37:11.530 --> 01:37:13.891]  This is a real video from Cortez's Twitter.
[01:37:13.931 --> 01:37:15.111]  She's celebrating this.
[01:37:15.131 --> 01:37:15.471]  Look at this.
[01:37:18.512 --> 01:37:19.372]  Can we go full screen, guys?
[01:37:19.392 --> 01:37:20.173]  Let's go full screen.
[01:37:20.393 --> 01:37:22.253]  It's bizarrely childlike, isn't it?
[01:37:22.493 --> 01:37:26.215]  She's literally running up... I did this when I was five.
[01:37:26.415 --> 01:37:26.875]  Yeah, yeah.
[01:37:28.049 --> 01:37:29.510]  Let's go ahead and just replay that one more time.
[01:37:29.590 --> 01:37:33.831]  I just want to highlight the high IQ of this congresswoman.
[01:37:35.072 --> 01:37:36.072]  It is really cringe.
[01:37:36.372 --> 01:37:37.773]  Did her babysitter take this video?
[01:37:37.793 --> 01:37:40.374]  Look at this!
[01:37:42.334 --> 01:37:43.395]  I mean, okay, I get it.
[01:37:43.475 --> 01:37:44.955]  Like, you're having fun at the zoo.
[01:37:45.676 --> 01:37:48.957]  You're a congresswoman, not a 12-year-old girl!
[01:37:50.785 --> 01:37:54.287]  Oh, but I guess the IQ level would say the latter, wouldn't it?
[01:37:54.727 --> 01:37:55.207]  Look at that.
[01:37:55.447 --> 01:37:56.268]  Unbelievable.
[01:37:56.568 --> 01:38:03.952]  This article, what she's posted here is actually amazing because, A, there's no way that she's against the idea of affirmative action.
[01:38:04.512 --> 01:38:09.634]  And so she can't possibly criticize the Electoral College along those lines.
[01:38:10.075 --> 01:38:12.536]  And then she says, it's not about fairness at all.
[01:38:12.596 --> 01:38:14.717]  It's about empowering some voters over others.
[01:38:15.337 --> 01:38:16.758]  Every vote should be equal in America.
[01:38:16.819 --> 01:38:18.400]  Well, this is the thing, isn't it?
[01:38:18.460 --> 01:38:33.792]  Because if you're broken up into a series of states, and then some states encourage mass immigration, and then you abolish the idea of the votes being separated by states, then you're deliberately weighting the electoral system in your favor.
[01:38:34.253 --> 01:38:37.996]  So it is part of a very cunning strategy, and I think the Democrats do know what they're doing.
[01:38:38.236 --> 01:38:40.318]  Because these are very open borders people.
[01:38:40.618 --> 01:38:49.286]  So you think that her claim here about the Electoral College making the voter count, the vote count even more, you think she realizes how dumb that is?
[01:38:49.326 --> 01:38:50.187]  She just says it anyway?
[01:38:50.707 --> 01:38:52.168]  I think it's more Machiavellian.
[01:38:52.309 --> 01:38:58.414]  I think this is all part of a strategy, because I mean normally she'd be... Now keep in mind, this is a girl who just got caught playing with a penguin.
[01:38:58.594 --> 01:39:01.176]  Yeah, but I... I mean the penguin was cute, but...
[01:39:01.917 --> 01:39:09.586]  But you have to understand, I think that she has this kind of... I think that it's a lot more of a front and an act than you're giving her credit for.
[01:39:09.906 --> 01:39:16.494]  I think, you know, because you'll notice in a lot of the interviews, she'll go like big eyes and go, wow, I'm just a little girly, sort of that sort of...
[01:39:17.014 --> 01:39:17.935]  Like she's been trained.
[01:39:17.955 --> 01:39:18.995]  Yeah, yeah, exactly.
[01:39:19.115 --> 01:39:25.098]  And then she'll come out swinging when it's against a particular opponent in the most sort of harsh terms.
[01:39:25.138 --> 01:39:29.360]  And it's like, you can see that it's like a night and day shift, like Jekyll and Hyde almost.
[01:39:29.940 --> 01:39:36.403]  I think it's very much, and I think that a video like that is, oh, you know, aren't I just a lovely, kind, tolerant progressive?
[01:39:36.443 --> 01:39:39.425]  It's like, no, I think she's actually quite dangerous, really.
[01:39:40.005 --> 01:39:47.149]  So you think that it's all very, very Machiavellian and planned out, like the whole fake picture?
[01:39:47.249 --> 01:39:48.329]  Did you see the fake picture of her?
[01:39:48.369 --> 01:39:49.530]  Oh yeah, yeah I did.
[01:39:49.710 --> 01:39:51.231]  And that was very planned out as well.
[01:39:51.551 --> 01:39:59.055]  See, I think she's got a campaign around her who are stage managing what she does, and I think that she knows what she's doing.
[01:39:59.995 --> 01:40:02.197]  Well, let's get into some other big news here, though.
[01:40:02.357 --> 01:40:05.259]  We've got a bunch of reports, and we should be building this up more.
[01:40:05.319 --> 01:40:07.720]  You know, it's not cheap to send a crew to Hong Kong.
[01:40:08.220 --> 01:40:14.585]  But, you know, and in fact, the perfect thing, too, is all these reports at Infowars.com from our crew in Hong Kong.
[01:40:15.896 --> 01:40:16.596]  A couple headlines.
[01:40:17.297 --> 01:40:17.777]  Must watch.
[01:40:17.857 --> 01:40:21.718]  Amazing footage of Hong Kong protesters defying communist Chinese controlled police.
[01:40:22.539 --> 01:40:26.620]  Our crew out there, Greg Rees and Savannah Hernandez, were literally in the middle of all of it.
[01:40:27.520 --> 01:40:27.941]  Another one.
[01:40:28.541 --> 01:40:29.401]  This was great though.
[01:40:29.621 --> 01:40:34.543]  Mainstream media hacks live at InfoWars, exposing truth of Hong Kong protests.
[01:40:34.583 --> 01:40:37.764]  Now, we've got Greg Rees and Savannah Hernandez still out there.
[01:40:37.784 --> 01:40:38.665]  They're filing reports.
[01:40:38.785 --> 01:40:40.265]  They're going to InfoWars.com.
[01:40:40.305 --> 01:40:41.806]  Paul Joseph Watson is out there as well.
[01:40:42.646 --> 01:40:44.548]  But, see, I've been dealing with this for a while.
[01:40:44.568 --> 01:40:48.613]  Savannah Hernandez is kind of a new reporter, and she's going out reporting on Hong Kong.
[01:40:48.653 --> 01:40:50.715]  Her videos are being totally censored on Twitter.
[01:40:50.735 --> 01:40:51.336]  She can't even believe it.
[01:40:51.356 --> 01:40:52.718]  I'm like, yeah, welcome to the Infowar.
[01:40:53.278 --> 01:41:01.347]  And then, she gets heckled by these people out there, probably cameramen for some mainstream news source, saying, oh, Infowars, you know, Infowars, what are they doing out here?
[01:41:02.108 --> 01:41:03.109]  And it's the same thing every time.
[01:41:03.129 --> 01:41:06.152]  It's like, well, why is your voice so important but not ours?
[01:41:06.672 --> 01:41:08.774]  Why is InfoWars so bad but not you?
[01:41:09.155 --> 01:41:10.696]  We're the ones that are tomorrow's news today.
[01:41:10.736 --> 01:41:11.417]  They can't deny it.
[01:41:11.957 --> 01:41:13.138]  I think that's why they hate us.
[01:41:13.278 --> 01:41:15.981]  I think that they wish, and most of it's their own cowardice.
[01:41:16.001 --> 01:41:17.502]  Anybody could report on the stuff we report on.
[01:41:17.843 --> 01:41:18.924]  They just don't do it.
[01:41:19.524 --> 01:41:21.184]  It's something they call gatekeeping.
[01:41:21.845 --> 01:41:29.426]  Journalists are actually very much aware that they are the choke point between what comes in and what is received by the public.
[01:41:30.287 --> 01:41:40.349]  Again, Carlos Maza from xvox.com, a propagandist, made a video explaining this, how the information comes in and they editorialize what they publish.
[01:41:40.769 --> 01:41:44.230]  And even if they were to publish an article that is entirely accurate,
[01:41:45.410 --> 01:41:53.274]  The things that they put in and the things that they leave out is all an editorial decision.
[01:41:53.775 --> 01:42:00.138]  And so this is how I think that they are aware that they are controlling the flow of information.
[01:42:00.198 --> 01:42:05.361]  And you're right, they don't like alternative media going and doing it instead and they have no control over that.
[01:42:05.401 --> 01:42:05.941]  They don't like it.
[01:42:06.121 --> 01:42:14.547]  And there's so many different angles to measure here, because you've got the one angle of the censorship that's, they just don't want this information getting out there, with certain stories.
[01:42:14.947 --> 01:42:22.632]  There's another angle where they don't want certain individuals or certain entities, like say InfoWars, becoming popular.
[01:42:23.313 --> 01:42:26.375]  Because the truth is, and this is how they game the whole system,
[01:42:27.355 --> 01:42:31.639]  The truth is that even you are probably more popular than the average CNN host.
[01:42:31.779 --> 01:42:37.564]  You could do a video on YouTube and probably get more views than any other CNN host could ever do, and they get totally pushed.
[01:42:37.945 --> 01:42:39.166]  That's what they hate.
[01:42:39.446 --> 01:42:47.433]  They can't stand the fact that an individual citizen can harness the power of the internet and social media and be more popular than quote-unquote news.
[01:42:48.334 --> 01:42:52.577]  I mean, there are concerns for having such an open field.
[01:42:52.617 --> 01:42:57.801]  Like, for example, a lot of the things that Alex Jones has said have been shown to be right on a long enough timeline.
[01:42:57.861 --> 01:42:59.602]  Like, they could have all reported on Epstein Island.
[01:42:59.622 --> 01:43:00.343]  They didn't do it.
[01:43:00.423 --> 01:43:01.704]  They were in with these people.
[01:43:04.474 --> 01:43:06.435]  There's this weird culture in Google.
[01:43:06.455 --> 01:43:08.577]  They're trying to, like, install this monoculture.
[01:43:08.677 --> 01:43:09.838]  And yes, there are people.
[01:43:09.878 --> 01:43:14.021]  There's kind of a patriot network inside of Google, but they're afraid to come out.
[01:43:14.241 --> 01:43:17.543]  And some of it extends all the way into the executive class.
[01:43:18.284 --> 01:43:31.112]  And so the thing is, is that I felt that if I came forward, that I would galvanize other people by paving a path of disclosure for these documents so that people could come forward and say their opinion without violating the NDA.
[01:43:32.353 --> 01:43:36.077]  Ladies and gentlemen, this isn't a Netflix drama show.
[01:43:36.117 --> 01:43:38.359]  This isn't a Law & Order TV program.
[01:43:38.559 --> 01:43:39.400]  This is not a movie.
[01:43:39.420 --> 01:43:40.220]  This is not a drill.
[01:43:40.280 --> 01:43:41.121]  This is not fiction.
[01:43:41.582 --> 01:43:42.863]  This is reality.
[01:43:43.587 --> 01:43:50.369]  You have a major Google engineer backing up what the other engineers have said, what the documents have shown, and talking about perjury before Congress.
[01:43:50.530 --> 01:43:53.611]  Pray and support this individual and others to come forward.
[01:43:53.651 --> 01:43:57.032]  You heard him say he hopes to blaze a path to get others to have the courage.
[01:43:57.112 --> 01:43:58.152]  That's leadership.
[01:43:58.232 --> 01:43:59.633]  So Zach Voorhees, we salute you.
[01:43:59.653 --> 01:44:00.353]  And I'll say this.
[01:44:00.573 --> 01:44:01.614]  It's all of our birthright.
[01:44:01.674 --> 01:44:07.416]  Black, white, old, young, gay, straight, whether you're from San Francisco, New York City, or Austin, Texas, or Des Moines, Iowa.
[01:44:07.516 --> 01:44:09.716]  We're all having our birthright stolen right now.
[01:44:09.736 --> 01:44:11.017]  We're seeing election meddling.
[01:44:11.417 --> 01:44:15.582]  And it's time to admit it and to realize we've seen a giant backdoor power grab.
[01:44:15.922 --> 01:44:18.565]  They didn't come like an enemy from over the horizon.
[01:44:19.166 --> 01:44:22.589]  They came from inside and they came through cyberspace.
[01:44:23.170 --> 01:44:27.715]  Our republic, our constitutional little d democracy has been hacked.
[01:44:28.075 --> 01:44:30.258]  And please remember, without your financial support,
[01:44:31.030 --> 01:44:35.732]  We wouldn't have withstood this withering storm of censorship, attacks, and lies.
[01:44:35.832 --> 01:44:41.195]  We have the new World Awakens Mega Sale Globalist House of Cards Collapsing End of Summer Super Sale.
[01:44:41.315 --> 01:44:48.458]  It's the big, giant, 50-60% off, store-wide free shipping, double Patreon points, but only on 50-something items, not
[01:44:48.618 --> 01:44:49.459]  Let's go to James in Massachusetts.
[01:44:49.479 --> 01:44:50.219]  James, you're on the air.
[01:44:50.259 --> 01:44:50.960]  Thanks for calling.
[01:45:10.231 --> 01:45:11.232]  Hello, Alex.
[01:45:11.452 --> 01:45:13.314]  God bless General Jones.
[01:45:13.374 --> 01:45:15.556]  May you live in peace and love forever.
[01:45:15.616 --> 01:45:16.657]  In Christ's name we pray.
[01:45:16.777 --> 01:45:17.538]  God bless you, brother.
[01:45:17.758 --> 01:45:19.019]  And I'd like to thank you also.
[01:45:19.039 --> 01:45:22.362]  You know, my wife and I have been married for 17 years and we were never able to have kids.
[01:45:22.462 --> 01:45:31.570]  And after a couple years of taking the B12 and the iodine and knowing about not using fluoride and not having vaccines, we have a great, healthy, vibrant, six-year-old boy.
[01:45:31.710 --> 01:45:32.951]  And I thank you very much for that.
[01:45:33.151 --> 01:45:35.753]  Well, you know, fluoride is meant to block fertility.
[01:45:36.213 --> 01:45:39.195]  It's a bad halogen, but iodine is associated with fertility.
[01:45:39.655 --> 01:45:40.756]  So that's a beautiful story.
[01:45:40.776 --> 01:45:41.777]  That's exciting, my friend.
[01:45:41.937 --> 01:45:46.139]  And I've got all the articles right here about IQ, fertility, being boosted on iodine.
[01:45:46.720 --> 01:45:47.160]  You name it.
[01:45:47.420 --> 01:45:51.483]  That's why the system fights to keep people from getting good iodine and other things that we talk about here.
[01:45:51.543 --> 01:45:53.784]  Even though I get it from mformorestore.com, it doesn't matter to me.
[01:45:53.844 --> 01:45:56.106]  Just research what deficiencies are doing.
[01:45:56.266 --> 01:45:59.408]  But get back to you and your wife and recap the story you were telling.
[01:45:59.588 --> 01:46:22.974]  So we've been married for 17 years and we never had any children and we bought the water filter first and we cut out the fluoride and the glyphosate and then we started taking X2 and B12 and about a year or so later my wife got pregnant with our baby boy and with the iodine that she was taking and everything he's so bright and you can just see the glow in his face and he's always smiling and we just owe it all to you and you're our hero Alex.
[01:46:23.294 --> 01:46:24.596]  Well, that's just beautiful, brother.
[01:46:24.616 --> 01:46:28.059]  And again, it shows the system knows all this.
[01:46:28.380 --> 01:46:32.725]  And it works to keep the people from just getting basic things the body has to have.
[01:46:32.765 --> 01:46:35.308]  You have to have vitamin C. You have to have iodine.
[01:46:35.648 --> 01:46:36.509]  You have to have water.
[01:46:36.829 --> 01:46:37.811]  You have to have oxygen.
[01:46:38.251 --> 01:46:40.573]  Instead, the whole system works to block that.
[01:46:40.693 --> 01:46:41.733]  It's just so powerful.
[01:46:41.813 --> 01:46:42.894]  It's what we're made of.
[01:46:43.014 --> 01:46:45.176]  And I'm sitting here trying to explain this to people.
[01:46:45.196 --> 01:46:46.697]  We're not just making this stuff up.
[01:46:46.897 --> 01:46:47.998]  It's just everything.
[01:46:48.018 --> 01:46:49.899]  But again, the other iodines are bound.
[01:46:49.919 --> 01:46:51.020]  You don't absorb them.
[01:46:51.480 --> 01:46:52.921]  Everyone calls their iodine atomic.
[01:46:53.141 --> 01:46:55.583]  I wish everyone else was selling atomic iodine.
[01:46:55.663 --> 01:46:56.043]  They're not.
[01:46:56.223 --> 01:46:57.944]  Impolwarestore.com or AAA2533139.
[01:47:05.678 --> 01:47:08.280]  You're listening to The Alex Jones Show.
[01:47:22.351 --> 01:47:28.979]  Live from the InfoWars.com studios, you're listening to the Alex Jones Show.
[01:47:29.379 --> 01:47:32.723]  And now, your host, Owen Troyer.
[01:47:33.043 --> 01:47:40.331]  Final segment of this Sunday's show, and then it's right back at it for InfoWars tomorrow as every weekday.
[01:47:41.152 --> 01:47:47.097]  David Knight starts the Infowars live broadcast every weekday at 8 a.m.
[01:47:47.157 --> 01:47:48.998]  Central right on through 11 a.m.
[01:47:49.019 --> 01:47:51.440]  Central Alex Jones Show from 11 a.m.
[01:47:51.521 --> 01:47:52.181]  to 3 p.m.
[01:47:52.201 --> 01:47:54.383]  and then I host the War Room from 3 p.m.
[01:47:54.483 --> 01:47:55.384]  to 6 p.m.
[01:47:55.884 --> 01:47:58.786]  weeknights all at Infowars.com slash show.
[01:47:59.347 --> 01:48:01.489]  It's been an amazing ride here at Infowars.
[01:48:03.248 --> 01:48:14.850]  Just in the over three years that I've been here now, we've seen incredible growth, and this is in the face of the censorship, the face of the demonization, the face of the lawfare, the face of everything.
[01:48:15.530 --> 01:48:19.831]  Thanks to this audience, we are still here and trying to expand.
[01:48:20.131 --> 01:48:20.771]  Now what does that mean?
[01:48:20.792 --> 01:48:27.693]  That means we're hiring more people, we're doing more live broadcasts, and we have a crew in Hong Kong right now.
[01:48:28.741 --> 01:48:34.364]  And you can just see some of the incredible footage that the crew has been compiling at InfoWars.com.
[01:48:34.384 --> 01:48:39.867]  You can see all of the reports, the exclusive footage of the standoff with the police and the protesters.
[01:48:40.267 --> 01:48:41.948]  Just look at that behind the scenes HD footage.
[01:48:42.848 --> 01:48:45.770]  It's all at InfoWars.com.
[01:48:46.830 --> 01:48:52.855]  And again, if there was any other... It's really a miracle of journalism, beyond that.
