[00:00:19.714 --> 00:00:21.275]  Hello, welcome.
[00:25:56.036 --> 00:25:57.458]  The fascist four.
[00:25:57.458 --> 00:25:57.858]  I love it.
[00:25:58.635 --> 00:26:01.797]  But they are like the Four Horsewomen of the Apocalypse.
[00:26:01.797 --> 00:26:09.922]  When it comes to the chaos and to the destruction of America, they are the ones that's leading the charge.
[00:26:09.922 --> 00:26:24.070]  And you have the rest of these people, Bernie Sanders, Cory Booker, and Elizabeth Warren, the rest of them, saying, oh yeah, we need to talk crazy like the Four Horsewomen of the Apocalypse.
[00:26:24.070 --> 00:26:25.451]  Because they're getting attention!
[00:26:26.584 --> 00:26:34.005]  They're getting all the attention, so they're coming out, they're speaking just as crazy as the rest of them because they want the attention as well.
[00:26:34.005 --> 00:26:41.327]  My thing is that what we really need to pay attention to is the state of the world that we're in right now.
[00:26:41.327 --> 00:26:51.049]  The state of the world that we're in right now is that people are believing these crazy things that they're saying and they're taking it as if it's factual information.
[00:26:51.969 --> 00:26:53.876]  That's the part that people don't realize.
[00:26:53.876 --> 00:26:57.429]  They're taking it and believing it as if it's true!
[00:26:58.530 --> 00:27:01.573]  I mean, you could even talk about the whole climate deal.
[00:27:01.573 --> 00:27:02.233]  The climate deal.
[00:27:02.233 --> 00:27:04.915]  You pay money and the climate problems will go away.
[00:27:04.915 --> 00:27:08.438]  We're supposed to believe the nonsense that they're putting out.
[00:27:08.438 --> 00:27:17.526]  There's another thing I'm going to get to, maybe in the third hour, about how Elizabeth Warren is fighting for trans to have health care.
[00:27:17.526 --> 00:27:20.748]  Why not just... How come people just can't have health care?
[00:27:20.748 --> 00:27:24.732]  How come you just can't say, hey, I'm so-and-so and I need health care?
[00:27:24.732 --> 00:27:27.434]  And if you go to the doctor, how are they going to diagnose you?
[00:27:28.211 --> 00:27:31.034]  How do they know how to treat you?
[00:27:31.034 --> 00:27:33.596]  What if you have a groin problem?
[00:27:33.596 --> 00:27:34.517]  You know?
[00:27:34.517 --> 00:27:36.398]  Seriously, how do they do it?
[00:27:36.398 --> 00:27:38.700]  But anyways, I digress.
[00:27:38.700 --> 00:27:45.386]  The Democrats, the liberal media, the socialist internet media,
[00:27:46.463 --> 00:28:00.950]  Social media, I like to say socialist media, they are all colluding with one another to take out the President of the United States, and on top of that, to undermine the United States President.
[00:28:00.950 --> 00:28:02.771]  That's where we are.
[00:28:02.771 --> 00:28:11.295]  And if you don't recognize it, and you don't pay attention to what's going on, in this war that we're in right now, America is in the Second World War.
[00:28:12.230 --> 00:28:14.993]  The second world war, second civil war.
[00:28:14.993 --> 00:28:16.774]  We're in it right now.
[00:28:16.774 --> 00:28:18.976]  We're in the second civil war right now.
[00:28:18.976 --> 00:28:24.741]  And if you don't recognize, you don't pay attention, you're just going to be a casualty of this war.
[00:28:24.741 --> 00:28:27.143]  So after the break, we're going to come back.
[00:28:27.143 --> 00:28:28.505]  Alex is going to be with us.
[00:28:28.505 --> 00:28:38.514]  We're going to talk more about, he's going to talk about the Veritas and the video that just came out where Google is getting caught red handed doing it again.
[00:28:39.878 --> 00:28:40.639]  Red-handed!
[00:28:40.639 --> 00:28:44.003]  They got caught with their hand in the cookie jar.
[00:28:44.003 --> 00:28:46.886]  You're gonna see that and much more from Alex after the break.
[00:28:46.886 --> 00:28:51.351]  My name is Will Johnson and this is InfoWars.com.
[00:28:51.351 --> 00:28:53.133]  We'll be back after this.
[00:28:59.571 --> 00:29:01.553]  Heart disease is on the rise.
[00:29:01.553 --> 00:29:06.857]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[00:29:06.857 --> 00:29:08.459]  But the symptoms are there.
[00:29:08.459 --> 00:29:16.806]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:29:16.806 --> 00:29:22.491]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:29:22.891 --> 00:29:24.492]  My blood pressure has normalized.
[00:29:24.492 --> 00:29:26.754]  My diabetes has totally improved.
[00:29:26.754 --> 00:29:31.156]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[00:29:31.156 --> 00:29:33.338]  I recommend Heart and Body Extract to everyone.
[00:29:33.338 --> 00:29:41.203]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[00:29:41.243 --> 00:29:43.825]  Order your two-month supply today by calling 866-295-5305.
[00:29:43.825 --> 00:29:44.506]  That's 866-295-5305.
[00:29:44.506 --> 00:29:45.967]  Or order online at HBextract.com.
[00:29:45.967 --> 00:29:47.829]  Heart and Body Extract, 866-295-5305.
[00:29:47.829 --> 00:29:48.630]  Or HBextract.com.
[00:30:01.167 --> 00:30:17.710]  I talk about this on the air and I know it sinks into people, but I've decided that we're going to kind of reboot all our supplements in that if you go back five, six years ago, before all the censorship and attacks and fake lawsuits, the rest of it, I would talk about how great the products are and how they were the best and why they were, and I'd have doctors on and experts to explain why they were so good.
[00:30:17.830 --> 00:30:21.913]  And instead, the last few years, I'm like, hey, we need to really support us or they'll shut us down.
[00:30:21.913 --> 00:30:25.615]  The biggest thing people like to buy is supplements because they know how great they are and how wonderful they work.
[00:30:25.615 --> 00:30:27.357]  And the left always has headlines everywhere.
[00:30:27.357 --> 00:30:31.600]  Jones sells unapproved supplements that he claims are supplements.
[00:30:31.600 --> 00:30:39.525]  No, under federal law since 1996, you can't say that a supplement has been to the FDA because they have no jurisdiction and won't look at it.
[00:30:39.585 --> 00:30:41.166]  I love watching David Knight in the morning.
[00:30:41.166 --> 00:30:42.887]  I love tuning in to Owen Schroer.
[00:30:42.887 --> 00:30:44.007]  I love all the other shows we do here.
[00:30:44.007 --> 00:30:44.668]  But I'll be honest with you.
[00:31:07.532 --> 00:31:12.885]  We run during the breaks a lot of news reports because I'm sick of hearing the ads.
[00:31:12.885 --> 00:31:14.770]  So you think you don't want to hear an ad?
[00:31:14.770 --> 00:31:16.053]  I don't want to hear an ad.
[00:31:16.053 --> 00:31:16.815]  But here's the bottom line.
[00:31:17.802 --> 00:31:19.282]  We're barely paying the bills here.
[00:31:19.282 --> 00:31:21.983]  And I want to expand in the face of the globalists, not contract.
[00:31:21.983 --> 00:31:23.143]  I don't want them to win.
[00:31:23.143 --> 00:31:26.064]  So listen, you've got this guarantee from me.
[00:31:26.064 --> 00:31:29.164]  We sell enough product, we'll have less ads and less plugs.
[00:31:29.164 --> 00:31:32.325]  And we'll expand and really give the globalists enough of their money.
[00:31:32.325 --> 00:31:36.126]  But we've got products you already really need, like DNA Force Plus, X2.
[00:31:36.126 --> 00:31:37.686]  These will change your life.
[00:31:37.686 --> 00:31:39.106]  Go check out the turmeric products.
[00:31:39.106 --> 00:31:41.107]  Check out the water filtration, air filtration.
[00:31:41.107 --> 00:31:41.807]  Check it all out.
[00:31:41.807 --> 00:31:43.747]  Whatever you do, take action and know.
[00:31:43.747 --> 00:31:45.528]  Be part of the second American revolution.
[00:31:45.528 --> 00:31:46.728]  Be part of crushing the globalists.
[00:31:46.988 --> 00:31:47.830]  We're good to go.
[00:32:02.173 --> 00:32:06.775]  It's never been easy to figure out the essentials of a new supplement routine.
[00:32:06.775 --> 00:32:14.517]  That's why we created the 8-Pack Power Stack, your go-to option for the building blocks of a successful approach to supplementation.
[00:32:14.517 --> 00:32:22.160]  This one-stop shop for those looking to simplify or adjust their routine is perfect for new and old InfoWarriors alike.
[00:32:22.160 --> 00:32:28.662]  With the 8-Pack Power Stack, there's no trial and error, messy bottles laying across the counter, or 20-minute morning habits.
[00:32:29.941 --> 00:32:43.386]  Just take the Wake Up and Work or Rest and Recover Packs each day for quick, easy-to-use, and conveniently accessible formulas to help you reach your peak without the deep supplement knowledge, stacks of bottles, and complicated routine.
[00:32:43.386 --> 00:32:47.848]  Featuring eight different formulas for a total take on your health and wellness.
[00:32:47.848 --> 00:32:52.910]  You can find what you like and get even more powerful versions in the store.
[00:32:52.910 --> 00:32:58.992]  Head to InfoWarsStore.com and check out 8-Pack Power Stack today and jumpstart your supplement routine.
[00:33:02.719 --> 00:33:19.154]  You're listening to the Alex Jones Show.
[00:33:19.154 --> 00:33:23.517]  Waging war on corruption.
[00:33:23.517 --> 00:33:29.142]  It's Alex Jones, coming to you live from the front lines of the Info War.
[00:33:33.732 --> 00:33:36.474]  Ladies and gentlemen, we're live broadcasting worldwide.
[00:33:36.474 --> 00:33:38.956]  I'm broadcasting from San Diego, California.
[00:33:38.956 --> 00:33:43.099]  Will Johnson is in the Austin Infowars News Center, the ATX.
[00:33:43.099 --> 00:33:51.225]  And James O'Keefe of VeritasFame is on the road, but he's calling in and they'll let me know the minute that we get him.
[00:33:51.225 --> 00:33:56.749]  There has been a new giant Google data dump by whistleblowers.
[00:33:56.749 --> 00:34:00.032]  Google Machine Learning Fairness.
[00:34:00.032 --> 00:34:01.333]  It's always Orwellian named.
[00:34:02.358 --> 00:34:07.580]  Whistleblower goes public, says burden lifted off my soul.
[00:34:07.580 --> 00:34:12.622]  And they have in there specifically that InfoWars is not good information.
[00:34:12.622 --> 00:34:22.325]  They've said, because I exposed everything, you know, years and decades before, like Trump would win and Jeffrey Epstein was running a pedophile island.
[00:34:22.325 --> 00:34:25.606]  And so I've got to be stopped.
[00:34:25.606 --> 00:34:26.386]  But here's the big thing.
[00:34:26.386 --> 00:34:27.567]  They've been telling Congress.
[00:34:28.268 --> 00:34:30.229]  That they don't censor any conservatives.
[00:34:30.229 --> 00:34:31.969]  They don't censor any libertarians.
[00:34:31.969 --> 00:34:34.570]  They don't censor any Trump supporters.
[00:34:34.570 --> 00:34:39.471]  They only censor fake news, which they can define as whatever they want.
[00:34:39.471 --> 00:34:47.113]  And then, of course, Mitch McConnell tried to put a link up to his house being basically assaulted.
[00:34:47.113 --> 00:34:49.174]  People say they want to kill him.
[00:34:49.174 --> 00:34:55.736]  They let the people keep their videos up on Twitter and Facebook that were pro-attack Mitch McConnell, leader of the Senate.
[00:34:57.392 --> 00:35:02.455]  They would not allow the response to it.
[00:35:02.455 --> 00:35:13.060]  And that's what this is about, is fixing the election as the last big piece or tranche of documents showed a month ago from James O'Keefe and Project Veritas.
[00:35:13.060 --> 00:35:15.041]  He joins us now.
[00:35:15.041 --> 00:35:17.943]  Please, in the one segment you have, you've got the floor, James O'Keefe.
[00:35:17.943 --> 00:35:25.606]  Tell us about the latest bombshell, right as Trump says he's drafting executive orders to take action.
