[00:00:01.488 --> 00:00:02.088]  You got it.
[00:26:03.389 --> 00:26:05.770]  Our brains are powerful.
[00:26:05.770 --> 00:26:11.791]  And when you've built systems and worked hard and been at the heart of the resistance, you're able to then understand the future.
[00:26:11.791 --> 00:26:16.752]  And if you become a history's actor and you get involved and engaged, nothing can stop you.
[00:26:16.752 --> 00:26:21.253]  This republic is back from the dead, on its feet in a fight for its life now.
[00:26:23.390 --> 00:26:38.075]  Now here we are confronting the puppet head of Google, under alphabet, Sundar, just what, six, seven, eight months ago, letting him know he bet on the wrong country, and now his arrogance has drained away to fear.
[00:26:39.977 --> 00:26:45.862]  You're in a hallway in a public hallway.
[00:26:45.862 --> 00:26:47.423]  You're gonna be arrested.
[00:26:47.423 --> 00:26:48.464]  That's enough.
[00:26:48.464 --> 00:26:50.986]  You're making too much noise.
[00:27:02.176 --> 00:27:03.657]  So Google's not evil, officers?
[00:27:03.657 --> 00:27:05.277]  I'm not saying that.
[00:27:05.277 --> 00:27:08.558]  And again, a horse, a horse, a kingdom for my horse.
[00:27:08.558 --> 00:27:10.759]  We kind of went through this eight, nine months ago when it all happened.
[00:27:10.759 --> 00:27:12.640]  It was like five different camera angles.
[00:27:12.640 --> 00:27:15.381]  Way down the hall, he comes in.
[00:27:15.381 --> 00:27:21.203]  And as he comes down the hall, I say, you bet on the wrong country, Sundar.
[00:27:21.203 --> 00:27:26.545]  And you're going down for your treason with the Dragonfly Project.
[00:27:27.412 --> 00:27:29.653]  And by the end of the day, I'm going to have that full clip for you.
[00:27:29.653 --> 00:27:31.073]  It was shot from five different cameras.
[00:27:31.073 --> 00:27:32.354]  It's very powerful.
[00:27:32.354 --> 00:27:32.994]  We're going to have that.
[00:27:32.994 --> 00:27:41.017]  In fact, here's a clip from an earlier piece we have where I point out the treason.
[00:27:41.017 --> 00:27:41.617]  Evil!
[00:27:41.617 --> 00:27:42.697]  Google is evil!
[00:27:42.697 --> 00:27:44.298]  We're aware of his lying to Congress.
[00:27:44.298 --> 00:27:46.179]  We're aware of him and the Dragonfly Project.
[00:27:46.179 --> 00:27:48.960]  It's already been operational for years inside the Chinese government.
[00:27:48.960 --> 00:27:50.440]  Now it's just being rolled out to the general public.
[00:27:50.440 --> 00:27:55.162]  There is an absolute all-out war on conservative free speech.
[00:27:59.648 --> 00:28:04.792]  Facebook and Twitter are under fire as conservative users are speaking out about being censored on their platforms.
[00:28:04.792 --> 00:28:07.875]  Alex Jones was banned by every major social network.
[00:28:07.875 --> 00:28:14.920]  In the past few days, Apple, Facebook, YouTube, Spotify and other companies have all banned Alex Jones from using their platforms.
[00:28:14.920 --> 00:28:17.042]  He's been shadow banned by Google.
[00:28:17.042 --> 00:28:19.184]  Milo Yiannopoulos was banned by Twitter.
[00:28:19.184 --> 00:28:22.646]  I don't know if you know about this, but Milo Yiannopoulos, you know who he is?
[00:28:22.646 --> 00:28:25.989]  He got banned from Twitter for writing a bad review about Ghostbusters.
[00:28:26.189 --> 00:28:27.970]  This guy is a threat to the Republic.
[00:28:27.970 --> 00:28:36.594]  British anti-Islamization activist Tommy Robinson has had his Twitter account suspended again after he tweeted that Islam promotes killing.
[00:28:36.594 --> 00:28:40.035]  Also, Twitter purged various libertarian accounts.
[00:28:40.035 --> 00:28:42.776]  Instagram temporarily banned Tommy Robinson.
[00:28:42.776 --> 00:28:46.918]  Facebook took down a GOP candidate's ads for allegedly being offensive.
[00:28:46.918 --> 00:28:50.940]  The FCC is cracking down on conspiracy theorist Alex Jones.
[00:28:50.940 --> 00:28:52.921]  They're coming for everyone's speech.
[00:28:52.921 --> 00:28:53.441]  It's criminal.
[00:28:53.641 --> 00:28:59.665]  Their social media accounts are being banned, blocked, and canceled on Twitter, YouTube.
[00:28:59.665 --> 00:29:01.626]  Heart disease is on the rise.
[00:29:01.626 --> 00:29:08.530]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[00:29:08.530 --> 00:29:16.895]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:29:16.895 --> 00:29:22.579]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:29:22.739 --> 00:29:24.560]  My blood pressure has normalized.
[00:29:24.560 --> 00:29:26.740]  My diabetes has totally improved.
[00:29:26.740 --> 00:29:31.222]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[00:29:31.222 --> 00:29:33.422]  I recommend Heart and Body Extract to everyone.
[00:29:33.422 --> 00:29:41.265]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[00:29:41.325 --> 00:29:43.907]  Order your two-month supply today by calling 866-295-5305.
[00:29:43.907 --> 00:29:44.587]  That's 866-295-5305.
[00:29:44.587 --> 00:29:45.868]  Or order online at HBextract.com.
[00:29:45.868 --> 00:29:47.909]  Heart and Body Extract, 866-295-5305.
[00:29:47.909 --> 00:29:48.709]  Or HBextract.com.
[00:30:00.470 --> 00:30:11.698]  As we witness the most disastrous geological activity in recorded history, the globalists are backed into a corner, and the leftists are pushing for civil war.
[00:30:11.698 --> 00:30:15.821]  Borders are being broken and sovereignty is being challenged.
[00:30:15.821 --> 00:30:25.188]  The world is going to change, and how it changes will likely be decided by those who are prepared to stay strong when the system fails.
[00:30:25.908 --> 00:30:27.950]  The system is vulnerable.
[00:30:27.950 --> 00:30:30.633]  Electricity could be gone in an instant.
[00:30:30.633 --> 00:30:34.256]  And grocery stores could be empty in three days.
[00:30:34.256 --> 00:30:41.162]  Having storable foods and the ability to purify water will give you a fighting chance in the next level.
[00:30:41.162 --> 00:30:46.488]  And being without puts you at the mercy of others or makes you a slave to a dying system.
[00:30:47.108 --> 00:30:52.338]  Buy storable foods and an Alexa Pure Gravity Water Filter today.
[00:30:52.338 --> 00:30:55.303]  Support mankind by being prepared.
[00:30:55.303 --> 00:30:58.670]  And support freedom by buying from Infowarsstore.com.
[00:31:02.242 --> 00:31:06.863]  It's never been easy to figure out the essentials of a new supplement routine.
[00:31:06.863 --> 00:31:14.586]  That's why we created the 8-Pack Power Stack, your go-to option for the building blocks of a successful approach to supplementation.
[00:31:14.586 --> 00:31:22.228]  This one-stop shop for those looking to simplify or adjust their routine is perfect for new and old InfoWarriors alike.
[00:31:22.228 --> 00:31:28.750]  With the 8-Pack Power Stack, there's no trial and error, messy bottles laying across the counter, or 20-minute morning habits.
[00:31:30.023 --> 00:31:43.445]  Just take the Wake Up and Work or Rest and Recover Packs each day for quick, easy-to-use, and conveniently accessible formulas to help you reach your peak without the deep supplement knowledge, stacks of bottles, and complicated routine.
[00:31:43.445 --> 00:31:47.906]  Featuring eight different formulas for a total take on your health and wellness.
[00:31:47.906 --> 00:31:52.987]  You can find what you like and get even more powerful versions in the store.
[00:31:52.987 --> 00:31:59.068]  Head to InfoWarsStore.com and check out 8-Pack Power Stack today and jumpstart your supplement routine.
[00:32:00.632 --> 00:32:02.654]  Robert Barnes, what has Big Tech become?
[00:32:02.654 --> 00:32:04.676]  Big Tech are big babies that have become big bullies.
[00:32:04.676 --> 00:32:11.181]  And the way they did so is because they face no consequence, social, economic, political, or legal, for their illicit activities over two decades.
[00:32:11.181 --> 00:32:23.252]  And because of that, that's why the courts, the judges, the juries, the members of the independent free press that care about this, the ordinary members of the public and the audience that care about this, have to bring real social, political, economic consequence to their course of conduct.
[00:32:23.252 --> 00:32:24.453]  Otherwise, they will never change.
[00:32:24.713 --> 00:32:27.054]  And then the whopper of telling us the whole time it's not happening.
[00:32:54.645 --> 00:32:56.426]  It's the ultimate form of gaslighting.
[00:32:56.426 --> 00:32:58.346]  What you just saw isn't what you just saw.
[00:32:58.346 --> 00:33:02.848]  Even it is what you just saw.
[00:33:02.848 --> 00:33:14.492]  You're listening to the Alex Jones Show.
[00:33:14.492 --> 00:33:18.454]  You are listening to an InfoWars.com Frontline Report.
[00:33:21.073 --> 00:33:32.604]  If you are receiving this transmission, you are the resistance.
[00:33:32.604 --> 00:33:41.113]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:33:43.191 --> 00:33:48.795]  All right, ladies and gentlemen, we have the raw clip I was just mentioning of where I confronted the head of Google in Congress.
[00:33:48.795 --> 00:33:53.958]  Then we're going to go to our guest with breaking news on the firebombing attack.
[00:33:53.958 --> 00:34:03.564]  We also have a real clear politics video from a year ago, where I said that Google and Apple should be investigated for espionage for the communist Chinese.
[00:34:03.564 --> 00:34:06.646]  Now, Peter Thiel says FBI, CIA should probe Google.
[00:34:06.646 --> 00:34:08.308]  They basically already have moved to China.
[00:34:09.275 --> 00:34:14.681]  We're gonna work for China and we're involved in election meddling inside the United States.
[00:34:14.681 --> 00:34:16.944]  Now the Democrats can say they can violate free speech.
[00:34:16.944 --> 00:34:18.886]  Okay, can they work for the Communist Chinese?
[00:34:18.886 --> 00:34:22.490]  How about can they illegally spy on the American people?
[00:34:23.553 --> 00:34:25.714]  So again, I didn't just make this stuff up.
[00:34:25.714 --> 00:34:27.035]  They've moved to China.
[00:34:27.035 --> 00:34:30.036]  They've given them your Apple code keys.
[00:34:30.036 --> 00:34:32.157]  They've given them the keys to the cloud.
[00:34:32.157 --> 00:34:37.459]  This country was signed over by Obama to the Chai comms, but it's all coming to a head.
[00:34:37.459 --> 00:34:42.101]  Here I am confronting the head of Google, telling him he bet on the wrong country and is a traitor.
[00:34:44.813 --> 00:34:55.105]  Sundar, you know Google is helping China with Dragonfly, and you know that they're helping censor, and you know that no one's sold this country out, and you won't even help the Pentagon with the drug bombs.
[00:34:55.105 --> 00:34:57.328]  You've been on the wrong country, Sundar!
[00:34:57.328 --> 00:35:00.232]  Sundar is arresting dissidents in China!
[00:35:00.232 --> 00:35:02.314]  Apple's working with China to suppress their people!
[00:35:03.115 --> 00:35:05.917]  Sundar, you're engaged in treason.
[00:35:05.917 --> 00:35:09.539]  You've had Google executives lie to Congress that you're not censoring conservatives.
[00:35:09.539 --> 00:35:11.660]  Sundar, you will not silence the people.
[00:35:11.660 --> 00:35:13.161]  There's Sundar Pichai right there.
[00:35:13.161 --> 00:35:16.163]  Your censorship will not work anymore, Sundar.
[00:35:16.163 --> 00:35:21.766]  We're aware of your activities, trying to muzzle the American people and gaming your search results.
[00:35:21.766 --> 00:35:23.247]  Google is evil.
[00:35:24.056 --> 00:35:24.376]  Google is evil!
[00:35:24.376 --> 00:35:25.937]  Google is evil!
[00:35:25.937 --> 00:35:26.258]  Google is evil!
[00:35:26.258 --> 00:35:27.699]  Google is evil!
[00:35:27.699 --> 00:35:28.019]  Google is evil!
