[00:00:00.089 --> 00:00:01.070]  GAMER CONDITIONING!
[00:24:37.089 --> 00:24:37.829]  Wish we had the budget.
[00:24:37.829 --> 00:24:38.470]  I'd try to hire him.
[00:24:39.430 --> 00:24:40.931]  It's up on InfoWars.com.
[00:24:40.931 --> 00:24:43.812]  Journalist defends himself against Antifa mob attack.
[00:24:43.812 --> 00:24:47.513]  Violent left-wing group stunned by YouTuber's response.
[00:24:47.513 --> 00:24:55.756]  Paul Joseph Watson, a journalist, defended himself against a violent Antifa mob attack during a protest at Huntington Beach on Saturday.
[00:24:55.756 --> 00:25:00.818]  The demonstration saw true groups with opposing views on illegal immigration face off against each other.
[00:25:00.818 --> 00:25:04.199]  During the rally, a YouTube journalist who goes by the moniker That's The Point
[00:25:05.950 --> 00:25:28.007]  with Brandon, became involved in a confrontation and you watch the full 18 minute video, this is a short clip, he's just trying to cover the events, he's being nice, they get in his face, start hitting him over and over again, shoving him, the cops come over and say, well, they're not going to let you get on the sidewalk, they own the city now, it's kind of a liberal cop, a leftist cop, but they still attack the journalist, he kicks their ass, and the police did arrest five
[00:25:29.669 --> 00:25:31.990]  Are you guys going skiing?
[00:25:59.241 --> 00:26:00.342]  You guys going skiing today?
[00:26:00.342 --> 00:26:03.665]  I can ask people questions, bro.
[00:26:03.665 --> 00:26:04.966]  Don't put your hand on me.
[00:26:04.966 --> 00:26:06.647]  Don't put your hand on me.
[00:26:06.647 --> 00:26:07.628]  Don't put your hand on me.
[00:26:07.628 --> 00:26:09.970]  If you put your hand on me again, it's going to be a problem.
[00:26:09.970 --> 00:26:12.532]  No, what's going to be a problem is when you walk in there, there's not going to be a problem.
[00:26:12.532 --> 00:26:13.513]  There ain't no problem.
[00:26:13.513 --> 00:26:14.093]  Ain't no problem.
[00:26:14.093 --> 00:26:14.333]  Why?
[00:26:14.333 --> 00:26:15.134]  There shouldn't be a problem.
[00:26:15.134 --> 00:26:15.675]  This is America.
[00:26:15.675 --> 00:26:17.976]  I should be able to talk and walk wherever I want, right?
[00:26:17.976 --> 00:26:19.318]  Isn't that what you guys stand for?
[00:26:19.318 --> 00:26:22.260]  For the freedom and no government and all that bull****, right?
[00:26:22.260 --> 00:26:23.281]  No, we're building a wall.
[00:26:23.925 --> 00:26:24.425]  Right?
[00:26:24.425 --> 00:26:25.346]  We're building a wall.
[00:26:25.346 --> 00:26:28.208]  You don't weigh enough, little boy.
[00:26:28.208 --> 00:26:29.429]  You're underage, dude.
[00:26:29.429 --> 00:26:30.129]  You're underage.
[00:26:30.129 --> 00:26:32.491]  Hey, somebody get this child out of my face, please.
[00:26:32.491 --> 00:26:32.771]  Let's go.
[00:26:32.771 --> 00:26:32.991]  Let's go.
[00:26:32.991 --> 00:26:33.251]  Let's go.
[00:26:33.251 --> 00:26:34.012]  Let's go.
[00:26:34.012 --> 00:26:34.292]  Let's go.
[00:26:34.292 --> 00:26:34.732]  Let's go.
[00:26:34.732 --> 00:26:35.093]  Let's go.
[00:26:52.090 --> 00:27:04.655]  And then the camera, audio gets knocked off, and the camera itself gets knocked off, but the police report says they continue to attack him with clubs, and he knocked another three people down, who all then tried to file charges, but the cops watched the video and arrested them.
[00:27:04.655 --> 00:27:18.441]  One appears to be a man, a woman, well, men and women don't exist, I forgot, whatever Google says today they are, hits him with a club in the head, and he knocks what appears to be a ghoul out.
[00:27:19.791 --> 00:27:21.992]  So it's pretty amazing footage.
[00:27:21.992 --> 00:27:24.053]  It's up on InfoWars.com.
[00:27:24.053 --> 00:27:26.654]  And these people are literally LARPers.
[00:27:26.654 --> 00:27:28.955]  Live Action Role Play.
[00:27:28.955 --> 00:27:36.858]  And so they don't meet in the park anymore to beat each other over the head with rubber swords or foam swords or foam darts.
[00:27:37.478 --> 00:27:38.999]  By the way, I'm not knocking anybody that does that.
[00:27:38.999 --> 00:27:42.562]  I've played that with my kids in the woods behind the house with those Nerf arrows.
[00:27:42.562 --> 00:27:43.142]  Those are a lot of fun.
[00:27:43.142 --> 00:27:44.844]  I'm not saying that's bad.
[00:27:44.844 --> 00:27:48.286]  I'm just saying, you don't want to actually come out and do that in the real world.
[00:27:48.286 --> 00:27:51.389]  Like, a dude walks into a group of about 30 of you and he's not afraid.
[00:27:51.389 --> 00:27:52.970]  Probably been in some fights.
[00:27:52.970 --> 00:27:55.172]  Probably not scared of getting punched.
[00:27:55.172 --> 00:27:57.193]  And you guys got knocked upside your heads.
[00:27:57.193 --> 00:28:01.016]  And it's just pathetic to watch these comebacks in motion.
[00:28:01.016 --> 00:28:04.279]  When we come back, Biden the traitor.
[00:28:04.279 --> 00:28:06.961]  Who, by the way, I forgot he did have brain surgery for a stroke.
[00:28:08.224 --> 00:28:13.128]  And I think he probably had a mini-stroke when he was up there in that speech.
[00:28:13.128 --> 00:28:20.854]  We'll play the audio again for you, where he sounds like a mixture of Porky Pig and slowed down two times.
[00:28:20.854 --> 00:28:21.694]  It's kind of sad.
[00:28:21.694 --> 00:28:22.915]  That's the best they've got.
[00:28:22.915 --> 00:28:23.816]  Or maybe it's apathetic.
[00:28:23.816 --> 00:28:24.096]  We are.
[00:28:24.096 --> 00:28:24.917]  We can't beat him.
[00:28:24.917 --> 00:28:31.562]  But please, however you're listening, the globalists are trying to move heaven and earth to shut us up ahead of the election.
[00:28:32.202 --> 00:28:34.083]  And in six months, we'll be in the middle of the election.
[00:28:34.083 --> 00:28:35.684]  That's why they're trying to strangle InfoWars.
[00:28:35.684 --> 00:28:39.325]  Please, tell everybody about every local radio station you're listening to.
[00:28:39.325 --> 00:28:43.147]  Tell people about it aggressively, lovingly, persistently.
[00:28:43.147 --> 00:28:48.170]  And please, tell people, hey, Alex Jones, the forbidden guy, he's still on the air.
[00:28:48.170 --> 00:28:50.371]  Newswars.com, you go there.
[00:28:50.371 --> 00:28:52.212]  I know you know that.
[00:28:52.212 --> 00:28:53.372]  We're the smart folks.
[00:28:53.372 --> 00:28:56.314]  We gotta get the general public tuned in so they get the big picture.
[00:28:59.295 --> 00:29:04.281]  Number one international best-selling author, Matthew David Hurtado's pain was simple.
[00:29:04.281 --> 00:29:12.490]  Lyme disease bankrupt him in 2009, watching bankers take everything from his family after building a seven-figure business from his couch.
[00:29:12.490 --> 00:29:18.417]  God called him to ministry to teach prosperity based on pain he could not tolerate in others' lives.
[00:29:18.757 --> 00:29:19.538]  We're good to go.
[00:29:37.973 --> 00:29:39.775]  It's all consciousness.
[00:29:39.775 --> 00:29:46.900]  Get Matthew's seven figure quick study guide for clarity, certainty, and a proven strategy to build wealth once and for all.
[00:29:46.900 --> 00:29:49.422]  Visit EscapeRightNow.com.
[00:29:49.422 --> 00:29:50.243]  Do it now.
[00:29:50.243 --> 00:29:51.044]  It's free.
[00:29:51.044 --> 00:29:56.328]  EscapeRightNow.com for a prosperous future ahead with peace of mind.
[00:29:56.328 --> 00:30:01.292]  EscapeRightNow.com.
[00:30:01.292 --> 00:30:02.713]  I want to say brain force is great.
[00:30:02.713 --> 00:30:04.635]  I want to say turbo force is amazing.
[00:30:04.635 --> 00:30:05.235]  It is.
[00:30:05.235 --> 00:30:06.836]  But if you took it with fish oil,
[00:30:08.073 --> 00:30:10.095]  It's like the fish oil is it.
[00:30:10.095 --> 00:30:11.436]  The fish oil is better than it.
[00:30:11.436 --> 00:30:13.257]  And that's an example of what I'm talking about.
[00:30:13.257 --> 00:30:15.759]  Fish oil is liquid energy.
[00:30:15.759 --> 00:30:17.380]  Brain, body, heart.
[00:30:17.380 --> 00:30:18.841]  The cleanest, the best out there.
[00:30:18.841 --> 00:30:20.202]  You've got the children's.
[00:30:20.202 --> 00:30:21.343]  You've got the adults.
[00:30:21.343 --> 00:30:22.324]  You've got the krill oil.
[00:30:22.324 --> 00:30:25.726]  If you're gonna get the full effect, the fish oil and the children's are really strong.
[00:30:25.726 --> 00:30:28.068]  They don't give you the burpees, but krill oil is the best.
[00:30:28.288 --> 00:30:29.649]  And it'll give you the damn burps.
[00:30:29.649 --> 00:30:30.410]  And I'm sorry.
[00:30:30.410 --> 00:30:31.491]  You want something like this?
[00:30:31.491 --> 00:30:32.471]  You don't get stuff for free.
[00:30:32.471 --> 00:30:34.393]  The krill is hallucinogenic.
[00:30:34.393 --> 00:30:34.994]  It's so good.
[00:30:34.994 --> 00:30:35.614]  In my view.
[00:30:35.614 --> 00:30:37.656]  I'm not making a medical statement here, but let me tell you something.
[00:30:37.656 --> 00:30:44.041]  When I eat five capulets of krill oil before I go to bed, I'm seeing Santa Claus that night.
[00:30:44.041 --> 00:30:48.585]  So, your brain is made basically out of what fish oil is.
[00:30:51.544 --> 00:30:57.442]  So, we don't make a big profit off of it, but you notice I just obsess because whatever the best is we've got, I just can't lie to you.
[00:30:57.442 --> 00:30:58.325]  I just can't do it!
[00:31:05.478 --> 00:31:07.839]  The Real Red Pill Plus, ladies and gentlemen.
[00:31:07.839 --> 00:31:11.260]  Our team is constantly on the lookout for newer and better ways to improve our products.
[00:31:11.260 --> 00:31:17.622]  That's why we're bringing you a brand new version of one of the newest fan-favorite products, The Real Red Pill Plus.
[00:31:17.622 --> 00:31:23.144]  The Real Red Pill Plus is an all-new version of the powerhouse preglanone product.
[00:31:23.144 --> 00:31:30.827]  It features the same great formula that supports your heart, brain, healthy aging process, with an all-new natural caffeine boost included.
[00:31:31.287 --> 00:31:37.710]  A powerful preglanone base, the Real Red Pill, has quickly become one of our fellow InfoWarriors' favorite products.
[00:31:37.710 --> 00:31:48.114]  Now, with an extra proprietary energy blend inside, including green tea extract, aromante leaf extract, and more, you can get that extra pick-me-up, all supporting your mind and body in a healthy way.
[00:31:48.114 --> 00:31:50.875]  It's got all the great stuff that Real Red Pill has.
[00:31:50.875 --> 00:31:52.815]  It's also got the boost in it.
[00:31:52.815 --> 00:31:56.077]  Get the Real Red Pill Plus at InfoWarriorsStore.com.
[00:32:00.319 --> 00:32:02.640]  Fueling your body is hard work.
[00:32:02.640 --> 00:32:08.422]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[00:32:08.422 --> 00:32:16.844]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[00:32:16.844 --> 00:32:19.065]  There's no better way to power your body.
[00:32:19.605 --> 00:32:26.487]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[00:32:26.487 --> 00:32:37.629]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[00:32:37.629 --> 00:32:44.551]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[00:32:45.091 --> 00:32:51.235]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[00:32:51.235 --> 00:32:55.077]  Don't miss out on the chance to fuel your body and support recovery.
[00:32:55.077 --> 00:33:03.341]  Try the InfoWars Life Daily Digestive Pack today!
[00:33:03.341 --> 00:33:05.943]  You're listening to the Alex Jones Show.
[00:33:17.023 --> 00:33:18.664]  The answer to 1984 is 1776.
[00:33:18.664 --> 00:33:28.026]  You're listening to the Alex Jones Show.
[00:33:28.026 --> 00:33:31.427]  What do you think people should do with what's going on?
[00:33:31.427 --> 00:33:34.528]  What's the danger for we the people in all this?
