[00:00:00.345 --> 00:00:01.546]  Sue him!
[00:29:49.325 --> 00:29:50.665]  They're coming.
[00:29:50.665 --> 00:29:52.046]  We're on the march.
[00:29:52.046 --> 00:29:54.587]  The Empire's on the run.
[00:29:54.587 --> 00:29:57.268]  Alex Jones and the GCN Radio Network.
[00:30:01.277 --> 00:30:14.060]  The Obama administration is spending $75 million a year arming special agents with the Environmental Protection Agency with drones, night vision goggles, camouflage, guns, and assault ships.
[00:30:14.060 --> 00:30:17.620]  The EPA is equipping its own army to take out U.S.
[00:30:17.620 --> 00:30:18.501]  polluters.
[00:30:18.501 --> 00:30:22.941]  Watchdog Group opened the books, examined thousands of checks totaling more than $93 billion from 2000 to 2014.
[00:30:25.782 --> 00:30:33.066]  And they found that $75 million is authorized each year for criminal enforcement of America's clean air and water laws.
[00:30:33.066 --> 00:30:36.607]  Some of these weapons are for full-scale military operations.
[00:30:36.607 --> 00:30:44.351]  Two years ago, the EPA was involved in an armed raid at a small town in Alaska where miners were accused of polluting local waters.
[00:30:44.611 --> 00:30:58.411]  It's incredibly ironic considering that it was the Environmental Protection Agency who was recently guilty of dumping millions of pounds of toxic wastewater into the Animas River in Colorado, causing untold damage to the environment for years to come.
[00:30:58.411 --> 00:31:00.755]  Read more now at InfoWars.com.
[00:31:01.135 --> 00:31:06.898]  Your liver can be full of fatty deposits, built-up toxins, and even dangerous objects known as liver stones.
[00:31:06.898 --> 00:31:21.327]  We worked with the top developers in the field of detox to take tried and true herbs and other compounds known to safely cleanse the liver and fuse it with the latest research and technological development on concentrating these ingredients to give you the maximum effect.
[00:31:21.607 --> 00:31:29.595]  Liver Shield is the only liver support product on the market that uses a patented Spigerex blend of powerful organic herbs that support detoxification.
[00:31:29.595 --> 00:31:35.180]  And when you visit InfoWarsLife.com, see the instructional video on how to do a six-day liver detox.
[00:31:35.180 --> 00:31:38.743]  This isn't a game, and let me tell you, the results are dramatic.
[00:31:38.743 --> 00:31:42.867]  Liver Shield is totally organic and made of the safest, high-quality herbs.
[00:31:42.867 --> 00:31:46.751]  But that said, you need to consult your physician before you do the full detox.
[00:31:47.171 --> 00:31:51.316]  Liver Shield can also be used daily by itself for overall upkeep of the liver.
[00:31:51.316 --> 00:31:56.382]  Secure your Liver Shield today exclusively at Infowarslife.com for the lowest price available.
[00:31:56.382 --> 00:31:58.244]  That's Infowarslife.com or call 888-253-3139.
[00:32:02.228 --> 00:32:04.449]  They die early and aging sets in.
[00:32:04.449 --> 00:32:12.693]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:32:12.693 --> 00:32:18.096]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:32:18.096 --> 00:32:20.617]  You want the best that's out there at the lowest price anywhere?
[00:32:20.617 --> 00:32:22.739]  We now have the synergistic solution.
[00:32:22.739 --> 00:32:26.921]  Secure your DNA force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:32:30.874 --> 00:32:31.995]  BrainForce is here.
[00:32:31.995 --> 00:32:34.197]  Ladies and gentlemen, I've been on this the last few months.
[00:32:34.197 --> 00:32:39.201]  You've probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[00:32:39.201 --> 00:32:40.902]  There's always hidden additives in your food.
[00:32:40.902 --> 00:32:42.483]  Even organic food has hidden additives.
[00:32:42.483 --> 00:32:45.986]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[00:32:45.986 --> 00:32:47.948]  Ultimately, we've all been dumbed down to some degree.
[00:32:47.948 --> 00:32:48.809]  It doesn't have stimulants.
[00:32:48.809 --> 00:32:50.050]  It doesn't have garbage in it.
[00:32:50.050 --> 00:32:52.071]  It has natural things that do it clean.
[00:32:52.071 --> 00:32:57.656]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:33:05.310 --> 00:33:31.477]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones on the GCN Radio Network.
[00:34:01.667 --> 00:34:04.275]  We have Joe Banks on the line via Skype.
[00:34:06.178 --> 00:34:31.506]  I don't know how much he wants to identify how successful he's been today, but he is there at the Hillary event in San Antonio with the folks, Mr. Castro, who it appears is going to be her VP, pushing the race division agenda that's part of breaking this country, that if you don't let unlimited people come here and pay for everything for free, you're racist.
[00:34:32.776 --> 00:34:44.400]  And then they create victimology in the people that, you only had the babies for free and the welfare, and the bad people don't want to give you more because they hate you.
[00:34:44.400 --> 00:34:48.402]  It's just, again, total abomination, divide and conquer.
[00:34:48.402 --> 00:34:53.343]  And he's down there, a lot of folks have shown up down there, a lot of Infowarriors down in San Antonio.
[00:34:53.343 --> 00:34:55.964]  We're going to be talking to him in a moment.
[00:34:55.964 --> 00:34:58.745]  I'm going to write an article with Watson either today or tomorrow.
[00:34:58.745 --> 00:35:00.866]  It'll either be out this afternoon or it'll be out in the morning.
[00:35:02.597 --> 00:35:17.287]  Breaking down the history of what I was just getting into, but there's thousands of points that go into this, but when they start, as I've said hundreds of times, indicting Ron Paul, Rand Paul, and believe me, that's what this is building up to.
[00:35:17.287 --> 00:35:20.609]  Ron Paul has said it's political to take his son out of the race.
[00:35:20.609 --> 00:35:24.071]  He was the frontrunner just three months ago.
[00:35:24.071 --> 00:35:30.276]  I've supported Rand Paul, even though I've said he hadn't been hardcore enough, because I know he's for real.
[00:35:31.363 --> 00:35:34.244]  And I know his father's for real.
[00:35:34.244 --> 00:35:36.746]  I know them both well.
[00:35:36.746 --> 00:35:41.948]  And I'll leave it at that.
[00:35:41.948 --> 00:35:44.229]  And they're going to probably go after Walter Jones.
[00:35:44.229 --> 00:35:50.672]  They're going to probably go after people like Webster in Congress.
[00:35:50.672 --> 00:35:56.975]  They're going to go after the very serious men who are dedicated to the principles of this country and are trying to save it.
[00:35:57.878 --> 00:36:05.884]  And they're like surgeons in an emergency situation with a shot up victim with 20 gunshot wounds.
[00:36:05.884 --> 00:36:10.467]  And the globalists are trying to pull them off, the patient.
[00:36:10.467 --> 00:36:22.536]  And the fact that they would indict, and that's how it begins, two of Rand Paul and Ron Paul's former staffers, is the preparation.
[00:36:24.810 --> 00:36:43.321]  To try to shut down Campaign for Liberty that is at the heart of creating and pushing a libertarian constitutional movement in Congress that you see has now removed the Speaker and has the votes to block a neocon at this point.
[00:36:43.321 --> 00:36:47.583]  And so they're letting the polls know right now.
[00:36:47.583 --> 00:36:49.845]  And they're letting everybody else know.
[00:36:49.845 --> 00:36:52.867]  You back down, you bow down, you go along with us.
[00:36:54.133 --> 00:36:57.075]  Or we're gonna arrest you.
[00:36:57.075 --> 00:36:59.577]  You wonder why Congress won't stand up to the tyranny?
[00:36:59.577 --> 00:37:01.979]  It's because they're blackmailed.
[00:37:01.979 --> 00:37:06.603]  And the polls are as clean as it gets.
[00:37:06.603 --> 00:37:12.787]  It doesn't matter, they can indict a ham sandwich.
[00:37:12.787 --> 00:37:18.212]  And you need to understand, this signifies they're going to come after the guns.
[00:37:18.212 --> 00:37:20.193]  They're going to say your kids belong to them.
[00:37:20.193 --> 00:37:22.015]  They're coming with forced immoculations.
[00:37:22.015 --> 00:37:23.636]  They're coming to make you eat GMO.
[00:37:25.128 --> 00:37:29.070]  They're putting us under international treaties and won't even let us see them.
[00:37:29.070 --> 00:37:36.014]  And when we get pieces of it, it's so draconian, I can't even believe it.
[00:37:36.014 --> 00:37:38.515]  So, here's the newsflash.
[00:37:38.515 --> 00:37:41.897]  We're already in a semi-captured, occupied country.
[00:37:41.897 --> 00:37:44.299]  But they know they don't run the states completely.
[00:37:44.299 --> 00:37:45.619]  They don't run the cities completely.
[00:37:45.619 --> 00:37:48.601]  They don't run the police departments completely.
[00:37:48.601 --> 00:37:49.942]  They don't run the military completely.
[00:37:51.360 --> 00:38:00.022]  So they're demoralizing it, saying we're going to put women in frontline combat in trannies and make army soldiers wear red high heels in public.
[00:38:00.022 --> 00:38:10.225]  And we're going to make the US Army serve ISIS and Al Qaeda to make all the patriots leave.
[00:38:10.225 --> 00:38:14.546]  And they've come in for 15 years and only hired police officers in major cities with under 100 IQs.
[00:38:18.203 --> 00:38:20.064]  They've tried to put idiots in there.
[00:38:20.064 --> 00:38:21.685]  It still hasn't worked.
[00:38:21.685 --> 00:38:29.369]  So they show the bad ones to project them onto all the police, to bully them and intimidate them in a national terror campaign.
[00:38:29.369 --> 00:38:35.633]  Run out of the White House that's killed hundreds of police.
[00:38:35.633 --> 00:38:47.880]  To then make them submit and take all the community organizing political correctness training as the actual UN in every major city above 100,000 now has offices of up to three people.
[00:38:49.810 --> 00:38:57.033]  I have like eight of them in the Austin government I know of that liaison and work for the United Nations.
[00:38:57.033 --> 00:39:00.554]  And now they have InfraGard badges.
[00:39:00.554 --> 00:39:04.456]  That's FBI level badges.
[00:39:04.456 --> 00:39:09.438]  The Southern Poverty Law Center, the ADL, have these badges.
[00:39:09.438 --> 00:39:12.179]  They're basically foreign intelligence operatives.
[00:39:12.179 --> 00:39:15.360]  Well, there's no basically about it with the ADL.
[00:39:15.360 --> 00:39:17.441]  And we have been infiltrated.
[00:39:17.441 --> 00:39:19.002]  We have been completely taken over.
[00:39:20.054 --> 00:39:22.835]  And now they're getting ready to really come after the American people.
[00:39:22.835 --> 00:39:27.137]  I mean, I just cannot believe they're really doing it.
[00:39:27.137 --> 00:39:28.658]  They are so bad, folks.
[00:39:28.658 --> 00:39:29.898]  They are so bloodthirsty.
[00:39:29.898 --> 00:39:32.219]  They are so hateful.
[00:39:32.219 --> 00:39:34.660]  They hate us because we're good.
[00:39:34.660 --> 00:39:37.101]  They hate us because we're not corrupt.
[00:39:37.101 --> 00:39:39.222]  They want to destroy this country.
[00:39:39.222 --> 00:39:41.863]  Look what they've done with Hollywood and the culture.
[00:39:41.863 --> 00:39:43.864]  Look at how sick America is.
[00:39:43.864 --> 00:39:46.985]  Look what they've done to us.
[00:39:46.985 --> 00:39:48.386]  And if we just wake up to it,
[00:39:50.165 --> 00:39:51.965]  Which we're starting to do.
[00:39:51.965 --> 00:39:53.326]  We could get the poison out of us.
[00:39:53.326 --> 00:39:55.326]  We could vomit out the poison.
[00:39:55.326 --> 00:39:56.887]  We could convalesce.
[00:39:56.887 --> 00:39:58.907]  We could get better.
[00:39:58.907 --> 00:40:07.069]  But everybody in government especially, and I know there's good people there, people in government are awake because they're either for it or they're against it.
