[00:00:16.067 --> 00:00:16.231]  Hmm.
[00:23:56.897 --> 00:24:08.022]  Sold out for weeks due to the difficult and extensive proprietary process behind its creation, the exclusive InfoWars Life Secret 12 formulation is now back in stock in the last limited shipment of 2014.
[00:24:08.262 --> 00:24:22.088]  The most bioactive form that has been created with our proprietary process, this ultra-clean vitamin B12 nutraceutical has been carefully crafted and developed over the last two years and is based on cellular science of how your body actively absorbs essential nutrients.
[00:24:22.508 --> 00:24:25.289]  Secret 12 is taken by mouth, right on the tongue, and then swallowed.
[00:24:25.589 --> 00:24:26.769]  No needles, no injections.
[00:24:27.009 --> 00:24:31.050]  Vitamin B12 deficiency is linked to scores of serious problems.
[00:24:31.330 --> 00:24:40.752]  And Secret 12 is a fusion of two organic proprietary forms of Vitamin B12, bringing you a true nutraceutical quality Vitamin B12.
[00:24:40.972 --> 00:24:41.673]  Secret 12.
[00:24:42.033 --> 00:24:47.354]  Secret 12 is an excellent Christmas gift and is tailor-made to boost your New Year's resolutions.
[00:24:47.694 --> 00:24:49.754]  Supplies of Secret 12 are very limited.
[00:24:50.034 --> 00:24:52.455]  Secure yours today at InfoWarsLife.com.
[00:24:52.955 --> 00:24:53.818]  Or by calling toll-free 888-253-3139.
[00:24:57.122 --> 00:24:59.124]  The Molon Lave Silver Coin.
[00:24:59.424 --> 00:25:01.185]  Certified by the Provident Mint.
[00:25:01.365 --> 00:25:05.609]  This 1 ounce silver round is .999% fine silver.
[00:25:05.849 --> 00:25:13.535]  Inspired by the legendary Spartan King Leonidas and his refusal to lay down arms in defiance of Emperor Xerxes.
[00:25:13.735 --> 00:25:14.536]  Molon Lave.
[00:25:14.696 --> 00:25:16.358]  That's Greek for come and take it.
[00:25:16.558 --> 00:25:19.620]  This is available now at InfoWarsTore.com.
[00:25:20.061 --> 00:25:21.962]  Act now as supplies are limited.
[00:25:22.082 --> 00:25:24.344]  And don't forget free shipping and a free gift.
[00:25:24.564 --> 00:25:26.466]  That's InfoWarsTore.com.
[00:25:37.219 --> 00:25:39.121]  My guest today is Mark Passio.
[00:25:39.202 --> 00:25:47.532]  He is an independent researcher, radio talk show host, a public speaker, and also a freedom activist from Philadelphia, Pennsylvania.
[00:25:47.953 --> 00:25:51.717]  And he has assembled a vast amount of knowledge on occultism,
[00:25:52.598 --> 00:25:56.102]  Spirituality, metaphysics, symbology and consciousness.
[00:25:56.503 --> 00:26:10.679]  You can find all of that information on his website whatonearthishappening.com as well as freeyourmindconference.com and he joins me today to talk about occultism and mind control.
[00:26:10.919 --> 00:26:12.619]  So Mark, thank you for joining us today.
[00:26:12.659 --> 00:26:15.820]  I know we've got a lot to talk about in a short amount of time.
[00:26:15.860 --> 00:26:20.081]  So I wanted to kind of give a tri-part question here first.
[00:26:20.761 --> 00:26:22.642]  Just kind of give a little bit of a back story.
[00:26:22.782 --> 00:26:30.144]  I've heard you say in a few of your lectures that you were actually a practitioner of the dark occult.
[00:26:30.264 --> 00:26:32.825]  Obviously this is where some of your expertise comes from.
[00:26:32.885 --> 00:26:37.206]  You can confirm that these occultic symbols are being employed.
[00:26:37.246 --> 00:26:38.186]  They do have power.
[00:26:38.826 --> 00:26:39.806]  But what does that mean?
[00:26:40.727 --> 00:26:42.827]  What does that mean as far as you are practicing?
[00:26:42.867 --> 00:26:49.089]  Was that like Satanism, Luciferianism, some sort of other dark occult that I don't really know about?
[00:26:49.729 --> 00:27:01.332]  And then of course, what compelled you to kind of seek out that knowledge and what was it that helped you kind of realize that maybe that wasn't where you wanted to spend your energy?
[00:27:01.952 --> 00:27:03.394]  Sure, that's a really great question.
[00:27:03.514 --> 00:27:14.625]  Well, in my youth I kind of accepted, without much questioning, a lot of the religious dogma and indoctrination that I had been given by family members and school teachers.
[00:27:15.346 --> 00:27:21.773]  And I come from a pretty standard Roman Catholic Italian background in South Philadelphia.
[00:27:22.533 --> 00:27:30.696]  And my family was kind of the type that never really challenged belief systems, certainly never questioned authority, anything like that.
[00:27:31.676 --> 00:27:43.840]  And, you know, back then when I was given a lot of those dogmatic beliefs and kind of accepted them, I certainly lacked a lot of the knowledge about what religious indoctrination is about and why it's done.
[00:27:43.900 --> 00:27:46.921]  I certainly didn't know anything about astrotheology at that time.
[00:27:47.741 --> 00:28:01.007]  And a lot of that knowledge probably could have put some of that indoctrination into perspective, but since I lacked it, my disillusionment with modern organized religion turned into extreme anger.
[00:28:01.707 --> 00:28:14.293]  And I acted upon that anger by attempting to seek out the antithesis of religion, the antithesis of the system into which I was born, and I found it in the form of the dark occult, dark occultism.
[00:28:14.953 --> 00:28:19.296]  Particularly Satanism, which was the type of dark occultism that I gravitated toward.
[00:28:19.996 --> 00:28:25.680]  And I espoused a lot of Satanic beliefs and ideologies, particularly through writing and music.
[00:28:26.561 --> 00:28:34.526]  Some of my work was eventually recognized by Anton LaVey, who was the high priest of the organization known as the Church of Satan at that time.
[00:28:34.586 --> 00:28:35.747]  He has since died.
[00:28:36.327 --> 00:28:42.191]  But he asked me to take part in the Church of Satan and become a priest within its membership.
[00:28:42.911 --> 00:28:58.002]  And I accepted that offer and I became a priest in the Church of Satan and what my job was to do was basically, for the most part, explain the ideology of Satanism to people in an attempt to take more people into the ranks of that ideology.
[00:28:58.922 --> 00:29:16.871]  As my involvement with Satanism in general, not just the Church of Satan organization grew, I became aware that this wasn't an isolated group of individuals that were just working with occulted or hidden knowledge in order to essentially grow their own personal power, but they were
[00:29:17.871 --> 00:29:22.274]  Groups, inter-networked groups of people who were working together.
[00:29:23.434 --> 00:29:32.119]  They came from an eclectic array of people from every walk of life, every social institution that you could imagine.
[00:29:32.500 --> 00:29:46.368]  There were Satanists placed in positions of high power and influence within those institutions, including politics, banking, law, military, law enforcement, entertainment, technology, medicine.
[00:29:47.268 --> 00:29:49.729]  Education and every other area of our lives.
[00:29:50.269 --> 00:29:55.771]  And they were not isolated individuals that were just trying to increase their own personal power and influence.
[00:29:55.811 --> 00:29:59.493]  They were working together as a tight-knit unit toward a common goal.
[00:29:59.713 --> 00:30:06.515]  And that common goal was to increase their own collective power at the expense of everyone else's rights and freedoms.
[00:30:07.116 --> 00:30:15.499]  When I became aware that that's what the satanic hierarchical network that is in place in this world was all about, that it was in fact about slavery,
[00:30:16.260 --> 00:30:23.689]  My consciousness, my conscience, I'm sorry, would not allow me to proceed any further with involvement in these groups.
[00:30:23.989 --> 00:30:26.832]  And I began to basically pull back from my involvement.
[00:30:27.313 --> 00:30:31.058]  And people will often say, well, weren't they extremely angered by that?
[00:30:31.158 --> 00:30:32.780]  And didn't they try to keep you in the group?
[00:30:33.320 --> 00:30:47.109]  You know, they were initially trying to groom me for higher levels of involvement with other, you know, network and think tank groups that, you know, go much higher into politics and certainly into eugenics operations.
[00:30:47.730 --> 00:31:00.178]  But when I became aware of what the overarching agenda of the whole satanic hierarchical network that's in place in the world was about, I desisted with my involvement in those groups.
[00:31:00.578 --> 00:31:03.460]  And people will ask, well, didn't they try to reel you back in?
[00:31:03.480 --> 00:31:04.441]  Didn't they threaten you?
[00:31:05.202 --> 00:31:08.384]  They were absolutely unconcerned with my leaving.
[00:31:08.885 --> 00:31:13.609]  They simply basically said, there's nothing that you can do to change anything.
[00:31:13.669 --> 00:31:17.071]  We have people's minds and we have society right where we want it.
[00:31:17.552 --> 00:31:25.738]  And go and do your worst and tell people about what you know and that you're going to be banging your head against a concrete wall for the rest of your natural life.
[00:31:26.259 --> 00:31:29.842]  So go and do your worst because there's nothing that you could possibly do to hurt us.
[00:31:30.223 --> 00:31:31.860]  That was their attitude when I left.
[00:31:32.819 --> 00:31:39.764]  Right, well, it is like banging your head against a wall, and there are such extreme forces keeping people hypnotized.
[00:31:39.864 --> 00:31:45.847]  I mean, just talking about Anton LaVey or the Church of Satan, just the ties with the NSA.
[00:31:45.867 --> 00:31:58.996]  I mean, if you want to talk about the surveillance and control, I mean, there is the upper echelons of government, and here was a secret program with the NSA that wasn't exposed until just recently.
[00:31:59.376 --> 00:32:01.838]  Obviously, it's been going on for quite some time.
[00:32:02.558 --> 00:32:08.661]  I consider the groups I was involved in very low-level, certainly not high-level by any stretch of the imagination.
[00:32:09.101 --> 00:32:18.185]  I do consider that LeVay was sort of a puppet for these higher-level satanic networks and groups, and certainly worked with governmental institutions during the time that he was alive.
[00:32:19.106 --> 00:32:22.827]  And, you know, most people don't really understand what the ideology of Satanism is.
[00:32:22.867 --> 00:32:24.388]  They think it's about devil worship.
[00:32:24.448 --> 00:32:28.030]  It has nothing to do with the worship of the Christian notion of the devil.
[00:32:28.670 --> 00:32:45.605]  Uh, this is, uh, Satanism basically has four main tenets or overarching principles of belief, and that is that self-preservation is the highest goal, and, um, you should do whatever you can to advance your, your personal power and influence in the world, no matter
[00:32:46.005 --> 00:32:50.168]  Who you really have to walk all over, step on, or hurt to get what you want.
[00:32:50.568 --> 00:32:51.989]  That's really the number one tenet.
[00:32:52.009 --> 00:32:57.292]  And if you look at society, most of society is stuck in that cutthroat, dog-eat-dog mentality.
[00:32:58.012 --> 00:33:06.037]  Moral relativism is the second major tenet, which is the idea that there's really no such thing as objective standards of right and wrong behavior.
[00:33:06.557 --> 00:33:16.320]  That we as human beings can get to basically decide upon our whims what right and wrong are and, you know, base our actions accordingly.
[00:33:16.741 --> 00:33:26.264]  And if you look at most of society, I would say more people than not are moral relativists than moral objectivists who think that there is an objective standard of right and wrong behavior.
[00:33:26.784 --> 00:33:29.046]  So that's also very pervasive in society.
[00:33:29.147 --> 00:33:44.962]  The third major tenet is social Darwinism, the idea that the most ruthless in society have some sort of a predetermined or predestined right to basically rule over everybody else in society because their genetics got them there and, you know, made them fit for rulership.
[00:33:45.542 --> 00:33:52.427]  And, you know, many people will actually think like that and think that that's okay, that that's just the natural order or the way things are.
[00:33:52.907 --> 00:33:55.689]  You know, so that's also very pervasive in our society.
