[00:00:00.379 --> 00:00:00.544]  Let's go.
[00:26:08.957 --> 00:26:17.039]  After ISIS attempted to attack the airbase operated by Russian military, reported the Russian news services.
[00:26:17.059 --> 00:26:19.859]  We have links to that up on Infowars.com.
[00:26:24.767 --> 00:26:31.909]  It is considered one of the most advanced aircraft in Russia's inventory with updated avionics and a wide array of weapons at its disposal.
[00:26:33.129 --> 00:26:37.750]  60 of the jets are planned to be delivered to Russian forces by next year.
[00:26:37.910 --> 00:26:48.833]  Again, Russian activity at the airbase ramped up Friday upon the arrival of advanced Russian fighter jets, including four Su-300SM Flankers, which are loose equivalents of the U.S.
[00:26:48.893 --> 00:26:51.854]  Air Force F-A-18F Hornet.
[00:26:54.974 --> 00:27:02.936]  This, of course, begs the question, who provided ISIS with the kind of intelligence of right where to attack to take out the aircraft with live satellite feeds?
[00:27:03.516 --> 00:27:05.057]  They were targeting the aircraft.
[00:27:05.737 --> 00:27:11.639]  Well, I mean, the Pentagon's not going to let their little Sweetie Cake Jihad forces actually get attacked, are they?
[00:27:13.047 --> 00:27:16.130]  So really amazing to see all this unfolding.
[00:27:16.510 --> 00:27:26.439]  Russia has also shipped in tanks, artillery, and attack helicopters into Syria and has opened up a high-level communication with the US military to ensure that no misunderstandings lead to conflict.
[00:27:27.179 --> 00:27:30.602]  Moscow and Washington operated a similar red phone hotline during the Cold War.
[00:27:31.363 --> 00:27:48.174]  A striking allegory to the current state of tensions between the two countries, especially as neoconservative think tanks rattle their sabers at Russia, and as the Obama White House basically threatens them not to fight back against ISIS or other rebels being run by the West.
[00:27:48.734 --> 00:27:56.799]  Right now, the Defense Department is reviewing and updating its contingency plans for armed conflict with Russia over the Syria conflict, according to Foreign Policy magazine.
[00:27:59.697 --> 00:28:03.759]  Never before has America been so clearly on the wrong side, ladies and gentlemen.
[00:28:04.379 --> 00:28:10.682]  A sovereign country done nothing to us under five years of attack by Saudi Arabian proxy armies.
[00:28:11.682 --> 00:28:14.383]  Saudi Arabia cut and dry attacked us on 9-11.
[00:28:15.064 --> 00:28:16.704]  Our government covered that up, bare minimum.
[00:28:17.004 --> 00:28:17.765]  That's now come out.
[00:28:18.605 --> 00:28:23.067]  They then had our government and our media demonize an innocent country, Iraq,
[00:28:24.943 --> 00:28:29.413]  Which was then basically brought back to the Stone Age and now divided into three countries.
[00:28:30.799 --> 00:28:43.150]  And of course they have the Islamic State area in the western central area and in the south it is controlled by the Shiites to the east into Iran.
[00:28:43.830 --> 00:28:45.532]  They have divided the country into three parts.
[00:28:45.952 --> 00:28:54.520]  They're now openly announcing the plan to break Syria into three parts as well and Russia understands this is about taking their only warm water port.
[00:28:55.421 --> 00:28:57.750]  They're on the Mediterranean in Syria.
[00:28:58.171 --> 00:29:01.423]  They understand it's part of the march towards bringing down Russia.
[00:29:03.450 --> 00:29:05.571]  And again, I'm not saying Russia is perfect.
[00:29:05.631 --> 00:29:07.092]  I'm not saying Russia is wonderful.
[00:29:07.712 --> 00:29:09.373]  But Russia is not on an offensive.
[00:29:10.014 --> 00:29:12.635]  Russia is not putting cancer viruses in our vaccines.
[00:29:13.015 --> 00:29:14.416]  Russia is not opening our borders.
[00:29:14.836 --> 00:29:16.297]  Russia is not funding ISIS.
[00:29:16.817 --> 00:29:19.439]  Russia is not pushing world government.
[00:29:19.879 --> 00:29:21.600]  Russia is not trying to take my guns.
[00:29:21.940 --> 00:29:24.281]  Russia isn't on the news saying my kids belong to the state.
[00:29:24.842 --> 00:29:26.823]  Our criminal, illegitimate government is.
[00:29:27.603 --> 00:29:37.247]  And the good news is our own military and top brass have gone public, and they have said they will not be part of openly aiding Al-Qaeda to bring down Syria and being involved in war crimes.
[00:29:37.607 --> 00:29:48.391]  So the arrogant Harvard Ivy League globalists that run this country told the military, we don't care, we'll go with proxy armies and have done it anyways, nakedly quadrupling down.
[00:29:49.011 --> 00:29:49.892]  When we come back,
[00:29:51.052 --> 00:29:51.773]  It's not a joke.
[00:29:51.833 --> 00:29:54.094]  Saudi Arabia chosen to head UN Human Rights Panel.
[00:29:54.555 --> 00:29:58.177]  And the Pope is now back home in Cuba, worshipping Fidel.
[00:29:59.378 --> 00:30:00.279]  We're on the march.
[00:30:00.779 --> 00:30:02.380]  The empire's on the run.
[00:30:03.321 --> 00:30:05.983]  Alex Jones and the GCN Radio Network.
[00:30:10.014 --> 00:30:12.215]  Kay Daniels, InfoWars.com.
[00:30:12.275 --> 00:30:15.156]  Did you know that Pope Francis has strong ties to communism?
[00:30:15.396 --> 00:30:21.638]  Francis is a member of the Jesuits who developed the so-called liberation theology, which many have labeled Christianized Marxism.
[00:30:21.858 --> 00:30:26.000]  They're the reason why communism and socialism has persevered for so long in Latin America.
[00:30:26.300 --> 00:30:32.203]  And it's not a coincidence that Cuba's current leader, Raul Castro, praised Pope Francis for his anti-capitalist stance.
[00:30:32.463 --> 00:30:35.165]  Castro, like Francis, was also brought up by the Jesuits.
[00:30:35.445 --> 00:30:40.727]  Starting to make sense now why Francis is constantly calling for carbon taxes and more government?
[00:30:40.948 --> 00:30:43.689]  And also, did you know the recent reconciliation between the U.S.
[00:30:43.729 --> 00:30:46.971]  and Cuba was spearheaded by Pope Francis to the benefit of Castro?
[00:30:47.211 --> 00:30:55.355]  Vatican researcher Leo Zagami wrote an excellent article on InfoWars.com entitled, Vatican Flag to Fly Over the New World Order, which breaks it all down.
[00:30:55.615 --> 00:31:05.700]  Zoghami wrote, Barack Obama and Raul Castro's mundialist leftist agenda is guided and supervised by the first Jesuit Pope in history to help the Cubans embrace the new world order with enthusiasm.
[00:31:05.820 --> 00:31:09.522]  Keep checking Infowars.com and PrisonPlanet.tv for more reports.
[00:31:09.942 --> 00:31:11.243]  It's now more clear than ever.
[00:31:11.423 --> 00:31:14.965]  The globalists have launched a planetary destabilization plan.
[00:31:15.225 --> 00:31:18.847]  Here at the InfoWars operation, we hope and pray that this is not the case.
[00:31:19.127 --> 00:31:22.970]  But the signs of things deteriorating around the world are unmistakable.
[00:31:23.130 --> 00:31:29.754]  For many years, I've been working with MyPatriotSupply, and we have now developed a private label called InfoWars Select.
[00:31:29.914 --> 00:31:34.677]  Look, it's important to have firearms and water filtration during a collapse, but you've also got to have food.
[00:31:34.917 --> 00:31:42.602]  InfoWars Select is a wide variety of their highest quality packages at the lowest price they have ever offered before.
[00:31:42.782 --> 00:31:45.063]  It's an introductory offer for only two weeks.
[00:31:45.264 --> 00:31:56.351]  Visit InfoWarsSelect.com or InfoWarsStore.com and find out why these meals are the highest quality, longest lasting, easiest to transport food solutions you're going to find anywhere.
[00:31:56.491 --> 00:31:58.652]  Visit InfoWarsSelect.com today.
[00:31:58.792 --> 00:32:02.394]  Watch the informational videos and check out the wide selection for yourselves.
[00:32:02.515 --> 00:32:06.477]  That's InfoWarsSelect.com or InfoWarsStore.com or call 888-253-3139.
[00:32:09.819 --> 00:32:14.841]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[00:32:14.961 --> 00:32:20.844]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[00:32:21.084 --> 00:32:25.665]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[00:32:25.866 --> 00:32:29.187]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:32:29.427 --> 00:32:31.028]  No needles, no injections.
[00:32:31.408 --> 00:32:36.530]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[00:32:39.791 --> 00:32:43.994]  Used since before the days of the Roman Empire to support the body's natural systems.
[00:32:44.174 --> 00:32:48.137]  Introducing the new Infowarslife.com oil of oregano formulation.
[00:32:48.317 --> 00:32:53.100]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:32:53.260 --> 00:32:57.783]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:32:57.923 --> 00:33:01.226]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:33:01.406 --> 00:33:04.708]  Now available in our limited first run at Infowarslife.com.
[00:33:04.868 --> 00:33:06.669]  That's Infowarslife.com or call 888-253-3139.
[00:33:10.752 --> 00:33:11.352]  Is the U.S.
[00:33:11.432 --> 00:33:20.719]  involved with any procuring of weapons, transfer of weapons, buying, selling, anyhow transferring weapons to Turkey out of Libya?
[00:33:23.721 --> 00:33:24.442]  To Turkey?
[00:33:26.123 --> 00:33:27.464]  It is a big idea.
[00:33:28.661 --> 00:33:29.702]  A new world order.
[00:33:30.182 --> 00:33:33.844]  How is it that this organization is so well-funded, so organized?
[00:33:33.924 --> 00:33:41.088]  Islamic State-linked militants have gained a stronger foothold in Libya, seizing new economically vital areas of the country.
[00:33:41.348 --> 00:33:49.393]  The leader of ISIS in Libya is none other than Abdel Hakim Belmahdj, and of course he was armed to the teeth by NATO.
[00:33:49.673 --> 00:33:53.615]  A world in which there is the very real prospect of a new world order.
[00:33:53.895 --> 00:33:58.158]  The Russians say they're negotiating with North Korea to hold joint military exercises.
[00:33:58.398 --> 00:34:03.841]  Kim Jong-un and Vladimir Putin teaming up, creating an ominous alliance against the United States.
[00:34:04.881 --> 00:34:09.804]  Israel's Prime Minister Benjamin Netanyahu is aggressively opposing the nuclear deal that the U.S.
[00:34:09.844 --> 00:34:12.005]  government is negotiating with Iran.
[00:34:12.165 --> 00:34:17.308]  Saudi Arabia is apparently prepared to allow Israeli jets into its airspace to conduct attacks on Iran.
[00:34:17.848 --> 00:34:22.252]  We have an unprecedented opportunity to build a new world order.
[00:34:22.753 --> 00:34:28.898]  I set up a foundation in Ukraine and played an important part in events now.
[00:34:29.079 --> 00:34:33.423]  Ukraine is set to receive the first tranche of an international monetary fund aid package.
[00:34:33.483 --> 00:34:37.767]  We had brokered a deal to transition power in Ukraine.
[00:34:38.207 --> 00:34:39.989]  Vladimir Putin is on the move.
[00:34:42.330 --> 00:34:52.982]  Only when this transformation is complete will we be able to take full measure of the opportunities presented by this new and involving world order.
[00:34:53.383 --> 00:34:55.525]  It's known as the Bilderberg Group.
[00:34:56.206 --> 00:34:58.409]  Could their objective be world domination?
[00:35:05.725 --> 00:35:07.106]  We're back live, ladies and gentlemen.
[00:35:07.166 --> 00:35:09.467]  Thank you so much for joining us.
[00:35:10.247 --> 00:35:13.389]  The breaking news report is on InfoWars.com.
[00:35:14.269 --> 00:35:17.371]  Russian Marines battle ISIS in Syria.
[00:35:19.192 --> 00:35:22.614]  So the valiant forces of the West are attacking the Russians.
[00:35:23.942 --> 00:35:32.004]  And I guess you're not patriotic if you don't support Al-Qaeda-controlled groups out of Saudi Arabia attacking the innocent sovereign nation of Syria.
[00:35:32.524 --> 00:35:38.886]  If you watch the mainstream television news, you would believe that it is a war crime not to support this.
[00:35:40.266 --> 00:35:45.808]  That is how truly sickening all of this has gotten.
[00:35:46.828 --> 00:35:49.229]  Now, before I get into the latest
[00:35:50.470 --> 00:35:55.571]  On election news, ahead of Jesse Ventura joining us, and the latest U.S.
[00:35:55.611 --> 00:36:02.573]  news, economic news, what's happening with oil going down last week to record levels, bouncing back up a bit this morning.
[00:36:03.733 --> 00:36:09.395]  Before we break that down, I just wanted to let listeners know that you have now
[00:36:10.967 --> 00:36:18.730]  Basically knocked a home run out of the park with the 2015 war chest operation that we launched last week.
[00:36:19.271 --> 00:36:26.934]  It raised total over a million dollars that we need for the satellites, the closed captioning, the equipment, the reporters.
[00:36:27.474 --> 00:36:33.397]  Anybody who actually runs a news organization knows that you can't run a small town newspaper
[00:36:34.738 --> 00:36:35.719]  For a million dollars a year.
[00:36:36.621 --> 00:36:46.714]  But when you add a million dollars to the other capital we have coming in, it gives us the working capital we need to do those new projects and to reach tens of millions more people.
[00:36:47.671 --> 00:36:54.557]  You can find out details at Infowars.com forward slash affiliates, the satellite links, the feeds, all of it.
