[00:00:00.009 --> 00:00:01.601]  Alex Jones Show.
[00:27:19.461 --> 00:27:33.835]  Then they cut to their latest one that's secret, and there's a drape over it, and it shows this super handsome, commanding, you know, archetypal male pilot walk out and look at his machine with pride.
[00:27:34.455 --> 00:27:40.701]  That's meant to sell you on spending tens of billions of dollars a month on these systems.
[00:27:41.621 --> 00:27:53.688]  When those planes are 25 to 40 years old, and the real spy planes they've got, and the real bombers they've got, don't have humans flying them, and that's for at least 15 years.
[00:27:54.789 --> 00:28:05.715]  So see, there'll be simulations, and there'll be vestigial and ceremonial pilots on the planes, and ceremonial pilots in the squadrons.
[00:28:10.418 --> 00:28:20.745]  They're already giving awards to the drone pilots and now awards to the artificially intelligent autonomous drones.
[00:28:22.587 --> 00:28:24.848]  Like England's tyranny.
[00:28:28.591 --> 00:28:34.015]  And they say, oh, by tyranny we mean the Welsh word.
[00:28:35.384 --> 00:28:37.365]  Think it means, like, good daughter or something?
[00:28:38.225 --> 00:28:41.006]  And then they've got another one called, I think it's Tyrannus?
[00:28:42.086 --> 00:28:43.347]  That's Latin for terrible?
[00:28:43.567 --> 00:28:46.048]  Oh, they go, oh no, no, that's, we mean something else!
[00:28:47.068 --> 00:28:53.551]  That's the, I mean, they always lie to you to give you false info to damage your thinking process.
[00:28:55.131 --> 00:28:57.312]  Everything they do is a war on us!
[00:28:58.893 --> 00:28:59.993]  It's all a deception!
[00:29:05.401 --> 00:29:06.401]  Now let's continue.
[00:29:08.182 --> 00:29:11.204]  Call of Duty increased risk of Alzheimer's disease.
[00:29:12.144 --> 00:29:16.206]  So you're supposed to have pride when you go play your Call of Duty.
[00:29:16.626 --> 00:29:21.328]  University of Montreal study finds video game players navigate the screen using a key area of the brain.
[00:29:23.309 --> 00:29:32.794]  Millions of boys could be at increased risk of Alzheimer's disease and other mental illnesses in later life through playing action video games such as Call of Duty, Assassin's Creed according to new research.
[00:29:34.892 --> 00:29:37.573]  Yeah, see, I wasn't really playing video games when I was 16.
[00:29:37.613 --> 00:29:40.474]  I was dating 22-year-old college graduates.
[00:29:42.535 --> 00:29:45.056]  When I was 21, I was starting a radio show.
[00:29:46.357 --> 00:29:48.138]  Again, I wasn't playing video games like all the other guys.
[00:29:48.978 --> 00:29:52.299]  I was... I was out there being a man.
[00:29:54.680 --> 00:29:55.961]  I'm not saying I'm something special.
[00:29:56.061 --> 00:29:57.822]  I guess I'm just an old-fashioned man.
[00:29:58.082 --> 00:29:58.402]  We'll be back.
[00:29:59.588 --> 00:30:02.570]  We're on the march, the empire's on the run.
[00:30:03.511 --> 00:30:06.193]  Alex Jones and the GCN Radio Network.
[00:30:12.540 --> 00:30:17.981]  The hashtag Black Lives Matter is being used by demonstrators all across the country.
[00:30:18.321 --> 00:30:21.162]  But why should it be capped with the actions of police?
[00:30:21.382 --> 00:30:25.563]  What if it was expanded to include another area where lives are being lost?
[00:30:25.943 --> 00:30:26.463]  Abortion.
[00:30:26.764 --> 00:30:32.105]  It wasn't that long ago that New York reported it had more black babies aborted than born.
[00:30:32.705 --> 00:30:39.630]  With this in mind, join the Black Lives Matter demonstration this Thursday, May 21st from 11 a.m.
[00:30:39.670 --> 00:30:40.490]  to 2 p.m.
[00:30:40.951 --> 00:30:44.693]  at the Planned Parenthood on Ben White Boulevard in South Austin.
[00:30:45.273 --> 00:30:49.736]  The demonstration will be aired live on the nationally syndicated Alex Jones Show.
[00:30:50.277 --> 00:30:56.461]  Make your own Black Lives Matter signs and join us this Thursday, May 21st from 11 a.m.
[00:30:56.501 --> 00:30:57.281]  to 2 p.m.
[00:30:57.642 --> 00:31:02.465]  at the Planned Parenthood located at 201 East Ben White Boulevard in Austin.
[00:31:03.187 --> 00:31:07.867]  Be sure to use the public right-of-way and let's put truth into action.
[00:31:10.111 --> 00:31:17.056]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[00:31:17.316 --> 00:31:26.723]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[00:31:27.024 --> 00:31:33.909]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[00:31:34.349 --> 00:31:41.791]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[00:31:42.192 --> 00:31:45.513]  We set out to bring you the very best at the lowest price.
[00:31:45.873 --> 00:31:50.654]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[00:31:50.834 --> 00:31:54.895]  In these times, it's essential to have high-quality, loyal silver on hand.
[00:31:55.256 --> 00:31:58.076]  No survival chest is complete without Silver Bullet.
[00:31:58.277 --> 00:32:01.297]  Exclusively available at Infowarslife.com.
[00:32:01.398 --> 00:32:02.878]  Secure your Silver Bullet today.
[00:32:03.098 --> 00:32:05.721]  Call toll free at Infowarslife.com or by calling toll free 888-253-3139.
[00:32:09.700 --> 00:32:14.703]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[00:32:14.843 --> 00:32:20.727]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[00:32:20.967 --> 00:32:25.530]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[00:32:25.750 --> 00:32:29.052]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:32:29.312 --> 00:32:30.893]  No needles, no injections.
[00:32:31.293 --> 00:32:36.416]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[00:32:39.578 --> 00:32:43.799]  Use since before the days of the Roman Empire to support the body's natural systems.
[00:32:43.959 --> 00:32:47.920]  Introducing the new Infowarslife.com oil of oregano formulation.
[00:32:48.100 --> 00:32:52.882]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:32:53.042 --> 00:32:57.583]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:32:57.703 --> 00:33:01.044]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:33:01.184 --> 00:33:04.505]  Now available in our limited first run at Infowarslife.com.
[00:33:04.645 --> 00:33:06.465]  That's Infowarslife.com or call 888-253-3139.
[00:33:22.228 --> 00:33:26.291]  It's the final countdown to human exterminism unless we awaken.
[00:33:27.312 --> 00:33:37.859]  The quest for human survival.
[00:33:41.762 --> 00:33:43.043]  I am your host Alex Jones.
[00:33:43.863 --> 00:33:45.404]  Thank you so much for joining us.
[00:33:45.505 --> 00:33:49.748]  We are here Monday through Friday from 11 a.m.
[00:33:49.788 --> 00:33:50.368]  to 2 p.m.
[00:33:50.448 --> 00:33:51.589]  Central Standard Time.
[00:33:53.021 --> 00:34:12.638]  By the way, if you're a new listener or you're one of the mainstream media clowns that write news articles saying Jones is insane, there are no chemicals in the plastics changing our sexuality, or Jones is insane, glyphosates aren't bad for you, like they've said in the past, and don't change your sexuality and give you breast cancer,
[00:34:13.945 --> 00:34:14.866]  Jones is insane.
[00:34:14.906 --> 00:34:16.387]  There's no plan to militarize police.
[00:34:16.767 --> 00:34:17.548]  Jones is insane.
[00:34:17.588 --> 00:34:18.929]  The NSA isn't listening to us.
[00:34:19.249 --> 00:34:20.050]  Jones is insane.
[00:34:20.090 --> 00:34:26.055]  There aren't microphones and cameras in the TVs watching and listening, which they now all admit 20 years after I told you.
[00:34:28.116 --> 00:34:39.666]  You're under attack, too, just because you play the game that you're part of the establishment and that you're powerful and that you're going to come out on top because you've decided to join with the globalists.
[00:34:41.442 --> 00:34:44.524]  You need to understand that most of you, I've studied you, are in denial.
[00:34:45.664 --> 00:34:54.429]  You actually believe none of this tyranny is happening, so you can then try to discredit our resistance to it, like when I had Al Jazeera.
[00:34:55.270 --> 00:34:56.991]  That's set to air today, by the way.
[00:34:57.031 --> 00:34:59.252]  We should track that on their big nightly news show.
[00:34:59.612 --> 00:35:12.859]  They're doing a special across the country demonizing the libertarian right wing and saying that we're insane and believe there's about to be an imminent military invasion of Texas, Utah, and Southern California, which we didn't say.
[00:35:13.720 --> 00:35:17.482]  We said they're trying to condition the public and the military to accept it.
[00:35:18.868 --> 00:35:23.109]  And he'd look at me with a straight face and say, there is no gun control.
[00:35:23.129 --> 00:35:24.630]  No one's coming after your guns.
[00:35:25.150 --> 00:35:26.691]  Guns have not been banned anywhere.
[00:35:27.391 --> 00:35:30.292]  And I would give him examples and he would say, no, they haven't.
[00:35:30.632 --> 00:35:33.733]  And would smile at me and then laughed after the interview.
[00:35:34.293 --> 00:35:36.834]  And knew that it was all pure bull.
[00:35:37.634 --> 00:35:39.555]  And all a big joke on reality.
[00:35:40.933 --> 00:35:45.596]  Just like when I had the host of ABC Nightly News here for a Nightline piece he was doing.
[00:35:45.636 --> 00:35:46.937]  I forget his name, we can look him up.
[00:35:47.557 --> 00:35:53.421]  Shows how much the mainstream media has died that one of the main hosts of ABC Nightly News, I don't even know his name.
[00:35:53.961 --> 00:35:54.682]  I forget his name.
[00:35:56.183 --> 00:35:59.245]  And he said there is no world government, there is no move towards a corporate world government.
[00:35:59.525 --> 00:36:04.288]  So I showed him Ron Paul quotes, Barry Goldwater quotes, quotes by then president
[00:36:06.395 --> 00:36:27.308]  George Herbert Walker Bush back in the 90s and then at the time Prime Minister of England Gordon Brown and I showed him video clips as well and he looked at me in that control room and said they're talking about a different world government than you're talking about and I went no they're not and he laughed and he said well that's your opinion
[00:36:28.536 --> 00:36:29.837]  It's a game they play.
[00:36:30.537 --> 00:36:31.158]  Here's the deal.
[00:36:31.498 --> 00:36:35.761]  Your children are being hit with fluoride to brain damage them and give them bone cancer.
[00:36:36.561 --> 00:36:38.963]  Your children are being brain damaged by television.
[00:36:39.403 --> 00:36:40.704]  You're being brain damaged by it.
[00:36:40.744 --> 00:36:43.586]  We are being bombarded by high-frequency radiation.
[00:36:44.767 --> 00:36:45.227]  Pollution.
[00:36:46.048 --> 00:36:54.893]  And it's part of a strategic, long-term, soft-kill program that the Nazis adopted from
[00:36:56.013 --> 00:37:08.919]  International business machines who developed the computers that were used in the work camps to track how much people were fed or when they were executed.
[00:37:11.240 --> 00:37:23.706]  And IBM today runs the Watson computers that are controlling
[00:37:24.761 --> 00:37:40.931]  When you get health care, what prices you pay, when you're put on a death list, on a no-treat list, we're already under this system where the doctors are told what to give you as an anesthesiologist, what to give you
[00:37:44.284 --> 00:37:52.252]  In terms of surgery, or what medications, we're already having our free will, our judgment, removed from the equation.
[00:37:52.493 --> 00:37:59.920]  Police are going to be nothing more than robots, told every order what to do, with live cameras on them at all times, being directed.
[00:37:59.940 --> 00:38:02.183]  And they'll be allowed to kill, maim, whatever.
[00:38:02.303 --> 00:38:06.427]  It won't be to reform them, but to fully automate them.
[00:38:09.818 --> 00:38:13.781]  IBM launches Watson Health Global Analytics Cloud.
[00:38:14.621 --> 00:38:15.662]  It's in the cloud.
[00:38:19.845 --> 00:38:21.546]  Mobilize your world, AT&T.
[00:38:21.766 --> 00:38:23.047]  I'm about to break that down.
[00:38:24.068 --> 00:38:24.729]  But here it is.
[00:38:24.869 --> 00:38:27.150]  Call of Duty increases risk of Alzheimer's.
[00:38:28.131 --> 00:38:34.636]  Scientists say players navigate the screen using a key area of the brain called the caudate nucleus.
