[00:00:00.009 --> 00:00:01.175]  The Alex Jones Show!
[00:25:29.911 --> 00:25:31.673]  It's all yours, bounty hunter.
[00:25:32.454 --> 00:25:35.258]  We are just being thrown down the trash can here.
[00:25:36.172 --> 00:25:43.080]  We are being looted seven ways to Sunday, just like China for over a hundred years by the Western powers was before the Boxer Rebellion.
[00:25:43.380 --> 00:25:47.104]  Look it up, and they use drugs shipped in by British intelligence to bring down China.
[00:25:47.585 --> 00:25:50.989]  It's the same story to divide and conquer the country.
[00:25:51.089 --> 00:25:56.295]  And for all of you out there that are part of the system, when it's all said and done, you're going to have your wealth looted as well.
[00:25:56.775 --> 00:26:02.802]  This is extremely predatory, it's going to basically the bottom, and it's got to be reversed.
[00:26:02.842 --> 00:26:07.788]  So again, I ask the listeners, we're going to open the phones up coming up in the next segment.
[00:26:09.039 --> 00:26:16.884]  I ask the listeners, what do we do to point out that, A, even if Congress passed an ammo ban, it would be unconstitutional.
[00:26:16.944 --> 00:26:18.405]  This isn't even a law.
[00:26:18.825 --> 00:26:20.506]  This isn't even about the Second Amendment now.
[00:26:20.646 --> 00:26:30.432]  It's about dictatorship of the executive branch and these bureaucracies that literally are run by a bunch of corporate chiefs in revolving doors.
[00:26:30.893 --> 00:26:32.574]  The former head of Monsanto.
[00:26:33.684 --> 00:26:34.205]  I don't
[00:26:56.863 --> 00:27:02.426]  This is how we've been completely sold out, and now they're coming for the Second Amendment.
[00:27:02.466 --> 00:27:03.566]  Folks, that's what I keep saying.
[00:27:03.886 --> 00:27:16.753]  If they get away with dictatorial actions at a level never before seen, and even mainstream media and members of Congress say Obama is acting like a dictator, the bigger issue is why is Congress green-lighting everything and just handing him the tacit power?
[00:27:16.793 --> 00:27:19.734]  David Knight, the toll-free number for listeners to join us is 800-259-9231.
[00:27:23.576 --> 00:27:24.216]  Are you angry?
[00:27:24.296 --> 00:27:24.977]  Are you focused?
[00:27:24.997 --> 00:27:26.677]  Do you understand this is make it or break it?
[00:27:26.937 --> 00:27:30.839]  We're entering a major sector where the globalists are probing and moving on every front.
[00:27:31.139 --> 00:27:34.320]  This is an incredible time to be alive.
[00:27:34.340 --> 00:27:34.880]  800-259-9231.
[00:27:36.841 --> 00:27:38.342]  What about the pro-lifers, David?
[00:27:38.562 --> 00:27:39.962]  I mean, they've got the right idea.
[00:27:40.302 --> 00:27:42.543]  Everywhere Boehner goes, he should be besieged.
[00:27:42.843 --> 00:27:45.624]  He's going to allow the continued murder of all these children.
[00:27:46.085 --> 00:27:49.546]  People have to get angry enough, Alex, where they stand up and they do something.
[00:27:50.026 --> 00:27:51.907]  And that's why when I looked at this initially,
[00:27:53.463 --> 00:27:57.468]  I'm so concerned about the passivity of Congress, and this is something that's been going on for decades.
[00:27:57.508 --> 00:28:04.998]  They have been turning over their legislative function to these bureaucracies that they've created, like the ATF, like the FDA, whatever.
[00:28:05.458 --> 00:28:10.224]  Every one of these bureaucracies, the EPA, going after wood stoves, as we talked about yesterday.
[00:28:10.905 --> 00:28:16.270]  They just keep expanding their reach into our lives without any reason.
[00:28:16.330 --> 00:28:18.652]  And they're little governments unto themselves.
[00:28:18.772 --> 00:28:23.056]  They write the laws, they legislate, they enforce the laws, they have their own courts.
[00:28:23.516 --> 00:28:31.743]  And so when I saw somebody in Congress saying, let's go on the offensive, let's take down one of these, that would be a lesson to all of the agencies.
[00:28:31.783 --> 00:28:33.745]  So from that standpoint, I think it's a good thing.
[00:28:33.765 --> 00:28:36.647]  Now, of course, the government is still going to be coming after the Second Amendment.
[00:28:36.707 --> 00:28:38.509]  It would be different agencies that would be coming after it.
[00:28:38.829 --> 00:28:45.111]  One of the things, Alex, that I thought was interesting, I think they're losing the hearts and minds of the people, certainly, on the war on drugs.
[00:28:45.131 --> 00:28:47.211]  We've seen this over and over again, state after state.
[00:28:47.231 --> 00:28:48.972]  That's a radical shift to the Second Amendment.
[00:28:49.192 --> 00:28:49.712]  Yeah, yeah.
[00:28:50.152 --> 00:29:01.375]  And so if they were to take the alcohol and tobacco to the DEA, that would be one way to kind of placate that powerful bureaucracy, which in and of itself is like its own separate government.
[00:29:01.656 --> 00:29:02.496]  That'd be kind of way too...
[00:29:03.436 --> 00:29:05.859]  The DEA will now be involved in alcohol and tobacco?
[00:29:05.879 --> 00:29:10.724]  I mean, Joe Biggs used to deliver people to be tortured in Afghanistan to the DEA.
[00:29:11.024 --> 00:29:21.214]  The DEA is one of the scariest, most clandestine operative groups out there, but nobody thinks of it as sexy like the Navy SEALs or the CIA, because the DEA is smart enough to stay below the radar.
[00:29:21.234 --> 00:29:24.037]  I mean, they are super wicked, super badasses.
[00:29:24.946 --> 00:29:27.067]  I mean, they bring in the narcotics, folks.
[00:29:27.548 --> 00:29:28.908]  Yeah, you talk about Fast and Furious.
[00:29:28.928 --> 00:29:34.792]  I mean, everything that the DEA has been doing for decades has been an entire Fast and Furious operation, running both sides of it.
[00:29:36.573 --> 00:29:37.053]  Absolutely.
[00:29:37.093 --> 00:29:40.535]  I mean, I shake to think of the DEA over the Second Amendment.
[00:29:41.016 --> 00:29:45.879]  So, I mean, we're talking about a lower, small, two-inch demon right now, the ATF, that everybody hates.
[00:29:46.159 --> 00:29:52.423]  They've been hated since they were the revenuers, you know, 150 years ago, going after moonshiners, to a gorilla that weighs 600 pounds.
[00:29:53.203 --> 00:29:56.607]  I mean we're talking about a system we're trying to roll off of the G.E.A.
[00:29:57.548 --> 00:29:58.470]  We're on the march.
[00:29:58.950 --> 00:30:00.552]  The Empire's on the run.
[00:30:01.493 --> 00:30:04.197]  Alex Jones and the GCN Radio Network.
[00:30:08.363 --> 00:30:17.887]  Using unparalleled research in the development of a synergistic formulation based around the key concepts of super oxygenation, the next level in cleansing is here.
[00:30:18.027 --> 00:30:27.771]  With key ingredients backed by real clinical studies, the new Oxy Powder, available through InfoWars Life, was invented during Dr. Group's research on the toxification of our bodies.
[00:30:27.951 --> 00:30:30.872]  Many herbal colon cleansers are harsh on the body,
[00:30:31.072 --> 00:30:31.372]  I think?
[00:30:46.049 --> 00:30:46.289]  We're good.
[00:31:08.183 --> 00:31:15.124]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[00:31:15.384 --> 00:31:24.786]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[00:31:25.006 --> 00:31:33.028]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[00:31:33.268 --> 00:31:42.711]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[00:31:42.911 --> 00:31:49.714]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[00:31:50.034 --> 00:31:54.997]  Now more than ever it's important to stock up on high quality Silver Bullet from Infowarslife.com.
[00:31:55.277 --> 00:31:58.059]  No survival chest is complete without Silver Bullet.
[00:31:58.339 --> 00:32:02.782]  Secure your Silver Bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[00:32:02.802 --> 00:32:03.142]  Silver Bullet.
[00:32:08.206 --> 00:32:12.068]  The average person's life is filled with unexpected challenges.
[00:32:12.828 --> 00:32:19.111]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[00:32:19.211 --> 00:32:28.236]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[00:32:28.616 --> 00:32:33.438]  Supercharge and conquer your world at InfoWarsLife.com or call 1-888-253-3139.
[00:32:38.117 --> 00:32:41.619]  The government's Department of Homeland Security is buying up loads of ammo.
[00:32:41.779 --> 00:32:45.742]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[00:32:46.062 --> 00:32:47.523]  Can you put two and two together?
[00:32:47.843 --> 00:32:55.429]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[00:32:55.709 --> 00:32:56.549]  But for how long?
[00:32:56.850 --> 00:33:03.094]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[00:33:03.494 --> 00:33:06.296]  Infidel Body Armor just won't quit.
[00:33:10.928 --> 00:33:16.952]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:33:17.553 --> 00:33:20.535]  It's Alex Jones and the GCN Radio Network.
[00:33:22.910 --> 00:33:27.071]  Welcome back to the Alex Jones Show, I'm David Knight, and we have Alex Jones joining us.
[00:33:27.131 --> 00:33:30.032]  We've been talking about the Second Amendment, that's going to be our focus today.
[00:33:30.052 --> 00:33:38.895]  We also, in other news, we see that the CDC is back at the Tulane Bioweapons Lab, trying to find out how this got out of the lab.
[00:33:39.456 --> 00:33:43.077]  These are gain-of-function experiments, trying to weaponize bacteria.
[00:33:43.797 --> 00:33:49.501]  We have our federal government weaponizing their powers, and that's what we're talking about with the Second Amendment.
[00:33:49.861 --> 00:33:56.806]  How did we get these clueless people who are weaponizing and adding function to their powers?
[00:33:57.106 --> 00:33:58.267]  How do we bring them in?
[00:33:58.567 --> 00:34:01.109]  Is the way we do it with a ban on the ATF?
[00:34:01.129 --> 00:34:05.372]  Do we disassemble the ATF and move its responsibilities to the FBI and the DEA?
[00:34:06.093 --> 00:34:08.114]  How do we move back as a people?
[00:34:08.434 --> 00:34:09.895]  Certainly Congress is not going to do it.
[00:34:09.915 --> 00:34:10.636]  What do you think, Alex?
[00:34:12.247 --> 00:34:17.552]  Well, David, we have to have a national debate about what it is to be a free country versus a tyranny.
[00:34:18.393 --> 00:34:25.280]  And we have to admit to ourselves that we have fallen as a nation the minute that we rationalized killing babies in the womb.
[00:34:26.769 --> 00:34:28.311]  Then old people were going to be worthless.
[00:34:28.471 --> 00:34:30.013]  The veterans were going to be worthless.
[00:34:30.534 --> 00:34:31.835]  The troops were going to be worthless.
[00:34:31.975 --> 00:34:32.997]  Our women would be worthless.
[00:34:33.097 --> 00:34:33.938]  Our men would be worthless.
[00:34:34.338 --> 00:34:35.400]  Our children would be worthless.
[00:34:35.440 --> 00:34:45.812]  We have been chopping our children up and throwing them in trash cans and now using them for Pepsi flavoring and now using them for vaccine flesh production stock for so long.
[00:34:48.518 --> 00:34:53.041]  Now, so what if we've got 1 in 56 with autism from 1 in 25,000 30 years ago?
[00:34:53.741 --> 00:34:55.843]  So what if breast cancer is up 3,000%?
[00:34:56.643 --> 00:35:08.290]  So what if it comes out in big British government studies confirming the Harvard studies that fluoride makes you fat, unhappy, and very depressed, and makes your thyroid fail and your pancreas fail?
[00:35:09.131 --> 00:35:09.651]  So what?
[00:35:09.991 --> 00:35:15.695]  I mean, it's just an attitude of where we've been conditioned and have adapted by having our will broken.
[00:35:17.215 --> 00:35:18.676]  To just accept anything.
[00:35:19.196 --> 00:35:27.360]  And now we've seen the power grabs going on for a long time after Kennedy right through to President Obama.
[00:35:28.400 --> 00:35:30.041]  And now it's just a bum rush.
[00:35:30.381 --> 00:35:31.422]  The dam has broken.
[00:35:32.382 --> 00:35:36.744]  And they are going to probably stage another mass shooting and just announce start turning your guns in.
[00:35:37.224 --> 00:35:39.825]  It'll be first turn in the AR-15s, the M4s.
[00:35:39.865 --> 00:35:41.966]  And then they won't have to stage terror attacks.
