[00:00:00.563 --> 00:00:01.823]  What's his name?
[00:26:48.629 --> 00:26:54.813]  I didn't know they stacked manure that high, to quote a Marine Corps drill sergeant.
[00:26:54.813 --> 00:26:59.756]  Let's go ahead and play one of the clips of Senator Paul trying to battle this
[00:27:01.001 --> 00:27:05.762]  Himera Jing and of course the media acting like he had five heads.
[00:27:05.762 --> 00:27:07.123]  Without objection.
[00:27:07.123 --> 00:27:09.103]  Senator from Kentucky.
[00:27:09.103 --> 00:27:12.624]  I rise today in opposition to raising the debt ceiling.
[00:27:12.624 --> 00:27:24.127]  I rise in particular in opposition to raising the debt ceiling without getting any sort of spending reform or budgetary reform in return.
[00:27:24.127 --> 00:27:26.488]  In fact it will be completely the opposite.
[00:27:27.335 --> 00:27:32.380]  We will be raising the debt ceiling in an unlimited fashion.
[00:27:32.380 --> 00:27:40.487]  We will be giving President Obama a free pass to borrow as much money as he can borrow in the last year of his office.
[00:27:40.487 --> 00:27:41.248]  No limit.
[00:27:41.248 --> 00:27:42.729]  No dollar limit.
[00:27:42.729 --> 00:27:44.131]  Here you go, President Obama.
[00:27:44.131 --> 00:27:45.092]  Spend what you want.
[00:27:47.119 --> 00:27:52.046]  We do this while also exceeding what are called budget caps.
[00:27:52.046 --> 00:27:54.789]  We've been trying to have spending restraint in Washington.
[00:27:54.789 --> 00:28:00.877]  It hasn't worked very well, but at least there are some numbers that government is not supposed to exceed.
[00:28:00.877 --> 00:28:04.922]  These include spending caps for military spending as well as domestic spending.
[00:28:05.987 --> 00:28:11.452]  When I first arrived in 2010, I was part of a movement called the Tea Party Movement.
[00:28:11.452 --> 00:28:17.817]  We came into prominence, and I was elected primarily because I was concerned about the debt.
[00:28:17.817 --> 00:28:21.640]  Worried about the debt that we were leaving to our kids and our grandkids.
[00:28:21.640 --> 00:28:26.084]  Worrying that we were destroying the very fabric of the country with debt.
[00:28:27.321 --> 00:28:31.844]  We came here in 2010, and we negotiated and negotiated.
[00:28:31.844 --> 00:28:35.887]  And the President said, President Obama said, I won't negotiate with you.
[00:28:35.887 --> 00:28:38.368]  Says, I won't negotiate with a gun to my head.
[00:28:38.368 --> 00:28:42.031]  The media all said, you just always have to raise the debt ceiling.
[00:28:42.031 --> 00:28:45.673]  It's irresponsible to use that as leverage to get reform.
[00:28:45.673 --> 00:28:46.954]  But you know what?
[00:28:46.954 --> 00:28:48.675]  We did get reform.
[00:28:48.675 --> 00:28:53.078]  The conservatives put forward something called cut, cap, and balance.
[00:28:53.078 --> 00:28:56.861]  It was passed overwhelmingly in the House, blocked in the Senate,
[00:28:57.861 --> 00:28:58.422]  That's right.
[00:29:24.013 --> 00:29:30.755]  Because we're run by banks that are tax-exempt offshore and who want to maneuver us into bankruptcy.
[00:29:30.755 --> 00:29:34.896]  That's why they'll pay ten times or more what the strike fighter's worth.
[00:29:34.896 --> 00:29:43.939]  And it turns out an F-15 is better by every outside group that's looked at it, and cost, wait for it, about a hundred times less.
[00:29:43.939 --> 00:29:44.679]  We'll be right back.
[00:29:44.679 --> 00:29:45.860]  Stay with us, ladies and gentlemen.
[00:29:45.860 --> 00:29:46.640]  I'm Alex Jones.
[00:29:49.750 --> 00:29:53.696]  We're on the march, the empire's on the run.
[00:29:53.696 --> 00:29:56.360]  Alex Jones and the GCN Radio Network.
[00:30:00.405 --> 00:30:04.769]  Armed black man debunks police war on blacksmith with routine traffic stop.
[00:30:04.769 --> 00:30:08.372]  Article posted by Adon Salazar at Infowars.com.
[00:30:08.372 --> 00:30:21.062]  An Arizona man's Facebook post describing a routine traffic stop in which he was let off with only a verbal warning has gone viral for challenging the narrative that police are waging a war on minorities.
[00:30:21.062 --> 00:30:24.465]  Stephen Hildreth, a Tucson author and army veteran,
[00:30:24.645 --> 00:30:34.192]  Related his tell in a social media post that has since accumulated over 261,000 likes and over 160,000 shares.
[00:30:34.192 --> 00:30:43.179]  In the post, Hildreth describes how he complied with officers orders after he was pulled over for having a broken headlight and how he notified officers that he was armed.
[00:30:43.359 --> 00:30:47.062]  The officer told Hildreth, get that headlight fixed and move on.
[00:30:47.062 --> 00:30:49.164]  Things can turn out in a positive way like that.
[00:30:49.164 --> 00:30:55.630]  You get let go with a verbal warning instead of jumping out of your car like I do sometimes and next thing you know you're getting tased to the ground.
[00:30:55.630 --> 00:30:59.253]  This is Joe Biggs and you can find more articles like this at InfoWars.com
[00:31:00.254 --> 00:31:01.916]  Clean, pure drinking water.
[00:31:01.916 --> 00:31:03.397]  You can't survive without it.
[00:31:03.397 --> 00:31:04.598]  But where do you get it?
[00:31:04.598 --> 00:31:10.603]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:31:10.603 --> 00:31:16.328]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:31:16.508 --> 00:31:33.389]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:31:33.769 --> 00:31:36.250]  Filter capacity up to 5,000 gallons.
[00:31:36.250 --> 00:31:37.711]  Stainless steel construction.
[00:31:37.711 --> 00:31:38.752]  Easy assembly.
[00:31:38.752 --> 00:31:39.672]  Low maintenance.
[00:31:39.672 --> 00:31:41.773]  Replacement filters are simple to install.
[00:31:41.773 --> 00:31:49.037]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[00:31:49.037 --> 00:31:54.240]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:31:54.240 --> 00:31:56.801]  Go to InfowarsStore.com or call 888-253-3139.
[00:32:00.243 --> 00:32:09.992]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at HDFirearms.com.
[00:32:09.992 --> 00:32:16.499]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[00:32:16.499 --> 00:32:18.821]  They call it their low-profile platform.
[00:32:18.821 --> 00:32:22.104]  PVX muzzle brakes, proven to help control muzzle rise.
[00:32:23.404 --> 00:32:26.185]  6061 billet material with Type 3 hard coating.
[00:32:26.185 --> 00:32:29.807]  Bolt carrier group for .308 and .556 ARs.
[00:32:29.807 --> 00:32:31.367]  Custom Kydex holsters.
[00:32:31.367 --> 00:32:36.249]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[00:32:36.249 --> 00:32:38.750]  Most competitors' material use .060.
[00:32:38.750 --> 00:32:42.131]  Configure yours today at hdfirearms.com.
[00:32:42.131 --> 00:32:44.172]  And my favorite, single stage trigger.
[00:32:44.172 --> 00:32:47.573]  A home run upgrade for your AR-15 and AR-10 platforms.
[00:32:47.813 --> 00:32:51.195]  Find out more at HDFirearms.com today or call 770-485-7015.
[00:32:51.195 --> 00:32:52.435]  That's HDFirearms.com or call 770-485-7015.
[00:33:09.457 --> 00:33:15.641]  It's always a tough vote because the average person thinks raising the debt ceiling must mean that we're running up our debt.
[00:33:15.641 --> 00:33:21.405]  Raising the debt ceiling, which has been done over a hundred times, does not increase our debt.
[00:33:21.405 --> 00:33:24.768]  It does not somehow promote profitability.
[00:33:24.768 --> 00:33:28.150]  All it does is it says, you've got to pay the bills that you've already racked up, Congress.
[00:33:34.961 --> 00:33:37.506]  You're listening to the Alex Jones Show.
[00:33:55.481 --> 00:34:19.099]  Let's go back to one more of these Rand Ball clips, Senator Rand Paul, where he was filibustering yesterday trying to stop the Senate, not just upping the debt limit for the upteenth time, but this time giving the President basically total discretion over what he does with the money and bypassing Congress.
[00:34:19.099 --> 00:34:20.801]  This is all part of the TPP.
[00:34:20.801 --> 00:34:22.342]  It's all part of the NAU.
[00:34:22.342 --> 00:34:23.463]  It's all part of globalism.
[00:34:24.614 --> 00:34:31.436]  Notice Obamacare is just a blank check to the establishment and can be changed however they want.
[00:34:31.436 --> 00:34:46.599]  That's what global legislation is like now, is just dictatorial rubber stamps with incredible leeway so the establishment can just do whatever it wants, whenever it wants, however it wants.
[00:34:46.599 --> 00:34:48.580]  That is the bottom line.
[00:34:51.241 --> 00:34:59.206]  And Senator Paul challenged the establishment and said, why don't you go outside the beltway and actually see what people think of you?
[00:34:59.206 --> 00:35:02.087]  Well, they know what people think of them.
[00:35:02.087 --> 00:35:05.129]  A 9% approval rating for this body.
[00:35:05.129 --> 00:35:06.990]  So we say the American people are dumb.
[00:35:06.990 --> 00:35:08.591]  We say the American people are bad.
[00:35:08.591 --> 00:35:12.633]  But really, if you look at the common sense of the American people, they're pretty smart.
[00:35:12.633 --> 00:35:20.358]  The vast majority are smarter and aren't engaged in criminal activity like the people that run Congress.
[00:35:21.385 --> 00:35:29.114]  The problem is a good 35-40% of people are now totally on the government dole and are dependent.
[00:35:29.114 --> 00:35:38.043]  And so even if they don't like what's happening, they've been made to be servile.
[00:35:38.043 --> 00:35:39.365]  Let's go to the club.
[00:35:42.100 --> 00:35:45.182]  It goes on and on.
[00:35:45.182 --> 00:35:54.728]  The frustration of the American people is that as it goes on and on, nothing ever changes.
[00:35:54.728 --> 00:36:00.292]  The establishment in Washington is completely and utterly tone deaf.
[00:36:01.280 --> 00:36:03.920]  to the way America feels about this.
[00:36:03.920 --> 00:36:13.162]  All you gotta do is drive outside the Beltway and enter into America and ask the first person you meet at a supermarket, do you think we should keep borrowing more money?
[00:36:13.162 --> 00:36:28.325]  I don't care what party they are in, I defy you to drive outside the Beltway, stop at a gas station, stop at a supermarket, and ask the first person, do you think we should increase the debt and increase spending at the same time?
[00:36:29.065 --> 00:36:31.247]  Do you think we should increase the debt?
[00:36:31.247 --> 00:36:37.432]  Do you think we should increase the debt ceiling with an unspecified amount?
[00:36:37.432 --> 00:36:44.619]  Ask any parent of a college-age kid whether we should give them a credit card with no limits.
[00:36:44.619 --> 00:36:48.542]  Your child comes to you and has $2,000 on the credit card.
[00:36:48.542 --> 00:36:50.044]  What do you do?
[00:36:50.044 --> 00:36:53.567]  You tell them they have to watch their spending.
[00:36:53.567 --> 00:36:54.648]  Do you give them more money?
[00:36:54.648 --> 00:36:54.688]  No!
[00:36:57.168 --> 00:36:59.549]  Should we give Congress more money?
[00:36:59.549 --> 00:37:01.450]  Hell no!
[00:37:01.450 --> 00:37:03.691]  Congress is bad with money.
[00:37:03.691 --> 00:37:05.231]  They're not good with money.
[00:37:05.231 --> 00:37:08.053]  Do not trust them with any more money.
[00:37:08.053 --> 00:37:13.195]  It's a mistake, a huge mistake, to give this body any more money.
[00:37:16.769 --> 00:37:24.434]  We are going the way of Mexico, of the Weimar Republic in Germany, of Zimbabwe in the last decade.
[00:37:24.434 --> 00:37:30.778]  That is where we are going, as a culture and as a society.
[00:37:30.778 --> 00:37:34.941]  And we're being wrecked by design.
[00:37:34.941 --> 00:37:38.023]  I know I talk a lot about that, but it's so important
