[00:00:03.322 --> 00:00:05.182]  Gear up!
[00:23:50.287 --> 00:23:54.411]  See the Silver Lungs generator and lung delivery system at SilverLungs.com.
[00:23:54.411 --> 00:23:56.133]  That's SilverLungs.com.
[00:24:08.678 --> 00:24:12.740]  We do have our reporters now connected to Skype video.
[00:24:12.740 --> 00:24:18.562]  If you're a radio listener, go to InfoWars.com forward slash show to find the free video feed.
[00:24:18.562 --> 00:24:19.563]  We're also on Ustream.
[00:24:19.563 --> 00:24:24.445]  Of course, The Nightly News is a subscriber at PrisonPlanet.tv.
[00:24:24.445 --> 00:24:26.926]  I am your host, Alex Jones.
[00:24:26.926 --> 00:24:35.590]  If you just tuned in, our reporters are covering the Globalist meeting, the top Globalist meeting that they kept secret for about 40 years.
[00:24:37.278 --> 00:24:41.280]  In the last 15 or so, we've blown it wide open.
[00:24:41.280 --> 00:24:50.886]  Thanks to Jim Tucker, and of course the listeners of this broadcast, WorldNet Daily, Drugs Report, and many others.
[00:24:50.886 --> 00:24:56.849]  Now it's all over international press, and the Austrian police are flipping out.
[00:24:56.849 --> 00:25:00.752]  Federal police are looking for our reporters.
[00:25:00.752 --> 00:25:04.114]  They're not hiding, they're just getting on record what happened before they go looking for them.
[00:25:05.308 --> 00:25:07.249]  And the sky's the limit.
[00:25:07.249 --> 00:25:09.210]  There's a tyrannical takeover taking place.
[00:25:09.210 --> 00:25:13.993]  In the next segment, I'll play the video of the checkpoint, now that we have the connection with Dew and others.
[00:25:13.993 --> 00:25:19.597]  Then I have a special report by John Bowne on how TPP is in trouble.
[00:25:19.597 --> 00:25:21.898]  And remember, this is the group behind it all.
[00:25:21.898 --> 00:25:27.801]  And the 150 members sit on all the other major boards and internationalist groups.
[00:25:27.801 --> 00:25:30.283]  But this is the very center of the spiderweb.
[00:25:31.803 --> 00:25:34.305]  This is just a continuation of the G7.
[00:25:34.305 --> 00:25:37.507]  Rob Dew, other points you think are important to make?
[00:25:37.507 --> 00:25:41.030]  They're about six, seven miles away from Bilderberg.
[00:25:41.030 --> 00:25:44.573]  And other points that Josh Owens thinks we should know.
[00:25:44.573 --> 00:25:58.003]  Well, before anything happened this morning, when we were leaving our hotel, we got, we were talking to another blogger who's staying there at the hotel, and he said, they've actually made the security perimeter, supposedly, smaller.
[00:25:58.510 --> 00:26:01.412]  So they said, now we can walk up to the bus depot.
[00:26:01.412 --> 00:26:11.058]  And I think that might be in part due to some of the videos we put up, because I think somebody probably saw this and made a few phone calls and said, look, you can't treat people like this.
[00:26:11.058 --> 00:26:14.521]  So I think that was a pretty important development that happened overnight.
[00:26:14.521 --> 00:26:16.322]  I haven't looked at the report.
[00:26:16.322 --> 00:26:27.309]  I was just told that in Austrian press, the government issued an order or decree, whatever they issued, that said they're shrinking the security perimeter and it's not as big as it once was.
[00:26:29.053 --> 00:26:34.218]  As we're getting closer to the event, the security perimeter is shrinking, which I think is a good thing.
[00:26:34.218 --> 00:26:37.521]  Because this is, you know, taxpayer-funded security at this point.
[00:26:37.521 --> 00:26:41.825]  And plus, a security perimeter that big won't work.
[00:26:41.825 --> 00:26:42.886]  Right, exactly.
[00:26:42.886 --> 00:26:46.389]  Yeah, you cannot have that much security.
[00:26:46.389 --> 00:26:48.091]  There's just no way to do it.
[00:26:48.091 --> 00:26:49.152]  With that many people.
[00:26:49.152 --> 00:26:54.377]  And today they moved, actually moved the checkpoint from down in Kelp up the mountain
[00:26:54.907 --> 00:26:57.268]  Yeah, you should go in there and have lunch.
[00:26:57.268 --> 00:26:59.008]  You should go in there and have lunch.
[00:26:59.008 --> 00:27:00.869]  Robbie, let me ask you this question.
[00:27:00.869 --> 00:27:02.749]  Let me ask you this question.
[00:27:26.886 --> 00:27:28.868]  Bill, I forgot what the question was.
[00:27:28.868 --> 00:27:30.810]  Just go ahead.
[00:27:30.810 --> 00:27:33.752]  Well, I am not too concerned.
[00:27:33.752 --> 00:27:38.957]  The fact that if they have a problem with me putting up YouTube videos, I'll gladly go there and have a dialogue.
[00:27:38.957 --> 00:27:42.280]  But I'm going to record it, and I'm going to let them know, hey, I'm recording this.
[00:27:42.280 --> 00:27:47.865]  You know, if you have a problem with reporters, then just say you have a problem with reporters, and we can get that on the record.
[00:27:47.865 --> 00:27:50.087]  And then we can have more discourse, because that's the problem.
[00:27:50.087 --> 00:27:51.729]  Bilderberg is all based on secrecy.
[00:27:52.079 --> 00:28:02.003]  So we gotta stop having the secrecy continue to ebb out in through the society and culture that nobody can say anything about voter birth, nobody can say anything about security, nobody can say anything about anything.
[00:28:02.003 --> 00:28:09.786]  We've got to sit here, shut up, and take it as these elites come up here to this mountain retreat, invade this town, and put all these people essentially on lockdown.
[00:28:11.812 --> 00:28:17.838]  And my question was, you went and talked to locals to see what they think about the situation.
[00:28:17.838 --> 00:28:19.300]  You were saying the old people were scared.
[00:28:19.300 --> 00:28:24.305]  I guess they've seen this before, they know how to submit.
[00:28:24.305 --> 00:28:27.769]  But you said the young people were just ignorant.
[00:28:27.769 --> 00:28:31.333]  A lot of the young people, a lot of their answer was, I said, look, you have to put out a guess.
[00:28:31.333 --> 00:28:32.474]  What is the Bilderberg Group?
[00:28:32.474 --> 00:28:33.475]  A music group?
[00:28:34.133 --> 00:28:35.595]  No, it's not a music group.
[00:28:35.595 --> 00:28:37.597]  And then I would explain to him what Bilderberg is.
[00:28:37.597 --> 00:28:39.599]  And I'm like, do you think we should have secret meetings?
[00:28:39.599 --> 00:28:41.982]  One guy actually said, yes, we should.
[00:28:41.982 --> 00:28:44.144]  And then I had to talk to him a little bit more.
[00:28:44.144 --> 00:28:45.406]  And then I said, I'm going to ask you again.
[00:28:45.406 --> 00:28:48.489]  Do you think we should have, we should have these meetings in secret?
[00:28:48.489 --> 00:28:49.330]  And we don't know what's going on.
[00:28:49.330 --> 00:28:50.291]  He's like, no, that's bad.
[00:28:50.291 --> 00:28:51.172]  He was with his two buddies.
[00:28:51.172 --> 00:28:52.554]  They didn't speak much English, but listen.
[00:28:53.106 --> 00:28:57.009]  You need to go back to your house, look it up on the internet, and start talking to your friends about it.
[00:28:57.009 --> 00:28:59.011]  Because that's the only way this is going to change.
[00:28:59.011 --> 00:29:04.876]  This is only going to change when we start talking about secret elite meetings that we can't talk about.
[00:29:04.876 --> 00:29:06.137]  That press are invited to.
[00:29:06.137 --> 00:29:08.619]  The head of The Economist is invited to.
[00:29:08.619 --> 00:29:12.382]  I mean, there's all kinds of... Bloomberg is there.
[00:29:12.382 --> 00:29:13.943]  Okay, but they're not going to talk about it.
[00:29:13.943 --> 00:29:20.229]  Hillary Clinton's chief advisor is on the list, and look at this.
[00:29:21.584 --> 00:29:26.545]  They can only operate in secret so they can tell the public none of these groups exist.
[00:29:26.545 --> 00:29:33.167]  Since they've told the public this forever, they're desperate to keep the public from learning that no, actually, these groups do exist.
[00:29:33.167 --> 00:29:34.247]  Rob, great job.
[00:29:34.247 --> 00:29:39.389]  I want to come back and get Josh's take on what's happened the last 24 hours.
[00:29:39.389 --> 00:29:41.229]  Then we're going to play the clip of the checkpoint.
[00:29:41.229 --> 00:29:43.650]  Then I'm going to get the John Bounds report.
[00:29:43.650 --> 00:29:47.771]  And then you guys are going to go out and try to find the federal police on video.
[00:29:48.533 --> 00:29:52.460]  We're on the march, the empire's on the run.
[00:29:52.460 --> 00:29:55.145]  Alex Jones and the GCN Radio Network.
[00:30:00.137 --> 00:30:07.484]  Fresh Off reports that their acting head resigned because of a 96% failure rate, the TSA is in the news once again.
[00:30:07.484 --> 00:30:14.572]  This time with a notice that 73 of its own employees were flagged for terrorism.
[00:30:14.572 --> 00:30:18.315]  I guess the hiring managers skipped the class on how to read people's minds.
[00:30:19.116 --> 00:30:30.380]  Now, to be fair, the agency may be confused on what a terrorist actually is when they're being ordered to give VIP treatment to the Muslim Brotherhood, a known terrorist organization.
[00:30:30.380 --> 00:30:34.682]  The terrorist distinction came after the group bombed an Egyptian police department.
[00:30:34.682 --> 00:30:39.304]  Also, there have been numerous examples of TSA putting innocent people on watch lists.
[00:30:40.333 --> 00:30:47.762]  Small children having the red flag of a terrorist because they simply share the same name of a known offender.
[00:30:47.762 --> 00:30:53.869]  The agency is in need of long overdue reform, if not outright abolishment.
[00:30:53.869 --> 00:30:57.493]  You can find more reports on the Alex Jones Channel on YouTube.
[00:30:59.190 --> 00:31:04.353]  Alex Jones here with an InfoWarsLive.com Consumer Alert Report.
[00:31:04.353 --> 00:31:11.676]  Many of you are aware that around the world most populations are woefully deficient in clean forms of iodine.
[00:31:11.676 --> 00:31:19.760]  The good news is our listeners over the past two years tried X2 nascent iodine and experienced it for themselves.
[00:31:19.760 --> 00:31:20.761]  The bad news is
[00:31:21.101 --> 00:31:28.769]  For the first time in more than a year, supplies at Infowarslife.com of Survival Shield X2 Nascent Iodine are running low.
[00:31:28.769 --> 00:31:33.574]  But what's even more serious is the supply of these Deep Earth Crystals.
[00:31:33.574 --> 00:31:40.942]  That exclusive 999 pure source is proprietary and only available to Infowarslife.com.
[00:31:40.942 --> 00:31:43.845]  And that supply is running low and is in question.
[00:31:44.045 --> 00:31:51.028]  That's why it's more important than ever to secure your current and longtime supply of Survival Shield Nascent Iodine X2 today.
[00:31:51.028 --> 00:31:55.030]  Available exclusively at InfoWarsLife.com or by calling toll-free 888-253-3139.
[00:31:58.925 --> 00:32:15.593]  Ladies and gentlemen, you haven't really ever heard firearms manufacturers as sponsors on my syndicated radio show, or the nightly news, or the news website, InfoWars.com, because the companies I've been approached by were not the highest quality, and they weren't as affordable as they should be, so I refused.
[00:32:15.593 --> 00:32:19.095]  Probably 30, 40 firearms manufacturers over the years will then.
[00:32:19.435 --> 00:32:23.500]  About six months ago, we get contacted by Head Down Firearms.
[00:32:23.500 --> 00:32:25.042]  hdfirearms.com.
[00:32:25.042 --> 00:32:28.345]  Owned and run by a bunch of former Navy SEALs and Special Ops people.
[00:32:28.345 --> 00:32:33.471]  They're veterans, they're patriots, they're listeners of the radio show, and they want to support the broadcast.
[00:32:33.471 --> 00:32:34.292]  It's always about security.
[00:32:34.292 --> 00:32:34.692]  I think so.
[00:33:13.260 --> 00:33:19.848]  You are a programmable guy that goes and watches Olympus is Falling and believes all this and really thinks you're a hero.
[00:33:19.848 --> 00:33:20.489]  G.I.
[00:33:20.489 --> 00:33:22.791]  Joe, great American hero.
[00:33:22.791 --> 00:33:23.993]  Joe, Joe.
[00:33:23.993 --> 00:33:25.434]  You don't work for Joe.
[00:33:25.434 --> 00:33:27.477]  Joe got taken over.
[00:33:27.477 --> 00:33:28.037]  The G.I.
[00:33:28.037 --> 00:33:30.620]  Joe command base is run by Cobra.
[00:33:31.361 --> 00:33:32.623]  Do you understand that?
[00:33:32.623 --> 00:33:37.808]  And I use a child analogy to get through to you because that's your main programming template in North America.
[00:33:37.808 --> 00:33:39.149]  They're on record with that.
[00:33:39.149 --> 00:33:40.550]  That was all Pentagon directed.
[00:33:40.550 --> 00:33:43.093]  Do you understand you work for Cobra.
[00:33:43.093 --> 00:33:44.554]  You dress like Cobra.
[00:33:44.554 --> 00:33:46.236]  You have the tactics of Cobra.
[00:33:46.236 --> 00:33:47.497]  You are Cobra.
[00:33:47.497 --> 00:33:49.059]  Hail Cobra!
[00:33:49.059 --> 00:33:50.500]  Do you want to be little boys?
[00:33:50.500 --> 00:33:52.883]  Or do you want to really join the Republic?
[00:33:53.403 --> 00:33:58.544]  They know what's going on at the Bundy Ranch, and they won't even let a police information officer give us any information.
[00:33:58.544 --> 00:33:59.224]  That's a bunch of bull****.
[00:33:59.224 --> 00:34:01.165]  It's all these stupid G.I.
[00:34:01.165 --> 00:34:04.045]  Joe movies and stuff, where the White House is attacked.
[00:34:04.045 --> 00:34:06.286]  The White House is run by Cobra!
[00:34:06.286 --> 00:34:14.388]  When I went through the process of becoming press secretary, one of the things, one of the first things they told me was, you're not even to acknowledge the drone program.
[00:34:14.388 --> 00:34:17.308]  You're not even to discuss that it exists.
[00:34:17.308 --> 00:34:18.949]  It's run by chaos.
