[00:00:00.009 --> 00:00:01.439]  The Alex Jones Show!
[00:26:22.590 --> 00:26:28.494]  The full video is up on InfoWars.com and a story pouring drain cleaner in your eyes.
[00:26:28.534 --> 00:26:30.636]  The new trendy social justice movement.
[00:26:31.076 --> 00:26:34.199]  Not supporting people who want to blind themselves is bigoted and intolerant.
[00:26:35.320 --> 00:26:41.945]  And having the name mother, father, boy or girl hurts people that don't have a mother or father or who aren't a boy or girl.
[00:26:42.105 --> 00:26:47.470]  So you can't use that word because you existing is hateful.
[00:26:49.608 --> 00:26:51.510]  And Europeans existing is wrong.
[00:26:52.091 --> 00:27:05.586]  They have major members of the UK and German and French government in the last month on television, we've ran the articles, saying it's good we've opened the borders up to the Middle East because it's bad that Europe has white people.
[00:27:06.207 --> 00:27:07.808]  And it's good they're all about to be gone.
[00:27:08.649 --> 00:27:10.732]  Well, I'm not against North Africans or Arabs.
[00:27:12.964 --> 00:27:17.147]  But a lot of them have picked up the chant, yeah, we're coming to breed you out, we're gonna conquer you, you're weak!
[00:27:17.808 --> 00:27:21.091]  Because the government says, come in, we're weak, take us over!
[00:27:23.332 --> 00:27:26.335]  And I talked to Paul Watson about this a few weeks ago, I said, what do you think it is?
[00:27:26.375 --> 00:27:27.636]  And he said, I think it's cuckolding.
[00:27:29.117 --> 00:27:35.843]  And I said, you mean where a woman basically like dominates her husband in front of another man and the man has sex with her?
[00:27:36.701 --> 00:27:39.042]  I don't mean to talk about this on air, folks, but this is psychology.
[00:27:39.062 --> 00:27:40.523]  And he goes, yes, exactly.
[00:27:41.144 --> 00:27:42.124]  And I said, you're absolutely right.
[00:27:42.284 --> 00:27:43.145]  That's what I think it is.
[00:27:44.766 --> 00:27:45.947]  And no one else was really saying this.
[00:27:45.967 --> 00:27:46.847]  We both understood.
[00:27:46.907 --> 00:27:48.968]  It's like a weird form of domination.
[00:27:50.009 --> 00:27:53.011]  It's sadomasochistic, where they are the sadists.
[00:27:57.133 --> 00:28:04.798]  Just taking anything that was powerful, strong, and an original culture and destroying it.
[00:28:04.818 --> 00:28:06.399]  And they want to destroy the third world as well.
[00:28:06.919 --> 00:28:07.559]  They've done that.
[00:28:07.580 --> 00:28:09.080]  They try to keep the third world in squalor.
[00:28:10.701 --> 00:28:17.706]  And they are the masters of this planet and they want to normalize pouring drain cleaner in your eyes.
[00:28:19.907 --> 00:28:20.908]  And making us pay for it.
[00:28:21.772 --> 00:28:22.992]  Because they're evil.
[00:28:23.092 --> 00:28:24.153]  The globalists are sick.
[00:28:24.313 --> 00:28:42.638]  They have to normalize that, invert reality, and say those of us that want to go for a jog in the morning, that enjoy a beautiful sunset, that enjoy a loving relationship with somebody of the opposite sex, who want to raise good children, who just love decency and don't love degeneracy.
[00:28:43.178 --> 00:28:43.859]  We're the enemy.
[00:28:44.239 --> 00:28:45.899]  And look, I get being corrupt.
[00:28:47.180 --> 00:28:48.400]  I get doing bad things.
[00:28:49.747 --> 00:28:53.548]  Not to this extent, but I understand everybody's got another side to them.
[00:28:54.288 --> 00:29:01.329]  But you give in to that side, you'll end up alone, lonely, very low life expectancy, very poor.
[00:29:02.169 --> 00:29:04.890]  People that get into degeneracy are losers.
[00:29:06.210 --> 00:29:10.451]  And they want to make all the rest of us losers because losers love company.
[00:29:10.771 --> 00:29:13.611]  This woman is fabulously mentally ill.
[00:29:14.711 --> 00:29:16.132]  Fabulously a self-hater.
[00:29:17.092 --> 00:29:18.492]  Fabulously wants attention.
[00:29:20.609 --> 00:29:23.150]  And she wants to make you pay for it.
[00:29:23.711 --> 00:29:30.374]  And then she found another twisted individual who wanted to come be part of this and do this to her.
[00:29:34.332 --> 00:29:43.134]  And it's an act of dominating reality that they can do something obscene, like take someone's sight when so many millions of people that are blind would give anything for it.
[00:29:43.554 --> 00:29:47.455]  They take a gift like that and create vandalism on God's creation.
[00:29:47.775 --> 00:29:51.736]  That woman sacrificed her eyes because she's demon possessed.
[00:29:52.396 --> 00:29:58.098]  Whether it's a demon, whether it's an archetype, whatever it is, the woman is infested.
[00:29:59.332 --> 00:30:00.953]  The Empire's on the run.
[00:30:01.874 --> 00:30:04.655]  Alex Jones and the GCN Radio Network.
[00:30:08.798 --> 00:30:10.659]  Kit Daniels, InfoWars.com.
[00:30:10.839 --> 00:30:14.382]  President Obama implied that the federal government should confiscate all guns.
[00:30:14.662 --> 00:30:15.222]  That's right.
[00:30:15.402 --> 00:30:20.485]  The president responsible for the deaths of women and children via drone strikes is now trying to eradicate the Second Amendment.
[00:30:20.606 --> 00:30:24.328]  When Obama responded to the October 1st attack on an Oregon community college,
[00:30:24.628 --> 00:30:31.291]  He went beyond his usual demand for more gun control and suggested that America should consider outright banning guns just like Australia and Great Britain.
[00:30:31.531 --> 00:30:39.875]  But it's hypocritical for Obama to demand that Americans turn in their guns when, according to the Pentagon, the Obama administration is backing ISIS in its war against the Syrian government.
[00:30:40.175 --> 00:30:45.677]  In fact, in September 2013, President Obama waived a federal law specifically designed to keep the U.S.
[00:30:45.717 --> 00:30:48.539]  government from supplying firearms to terrorist groups such as ISIS.
[00:30:48.879 --> 00:30:52.561]  On the very same day, he demanded more gun control in response to the D.C.
[00:30:52.581 --> 00:30:53.361]  Navy Yard shooting.
[00:30:53.681 --> 00:31:00.809]  In other words, Obama is shipping guns to Islamic militants, aka moderate rebels, while simultaneously trying to disarm American citizens.
[00:31:01.170 --> 00:31:08.138]  Once again, this is Kent Daniels with TheInfoWars.com and PrisonPlanet.tv and check out our new YouTube channel called Resistance News.
[00:31:08.638 --> 00:31:12.721]  Many of the products at Infowarslife.com are true game changers.
[00:31:12.941 --> 00:31:17.143]  They are compounds that in many areas of the world are actually sold by prescription.
[00:31:17.183 --> 00:31:24.468]  But when we look at a product like Survival Shield Nason Iodine X2, it's something that really has been hiding in plain view for over a hundred years.
[00:31:24.628 --> 00:31:35.158]  The federal government mandated from the 20s until the 70s that iodine, a crude form of it, be added to table salt because of the incredible health problems that dietary deficiency in iodine was causing.
[00:31:35.318 --> 00:31:38.661]  I want to challenge the listeners who've not tried X2 for yourselves.
[00:31:38.841 --> 00:31:39.862]  What do you have to lose?
[00:31:39.962 --> 00:31:48.250]  You are the tip of the spear in the fight for human liberty, and you're getting a high-quality product that has absolutely changed my life and many other people's lives that I know.
[00:31:48.390 --> 00:31:51.612]  And the final reason to try X2 is that it's so hard to keep in stock.
[00:31:51.692 --> 00:31:55.714]  We ordered the biggest shipment ever six months ago and that is about to sell out.
[00:31:55.895 --> 00:31:58.036]  It may be a month or two until more comes in.
[00:31:58.216 --> 00:32:05.160]  I want to challenge all of you in the next week to stock up on Survival Shield X2 today at InfoWarsLife.com or by calling 888-253-3139.
[00:32:08.602 --> 00:32:18.192]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at htfirearms.com.
[00:32:18.352 --> 00:32:24.719]  One of the most exciting things about htfirearms.com is the ability to upgrade your AR-15 platform today.
[00:32:24.859 --> 00:32:27.021]  They call it their low-profile platform.
[00:32:27.181 --> 00:32:30.445]  PVX muzzle brakes, proven to help control muzzle rise.
[00:32:31.766 --> 00:32:34.307]  6061 billet material with type 3 hard coating.
[00:32:34.547 --> 00:32:37.829]  Bolt carrier group for .308 and .556 ARs.
[00:32:38.169 --> 00:32:39.429]  Custom Kydex holsters.
[00:32:39.730 --> 00:32:44.412]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[00:32:44.592 --> 00:32:46.993]  Most competitors material use .060.
[00:32:47.093 --> 00:32:50.255]  Configure yours today at HDfirearms.com.
[00:32:50.495 --> 00:32:52.376]  And my favorite, single stage trigger.
[00:32:52.536 --> 00:32:55.938]  A home run upgrade for your AR-15 and AR-10 platforms.
[00:32:56.158 --> 00:32:59.539]  Find out more at HDfirearms.com today or call 770-485-7015.
[00:32:59.719 --> 00:33:01.840]  That's HDfirearms.com or call 770-485-7015.
[00:33:01.920 --> 00:33:05.041]  Aborted babies incinerated to heat in UK hospitals.
[00:33:20.911 --> 00:33:24.874]  Soylent Green, ladies and gentlemen, is made out of people.
[00:33:25.094 --> 00:33:31.338]  But now, children are literally being passed through the furnace in order to fuel hospitals in the UK.
[00:33:31.358 --> 00:33:36.201]  They're being sacrificed on the altar of efficiency and prosperity.
[00:33:36.521 --> 00:33:41.325]  What is the secret of Soylent Green?
[00:33:41.365 --> 00:33:43.386]  The powdered flesh from dead babies.
[00:33:43.866 --> 00:33:46.028]  Some people believe they can cure disease.
[00:33:46.508 --> 00:33:50.511]  Because of its enormous popularity, Soylent Green is in short supply.
[00:33:51.332 --> 00:33:54.076]  Remember, Tuesday is Soylent Green Day.
[00:33:54.336 --> 00:33:57.441]  The supply of Soylent Green has been exhausted.
[00:33:57.942 --> 00:33:59.564]  You must evacuate the area.
[00:34:02.196 --> 00:34:14.059]  The federal court ruled that the shareholders of PepsiCo, Big Bilderberg Group Company, are not allowed to know what they're using the baby parts for in the flavoring, but we already know.
[00:34:14.719 --> 00:34:16.560]  So enjoy the flavor!
[00:34:16.700 --> 00:34:21.161]  We're going to get the real solution, which is going to be a combination of death penalties and sales taxes.
[00:34:21.341 --> 00:34:22.842]  I'm consistently pro-death.
[00:34:23.322 --> 00:34:24.822]  I'm for assisted suicide.
[00:34:25.182 --> 00:34:26.423]  I'm for regular suicide.
[00:34:26.503 --> 00:34:28.083]  I'm for whatever gets the freeway moving.
[00:34:28.303 --> 00:34:39.709]  ...is spending a million dollars on that last three months of life for that patient, would it be better not to lay off those 10 teachers and to make that trade up in medical costs?
[00:34:39.729 --> 00:34:43.891]  But that's called the death panel, and you're not supposed to have that discussion.
[00:34:44.112 --> 00:34:50.415]  They told me to say that they were sorry, but that you had become unreliable.
[00:34:58.613 --> 00:35:00.854]  Is this the kind of society that you want to live in?
[00:35:01.234 --> 00:35:05.636]  Any kind of society that would do this to its children will do it to its senior citizens.
[00:35:06.136 --> 00:35:07.916]  It will do it to its dissidents.
[00:35:08.637 --> 00:35:17.400]  That kind of society will also eventually turn on its police, on its army, on its prison guards, on the quizlings and the collaborators who make that possible.
[00:35:17.980 --> 00:35:20.481]  This is nothing but a suicide cult.
[00:35:21.201 --> 00:35:22.582]  The scoops are on their way.
[00:35:23.322 --> 00:35:24.823]  The scoops are on their way.
[00:35:25.323 --> 00:35:28.385]  I repeat, the scoops are on their way.
[00:35:29.026 --> 00:35:31.847]  You will find out why Soylent Green means life.
[00:35:32.347 --> 00:35:35.349]  You will find out why Soylent Green means death.
[00:35:35.609 --> 00:35:36.830]  We've got to stop them!
[00:35:37.510 --> 00:35:42.073]  That is the secret of Soylent Green.
[00:35:42.513 --> 00:35:44.334]  Soylent Green is people!
[00:35:48.388 --> 00:35:52.551]  Next thing they'll be breeding is like cattle, for food.
[00:35:52.631 --> 00:35:55.734]  You gotta tell them.
[00:35:55.774 --> 00:35:59.858]  Made in the 1970s, now Pepsi does use babies in their secret flavoring.
