[00:00:06.583 --> 00:00:08.144]  Oh, baby!
[00:27:49.084 --> 00:27:51.426]  Well, okay, in a perfect world, what should we do, Rothschild?
[00:27:53.327 --> 00:27:55.770]  In the perfect world... What should we do to save ourselves?
[00:27:55.770 --> 00:27:57.052]  Tell me, save me, save me.
[00:27:57.052 --> 00:27:58.914]  I'll tell you what, I'm saving you.
[00:27:58.914 --> 00:28:06.422]  In the perfect world, sir, you start to use common sense, which is obviously something that, from some of your comments, I'm afraid I don't see.
[00:28:06.422 --> 00:28:07.504]  Save me, oh God.
[00:28:08.024 --> 00:28:09.644]  Do you save me, young ladies?
[00:28:09.644 --> 00:28:11.285]  Oh, Lord Rothschild, save me!
[00:28:11.285 --> 00:28:14.925]  You're such a dashing adventurer, like Indiana Jones!
[00:28:14.925 --> 00:28:16.406]  Oh, Lord Rothschild!
[00:28:16.406 --> 00:28:18.186]  Take me, Lord Rothschild!
[00:28:18.186 --> 00:28:22.027]  You sound like... You sound like... Listen, Mr. Oil Baron, sitting in the chair.
[00:28:22.027 --> 00:28:26.108]  If you want to start making funny noises like that on the phone, that's fair enough, oil boy.
[00:28:26.108 --> 00:28:34.290]  So get back onto your little rodeo ball, go out there and deny it all, protect your oil shares, and make sure that your kids, who you talked about, don't have any planet to live on.
[00:28:36.150 --> 00:28:40.131]  Well, there's always, you know, hold on, I've read quite a few history books.
[00:28:40.131 --> 00:28:49.635]  You know, even back at the time of Waterloo, when your family was so active, we've got all sorts of fires and storms and floods and things going on.
[00:28:49.635 --> 00:29:01.259]  I mean, witch doctors 5,000 years ago would point at an eclipse or point at a wildfire or point at a snowstorm and say, you better bring better offerings to my tent or I'll make the ooga boogas get you.
[00:29:01.959 --> 00:29:12.483]  I mean, really, isn't this just a organizing system to bring in global taxation and regulations this whole... I mean, what is your solution to the global warming?
[00:29:12.483 --> 00:29:16.745]  Is it not the global... Hold on, is it not the global carbon tax, as Al Gore's called for?
[00:29:17.776 --> 00:29:18.977]  There's many things.
[00:29:18.977 --> 00:29:24.904]  I think what you have to realize is that being environmentally sensitive and making money aren't mutually exclusive.
[00:29:24.904 --> 00:29:28.528]  There's a lot of money to be made in addressing this issue.
[00:29:34.517 --> 00:29:42.703]  Coming up after the break, the host of UFC, you name it, TV shows, movies, a good friend of mine, definitely a free thinker, Joe Rogan.
[00:29:42.703 --> 00:29:46.666]  And then, of course, also Viggo Mortensen needs no introduction.
[00:29:46.666 --> 00:29:48.467]  All this and more straight ahead.
[00:29:48.467 --> 00:29:49.708]  It's January 4th.
[00:29:49.708 --> 00:29:51.089]  We're on the march.
[00:29:51.089 --> 00:29:53.631]  The Empire's on the run.
[00:29:53.631 --> 00:29:56.293]  Alex Jones and the GCN Radio Network.
[00:30:00.566 --> 00:30:11.933]  Sold out for weeks through the difficult and extensive proprietary process behind its creation, the exclusive InfoWars Life Secret 12 formulation is now back in stock in the last limited shipment of 2014.
[00:30:11.933 --> 00:30:26.182]  The most bioactive form that has been created with our proprietary process, this ultra-clean vitamin B12 nutraceutical has been carefully crafted and developed over the last two years and is based on cellular science of how your body actively absorbs essential nutrients.
[00:30:26.182 --> 00:30:28.964]  Secret 12 is taken by mouth, right on the tongue, and then swallowed.
[00:30:29.244 --> 00:30:30.684]  No needles, no injections.
[00:30:30.684 --> 00:30:35.005]  Vitamin B12 deficiency is linked to scores of serious problems.
[00:30:35.005 --> 00:30:44.627]  And Secret 12 is a fusion of two organic proprietary forms of Vitamin B12, bringing you a true nutraceutical quality Vitamin B12.
[00:30:44.627 --> 00:30:45.708]  Secret 12.
[00:30:45.708 --> 00:30:51.349]  Secret 12 is an excellent Christmas gift and is tailor-made to boost your New Year's resolutions.
[00:30:51.349 --> 00:30:53.709]  Supplies of Secret 12 are very limited.
[00:30:53.709 --> 00:30:56.150]  Secure yours today at InfoWarsLife.com.
[00:30:56.570 --> 00:30:57.030]  We're good.
[00:31:18.536 --> 00:31:20.780]  Worthy answers that synergistically worked.
[00:31:20.780 --> 00:31:27.610]  I can see the drastic changes every day with the amount of weight I've lost, my increased stamina, and more of a twinkle in my eye.
[00:31:27.610 --> 00:31:33.540]  That's why we are now so excited to launch the InfoWars Life Resolution Pack, combining three essential formulations.
[00:31:34.000 --> 00:31:41.906]  Oxygen-Based Cleanser Oxy-Powder, the Secret 12 Bioavailable Vitamin B12, and your choice of Super Female or Super Male Vitality.
[00:31:41.906 --> 00:31:48.871]  Now all available at a discounted price to you and your family to bring in the new year and make 2015 a true success.
[00:31:48.871 --> 00:31:50.052]  That's Infowarslife.com or 888-253-3139.
[00:31:50.052 --> 00:31:53.394]  2015 is the year to do it, and it all starts at Infowarslife.com.
[00:32:00.307 --> 00:32:03.968]  The government's Department of Homeland Security is buying up loads of ammo.
[00:32:03.968 --> 00:32:08.249]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[00:32:08.249 --> 00:32:10.029]  Can you put two and two together?
[00:32:10.029 --> 00:32:15.371]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds.
[00:32:15.371 --> 00:32:17.891]  It's reasonably priced and fully legal.
[00:32:17.891 --> 00:32:19.032]  But for how long?
[00:32:19.032 --> 00:32:25.673]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[00:32:25.673 --> 00:32:28.474]  Infidel Body Armor just won't quit.
[00:32:29.963 --> 00:32:33.485]  When cells become toxic, they die early and aging sets in.
[00:32:33.485 --> 00:32:41.729]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:32:41.729 --> 00:32:47.132]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:32:47.132 --> 00:32:49.673]  You want the best that's out there at the lowest price anywhere?
[00:32:49.673 --> 00:32:51.794]  We now have the synergistic solution.
[00:32:51.794 --> 00:32:55.977]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:33:09.154 --> 00:33:18.420]  It was about six and a half years ago, Obama was president-elect, and I sat in here, in this very green room, at Cap City Comedy Club, Joe.
[00:33:18.420 --> 00:33:20.341]  That video's been seen about 40 million times now.
[00:33:20.341 --> 00:33:20.861]  That's ridiculous.
[00:33:21.523 --> 00:33:22.504]  Literally.
[00:33:22.504 --> 00:33:24.667]  Like 14 million on just one spot on YouTube.
[00:33:24.667 --> 00:33:25.748]  That's ridiculous.
[00:33:25.748 --> 00:33:34.618]  You, early on, when everybody else was saying Obama was the savior, you were saying, why does anybody expect him to be any different?
[00:33:34.618 --> 00:33:37.602]  And it was like right when he was president-elect or right when he got out of office.
[00:33:37.762 --> 00:33:45.166]  It's pretty obvious that there's some gigantic financial institutions that have been pulling the strings of politicians in this country for a long time.
[00:33:45.166 --> 00:33:52.289]  And just the fact that we have it set up where they can donate millions of dollars to these guys' funds, these guys' campaigns.
[00:33:52.289 --> 00:33:55.511]  I mean, how do we not expect it all to go bad?
[00:33:55.511 --> 00:33:58.032]  They put so much into him, built him up as his big brand name.
[00:33:58.032 --> 00:33:58.852]  What's your take on that?
[00:33:58.852 --> 00:33:59.633]  Well, you know what, man?
[00:33:59.633 --> 00:34:02.854]  I don't even think Obama is to blame.
[00:34:02.854 --> 00:34:03.635]  I really don't.
[00:34:03.635 --> 00:34:05.876]  I don't think there's an individual that's to blame.
[00:34:06.756 --> 00:34:31.167]  I think that what we're looking at, and I'm obviously no political expert by any means, but as a person who's observing a system, who's a person who's observing this strange society that we live in and how it's influenced by money and corporations and how politicians are beholden to so many different groups before they get into any positions of power.
[00:34:32.007 --> 00:34:34.910]  It's incredibly difficult to change anything.
[00:34:34.910 --> 00:34:42.076]  And it's not like this statement about Obama as president or Obama as a person.
[00:34:42.076 --> 00:34:51.325]  It's more that the system is so intertangled, it's so intertwined with political interest groups and with lobbyists and with
[00:34:51.585 --> 00:35:03.094]  Corporations having mad control over the political system, over who gets represented, which party, you know, who represents which party.
[00:35:03.094 --> 00:35:06.457]  The people that have the most money historically have done the best.
[00:35:06.457 --> 00:35:09.039]  I mean, it's like a big, crazy money grab.
[00:35:09.039 --> 00:35:11.081]  And then these people get into these positions of power and...
[00:35:12.081 --> 00:35:16.324]  I don't think they have nearly as much control as we like to think they do.
[00:35:42.321 --> 00:35:50.026]  For people to look at the actions of their country and not totally be able to defend something that we've done militarily.
[00:35:50.026 --> 00:36:04.535]  You know, when people look at that and they go, I don't, you know, there's a lot of people that I know that are patriots, a lot of people that I know that are veterans, that love America, that believe in the military, and they're very upset with the way the direction of these wars has gone.
[00:36:04.535 --> 00:36:09.418]  Very upset with the image that it's given America worldwide.
[00:36:09.418 --> 00:36:10.518]  You know, there's the famous
[00:36:12.421 --> 00:36:22.290]  The point that many people had right after September 11th was this was an incredible time where there was so much sympathy of these other nations.
[00:36:22.290 --> 00:36:24.331]  They were so on the side of America.
[00:36:24.331 --> 00:36:25.492]  America had been attacked.
[00:36:25.492 --> 00:36:26.253]  This was horrible.
[00:36:26.253 --> 00:36:27.734]  The whole world was watching.
[00:36:27.734 --> 00:36:35.020]  And within a period of a few years, our actions were so f***ed up that we lost all that sympathy.
[00:36:35.020 --> 00:36:39.945]  There was this moment where America had this position of love.
[00:36:40.445 --> 00:36:40.785]  We're good to go.
[00:36:56.764 --> 00:36:59.385]  It bums a lot of people out, you know?
[00:36:59.385 --> 00:37:03.206]  Remember like in 1999, I'd be telling you about that stuff and how they were listing everything?
[00:37:03.206 --> 00:37:08.207]  Dude, you thought that, you thought they were spying on everything way before anybody did.
[00:37:08.207 --> 00:37:09.367]  But I'm not tooting my horn.
[00:37:09.367 --> 00:37:10.848]  I didn't, I wasn't sidekicking.
[00:37:10.848 --> 00:37:11.928]  Yeah, but it's not just that.
[00:37:11.928 --> 00:37:12.728]  It was in the documents.
[00:37:12.728 --> 00:37:15.889]  It was also, who had the documents, you have the documents.
[00:37:15.889 --> 00:37:22.831]  One thing that I always tell everybody, like, the first, the first video that I ever saw that made me go, what?
[00:37:22.831 --> 00:37:23.871]  They do that?
[00:37:24.591 --> 00:37:33.134]  That's real, was your 9-1-1 Road to Tyranny documentary where you detailed what happened in the World Trade Organization.
[00:37:33.134 --> 00:37:33.955]  Oh yeah.
[00:37:33.955 --> 00:37:40.817]  The WTO protests, we detailed how they used these guys to come in, these agent provocateurs.
