[00:00:00.649 --> 00:00:05.070]  This is truly an Emergency Saturday Broadcast.
[00:26:58.276 --> 00:26:59.737]  And of course, it's very toxic.
[00:27:02.605 --> 00:27:04.806]  And that's what I'm saying.
[00:27:04.806 --> 00:27:14.668]  I sit there and I try to talk to people who are very successful in their fields.
[00:27:14.668 --> 00:27:17.169]  And they don't even understand all this stuff.
[00:27:17.169 --> 00:27:22.791]  They don't even know about the technocracy that Eisenhower warned about in his farewell address in 1961.
[00:27:22.791 --> 00:27:25.531]  They don't even understand any of this.
[00:27:25.531 --> 00:27:28.532]  They don't know the internet was invented in the late 1950s.
[00:27:28.532 --> 00:27:31.053]  They don't know they had a whole planet ARPA for this.
[00:27:33.479 --> 00:27:44.142]  And when I sit here and I tell people what's already been on the shelf for decades, they literally think it's a science fiction movie because they show you all this in science fiction, so you think it's entertainment.
[00:27:44.142 --> 00:27:52.265]  So you think, oh, I've just seen this in movies, but really you're being prepared for what is already going on.
[00:27:52.265 --> 00:28:00.067]  The ethics of a second chance pig heart transplant recipient stabbed a man seven times years ago.
[00:28:05.560 --> 00:28:12.183]  So the Washington Post doesn't make it about this part human, part pig, clone heart.
[00:28:12.183 --> 00:28:14.884]  They make it about, well, he stabbed somebody.
[00:28:14.884 --> 00:28:17.365]  What does that even mean?
[00:28:17.365 --> 00:28:20.367]  That's psychological warfare, where they change the subject.
[00:28:20.367 --> 00:28:24.149]  So you go, oh, clone pig heart, part human, no big deal.
[00:28:24.149 --> 00:28:26.990]  Oh, is it okay that he got, you know, the transplant or whatever?
[00:28:32.076 --> 00:28:41.039]  Yeah guys, pull the article up just about the straight up thing about the guy getting the pig, the human, part human pig heart last week.
[00:28:41.039 --> 00:28:46.781]  The point is, is that this is all going on while everybody else is busy just watching football.
[00:28:46.781 --> 00:29:01.065]  And the globalists have made the decision that the general human population is a drag on things, and it's pointless, and it's dumb, and it's workless, and it's getting stupider and stupider and stupider, just like the intro to Idiocracy.
[00:29:02.540 --> 00:29:07.983]  So they've decided to get rid of us.
[00:29:07.983 --> 00:29:23.973]  And then you've got all these people trying to take the big pharma money and take the propaganda money and show themselves how compliant and how robot-like they are to the system, just so they'll get a chance to get some more credits in their bank, even though the globalists are bringing down civilization itself.
[00:29:23.973 --> 00:29:28.776]  And by the time they get to the people that helped destroy our civilization, there'll be nobody there left to help them.
[00:29:31.417 --> 00:29:48.087]  And so, I don't want to contribute to any of this, and I certainly have not been perfect, but I've done everything I've done from a place of trying to wake people up and trying to do a good job, and I've been angry, and I've tried to get people out of their trance.
[00:29:48.087 --> 00:30:00.615]  But I know this, intellectually and at a gut level and at a spiritual level, mind, spirit, body, that we gotta stop race riots and election riots and
[00:30:01.696 --> 00:30:01.816]  Any
[00:30:24.159 --> 00:30:32.945]  We're going to absolutely make everybody be fighting and killing each other so they won't notice while we devalue their currencies, implode their borders, and de-industrialize them.
[00:30:32.945 --> 00:30:40.350]  And by the time the transition to being a giant third world globalist system is here, it'll be too late.
[00:30:40.350 --> 00:30:43.352]  And it is a very small number of globalists at the top
[00:30:45.011 --> 00:30:47.593]  That are pulling this off, and that are actually doing all this.
[00:30:47.593 --> 00:30:59.740]  And if we just get the general intelligentsia aware of it, and to understand that they have no future if they don't, and that if they go along with what the left's doing, they're not going to let America have a two-party system anymore.
[00:30:59.740 --> 00:31:12.908]  You'll still have a vestigial Republican Party, but because the Democratic Party is failing, because the Democratic Party is falling apart, because people know the Democratic Party clearly represents a foreign, globalist occupation of the nation, and an assault on
[00:31:14.255 --> 00:31:17.299]  All of our basic rights.
[00:31:17.299 --> 00:31:31.497]  They now have to actually extinct the Republican Party and make sure that it's fully discredited and destroyed and make it not the party of the KKK as they've lied, it's actually the Democrats, but the party of terrorism.
[00:31:33.325 --> 00:31:40.750]  And Mitch McConnell came out this week and said, the president is saying that all Republicans are terrorists and they're saying that all white people are bad.
[00:31:40.750 --> 00:31:41.550]  This is asinine.
[00:31:41.550 --> 00:31:42.571]  This is evil.
[00:31:42.571 --> 00:31:43.571]  This is wrong.
[00:31:43.571 --> 00:31:51.536]  You're trying to cause a civil war because there's a stack of news every day with Democrats saying we're in a civil war and they've got to lock all of us up.
[00:31:51.536 --> 00:31:53.677]  So they're the ones saying burn things down.
[00:31:53.677 --> 00:31:57.059]  Whoever said protests are peaceful, mostly peaceful protests.
[00:31:57.059 --> 00:31:58.740]  They're the ones saying kill cops.
[00:31:58.740 --> 00:31:59.281]  All of this.
[00:32:00.765 --> 00:32:08.772]  And then they point at people pissed off about a stolen election, being provocateured and in a mob mentality, a tiny minority of a million people in D.C.
[00:32:08.772 --> 00:32:14.197]  going into a building and having a riot and doing some things that were wrong with sedition and terrorism.
[00:32:17.372 --> 00:32:37.687]  And then try to leverage that into, oh, the main threat, as I told you, as they've been saying since Biden got in a year ago, and now it's official, is people that question vaxes, and people that question open borders, and people that question lockdowns, and people that question fraudulent elections, when all of that is your right, and all that I would say is your duty.
[00:32:37.687 --> 00:32:45.073]  So, I should have started the show today with this.
[00:32:45.073 --> 00:32:46.414]  But I have talked to
[00:32:47.990 --> 00:32:55.797]  Some folks that were, were recently extremely senior in the Justice Department.
[00:32:55.797 --> 00:33:00.441]  And one is a more classical liberal, one is a conservative.
[00:33:00.441 --> 00:33:04.425]  Just to bounce off of them through some contacts I have.
[00:33:07.734 --> 00:33:09.395]  Am I right about all this?
[00:33:09.395 --> 00:33:13.896]  Branding Americans terrorists, you know, they're gonna take over and Homeland Security and all this?
[00:33:13.896 --> 00:33:14.937]  And he's like, no, absolutely.
[00:33:14.937 --> 00:33:15.757]  That's what it's doing.
[00:33:15.757 --> 00:33:16.858]  It's unprecedented.
[00:33:16.858 --> 00:33:17.578]  It's unhinged.
[00:33:17.578 --> 00:33:18.378]  It's dangerous.
[00:33:18.378 --> 00:33:21.880]  It's third world stuff.
[00:33:21.880 --> 00:33:24.561]  And so, you know, I mean, there's that going on.
[00:33:24.561 --> 00:33:34.645]  People that were extremely senior, like right up the top, you know, top 10 people, are like, this is crazy.
[00:33:34.645 --> 00:33:34.845]  So,
[00:33:37.560 --> 00:33:39.621]  Mitch McConnell's starting to get it.
[00:33:39.621 --> 00:33:47.245]  I think the rest of mainline conservatives better get that the Democratic Party is like a bad case of cancer.
[00:33:47.245 --> 00:33:50.026]  And they know they've lost the hearts and minds.
[00:33:50.026 --> 00:33:52.468]  They know they're losing intellectually and politically.
[00:33:52.468 --> 00:33:56.190]  So they want to overturn the tables because that's the only option they've got.
[00:33:59.997 --> 00:34:04.380]  They've got CNN and HBO and PBS documentaries airing all the time.
[00:34:04.380 --> 00:34:05.581]  Alex Jones is a terrorist.
[00:34:05.581 --> 00:34:06.862]  Alex Jones wants to kill you.
[00:34:06.862 --> 00:34:11.986]  You know, they've now moved from he's a racist and he's mean to the Sandy Hook people and all that stuff.
[00:34:11.986 --> 00:34:20.052]  They've now moved on from that baloney to, oh, he's an extremist, he's a terrorist.
[00:34:20.052 --> 00:34:21.693]  And that means we're two minutes to midnight.
[00:34:21.693 --> 00:34:24.095]  That means they're closing the door on everybody.
[00:34:24.095 --> 00:34:27.618]  That means they're going to go ahead with all this and the Republicans better freak out.
[00:34:28.888 --> 00:34:35.030]  They better push back, because they're all the real targets.
[00:34:35.030 --> 00:34:38.330]  Quite frankly, the system coming after me will only make me bigger.
[00:34:38.330 --> 00:34:44.512]  And if my mission is to get the truth out and fight these people and expose their agenda in a nonviolent way, then we're very successful.
[00:34:44.512 --> 00:34:49.813]  But I don't have a lot of confidence in the Republicans and just the level of decadence that's going on.
[00:34:49.813 --> 00:34:51.394]  If you look at cycles throughout history,
[00:34:52.734 --> 00:34:56.076]  And all I'm announcing here is, is violence is not the answer.
[00:34:56.076 --> 00:34:57.917]  And rioting is not the answer.
[00:34:57.917 --> 00:34:59.898]  And attacking people is not the answer.
[00:34:59.898 --> 00:35:02.179]  And having a shooting war is not the answer.
[00:35:02.179 --> 00:35:11.524]  And I want to warn conservatives and liberals, everybody else, who have just gotten crazy on all this corporate money, who've been paid off to go along with the system.
[00:35:11.524 --> 00:35:17.828]  If you had any history, research in your life, you would look at what's going on and realize that
[00:35:19.372 --> 00:35:27.361]  It's the establishment waging war on anyone that opposes them and anyone that wants to have any of their own power that is endangering the elite.
[00:35:27.361 --> 00:35:34.129]  The establishment in their mad, crazy rush to try to consolidate power and to try to play God.
[00:35:38.982 --> 00:35:44.164]  Is what's going to destroy civilization and cause massive new wars, and you name it.
[00:35:44.164 --> 00:35:51.427]  And the fact that they see collapse coming, so they want to organize their own controlled collapse, it's just insanity.
[00:35:51.427 --> 00:35:52.608]  You cannot play God.
[00:35:52.608 --> 00:35:55.309]  This is not going to work, and it's out of control.
[00:35:55.309 --> 00:35:58.610]  By its very nature, it destabilizes things and collapses it.
[00:35:58.610 --> 00:36:05.773]  So I am my own worst enemy and my own best friend, and so are you.
[00:36:05.773 --> 00:36:07.974]  And you should just ask yourselves, all of you out there,
[00:36:11.653 --> 00:36:13.455]  Are we going to turn back now before it's too late?
[00:36:13.455 --> 00:36:20.442]  Because I was already going to come in here and talk about up front, before I had all this news, about how this is all a distraction.
[00:36:22.065 --> 00:36:27.490]  Terrorism and domestic terror units, all this crap from the real terrorism going on.
[00:36:27.490 --> 00:36:31.574]  Toxic nanoparticles that the FDA has just ruled no one has to research.
[00:36:31.574 --> 00:36:34.217]  They can just do whatever they want and put whatever they want in your food.
[00:36:34.217 --> 00:36:46.048]  They announced three months ago they're doing it now, including melting down, liquefying human sludge and then spraying it on crops, which is how you get mad cow disease.
[00:36:46.909 --> 00:36:48.590]  In cows or humans.
[00:36:48.590 --> 00:37:08.717]  The prions get into the food, the prions grow in the soil, and the prions grow in the brain, and when you liquefy people into what they call in the UK, awful sludge, or goo pits, and then you dump it out there, that's where they found the original nanoprotein.
