[00:00.000 --> 00:20.800]  Infowars, the most banned network in the world.
[39:19.800 --> 39:35.800]  So I'm going to hit the oil news that's so incredible and the energy news, but first, the stories on Infowars.com, Economist Blast, Rural, White Males of Low Education, while downplaying made in USA manufacturing.
[39:35.800 --> 39:44.800]  So he says, I'll play the clip, these old white people, these white males that want power, they don't want their jobs shipped to China.
[39:44.800 --> 39:53.800]  Who do you think works in factories in rural areas and farms and ranches? Hispanics, black people and white people.
[39:53.800 --> 40:01.800]  I've got family in the farming and in the timber and in the ranching industry, and I can tell you, you go look when people are working out there.
[40:01.800 --> 40:13.800]  It's a group of diverse, hard-working, good people that go to lunch together and go to church together and then have assimilated very well in our community.
[40:13.800 --> 40:17.800]  And it's the same all across this damn country.
[40:17.800 --> 40:25.800]  And that's what they want to target is that and say, oh, let's take power from the white people by taking your jobs away.
[40:25.800 --> 40:33.800]  Anybody with half a brain knows they want to bankrupt everybody to make us on a universal basic income and the social credit score to control our lives.
[40:33.800 --> 40:44.800]  So here's the article on InfoWars.com, economists blast rural white males of low education while downplaying made in the USA manufacturing.
[40:44.800 --> 40:55.800]  An astounding clip from the Kato Institute, one of the influential Adam Pozen economists, head of the Peterson Institute, says,
[40:55.800 --> 41:05.800]  a focus on domestic manufacturing is simply a fetish for keeping white males and low education in the power positions they're in.
[41:05.800 --> 41:11.800]  Because the truth is, a lot of people, no matter what color you are, decide to not go get a college education because most of them are worthless.
[41:11.800 --> 41:20.800]  You decide to go into industry and into work and you work 10, 20 years and learn the industry and you start your own company and you become successful.
[41:20.800 --> 41:26.800]  In auto parts and manufacturing and farming and ranching and meat packing or whatever the case is.
[41:26.800 --> 41:33.800]  And they're saying, oh, we don't want any of that done here because people that don't have the education system, they might be successful and they might have a job.
[41:33.800 --> 41:37.800]  Listen to this monster.
[41:37.800 --> 41:42.800]  I'm sure I'm going to piss off both left and right, so I apologize.
[41:42.800 --> 41:55.800]  That the fetish for manufacturing is part of the general fetish for keeping white males of low education outside the cities in the powerful positions they're in in the US.
[41:55.800 --> 42:03.800]  And that is really what's going on here because when you look at the costs of manufacturing.
[42:03.800 --> 42:07.800]  You know, you know, head pause. We're going to come back and play all this.
[42:07.800 --> 42:13.800]  But just imagine the fetish for manufacturing. This guy's never had a real job. He's a parasite.
[42:13.800 --> 42:15.800]  He weighs like 400 pounds.
[42:15.800 --> 42:21.800]  And he's sitting up here with this panel that's shutting down America and taking us over with Bill Gates.
[42:21.800 --> 42:28.800]  And he says, it's these white males who have a fetish for having a job or a fetish thrown in their own company.
[42:28.800 --> 42:33.800]  Now it's racial, you see, if you want to have a job or you want to have your own company.
[42:33.800 --> 42:40.800]  These people are disgusting. Everything they do is to rob us and deindustrialize us and control us.
[42:40.800 --> 42:43.800]  Yeah, we got a fetish to own our own house. We got a fetish to lead our own lives.
[42:43.800 --> 42:48.800]  We got a fetish to own guns, protect ourselves, and everybody should have that fetish and they are.
[42:48.800 --> 42:59.800]  And if the average person who isn't white picks up the American culture, it's game over for big fat degenerate scumbag criminals like you, you disgusting blob.
[42:59.800 --> 43:05.800]  Everything around you, everything I predicted from the Globlestone documents, from their own admissions is now happening.
[43:05.800 --> 43:09.800]  Info wars credibility. My credibility has never been higher.
[43:09.800 --> 43:18.800]  And it's because of your backing of this operation that I could steadfastly, despite the censorship and the boycotts and the attacks and the lawsuits stay on air.
[43:18.800 --> 43:24.800]  But now we're reaching the most critical juncture in the fight together.
[43:24.800 --> 43:30.800]  So I want to ask all of you today to help keep me on the air in my decades on air.
[43:30.800 --> 43:38.800]  I've never asked for personal donations, but I'm being forced by the bankruptcy court to pay for 40% of the legal fees and I can't fund those myself.
[43:38.800 --> 43:52.800]  It's unsustainable. So please visit save info wars.com save info wars.com where you can make straight donations, five, 10, $50, $100, whatever you can so that I can continue to persevere.
[43:52.800 --> 43:56.800]  I'll never give up. I'll never give in, but I could give out. Thank you for your support.
[43:56.800 --> 44:05.800]  Wouldn't be without you. Save info wars.com. Ladies and gentlemen, the biggest sale of 2022 is now live at infowarstore.com.
[44:05.800 --> 44:11.800]  It's the info war store super sale 40 to 50% off all products in the store.
[44:11.800 --> 44:25.800]  Survival Shield x3 sold out for almost six months back in stock 50% off brain force ultra back in stock 50% off brain force plus back in stock 50% off DNA force plus back in stock 50% off
[44:25.800 --> 44:41.800]  Physic magnesium both of the highest quality types of magnesium. Nobody else has got that 50% off organic greens fiber caps highest quality 50% off survival vitality feel vitality 50% off ultimate creole back in stock 40% off knockout sleep support 40% off.
[44:41.800 --> 44:47.800]  It goes on and on vitamin D three gummies 40% off vasobics 40% off ultimate fish oil 40% off.
[44:47.800 --> 44:52.800]  You need to do this for your immune system has fallen winter plus it funds the info war. Thank you for your support.
[44:52.800 --> 44:58.800]  The only way you lose is not going to infowarstore.com and getting 40 to 50% off on all these amazing products.
[44:58.800 --> 45:11.800]  Ladies and gentlemen, the biggest sale of 2022 is now live at infowarstore.com. It's the info war store super sale 40 to 50% off all products in the store.
[45:11.800 --> 45:25.800]  Survival shield x3 sold out for almost six months back in stock 50% off brain force ultra back in stock 50% off brain force plus back in stock 50% off DNA force plus back in stock 50% off
[45:25.800 --> 45:33.800]  Physic magnesium both of the highest quality types of magnesium. Nobody else has got that 50% off organic greens fiber caps highest quality 50% off
[45:33.800 --> 45:41.800]  survival vitality feel vitality 50% off ultimate creole back in stock 40% off knockout sleep support 40% off.
[45:41.800 --> 45:47.800]  It goes on and on vitamin D three gummies 40% off vasobics 40% off ultimate fish oil 40% off.
[45:47.800 --> 45:52.800]  You need to do this for your immune system has fallen winter plus it funds the info war. Thank you for your support.
