[00:00.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[33:19.000 --> 33:48.000]  the Connecticut courtroom where Alex Jones is on the stand.
[33:53.000 --> 34:02.000]  So just wait for the next question Mr. Jones for years and years and years you
[34:02.000 --> 34:13.000]  call these families actors correct? No. That's not correct. No. Do you remember
[34:13.000 --> 34:22.000]  your deposition sir? I asked you about Robbie Parker right? Yes. And you always
[34:22.000 --> 34:26.000]  called Robbie Parker an actor many times didn't you? No I said it looks like he
[34:26.000 --> 34:30.000]  was acting. You said it looked like he was acting. The internet is a huge thing.
[34:30.000 --> 34:39.000]  Mr. Jones. My plan was to finish this answer. Answer the way we want you to.
[34:39.000 --> 34:45.000]  You know what? Let's do it this way. Mr. Jones would you agree with me that if
[34:45.000 --> 34:52.000]  somebody were to lie about a group of people and call them actors and having
[34:52.000 --> 34:57.000]  faked their children's death that would be a horrible thing to say. I'm not
[34:57.000 --> 35:13.000]  calling a liar. Mr. Jones. If someone were to falsely claim that a group of
[35:13.000 --> 35:20.000]  families who had lost loved ones were actors and had faked the deaths of
[35:20.000 --> 35:26.000]  their loved ones that would be a horrible thing to say correct? In the
[35:26.000 --> 35:32.000]  context that it could be yes. It could be. And if somebody were to spread that
[35:32.000 --> 35:40.000]  claim to millions and millions and millions of people one would expect those
[35:40.000 --> 35:46.000]  families who had been falsely accused to be damaged correct? Jackson's
[35:46.000 --> 35:56.000]  speculation. I will hold. Yes sir. I cannot answer this question truthfully without
[35:56.000 --> 36:00.000]  violating the court's order. Why don't we have an indication then? What's an
[36:00.000 --> 36:05.000]  indication? Oh no way judge. We need it from this state of proper. I'm going to
[36:05.000 --> 36:11.000]  object. So why don't I excuse the jury for a minute. This shouldn't be too long.
[36:11.000 --> 36:19.000]  Here we go again. The clown show continues. The kangaroo court. They
[36:19.000 --> 36:23.000]  don't get things going the way they want. They call a break and reassess how
[36:23.000 --> 36:27.000]  they can force Alex to say what they want him to. That's how you treat
[36:27.000 --> 36:33.000]  witnesses is you make them say what you want and you tell them they can't say
[36:33.000 --> 36:37.000]  the truth. That's how the U.S. court system works. Don't you know? Democrats
[36:37.000 --> 36:43.000]  run it now. We had an agreement that there was going to be a fifth amendment
[36:43.000 --> 36:47.000]  claim to be done outside the presence of the jury and then we're asking for
[36:47.000 --> 36:50.000]  an invocation. Would you say we had an agreement? You and the attorney? Well no
[36:50.000 --> 36:54.000]  attorney had us requested that. I wasn't prepared for him to invoke on that
[36:54.000 --> 36:57.000]  question. Well I don't know. I wasn't part of that agreement but that's
[36:57.000 --> 37:00.000]  an order that there's going to be any further effort to evoke the fifth
[37:00.000 --> 37:03.000]  amendment or to elicit a fifth amendment response to be done outside the
[37:03.000 --> 37:07.000]  presence of the jury. That's fine but that's not what I was doing. I think the
[37:07.000 --> 37:10.000]  question will show that there's no valid assertion. All right. Well, why don't
[37:10.000 --> 37:14.000]  Kings, can you give me the question again? Or do you want me to play it back?
[37:14.000 --> 37:17.000]  Yes. Why don't you play it back? Okay. Take your time. Madam
[37:17.000 --> 37:39.000]  Monder. Now what they're arguing here is that if you say something and that causes
[37:39.000 --> 37:43.000]  somebody else to get harmed that okay then you're going to wind up in court
[37:43.000 --> 37:46.000]  and have in this case but you know that doesn't apply to liberals, right?
[37:46.000 --> 37:51.000]  That doesn't count as if it could be us.
[37:51.000 --> 37:55.000]  Like when Joe Biden calls Trump supporters and Republicans extremists and
[37:55.000 --> 37:59.000]  then Democrat runs a child over with his car to kill him because he says he's a
[37:59.000 --> 38:04.000]  Republican extremist. Can they sue Joe Biden for that? Or is this just Sue
[38:04.000 --> 38:09.000]  Alex Jones to get him off the air? How does it work?
[38:09.000 --> 38:38.000]  Mr. Jones, answer the question the way we told you to.
[38:38.000 --> 38:43.000]  We don't care that you swore an oath to tell the truth. We're going to tell you
[38:43.000 --> 38:45.000]  what to say and what not to say.
[38:45.000 --> 39:09.000]  Earlier on if there may be an unusual amendment issue in this case arising from the law of the case, Mr. Jones suffered a disciplinary default in this case resulting in his inability to contest liability. The court has established during the law of the case that.
[39:09.000 --> 39:16.000]  Can we just back up for a second so the question wasn't about Mr. Jones specifically although maybe it was getting there.
[39:16.000 --> 39:22.000]  The question was if someone spread that claim to millions and millions of people, one would expect people to be damages. No.
[39:22.000 --> 39:26.000]  No, there was a missing, you're missing a predicate in there falsely.
[39:26.000 --> 39:28.000]  If they falsely spread this information.
[39:28.000 --> 39:33.000]  Right, but this is not talking about Mr. Jones or free speech systems. This was a hypothetical.
[39:33.000 --> 39:45.000]  He's not an expert and he can't be questioned as an expert. He's here as a factualist and the fact that this is an attempt to sidestep the ruling and once again have the motion to the committee be used as a sword rather than a shield.
[39:45.000 --> 39:57.000]  We didn't make motions in the committee to limit this material that plaintiffs did. The contention here is that Mr. Jones, that the law of the case is that the court has concluded these statements were false not because they were
[39:57.000 --> 40:05.000]  litigated but because of failure to comply with the scarlet. We can't talk about that. The plaintiffs have earned the right to call him a liar, an open court.
[40:05.000 --> 40:21.000]  Whether we agree or not, that's the law of the case. What they've not done is earned the right to put him in a position where he either disagrees with their characterization of him thus running a follow up prior ruling of the court or agrees with them thus committing
[40:21.000 --> 40:35.000]  perjury. We would go further and say that if we get to a point where an invocation is necessary, they're not entitled to an adverse inference because that is giving undue ways for this to fall.
[40:35.000 --> 40:47.000]  What would be wrong if his answer, his true answer, how would it violate the order is if he says he denies the extent of the damage?
[40:47.000 --> 40:51.000]  I don't know that that's responsive to the question.
[40:51.000 --> 41:07.000]  I think what's happening here is we have a sidebar to avoid a proper assertion. I said I'll do it a different way. So I came back here and instead of telling Mr. Jones that he had lied, I said if one did.
[41:07.000 --> 41:10.000]  This whole thing feels very immature, doesn't it?
[41:10.000 --> 41:24.000]  I think it's got to be asked in a way that, and I don't want to tell you how to ask it, but let me just get it out.
[41:24.000 --> 41:28.000]  I don't want to tell you how to do things. That would look bad, but I do it anyway.
[41:28.000 --> 41:45.000]  But we're the jury understands that the issue has been decided, which they've been told many, many times now. So can you think of a way to do it along those lines? So here the court has already determined that liability is not an issue.
[41:45.000 --> 41:49.000]  The jury is just determining damages. And so what's the question for Mr. Jones?
[41:49.000 --> 42:03.000]  There is no, first of all, he's a defendant. This isn't impeachment on credibility grounds. The question is, rather than ask him directly, what he now thinks a truthful answer would be.
[42:03.000 --> 42:10.000]  They keep saying he's a defendant and a witness, but they won't let him talk and he never had a trial. He was considered guilty before the trial.
[42:10.000 --> 42:22.000]  The fact that if one were to do these things, it would cause harm. Now, the attorney pass is still free to argue at any point that that's that the harm caused here wasn't what the plaintiffs alleged.
[42:22.000 --> 42:26.000]  That's what he's apparently playing. So folks, Mr. Jones is responsible.
[42:26.000 --> 42:33.000]  Let's put things into perspective here as we're about to go to the final break of the first hour.
[42:33.000 --> 42:44.000]  If you've had this trial live on the air now for about half an hour, Alex Jones is the witness. How much have you heard Alex talk?
