[00:00:00.069 --> 00:00:01.751]  This is InfoWars, right?
[00:23:55.540 --> 00:23:57.181]  This is, I'm agreeing with you.
[00:23:57.181 --> 00:23:58.521]  Is it a problem with props?
[00:23:58.521 --> 00:24:00.763]  We can't, this is the voice of Netanyahu!
[00:24:00.763 --> 00:24:02.463]  See, you get your mop.
[00:24:02.463 --> 00:24:03.264]  You get your mop.
[00:24:03.264 --> 00:24:05.525]  I actually, I'm going to find the tweet here.
[00:24:05.525 --> 00:24:07.106]  See, I'm, because I want to show you this.
[00:24:07.106 --> 00:24:09.227]  This is a big, guys, I sent it to you this morning.
[00:24:09.227 --> 00:24:10.067]  It was, it was in the tweets.
[00:24:10.067 --> 00:24:12.008]  Can you pull it up?
[00:24:12.008 --> 00:24:17.350]  Uh, it's, it's, it's official Twitter of, uh, the eugenics death cult.
[00:24:17.350 --> 00:24:18.131]  Talk about Nazis.
[00:24:18.131 --> 00:24:20.992]  I mean, we're going to have Netanyahu step out for a second.
[00:24:20.992 --> 00:24:22.073]  Okay, Alex.
[00:24:22.073 --> 00:24:22.473]  Oh, he's going to go?
[00:24:23.343 --> 00:24:29.995]  I'm leaving for now until it's another meeting and then I'm gonna say something.
[00:24:29.995 --> 00:24:31.978]  You're not only an artist, you're a comedian.
[00:24:31.978 --> 00:24:34.582]  But Nick, that's what I'm getting at here is, is that...
[00:24:37.575 --> 00:24:41.659]  Is, is, is that it was a, uh, it doesn't, it doesn't matter.
[00:24:41.659 --> 00:24:46.163]  I just, I mean, there's, listen, there's fluoride in the water killing us all.
[00:24:46.163 --> 00:24:47.584]  They're injecting us with GMO.
[00:24:47.584 --> 00:24:50.126]  Oh, here's the question, and I'm not, I'm not an apologist for Israel.
[00:24:50.126 --> 00:24:51.107]  I'm trying to be balanced here.
[00:24:51.107 --> 00:24:51.968]  And I believe in First Amendment.
[00:24:51.968 --> 00:24:52.628]  I believe in free speech.
[00:24:52.628 --> 00:24:53.969]  I agree, Dorsey, say whatever you want.
[00:24:54.870 --> 00:25:01.514]  Israel has, other than like Singapore and a few places, the most draconian mRNA injections in the world.
[00:25:01.514 --> 00:25:04.055]  They have the highest death rate from the shots.
[00:25:04.055 --> 00:25:09.979]  They are literally forcibly injecting them, like Joseph Mingala, and Jews are dying en masse in Israel.
[00:25:09.979 --> 00:25:17.223]  So, if the Jews are the secret group that runs it all, and I'm not denying that Jews run Hollywood, what I'm saying is... It's the Zionists!
[00:25:17.223 --> 00:25:22.006]  Okay, well why would the Zionists be killing Jews en masse in Israel with the poison shot?
[00:25:22.759 --> 00:25:25.440]  Because they work for Satan, they don't work for God.
[00:25:25.440 --> 00:25:26.080]  Exactly!
[00:25:26.080 --> 00:25:33.061]  So they create atmospheres that get Jews persecuted, so they can control the Jews, so they can kill them.
[00:25:33.061 --> 00:25:33.962]  And you just did it.
[00:25:33.962 --> 00:25:38.003]  Just like George Soros helped round up Jews for Hitler, that's the next level.
[00:25:38.003 --> 00:25:38.283]  Boom!
[00:25:38.283 --> 00:25:39.363]  We just got there.
[00:25:39.363 --> 00:25:41.183]  And they control the left and the right.
[00:25:41.183 --> 00:25:43.784]  They make politics super messy.
[00:25:43.784 --> 00:25:52.106]  Like, I went in to meet with my boy Trump, and the next thing you know, like he typed, he said, fake news went crazy.
[00:25:53.264 --> 00:25:58.645]  And I love Trump like every other good Christian American.
[00:25:58.645 --> 00:26:04.587]  We just want to hold Trump to Christian values and say, that's the only way to the White House.
[00:26:04.587 --> 00:26:07.228]  And if he doesn't do it, then I'm going to have to do it.
[00:26:07.228 --> 00:26:11.089]  I think that Trump is a more senior president.
[00:26:11.089 --> 00:26:14.550]  I think I've got some growing to do, but I love Jesus.
[00:26:14.550 --> 00:26:16.290]  It's kind of like David.
[00:26:16.830 --> 00:26:20.892]  All of his brothers had all this battle experience and he was tended to the sheep.
[00:26:20.892 --> 00:26:24.273]  But while he was out there, he had to fight bears and tigers.
[00:26:24.273 --> 00:26:27.654]  This is the little I know as a baby.
[00:26:27.654 --> 00:26:29.555]  But he was able to beat that giant.
[00:26:29.555 --> 00:26:31.076]  And right now this giant, there's a...
[00:26:32.202 --> 00:26:33.222]  There's some cleaning.
[00:26:33.222 --> 00:26:36.243]  There's some plumbing that we have to do.
[00:26:36.243 --> 00:26:53.748]  And that's what I'm doing with my style of art, my style of humor, and who I am as a celebrity to say, okay, I've been messed over enough by Jewish businessmen to get to the point to say, I'm not going to take it anymore.
[00:26:53.748 --> 00:26:58.269]  I'm not the first person that got debanked because of their political opinion.
[00:26:58.949 --> 00:27:02.271]  And I represent now the common man.
[00:27:02.271 --> 00:27:07.815]  If we go, when we go, I don't like the word if, when we go into the White House, it's the us now.
[00:27:07.815 --> 00:27:11.938]  It's not about specifically an icon or dissent.
[00:27:11.938 --> 00:27:13.199]  But it's issues.
[00:27:13.199 --> 00:27:16.061]  Yeah, it's about the issues in America.
[00:27:16.061 --> 00:27:16.941]  Yeah, stay there, stay there.
[00:27:16.941 --> 00:27:17.822]  Nick Voigt does the studio.
[00:27:17.822 --> 00:27:19.383]  This is Uncensored, folks.
[00:27:19.383 --> 00:27:21.504]  We're going to come back after this break.
[00:27:21.504 --> 00:27:25.447]  And we're going to come back after the break and play a Jordan Sorrells compilation of him on NPR.
[00:27:25.447 --> 00:27:26.988]  Don't forget about me!
[00:27:26.988 --> 00:27:27.608]  Him on NPR.
[00:27:28.869 --> 00:27:33.412]  And him on 60 Minutes saying the best time of his life was rounding up and killing Jews.
[00:27:33.412 --> 00:27:35.413]  The AA never killed any Jews.
[00:27:35.413 --> 00:27:38.175]  So I want to know, how do I get the ADL to love me?
[00:27:38.175 --> 00:27:40.057]  Do I round up Jews in Nazi Germany?
[00:27:40.057 --> 00:27:40.877]  Do I get love then?
[00:27:40.877 --> 00:27:42.698]  Schwarzenegger said he loved Hitler.
[00:27:42.698 --> 00:27:43.679]  They gave him an award.
[00:27:43.679 --> 00:27:47.621]  I'm just saying, I don't like Nazis and I don't like what some of the mafias are doing either.
[00:27:47.621 --> 00:27:48.202]  I like Hitler.
[00:27:49.375 --> 00:27:55.238]  It was actually probably the happiest year of my life, that year of German occupation.
[00:27:55.238 --> 00:27:57.360]  For me it was a very positive experience.
[00:27:57.360 --> 00:28:06.625]  It's a strange thing, you know, because you see incredible suffering around you and in fact you are in considerable danger yourself.
[00:28:07.675 --> 00:28:13.277]  But you're 14 years old and you don't believe that it can actually touch you.
[00:28:13.277 --> 00:28:16.938]  You have a belief in yourself, your belief in your father.
[00:28:16.938 --> 00:28:21.299]  It's a very happy-making, exhilarating experience.
[00:28:21.299 --> 00:28:32.302]  While hundreds of thousands of Hungarian Jews were being shipped off to the death camps, George Soros accompanied his phony godfather on his appointed rounds, confiscating property from the Jews.
[00:28:32.902 --> 00:28:38.365]  These are pictures from 1944 of what happened to George Soros' friends and neighbors.
[00:28:38.365 --> 00:28:47.311]  You're a Hungarian Jew who escaped the Holocaust by posing as a Christian.
[00:28:47.311 --> 00:28:48.891]  Right.
[00:28:48.891 --> 00:28:51.113]  And you watched
[00:28:53.263 --> 00:28:55.365]  Lots of people get shipped off to the death camps.
[00:28:55.365 --> 00:28:56.205]  Right.
[00:28:56.205 --> 00:28:58.227]  I was 14 years old.
[00:28:58.227 --> 00:29:01.209]  And I would say that that's when my character was made.
[00:29:01.209 --> 00:29:02.150]  In what way?
[00:29:02.150 --> 00:29:08.435]  That one should think ahead, one should understand and anticipate events.
[00:29:08.435 --> 00:29:11.938]  And one is threatened.
[00:29:11.938 --> 00:29:14.060]  It was a tremendous threat of evil.
[00:29:14.060 --> 00:29:16.862]  I mean, it was a very personal experience of evil.
[00:29:17.322 --> 00:29:27.010]  My understanding is that you went out with this protector of yours, who swore that you were his adopted godson.
[00:29:27.010 --> 00:29:30.552]  Went out, in fact, and helped in the confiscation of property from the Jews.
[00:29:30.552 --> 00:29:30.973]  That's right.
[00:29:33.434 --> 00:29:42.785]  That sounds like an experience that would send lots of people to the psychiatric couch for many, many years.
[00:29:42.785 --> 00:29:45.948]  Was it difficult?
[00:29:45.948 --> 00:29:46.749]  Not at all.
[00:29:46.749 --> 00:29:47.249]  Not at all.
[00:29:48.911 --> 00:29:58.555]  Maybe as a child you don't see the connection, but it created no problem at all.
[00:29:58.555 --> 00:29:59.836]  No feeling of guilt?
[00:29:59.836 --> 00:30:00.396]  No.
[00:30:00.396 --> 00:30:08.980]  For example, that I'm Jewish and here I am watching these people go, I could just as easily be there, I should be there.
[00:30:08.980 --> 00:30:09.400]  None of that?
[00:30:10.180 --> 00:30:23.228]  Well, of course I could be on the other side, or I could be the one from whom the thing is being taken away.
[00:30:23.228 --> 00:30:29.491]  But there was no sense that I shouldn't be there, because that was...
[00:30:34.021 --> 00:30:47.509]  Well, actually, funny way, it's just like in markets, that if I weren't there, of course I wasn't doing it, but somebody else would be taking it away anyhow.
[00:30:47.509 --> 00:30:53.252]  Whether I was there or not, I was only a spectator, the property was being taken away.
[00:30:53.252 --> 00:30:57.735]  So I had no role in taking away that property.
[00:30:57.735 --> 00:30:59.476]  So I had no sense of guilt.
[00:30:59.476 --> 00:31:00.997]  Are you religious?
[00:31:00.997 --> 00:31:01.097]  No.
[00:31:03.046 --> 00:31:04.547]  Do you believe in God?
[00:31:04.547 --> 00:31:07.369]  No.
[00:31:07.369 --> 00:31:08.450]  All right.
[00:31:08.450 --> 00:31:26.503]  My mission here today is to offer the First Amendment because as long as you're not carrying out violence against someone or asking people to be violent, like the left's asked people to burn down cities and attack Republicans and celebrate a Rand Paul and Scalise being shot and attacked, then you have your free speech.
[00:31:26.503 --> 00:31:31.067]  And when the left came out in the last 10 years and really accelerated the last five, six,
[00:31:32.375 --> 00:31:32.595]  I don't
[00:31:47.122 --> 00:31:48.424]  It's a divide-and-conquer strategy.
[00:31:48.424 --> 00:31:50.006]  I'm not getting into the reparations debate.
[00:31:50.006 --> 00:31:53.571]  I'm saying the groups pushing reparations are trying to cause division.
[00:31:53.571 --> 00:32:01.921]  So, I've said it, the most Nazi-like activities I've seen, and the Nazis, in my view, were thugs that shook people down and did a lot of really bad things.
[00:32:01.921 --> 00:32:03.023]  But they did good things, too.
[00:32:03.023 --> 00:32:05.065]  We're going to stop dissing the Nazis all the time.
[00:32:05.689 --> 00:32:06.470]  Okay.
[00:32:06.470 --> 00:32:07.390]  We're going to get to that.
[00:32:07.390 --> 00:32:19.998]  I don't want to get digressed into this, but remember I told you a story about my grandfather growing up in the richest neighborhood in Dallas, and down the street was a famous German-American inventor.
[00:32:19.998 --> 00:32:21.579]  And he was a first-generation person.
[00:32:21.579 --> 00:32:29.144]  He'd come here when he was a little kid on a ship, and he yelled a bunch of the patents on refrigeration and air conditioning.
[00:32:29.144 --> 00:32:34.408]  And my grandfather worked at the time he was about eight years old because he took him under his wing.
[00:32:37.014 --> 00:32:43.736]  In his little tinkering factory, then he had factories in places like Detroit that actually built the stuff.
[00:32:43.736 --> 00:33:00.302]  And my grandfather, the main reason he joined the Army Air Corps, he told me, and he didn't tell me a lot about this, he just told me this story, was because he watched that man very quietly, once Hitler got power in the 30s, suck every dime out of him, or he would kill his relatives in Germany.
[00:33:00.302 --> 00:33:03.163]  And that guy was blond-haired and blue-eyed, was as German as
