[00:00:00.089 --> 00:00:00.570]  Red alert.
[00:27:05.307 --> 00:27:14.553]  And I understand that it was one of the choices out of a list of bad choices, and maybe Putin will be borne out to have stabilized things with this, and that remains to be seen.
[00:27:14.573 --> 00:27:24.263]   But I'm here to tell you, as I said a couple days ago when this was really kicking off, The West has put all these sanctions on Russia.
[00:27:24.383 --> 00:27:26.964]  Russia's putting sanctions on fertilizer and potash.
[00:27:27.504 --> 00:27:31.105]  That's only going to hurt poor people, and it's going to hurt Russians that sell it.
[00:27:32.305 --> 00:27:42.327]  And I think Putin should not put sanctions on the West when the West puts sanctions on them, because that's going to hurt Russians just as much as it hurts the outside.
[00:27:42.347 --> 00:27:44.648]  And the globalists don't care, because they print all the money.
[00:27:46.308 --> 00:27:50.769]  And the average person having sanctions put on them won't know that it was even tit for tat.
[00:27:52.861 --> 00:27:55.303]  I think Putin's made his point going into Ukraine.
[00:27:56.164 --> 00:28:02.789]  If Russia continues to match the West now with what the West does to Russia, we're going to get into a full-scale war here.
[00:28:04.430 --> 00:28:05.751]  And maybe that's what we deserve.
[00:28:05.791 --> 00:28:10.675]  Maybe we deserve to all die because we've killed so many unborn children and we've got devil worship all over TV.
[00:28:10.735 --> 00:28:11.316]  But you know what?
[00:28:11.996 --> 00:28:16.560]  I'm a selfish person and I like my children and I just don't want a nuclear war right now.
[00:28:18.152 --> 00:28:19.672]  And everybody better get this through their head.
[00:28:19.952 --> 00:28:26.434]  We've lived in relative peace in this country, while the rest of the world's been a hellhole in most areas, in war and starvation and famine.
[00:28:26.834 --> 00:28:29.635]  For so long, we just think we're insulated.
[00:28:29.955 --> 00:28:31.395]  Like, Americans are in a bubble.
[00:28:32.075 --> 00:28:34.276]  Most Americans don't even have a passport, never left the country.
[00:28:34.656 --> 00:28:38.537]  A third of the public's never left their state, on average.
[00:28:39.298 --> 00:28:40.638]  And the people in D.C.
[00:28:40.898 --> 00:28:43.359]  are in an even worse bubble of delusional B.S.
[00:28:43.819 --> 00:28:45.780]  I mean, these people are arrogant scum.
[00:28:46.060 --> 00:28:48.641]  They were picked and brought in there because they're arrogant scum.
[00:28:49.701 --> 00:28:53.382]  And they've gotten defeat and war and death written all over them.
[00:28:53.622 --> 00:28:54.782]  These people are losers!
[00:28:56.983 --> 00:28:59.324]  We have cancer in our government.
[00:29:00.144 --> 00:29:04.345]  And we don't have any business going around to war with Russia with this kind of crap going on.
[00:29:07.318 --> 00:29:13.082]  But Biden says, oh my gosh, we're going to put sanctions on everything, on your energy and everything else.
[00:29:13.122 --> 00:29:14.524]  And now Putin says, well, that's an act of war.
[00:29:14.564 --> 00:29:24.391]  And then the UK bans a Russian airline.
[00:29:25.992 --> 00:29:34.439]  So now Moscow bans UK aircraft, period, from Russian airspace in retaliation for Aeroflot sanctions.
[00:29:37.512 --> 00:29:38.294]  That's how it starts.
[00:29:39.617 --> 00:29:41.882]  Fertilizer one day, flights the next.
[00:29:41.962 --> 00:29:42.603]  Isn't it funny?
[00:29:43.164 --> 00:29:44.287]  What did COVID do?
[00:29:44.848 --> 00:29:46.973]  The excuse of COVID, the lockdowns, it cut off the...
[00:29:48.581 --> 00:29:49.182]  Growing a food.
[00:29:49.242 --> 00:29:50.583]  It cut off the infrastructure.
[00:29:50.663 --> 00:29:51.684]  It cut back the energy.
[00:29:52.124 --> 00:29:54.266]  It annihilated the fertilizer.
[00:29:54.847 --> 00:29:56.629]  It caused 40 plus million people to die.
[00:29:56.949 --> 00:29:59.692]  Bigger than any war since World War II.
[00:29:59.912 --> 00:30:01.013]  And that's just a blip.
[00:30:01.233 --> 00:30:08.160]  That's not even discussed by the liberals and their mask and their lecturing and all of their controls.
[00:30:10.606 --> 00:30:11.947]  The enemy is the globalist.
[00:30:11.987 --> 00:30:13.087]  The enemy is Hollywood.
[00:30:13.127 --> 00:30:14.188]  The enemy is the left.
[00:30:14.528 --> 00:30:38.902]  The enemy is the disease of their grandstanding and their moralizing when they're the worst people this planet has ever seen and are envious and hyper-competitive to the point, not in a dominant alpha way, but where they're competitive where they'd just burn your house down because they're jealous of it instead of realizing that nice house makes your house that isn't as nice better in value.
[00:30:39.684 --> 00:30:45.085]  Because there's good competition that's about science, and technology, and working together, and having real competition.
[00:30:45.285 --> 00:31:00.568]  Which the left wants to get rid of that type of competition, and then have group competition, because you're gay, or you're straight, or you're this, or you're that, and now you've got to invade, or destroy something, or vandalize it, because you're envious of it, because it's too beautiful, it's too powerful, it's too amazing.
[00:31:00.788 --> 00:31:18.111]   Instead of adopting things that are better, and making yourself better, The left are at war with themselves and have such self-loathing and such deep disgust for themselves, they don't love themselves, they don't know themselves, that they project that onto all of us.
[00:31:18.171 --> 00:31:19.471]  See, I really like myself.
[00:31:19.851 --> 00:31:22.612]  I've got problems, I don't like those, but I really like myself.
[00:31:22.812 --> 00:31:23.712]  I really like my family.
[00:31:23.772 --> 00:31:24.853]  I really like my family history.
[00:31:25.113 --> 00:31:37.316]   I really like the stars and the trees and I really like people that have happy families and I don't envy people that have a gorgeous wife or dudes that are more handsome than me Or any of that, because I understand that's all part of our shared wealth together.
[00:31:37.836 --> 00:31:55.343]  But you get around the average leftist, they are hateful, demonic sacks of filth that will never stop pushing and never stop attacking until they get control of absolutely everything and run it into the damn ground.
[00:31:56.044 --> 00:31:59.105]  And there are gonna be people around the world that ain't gonna put up with it.
[00:31:59.825 --> 00:32:01.346]  And you're seeing that right now with Russia.
[00:32:02.352 --> 00:32:06.359]  The left has successfully feminized America, broken our back, done all this crap.
[00:32:06.479 --> 00:32:07.480]  Didn't happen in Russia.
[00:32:07.941 --> 00:32:11.046]  Even after 85 years of New World Order leftist rulership.
[00:32:12.709 --> 00:32:15.053]  And now we see the response of it, and it's a bad thing.
[00:32:15.573 --> 00:32:16.815]  And so we're hurtling towards...
[00:32:18.976 --> 00:32:20.577]  A new war, an expanded crisis.
[00:32:20.597 --> 00:32:23.259]  I'm going to cover it more in the second hour, we've got so much breaking.
[00:32:23.919 --> 00:32:33.245]  But I want to get into this huge cub of news that I mentioned earlier when we come back because it is, it is just absolute bio-weapon confirmed treason against America and the world.
[00:32:33.845 --> 00:32:35.486]  It is just open and shut case.
[00:32:36.086 --> 00:32:39.348]  All these executives should be immediately arrested along with Bill Gates right now.
[00:32:39.368 --> 00:32:45.092]  I'm going to be taking your phone calls next hour and in the third hour as well.
[00:32:46.533 --> 00:32:48.374]  And so let's go ahead and give the number out now.
[00:32:49.014 --> 00:32:52.075]  So people can call in first time callers, longtime callers.
[00:32:52.095 --> 00:32:52.655]  You agree.
[00:32:53.355 --> 00:32:54.115]  You disagree.
[00:32:55.076 --> 00:32:57.296]  We'll get you up and on the air.
[00:32:59.437 --> 00:33:00.837]  The toll free number to join us is 877-789-2539.
[00:33:00.857 --> 00:33:01.077]  877-789-ALEX.
[00:33:00.896 --> 00:33:03.255]  877-789-2539.
[00:33:03.255 --> 00:33:07.896]  877-789-ALEX.
[00:33:07.896 --> 00:33:13.936]   And if you can get through from Europe, anywhere in the battle theater, we'll
[00:33:13.936 --> 00:33:15.956]  put you to the head of the line.
[00:33:15.956 --> 00:33:19.376]  877-789-2539.
[00:33:19.363 --> 00:33:34.309]  Notice, as soon as the world woke up to COVID being made in a lab and that the vaccines aren't vaccines and don't protect you and make you sick, and as soon as there was demonstrations all over the world, suddenly they announced an end to all the restrictions.
[00:33:35.190 --> 00:33:39.952]  Would be coming in a few months, but in most areas, they're actually not getting rid of the restrictions.
[00:33:41.092 --> 00:33:42.553]  They're just telling you they're going away.
[00:33:43.789 --> 00:33:47.270]  So you think you won the fight.
[00:33:48.791 --> 00:33:52.212]  And then when you turn your back, they stick the knife in.
[00:33:55.333 --> 00:33:57.033]  And that's why even I have dropped the ball.
[00:33:57.113 --> 00:34:00.655]  How could you not drop the ball with this huge historical war taking place?
[00:34:00.675 --> 00:34:04.696]  It's so sad and didn't cover the last two days of COVID news.
[00:34:05.036 --> 00:34:05.376]  It is.
[00:34:06.396 --> 00:34:08.697]  Again, I don't just say this to say, Oh, today's the biggest news.
[00:34:09.317 --> 00:34:10.818]  It just keeps more and more coming out.
[00:34:12.176 --> 00:34:18.965]  It's not like you're reading an action-adventure novel and you're getting down to the last chapters and it just gets, you know, more intense and all the threads come together.
[00:34:19.005 --> 00:34:20.006]  Well, this isn't a novel.
[00:34:20.567 --> 00:34:22.289]  This isn't a science fiction dystopic novel.
[00:34:22.569 --> 00:34:23.611]  This is the real world!
[00:34:24.952 --> 00:34:27.596]  And... I got it right here.
[00:34:28.436 --> 00:34:32.498]  I mean, really, we should like have emergency broadcast for 24 hours over this.
[00:34:32.838 --> 00:34:34.940]  I should be running around the streets, waving it around.
[00:34:35.560 --> 00:34:37.461]  But instead it's just, oh, just something else on the show.
[00:34:38.021 --> 00:34:41.203]  So I want everybody to really have that burn into your brains, including Alex Jones.
[00:34:41.463 --> 00:34:44.365]  The point of myself, you need to make a bigger deal out of this, Jones.
[00:34:44.745 --> 00:34:46.025]  You need to point this out.
[00:34:46.085 --> 00:34:46.966]  What is your problem?
[00:34:48.447 --> 00:34:50.648]  Because this is a lot more dead people that have died in Ukraine.
[00:34:53.556 --> 00:34:54.737]  Or potentially could even die.
[00:34:54.837 --> 00:35:10.903]  This is biological war carried out by global corporations and the UN to bring in a biomedical worldwide tyranny so they can collapse the world economy and have a digital noose around all our necks and control us for the rest of our miserable lives.
[00:35:12.984 --> 00:35:15.405]  So a lot of you tuned in are going to say, I've already read these articles.
[00:35:15.425 --> 00:35:16.185]  I've already heard this.
[00:35:16.285 --> 00:35:22.708]  I've already seen this because the Indians, they get the credit, majored at their top university of biogenetics.
[00:35:23.837 --> 00:35:28.479]  Got the virus, scanned six different samples of it, and said, this is completely man-made.
[00:35:29.119 --> 00:35:30.680]  All the parts of it were made in a lab.
[00:35:31.260 --> 00:35:32.141]  They're all cut together.
[00:35:32.161 --> 00:35:32.801]  They're synthetic.
[00:35:33.121 --> 00:35:34.502]  And they explained how it was synthetic.
[00:35:34.842 --> 00:35:36.102]  It was no debate.
[00:35:37.083 --> 00:35:46.127]  They're saying it's one out of three billion chances that just one part of COVID-19 could not be made in a lab.
[00:35:47.007 --> 00:35:51.669]  When you put all the pieces together, it's basically impossible.
