[00:00:00.000 --> 00:00:03.480]  [SIRENS]
[00:28:30.687 --> 00:28:34.868]  He's a comedian, professional boat rocker, and host of the Ragecast.
[00:28:34.888 --> 00:28:35.989]  I think he's been on the show before.
[00:28:36.689 --> 00:28:39.110]  And he talks about politics, culture, and events.
[00:28:39.490 --> 00:28:41.371]  And he's with us at RagingDissent.com.
[00:28:41.611 --> 00:28:44.052]  And he's been covering this, so I wanted to get him as a Canadian.
[00:28:44.972 --> 00:28:58.998]  On first to give us his take on how big this is and the different angles of what's unfolding here And I want to get his take on my concern that just like January 6 They may try to provocateur something and what does he advise people do to stop them turning this?
[00:28:59.759 --> 00:29:08.940]   So far huge victory into a defeat for freedom So Jeremy give us your take on that Hey Alex, how's it going?
[00:29:08.960 --> 00:29:09.861]  Thanks for having me back, man.
[00:29:09.881 --> 00:29:10.421]  I appreciate it.
[00:29:10.441 --> 00:29:13.303]  Yeah, there is thousands and thousands of people downtown.
[00:29:13.524 --> 00:29:19.108]  I came down with the convoy from the east end of the country on Thursday, Wednesday, Thursday.
[00:29:19.448 --> 00:29:22.030]  It's, you know, people are crying in the streets.
[00:29:22.090 --> 00:29:24.232]  I'm high-fiving people out of the side of my truck.
[00:29:24.272 --> 00:29:24.852]  It was insane.
[00:29:25.513 --> 00:29:26.834]  And I share your concerns.
[00:29:26.874 --> 00:29:27.875]  There's problems.
[00:29:28.395 --> 00:29:29.796]  There's been police raids.
[00:29:29.816 --> 00:29:31.457]  We've got undercover cops following me around.
[00:29:31.818 --> 00:29:40.757]   On the CBC National, it's one of our biggest mainstream media shows, just on Friday night, They were inferring that I, personally, I'm a potential domestic terrorist, this kind of thing.
[00:29:40.957 --> 00:29:47.682]  A friend of mine, a comrade I do this with, they were running clips of him.
[00:29:47.702 --> 00:29:50.804]  So they're definitely going with that angle, because that's the only card they've got.
[00:29:51.204 --> 00:29:55.387]  He already said, everyone there holds views that are not acceptable.
[00:29:55.728 --> 00:29:57.249]  I mean, he sounds like Kim Jong-un.
[00:29:58.710 --> 00:30:04.919]   That's right, and it feels as though They want something like that to happen, and if they can't make it happen organically, maybe they'll incite something.
[00:30:05.200 --> 00:30:10.484]  I'm getting reports from people saying that there's police, there's agitators, there may be something that's going to happen here.
[00:30:10.544 --> 00:30:14.007]  And if they do, I mean, they're just another step away from what happened with you guys down there in the States.
[00:30:14.027 --> 00:30:16.850]  And then, you know, as you know, you can outlaw your political opponents.
[00:30:17.717 --> 00:30:21.278]  Then you've got it in the bag then, and they'll have every excuse in the world they need to shut this down.
[00:30:21.598 --> 00:30:28.499]  Nobody in the convoy, nobody I've known or talked to or spoken with has said anything remotely close to any kind of violent rhetoric or anything like that.
[00:30:28.619 --> 00:30:30.780]  Everyone has always maintained this is a peaceful movement.
[00:30:31.060 --> 00:30:35.361]  They're going there to shut down the city, and they're calling it a manifesto on TV.
[00:30:35.401 --> 00:30:39.422]  They're running with the anniversary of the Moss shooting and terrorism.
[00:30:39.442 --> 00:30:42.943]  They're talking about terrorists and shootings and dangerous people and fringe extremists.
[00:30:42.963 --> 00:30:44.803]  The messaging, constant, constant, constant like this.
[00:30:45.436 --> 00:30:50.079]  And, you know, the manifesto is a list of, this is what they want.
[00:30:50.119 --> 00:30:56.583]  They want the mandates gone, the testing gone, the vaccine passports gone, get rid of it, coast to coast, every city, province, and territory.
[00:30:56.643 --> 00:31:05.568]  And more than that, everyone that's lost their job as a result of these draconian, insane overstepping, to have them reinstated immediately, and they're not going home until it's done.
[00:31:07.230 --> 00:31:09.894]  Well, brother, it's just insane, because I'm reading the same news.
[00:31:09.934 --> 00:31:11.055]  You were just out in the crowd.
[00:31:11.095 --> 00:31:15.481]  You popped back in to, I guess, a hotel or apartment to join us, and I appreciate that.
[00:31:15.521 --> 00:31:18.225]  But I see the Yahoo Top Story this morning.
[00:31:18.986 --> 00:31:21.629]  Without me even looking, it pops up on my phone.
[00:31:22.290 --> 00:31:28.237]  Joe Rogan and Elon Musk praise the truckers, but police say they're dangerous and are going to arrest them.
[00:31:28.798 --> 00:31:32.422]  And so, again, there's this aggressive stance that, how dare you?
[00:31:32.703 --> 00:31:39.511]  And we know that illegally they've used military PSYOPs in the U.S., the U.K., and Australia, as well as Canada.
[00:31:41.192 --> 00:31:44.874]  And they brag in Canada and say, of course we're using PSYOPs in fear to control you.
[00:31:45.214 --> 00:31:49.997]  So they're using military technology, brainwashing technology, that I know the U.S.
[00:31:50.397 --> 00:31:55.940]  wouldn't even allow our PSYOP people to use against Al-Qaeda, but it's now being used against Americans, Canadians, and others.
[00:31:57.340 --> 00:32:09.776]   That's right, they've been using the military about that, and even our federal police force here, which is Similar to, you could say, the FBI in the United States just recently is telling Canadians to report anti-government behavior to the RCMP.
[00:32:10.176 --> 00:32:12.198]  And, you know, it went in doubt, just report it.
[00:32:12.278 --> 00:32:17.524]  And I don't know how long, I don't sleep too many hours a night, but is it possible I've slept so long?
[00:32:17.544 --> 00:32:20.848]  You know, we've gone into the Soviet Union, has things changed that much?
[00:32:20.868 --> 00:32:21.489]  I don't know.
[00:32:22.229 --> 00:32:23.410]  But it's very scary.
[00:32:23.450 --> 00:32:25.231]  This is an authoritarian revolution.
[00:32:25.591 --> 00:32:26.612]  It's not coming, it's here.
[00:32:26.892 --> 00:32:28.553]  How big is this convoy?
[00:32:28.994 --> 00:32:35.958]  Because I'm told it's coming in from multiple roads, 40-something miles long, 20 miles long, 10 miles long, a million plus people descending.
[00:32:35.978 --> 00:32:36.639]  What's really going on?
[00:32:36.659 --> 00:32:41.882]  Because we're all getting snapshots of, you know, it looks like 100,000 here, 20,000 there, 5,000 here.
[00:32:42.182 --> 00:32:43.463]  Looks like folks just everywhere.
[00:32:43.483 --> 00:32:44.004]  What's happening?
[00:32:45.104 --> 00:32:50.588]  It's impossible to tell, but it is by far the biggest, this is the biggest civil action movement I've ever seen in this country.
[00:32:50.882 --> 00:32:53.263]  When I came back from Afghanistan, there wasn't this many people to greet us.
[00:32:53.323 --> 00:32:58.405]  And just in the Fredericton area in New Brunswick, we drove through there, there was hundreds, maybe a thousand people in just one overpass.
[00:32:58.425 --> 00:33:00.266]  And it was like that the whole way here.
[00:33:00.846 --> 00:33:02.607]  The Western Convoy is by far the biggest one.
[00:33:02.627 --> 00:33:04.368]  I think they may be arriving now or shortly.
[00:33:04.688 --> 00:33:05.828]  They've been on the road for days.
[00:33:05.968 --> 00:33:07.549]  It's 75 kilometers long, potentially.
[00:33:07.569 --> 00:33:08.989]  Talk about the different convoys.
[00:33:09.210 --> 00:33:10.190]  Describe this for listeners.
[00:33:11.258 --> 00:33:14.059]  Sure, so we've got the biggest one has left Western Canada.
[00:33:14.079 --> 00:33:17.921]  It's about 75 kilometers long, thousands and thousands of trucks, more people are joining in every day.
[00:33:18.181 --> 00:33:26.625]  There's another one coming from the south towards Ottawa and the guys I came in from with the east, we landed here just recently and there's more and more people pulling into the city.
[00:33:26.645 --> 00:33:31.267]  There's, again, I don't know how many people are downtown, 10,000 and there's more coming.
[00:33:32.996 --> 00:33:35.158]  And it's from all over the country, all walks of life.
[00:33:35.718 --> 00:33:39.861]  You know, the indigenous people, the African Canadians, everybody.
[00:33:40.662 --> 00:33:42.083]  The Sikh Indians have a convoy there.
[00:33:42.643 --> 00:33:45.185]  You know, my friend Derek posted a video.
[00:33:45.365 --> 00:33:46.907]  They're calling us, you know, fringe extremists.
[00:33:46.947 --> 00:33:48.308]  It's a small, tiny group of white nationalists.
[00:33:48.328 --> 00:33:49.949]  No, this is a beautiful, unifying event.
[00:33:50.089 --> 00:33:51.330]  Everybody knows they're under attack.
[00:33:52.523 --> 00:34:05.274]  Exactly, and they're so desperate to make it something that it's not, when in reality, the irony that this government has tried so hard to divide and put everybody against each other and use identity politics as they preach unity and tolerance.
[00:34:05.754 --> 00:34:14.381]  The irony is that their authoritarian approach in attacking all of our people, our cultural heritage, has actually united everyone against them.
[00:34:14.421 --> 00:34:15.542]  And now they're terrified of it.
[00:34:15.562 --> 00:34:16.663]  The Prime Minister isn't even here.
[00:34:16.683 --> 00:34:17.184]  He's fled.
[00:34:17.204 --> 00:34:19.486]  He's hiding somewhere with commandos.
[00:34:20.171 --> 00:34:21.492]  Yeah, they admit that.
[00:34:21.532 --> 00:34:24.634]  They say he's hiding literally with commandos.
[00:34:25.735 --> 00:34:27.156]  Yeah, because he's such a great leader.
[00:34:27.176 --> 00:34:32.039]  You know, when Black Lives Matter was here, he came out and welcomed them and stood with them in the streets and marched around.
[00:34:32.079 --> 00:34:36.742]  Like, what a leader does is when you should approach these people and ask them what their concerns are, face them like a man.
[00:34:37.649 --> 00:34:42.693]  And talk to them and try to find some kind of conflict resolution to figure out... No, but he's done the worst possible thing with Klaus Schwab bragging he controls him.
[00:34:43.494 --> 00:34:44.675]  How huge is this then?
[00:34:44.715 --> 00:34:45.956]  What are the real estimates?
[00:34:46.276 --> 00:34:47.757]  Because corporate media is trying to spin this.
[00:34:47.777 --> 00:34:48.357]  They don't know what to do.
[00:34:48.377 --> 00:34:49.418]  They're in total panic mode.
[00:34:49.839 --> 00:34:51.560]  What are the real estimates of numbers here?
[00:34:51.580 --> 00:34:52.841]  Because it looks incredible.
[00:34:52.861 --> 00:34:58.285]  Because we're checking, you know, cameras on top of churches, on top of government buildings, everywhere.
[00:34:58.565 --> 00:35:02.668]  It just, all the roads are just jammed with trucks and cars coming in.
[00:35:02.708 --> 00:35:03.389]  This looks epic.
[00:35:04.884 --> 00:35:05.164]  It is.
[00:35:05.484 --> 00:35:06.225]  It's insane.
[00:35:06.265 --> 00:35:08.185]  I mean, people are, you know, grown men are crying.
[00:35:08.205 --> 00:35:09.046]  You know what I mean?
[00:35:09.406 --> 00:35:10.126]  It's a beautiful thing.
[00:35:10.166 --> 00:35:12.327]  I get emotional thinking about it and talking about it and seeing it.
[00:35:12.447 --> 00:35:15.168]  It could be half a million people coming to the city.
[00:35:15.228 --> 00:35:15.608]  I don't know.
[00:35:15.648 --> 00:35:17.289]  It's really, everything is booked.
[00:35:17.309 --> 00:35:17.989]  There's nowhere to go.
[00:35:18.049 --> 00:35:19.010]  You can't get downtown.
[00:35:19.370 --> 00:35:24.192]  They're talking about, they've shut the bridges down so people can't get across the river from Quebec to get into the city.
