[00:00:00.883 --> 00:00:02.420]  Tomorrow's news, today.
[01:34:13.613 --> 01:34:19.838]  And I saw this in Austin myself today with a new Mustang with a woman trying to put gas in the electric car she bought.
[01:34:20.738 --> 01:34:23.560]  And you can then just search engine this, it's everywhere.
[01:34:23.560 --> 01:34:28.462]  People with Mustangs, people with other electric cars, people with Teslas.
[01:34:28.462 --> 01:34:34.105]  In fact, here's two videos of a woman and a man recently with their Teslas that they've just bought.
[01:34:34.105 --> 01:34:43.450]  In both cases, it looks like they've got new plates, temporary plates, and they are trying to put in the vehicle their gasoline.
[01:34:43.450 --> 01:34:49.153]  So they went, they bought the car, they signed the paperwork, and they're so disconnected from reality and how things work,
[01:34:50.140 --> 01:34:55.303]  That they are trying to, again, gas up the electric car.
[01:34:55.303 --> 01:34:58.285]  And they finally just give up.
[01:34:58.285 --> 01:34:59.686]  Ladies and gentlemen.
[01:34:59.686 --> 01:35:01.808]  And there are other, again, videos that are even worse.
[01:35:01.808 --> 01:35:05.350]  People putting gasoline in plastic bags and putting it in their car.
[01:35:05.350 --> 01:35:06.370]  They just don't understand.
[01:35:06.370 --> 01:35:16.857]  And it's funny how in all these videos, they're wearing their mask when they're putting gas in plastic bags and in their trunk.
[01:35:16.857 --> 01:35:19.159]  When they're wearing their mask,
[01:35:20.026 --> 01:35:26.168]  And of course, studies show that people that are into Hollywood have the lower IQs, people that are into masks have lower IQs.
[01:35:26.168 --> 01:35:28.669]  It's an idiot test.
[01:35:28.669 --> 01:35:29.750]  It's an absolute idiot test.
[01:35:29.750 --> 01:35:42.015]  Now, it's a paradox because as these people get dumber and dumber, they're going to vote, they're going to outnumber us, and then the globalists are going to manipulate them and have them vote to take all of our rights away.
[01:35:44.505 --> 01:35:47.107]  And so it's a paradox, but we can't just kill them.
[01:35:47.107 --> 01:35:50.028]  But the globalists are like, oh, we're going to kill them and kill you.
[01:35:50.028 --> 01:35:51.889]  That's the plan.
[01:35:51.889 --> 01:36:04.257]  So here is a little intro from the amazing early 2000s film shot here in Austin with my good friend Mike Judge that makes a joke out of this, but it's actually a parallel of what's really actually unfolding, and that's Idiocracy.
[01:36:06.792 --> 01:36:12.937]  As the 21st century began, human evolution was at a turning point.
[01:36:12.937 --> 01:36:27.689]  Natural selection, the process by which the strongest, the smartest, the fastest reproduced in greater numbers than the rest, a process which had once favored the noblest traits of man, now began to favor different traits.
[01:36:28.777 --> 01:36:35.080]  Most science fiction of the day predicted a future that was more civilized and more intelligent.
[01:36:35.080 --> 01:36:39.742]  But as time went on, things seemed to be heading in the opposite direction.
[01:36:39.742 --> 01:36:41.643]  A dumbing down.
[01:36:41.643 --> 01:36:43.283]  How did this happen?
[01:36:43.283 --> 01:36:46.505]  Evolution does not necessarily reward intelligence.
[01:36:46.505 --> 01:36:55.849]  With no natural predators to thin the herd, it began to simply reward those who reproduced the most and left the intelligent to become an endangered species.
[01:36:57.233 --> 01:37:01.797]  Having kids is such an important decision.
[01:37:01.797 --> 01:37:03.498]  We're just waiting for the right time.
[01:37:03.498 --> 01:37:05.300]  It's not something you want to rush into.
[01:37:05.300 --> 01:37:05.961]  Obviously.
[01:37:05.961 --> 01:37:08.983]  No way.
[01:37:08.983 --> 01:37:10.164]  Pregnant again!
[01:37:10.164 --> 01:37:12.766]  I got too many damn kids!
[01:37:12.766 --> 01:37:14.788]  I thought you was on the pill or something!
[01:37:14.788 --> 01:37:15.949]  Hell no!
[01:37:15.949 --> 01:37:19.272]  Must have been thinking of Britney.
[01:37:19.272 --> 01:37:20.973]  Britney?!
[01:37:20.973 --> 01:37:23.376]  There's no way we could have a child now.
[01:37:23.376 --> 01:37:24.777]  Not with the market the way it is now.
[01:37:25.811 --> 01:37:40.181]  That just wouldn't make any sense.
[01:37:40.181 --> 01:37:47.086]  Well, we finally decided to have children, and I'm not pointing fingers, but it's not going well.
[01:37:47.086 --> 01:37:48.607]  And this is helping.
[01:37:48.607 --> 01:37:53.731]  I'm just saying that before I have in vitro, maybe you should be willing to- That's always me, right?
[01:37:53.731 --> 01:37:53.891]  Well.
[01:37:54.827 --> 01:38:05.717]  Not my sperm count.
[01:38:05.717 --> 01:38:07.458]  Cleavon is lucky to be alive.
[01:38:07.458 --> 01:38:12.683]  He attempted to jump a jet ski from a lake into a swimming pool and impaled his crotch on an iron gate.
[01:38:12.683 --> 01:38:16.186]  But thanks to recent advances in stem cell research and the fine work of Drs.
[01:38:16.186 --> 01:38:19.589]  Krinsky and Alt Shuler, Cleavon should regain full reproductive function.
[01:38:25.698 --> 01:38:34.143]  Unfortunately, Trevor passed away from a heart attack while masturbating to produce sperm for artificial insemination.
[01:38:34.143 --> 01:38:46.271]  But I have some eggs frozen, so just as soon as the right guy comes along... And so it went for generations.
[01:38:46.271 --> 01:38:48.072]  Although few, if any, seemed to notice.
[01:38:50.700 --> 01:38:55.181]  At the dawn of the 21st century, the Army began a top-secret experiment.
[01:38:55.181 --> 01:38:59.141]  Meet Joe Bowers, our first subject for the Human Hibernation Experiment.
[01:38:59.141 --> 01:39:01.042]  As you know, this is highly classified.
[01:39:01.042 --> 01:39:05.323]  However, if successful, we believe humans can be stored indefinitely.
[01:39:05.323 --> 01:39:08.563]  However, the trial run was prone to human error.
[01:39:08.563 --> 01:39:09.483]  See you in a year.
[01:39:09.483 --> 01:39:13.024]  And Joe slept slightly longer than expected.
[01:39:13.024 --> 01:39:15.364]  Half a millennium, to be exact.
[01:39:15.364 --> 01:39:19.085]  From Mike Judge, creator of Office Space and Beavis and Butthead.
[01:39:22.606 --> 01:39:26.887]  If you were the smartest person in the world... This goes in your mouth.
[01:39:26.887 --> 01:39:28.807]  This one goes in your butt.
[01:39:28.807 --> 01:39:30.288]  Hang on a second.
[01:39:30.288 --> 01:39:31.028]  This one.
[01:39:31.028 --> 01:39:33.789]  This one goes in your mouth.
[01:39:33.789 --> 01:39:36.890]  And we're stuck with the dumbest people in history.
[01:39:36.890 --> 01:39:44.832]  If you have one bucket that holds two gallons, and another bucket that holds five gallons, how many buckets do you have?
[01:39:44.832 --> 01:39:45.032]  Two?
[01:39:46.555 --> 01:39:47.876]  What would you do?
[01:39:47.876 --> 01:39:52.918]  Excuse me, um, I'm actually supposed to be getting out of prison.
[01:39:52.918 --> 01:39:57.140]  You're in the wrong line.
[01:39:57.140 --> 01:39:59.320]  I'm the smartest guy in the world?
[01:39:59.320 --> 01:39:59.981]  Says who?
[01:39:59.981 --> 01:40:01.842]  The IQ test you took in prison.
[01:40:01.842 --> 01:40:03.162]  You got the highest score in history.
[01:40:03.162 --> 01:40:04.543]  Even smarter than President Camacho.
[01:40:04.543 --> 01:40:07.664]  Ladies and gentlemen, the President of America!
[01:40:08.308 --> 01:40:11.431]  And I've got an interview with Mike Judge out there.
[01:40:11.431 --> 01:40:12.512]  I took it off YouTube.
[01:40:12.512 --> 01:40:15.935]  You can probably find it somewhere at his house.
[01:40:15.935 --> 01:40:21.980]  But he said, yeah, he thought it would be like in 200 years we'd be this dumb, but it's actually here in like 20 years.
[01:40:37.717 --> 01:40:39.980]  And that's where we are.
[01:40:39.980 --> 01:40:41.642]  And it's getting worse.
[01:40:41.642 --> 01:40:46.487]  And I mean, at a certain point, I'm not even giving up.
[01:40:48.331 --> 01:41:09.838]  I just think all of us that can actually think and know what's going on have to start cutting ourselves off from everybody else and not enabling them and not being nice to them, not being mean, not being the left that wants to run everybody because the left statistically is the worst of these people, just to beat not around them and just separate ourselves and do not tolerate them because it's only us that run civilization that actually allow them to continue on.
[01:41:10.658 --> 01:41:15.961]  The globals are taking all our civilization away to collapse the whole thing and then penalize those of us that built it.
[01:41:15.961 --> 01:41:16.181]  No.
[01:41:16.181 --> 01:41:24.305]  I'm not going to sit there and watch Klaus Schwab and Leonardo DiCaprio and the rest of them, you know, live around in their big jumbo jets and bunkers while all these people kill us.
[01:41:24.305 --> 01:41:25.966]  So I don't know what to do.
[01:41:25.966 --> 01:41:27.907]  It's just unbelievable.
[01:41:27.907 --> 01:41:34.830]  I mean, I saw a woman today trying to gas up her new electric car with gasoline.
[01:41:34.830 --> 01:41:37.632]  And it's only going to get worse, man.
[01:41:39.301 --> 01:41:49.264]  And imagine, she'll have children probably, and then they'll be raised on TV, and door dash, and the food's delivered, and they don't know how to do anything!
[01:41:49.264 --> 01:41:58.167]  And again, I don't know how to do as much as my dad does, and he couldn't do as much as his dad could do, and I literally am an idiot compared to when it comes to doing those things.
[01:41:58.167 --> 01:42:08.110]  I mean, I know how to skin a buck and cut it up and put it, it's not the prettiest, and I know how to, if I had to, to mess with electricity and breaker boxes, and if I had to, I could look under the hood of a car and change a tire.
[01:42:09.656 --> 01:42:14.200]  But our grandpas all know how to do it all.
[01:42:14.200 --> 01:42:22.767]  That's why we import third world populations from farmer states, which is actually a good thing if they're not put on a globalist hit right away, but within a generation their kids are ruined too, because
[01:42:23.945 --> 01:42:27.608]  They know how to string electrical, or build a house, or do something.
[01:42:27.608 --> 01:42:29.529]  Because that's what people do everywhere else.
[01:42:29.529 --> 01:42:31.310]  Because they're operative humans.
[01:42:31.310 --> 01:42:32.791]  Humans know how to do cool stuff.
[01:42:32.791 --> 01:42:34.292]  And humans like to do work.
[01:42:34.292 --> 01:42:41.598]  But instead, we watch TV, and we work in offices, and we put gasoline in electric cars.
[01:42:41.598 --> 01:42:44.960]  And then we vote Democrat.
[01:42:44.960 --> 01:42:48.022]  I mean, it's just a mess.
[01:42:48.022 --> 01:42:49.363]  Alright, stay with us.
[01:42:49.363 --> 01:42:51.705]  Final segment ahead of Sunday Live, coming up.
[01:42:58.567 --> 01:43:05.733]  Everything we've witnessed in the last few decades has only been the build-up for what the globalists are doing right now.
[01:43:05.733 --> 01:43:07.435]  This is their big offensive.
[01:43:07.435 --> 01:43:08.916]  This is their takeover.
[01:43:08.916 --> 01:43:12.920]  And this is the point that they're at their very weakest because now they've revealed themselves.
[01:43:12.920 --> 01:43:17.884]  Now their world government, their permanent martial law, their medical tyranny is out in the open.
[01:43:17.884 --> 01:43:20.086]  Their depopulation agenda has been exposed.
[01:43:21.127 --> 01:43:26.728]  They're using their corporate power and trillions to go across the planet and shut down people telling the truth.
[01:43:26.728 --> 01:43:32.149]  So listen, Paul Reveres, when you spread the word about the broadcast, when you pray for the broadcast, you're the tip of the spear.
[01:43:32.149 --> 01:43:35.830]  And when you buy products at InfoWarsTore.com, you keep us on air.
[01:43:35.830 --> 01:43:42.892]  Plus, we've got great products that have been sold out for months that are back in stock, 50% off, X2 and Winter Sun.
[01:43:42.892 --> 01:43:44.972]  Both of these are in our top five best sellers.
[01:43:44.972 --> 01:43:46.393]  They are so good for your body.
[01:43:46.393 --> 01:43:47.933]  And if there's two things you do for your body,
[01:43:48.613 --> 01:43:49.696]  It's these two products.
[01:43:49.696 --> 01:43:52.824]  They're all back in stock at InfoWareStore.com.
[01:43:52.824 --> 01:43:54.328]  50% off and it keeps us on the air.
[01:43:54.328 --> 01:43:56.212]  Only way we fail is if you don't take action.
[01:43:58.596 --> 01:44:08.401]  If you think the tyranny and oppression we're living under now is bad, wait till they've got their world ID in, and that's exactly what the COVID passports are all about.
[01:44:08.401 --> 01:44:21.787]  And Klaus Schwab and the UN and all the other globalist leaders' own words, they admit that once they've gotten you with that system, then they're going to carbon tax you everywhere you go and track what you do.
[01:44:21.787 --> 01:44:26.389]  And publicly, they're saying they're going to decide when you can travel and when you can't travel.
[01:44:26.769 --> 01:44:36.032]  And Mastercard and all the other big companies are currently announcing they're going to track what you do and where you go and tax you with a carbon tax for it.
[01:44:36.032 --> 01:44:39.614]  This is the holy grail of tyranny, ladies and gentlemen.
[01:44:39.614 --> 01:44:42.415]  This is the takeover and humanity better wake up and say no.
[01:44:43.035 --> 01:44:44.716]  Finally, folks are starting to wake up.
[01:44:44.716 --> 01:44:48.177]  Joe Rogan, Tucker Carlson, and others will leave the charts, along with Infowars.
[01:44:48.177 --> 01:44:49.057]  But it's not enough.
[01:44:49.057 --> 01:44:51.759]  Every individual has to not comply.
[01:44:51.759 --> 01:44:54.139]  We have to talk about bringing the globalists to justice.
[01:44:54.139 --> 01:44:57.441]  You see, they need the fear of God put in them, legally and lawfully.
[01:45:00.703 --> 01:45:01.323]  It are great.
[01:45:01.323 --> 01:45:02.844]  Got a bag of it here.
[01:45:02.844 --> 01:45:06.325]  I mean, this is from, people say, why is it from Chiapas, Mexico?
[01:45:06.325 --> 01:45:07.425]  The communists!
[01:45:07.425 --> 01:45:14.768]  Well, that's where some of the best coffee in the world that's wild harvested, above organic, in the volcanic soil, better than Guatemalan coffee.
[01:45:14.768 --> 01:45:20.050]  And yeah, we buy it from the little farmers that, you know, the media calls communists, but really they're just a commune and whatever.
[01:45:20.050 --> 01:45:24.771]  The point is, is that it's good coffee and we've got it and the farmers don't let the Mexican government take over.
[01:45:24.771 --> 01:45:29.173]  So I actually buy this from the Mexican rebels and I've been buying it for, what, 14 years and the price has never gone up.
[01:45:29.173 --> 01:45:29.633]  The same stuff
[01:45:29.713 --> 01:45:35.999]  Sold at Whole Foods under another name for about 50% more per pound, and I just think it's some of the best coffee you're gonna find anywhere.
[01:45:35.999 --> 01:45:40.183]  It's Wake Up America Patriot Blend from the Chiapas Rebels, literally.
[01:45:40.183 --> 01:45:43.266]  Um, in fact, I'm not gonna tell you the whole story.
[01:45:43.266 --> 01:45:46.509]  Um... Yeah, I like that.
[01:45:46.509 --> 01:45:47.550]  Okay, you wouldn't believe it.
[01:45:47.550 --> 01:45:53.937]  Anyway, so, it's InfoWarsTore.com, and that's how we fund this operation, and if you don't fund us or don't want us here, that's fine.
[01:45:58.382 --> 01:46:14.633]  In late August, InfoWarsaw saw an explosion of orders because our audience understands that the globalists are destabilizing the planet by design and are attempting to cause an economic and financial collapse worldwide.
[01:46:14.633 --> 01:46:18.295]  Now, ladies and gentlemen, storable food has always been something that's important to have.
[01:46:18.295 --> 01:46:25.000]  It's a checkbox that everybody needs to have taken care of, right along with water filtration, self-defense, and a relationship with God.
[01:46:25.600 --> 01:46:29.682]  But now more than ever, you need to get your storable food orders in now.
[01:46:29.682 --> 01:46:32.424]  We're ready to ship to you within 24 hours of your order.
[01:46:32.424 --> 01:46:33.244]  It's high quality.
[01:46:33.244 --> 01:46:36.446]  It's very, very low cost at infowarestore.com.
[01:46:36.446 --> 01:46:43.830]  Because in the future, you're going to see more food supply shortages and you're going to see food supply price increases that are already taking place.
[01:46:43.830 --> 01:46:47.752]  So lock in your storable food now at a lower price and fund the info war.
[01:46:48.212 --> 01:46:49.253]  We're good to go.
[01:47:20.649 --> 01:47:29.471]  The great Owen Schroyer is about to knock it out of the park in the next two hours with Sunday Live, every Sunday, 6 to 8 p.m.
[01:47:29.471 --> 01:47:31.211]  Central.
[01:47:31.211 --> 01:47:35.152]  Only six minutes of ads an hour, just the local ads.
[01:47:35.152 --> 01:47:39.213]  We cut all the network ads out and a lot of stations are picking it up.
[01:47:39.213 --> 01:47:41.694]  Sunday Live, Owen Schroyer about to take over.
[01:47:41.694 --> 01:47:46.435]  I want to just add a little tidbit about this here in the final segment of the Sunday edition of the Alex Jones Show.
[01:47:48.271 --> 01:47:48.851]  I don't know.
[01:48:10.649 --> 01:48:23.494]  Claimed that Mike Lindell was part of a secret plan and Roger Stone and Alex Jones and all of us in some secret plan to totally destroy what we wanted to do by attacking the Capitol.
[01:48:23.494 --> 01:48:30.436]  We wanted a 10-day legal, lawful investigation by the Senate, something Pelosi tried four years before and failed.
[01:48:30.436 --> 01:48:32.477]  We did exactly what they were doing.
[01:48:32.477 --> 01:48:37.259]  No, we did not want to have a bunch of people ransack the Capitol.
[01:48:37.259 --> 01:48:38.019]  Heard of motives?
[01:48:39.741 --> 01:48:43.183]  But it's just totally insane.
[01:48:43.183 --> 01:48:46.165]  People ask me everywhere, well what about Stuart Rhodes?
[01:48:46.165 --> 01:48:49.927]  He never told me anything about wanting to attack the Capitol.
[01:48:49.927 --> 01:48:54.489]  He did talk about, well there's a revolution, how do you think it's going to kick off, stuff like that on air.
[01:48:54.489 --> 01:48:59.973]  And I was always like, well I don't want a physical confrontation, this is an info war, a spiritual awakening, that's how we really beat this.
[01:48:59.973 --> 01:49:03.675]  They're losing the fight for hearts and minds, that's why they've got to steal elections.
[01:49:05.333 --> 01:49:07.755]  I don't know if the Stuart Rhodes indictment is true or not.
[01:49:07.755 --> 01:49:10.578]  Because they lied about Ellen, I don't know if it's true.
[01:49:10.578 --> 01:49:24.490]  But I do know that it matches up, at least the parts with them going into the Capitol, and some of them not beating police over the head with fire extinguishers and really bad stuff that you could call attempted murder.
[01:49:24.490 --> 01:49:26.672]  The folks that did that, they just spent a lot of years in prison.
[01:49:26.672 --> 01:49:31.116]  But pushing police over and crap like that, that's just, that's idiocracy crap.
[01:49:31.616 --> 01:49:33.236]  That's really dumb.
[01:49:33.236 --> 01:49:36.077]  I opposed them attacking the courthouse in Portland.
[01:49:36.077 --> 01:49:40.719]  I opposed, you know, the Islamists trying to blow up the World Trade Center.
[01:49:40.719 --> 01:49:45.060]  I mean, I'm just, I'm against violence, period, that's offensive, okay?
[01:49:45.060 --> 01:49:54.542]  And to know that with a straight face, they're in Newsweek and CNN and the New York Times saying, oh, Jones is close.
[01:49:54.542 --> 01:49:58.824]  Our Justice Department sources say, you know, they're on his tail.
[01:49:58.824 --> 01:50:00.124]  It's just, whatever.
[01:50:03.203 --> 01:50:07.807]  That was the most claustrophobic, bad day of my life.
[01:50:07.807 --> 01:50:13.452]  And sometime I've got to just do a rant about it on air and tell the story of that day.
[01:50:13.452 --> 01:50:15.353]  And then, and then kind of add video to it.
[01:50:15.353 --> 01:50:23.861]  Let it be like a 10 minute documentary just to describe getting up a little later than I should thinking we had till 930 to get there.
[01:50:23.861 --> 01:50:27.824]  They're like, no, it's gonna take an hour to get there to the crowd.
[01:50:27.824 --> 01:50:30.827]  Even though we're at a hotel, you know, a half mile from the Ellipse,
[01:50:32.312 --> 01:50:37.094]  Because all the roads are shut down and I had my breakfast there, but I couldn't eat it.
[01:50:37.094 --> 01:50:38.054]  I just remember that.
[01:50:38.054 --> 01:50:51.618]  I'm drinking some coffee and then going out and it took 45 minutes or so to get around the Washington Monument and the million people that were there trying to get to the tiny ellipse that held like 30,000 with the fences and the porta potties and the jumbotron.
[01:50:51.618 --> 01:50:56.640]  And then they go, Oh, sorry, no matter if you have a VIP ticket, you've got to go around.
[01:50:57.915 --> 01:51:08.485]  So it took us another 30-40 minutes to go around these crowds just like at a mosh pit or in a, you know, rock and roll concert that I'd go to when I was a teenager where you're just crushed up against the stage and you just want to get out of there.
[01:51:08.485 --> 01:51:13.850]  And so we finally get into the Ellipse and it's all the Republicans and their fancy outfits and everything and listening to Trump speak.
[01:51:15.492 --> 01:51:17.455]  My wife's like, let's just go.
[01:51:17.455 --> 01:51:18.597]  Let's just go back to the hotel and eat.
[01:51:18.597 --> 01:51:19.978]  I'm hungry.
[01:51:19.978 --> 01:51:20.639]  This sucks.
[01:51:20.639 --> 01:51:22.122]  Went on for like five hours.
[01:51:22.122 --> 01:51:25.827]  And I'm watching all the Republicans, their fancy outfits and everybody being so excited to be there.
[01:51:25.827 --> 01:51:27.890]  Like it's a debutante ball, which I don't like that kind of stuff.
[01:51:27.890 --> 01:51:30.514]  I'm not just into being in the elite, you know, group or whatever.
[01:51:31.482 --> 01:51:32.583]  And I'm like, you're right, baby.
[01:51:32.583 --> 01:51:33.944]  They claim that I'm going to lead the march.
[01:51:33.944 --> 01:51:35.926]  I don't know how I'm going to lead this march.
[01:51:35.926 --> 01:51:37.687]  You see the million people that didn't get in.
[01:51:37.687 --> 01:51:39.989]  They're already going down Pennsylvania Avenue over there.
[01:51:39.989 --> 01:51:41.090]  We're right there in the second row.
[01:51:41.090 --> 01:51:42.391]  We can see it.
[01:51:42.391 --> 01:51:43.311]  Here's the White House.
[01:51:43.311 --> 01:51:44.332]  Here's the stage.
[01:51:44.332 --> 01:51:45.613]  And here's the avenue.
[01:51:45.613 --> 01:51:46.234]  People going down.
[01:51:46.234 --> 01:51:48.655]  I said, can't lead that.
[01:51:48.655 --> 01:51:49.816]  And we're like, yeah, let's go.
[01:51:49.816 --> 01:51:50.297]  Screw this.
[01:51:51.578 --> 01:51:54.280]  She goes, my feet are freezing baby, let's just not do this.
[01:51:54.280 --> 01:51:57.102]  I mean, so what?
[01:51:57.102 --> 01:51:58.843]  And I'm like, you're right.
[01:51:58.843 --> 01:52:01.764]  And then all of a sudden they go, it's time, Mr. Jones.
[01:52:01.764 --> 01:52:04.646]  The Secret Service is going to let you out to lead it now.
[01:52:04.646 --> 01:52:05.487]  And it's like surreal.
[01:52:05.487 --> 01:52:08.169]  While Trump's speaking, I'm walking right up the front, right there.
[01:52:08.169 --> 01:52:08.709]  He's there.
[01:52:08.709 --> 01:52:11.311]  The Secret Service opens it up this way, sir.
[01:52:11.311 --> 01:52:14.372]  And they take me back and go, okay, there's the crowd for you to lead.
[01:52:14.372 --> 01:52:14.953]  And I'm like, what?
[01:52:16.394 --> 01:52:19.596]  And I later learned they went to Roger Stone right around the same time.
[01:52:19.596 --> 01:52:20.157]  Secret Service.
[01:52:20.157 --> 01:52:22.498]  By the way, he has the photos of their badges in them.
[01:52:22.498 --> 01:52:23.219]  He demanded them.
[01:52:23.219 --> 01:52:24.880]  He's going to exclusively show them tomorrow.
[01:52:24.880 --> 01:52:26.281]  People think he just made that up.
[01:52:26.281 --> 01:52:31.264]  And he's like, ah, you got the Secret Service here to lead me to the Capitol?
[01:52:31.264 --> 01:52:35.467]  He said, my wife doesn't feel well, and that's a giant crowd, and I don't feel safe.
[01:52:35.467 --> 01:52:42.371]  Because I didn't feel, it had a bad feeling, but I thought, well, it's just the size of this crowd, how weird this is.
[01:52:42.371 --> 01:52:44.193]  And usually big crowds are kind of scary.
[01:52:44.193 --> 01:52:45.714]  It's like an NFL football game or whatever.
[01:52:46.488 --> 01:52:54.572]  And so Roger had that instinct and then he's like, you know what?
[01:52:54.572 --> 01:52:59.875]  My donor, his donor that already flew him out there on a private jet, he said to them, he goes, I want to leave.
[01:52:59.875 --> 01:53:01.776]  This is Roger following his instincts.
[01:53:01.776 --> 01:53:02.997]  He goes, I want to leave.
[01:53:02.997 --> 01:53:05.839]  He told me this that night.
[01:53:05.839 --> 01:53:08.260]  He leaves and goes and gets on a jet and flies out of there.
[01:53:08.260 --> 01:53:11.902]  And then they SWAT team his room hours into what came later.
[01:53:15.572 --> 01:53:16.833]  I mean, my wife had the same feeling.
[01:53:16.833 --> 01:53:18.995]  She's like, I don't like this.
[01:53:18.995 --> 01:53:20.556]  And she's like, I'm sick of Trump, aren't you?
[01:53:20.556 --> 01:53:22.497]  And I'm like, yeah, just all of it.
[01:53:22.497 --> 01:53:27.561]  Like it's Hollywood and all the Kimberly Guilfoyle up there, all pretty.
[01:53:27.561 --> 01:53:29.642]  And Giuliana looked like a ghoul up there.
[01:53:29.642 --> 01:53:31.464]  And I'm not even putting Trump down.
[01:53:31.464 --> 01:53:36.007]  He did a lot of good stuff and everything, but I'm just not into the Republican pageantry of it.
[01:53:36.007 --> 01:53:42.252]  And then to go down there, get there, they're already breaking in the Capitol to try to stop it.
[01:53:42.252 --> 01:53:43.693]  And the left all knows that.
[01:53:45.120 --> 01:53:46.981]  And I get calls from the Wall Street Journal, the New York Times.
[01:53:46.981 --> 01:53:49.022]  They go, Mr. Jones, please call us.
[01:53:49.022 --> 01:53:53.384]  We can't find the video that you claim is out there of you trying to stop it.
[01:53:53.384 --> 01:53:54.625]  And I just send them a sign of the cross.
[01:53:54.625 --> 01:53:56.646]  I took a photo of a cross near my house at a church.
[01:53:56.646 --> 01:53:57.967]  I think it's pretty with the sunset.
[01:53:57.967 --> 01:53:59.948]  And I just find that, and I just send them that.
[01:53:59.948 --> 01:54:02.949]  Hey, vampire, here's a sign of the cross.
[01:54:02.949 --> 01:54:06.091]  Because the first few times this happened, I would send them the video.
[01:54:06.091 --> 01:54:08.812]  And they would just say, oh, Jones didn't respond.
[01:54:08.812 --> 01:54:11.114]  They just say it doesn't exist.
[01:54:11.114 --> 01:54:13.195]  CNN sent Norm Pattis while I was in
[01:54:14.445 --> 01:54:14.645]  I think so.
[01:54:37.910 --> 01:54:39.831]  You're asking if we feel responsible?
[01:54:39.831 --> 01:54:41.751]  A lot less responsible than Kamala Harris!
[01:54:41.751 --> 01:54:43.372]  And they won't respond!
[01:54:43.372 --> 01:54:44.432]  Then they lie!
[01:54:44.432 --> 01:54:50.514]  And again, I know you know CNN lies, but folks, they are liars!
[01:54:50.514 --> 01:54:54.235]  They lie about everything!
[01:54:54.235 --> 01:55:03.998]  And so, I talked to Roger today, and he's really upset about the country and everything, and he's upset about... He's gonna break a lot of stuff here tomorrow.
[01:55:05.451 --> 01:55:06.272]  I'll leave it at that.
[01:55:22.679 --> 01:55:26.760]  He just said, he's, I'm going to tell you what, I'll see if he wants to say it on air.
[01:55:26.760 --> 01:55:28.460]  I think he is going to want to say it.
[01:55:28.460 --> 01:55:31.041]  But it doesn't mean the Democrats aren't five times, ten times worse.
[01:55:31.041 --> 01:55:37.343]  It's just that Trump is now in la-la land and endorsing a lot of really bad Republicans that weren't like the good people he used to endorse.
[01:55:37.343 --> 01:55:44.725]  And then he's got that social media thing that's going to, there's already a fiasco and just Roger is really upset because he just wants Trump to win.
[01:55:44.725 --> 01:55:49.906]  He wants Trump to be smart and good and not be part of the swamp with these people.
[01:55:50.706 --> 01:55:51.847]  And he did do a lot of good.
[01:55:51.847 --> 01:55:55.329]  We got, you know, I mean, better than nothing.
[01:55:55.329 --> 01:56:00.572]  It's just that I'm very, very torn because I sacrificed so much to promote Trump.
[01:56:00.572 --> 01:56:08.256]  And, you know, I'm like tied to him, even though I'm not influential with Trump.
[01:56:08.256 --> 01:56:09.397]  I don't talk to Trump.
[01:56:09.397 --> 01:56:10.878]  And the Democrats know that.
[01:56:10.878 --> 01:56:13.059]  I've just become the symbol of what they call a deplorable.
[01:56:14.229 --> 01:56:31.176]  And so I'm this caricature that they demonize, and they lie about, and they attack, and then they indict one of my camera people, one of my reporters, for doing absolutely nothing on January 6th, when Ray Epps is there screaming and helping break through barriers and saying, go in and attack the Capitol.
[01:56:31.176 --> 01:56:35.638]  And the Justice Department says, oh, and the Congress Committee says, oh, that's normal.
[01:56:35.638 --> 01:56:37.839]  You're allowed to be on the grounds.
[01:56:37.839 --> 01:56:38.279]  Oh, really?
[01:56:38.279 --> 01:56:41.961]  Owen Schroeder has been arrested for being on the Capitol grounds, trying to stop it.
[01:56:43.379 --> 01:56:53.329]  It's the murder of logic, the murder of truth, and it's just see the general system go crazy.
[01:56:53.329 --> 01:56:58.093]  Because yeah, there's a method, a crazy method of the globalist madness, but they're still insane.
[01:56:58.093 --> 01:57:01.196]  And all of this is just insanity they already have.
[01:57:01.196 --> 01:57:03.779]  They're trying to make us crazier than they are so they can feel superior.
[01:57:05.749 --> 01:57:23.587]  And I am really, really, really concerned, and I just pray for a global awakening, and I pray for all of you, and I pray that that King David's prayer that he gave after he'd, you know, committed that great crime of murder, that God come in and clean out his heart and give him a new fresh heart, I pray for that prayer right now, and I pray for that for all of you.
[01:57:24.548 --> 01:57:28.151]  Because we are a nation going over the edge of a cliff and it's so sad.
[01:57:28.151 --> 01:57:32.514]  And I just want peace and justice and it's so scary to see where we're going.
[01:57:32.514 --> 01:57:34.315]  Alright, Owen Schroer is about to take over.
[01:57:34.315 --> 01:57:34.996]  Please tune in.
[01:57:34.996 --> 01:57:36.016]  Please share the links.
[01:57:36.016 --> 01:57:36.817]  Because we're fighting hard.
[01:57:36.817 --> 01:57:39.018]  We're one of the last outposts out there.
[01:57:39.018 --> 01:57:40.700]  It's so important this information get out.
