[00:00:00.049 --> 00:00:01.670]  Breaking bombshell!
[00:26:09.307 --> 00:26:10.268]  And that Xi Jinping is bad.
[00:26:11.946 --> 00:26:36.873]  When George Herbert Walker Bush, as the ambassador to China in the 70s, made these deals, and when he was the head of the CIA afterwards, and when all that was done with Zbigniew Brzezinski and with Henry Kissinger, they wrote books bragging about it, they set up a one-sided trade deal and one-sided military technology transfer deals over to China so that they would be the new superpower.
[00:26:39.338 --> 00:26:48.745]  Now, as we sit here and we witness all of this unfold, we have to ask ourselves, why is it happening now?
[00:26:50.366 --> 00:27:01.355]  And it's because, as I told you last year, and as we had Darren Beattie on to talk about it a few weeks ago, Gigi Ping has said, we are not going to have sissy men on TV.
[00:27:02.321 --> 00:27:13.589]  We're not going to have homosexuality, we're not going to have transgenderism, and we are going to basically be like 1950s America, but with high technology, and we're going to go to space, and we're going to build a pro-human future.
[00:27:13.609 --> 00:27:18.092]  Now we're going to have the surveillance grid, and the human clones, and all of it.
[00:27:18.392 --> 00:27:31.862]  We're the Wall-Wall West, but we are a ethnic, genetic, monostate of the most closely related group of people on Earth, the Chinese.
[00:27:33.109 --> 00:27:34.610]  And the Koreans are an offshoot of that.
[00:27:35.551 --> 00:27:48.386]   But the most closely genetically similar group of people, homogeneous, from the same genesis, And we are going to dominate the world.
[00:27:48.447 --> 00:28:05.559]  We double-crossed you, we got all your jobs, got all your science, infiltrated your government, did all this, financed Hollywood to tell men to be girls and to celebrate cutting your children's penises off and cutting your daughter's breasts off, and you psychotics have drunk the poison, good job, you're dead, you're over, we're not doing any of it.
[00:28:07.180 --> 00:28:23.345]   And so George Soros, who went from worshipping China five years ago and saying it was the model of everything, to now saying it's Hitler, Is because anything they don't like, nationalism, cultures they don't control, anything he doesn't own.
[00:28:23.525 --> 00:28:25.707]  The Russians are Hitler because they've got their own culture.
[00:28:25.927 --> 00:28:28.049]  The Chinese are Hitler because they have their own culture.
[00:28:28.329 --> 00:28:32.232]  Anybody that is Christian and just wants to be a free market capitalist, you're Hitler.
[00:28:33.133 --> 00:28:36.796]  Not because you'd worked for Hitler when you were a teenager and helped round up Jews like he did.
[00:28:36.836 --> 00:28:37.317]  No, no, no, no, no.
[00:28:37.597 --> 00:28:43.021]  Not because you said you love Hitler and your dad was an SS officer like Arnold Schwarzenegger who gets ADL awards.
[00:28:43.222 --> 00:28:45.704]  When you were a real Nazi, you get ADL awards.
[00:28:48.382 --> 00:28:50.684]  When you fight Nazis, you get called Nazis.
[00:28:51.645 --> 00:28:53.786]  But China is an ethnic state.
[00:28:54.667 --> 00:28:55.388]  An ethnostate.
[00:28:56.208 --> 00:28:58.330]  And they are into their superiority.
[00:28:58.950 --> 00:29:00.892]  And they are taking over the planet.
[00:29:01.612 --> 00:29:04.254]  And they see George Soros and his like as their competition.
[00:29:04.755 --> 00:29:07.297]  And George Soros is pissed because he wants to be the one.
[00:29:08.948 --> 00:29:11.990]  Capturing the flag, which is your son's genitals cut off in a box.
[00:29:12.810 --> 00:29:15.012]  He wants to be the one that salts the earth with aluminum.
[00:29:15.492 --> 00:29:20.535]  He wants to be the one that kills the planet, that rules it in his total act of satanic dominance.
[00:29:21.335 --> 00:29:22.996]  His happy making time, as he calls it.
[00:29:26.198 --> 00:29:29.240]  So, that's where we are, ladies and gentlemen.
[00:29:31.517 --> 00:29:36.019]  And so the left has told you, Xi Jinping's the answer, Xi Jinping's God, Xi Jinping's the best.
[00:29:36.259 --> 00:29:41.781]  Just like Hitler said Stalin was great, right until he launched Operation Barbarossa in the early 1940s.
[00:29:41.841 --> 00:29:47.142]  And on a dime, just like 1984, we've never been at war with East Asia?
[00:29:49.403 --> 00:29:51.764]  The next day, we've always been at war with East Asia.
[00:29:53.265 --> 00:30:00.027]  And if you come out and say, hey, we're just at war with them, now we're not, or we were and now we are, you get sent to a death camp.
[00:30:02.802 --> 00:30:05.843]  And the left are in the news saying, arrest the unvaxxed, put us in labor camps.
[00:30:06.243 --> 00:30:11.224]  Because these are real authoritarians that are competing with other authoritarians, and that's what always happens.
[00:30:11.864 --> 00:30:15.706]  They work with them so long until one of the two sides screws each other.
[00:30:18.186 --> 00:30:20.287]  We have the declining European globalist system.
[00:30:20.627 --> 00:30:26.769]  We have the American-Anglo-American combine that was dominant, that sold out to China, but thought it could control China.
[00:30:26.989 --> 00:30:28.389]  China's now double-crossed that.
[00:30:28.749 --> 00:30:31.750]  Here is Soros, totally pissed about it.
[00:30:32.645 --> 00:30:38.168]  Xi Jinping has done his best to dismantle Deng Xiaoping's achievements.
[00:30:38.708 --> 00:30:51.514]  He brought private companies established under Deng under the control of the CCP and undermined the dynamism that used to characterize them.
[00:30:52.034 --> 00:30:59.958]  Rather than letting private enterprise blossom, Xi Jinping introduced his own China Dream.
[00:31:01.345 --> 00:31:03.666]  That can be summed up in two words.
[00:31:04.667 --> 00:31:05.948]  Total control.
[00:31:06.648 --> 00:31:09.670]  That has had disastrous consequences.
[00:31:11.271 --> 00:31:14.213]  Hello, everyone.
[00:31:14.233 --> 00:31:19.416]  2022 will be a critical year in the history of the world.
[00:31:21.057 --> 00:31:31.003]  In a few days, China, the most powerful authoritarian state, will be hosting the Winter Olympics.
[00:31:32.080 --> 00:31:48.147]  And like Germany in 1936, it will attempt to use the spectacle to score a propaganda victory for its system of strict controls.
[00:31:49.520 --> 00:31:58.948]  We are at or close to important decisions that will determine the direction in which the world is going.
[00:31:59.929 --> 00:32:02.651]  The German elections have already occurred.
[00:32:03.412 --> 00:32:06.374]  The French election will take place in April 2022.
[00:32:08.917 --> 00:32:19.968]   And in the same month, Hungary's voters, against all odds, May turn an authoritarian ruler out of power.
[00:32:21.188 --> 00:32:30.592]  Together with Putin's decision whether to invade Ukraine, these developments will determine the fate of Europe.
[00:32:32.192 --> 00:32:44.277]  In October, China's 20th Party Congress will decide whether to give Xi Jinping a third term in office as Party General Secretary.
[00:32:45.461 --> 00:32:46.842]  Then the U.S.
[00:32:47.382 --> 00:32:51.124]  will hold a crucial midterm election in November.
[00:32:52.405 --> 00:32:52.705]  All right.
[00:32:52.985 --> 00:32:54.206]  Climate change.
[00:32:54.306 --> 00:32:55.407]  Oh, climate change, yes.
[00:32:55.447 --> 00:32:57.028]  Got to shut everybody's power and energy off.
[00:32:57.068 --> 00:32:58.328]  Got to nerve gas the planet.
[00:32:58.349 --> 00:33:13.297]  I mean, this is a literal demonic demon hanging on to life by his fingernails, jealous of Xi Jinping, because Xi Jinping gets to murder more people and has a bigger ethnostate than what Mr. Devil's been trying to set up.
[00:33:13.337 --> 00:33:13.918]  We'll be right back.
[00:33:13.938 --> 00:33:14.358]  Stay with us.
[00:33:16.454 --> 00:33:28.498]  So George Soros has come out and said that basically the Winter Olympics in Beijing should be boycotted, should be shut down, that Xi Jinping is a dictator, that Xi Jinping has set up an ethnostate like Nazi Germany.
[00:33:29.318 --> 00:33:30.959]  But what has Xi Jinping really done?
[00:33:32.159 --> 00:33:47.535]   Because the globalists that birthed creatures like Soros are on record putting the Communist Chinese in power with the CIA, who in 49.
[00:33:44.293 --> 00:33:47.535]  So the West has backed Goldman Sachs and JPMorgan.
[00:33:47.555 --> 00:33:55.641]  They've all backed Communist China and the Mao Zedong and Deng Xiaoping and all the rest of them.
[00:33:55.701 --> 00:34:00.324]  And now suddenly, Soros says Xi Jinping's got to go.
[00:34:00.344 --> 00:34:03.626]  Because Xi Jinping said, we're not going to sissify the men.
[00:34:05.388 --> 00:34:07.229]  We're not going to promote transgenderism.
[00:34:09.364 --> 00:34:11.545]  And he said, we're going to pay people to have three children.
[00:34:11.585 --> 00:34:13.285]  We're breaking with your depopulation plan.
[00:34:13.545 --> 00:34:15.226]  We're not going to collapse and die as a people.
[00:34:15.546 --> 00:34:16.646]  We care about our people.
[00:34:17.507 --> 00:34:25.929]  Care about them to the point of having the takeover of Mongolian areas and the ethnic cleansing to make room for the Chinese, which I'm not backing or saying is good.
[00:34:26.309 --> 00:34:32.351]  But the point is, is that when they were killing Christians and Buddhists by the millions, George Soros loved it.
[00:34:34.532 --> 00:34:42.413]   But now that China isn't taking orders from him and his controllers, The Rothschilds and the Rockefellers and that criminal Bill Gates combine.
[00:34:43.374 --> 00:34:46.797]  Well, now he's turning against Xi Jinping.
[00:34:49.138 --> 00:34:51.800]  Putin is paying people to have children and saying people should be Christian.
[00:34:52.160 --> 00:34:55.022]  And saying Russians need to be closer to Christ and so do we and we need peace.
[00:34:55.543 --> 00:34:57.224]  He's a lot better compared to Xi Jinping.
[00:34:57.804 --> 00:35:00.146]  On a scale of 1 to 10, Xi Jinping's like a 7.
[00:35:01.507 --> 00:35:02.688]  George Soros is an 11.
[00:35:03.928 --> 00:35:04.729]  Vladimir Putin's about a 2.
[00:35:06.290 --> 00:35:06.910]  Joe Biden's about a 5.
[00:35:09.258 --> 00:35:15.483]  When you come to actual policies, Tim being as bad as it gets, Soros is an 11, Bill Gates is a 12.
[00:35:18.185 --> 00:35:22.748]  These people want total destruction of humanity, total destruction of our children.
[00:35:23.089 --> 00:35:42.373]   And the nerve of Soros, we played the clip earlier, to come out and say that China is like Nazi Germany, when it was George Soros on record, That helped round up thousands of Jews.
[00:35:44.635 --> 00:35:45.976]  The Nazis called him a bloodhound.
[00:35:46.476 --> 00:35:51.000]  He was young, looked non-threatening, and he would go find hidden Jews.
[00:35:51.780 --> 00:35:52.661]  And go report them.
[00:35:52.961 --> 00:35:54.643]  He was the type that would hunt down Anne Frank.
[00:35:55.503 --> 00:36:05.852]  And so we get to be lectured by the ADL and him about how good they are, and how Americans are bad, and how my grandfather's that almost died fighting Hitler, they're Nazis, but George Soros that worked for him, he's good!
[00:36:09.229 --> 00:36:10.050]  What a sicko!
[00:36:11.371 --> 00:36:12.372]  But he's a failure, folks.
[00:36:12.392 --> 00:36:13.192]  He's an evil person.
[00:36:13.472 --> 00:36:17.716]  Him and his son, Alexander, and their weird Aleister Crowley rituals they're on video doing.
[00:36:17.956 --> 00:36:19.497]  I mean, these are some sickos, folks.
[00:36:20.358 --> 00:36:21.659]  And they hate everybody.
[00:36:21.999 --> 00:36:26.523]  Whether you're American, or whether you're a Russian, or Chinese, black, white, he hates you all.
[00:36:27.023 --> 00:36:35.790]  He's gotten all these DAs elected, and they cut the police and just let crime and murder and rape quadruple, carjackings up fivefold, murders have tripled, everything falling apart.
[00:36:36.090 --> 00:36:36.791]  He loves it!
[00:36:37.737 --> 00:36:41.618]  He collapsed over 20-plus countries and stole the pension funds of old people.
[00:36:42.319 --> 00:36:44.459]  He was a villain on the news when I was a kid.
