[00:00:03.578 --> 00:00:04.138]  Will you fight?
[01:38:33.083 --> 01:38:57.074]  I think it's important to talk about how they spun what you said and some of the things that have happened to you and how they're trying to go after you because if they can take down Ted Nugent, somebody who's actually alive, whose heart is beating, and if they can demonize that, if we don't stand behind Ted Nugent, even if people don't 100% agree with you out there, they've got to stand behind you in the First Amendment because if they can take you down, kind of the guy up there on the point,
[01:38:57.714 --> 01:39:07.426]  I mean, Second Amendment, you think of Ted Nugent and George Washington, and then down the road maybe Alex Jones and Ron Paul and the NRA, but I mean, let's say it, you're Mr. Second Amendment.
[01:39:07.786 --> 01:39:11.791]  I mean, buddy, I know you got the Second Amendment, but I hope you got bodyguards.
[01:39:12.152 --> 01:39:13.754]  You really are front and center.
[01:39:14.314 --> 01:39:15.175]  Have you realized that?
[01:39:16.445 --> 01:39:16.745]  I think so.
[01:39:35.051 --> 01:39:36.631]  Yeah, the system demonizes the founders.
[01:39:36.871 --> 01:39:38.132]  The system demonizes the founders.
[01:39:38.152 --> 01:39:40.412]  So I'm saying, you're Mr. Second Amendment.
[01:39:40.852 --> 01:39:42.033]  Tell us about the persecution.
[01:39:42.453 --> 01:39:44.773]  Well, you know, I've been a hunter my whole life.
[01:39:44.814 --> 01:39:46.614]  My dad raised me to be law-abiding.
[01:39:46.674 --> 01:39:50.115]  I've been a sheriff's deputy for over 34 years now.
[01:39:50.675 --> 01:39:56.777]  I conduct federal raids here in Texas with the FBI, the ATF, the DEA, the Texas Rangers, and the federal marshals.
[01:39:57.397 --> 01:40:02.078]  I've been very active, hands-on, in law enforcement for over 30 years now.
[01:40:03.018 --> 01:40:10.963]  My point being is that you don't become a sheriff's deputy, you're not invited on federal, you know, fugitive felony raids if you're a questionable guy.
[01:40:10.983 --> 01:40:16.346]  You have to prove yourself, and I proved myself during my training, and I've proven myself during these raids.
[01:40:17.107 --> 01:40:21.590]  Well, I'm solidly in the asset column, but I've always been a legal hunter.
[01:40:21.630 --> 01:40:23.811]  My dad said, you don't dare break a law.
[01:40:23.851 --> 01:40:26.172]  I've never hunted out of season with the wrong weapon.
[01:40:26.453 --> 01:40:31.816]  I've always bought every tag and every license and every permit and really watched my P's and Q's.
[01:40:32.376 --> 01:40:41.758]  Well, a number of years ago, I was hunting in California, and our Ted Nugent Spirit of the Wild show on Outdoor Channel has been the number one show, outdoor hunting show, for over 26 years now.
[01:40:42.098 --> 01:40:45.599]  Every year, we become the viewer's favorite, because I do it honestly.
[01:40:45.639 --> 01:40:50.800]  I do it documentary style, real down-to-earth, natural, organic, killing-your-own-food.
[01:40:50.820 --> 01:40:52.741]  I don't play games, and I don't apologize.
[01:40:53.559 --> 01:40:54.840]  Well, the U.S.
[01:40:54.900 --> 01:41:09.072]  Fish and Wildlife Service has been so infested with anti-hunting, anti-wildlife, anti-Ted Nugent idiots, that in California, hunting an apple orchard on our TV show on Spirit of the Wild, we showed it on the air.
[01:41:09.733 --> 01:41:16.398]  I had bought my licenses and double-checked all the legalities with the director of California Fish and Game, James Fong.
[01:41:17.159 --> 01:41:19.561]  Long story short, after the show aired,
[01:41:20.734 --> 01:41:20.895]  U.S.
[01:41:20.975 --> 01:41:23.965]  Fish and Wildlife jackbooted thugs.
[01:41:24.848 --> 01:41:26.775]  Subhuman punks.
[01:41:27.555 --> 01:41:42.801]  I had a 36-man, guns-drawn, pre-dawn raid on my three hunting buddies' homes in California based on the allegation equal to a jaywalking ticket that I was hunting over bait.
[01:41:43.282 --> 01:41:50.645]  Alex, they kicked down doors, they confiscated guns and bows and video cameras and telephones
[01:41:54.718 --> 01:41:55.499]  We're good to go.
[01:42:10.101 --> 01:42:19.124]  I had placed a bait, which they did all kinds of forensic, uh, soil sample tests, and they came up with nothing.
[01:42:19.505 --> 01:42:34.090]  But because the allegations were such a scam, it was such a trumped-up railroad, uh, witch hunt, that the attorneys in California said I could beat it, no question, but it would cost me between a quarter and a half million dollars.
[01:42:34.270 --> 01:42:39.112]  And remember, a jackbooted 36-man with guns drawn pre-deployment.
[01:42:43.295 --> 01:42:56.603]  It just shows what crazy authoritarians they are and how they use regulations to harass people but then exempt themselves when Obama's given a half billion dollars to his buddies to a fake energy company.
[01:43:02.845 --> 01:43:03.846]  I had tried everything.
[01:43:03.906 --> 01:43:08.973]  I'd cut back the amount of food I was eating, I was lifting weights and jogging, but nothing was working.
[01:43:09.393 --> 01:43:13.878]  My body was literally starving for minerals and trace elements as well as key vitamins.
[01:43:14.219 --> 01:43:20.607]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[01:43:21.087 --> 01:43:31.556]  Now, there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[01:43:32.297 --> 01:43:36.441]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[01:43:36.781 --> 01:43:42.807]  When I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months.
[01:43:43.047 --> 01:43:44.188]  Now, that's results.
[01:43:44.588 --> 01:43:56.722]  I want to challenge my listeners to go to Infowarsteam.com and to order just three of their products and you will see the changes in the way you look, feel, and in your appetite almost immediately.
[01:43:57.122 --> 01:43:59.345]  Start your journey to health and wellness today.
[01:43:59.665 --> 01:44:00.727]  Infowarsteam.com
[01:44:02.208 --> 01:44:03.849]  Introducing Pro-1.
[01:44:04.089 --> 01:44:07.611]  All of your filtration in one system, portable, on-the-go.
[01:44:07.751 --> 01:44:12.153]  No more do you have two or three filters to just reduce sodium fluoride.
[01:44:12.273 --> 01:44:18.276]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:44:18.396 --> 01:44:29.181]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[01:44:29.381 --> 01:44:35.686]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[01:44:35.887 --> 01:44:50.619]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[01:44:53.181 --> 01:44:58.507]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[01:45:02.415 --> 01:45:09.281]  It's no secret that pathogens such as bacteria, viruses, moles, and fungus can inflict severe damage in the human body.
[01:45:09.441 --> 01:45:13.885]  Fortunately, a new and vastly improved silver solution has been developed.
[01:45:14.065 --> 01:45:24.694]  Supernatural Silver is a revolutionary, broad-spectrum, antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[01:45:24.894 --> 01:45:30.699]  Supernatural Silver is unique and superior to colloidal and ionic silvers, using a
[01:45:30.819 --> 01:45:38.462]  Patented technology that is highly effective against colds, flus, infections, food poisoning, and yeast, in addition to many other pathogens.
[01:45:38.782 --> 01:45:47.566]  Supernatural Silver is scientifically supported, extremely safe, and is the number one choice of thousands of people for immune system support.
[01:45:47.666 --> 01:45:51.207]  Find out how Supernatural Silver could change your life.
[01:45:51.327 --> 01:45:55.289]  Go to SupernaturalSilver.com and use the promo code HEALTHY
[01:45:55.529 --> 01:46:00.871]  For 20% off, that's SupernaturalSilver.com and like us on Facebook.
[01:46:03.849 --> 01:46:11.535]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:46:11.975 --> 01:46:15.597]  Alex and his staff have used these pure soap products for years.
[01:46:16.038 --> 01:46:22.863]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:46:23.343 --> 01:46:26.165]  See them on the web at 5starsoap.com.
[01:46:26.365 --> 01:46:30.869]  Or call 800-340-7091 for a free catalog.
[01:46:31.209 --> 01:46:36.873]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:46:37.134 --> 01:46:42.258]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:46:42.558 --> 01:46:44.179]  This is an amazing deal.
[01:46:44.539 --> 01:46:49.143]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:46:49.763 --> 01:46:52.926]  See them on the web at 5starsoap.com or call
[01:46:53.466 --> 01:46:57.410]  800-340-7091 for a free catalog.
[01:47:03.174 --> 01:47:04.335]  Coast to Coast.
[01:47:04.715 --> 01:47:06.057]  Direct from Austin.
[01:47:06.757 --> 01:47:10.080]  You're listening to the Alex Jones Broadcasting Network.
[01:47:10.480 --> 01:47:19.728]  The Alex Jones Show.
[01:47:21.377 --> 01:47:32.305]  I take it personal when people are trying to take our little ranch we've had since Texas Independence because under the estate tax, we won't be able to keep it.
[01:47:32.325 --> 01:47:33.566]  In fact, it used to be a lot bigger.
[01:47:33.687 --> 01:47:39.071]  Most of it's been sold off because of estate taxes the last 50 years when grandparents and people died.
[01:47:39.787 --> 01:47:48.213]  When they're trying to take my guns, and I know it's because they're authoritarians, I've read the UN Treaty debates where they admit it's about a monopoly of power of the government.
[01:47:48.273 --> 01:47:49.054]  I take it personal.
[01:47:49.414 --> 01:47:59.682]  When Piers Morgan lies and says, I don't want all your guns, when Obama and all the rest of them have been on record saying they want the abolition of civilian ownership of firearms, it makes me mad.
[01:48:00.222 --> 01:48:08.289]  But I know they're following a blueprint of disirement, and then talking to me like I'm stupid, and telling me, oh no, you're just a conspiracy theorist, it makes me angry.
[01:48:08.770 --> 01:48:21.762]  And I see somebody like Ted Nugent, hard-charging, seven days a week, as I follow the media, out there, standing up for liberty, for all of us, knowing if they take the Second Amendment, if they're that bold, they're going to take everything.
[01:48:22.142 --> 01:48:25.249]  Now, so what do you say about waking up and being alive?
[01:48:25.310 --> 01:48:30.501]  I know you've been alive and awake forever because of where you came from, but what do you say to those that are in a damn coma?
[01:48:32.148 --> 01:48:34.049]  The prognosis is improving every day, Alex.
[01:48:34.149 --> 01:48:38.731]  I'm sure you see it from your callers and the people you hang out with, especially here in the great Republic of Texas.
[01:48:39.171 --> 01:48:53.517]  You know, if you've met my kids, my grandkids, my wife, Jemaine, my brothers, my sister, all my hunting buddies, the production team for our tetanus and spiritual wild, our sunrise safaris, guides, all the people that we hunt with, and we do all the charity work with all the children's charity.
[01:48:53.758 --> 01:49:01.661]  Just working hard, playing hard America, where a few years ago they might have rolled their eyes when I said you shouldn't give up Saturday night specials.
[01:49:01.681 --> 01:49:02.001]  I don't
[01:49:25.538 --> 01:49:25.798]  I think so.
[01:49:40.695 --> 01:49:43.256]  Yeah, this guy is too easy to beat.
[01:49:43.296 --> 01:49:48.699]  This guy is too easy to decapitate with his fantasy and his British cult of denial.
[01:49:49.039 --> 01:49:56.683]  All you have to do is like you do and I do and everybody else I've seen lately though, we'll talk about the effectiveness of various individuals in a second.
[01:49:57.600 --> 01:50:10.891]  The evidence is 100% on our side, and if we are aware of that evidence, and we know how to bring it to the argument, bring it to the so-called debate, as you did, and as I did, and more and more people are learning to do.
[01:50:10.911 --> 01:50:13.733]  You know, we got a hero at the NRA, Chris Cox.
[01:50:13.753 --> 01:50:20.679]  Wayne LaPierre is getting better all the time when it comes to standing up for what right to keep and bear arms shall not be infringed stands for.
[01:50:21.060 --> 01:50:22.841]  So the prognosis is increasing.
[01:50:23.985 --> 01:50:24.906]  We're good to go.
[01:50:39.358 --> 01:50:40.219]  We're good to go.
[01:50:57.953 --> 01:51:06.442]  It is so amazing to watch China build three new coal power plants a week, but we're having them shut down when they're clean burning.
[01:51:06.882 --> 01:51:12.147]  They want this country bankrupted to make us dependent on them.
[01:51:12.488 --> 01:51:18.994]  And, you know, even on our little ranch in East Texas, we've been hunting out there and
[01:51:21.021 --> 01:51:43.921]  This is a county where, you know, my grandfather was the tax assessor and stuff, and now, oh, we're, you know, we're here to search everything you're doing here on your ranch because you've got hunters out here under a federal grant, and we found out they were harassing people everywhere, old families who have no criminal records, and it's all about government basically pissing on us to let us know, hey,
[01:51:44.762 --> 01:51:52.049]  You're a criminal, government is God, and it just really lights a fire under my butt to just fight that much harder.
[01:51:52.944 --> 01:51:55.806]  And let me tell you, I've got some great friends in U.S.
[01:51:55.846 --> 01:52:02.450]  Fish and Wildlife, and I'm not saying friends because I'm a schmooze with them, it's because we are dedicated to conservation.
[01:52:02.890 --> 01:52:16.519]  So I salute the genuine and law-abiding federal agents of every agency out there, but I hope the ones that are guilty are pissed off when they hear me talk about that, because if you're angry at what I'm saying, that would be guilt.
[01:52:19.008 --> 01:52:27.913]  Well, the SWAT team raid is meant to chill and intimidate everybody into lying about you to throw Ted Nugent in jail.
[01:52:27.933 --> 01:52:31.775]  Because if they can get Ted Nugent, they can get everybody else after that.
[01:52:31.935 --> 01:52:33.456]  And they tried it with my buddies.
[01:52:33.496 --> 01:52:34.416]  They actually reached it.
[01:52:34.456 --> 01:52:35.757]  Well, here's the clincher.
[01:52:36.137 --> 01:52:40.680]  These subhuman punks, jack-booted punks, kicked down the wrong door.
[01:52:40.700 --> 01:52:46.463]  And I don't know if you know anything about search warrants, but I've actually participated in a number of search warrants as the searcher.
[01:52:47.555 --> 01:52:47.855]  Incredible.
[01:53:12.128 --> 01:53:13.229]  Probably the only person who hadn't.
[01:53:14.350 --> 01:53:20.736]  Again, this is what's so crazy about it, is that they just continue to get crazier and crazier.
[01:53:20.776 --> 01:53:26.961]  Just like, when you read the Declaration of Independence, Ted Nugent, is it not like a mirror of what we're seeing unfold now?
[01:53:27.862 --> 01:53:28.522]  Absolutely.
[01:53:28.583 --> 01:53:30.364]  And I've said it over and over again.
[01:53:30.384 --> 01:53:33.207]  The Declaration of Independence, the U.S.
[01:53:33.287 --> 01:53:34.828]  Constitution, the Bill of Rights.
[01:53:35.509 --> 01:53:38.972]  If I was dropped here naked in the year four,
[01:53:40.160 --> 01:53:48.429]  I could have written down all those points, even not being the victim of tyranny and oppression.
[01:53:48.870 --> 01:53:50.271]  I know what freedom is.
[01:53:50.512 --> 01:53:59.521]  It's how God designed us to be self-sufficient, rugged individualism, to pursue our individual dreams, to be an asset to the people around us.
[01:53:59.561 --> 01:54:00.162]  Self-evident.
[01:54:01.915 --> 01:54:02.435]  I don't know.
[01:54:27.133 --> 01:54:31.454]  And they try to demonize you for that, but that's self-evident right to not be a slave.
[01:54:32.294 --> 01:54:35.955]  All the Bill of Rights and Constitution does is point out what's already there.
[01:54:35.975 --> 01:54:40.636]  And I loved how they tried to spin, you know, what you said about Obama.
[01:54:40.656 --> 01:54:42.476]  Do you have any comments on that?
[01:54:42.496 --> 01:54:48.258]  You know, are you talking about the time my friends from the Secret Service came and visited me?
[01:54:48.478 --> 01:54:48.678]  Yes.
[01:54:56.192 --> 01:54:56.833]  I don't know.
[01:55:05.385 --> 01:55:30.704]  Just doing somersaults in their own excrement trying to attribute quotes to me that never came out of my mouth and nowadays of course everything is on film and there's there's there's recorded records of everything that comes out of my mouth yet they still lie for their teeth so it was a pleasant experience but again if you're going to take on
[01:55:31.440 --> 01:55:32.062]  The devil.
[01:55:32.543 --> 01:55:41.703]  You have got to be prepared for the devil's gang to misrepresent, to lie, to obfuscate, to literally...
[01:55:42.850 --> 01:55:47.873]  Go crazy trying to attribute something to you that never took place.
[01:55:48.073 --> 01:55:55.859]  So all I can tell you about my experience with the Secret Service, number one, I trained with them here in Texas, and I trained with them around the country.
[01:55:55.899 --> 01:56:03.243]  They were actually part of President Bush's personal counter-assault team, and they trained on my ranch up here near Waco, Texas.
[01:56:03.644 --> 01:56:05.565]  And I had a meeting with what I
[01:56:06.431 --> 01:56:06.811]  Absolutely.
[01:56:23.046 --> 01:56:23.366]  I think so.
[01:56:40.882 --> 01:56:58.328]  They had to check off the boxes because Sheila Jackson Lee and President Obama and Eric Gunrunning Holder and all his communist czars and Barbara Boxer and Dianne Feinstein and all these maniacs, they hate me so much that they forced the Secret Service to investigate me.
[01:56:58.748 --> 01:57:04.990]  And at the end of the meeting, they said, well, we understand now, Mr. Nugent, we appreciate your time and your professionalism and your courteousness.
[01:57:05.510 --> 01:57:14.455]  And, uh, we realize now that there is no threat against anybody, that you did not threaten the President, and we apologize for wasting your damn time.
[01:57:15.215 --> 01:57:19.817]  So everybody out there, number one, be a member of the National Rifle Association.
[01:57:20.197 --> 01:57:23.059]  Give away membership to the National Rifle Association.
[01:57:23.359 --> 01:57:25.860]  Join your state firearms organization.
[01:57:26.160 --> 01:57:32.423]  Let your elected officials know that you know that the right to keep and bear arms shall not be infringed.
[01:57:35.206 --> 01:57:37.950]  Absolutely, and if they don't like it, get out of America.
[01:57:38.010 --> 01:57:39.833]  Ted Nugent, this has been our best interview ever.
[01:57:40.133 --> 01:57:41.114]  TedNugent.com.
[01:57:41.134 --> 01:57:42.997]  Look forward to having you back again as soon as you can.
[01:57:43.297 --> 01:57:45.080]  The Black Power Tour starts now.
[01:57:45.360 --> 01:57:46.422]  TedNugent.com.
[01:57:46.482 --> 01:57:48.785]  I'm Alex Jones with InfoWars.com.
[01:57:48.805 --> 01:57:49.646]  We'll be right back.
[01:57:49.686 --> 01:57:50.107]  Stay with us.
[01:57:52.867 --> 01:57:55.930]  You prepare by purchasing gold, food, and firearms.
[01:57:56.270 --> 01:58:01.735]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[01:58:02.316 --> 01:58:05.519]  When you're sleeping or away from home, who's watching out for intruders?
[01:58:06.199 --> 01:58:07.460]  Check out SimpliSafe.
[01:58:07.801 --> 01:58:11.664]  It's a new do-it-yourself home security system that is completely wireless.
[01:58:12.265 --> 01:58:14.307]  Go to GetSimpliSafe.com.
[01:58:14.947 --> 01:58:17.329]  SimpliSafe is independent and off the grid.
[01:58:17.689 --> 01:58:21.492]  It runs on battery power, so even if the grid goes down, you're protected.
[01:58:22.052 --> 01:58:28.197]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[01:58:28.717 --> 01:58:30.239]  Get SimpliSafe.com
[01:58:31.039 --> 01:58:35.241]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[01:58:35.702 --> 01:58:37.883]  So there's no need to let a stranger into your home.
[01:58:38.423 --> 01:58:42.005]  If you move or need to relocate, you can take the system with you wherever you go.
[01:58:42.505 --> 01:58:48.928]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[01:58:49.509 --> 01:58:51.670]  Again, that's GetSimplySafe.com.
[01:58:52.850 --> 01:58:54.171]  Your freedoms are on the line.
[01:58:54.391 --> 01:58:56.012]  The Second Amendment is in danger.
[01:58:56.212 --> 01:58:58.294]  How soon before your freedoms are taken away?
[01:58:58.554 --> 01:59:00.095]  What can you not live without?
[01:59:00.275 --> 01:59:01.716]  What is your greatest dependency?
[01:59:01.976 --> 01:59:02.697]  Is it your guns?
[01:59:02.957 --> 01:59:03.597]  Is it your home?
[01:59:03.918 --> 01:59:05.038]  No, it's food.
[01:59:05.338 --> 01:59:07.220]  It all boils down to the food supply.
[01:59:07.460 --> 01:59:10.742]  Tyrannical governments control people by controlling their food supply.
[01:59:10.942 --> 01:59:12.023]  Don't be dependent.
[01:59:12.203 --> 01:59:13.104]  Be self-sufficient.
[01:59:13.544 --> 01:59:14.845]  Wait for the government to feed you.
[01:59:14.925 --> 01:59:15.645]  Feed yourself.
[01:59:16.045 --> 01:59:18.147]  I can warn you, but I can't feed you.
[01:59:18.267 --> 01:59:21.608]  Do like Alex has done and get a supply of food from eFoodsDirect.
[01:59:21.829 --> 01:59:24.430]  It's the best long-term storable food on the planet.
[01:59:24.570 --> 01:59:26.691]  Get the popular Mega Patriot Pack free.
[01:59:26.931 --> 01:59:30.373]  A 24-day supply of food plus stove, cook pot, and fuel.
[01:59:30.553 --> 01:59:30.833]  Call 800-409-FOOD.
[01:59:31.954 --> 01:59:34.015]  You're listening to the Alex Jones Broadcasting Network.
