[00:00:25.461 --> 00:00:28.422]  You've got one!
[01:42:00.678 --> 01:42:04.843]  You have to recognize the fact that... Zbigniew Brzezinski's talked about this.
[01:42:05.083 --> 01:42:08.247]  These multinational corporations are laying this pipeline.
[01:42:08.488 --> 01:42:11.552]  You have to look at Exxon Mobil.
[01:42:13.171 --> 01:42:14.471]  Caterpillar's a company.
[01:42:14.792 --> 01:42:16.192]  We won't talk about that right now.
[01:42:16.792 --> 01:42:19.433]  Ringling Brothers, when it talks about animal abuse.
[01:42:19.993 --> 01:42:23.094]  Monsanto's, which was one of my favorites to talk about.
[01:42:23.874 --> 01:42:27.815]  As I said a few minutes ago, the FDA is controlled by Monsanto's.
[01:42:28.316 --> 01:42:39.699]  When you talk about the Terminator seed, and you're talking about using food as a weapon, Monsanto's name has to come up, and we have to call Monsanto's to account for all the abuses.
[01:42:39.759 --> 01:42:42.300]  We have to bring them to the table of accountability.
[01:42:43.715 --> 01:42:44.416]  Just a few more.
[01:42:44.436 --> 01:42:46.978]  This one shocked me.
[01:42:46.998 --> 01:42:50.781]  Because I was a candy bar eating young man when I was growing up.
[01:42:51.141 --> 01:42:52.342]  When you talk about Nestle's.
[01:42:53.864 --> 01:43:01.010]  And we talk about these companies giving millions and millions of dollars to back, not only Barack, but these other candidates.
[01:43:01.490 --> 01:43:03.472]  Because they want to put together an agenda.
[01:43:04.453 --> 01:43:04.733]  Alright?
[01:43:04.893 --> 01:43:06.194]  They're trying to push an agenda.
[01:43:09.977 --> 01:43:11.839]  This next couple may blow your mind.
[01:43:13.581 --> 01:43:14.383]  British Petroleum.
[01:43:14.583 --> 01:43:15.044]  BP.
[01:43:15.966 --> 01:43:17.249]  You know what BP stands for.
[01:43:17.910 --> 01:43:19.674]  Not British Petroleum, but Big Pimpin'.
[01:43:21.418 --> 01:43:22.179]  The hell can you...
[01:43:23.234 --> 01:43:33.178]  Accidentally dumped millions and millions of gallons of oil and throwing off the eco-balance of the planet, man!
[01:43:33.578 --> 01:43:35.759]  Not just America, but the planet!
[01:43:36.279 --> 01:43:40.601]  The people in foreign countries are tasting that oil that was spilled.
[01:43:41.221 --> 01:43:44.842]  So BP not only stands for British Petroleum, but Big Pimpin'.
[01:43:46.383 --> 01:43:49.344]  Definitely British Petroleum is on the list.
[01:43:49.824 --> 01:43:51.745]  Last, but not least,
[01:43:53.410 --> 01:43:54.338]  Buckle your seatbelt.
[01:43:54.984 --> 01:43:55.529]  Dyna-Corp.
[01:43:57.128 --> 01:44:04.635]  When you're talking about selecting a president of the United States of America, Dynacorp is probably at the head.
[01:44:05.035 --> 01:44:09.439]  When you do the research on Dynacorp, hell man, you might as well go to bed.
[01:44:10.240 --> 01:44:11.621]  Dynacorp International.
[01:44:12.202 --> 01:44:23.352]  This privatized military company is often hired by the United States government to protect American interests overseas so that the government can claim no responsibility for Dynacorp's action.
[01:44:24.622 --> 01:44:28.545]  Now we need to look at the brutality of Dynacorp International.
[01:44:29.386 --> 01:44:29.726]  Alright?
[01:44:30.086 --> 01:44:33.029]  And we need to hold Dynacorp accountable.
[01:44:34.450 --> 01:44:42.556]  And this is critical because I believe it was in the book by, please correct me if I'm wrong, Diary of an Economic Hitman.
[01:44:43.317 --> 01:44:46.920]  And it's very critical that who are these companies that go in?
[01:44:48.936 --> 01:44:53.621]  that go in prior to it hitting the news in America.
[01:44:53.921 --> 01:45:00.487]  Who are these companies that go in to destabilize countries and buy off leaders and install leaders and put them in place?
[01:45:00.828 --> 01:45:04.531]  Working along with the CIA, Dynacorp International.
[01:45:05.452 --> 01:45:07.675]  Welcome to the club, ladies and gentlemen.
[01:45:08.375 --> 01:45:12.139]  This is a dirty business, but someone has to tell the story.
[01:45:12.159 --> 01:45:12.940]  Let me tell you something.
[01:45:14.605 --> 01:45:15.906]  You may not like Alex Jones.
[01:45:16.847 --> 01:45:21.870]  You may not like some of the things that Alex Jones puts on PrisonPlanet.com and Infowars.com.
[01:45:21.910 --> 01:45:26.113]  You may not like some of the DVDs, Endgame and some of the other DVDs.
[01:45:26.133 --> 01:45:27.774]  You may not like some of the information.
[01:45:28.014 --> 01:45:31.397]  Hell, you might not even like the way Alex Jones combs his f***ing hair.
[01:45:31.897 --> 01:45:35.039]  But you've got to respect the man for the information that he's putting out.
[01:45:35.420 --> 01:45:37.541]  Plain and simple because it speaks truth to power.
[01:45:38.181 --> 01:45:42.625]  And if you're that kind of coward and that kind of individual that cannot at least say you know something,
[01:45:43.405 --> 01:45:46.467]  The man is sticking to what he believes and sticking to the information.
[01:45:46.928 --> 01:45:47.288]  Alright?
[01:45:48.689 --> 01:45:53.432]  We have to respect the fact that the man is holding true to speaking truth to power.
[01:45:54.613 --> 01:45:54.913]  Alright?
[01:45:55.133 --> 01:45:55.974]  Let's understand that.
[01:45:56.714 --> 01:45:58.236]  Fifteen deadliest corporations.
[01:45:59.036 --> 01:46:01.078]  Hidden histories of guns and presidents.
[01:46:03.433 --> 01:46:20.084]  Not only that, the U.S.A., uh, created, uh, pardon me, Al-Qaeda created, uh, by the C.I.A., and corporatism, uh, corporatism, a system of, uh, control designed by the monopoly of men that call themselves, um, the Global Belief.
[01:46:20.685 --> 01:46:21.665]  Wake up, America!
[01:46:22.326 --> 01:46:23.406]  Stop being sheeple!
[01:46:24.667 --> 01:46:24.967]  Alright?
[01:46:25.188 --> 01:46:32.793]  Stop falling for the machinations, and, and, that they sell us because it has a cute little tune to it, and funny looking colors, with dancing girls.
[01:46:33.943 --> 01:46:39.586]  Or with an idiot ass rapper and a hip hop song and a rap song attached to it.
[01:46:39.946 --> 01:46:46.649]  Stop falling for these particular tricks coming from the Obama Administration.
[01:46:47.149 --> 01:46:49.471]  Be well informed Americans.
[01:46:49.531 --> 01:46:51.512]  Be well informed individuals.
[01:46:52.072 --> 01:46:57.074]  Know and understand and look at every bill and every law that is passed.
[01:46:57.414 --> 01:46:58.235]  Because if you don't,
[01:46:59.346 --> 01:47:09.769]  You could be quietly signing on to something and signing something into law that will affect not only you, but your children's children's children.
[01:47:10.329 --> 01:47:11.289]  This is Professor Griff.
[01:47:11.309 --> 01:47:26.914]  I'm the Minister of Information, Public Enemy, and now that we've been inducted into the Rock and Roll Hall of Fame, it's best that we use that platform and use music as a gift that we've been given to speak truth to power.
[01:47:27.734 --> 01:47:35.442]  Music is a universal language, and if we don't use this particular platform to speak truth to power, then what good is the ****** award?
[01:47:36.684 --> 01:47:37.345]  Are you following me?
[01:47:37.765 --> 01:47:39.367]  Thank you all very much for listening to me.
[01:47:40.068 --> 01:47:43.731]  As I always say, revolution is not an event, it's a process.
[01:47:44.652 --> 01:47:46.214]  I'm one of those Infowarriors.
[01:47:46.635 --> 01:47:48.196]  I'm one of those Infomaniacs.
[01:47:48.925 --> 01:47:49.225]  Alright?
[01:47:49.765 --> 01:47:56.148]  So fine-tuned and raise the vibrational pitch of your thinking and let's stay in sync with one another.
[01:47:56.588 --> 01:47:58.428]  Like minds, like mind.
[01:47:58.809 --> 01:47:59.609]  I'm gonna say that again.
[01:48:00.189 --> 01:48:08.432]  Souls that can spark other souls that are like mine, like mine.
[01:48:08.912 --> 01:48:09.152]  Peace.
[01:48:09.172 --> 01:48:10.073]  This is Professor Griff.
[01:48:10.413 --> 01:48:10.613]  I'm out.
