[00:00:00.009 --> 00:00:00.909]  Not safe here.
[00:24:49.738 --> 00:24:56.179]  For the InfoWars Nightly News, you can also find it at PrisonPlanet.tv, the original name of our now
[00:24:57.939 --> 00:24:58.279]  What is it?
[00:24:58.299 --> 00:25:02.180]  Nine or ten years that we've had PrisonPlanet.tv.
[00:25:02.700 --> 00:25:05.241]  Okay, let me just fire through some of the headlines.
[00:25:05.301 --> 00:25:05.861]  I can do this.
[00:25:06.281 --> 00:25:10.502]  And then come back in the next segment and drill into the Second Amendment and then the economy.
[00:25:10.582 --> 00:25:11.902]  I've got to get to all this.
[00:25:11.922 --> 00:25:19.244]  We've also got Bilderberg 2013, Key Intel, so that is coming up as well.
[00:25:22.711 --> 00:25:36.700]  What they do when it comes to gun grabbing, I'm going to cover this in the next segment, is they just push and push and push and push, and then say, okay, you've won, we're not getting your guns, all right, you won the debate, even though we did win the debate, then they accelerate the next big push.
[00:25:37.300 --> 00:25:38.281]  Everybody goes, well, I won.
[00:25:38.301 --> 00:25:41.003]  It's kind of like, you know what, you won the fight, buddy.
[00:25:41.323 --> 00:25:41.843]  Fair and square.
[00:25:41.883 --> 00:25:44.005]  I started it, you won, you busted my nose.
[00:25:44.965 --> 00:25:46.186]  How about you give me a hand?
[00:25:47.387 --> 00:25:50.069]  And then the person shakes your hand and you left hook them right in the jaw.
[00:25:51.354 --> 00:25:55.496]  Or like, you know what, help me up, I'm sorry, you beat me, and you throw sand in their eyes.
[00:25:56.016 --> 00:25:58.317]  I mean, you've got to understand these are crooks.
[00:25:58.497 --> 00:26:01.358]  I mean, as soon as you get that through your head, you understand everything.
[00:26:01.739 --> 00:26:04.280]  They see you as a mark, and of course they're going to lie.
[00:26:05.140 --> 00:26:08.762]  People think, oh, the liberals, you know, they mean well, they're just dumb.
[00:26:08.782 --> 00:26:14.104]  Yeah, they go to the Senate worth a million dollars, and some estimates are she's worth $150 million.
[00:26:14.604 --> 00:26:17.265]  People corrected me about Dianne Feinstein.
[00:26:17.545 --> 00:26:18.466]  I was using old numbers.
[00:26:19.486 --> 00:26:20.587]  I mean, most of them are like that.
[00:26:21.693 --> 00:26:22.594]  I'll call her a crook.
[00:26:22.614 --> 00:26:23.195]  She's a crook.
[00:26:23.916 --> 00:26:31.246]  I don't care if she got a law passed saying that they get a waiver from the Senate Ethics Committee.
[00:26:32.068 --> 00:26:35.392]  What if the Senate Ethics Committee gave her a waiver that she could
[00:26:36.636 --> 00:26:38.618]  Barbecue children on her front lawn.
[00:26:38.839 --> 00:26:44.065]  It's like, hey, that woman's got a child on a spit over there, rotating him, roasting him, rotisserie.
[00:26:44.085 --> 00:26:48.530]  You know, she's got one of its thighs there, like a chicken leg, a turkey leg eating it.
[00:26:49.091 --> 00:26:50.072]  Arrest that woman.
[00:26:50.673 --> 00:26:51.974]  Oh no, no, that's a senator.
[00:26:53.176 --> 00:26:54.277]  She's above the law.
[00:26:54.297 --> 00:26:56.339]  And of course, that's where government will lead.
[00:26:57.299 --> 00:26:59.702]  Is with, you know, Nero roasting children.
[00:26:59.722 --> 00:27:01.465]  He actually did that and other things.
[00:27:02.206 --> 00:27:03.548]  You know, the Aztecs, the rest of it.
[00:27:03.648 --> 00:27:05.530]  I think I said I was going to get to some of the headlines, didn't I?
[00:27:06.011 --> 00:27:06.572]  Here it is!
[00:27:10.237 --> 00:27:14.582]  California announces semi-auto confiscation plan.
[00:27:15.774 --> 00:27:17.174]  Up at Infowars.com.
[00:27:17.694 --> 00:27:20.775]  And the breathless CBS News is so excited.
[00:27:20.995 --> 00:27:23.816]  Oh, California, the most populous state, is leading the nation.
[00:27:24.176 --> 00:27:28.417]  Why, they have a plan to only allow single-shot firearms in the state.
[00:27:28.457 --> 00:27:28.877]  That's right.
[00:27:29.277 --> 00:27:30.438]  Single-shot firearms.
[00:27:30.818 --> 00:27:32.518]  Firearms that only shoot one at a time.
[00:27:33.418 --> 00:27:34.319]  And it gets better.
[00:27:34.519 --> 00:27:35.059]  Yes, yes.
[00:27:35.579 --> 00:27:40.140]  All the people that have the guns that are going to be illegal, well, they've got to have a program to make them turn those in.
[00:27:41.954 --> 00:27:47.777]  At last, California will be safe for the defrocked police officer who reportedly ran around shooting other people.
[00:27:47.977 --> 00:27:51.638]  And then it shows cops all over the street running around with their .
[00:27:51.839 --> 00:27:51.638]  .
[00:27:51.859 --> 00:27:52.959]  .
[00:27:52.539 --> 00:27:52.959]  with their .
[00:27:52.999 --> 00:27:52.959]  .
[00:27:53.479 --> 00:27:54.560]  .
[00:27:53.839 --> 00:27:54.560]  308 rifles with .
[00:27:54.600 --> 00:27:54.560]  . .
[00:27:57.486 --> 00:28:00.908]  I saw a bunch of them with the silencers on the end, whatever that's needed for.
[00:28:00.928 --> 00:28:06.391]  It's not to scare the public, or they don't want to wear earphones themselves, or whatever the reason is.
[00:28:06.411 --> 00:28:12.755]  And helicopters, people are like out walking around, a woman in a helicopter lands, and why are you videotaping me?
[00:28:12.795 --> 00:28:14.096]  It's just insane.
[00:28:14.396 --> 00:28:15.277]  I've been out in L.A.
[00:28:15.297 --> 00:28:15.797]  quite a bit.
[00:28:15.857 --> 00:28:18.118]  I mean, it's like just choppers constantly.
[00:28:19.379 --> 00:28:20.900]  Imagine when there's 30,000 drones.
[00:28:20.920 --> 00:28:24.442]  They've already budgeted it in last year's FAA funding.
[00:28:24.462 --> 00:28:25.083]  30,000 drones.
[00:28:27.472 --> 00:28:29.134]  Can you imagine what it's going to be like?
[00:28:29.435 --> 00:28:38.887]  I've already got army helicopters flying over my house every day because I live off a creek and I guess they use it to fly off of as if they don't have all the GPS in there.
[00:28:39.921 --> 00:28:41.382]  And it's just constant.
[00:28:41.422 --> 00:28:46.465]  And, you know, when I tried to get Travis County to not buy another helicopter, it was like $11 million.
[00:28:46.565 --> 00:28:52.128]  It flew to my parents' house because for some reason that was my address that I never said is my address.
[00:28:52.188 --> 00:28:53.208]  Never lived at that house.
[00:28:53.388 --> 00:28:54.829]  I was moved out before they moved there.
[00:28:55.329 --> 00:28:57.390]  And they came and hovered over the trees.
[00:28:57.891 --> 00:28:59.011]  This is like 12 years ago.
[00:28:59.551 --> 00:29:00.612]  Now my mom has an iPhone.
[00:29:00.632 --> 00:29:01.372]  She's got it on tape.
[00:29:01.632 --> 00:29:02.253]  She comes out.
[00:29:02.893 --> 00:29:03.894]  They have the door open.
[00:29:04.634 --> 00:29:05.995]  On the helicopter they had.
[00:29:06.715 --> 00:29:08.036]  They hadn't bought the new ones yet.
[00:29:08.456 --> 00:29:09.597]  And flipped her off!
[00:29:10.277 --> 00:29:11.778]  That is a great idea!
[00:29:11.798 --> 00:29:16.741]  You're gonna come flip me off with my taxpayer-paid-for helicopter, Travis County.
[00:29:17.241 --> 00:29:21.183]  You need, you need to go to the right house.
[00:29:22.504 --> 00:29:28.487]  Oh, this crazy former cop with his manifesto and all this, who allegedly, reportedly looks pretty bad to me.
[00:29:29.607 --> 00:29:30.448]  This fits the real M.O.
[00:29:31.926 --> 00:29:32.827]  Not the stage demo.
[00:29:33.327 --> 00:29:35.688]  The big Obama supporter, big Piers Morgan supporter.
[00:29:35.968 --> 00:29:37.569]  He says, hey, take the citizens' guns.
[00:29:38.770 --> 00:29:40.571]  Look at how he's going haywire right there.
[00:29:40.591 --> 00:29:43.673]  And he says he's going to kill the families, reportedly, of the cops.
[00:29:43.733 --> 00:29:45.534]  Kind of like you went over and harassed my mom.
[00:29:45.734 --> 00:29:46.775]  Is that how your brains work?
[00:29:47.175 --> 00:29:50.737]  We'll be right back with a ton of news, the asteroid, the gun grab, and more.
[00:29:51.098 --> 00:29:51.978]  We're on the march.
[00:29:52.478 --> 00:29:54.079]  The empire's on the run.
[00:29:55.020 --> 00:29:57.682]  Alex Jones and the GCN Radio Network.
[00:30:02.287 --> 00:30:05.350]  You prepare by purchasing gold, food, and firearms.
[00:30:05.710 --> 00:30:11.156]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:30:11.757 --> 00:30:14.940]  When you're sleeping or away from home, who's watching out for intruders?
[00:30:15.640 --> 00:30:16.902]  Check out SimpliSafe.
[00:30:17.222 --> 00:30:21.086]  It's a new do-it-yourself home security system that is completely wireless.
[00:30:21.686 --> 00:30:23.729]  Go to GetSimpliSafe.com.
[00:30:24.369 --> 00:30:26.770]  SimpliSafe is independent and off the grid.
[00:30:27.110 --> 00:30:30.912]  It runs on battery power, so even if the grid goes down, you're protected.
[00:30:31.472 --> 00:30:37.615]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:30:38.135 --> 00:30:39.656]  Get SimpliSafe.com
[00:30:40.456 --> 00:30:44.677]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[00:30:45.117 --> 00:30:47.318]  So there's no need to let a stranger into your home.
[00:30:47.838 --> 00:30:51.419]  If you move or need to relocate, you can take the system with you wherever you go.
[00:30:51.919 --> 00:30:58.360]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:30:58.940 --> 00:31:01.101]  Again, that's GetSimplySafe.com.
[00:31:02.076 --> 00:31:07.519]  Looking back on 2012, I know personally I'm thanking God that my family and I made it through the year.
[00:31:07.539 --> 00:31:16.624]  From natural disasters like Hurricane Sandy and the devastating summer drought, to the family hardships brought on by a disastrous economy, our hearts go out to those that have lost everything.
[00:31:16.844 --> 00:31:23.048]  My friends at eFoods Direct hear from customers every day that are fortunate to weather life's storm by having a supply of food on hand.
[00:31:23.288 --> 00:31:26.532]  Danny from New York City wrote in following Hurricane Sandy and said,
[00:31:38.166 --> 00:31:38.846]  We're good to go.
[00:32:02.583 --> 00:32:08.418]  Now that we have moved into the winter season, there is an increased need to support our immunity and health.
[00:32:09.324 --> 00:32:15.227]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[00:32:16.067 --> 00:32:26.152]  Our most popular silver-based products are the 32-ounce Nano-Silver solutions, our 2-ounce Nano-Silver nasal applicators, as well as our all-natural silver soaps.
[00:32:27.033 --> 00:32:30.334]  Just released is our 100% natural silver gel.
[00:32:31.175 --> 00:32:37.358]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[00:32:38.098 --> 00:32:48.521]  But rather we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera to quickly penetrate and nourish the skin while delivering the silver more effectively.
[00:32:49.341 --> 00:32:57.064]  Visit www.silverlungs.com and click on our store page to find what silver based products are best for you.
[00:32:58.104 --> 00:33:01.045]  That's www.silverlungs.com
[00:33:10.414 --> 00:33:16.999]  All the leaves are brown And the sky is grey
[00:33:30.436 --> 00:33:31.357]  I'm Alex Jones, your host.
[00:33:31.437 --> 00:33:34.199]  We're going to have open phones today.
[00:33:34.239 --> 00:33:38.462]  Let me go ahead and fire the toll-free number out for you.
[00:33:38.482 --> 00:33:38.702]  It's 800-259-9231.
[00:33:38.722 --> 00:33:38.782]  800-259-9231.
[00:33:38.802 --> 00:33:41.384]  Wide open phones on any issue you wish to cover.
[00:33:56.866 --> 00:34:12.856]  Okay, let me run through again a bunch of the news here and then I'll get back into the Second Amendment and then back into the asteroid report that I haven't even gotten to yet with that video that we're going to be breaking down from NASA.
[00:34:13.584 --> 00:34:29.013]  And again, it's not that I think this asteroid is going to kill us, it's that it's coming right by the Earth, and it would, depending on estimates, be about like a hundred large hydrogen bombs going off, depending on what type of megaton calculation you look at.
[00:34:29.694 --> 00:34:30.674]  That's what they're estimating.
[00:34:31.334 --> 00:34:33.476]  Would not be, not be nice.
[00:34:34.528 --> 00:34:35.228]  Not be nice.
[00:34:35.288 --> 00:34:43.410]  It would probably cool the Earth's temperature down for a couple decades, because it would throw so much dust into the atmosphere that we know that's what happens.
[00:34:43.990 --> 00:34:48.091]  And I would not want to be within a couple thousand miles of it either.
[00:34:48.631 --> 00:34:50.791]  I mean, it did hit something like, say, New York City.
[00:34:51.211 --> 00:34:52.732]  There's no New York City left.
[00:34:55.892 --> 00:34:58.053]  And no Maryland left.
