[00:00:06.659 --> 00:00:07.920]  They fled from tyranny.
[01:24:03.210 --> 01:24:04.271]  What's really going to happen?
[01:24:04.511 --> 01:24:07.194]  I mean, it's, you know, we're told there's a rapture.
[01:24:07.995 --> 01:24:09.299]  So Christians all stand down.
[01:24:09.640 --> 01:24:11.465]  When did Christians get raptured in the Bible?
[01:24:11.666 --> 01:24:13.912]  I mean, what text, bottom line, where is it all going?
[01:24:14.233 --> 01:24:14.975]  What's going to happen?
[01:24:16.454 --> 01:24:18.575]  Well, we have to go to the book of Revelation.
[01:24:19.356 --> 01:24:20.596]  And I think it's all in there.
[01:24:20.616 --> 01:24:21.657]  The book of Daniel is important.
[01:24:21.697 --> 01:24:22.697]  Break down what's going to happen.
[01:24:23.418 --> 01:24:25.479]  Well, you know, we're seeing it now.
[01:24:26.299 --> 01:24:28.100]  We're seeing a cashless society.
[01:24:28.880 --> 01:24:32.382]  We're seeing robots that will take over for men.
[01:24:33.042 --> 01:24:34.783]  That's in Revelation 13.
[01:24:36.264 --> 01:24:43.688]  You know, we're going to see wars where androids, cyborgs, and human beings all conflict with each other.
[01:24:44.228 --> 01:24:47.891]  You won't know who the human being is, or the cyborg, or whatever.
[01:24:48.992 --> 01:24:54.096]  But it's interesting that the Bible talks about these creatures.
[01:24:55.157 --> 01:24:56.478]  And they're not human beings.
[01:24:56.498 --> 01:24:57.119]  They're like locusts.
[01:25:01.542 --> 01:25:02.583]  But they're like scorpions.
[01:25:02.603 --> 01:25:06.307]  They hurt people in their tails.
[01:25:07.228 --> 01:25:09.831]  And there's all kinds of strange creatures in the Bible.
[01:25:11.172 --> 01:25:14.055]  Up to our generation, we couldn't understand these things.
[01:25:14.536 --> 01:25:19.321]  How can these strange animal creatures do these things?
[01:25:19.361 --> 01:25:20.442]  Where are these creatures?
[01:25:20.482 --> 01:25:23.525]  We haven't seen them anywhere of all the animal species on Earth.
[01:25:24.486 --> 01:25:27.848]  But if you look at what the military is developing, there they are.
[01:25:28.269 --> 01:25:29.510]  There's the Alpha Dog.
[01:25:29.790 --> 01:25:31.431]  Look at the picture of the Alpha Dog.
[01:25:31.451 --> 01:25:35.734]  He's as big as 10 human beings.
[01:25:35.774 --> 01:25:38.716]  He can run 20 miles to track you.
[01:25:39.136 --> 01:25:42.358]  He's called the Alpha Dog by the Army.
[01:25:42.519 --> 01:25:43.439]  There's the Cheetah.
[01:25:43.860 --> 01:25:44.600]  Why is he called Cheetah?
[01:25:44.620 --> 01:25:45.321]  He's so fast.
[01:25:46.141 --> 01:25:48.984]  He's as fast, you know, three or four times as fast as a human.
[01:25:49.504 --> 01:25:53.648]  He's going to track you down, he's going to hunt you, and he's going to kill you.
[01:25:53.828 --> 01:25:54.648]  Well, here's an example.
[01:25:54.669 --> 01:25:57.411]  They have all these movies where humans go to outer space.
[01:25:57.931 --> 01:25:59.393]  All this happens, it's going to be great.
[01:25:59.893 --> 01:26:01.995]  But they've decided, no human space program now.
[01:26:02.275 --> 01:26:03.356]  It's all going to be robots.
[01:26:03.476 --> 01:26:05.738]  And Kurzweil and all of them say, we're going to merge with the machines.
[01:26:06.138 --> 01:26:07.540]  And he goes, I don't believe in God yet.
[01:26:07.740 --> 01:26:08.721]  I will become God.
[01:26:08.961 --> 01:26:09.762]  And they all believe this.
[01:26:11.123 --> 01:26:13.727]  Here's the thing, they've decided it's over for everybody.
[01:26:13.927 --> 01:26:22.338]  They've decided your course, my course, my children's course, and you read the Bible, it says the elite will throw their gold in the streets, they'll try to hide under mountains.
[01:26:22.798 --> 01:26:24.380]  They're all going to get cheated, aren't they?
[01:26:24.881 --> 01:26:27.945]  Well, they are, because they will go too far.
[01:26:28.686 --> 01:26:31.268]  They will all go too far in what they're doing.
[01:26:31.848 --> 01:26:36.112]  You know, I see this of Obama.
[01:26:36.452 --> 01:26:37.392]  I saw it of Bush.
[01:26:37.813 --> 01:26:40.295]  They will all go too far in what they're doing.
[01:26:40.695 --> 01:26:44.137]  You know, first of all, they underestimate you and I.
[01:26:45.031 --> 01:26:47.252]  Well, you know, you've got this program.
[01:26:47.673 --> 01:26:50.615]  You're at way over 100 stations.
[01:26:50.855 --> 01:26:55.318]  I mean, this is not... Somebody didn't come one day and say, I like your program, Alex.
[01:26:55.338 --> 01:26:56.859]  I'm going to give you 600 stations.
[01:26:57.099 --> 01:26:58.720]  That's the way they did Rush Limbaugh.
[01:26:58.740 --> 01:27:00.141]  That's the way they did Sean Hannity.
[01:27:00.561 --> 01:27:03.223]  You did it by, well, force of nature.
[01:27:03.503 --> 01:27:04.083]  God's help.
[01:27:04.184 --> 01:27:06.425]  Well, I was about to say, they have artificial intelligence.
[01:27:06.745 --> 01:27:10.828]  We have spiritual discernment and providence.
[01:27:11.248 --> 01:27:13.830]  We have the creator of the universe beaming us information.
[01:27:14.490 --> 01:27:14.951]  Absolutely.
[01:27:15.211 --> 01:27:18.413]  You know, people ask me all the time, how are you still alive?
[01:27:18.653 --> 01:27:19.714]  I would ask that of you.
[01:27:19.734 --> 01:27:20.775]  I think it's God.
[01:27:21.215 --> 01:27:21.776]  I think promise.
[01:27:21.816 --> 01:27:22.376]  I know it is.
[01:27:22.816 --> 01:27:23.457]  Absolutely.
[01:27:24.698 --> 01:27:26.259]  My grandmother prayed for me in South Austin.
[01:27:26.299 --> 01:27:26.819]  There you go.
[01:27:26.839 --> 01:27:27.480]  There you go.
[01:27:27.500 --> 01:27:29.201]  I've met your mom and dad.
[01:27:29.221 --> 01:27:30.522]  They're wonderful Christian people.
[01:27:31.302 --> 01:27:34.366]  And I don't think God is going to let anything happen to us.
[01:27:34.426 --> 01:27:35.967]  Remember, God is in control.
[01:27:36.267 --> 01:27:39.691]  Well, if I do get killed or you get killed, there's an overall mission in that.
[01:27:39.911 --> 01:27:40.692]  We don't want to die.
[01:27:40.712 --> 01:27:41.853]  We want to keep doing our work.
[01:27:42.334 --> 01:27:43.995]  But deep down, I'm not even afraid of getting killed.
[01:27:44.035 --> 01:27:45.857]  I'm afraid that I didn't do a good job yet.
[01:27:45.897 --> 01:27:47.779]  I want to really expose things.
[01:27:47.999 --> 01:27:49.421]  I want to learn how to shut up during an interview.
[01:27:52.363 --> 01:28:00.228]  Sure, but I mean, it's that I think it also takes their power when you just give it up, give up, you know, just give in and just say, God, it's in your hands.
[01:28:00.248 --> 01:28:02.670]  I mean, isn't that a powerful release?
[01:28:03.451 --> 01:28:05.012]  Because people think I'm trying to scare them.
[01:28:05.072 --> 01:28:06.713]  I'm trying to get people to take action.
[01:28:06.953 --> 01:28:09.695]  I'm not trying to scare them because I've given up my fear.
[01:28:10.196 --> 01:28:11.176]  I've just said, you know what?
[01:28:11.256 --> 01:28:12.097]  It's in your hands.
[01:28:12.177 --> 01:28:12.417]  Wow.
[01:28:13.598 --> 01:28:15.439]  But then people hear the show and they go, I'm scared.
[01:28:15.459 --> 01:28:17.421]  Well, you should be scared not to fight this.
[01:28:18.792 --> 01:28:20.793]  Well, it's like the robots.
[01:28:20.813 --> 01:28:23.354]  They're going to take our jobs.
[01:28:24.314 --> 01:28:26.735]  The Bible says... Yeah, there's no future if we don't beat this.
[01:28:26.775 --> 01:28:28.536]  What's the point of laying down to it?
[01:28:28.816 --> 01:28:35.199]  Well, Jesus Christ himself said, do not fear the man who can take your life.
[01:28:35.979 --> 01:28:38.700]  Fear the one who can take your life and your soul.
[01:28:39.120 --> 01:28:40.480]  They can't take our soul, Alex.
[01:28:40.820 --> 01:28:41.581]  We've got to give it up.
[01:28:42.581 --> 01:28:43.641]  Well, we don't have to even give it up.
[01:28:43.661 --> 01:28:44.422]  We're not going to give it up.
[01:28:44.462 --> 01:28:46.162]  No, no, exactly what I'm saying is we... Oh, God!
[01:28:46.222 --> 01:28:50.383]  Well, I mean, what's the... because you're a pastor as well as all the other... you know, PhDs and all the rest of it.
[01:28:50.723 --> 01:28:58.966]  What about the issue of... where it talks about the... in the Bible, they trafficked in men's souls in the end days.
[01:28:59.286 --> 01:28:59.986]  Well, it's Revelation 18.
[01:29:00.086 --> 01:29:01.527]  I think that's where we're into.
[01:29:02.047 --> 01:29:04.328]  If people want to know what age we're into, it's Revelation 18.
[01:29:04.568 --> 01:29:07.609]  There we see mystery Babylon the Great.
[01:29:08.189 --> 01:29:09.630]  But it's a great trading empire.
[01:29:10.150 --> 01:29:10.950]  It's free trade.
[01:29:11.030 --> 01:29:11.771]  That's how it controls.
[01:29:11.971 --> 01:29:15.532]  If you were trying to get into the alchemy, the witchcraft of it, get into that.
[01:29:15.952 --> 01:29:20.174]  Well, the alchemy, it says in Revelation 18 that everything is traded.
[01:29:20.234 --> 01:29:24.616]  You know, all of the goods that you can imagine are traded from nation to nation freely.
[01:29:24.716 --> 01:29:25.356]  It's free trade.
[01:29:26.756 --> 01:29:30.558]  And it says, even the souls of men are traded.
[01:29:30.919 --> 01:29:31.539]  Think about that.
[01:29:32.379 --> 01:29:39.003]  After talking about all of these, the perfumes, the merchandise, everything is traded.
[01:29:39.103 --> 01:29:42.484]  And look at the stock market and the DAX.
[01:29:43.825 --> 01:29:45.606]  We've got all of these markets all over the world.
[01:29:46.146 --> 01:29:49.688]  But they're trading the souls of men.
[01:29:49.708 --> 01:29:51.089]  I think that's interesting.
[01:29:51.909 --> 01:29:53.670]  They literally have the souls of men.
[01:29:53.970 --> 01:30:00.792]  I mean, the last four presidents we've had, George Herbert Walker Bush, George W. Bush, Bill Clinton, now Barack Obama.
[01:30:01.292 --> 01:30:02.932]  What is the difference between any of them?
[01:30:03.372 --> 01:30:04.533]  There's not a bit of difference.
[01:30:04.953 --> 01:30:06.833]  They sold their soul to the devil.
[01:30:07.674 --> 01:30:09.074]  They trafficked in that.
[01:30:09.414 --> 01:30:10.654]  They're part of Mystery Babylon.
[01:30:10.674 --> 01:30:15.556]  And that's why, if you look in their eyes closely, they all look sick, upset, and really scared, even if they're narcissists.
[01:30:15.916 --> 01:30:18.297]  You look at those guys, especially once they get in, they look freaked out.
[01:30:20.353 --> 01:30:21.774]  You know, they have to be frightened.
[01:30:21.834 --> 01:30:24.896]  I understand now that George W. Bush may actually have Alzheimer's.
[01:30:24.916 --> 01:30:26.077]  He's got something wrong with him.
[01:30:26.918 --> 01:30:30.580]  He's afraid to go in various countries around the world because they're going to arrest him.
[01:30:31.101 --> 01:30:33.082]  You know, I mean, the guy did do horrible things.
[01:30:33.783 --> 01:30:39.667]  Of course, the Republicans now are all talking about Obama using, you know, the drones and all of that.
[01:30:39.967 --> 01:30:41.448]  But hey, who originated this?
[01:30:41.748 --> 01:30:43.209]  Who got that whole program going?
[01:30:43.510 --> 01:30:43.950]  Of course, it was
[01:30:44.631 --> 01:30:46.134]  It's totally congruent.
[01:30:46.154 --> 01:30:49.422]  It's like Quigley said, they want the illusion of choice on the surface.
[01:30:49.722 --> 01:30:53.230]  Who was the last, not that he was perfect, but real President Eisenhower?
[01:30:53.270 --> 01:30:53.530]  Kennedy?
[01:30:55.169 --> 01:30:58.591]  I think the whole high-tech revolution that we're into now began in 1963.
[01:31:26.051 --> 01:31:28.754]  They're the ones that are going to develop the robots.
[01:31:28.774 --> 01:31:32.980]  They're the ones that are going to develop all these digital systems to watch us.
[01:31:34.962 --> 01:31:36.925]  It's interesting that Eisenhower would do that.
[01:31:36.985 --> 01:31:40.349]  Here's a five-star military general.
[01:31:41.050 --> 01:31:44.633]  I mean, if anybody would love the military-industrial complex, it would be him.
[01:31:45.013 --> 01:31:50.978]  But in his farewell, most times farewell addresses are just little, you know, peon things that they say.
[01:31:51.639 --> 01:31:54.441]  He said, watch out, technocrats are taking over.
[01:31:54.481 --> 01:31:57.043]  He gave a major speech the day he left office.
[01:31:57.423 --> 01:31:58.504]  It was his farewell address.
[01:31:58.744 --> 01:32:00.986]  If you can tell me what Truman or
[01:32:02.687 --> 01:32:06.870]  The Bushes said in their farewell address, you know, I'll pay you a hundred bucks.
[01:32:07.370 --> 01:32:08.191]  It was irrelevant.
[01:32:08.271 --> 01:32:08.851]  It was nothing.
[01:32:08.891 --> 01:32:09.432]  It was peanuts.
[01:32:09.752 --> 01:32:11.333]  But he said something very important.
[01:32:11.873 --> 01:32:20.238]  He said there is a technocratic elite here, the military-industrial complex, and they seek unwarranted influence.
[01:32:20.258 --> 01:32:20.519]  That's right.
[01:32:20.539 --> 01:32:21.139]  That's the full blow.
[01:32:21.179 --> 01:32:24.241]  And future generations are going to have to watch out for these people.
[01:32:24.261 --> 01:32:28.644]  You know, we went, unfortunately, right into the Vietnam War.
[01:32:29.856 --> 01:32:33.399]  And I think the 1963 assassination of JFK was a coup d'etat.
[01:32:34.179 --> 01:32:36.161]  And who took office but JFK?
[01:32:36.601 --> 01:32:39.183]  All of the intelligence agencies were working together.
[01:32:39.623 --> 01:32:44.987]  Even Israel and France were working together, their intelligence agencies, to kill JFK.
[01:32:45.467 --> 01:32:46.208]  LBJ got in.
[01:32:46.368 --> 01:32:47.709]  Everything changed in America.
[01:32:47.869 --> 01:32:48.770]  You know the old song?
[01:32:49.290 --> 01:32:51.852]  About Don McLean, the day America died.
[01:32:52.192 --> 01:32:53.012]  That was the day.
[01:32:53.153 --> 01:32:54.113]  We didn't realize it.
[01:32:54.413 --> 01:32:55.794]  But a coup d'etat occurred.
[01:32:56.034 --> 01:32:57.235]  Now, we've had other good people.
[01:32:57.635 --> 01:33:00.217]  I think Ronald Reagan was basically a good man.
[01:33:00.457 --> 01:33:01.037]  Well, they shot him.
[01:33:02.178 --> 01:33:02.979]  Well, that's true, too.
[01:33:03.379 --> 01:33:06.081]  Hinkley, I mean, the Bushes were involved in that.
[01:33:06.121 --> 01:33:10.163]  They were, because... Why are the Bushes so powerful as minions?
[01:33:10.924 --> 01:33:13.265]  I mean, that's because they were double dealers.
[01:33:13.965 --> 01:33:15.686]  Well, they'll do anything they're told to do.
[01:33:16.367 --> 01:33:17.528]  I mean, George W. Come on.
[01:33:18.408 --> 01:33:21.915]  You know, the guy really, I shouldn't say this, but he didn't have any real brains.
[01:33:22.476 --> 01:33:26.764]  But he would do anything that Dick Cheney and his handlers told him to do.
[01:33:26.784 --> 01:33:27.826]  Dick Cheney was the real president?
[01:33:27.886 --> 01:33:28.487]  I think he was.
[01:33:30.057 --> 01:33:33.179]  And I tell you, you keep going, Tex, and then we're going to go to break.
[01:33:33.239 --> 01:33:34.859]  I'm back with Ted Anderson with Financial News.
[01:33:35.380 --> 01:33:40.022]  Get over all the points that after this interview is over you wish you would have covered with all my digressing.
[01:33:40.642 --> 01:33:45.865]  Well, I think you put your finger on it in that article in your magazine, InfoWars.
[01:33:47.325 --> 01:33:53.128]  It's a shame you can't send that first issue again, where it had rise of the robots, the end of humanity.
[01:33:54.469 --> 01:33:56.590]  You know, I have a quote.
[01:33:58.126 --> 01:34:01.188]  By Dr. Paul Safa of Stanford University.
[01:34:01.748 --> 01:34:06.872]  I want people to get this in their mind and to really, you know, rumble it around.
[01:34:07.752 --> 01:34:09.934]  The things we're talking about are so fantastic today.
[01:34:09.954 --> 01:34:12.475]  It just seems like incredible.
[01:34:13.056 --> 01:34:22.362]  But listen, as he said, the truly interesting question is what happens after we have truly intelligent robots?
[01:34:23.382 --> 01:34:27.725]  Truly intelligent robots that surpass human beings, that have different materials.
[01:34:27.745 --> 01:34:29.927]  They're not the metallic clunky machines.
[01:34:30.187 --> 01:34:31.908]  They're truly intelligent robots.
[01:34:31.988 --> 01:34:34.430]  What happens after we have them?
[01:34:34.830 --> 01:34:38.473]  He says, if we're lucky, they'll treat us as pets.
[01:34:39.553 --> 01:34:42.916]  If we're not lucky, they'll treat us as food.
[01:34:44.127 --> 01:34:50.919]  Now, why would a professor at Stanford University, one of the... That's what, there will be, there will be an energy situation.
[01:34:51.500 --> 01:34:55.066]  And if they're pre-programmed to survive off eating humans as the Pentagon's doing...
[01:34:57.092 --> 01:35:01.174]  Oh my God, it's just... I think these robots are going to build millions of them.
[01:35:01.794 --> 01:35:02.735]  We're not talking about hundreds.
[01:35:02.755 --> 01:35:03.495]  Billions probably.
[01:35:03.515 --> 01:35:10.419]  Here's the thing, you know about this as a futurist and space and aeronautics professor and everything else from the University of Texas and best-selling author.
[01:35:10.459 --> 01:35:13.020]  I'm not kissing your, you know, hind end, but I mean, you really are one of the main minds.
[01:35:13.040 --> 01:35:17.422]  You've got all these schools of knowledge and history and being in the military and all the rest of it.
[01:35:20.905 --> 01:35:23.327]  There's no way this plan came out of humans.
[01:35:23.467 --> 01:35:24.728]  I mean, this is the devil.
[01:35:25.028 --> 01:35:26.689]  I mean, if the devil wasn't... That's what you mean.
[01:35:26.769 --> 01:35:28.070]  I mean, I would say this to an atheist.
[01:35:28.150 --> 01:35:31.272]  Even if there wasn't a spiritual devil, we're building one.
[01:35:31.332 --> 01:35:33.053]  I mean, this thing is Satan.
[01:35:33.473 --> 01:35:36.115]  Everything, I mean, it's beyond anything you can imagine.
[01:35:36.175 --> 01:35:36.776]  It's orchestrated.
[01:35:36.796 --> 01:35:42.680]  My gut gets not chills of fear, chills of like... I mean, you know, my spirit, your spirit can feel it.
[01:35:42.780 --> 01:35:44.000]  I mean, this is danger approaching.
[01:35:44.020 --> 01:35:44.501]  Absolutely.
[01:35:44.741 --> 01:35:46.442]  Tentacles growing in all around us.
[01:35:47.082 --> 01:35:50.064]  Alex, you know, sometime I listen to you on the radio.
[01:35:51.547 --> 01:35:55.729]  And, you know, you're ranting and you're raving, but listen, you make perfect sense.
[01:35:56.470 --> 01:35:57.790]  You make perfect sense.
[01:35:58.471 --> 01:36:02.813]  I told Wanda, I said, you know, Alex is ingenious in what he's saying.
[01:36:04.553 --> 01:36:09.896]  If you weren't out here, the people would have no one that they could listen to that makes sense.
[01:36:10.436 --> 01:36:11.537]  We're trying to make sense.
[01:36:11.837 --> 01:36:13.618]  I wrote this book, Robot Alchemy.
[01:36:15.420 --> 01:36:20.302]  To explain to people what's happening with the computer and robot revolutions, where it's all headed.
[01:36:20.783 --> 01:36:24.384]  We're just talking about 10, 15, 20 years down the pike.
[01:36:24.764 --> 01:36:30.507]  But until then, they're busy developing what I call the digital prison.
[01:36:31.661 --> 01:36:33.302]  Everything around us is a prison.
[01:36:33.543 --> 01:36:34.904]  We're going to have to break out of it.
[01:36:34.924 --> 01:36:36.505]  I mean, this is the bottom line, Alex.
[01:36:36.885 --> 01:36:38.787]  We're going to have to break out of this prison.
[01:36:39.428 --> 01:36:41.209]  We're going to have to, yes, keep our guns.
[01:36:41.890 --> 01:36:43.371]  We're going to have to keep our heads.
[01:36:44.091 --> 01:36:46.273]  We're going to have to say, okay, this is what they're doing now.
[01:36:46.353 --> 01:36:47.995]  What are we going to do to stop it?
[01:36:48.035 --> 01:36:49.256]  This is humanity's great test.
[01:36:50.957 --> 01:36:55.020]  And think of how few of us there were 20 years ago, 10 years ago.
[01:36:55.060 --> 01:37:08.089]  The numbers are growing, and as everything we talked about comes true, as people see that it's not a dark side, it's all evil, then the credibility will rise, and what matters is, then they'll get their soul right, and that's what matters is eternity.
[01:37:08.630 --> 01:37:14.674]  Well, it is for eternity, and I'm so glad as we're ending this program, I'm glad you're talking about
[01:37:16.155 --> 01:37:18.736]  What really matters, what really counts to people.
[01:37:19.376 --> 01:37:33.579]  But you know, until that moment comes, when we're taken out of the world, or whatever happens to us, or Jesus returns, I think we've got a big responsibility here to educate people, to make people, to help them to understand these things.
[01:37:33.799 --> 01:37:34.679]  That's what I'm all about.
[01:37:34.699 --> 01:37:35.800]  That's what you're all about.
[01:37:36.080 --> 01:37:39.540]  That's the only reason we're here, is to do that.
[01:37:40.201 --> 01:37:41.761]  And I think that you've
[01:37:42.822 --> 01:37:47.246]  You know, it seems to me you're going deeper and deeper into technology.
[01:37:47.907 --> 01:37:49.468]  The technology of the prison.
[01:37:50.189 --> 01:37:51.610]  This is a prison that you're into.
[01:37:51.630 --> 01:37:51.931]  It's elaborate.
[01:37:52.191 --> 01:37:52.371]  Yeah.
[01:37:52.631 --> 01:37:55.394]  You know, when I was a young man, we had all the liberty in the world.
[01:37:56.334 --> 01:38:06.359]  I mean, if you think back to the way it was, you know, when you were just a young lad in today, everything, I'm afraid that the youth of today don't see it that way.
[01:38:07.059 --> 01:38:09.780]  They're going to be in prison and think that it's normal.
[01:38:10.541 --> 01:38:10.821]  They will.
[01:38:10.841 --> 01:38:12.181]  They'll think everything is normal.
[01:38:12.481 --> 01:38:14.122]  They're going to be, you know, getting a chip.
[01:38:14.622 --> 01:38:15.943]  They're ready for it.
[01:38:16.003 --> 01:38:17.764]  Boy, give me, they're going to line up for it.
[01:38:17.984 --> 01:38:19.086]  The key is they don't need us.
[01:38:33.211 --> 01:38:35.554]  They don't need... And they said they want to get rid of us.
[01:38:36.074 --> 01:38:37.055]  And they want to get rid of us.
[01:38:37.115 --> 01:38:38.337]  We're useless eaters.
[01:38:39.438 --> 01:38:40.900]  They've got to get rid of us.
[01:38:41.220 --> 01:38:45.485]  Now, a lot of people are fighting for immigration and all these things, and that's all great.
[01:38:45.885 --> 01:38:48.929]  But the biggest issue of the day is the prison system.
[01:38:50.587 --> 01:38:52.368]  The planet prison that we're in.
[01:38:52.388 --> 01:39:04.498]  Yeah, the big issue is they want us all fighting with each other over issues, which are real so we've got to deal with them, but overall there is a unified... I had Rothkopf on about five, six years ago.
[01:39:04.518 --> 01:39:08.221]  I saw he had a book out, the superclass for world government, in the Washington Post.
[01:39:08.241 --> 01:39:10.903]  So they do book tours, we call, we get them on.
[01:39:11.444 --> 01:39:12.805]  Listeners always ask, how'd you get that guest?
[01:39:12.845 --> 01:39:14.166]  Well, when people have a book out, they'll come on.
[01:39:16.648 --> 01:39:17.589]  Tell other talk shows.
[01:39:17.669 --> 01:39:19.491]  We can't seem to figure that out if they're having a guest.
[01:39:19.832 --> 01:39:20.372]  So I get him on.
[01:39:20.412 --> 01:39:21.233]  He actually knew who I was.
[01:39:21.253 --> 01:39:22.535]  And during the break, I'm like, why are you coming on?
[01:39:22.555 --> 01:39:22.875]  I'm gonna yell.
[01:39:22.915 --> 01:39:24.077]  He goes, well, I think I can convince you.
[01:39:24.597 --> 01:39:27.641]  He goes, yeah, there's 6,000 superclasses that serve about 20 families.
[01:39:27.921 --> 01:39:29.623]  And during the break, he's like, the board ops heard it.
[01:39:29.643 --> 01:39:32.146]  He goes, you're kind of the superclass and the conspiracy thing.
[01:39:32.446 --> 01:39:33.067]  Alex, you ought to...
[01:39:33.747 --> 01:39:34.787]  And of course, later I called him.
[01:39:34.807 --> 01:39:38.068]  He won't come back on now because I didn't, you know, at least come his direction a little.
[01:39:38.088 --> 01:39:39.529]  Because they always say, you're real smart.
[01:39:39.569 --> 01:39:40.209]  Come along with us.
[01:39:40.229 --> 01:39:42.290]  You know, that's kind of, you know, the public's kind of, yeah.
[01:39:42.750 --> 01:39:47.051]  But, but, but, but, but Rothkopf on air just admitted all this, but they put it in a good light.
[01:39:47.771 --> 01:39:50.152]  But if he's put in a bad life, then it doesn't exist and you're bad.
[01:39:50.572 --> 01:39:52.593]  But we're talking about 20 families or so.
[01:39:53.073 --> 01:39:56.034]  We're talking about maybe 6,000 superclass servants.
[01:39:56.114 --> 01:39:56.694]  I agree with him.
[01:39:59.675 --> 01:40:01.756]  They're building a hellish world.
[01:40:02.396 --> 01:40:04.657]  So what would you say to the quote super class people?
[01:40:04.677 --> 01:40:09.778]  Because everything I know about history, but also my gut and my spirit says they're going to have the worst lot in all this.
[01:40:10.298 --> 01:40:14.800]  And the reason they're unfulfilled, unhappy, a lot of them, is because they're not helping people.
[01:40:14.840 --> 01:40:27.584]  And it doesn't mean you can't take care of yourself, but just this idea that because you can lie to people and you can figure out how things work, and instead of figuring out how things work and then trying to teach others, they figure out how it works and then want to dumb people down to control them.
[01:40:28.803 --> 01:40:31.886]  You know, whether they're communists or whether they're capitalists, it doesn't matter.
[01:40:32.207 --> 01:40:33.348]  They all work together.
[01:40:33.388 --> 01:40:34.629]  This is the way it's always happened.
[01:40:34.929 --> 01:40:40.095]  The capitalists help the communists, and the communists help the capitalists, and it's all one big thing.
[01:40:40.315 --> 01:40:48.543]  You know, Solzhenitsyn said, has it ever struck you as odd that the capitalists help the communists?
[01:40:49.500 --> 01:40:55.023]  You know, there's really only one class among the elite.
[01:40:55.983 --> 01:41:02.527]  And maybe there are 6,000, but there are many more thousand that are willing servants that are so ambitious.
[01:41:02.547 --> 01:41:03.527]  Yeah, 6,000 super gophers.
[01:41:03.567 --> 01:41:05.768]  Now, you've set yourself against these people.
[01:41:05.868 --> 01:41:06.509]  I can see that.
[01:41:07.009 --> 01:41:08.550]  You've set yourself against these people.
[01:41:09.750 --> 01:41:11.531]  I think they're trying to figure out what to do.
[01:41:12.411 --> 01:41:15.072]  One thing that our Founding Fathers gave us was that Bill of Rights.
[01:41:15.592 --> 01:41:16.892]  We still have vestiges of it.
[01:41:16.912 --> 01:41:19.233]  We need to hang on to it like a tattered collar.
[01:41:19.273 --> 01:41:21.734]  Well, you always ask that question about, why aren't we dead?
[01:41:21.974 --> 01:41:22.974]  Or, what are they going to do with you?
[01:41:22.994 --> 01:41:24.054]  Because you've known me for long.
[01:41:24.074 --> 01:41:24.675]  You're my parents.
[01:41:24.915 --> 01:41:26.935]  You married my wife and I. I mean, you know I'm for real.
[01:41:27.455 --> 01:41:30.296]  The enemy wants to say he's not real because they don't want people to think they're real.
[01:41:30.596 --> 01:41:32.277]  The truth is, these are men we're fighting.
[01:41:32.557 --> 01:41:33.377]  They've got the devil.
[01:41:33.517 --> 01:41:34.017]  We're men.
[01:41:34.297 --> 01:41:34.838]  We're women.
[01:41:35.118 --> 01:41:35.838]  We've got God.
[01:41:36.178 --> 01:41:38.019]  I mean, we need to realize we've got the power.
[01:41:38.339 --> 01:41:40.600]  The world's being turned over evil because we stand down.
[01:41:40.660 --> 01:41:42.481]  So answer that question.
[01:41:42.741 --> 01:41:45.883]  What do you think the establishment's thinking about your work, my work, all of us?
[01:41:46.443 --> 01:41:54.827]  Well, first of all, they say that Alex Jones, Tex Mars, are uncouth or stupid or whatever, but they know that's not true.
[01:41:55.667 --> 01:41:57.108]  They see what you've done on your own.
[01:41:57.408 --> 01:41:59.169]  They know I've written 46 books.
[01:41:59.909 --> 01:42:01.030]  They can't duplicate that.
[01:42:01.370 --> 01:42:02.651]  They're trying to figure out
[01:42:03.451 --> 01:42:15.561]  How to stop us, how to embarrass you, how to throw things in the machine to stop us, to stop Infowars.
[01:42:16.826 --> 01:42:18.748]  But I think the Bible really has their number.
[01:42:19.408 --> 01:42:22.631]  It does say that, just as you said in James, the book of James.
[01:42:23.291 --> 01:42:25.133]  It says, listen up, you rich men.
[01:42:25.873 --> 01:42:27.495]  You're going to howl in your miseries.
[01:42:28.255 --> 01:42:30.977]  You're going to throw your silver and your gold into the street.
[01:42:31.718 --> 01:42:37.322]  And the just people that complain to you about their wages, and you killed
[01:42:38.163 --> 01:42:39.024]  You're going to answer for.
[01:42:39.044 --> 01:42:41.505]  Now I'm paraphrasing it, but that's what it says.
[01:42:41.806 --> 01:42:45.028]  It says that just people, they complained about their wages.
[01:42:45.048 --> 01:42:46.109]  I think that's almost a perfect quote.
[01:42:46.149 --> 01:42:48.630]  You held back the money from their wages.
[01:42:49.491 --> 01:42:49.771]  You know?
[01:42:50.432 --> 01:42:51.593]  You did it illegally.
[01:42:53.281 --> 01:42:54.962]  To feather your own nest, or whatever.
[01:42:54.982 --> 01:42:58.663]  It says, you know, you're going to have to pay for this.
[01:42:58.963 --> 01:42:59.964]  That's what James said.
[01:43:00.164 --> 01:43:01.544]  But James also said something.
[01:43:02.104 --> 01:43:06.266]  He said, don't say to yourself, I'm going to go tomorrow and do this, I'm going to go tomorrow and do that.
[01:43:07.126 --> 01:43:09.747]  Say, if God wills, I will do this.
