[00:00:00.000 --> 00:00:10.000]  [BLANK_AUDIO]
[00:25:24.028 --> 00:25:25.849]  In fact, let's cue that back up and play that again.
[00:25:27.451 --> 00:25:41.200]   He says, well, I look down at the earth and it's so fragile and so there's going to be the big event, the big horrible cataclysm, the big horrible, because they're telling them The majority of the public are going to be dead by 2030.
[00:25:41.361 --> 00:25:46.351]  And that gets most people that are movie stars and that are rich and own their own companies.
[00:25:46.371 --> 00:25:47.974]  They all get organized, they all get taken.
[00:25:48.677 --> 00:25:54.298]  To these big events, they sign non-disclosure forms, and then they start walking them in to what they need to do.
[00:25:54.318 --> 00:25:59.940]  And then they give them directives on propaganda and talking points and how to talk to the public.
[00:26:00.220 --> 00:26:05.741]  And they put them through all sorts of NLP training, where they talk like robots when you see all these politicians speaking.
[00:26:06.061 --> 00:26:09.982]  And they've gotten on board, and that's why so many of them look scared.
[00:26:11.974 --> 00:26:19.981]  Because they're told it's all classified, but the United Nations and the Rockefeller Foundation are trying to save you and your family after the cataclysm that's coming.
[00:26:21.202 --> 00:26:24.825]  You're going to be in underground bases for a few years, but you'll be able to emerge.
[00:26:24.845 --> 00:26:25.626]  And they say, what is it?
[00:26:25.686 --> 00:26:26.907]  And they go, all right, we'll tell you.
[00:26:26.927 --> 00:26:28.628]  There's going to be a pole shift in 2029.
[00:26:28.808 --> 00:26:29.409]  And it gets worse.
[00:26:33.823 --> 00:26:42.128]  Our solar system's passing through a new asteroid belt we've discovered, larger than the Kuiper Belt, and we believe will start being hit there shortly after by large asteroids.
[00:26:42.489 --> 00:26:43.809]  None of this is true.
[00:26:44.230 --> 00:26:46.691]  None of this matters to reality.
[00:26:46.771 --> 00:26:51.955]  But it's, it's, okay, I'm in a military base, I'm underground, and you're telling me all this.
[00:26:52.815 --> 00:26:57.138]  And again, they recruited out of college, they recruited low level when they're first doing TV shows in Hollywood.
[00:26:58.373 --> 00:27:10.338]  Where they get compromised, and then they're told, oh, there's too many people, and they go to transhumanist conferences, and, you know, they take drugs together, and they talk about living forever, and merging with machines, and how sad it is the Earth's dying.
[00:27:10.598 --> 00:27:15.261]  And after decades of this, they've got the Federal Reserve heads, and the William Shatner's.
[00:27:15.361 --> 00:27:21.083]  I know people that have gone with Shatner to these closed deals, these transhumanist conferences, and then what goes on at these things.
[00:27:21.243 --> 00:27:30.976]   I mean, Bill Joy wrote about it in Why the Future Doesn't Need Us, 1999.
[00:27:29.936 --> 00:27:30.976]  Why the future doesn't need us?
[00:27:31.016 --> 00:27:41.541]  He said, I went to a conference, a three-day secret conference with top billionaires, basically all the Silicon Valley owners, and we had a discussion about whether we should keep humanity alive or just kill the majority of the public.
[00:27:42.301 --> 00:27:43.882]  The decision was made, we'll go ahead and just kill everybody.
[00:27:45.283 --> 00:27:46.043]  You don't matter.
[00:27:46.163 --> 00:27:46.863]  You don't count.
[00:27:46.903 --> 00:27:47.904]  Your future doesn't matter.
[00:27:49.480 --> 00:28:06.329]  William Shatner goes up to space, he says, oh, it's so fragile, and then I realize the great catastrophe and the big event that's about to happen, and how horrible, but it's for the Earth, I mean, I, geez, I, you know, it's for the Earth, we're gonna kill it if we don't have the big thing coming.
[00:28:08.070 --> 00:28:27.589]   And now you know why a lot of people like the co-founder of PayPal, who says he's a libertarian, a patriot, and all that, from what I've seen overall, it looks like that, has his big, giant underground base in New Zealand that's his own private one.
[00:28:27.689 --> 00:28:32.714]  And you've got people that we know are really bad news, like James Cameron, who's got his own underground bases in New Zealand.
[00:28:32.994 --> 00:28:38.859]  And I told you about this 16, 17 years ago, because I was out in Hollywood.
[00:28:38.919 --> 00:28:42.462]  I was introduced to a major producer by another producer I knew.
[00:28:43.356 --> 00:28:48.498]  We went to a late lunch and they'd just been back from a meeting with Cameron and they told me he's moving to New Zealand.
[00:28:48.518 --> 00:28:49.479]  He's going to sell everything.
[00:28:50.059 --> 00:28:52.120]  He's got ships in case that collapses.
[00:28:52.160 --> 00:29:00.664]  He writes it off claiming, you know, he does these underwater vessel discoveries like the Titanic, but really Cameron's getting ready for the mass culling that's coming of the earth.
[00:29:01.780 --> 00:29:06.444]  And again, then like three years later, it happened on the news and he left and moved away.
[00:29:06.884 --> 00:29:10.907]  Got New Zealand, gave Peter Thiel citizenship after he spent 12 days there.
[00:29:11.167 --> 00:29:12.508]  Then he goes into the bunkers he's built.
[00:29:12.908 --> 00:29:15.130]  It was just in the news two weeks ago, these huge underground bunkers.
[00:29:18.412 --> 00:29:22.515]  So, listen, this is it.
[00:29:23.275 --> 00:29:24.156]  This is what's happening.
[00:29:26.980 --> 00:29:41.088]  I can give you so much more inside baseball because so many really famous people, and I'm not name-dropping, it doesn't even matter to me except it's a way to try to wake folks up, contact me because they heard me talk about this 20 years ago and now they're being invited to events.
[00:29:41.528 --> 00:29:42.989]  They're being introduced to this.
[00:29:43.949 --> 00:29:48.872]  They're being told, hey, you better get ready to protect yourself and to protect your family.
[00:29:48.912 --> 00:29:50.153]  You better get on board.
[00:29:51.010 --> 00:30:02.879]  And because I and others were able to expose this paradigm and this plan decades before it happened, I told these people, you're going to get approached before this to sell out and work with them so you and your family are safe.
[00:30:03.219 --> 00:30:07.482]  But I assure you, you really think you're going to be safe once they start killing everybody and society collapses?
[00:30:07.502 --> 00:30:09.524]  They're not going to leave you out there walking around.
[00:30:09.544 --> 00:30:10.345]  They're not going to leave you.
[00:30:11.424 --> 00:30:15.464]   operating on your own when you're so prominent and can be a leader, they're jealous of the fact
[00:30:15.464 --> 00:30:16.585]  that you're famous on your own.
[00:30:16.585 --> 00:30:17.964]  They're jealous of your talents.
[00:30:17.964 --> 00:30:20.065]  They're gonna kill you.
[00:30:20.065 --> 00:30:21.664]  They're not just gonna kill 90% of us.
[00:30:21.664 --> 00:30:25.504]   That's what they tell the initiates that are mid-level initiates.
[00:30:25.504 --> 00:30:32.004]   The inner priesthood says that they're gonna get rid of all carbon-based life forms on Earth, not just humans.
[00:30:31.547 --> 00:30:39.092]  This is a serious cult, I think, run by super-advanced, super-evil aliens, is what the Bible says, but I can't prove that.
[00:30:39.373 --> 00:30:52.282]  All I know is that they say they're getting rid of us, and they say we're obsolete, and they say the future doesn't need us, and they say looking forward to the end of humanity, you know, Wall Street Journal, and we're gonna merge the machines, and they're taking our bodies over, and there's nothing that we can do to stop them.
[00:30:52.302 --> 00:30:54.324]  I mean, that's out of Klaus Schwab's damn mouth, so...
[00:30:55.244 --> 00:31:00.246]  I just, you know, carry it out 99% of the way, and then I go, okay, why would humans do this?
[00:31:00.546 --> 00:31:02.347]  Why are they multi-generationally doing this?
[00:31:02.727 --> 00:31:03.747]  Why are they building this?
[00:31:03.987 --> 00:31:08.208]  And they'll tell you, oh, we're hooked into the big knowledge.
[00:31:08.248 --> 00:31:09.169]  We've transcended.
[00:31:09.909 --> 00:31:13.170]  And to transcend, we've got to play God and call the majority of the public.
[00:31:15.671 --> 00:31:21.913]  As they're, again, coined to carry them across the River Styx into Valhalla, which is really Hades.
[00:31:23.484 --> 00:31:25.765]  So, you're going to experience this.
[00:31:25.885 --> 00:31:27.766]  I mean, you understand this is going to happen.
[00:31:28.266 --> 00:31:28.586]  Okay?
[00:31:28.906 --> 00:31:30.487]  Everybody just doesn't understand this.
[00:31:30.867 --> 00:31:35.169]  I don't care if you're an auto mechanic, or you're in the FBI, or you're a colonel in the military, or who you are.
[00:31:35.369 --> 00:31:37.710]  They're not going to take General Milley to the underground bases.
[00:31:37.850 --> 00:31:39.771]  They're not going to take Austin to the underground bases.
[00:31:40.031 --> 00:31:41.832]  No one's going to be going in the underground bases.
[00:31:41.952 --> 00:31:43.233]  They're going to kill all them, too.
[00:31:45.354 --> 00:31:50.196]  And remember, Ian Fleming was high-leveled banker, OSS, MI6.
[00:31:50.236 --> 00:31:50.916]  He wrote what?
[00:31:51.316 --> 00:31:52.037]  Moonraker.
[00:31:53.194 --> 00:31:54.354]  In what, like the early 60s?
[00:31:54.394 --> 00:31:55.615]  Pull up when Moonraker was written.
[00:31:55.975 --> 00:31:58.055]  They made it into a cheesy movie in the 80s with Roger Moore.
[00:31:58.555 --> 00:32:09.217]  But the elite billionaires are going to depopulate the Earth with a bioweapon, and then the bioweapon burns itself out in one year, and then they're going to live in space and then come back down to the Earth and repopulate it.
[00:32:09.897 --> 00:32:10.317]  Remember that?
[00:32:13.698 --> 00:32:17.839]  And they admit that Ian Fleming talked about real plans and real things that were going on.
[00:32:20.539 --> 00:32:22.840]  And so this is real stuff getting floated around.
[00:32:24.508 --> 00:32:27.410]  Yeah, it's a 1979 film, but when was the book written by Ian Fleming?
[00:32:27.450 --> 00:32:27.810]  I forget.
[00:32:29.712 --> 00:32:31.173]  Look up Control-F Books.
[00:32:31.213 --> 00:32:31.993]  You can find it on there.
[00:32:32.714 --> 00:32:36.656]  The point is, is that this isn't just a movie.
[00:32:36.737 --> 00:32:38.338]  This is what they plan to do to you.
[00:32:38.358 --> 00:32:55.759]   But obviously, if you released a bioweapon that had 100% kill rate, All 600 nuclear reactors would melt down and blow up, all the other stuff would basically catch on fire, and we would have the equivalent of a giant dirty nuclear war out of the process of those things melting down and exploding.
[00:32:56.019 --> 00:33:02.504]  So, the people believing all this and AOC like, I'm sorry, you'll all be dead into 2030!
[00:33:02.925 --> 00:33:06.788]  And Begum's like, I talked to the scientists, we will all be dead!
[00:33:06.808 --> 00:33:11.592]  They believe that because they're being told this extinction myth.
[00:33:15.424 --> 00:33:20.630]  So there is the book, Moonraker, 1956 or 66?
[00:33:21.071 --> 00:33:21.772]  I can't read that.
[00:33:21.792 --> 00:33:22.392]  It's too far away.
[00:33:22.412 --> 00:33:22.392]  55.
[00:33:23.994 --> 00:33:26.037]  All right.
[00:33:26.057 --> 00:33:26.437]  So 1955.
[00:33:26.477 --> 00:33:27.118]  I said the 50s.
[00:33:27.178 --> 00:33:27.558]  I was right.
[00:33:27.919 --> 00:33:30.602]  So that's where we are.
[00:33:31.483 --> 00:33:32.825]  That's what's going on.
[00:33:33.225 --> 00:33:34.226]  That's what's happening.
[00:33:38.604 --> 00:33:51.692]  It's so frustrating to sit here and know all this and to now know a lot of famous people that have now been approached off record to say, hey, you know, the earth's probably going to be ending real soon, as you know it.
[00:33:51.732 --> 00:33:53.453]  And there's a big event coming.
[00:33:53.493 --> 00:33:54.874]  You want to be part of our group?
