[00:00:00.000 --> 00:00:01.000]  [BEEP]
[00:24:58.501 --> 00:24:59.021]  He's bad.
[00:24:59.382 --> 00:25:00.042]  God doesn't like him.
[00:25:01.303 --> 00:25:02.024]  So let's continue.
[00:25:03.534 --> 00:25:07.897]  2021 on track to surpass last year as nation's deadliest.
[00:25:07.937 --> 00:25:13.321]  In fact, it's going to be twice as many dead people of COVID mainly vaccinated.
[00:25:13.821 --> 00:25:16.003]  See, Gates knows you're going to die of A.D.E.
[00:25:16.703 --> 00:25:17.304]  That cue it up.
[00:25:17.344 --> 00:25:20.125]  I never played it this week when it went viral again from last year.
[00:25:21.326 --> 00:25:22.187]  Get the Fauci ready.
[00:25:22.207 --> 00:25:29.692]  Him telling national news last year he's worried about antibody dependency enhancement, which kills the majority of people that get it.
[00:25:30.808 --> 00:25:35.530]  From these vaccines, because almost all the cold vaccines they were trying to make, ever wonder why there wasn't one?
[00:25:35.550 --> 00:25:41.953]  Because what a cold virus is, is so common in your body, your body starts attacking itself forever.
[00:25:43.514 --> 00:25:44.094]  Until you die.
[00:25:45.335 --> 00:25:49.017]  It's a whole spectrum of things, but they knew what this was going to do.
[00:25:49.897 --> 00:25:52.438]  And so now, the hospitals are full.
[00:25:53.099 --> 00:25:53.379]  Full!
[00:25:54.560 --> 00:25:54.980]  Full!
[00:25:55.661 --> 00:26:02.544]  In Europe, in the UK, in Australia, in the United States, in Canada, all the places the most injected.
[00:26:03.525 --> 00:26:04.866]  The Africans run from it.
[00:26:04.966 --> 00:26:08.027]  They've got a very low rate, the lowest rate in the world, because they're not stupid.
[00:26:08.348 --> 00:26:10.709]  They've already enjoyed the UN's injections.
[00:26:11.029 --> 00:26:11.409]  There it is.
[00:26:11.469 --> 00:26:12.150]  Him with Zuckerberg.
[00:26:12.370 --> 00:26:12.850]  Flashback.
[00:26:12.890 --> 00:26:15.652]  Fauci admits COVID vaccine could actually make people worse.
[00:26:16.092 --> 00:26:19.874]  And so now, we made the prediction last year.
[00:26:20.632 --> 00:26:23.694]  Mike Adams and I and other doctors and scientists and researchers we have on the show.
[00:26:24.214 --> 00:26:28.397]  And of course it came true of ADE and myocarditis and heart attacks and strokes.
[00:26:28.717 --> 00:26:31.639]  But now, oh, it's the Omicron!
[00:26:31.679 --> 00:26:33.680]  Even though people really look at Omicron, I mean, it's existing.
[00:26:33.700 --> 00:26:34.721]  It looks like a light cold.
[00:26:35.021 --> 00:26:35.401]  This isn't.
[00:26:35.841 --> 00:26:36.802]  Oh no, it's really deadly.
[00:26:37.022 --> 00:26:38.803]  That's why you're all going to be dying soon.
[00:26:39.283 --> 00:26:41.325]  Oh, and they say the worst is yet to come.
[00:26:41.705 --> 00:26:44.086]  And it's going to get so incredibly bad.
[00:26:44.466 --> 00:26:45.987]  And just, it's the end of your world.
[00:26:46.047 --> 00:26:46.468]  Sorry!
[00:26:47.372 --> 00:26:50.814]  And then, do we ask, wow, we took all your shots, and now it's worse?
[00:26:51.895 --> 00:26:53.776]  Oh, it's the unvaccinated, they did it!
[00:26:53.796 --> 00:26:55.357]  Even though statistics show the opposite.
[00:26:56.057 --> 00:27:00.240]  Over twice as likely to get hospitalized or die if you're vaccinated, because it's not a vaccine.
[00:27:03.242 --> 00:27:12.787]  And then the little cult member, the little garden gnome, he says, check to see if your families have the shot, don't have them at your house.
[00:27:12.827 --> 00:27:15.269]  What a cult leader, that they haven't taken the poison shot.
[00:27:17.273 --> 00:27:21.554]  Isolating us, destroying families, sticking his little filthy murderous nose in everything.
[00:27:23.375 --> 00:27:30.576]  Oh, the CEO of Bayer has got a video out coming up where he brags that we got everybody to accept gene therapy and our gene revolution will now take over.
[00:27:30.916 --> 00:27:31.897]  We use COVID to do it.
[00:27:32.317 --> 00:27:40.239]  And we got Fauci three years ago saying it, bragging before they released it that they were about to, quote, blow up the system with a new virus out of China and bring in a total control.
[00:27:40.259 --> 00:27:41.819]  Those are quotes.
[00:27:43.424 --> 00:27:47.567]  Criminals, masterminds, supervillains love to do what?
[00:27:48.008 --> 00:27:48.868]  What do they love to do?
[00:27:49.289 --> 00:27:51.090]  They love to run their mouths!
[00:27:51.731 --> 00:27:56.935]  They love to brag about the crimes they committed!
[00:27:57.155 --> 00:28:01.558]  2021 on track to surpass last year as nation's deadliest AP.
[00:28:02.779 --> 00:28:07.183]  Bill Gates predicts the worst part of the pandemic is coming.
[00:28:08.087 --> 00:28:10.289]  Isn't that just, he gets so happy in the video.
[00:28:10.809 --> 00:28:13.951]  Government admits vaccines proving ineffective against COVID.
[00:28:14.391 --> 00:28:14.511]  Oh!
[00:28:16.172 --> 00:28:21.676]  Biden faces tough task of rallying exhausted Americans against Omicron threat.
[00:28:21.776 --> 00:28:23.777]  Oh, it's just totally made up that that's what's doing it.
[00:28:23.857 --> 00:28:24.938]  It's the injected Americans.
[00:28:25.298 --> 00:28:30.422]  And he wants you to be afraid and not go outside and let things collapse.
[00:28:31.647 --> 00:28:34.388]  So they can get you more into debt, and you're exhausted!
[00:28:34.548 --> 00:28:35.988]  Exhausted from the fear, no!
[00:28:36.268 --> 00:28:38.449]  You're not exhausted, you're on to them.
[00:28:41.690 --> 00:28:46.072]  And I've got them coming to round you up at your houses next, when we come back, the bad news.
[00:28:46.112 --> 00:28:48.892]  Yeah, you gotta know the good news, but you gotta know the bad news.
[00:28:48.912 --> 00:28:50.033]  You wanna know all of it, don't you?
[00:28:50.053 --> 00:28:50.333]  Yeah.
[00:28:51.173 --> 00:28:53.134]  Don't wanna stick our heads in the sand, we're not doing that.
[00:28:53.454 --> 00:28:55.434]  We're not ostriches, we're eagles.
[00:28:56.475 --> 00:28:58.616]  We're Eagles Dare, that's where you are right now.
[00:28:58.696 --> 00:28:59.476]  Stay with us.
[00:29:00.731 --> 00:29:03.937]  I'm going to show you one of my favorite sculptures in Austin.
[00:29:04.459 --> 00:29:05.761]  It's just out here in the middle of nowhere.
[00:29:06.362 --> 00:29:09.048]  A beautiful, natural statue.
[00:29:08.867 --> 00:29:11.947]  you. I'm about to show it to you.
[00:29:35.327 --> 00:29:39.327]  Ready to see the sculpture?
[00:29:37.540 --> 00:29:37.981]  Here it is.
[00:29:39.683 --> 00:29:43.689]  Now notice I said it's natural, but it's that Barton Creek Bridge.
[00:29:44.710 --> 00:29:48.496]  And they made it really blend in, built 30-something years ago, blend in with the hills.
[00:29:49.377 --> 00:29:50.619]  And you see the architecture under it.
[00:29:50.659 --> 00:29:51.540]  It's just a work of art.
[00:29:52.421 --> 00:30:04.609]  And that's the difference between architecture that goes with the flow of nature and with the flow of God's design versus globalist, stilted, jilted, ugly brooding buildings, ugly art, things that don't make sense, things that are misshaped.
[00:30:05.370 --> 00:30:12.735]  It's when he classified that the CIA, starting in the 60s, did that on purpose to train people to accept ugliness so that they could basically have their rights taken away.
[00:30:13.195 --> 00:30:17.918]  Because what you see and what you're in then reflects on you and puts you in that mind frame.
[00:30:18.318 --> 00:30:20.420]  So this is a really nice, pretty simple bridge.
[00:30:20.460 --> 00:30:21.540]  Wait till you see the bottom of it.
[00:30:22.621 --> 00:30:24.984]  Very, very monolithic, but at the same time very, very pleasing.
[00:30:25.505 --> 00:30:28.869]  And then it fits into nature, doesn't overpower it.
[00:30:29.429 --> 00:30:33.053]  And remember, the globalists claim they're the guardians of nature and everything they do is for nature and for the Earth.
[00:30:33.454 --> 00:30:38.119]  But they're the ones genetically rewriting it and actually poisoning the very genetic code of the planet.
[00:30:38.239 --> 00:30:39.181]  They're not just going after humans.
[00:30:39.000 --> 00:30:41.000]  These people are playing God across the board.
[00:30:41.000 --> 00:30:44.480]  [MUSIC PLAYING]
[00:30:44.480 --> 00:30:59.879]   The ancient mystery schools love to use as one of their symbols the two towers or the two pillars
[00:30:59.879 --> 00:31:02.600]  holding up the multiverse.
[00:31:02.914 --> 00:31:07.255]  Because to them it's sacred, the point between two dimensions.
[00:31:07.875 --> 00:31:13.317]  Because the human soul is not just between two dimensions, but exists in all dimensions.
[00:31:13.997 --> 00:31:20.639]  These are more of the secrets that the control-free cult of the New World Order does not want you to know.
[00:31:21.727 --> 00:31:26.008]  I am inviting you to break the trance they have of control over your mind and soul.
[00:31:26.408 --> 00:31:33.951]  I am inviting you to join me on this most epic of quests as we break the bonds of slavery and transcend the New World Order.
[00:31:34.291 --> 00:31:34.811]  Rise up.
[00:31:35.491 --> 00:31:36.491]  Stand up to them.
[00:31:37.392 --> 00:31:39.572]  Achieve what God designed you to achieve.
[00:31:40.172 --> 00:31:41.733]  Realize who you really are.
[00:31:43.390 --> 00:31:45.811]  The journey starts at ResetWars.com.
[00:31:46.592 --> 00:31:50.534]  Reset Wars is now live at ResetWars.com.
[00:31:50.813 --> 00:32:03.053]  You can watch it right now.
[00:32:03.770 --> 00:32:08.917]  We have one of the best deals you're going to find out there on a high-quality, high-rated satellite phone.
[00:32:09.258 --> 00:32:13.844]  You can't be tracked, you can't be traced, and it'll work anywhere in the world where you can see the sky.
[00:32:13.864 --> 00:32:16.868]  You can also buy cheap antennas and things for in your car, in your house.
[00:32:17.128 --> 00:32:20.010]  Also, we're on the site, InfoWarsPhone.com.
[00:32:20.110 --> 00:32:21.571]  That's just a site that takes you to these folks.
[00:32:21.591 --> 00:32:24.393]  They supply the border patrol, everybody, with their systems as well.
[00:32:24.413 --> 00:32:25.353]  They're amazing folks.
[00:32:25.453 --> 00:32:32.478]  And you get a free phone, a $650 value, absolutely free, at InfoWarsPhone.com.
[00:32:32.658 --> 00:32:34.739]  Smartphones are always tracking everything you do.
[00:32:34.859 --> 00:32:35.280]  These aren't.
[00:32:35.320 --> 00:32:37.241]  And the calls are free when folks call you.
[00:32:37.301 --> 00:32:38.962]  You just pay $99.95 a month for your minutes.
[00:32:40.542 --> 00:32:44.782]   150 minutes. The calls you were free, it works like a regular cell phone. You're not being
[00:32:44.782 --> 00:32:48.862]   tracked or traced. And I keep one in my car. I've given them to my parents as gifts. Way
[00:32:48.862 --> 00:32:52.622]   out in the middle of nowhere where regular phones don't work, they work. Infowarsphone.com
[00:32:52.622 --> 00:32:58.221]   or 941-955-1020, 941-955-1020 and ask the Alex Jones special.
[00:33:02.702 --> 00:33:11.342]   Leading a frontal assault on the lies of the New World Order. It's Alex Jones.
[00:33:21.261 --> 00:33:34.942]   Crashing through the lies and disinformation. It's Alex Jones.
[00:33:35.128 --> 00:33:38.311]  I tell ya, I wouldn't call it pride, I would just call it victory.
[00:33:39.492 --> 00:33:45.797]  I think about the listeners and supporters and this great crew and how embattled we are and how far we've come and how great and real God is.
[00:33:46.658 --> 00:33:49.240]  I just have a really good feeling of being close to God right now.
[00:33:49.824 --> 00:33:51.985]  And a really good feeling being close to you, and I mean that.
[00:33:52.746 --> 00:33:55.307]  I can feel your strength and your goodness.
[00:33:56.347 --> 00:33:59.789]  Every race, color, and creed, all one race, the human race, under God.
[00:34:00.089 --> 00:34:01.110]  And I salute you all.
[00:34:01.150 --> 00:34:01.890]  I just can't help it.
[00:34:01.910 --> 00:34:02.931]  I gotta salute you again.
[00:34:04.311 --> 00:34:13.596]  All over the world, humanity waking up and saying, hell no to the New World Order, and hell no to the chains and the bonds of the worldwide, cashless society system they're bringing in.
