[00:00:00.049 --> 00:00:00.390]  All right.
[01:39:56.994 --> 01:40:02.278]  Show that when that little egg falls down, that little zygote falls down to find its nest,
[01:40:03.188 --> 01:40:10.252]  And to have the mother's blood vessels grow into it, and build a shield, and build a sack.
[01:40:11.613 --> 01:40:14.294]  Within a sack, it fails.
[01:40:17.236 --> 01:40:24.760]  Every ancient drawing, from the Aztecs, the Babylonians, the Chinese, the Druids, to the ancient Africans, shows the devil eating children.
[01:40:26.641 --> 01:40:29.123]  The devil's main mission is to destroy our youth.
[01:40:30.618 --> 01:40:32.579]  And Bill Gates is Satan on Earth.
[01:40:33.060 --> 01:40:35.762]  He's not the Antichrist, but the Bible says there are many Antichrists.
[01:40:36.182 --> 01:40:40.565]  He is a predecessor, a vanguard, a forerunner.
[01:40:41.786 --> 01:40:45.929]  And he goes on TV and declares his attack on you openly.
[01:40:50.992 --> 01:40:52.053]  So you remember that.
[01:40:55.165 --> 01:41:17.806]  And you understand that and you know this is an attack upon the very life force of the planet and the planet that was given to us to build a bigger future in the universe and to launch our species into the stars and to other dimensions and to to occupy what God has given us and there is a satanic move to block that and to
[01:41:18.146 --> 01:41:22.029]  Not let that happen, and I swear eternal hostility towards that.
[01:41:22.190 --> 01:41:35.201]  I swear I will attack that operation 110% because I love my ancestors, and I love myself, and I love my children, and I love their children, and I love you, and we're in this together.
[01:41:35.541 --> 01:41:38.644]  Your ugliness is only a manifestation of Satan.
[01:41:39.417 --> 01:41:41.579]  Your fallen nature is a manifestation of that.
[01:41:41.960 --> 01:41:42.781]  You're beautiful.
[01:41:43.061 --> 01:41:43.822]  You're amazing.
[01:41:44.082 --> 01:41:44.863]  You're incredible.
[01:41:45.184 --> 01:41:46.004]  You're empowered.
[01:41:46.265 --> 01:41:47.226]  You're transcendent.
[01:41:47.266 --> 01:41:48.828]  You are pure energy.
[01:41:49.348 --> 01:41:55.695]  And we will escape this satanic yoke and we will commune with God forever.
[01:41:56.316 --> 01:41:56.837]  Together.
[01:41:57.237 --> 01:41:58.599]  This is the time to do it.
[01:42:00.242 --> 01:42:02.143]  I don't have any Hail Marys for you.
[01:42:02.443 --> 01:42:03.803]  I don't have any rituals for you.
[01:42:04.123 --> 01:42:08.345]  I don't have any special stuff you do where you mail me some money and you get the answers to the universe.
[01:42:08.645 --> 01:42:13.927]  You gotta get on your knees and open up to God and say, I don't want to be part of the New World Order.
[01:42:14.247 --> 01:42:15.407]  I don't want to be a Satanist.
[01:42:15.707 --> 01:42:17.108]  I don't want to be part of this system.
[01:42:17.348 --> 01:42:18.388]  I want to be with you.
[01:42:18.689 --> 01:42:19.669]  I want to build things.
[01:42:19.729 --> 01:42:20.409]  I want to be good.
[01:42:20.749 --> 01:42:21.610]  I want to be loving.
[01:42:21.870 --> 01:42:24.771]  And if you do that, nothing can stop you.
[01:42:25.591 --> 01:42:28.272]  You will interface with God.
[01:42:29.690 --> 01:42:31.271]  Just like the sperm hitting that egg.
[01:42:32.231 --> 01:42:34.072]  And something even bigger is gonna happen.
[01:42:34.412 --> 01:42:36.652]  Because as above, so below.
[01:42:37.353 --> 01:42:38.813]  You say, oh, the Satanists say that.
[01:42:39.173 --> 01:42:41.174]  Yeah, the Satanists say the sun came up this morning.
[01:42:41.394 --> 01:42:42.474]  Doesn't mean they control it.
[01:42:43.455 --> 01:42:46.476]  The devil can read you scripture better than an angel.
[01:42:46.496 --> 01:42:49.537]  So don't let the devil tell you he built all this.
[01:42:49.737 --> 01:42:50.837]  He doesn't run any of it.
[01:42:50.857 --> 01:42:58.300]  The wind is filling my sails and I'm on a journey.
[01:42:59.838 --> 01:43:00.619]  Where I'm supposed to go.
[01:43:00.639 --> 01:43:03.361]  I'm on the path of my ancestors.
[01:43:04.261 --> 01:43:05.542]  A path beyond the stars.
[01:43:06.503 --> 01:43:07.584]  A path to Valhalla.
[01:43:07.664 --> 01:43:11.767]  And you've all chosen your lot with the devil.
[01:43:12.888 --> 01:43:17.371]  And I've chosen that I must take you on.
[01:43:17.511 --> 01:43:19.472]  It'll be this contest that defines us.
[01:43:20.573 --> 01:43:23.876]  It'll be these wars, these fights, that make us who we are.
[01:43:26.538 --> 01:43:27.959]  Once we stop fearing the devil,
[01:43:29.212 --> 01:43:31.913]  And start taking the devil on is the day we start living.
[01:43:31.973 --> 01:43:35.313]  And then you see the horizon.
[01:43:36.313 --> 01:43:37.974]  You realize God's in control.
[01:43:39.194 --> 01:43:41.054]  The enemy's gotta be engaged.
[01:43:42.054 --> 01:43:43.355]  Bone's gotta meet bone.
[01:43:44.435 --> 01:43:45.715]  Sword's gotta meet shield.
[01:43:46.635 --> 01:43:48.496]  The axe's gotta come down on that skull.
[01:43:48.536 --> 01:43:50.956]  And in the end, we'll see heaven.
[01:43:50.996 --> 01:43:55.397]  And it's that spirit that's gonna prevail.
[01:43:57.424 --> 01:44:00.026]  They cannot chain this spirit, ladies and gentlemen.
[01:44:00.626 --> 01:44:01.847]  And they will never chain it.
[01:44:02.087 --> 01:44:03.427]  Because they know it's better than them.
[01:44:03.448 --> 01:44:08.090]  And that's why they spend all their time trying to chain down people that are strong.
[01:44:10.291 --> 01:44:14.834]  But if you ever get us down... You think you got me chained up?
[01:44:15.714 --> 01:44:17.936]  I'll chew my arms off and bite your neck off.
[01:44:17.956 --> 01:44:22.098]  You've got the sacred right to defend yourself and to kill.
[01:44:22.218 --> 01:44:24.559]  Or other people trying to kill your ass.
[01:44:24.599 --> 01:44:25.140]  You understand that?
[01:44:26.676 --> 01:44:27.557]  You understand me?
[01:44:30.378 --> 01:44:33.880]  You need to find your spirit and stop giving in to these devil whispers.
[01:44:34.681 --> 01:44:39.944]  And you need to let them know that you will defeat them one way or another!
[01:44:39.964 --> 01:44:40.584]  No more games!
[01:44:47.349 --> 01:44:47.429]  War!
[01:44:50.611 --> 01:44:51.171]  A real thing!
[01:44:57.608 --> 01:44:58.393]  I'm gonna get you.
[01:44:58.756 --> 01:44:59.480]  I'm coming for you.
[01:45:23.914 --> 01:45:32.397]  Our Activated Charcoal Toothpaste became a best-seller overnight because Activated Charcoal is already one of the top-selling, fastest-growing toothpaste out there.
[01:45:32.717 --> 01:45:39.479]  The problem is, a lot of the other over-the-counter ones have aspartame as their flavoring, very, very toxic, and also they have fluoride in it.
[01:45:39.899 --> 01:45:41.100]  This does not have the fluoride.
[01:45:41.120 --> 01:45:42.141]  It doesn't have the additives.
[01:45:42.521 --> 01:45:43.722]  This is a concentrate.
[01:45:43.742 --> 01:45:45.143]  It really is high quality.
[01:45:45.203 --> 01:45:50.087]  It's been sold out for months because of supply chain breakdowns with the whole COVID martial law garbage.
[01:45:50.367 --> 01:45:51.749]  But now it's back in stock.
[01:45:52.149 --> 01:45:56.232]  Info Wars Dr. Jones Naturals Activated Charcoal Toothpaste.
[01:45:56.572 --> 01:46:02.617]  Now back in stock at InfoWarsStore.com or call toll free 888-253-33139.
[01:46:02.977 --> 01:46:08.782]  It also makes a great gift for your family, for your grandkids, for your mother, your father, for everybody.
[01:46:09.042 --> 01:46:09.643]  What did he just say?
[01:46:09.663 --> 01:46:10.964]  He said there's a storm coming in.
[01:46:10.984 --> 01:46:11.204]  I know.
[01:46:39.523 --> 01:46:42.784]  We told you what was going to happen, and it did.
[01:46:43.304 --> 01:46:45.325]  Now we're telling you what's coming.
[01:46:46.605 --> 01:46:48.866]  And, dot video.
[01:46:55.828 --> 01:47:01.710]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:47:22.062 --> 01:47:22.742]  Okay, folks.
[01:47:24.063 --> 01:47:30.127]  We're in the middle of a scientific dictatorship, a genetic raping going on with the mRNA vaccines, the world government.
[01:47:30.848 --> 01:47:32.228]  And these articles are pouring in.
[01:47:32.268 --> 01:47:34.130]  Here is an article out right now.
[01:47:34.904 --> 01:47:42.452]  Outrageous 32-year-old Arizona woman arrested after beating coveted positive children for not wearing a mask.
[01:47:44.274 --> 01:47:44.754]  That's right.
[01:47:44.834 --> 01:47:47.737]  So now if you don't wear a mask and you beat your children you go to jail.
[01:47:48.298 --> 01:47:49.599]  This is the abuse that's going on.
[01:47:49.639 --> 01:47:50.901]  It's absolutely outrageous.
[01:47:50.941 --> 01:47:51.541]  It's so evil.
[01:47:52.542 --> 01:47:53.563]  Now let me talk about this.
[01:47:54.750 --> 01:47:55.730]  I like Joe Rogan.
[01:47:55.810 --> 01:47:57.591]  I've known Joe Rogan for 23 years.
[01:47:57.971 --> 01:47:58.551]  We're good friends.
[01:47:58.571 --> 01:47:59.432]  He lives here in Austin.
[01:47:59.792 --> 01:48:00.752]  He's back in town next week.
[01:48:00.772 --> 01:48:01.472]  We're going to go get dinner.
[01:48:01.632 --> 01:48:02.293]  Not name-dropping.
[01:48:02.333 --> 01:48:03.133]  I'm just not putting Joe down.
[01:48:03.773 --> 01:48:09.815]  But Joe got attacked for listening to chemtrails, geoengineering 20 years ago.
[01:48:10.416 --> 01:48:15.937]  And a lot of people would say, oh no, normal ice crystals on a jet are chemtrails.
[01:48:16.038 --> 01:48:16.478]  No, they're not.
[01:48:17.018 --> 01:48:22.300]  Normally jets at 20,000, 30,000 feet in cold weather, they create nucleization.
[01:48:23.311 --> 01:48:24.692]  They create nuclei.
[01:48:25.953 --> 01:48:30.897]  They make the water vapor combine off the edge of the wing and form nuclei.
[01:48:31.177 --> 01:48:32.938]  And so that forms water vapor.
[01:48:32.978 --> 01:48:34.239]  That forms ice crystals.
[01:48:35.980 --> 01:48:38.542]  But you don't get that at 20,000, 30,000 feet in the summer.
[01:48:38.562 --> 01:48:40.043]  You don't get it at 10,000 feet in the summer.
[01:48:40.524 --> 01:48:42.245]  You don't get it at 5,000 feet in the summer.
[01:48:43.526 --> 01:48:44.447]  And so back in
[01:48:46.525 --> 01:48:59.771]  In 1992, an individual won a Nobel Prize for science, funded by Bill Gates, for coming up with a plan to block out the sun for global warming by spraying aluminum dioxide, barium salt, in jet fuel out.
[01:49:03.137 --> 01:49:18.123]  And by 96, we began to say, hey, suddenly, you used to watch ice trails when you were a kid, they disappear in a few minutes behind a jet, now they're not disappearing, they're staying up there for hours, they're dissipating into big cloud banks, it's happening very, very low.
[01:49:18.663 --> 01:49:20.024]  Something is going on.
[01:49:22.225 --> 01:49:23.185]  Something is happening.
[01:49:25.306 --> 01:49:30.408]  Well now, it's in the Daily Mail, it's in the Associated Press, Zero Hedge has an article, here it is.
[01:49:31.977 --> 01:49:37.541]  Lockdown proponent Bill Gates quietly funding plan to dim the sun's rays.
[01:49:40.284 --> 01:49:52.513]  And it goes on to show articles in The Blaze, in The Sun, with announcements about Harvard to practice blocking the sun out by releasing aluminum dioxide and barium salts.
[01:49:54.235 --> 01:49:54.635]  So again,
[01:49:58.063 --> 01:50:00.083]  There's a Nobel Prize in 1992.
[01:50:00.564 --> 01:50:01.484]  Starts happening by about 96.
[01:50:03.344 --> 01:50:10.946]  Under Trump, you notice that the big clouds that get sprayed and then expand and never dissipate have gone away.
[01:50:11.286 --> 01:50:12.186]  Well, they're going to be back.
[01:50:12.907 --> 01:50:17.868]  The Department of Energy has declassified a $5 billion program, adding chemicals to jet fuel.
[01:50:18.088 --> 01:50:20.248]  The jet companies don't ask, it's the jet suppliers.
[01:50:20.509 --> 01:50:21.969]  Three main suppliers nationwide.
[01:50:23.956 --> 01:50:36.624]  And then the jet engines, we have the patents, dissipate the barium salts, the aluminum dioxide, that then form the nuclei for water vapor to start sticking together and then blocking out the sun.
[01:50:38.786 --> 01:50:43.149]  And then it's got its own problem, poisoning the soil, and aluminum levels going up.
[01:50:43.169 --> 01:50:49.413]  But what's frustrating is, Joe Rogan is told, oh no, crazies think every trail in the sky is a chemtrail.
[01:50:50.913 --> 01:50:58.937]  But here is the former CIA director, five years ago when he was still the CIA director, Brennan, bragging about chemtrails.
[01:50:59.297 --> 01:51:01.158]  Then I'll show you what Bill Gates just announced.
[01:51:01.178 --> 01:51:01.558]  Here it is.
[01:51:03.499 --> 01:51:12.584]  Another example is the array of technologies, often referred to collectively as geoengineering, that potentially could help reverse the warming effects of global climate change.
[01:51:13.652 --> 01:51:27.043]  One that has gained my personal attention is Stratospheric Aerosol Injection, or SAI, a method of seeding the stratosphere with particles that can help reflect the sun's heat in much the same way that volcanic eruptions do.
[01:51:28.244 --> 01:51:38.693]  An SAI program could limit global temperature increases, reducing some risks associated with higher temperatures and providing the world economy additional time to transition from fossil fuels.
[01:51:39.804 --> 01:51:40.445]  Okay, that's enough!
[01:51:59.187 --> 01:52:02.051]  So SAI's been going on since the mid-90s.
[01:52:02.692 --> 01:52:03.933]  They won a Nobel Prize for it.
[01:52:04.354 --> 01:52:07.398]  You got the former CIA director, when he was CIA director, telling you.
[01:52:08.018 --> 01:52:15.007]  And now Bill Gates is in the news saying he wants to do this to you to stop the sun.
[01:52:15.902 --> 01:52:17.042]  Because the sun is bad.
[01:52:17.643 --> 01:52:18.843]  And the Earth is too hot.
[01:52:19.303 --> 01:52:20.483]  This is him playing God.
[01:52:20.523 --> 01:52:23.304]  He's going to put in your body the mRNA vaccine.
[01:52:23.724 --> 01:52:25.525]  He's going to tell you that we're never going to reopen.
[01:52:25.805 --> 01:52:27.546]  He's going to tell you he's going to block the sun out.
[01:52:27.986 --> 01:52:30.827]  This is a mad scientist playing God.
[01:52:31.687 --> 01:52:35.208]  This isn't Austin Powers and Dr. Evil and Mini-Me and it's a joke.
[01:52:35.928 --> 01:52:36.888]  This is the real world.
[01:52:37.249 --> 01:52:38.509]  And he released the
[01:52:41.417 --> 01:52:46.999]  diseased mosquitoes in Latin America 10 years ago that have now mutated into spreading disease.
[01:52:48.219 --> 01:52:54.081]  And he's gotten away with committing all these psychopathic crimes, and now he wants to commit even bigger crimes.
[01:52:55.421 --> 01:53:03.944]  I just showed you the former CIA director, when he was the director at the CFR on C-SPAN, admitting geoengineering with chemtrails.
[01:53:05.504 --> 01:53:07.965]  And I talked to pilots, everybody, they say it's going on.
[01:53:10.776 --> 01:53:12.997]  But when we address it, the media says it doesn't exist.
[01:53:13.858 --> 01:53:16.779]  And they ban us off YouTube, they ban us off Facebook, they ban us off Twitter.
[01:53:17.019 --> 01:53:22.642]  That's why at TheResistance.Video, you will find the link to Band.Video that's now banned.
[01:53:23.423 --> 01:53:25.264]  You can't promote Band.Video on Facebook or Twitter.
[01:53:25.524 --> 01:53:31.627]  You can ban Band.Video, but you can't ban TheResistance.Video or the next URL we make.
[01:53:32.047 --> 01:53:34.528]  That's how people find the forbidden information.
[01:53:34.729 --> 01:53:38.330]  That's the keyhole into the bigger universe, is TheResistance.Video.
[01:53:39.614 --> 01:53:42.455]  You know what's going on, but don't you want to share it with others?
[01:53:42.495 --> 01:53:44.096]  Don't you want to counter these lies?
[01:53:45.496 --> 01:53:51.038]  So lockdown proponent Bill Gates quietly funding plan to dim the sun's rays.
[01:53:51.118 --> 01:53:51.758]  Zero hedge.
[01:53:52.779 --> 01:53:53.679]  And it's in AP.
[01:53:53.779 --> 01:53:54.619]  It's in Reuters.
[01:53:55.159 --> 01:53:55.960]  It's in the sun.
[01:53:56.040 --> 01:53:56.940]  It's all there.
[01:53:57.500 --> 01:53:58.180]  Oh, yeah.
[01:53:58.661 --> 01:54:00.661]  He's got airplanes up there doing this.
[01:54:01.081 --> 01:54:03.362]  Oh, he just had the idea today.
[01:54:05.283 --> 01:54:08.284]  And since 1992, they decided to go operational with it.
[01:54:15.674 --> 01:54:17.695]  But it's okay, because Harvard's involved.
[01:54:19.035 --> 01:54:37.920]  See, that's all I'm wanting you to understand is Bill Gates is obsessed with forced inoculations, he's then obsessed with gut health that's causing all the autism triggered by the vaccinations, he's obsessed with geoengineering, blocking out the sun, he wants to make you take whatever he wants, whenever he wants, with liability protection for what he puts in you.
[01:54:39.880 --> 01:54:42.721]  You couldn't make this up in a Hollywood movie.
[01:54:44.497 --> 01:54:56.024]  But because it's real, the average person has suspended disbelief, and they just can't believe this is happening to them, and they have a normalcy bias, and they go into massive Stockholm Syndrome.
[01:54:56.805 --> 01:54:57.125]  All right.
[01:54:58.026 --> 01:55:02.568]  Sunday Live's a new show that Owen Schroyer, Tom Papert, Harrison Smith, and others co-host.
[01:55:03.049 --> 01:55:06.011]  It comes up 6 to 8 p.m.
[01:55:06.451 --> 01:55:07.371]  We're really proud of the show.
[01:55:07.411 --> 01:55:08.272]  I hope you tune in to it.
[01:55:08.312 --> 01:55:11.034]  It's at InfoWars.com, WarsLiveShow, to find the feeds.
[01:55:12.776 --> 01:55:16.538]  And just remember, this is a life and death struggle, and I haven't plugged it in, the crew's telling me to plug.
[01:55:17.418 --> 01:55:19.219]  We've got a bunch of products back in stock.
[01:55:19.600 --> 01:55:27.264]  Super Melodactyly is a bunch of concentrated herbs, cold-pressed, so they never get heated, so you get the real effect of Mother Nature that God gave us.
[01:55:27.644 --> 01:55:28.604]  That's 50% off.
[01:55:28.905 --> 01:55:34.147]  Pollen Block that targets allergies from natural quail eggs, especially fed quail, that's back in stock.
[01:55:35.088 --> 01:55:40.471]  X2, the high-quality deep-earth crystal iodine that's essential for your body, that's been sold out months, it's back in stock.
[01:55:41.718 --> 01:55:47.305]  We also have Living Defense Next Level Probiotic that flushes out all the garbage and resets your body.
[01:55:47.605 --> 01:55:48.406]  That's back in stock.
[01:55:48.426 --> 01:55:51.891]  They're all 25-50% off at InfoWarshaw.com.
[01:55:52.191 --> 01:55:57.658]  And my dad, a great retired dentist, designed one of the highest quality concentrated
[01:55:59.713 --> 01:56:02.675]  Activated Charcoal Toothpaste you're going to find without fluoride and all the additives.
[01:56:03.096 --> 01:56:08.019]  And that is the Activated Charcoal Toothpaste from Dr. Jones Naturals at InfoWarStore.com.
[01:56:08.320 --> 01:56:09.741]  So the toothpaste is back in.
[01:56:10.321 --> 01:56:11.362]  X2's back in.
[01:56:11.862 --> 01:56:13.123]  Winter Sun's back in.
[01:56:13.584 --> 01:56:15.225]  Supramel Vitality's back in.
[01:56:15.685 --> 01:56:16.906]  Alpha Power's back in.
[01:56:17.266 --> 01:56:20.029]  And yeah, they're great supplements, they're great herbs, they're great things.
[01:56:20.049 --> 01:56:21.009]  They all blow you away.
[01:56:21.029 --> 01:56:22.610]  They're all the highest grade out there.
[01:56:22.891 --> 01:56:24.172]  And that funds this operation.
[01:56:24.512 --> 01:56:25.673]  InfoWarStore.com.
[01:56:26.733 --> 01:56:27.894]  Or 888-253-3139.
[01:56:27.974 --> 01:56:33.055]  And I want to thank you all for your support, because without you, we wouldn't be here.
[01:56:33.555 --> 01:56:35.456]  And this is such a special thing that we're doing.
[01:56:35.776 --> 01:56:41.558]  And I want to thank the amazing crew that comes in and works so hard, tirelessly, to get the truth out.
[01:56:42.418 --> 01:56:44.018]  Just every one of you is really special.
[01:56:45.519 --> 01:56:48.180]  And we're doing something really amazing here together.
[01:56:48.260 --> 01:56:50.680]  So I want to see you all in D.C.
[01:56:51.141 --> 01:56:53.761]  I'll do a show tomorrow at 8 a.m.
[01:56:54.142 --> 01:56:55.302]  Harrison Smith's going to host.
[01:56:56.485 --> 01:56:58.167]  American Journal with your calls.
[01:56:58.247 --> 01:56:59.488]  And then at 11 a.m.
[01:56:59.528 --> 01:57:00.109]  I go live.
[01:57:00.569 --> 01:57:01.930]  Owen Schor goes live at 3 p.m.
[01:57:01.951 --> 01:57:02.491]  in the War Room.
[01:57:02.811 --> 01:57:03.912]  Then we get on that airplane.
[01:57:05.034 --> 01:57:05.934]  We fly to D.C.
[01:57:06.795 --> 01:57:09.938]  to challenge the shycom globalist takeover and everything that's happening.
[01:57:10.419 --> 01:57:11.180]  It's so historic.
[01:57:11.220 --> 01:57:12.401]  I want to thank you all again.
[01:57:12.801 --> 01:57:14.763]  I want to see you there in Washington, D.C.
[01:57:15.264 --> 01:57:16.765]  So that's it for this live transmission.
[01:57:17.722 --> 01:57:23.366]  We're going to go to a break and come back as the next host comes in here and takes over.
[01:57:23.467 --> 01:57:24.768]  And remember, we're here.
[01:57:25.028 --> 01:57:25.628]  We're fighting.
[01:57:26.209 --> 01:57:33.354]  Are you going to share the link to the live show on your Twitter, your Facebook, your YouTube, your email, your instant message?
[01:57:33.454 --> 01:57:34.115]  That's key.
[01:57:34.415 --> 01:57:35.756]  Tell folks to tune in now.
[01:57:36.056 --> 01:57:37.077]  Override Big Tech.
[01:57:37.478 --> 01:57:38.659]  Smash them with the truth.
[01:57:38.979 --> 01:57:40.220]  Smash them with your action.
[01:57:43.885 --> 01:57:49.971]  The populist movement that elected President Trump four years ago re-elected him by an even bigger landslide.
[01:57:50.432 --> 01:57:53.535]  Rejecting and repudiating and discrediting the globalists.
[01:57:54.096 --> 01:57:56.058]  That's why they had to overturn the chessboard.
[01:57:56.338 --> 01:57:59.421]  That's why they had to engage in naked election fraud in front of everyone.
[01:57:59.882 --> 01:58:00.622]  And as long as we
[01:58:01.503 --> 01:58:03.044]  Never accept the fraudulent results.
[01:58:03.405 --> 01:58:18.617]  As long as we don't let them gaslight us into submission, as long as we point out this is a foreign, globalist takeover of our country, and that all the depression and all of the collapse that's coming is because of the New World Order, this will end up fully destroying them in the future if we don't submit.
[01:58:19.057 --> 01:58:26.303]  If we submit, they'll normalize the communism, they'll normalize putting us into a depression, they'll normalize breaking up our families, taking our guns.
[01:58:26.863 --> 01:58:30.004]  We can't let that happen, and InfoWars is more important than ever.
[01:58:30.564 --> 01:58:33.305]  So please, Paul Reveres, I salute you for your past actions.
[01:58:33.626 --> 01:58:37.667]  Keep spreading Bandop video and InfoWars.com, and come to the big D.C.
[01:58:37.687 --> 01:58:40.288]  marches on the 5th and 6th of January.
[01:58:40.468 --> 01:58:41.188]  I'll see you there.
[01:58:41.309 --> 01:58:41.829]  God bless.
[01:58:43.890 --> 01:58:44.890]  All you Republicans!
[01:58:45.630 --> 01:58:48.611]  All you elected Republican officials!
[01:58:49.972 --> 01:58:52.153]  Stop being some pussies!
[01:58:53.653 --> 01:58:55.254]  You see what's going on in this country!
[01:58:56.705 --> 01:58:58.676]  You see what Trump stands for!
[01:58:58.857 --> 01:58:59.340]  You see it!
